energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.29764882,2.79103943,0.36430849,0.00546605,0.16231415,0.75096806,0.64359779,0.22104974
-5.29164582,2.76415159,0.36573638,0.00541353,0.15984044,0.73385587,0.62985153,0.21916468
-5.28564282,2.73400544,0.36773284,0.00535168,0.15724364,0.71493133,0.61539310,0.21682138
-5.27963982,2.70201434,0.37043099,0.00528340,0.15460126,0.69465917,0.60063929,0.21412760
-5.27363682,2.66952555,0.37392902,0.00521150,0.15198446,0.67351869,0.58599300,0.21118932
-5.26763382,2.63777267,0.37828559,0.00513863,0.14945570,0.65198971,0.57183170,0.20810651
-5.26163082,2.60783503,0.38351674,0.00506716,0.14706687,0.63053937,0.55849750,0.20496944
-5.25562781,2.58060581,0.38959468,0.00499915,0.14485789,0.60961033,0.54628896,0.20185561
-5.24962481,2.55677058,0.39644850,0.00493627,0.14285593,0.58961088,0.53545516,0.19882743
-5.24362181,2.53679705,0.40396683,0.00487976,0.14107523,0.57090743,0.52619214,0.19593087
-5.23761881,2.52093639,0.41200236,0.00483047,0.13951755,0.55381944,0.51864176,0.19319488
-5.23161581,2.50923572,0.42037805,0.00478883,0.13817330,0.53861707,0.51289298,0.19063193
-5.22561281,2.50156093,0.42889474,0.00475491,0.13702312,0.52552129,0.50898537,0.18823922
-5.21960980,2.49762809,0.43733982,0.00472846,0.13604001,0.51470649,0.50691451,0.18600076
-5.21360680,2.49704163,0.44549658,0.00470899,0.13519186,0.50630497,0.50663897,0.18389004
-5.20760380,2.49933686,0.45315373,0.00469584,0.13444410,0.50041315,0.50808835,0.18187309
-5.20160080,2.50402425,0.46011471,0.00468825,0.13376258,0.49709883,0.51117189,0.17991183
-5.19559780,2.51063291,0.46620620,0.00468546,0.13311637,0.49640898,0.51578727,0.17796740
-5.18959480,2.51875062,0.47128554,0.00468676,0.13248038,0.49837762,0.52182876,0.17600337
-5.18359180,2.52805836,0.47524654,0.00469154,0.13183766,0.50303299,0.52919474,0.17398858
-5.17758879,2.53835719,0.47802358,0.00469939,0.13118142,0.51040390,0.53779369,0.17189953
-5.17158579,2.54958624,0.47959356,0.00471007,0.13051640,0.52052447,0.54754878,0.16972206
-5.16558279,2.56183087,0.47997588,0.00472357,0.12985988,0.53343722,0.55840057,0.16745252
-5.15957979,2.57532067,0.47923022,0.00474005,0.12924196,0.54919418,0.57030786,0.16509803
-5.15357679,2.59041772,0.47745243,0.00475990,0.12870545,0.56785588,0.58324673,0.16267622
-5.14757379,2.60759591,0.47476879,0.00478363,0.12830507,0.58948843,0.59720779,0.16021420
-5.14157079,2.62741270,0.47132881,0.00481183,0.12810631,0.61415864,0.61219210,0.15774706
-5.13556778,2.65047505,0.46729711,0.00484516,0.12818376,0.64192755,0.62820581,0.15531589
-5.12956478,2.67740168,0.46284488,0.00488423,0.12861927,0.67284266,0.64525415,0.15296553
-5.12356178,2.70878374,0.45814124,0.00492957,0.12949968,0.70692936,0.66333507,0.15074219
-5.11755878,2.74514627,0.45334503,0.00498156,0.13091460,0.74418198,0.68243296,0.14869104
-5.11155578,2.78691242,0.44859760,0.00504036,0.13295403,0.78455493,0.70251296,0.14685395
-5.10555278,2.83437258,0.44401670,0.00510590,0.13570605,0.82795465,0.72351608,0.14526752
-5.09954977,2.88765974,0.43969198,0.00517784,0.13925454,0.87423265,0.74535568,0.14396145
-5.09354677,2.94673250,0.43568218,0.00525553,0.14367714,0.92318021,0.76791525,0.14295737
-5.08754377,3.01136630,0.43201418,0.00533805,0.14904329,0.97452514,0.79104795,0.14226806
-5.08154077,3.08115321,0.42868371,0.00542419,0.15541253,1.02793091,0.81457767,0.14189728
-5.07553777,3.15550991,0.42565786,0.00551252,0.16283290,1.08299820,0.83830172,0.14183991
-5.06953477,3.23369332,0.42287892,0.00560139,0.17133961,1.13926908,0.86199500,0.14208258
-5.06353177,3.31482271,0.42026936,0.00568903,0.18095384,1.19623373,0.88541527,0.14260463
-5.05752876,3.39790690,0.41773769,0.00577356,0.19168166,1.25333935,0.90830949,0.14337920
-5.05152576,3.48187494,0.41518461,0.00585308,0.20351309,1.31000109,0.93042052,0.14437466
-5.04552276,3.56560864,0.41250928,0.00592576,0.21642128,1.36561442,0.95149427,0.14555586
-5.03951976,3.64797510,0.40961522,0.00598983,0.23036174,1.41956858,0.97128649,0.14688556
-5.03351676,3.72785769,0.40641554,0.00604371,0.24527177,1.47126030,0.98956917,0.14832557
-5.02751376,3.80418403,0.40283722,0.00608602,0.26106994,1.52010734,1.00613616,0.14983779
-5.02151076,3.87594990,0.39882428,0.00611562,0.27765579,1.56556123,1.02080772,0.15138502
-5.01550775,3.94223807,0.39433976,0.00613164,0.29490973,1.60711868,1.03343390,0.15293148
-5.00950475,4.00223176,0.38936630,0.00613352,0.31269321,1.64433110,1.04389666,0.15444315
-5.00350175,4.05522261,0.38390559,0.00612099,0.33084930,1.67681208,1.05211063,0.15588785
-4.99749875,4.10061335,0.37797673,0.00609406,0.34920365,1.70424243,1.05802282,0.15723508
-4.99149575,4.13791592,0.37161354,0.00605304,0.36756592,1.72637299,1.06161106,0.15845589
-4.98549275,4.16674582,0.36486137,0.00599849,0.38573186,1.74302493,1.06288172,0.15952245
-4.97948974,4.18681375,0.35777329,0.00593120,0.40348589,1.75408822,1.06186668,0.16040784
-4.97348674,4.19791576,0.35040623,0.00585218,0.42060434,1.75951827,1.05862003,0.16108574
-4.96748374,4.19992317,0.34281720,0.00576259,0.43685936,1.75933132,1.05321454,0.16153030
-4.96148074,4.19277311,0.33505981,0.00566370,0.45202327,1.75359914,1.04573834,0.16171616
-4.95547774,4.17646104,0.32718140,0.00555692,0.46587354,1.74244337,1.03629185,0.16161861
-4.94947474,4.15103559,0.31922075,0.00544367,0.47819809,1.72603009,1.02498532,0.16121404
-4.94347174,4.11659642,0.31120675,0.00532541,0.48880081,1.70456500,1.01193691,0.16048047
-4.93746873,4.07329519,0.30315773,0.00520360,0.49750721,1.67828943,0.99727145,0.15939832
-4.93146573,4.02133931,0.29508177,0.00507964,0.50416983,1.64747747,0.98111983,0.15795128
-4.92546273,3.96099827,0.28697770,0.00495490,0.50867339,1.61243411,0.96361895,0.15612722
-4.91945973,3.89261145,0.27883674,0.00483063,0.51093930,1.57349441,0.94491217,0.15391921
-4.91345673,3.81659685,0.27064466,0.00470799,0.51092932,1.53102342,0.92514990,0.15132630
-4.90745373,3.73345928,0.26238433,0.00458802,0.50864827,1.48541651,0.90449036,0.14835438
-4.90145073,3.64379718,0.25403830,0.00447164,0.50414556,1.43709970,0.88310011,0.14501671
-4.89544772,3.54830684,0.24559147,0.00435960,0.49751529,1.38652960,0.86115431,0.14133422
-4.88944472,3.44778313,0.23703352,0.00425252,0.48889502,1.33419247,0.83883643,0.13733559
-4.88344172,3.34311601,0.22836097,0.00415086,0.47846307,1.28060211,0.81633732,0.13305696
-4.87743872,3.23528233,0.21957886,0.00405492,0.46643442,1.22629610,0.79385352,0.12854134
-4.87143572,3.12533279,0.21070177,0.00396485,0.45305524,1.17183043,0.77158493,0.12383772
-4.86543272,3.01437424,0.20175444,0.00388064,0.43859633,1.11777227,0.74973163,0.11899991
-4.85942971,2.90354785,0.19277163,0.00380215,0.42334554,1.06469109,0.72849021,0.11408512
-4.85342671,2.79400392,0.18379762,0.00372907,0.40759962,1.01314828,0.70804959,0.10915241
-4.84742371,2.68687445,0.17488509,0.00366103,0.39165560,0.96368577,0.68858665,0.10426102
-4.84142071,2.58324474,0.16609376,0.00359750,0.37580218,0.91681389,0.67026181,0.09946863
-4.83541771,2.48412534,0.15748870,0.00353791,0.36031144,0.87299931,0.65321488,0.09482976
-4.82941471,2.39042581,0.14913858,0.00348160,0.34543109,0.83265347,0.63756142,0.09039421
-4.82341171,2.30293161,0.14111384,0.00342791,0.33137777,0.79612215,0.62338984,0.08620574
-4.81740870,2.22228530,0.13348513,0.00337615,0.31833152,0.76367675,0.61075939,0.08230097
-4.81140570,2.14897310,0.12632183,0.00332564,0.30643163,0.73550786,0.59969933,0.07870860
-4.80540270,2.08331739,0.11969100,0.00327578,0.29577418,0.71172138,0.59020926,0.07544893
-4.79939970,2.02547569,0.11365669,0.00322601,0.28641113,0.69233744,0.58226065,0.07253372
-4.79339670,1.97544604,0.10827967,0.00317588,0.27835124,0.67729241,0.57579963,0.06996637
-4.78739370,1.93307847,0.10361751,0.00312506,0.27156251,0.66644365,0.57075085,0.06774241
-4.78139070,1.89809202,0.09972512,0.00307333,0.26597610,0.65957699,0.56702225,0.06585027
-4.77538769,1.87009621,0.09665554,0.00302062,0.26149160,0.65641645,0.56451053,0.06427228
-4.76938469,1.84861589,0.09446100,0.00296700,0.25798326,0.65663580,0.56310703,0.06298575
-4.76338169,1.83311808,0.09319398,0.00291269,0.25530693,0.65987118,0.56270373,0.06196430
-4.75737869,1.82303921,0.09290832,0.00285805,0.25330742,0.66573434,0.56319900,0.06117910
-4.75137569,1.81781146,0.09366013,0.00280355,0.25182581,0.67382563,0.56450281,0.06060011
-4.74537269,1.81688656,0.09550833,0.00274979,0.25070652,0.68374625,0.56654101,0.06019729
-4.73936968,1.81975593,0.09851479,0.00269744,0.24980372,0.69510904,0.56925852,0.05994158
-4.73336668,1.82596597,0.10274382,0.00264726,0.24898681,0.70754733,0.57262109,0.05980573
-4.72736368,1.83512776,0.10826101,0.00260001,0.24814479,0.72072168,0.57661550,0.05976497
-4.72136068,1.84692084,0.11513136,0.00255651,0.24718931,0.73432401,0.58124815,0.05979735
-4.71535768,1.86109074,0.12341655,0.00251749,0.24605631,0.74807936,0.58654202,0.05988393
-4.70935468,1.87744080,0.13317164,0.00248367,0.24470627,0.76174530,0.59253213,0.06000873
-4.70335168,1.89581882,0.14444090,0.00245566,0.24312309,0.77510919,0.59925959,0.06015846
-4.69734867,1.91609954,0.15725336,0.00243395,0.24131172,0.78798403,0.60676480,0.06032217
-4.69134567,1.93816424,0.17161780,0.00241891,0.23929481,0.80020298,0.61507974,0.06049066
-4.68534267,1.96187890,0.18751782,0.00241070,0.23710848,0.81161360,0.62422024,0.06065597
-4.67933967,1.98707256,0.20490692,0.00240931,0.23479761,0.82207208,0.63417831,0.06081076
-4.67333667,2.01351740,0.22370417,0.00241455,0.23241095,0.83143819,0.64491524,0.06094780
-4.66733367,2.04091211,0.24379052,0.00242599,0.22999618,0.83957151,0.65635588,0.06105946
-4.66133067,2.06886991,0.26500627,0.00244302,0.22759546,0.84632917,0.66838442,0.06113739
-4.65532766,2.09691223,0.28714984,0.00246480,0.22524150,0.85156553,0.68084223,0.06117233
-4.64932466,2.12446886,0.30997804,0.00249033,0.22295448,0.85513382,0.69352783,0.06115408
-4.64332166,2.15088486,0.33320825,0.00251844,0.22073995,0.85688967,0.70619923,0.06107158
-4.63731866,2.17543422,0.35652222,0.00254782,0.21858782,0.85669634,0.71857865,0.06091326
-4.63131566,2.19733971,0.37957192,0.00257708,0.21647235,0.85443123,0.73035953,0.06066742
-4.62531266,2.21579805,0.40198696,0.00260476,0.21435333,0.84999323,0.74121551,0.06032274
-4.61930965,2.23000921,0.42338365,0.00262940,0.21217812,0.84331036,0.75081112,0.05986888
-4.61330665,2.23920831,0.44337530,0.00264957,0.20988451,0.83434699,0.75881357,0.05929707
-4.60730365,2.24269842,0.46158341,0.00266391,0.20740428,0.82311023,0.76490529,0.05860071
-4.60130065,2.23988247,0.47764924,0.00267124,0.20466705,0.80965479,0.76879631,0.05777586
-4.59529765,2.23029264,0.49124538,0.00267050,0.20160438,0.79408597,0.77023627,0.05682164
-4.58929465,2.21361548,0.50208672,0.00266088,0.19815376,0.77656042,0.76902503,0.05574055
-4.58329165,2.18971150,0.50994030,0.00264179,0.19426232,0.75728455,0.76502165,0.05453857
-4.57728864,2.15862805,0.51463369,0.00261295,0.18989013,0.73651046,0.75815124,0.05322511
-4.57128564,2.12060491,0.51606127,0.00257430,0.18501280,0.71452975,0.74840912,0.05181279
-4.56528264,2.07607219,0.51418838,0.00252613,0.17962333,0.69166522,0.73586243,0.05031710
-4.55927964,2.02564061,0.50905283,0.00246896,0.17373328,0.66826119,0.72064882,0.04875589
-4.55327664,1.97008483,0.50076400,0.00240359,0.16737297,0.64467264,0.70297250,0.04714873
-4.54727364,1.91032051,0.48949924,0.00233106,0.16059100,0.62125401,0.68309783,0.04551626
-4.54127064,1.84737633,0.47549805,0.00225262,0.15345299,0.59834809,0.66134070,0.04387944
-4.53526763,1.78236237,0.45905403,0.00216965,0.14603975,0.57627556,0.63805834,0.04225883
-4.52926463,1.71643628,0.44050526,0.00208369,0.13844494,0.55532588,0.61363784,0.04067392
-4.52326163,1.65076878,0.42022335,0.00199631,0.13077238,0.53574969,0.58848422,0.03914253
-4.51725863,1.58651004,0.39860169,0.00190913,0.12313319,0.51775327,0.56300825,0.03768026
-4.51125563,1.52475825,0.37604355,0.00182373,0.11564279,0.50149516,0.53761493,0.03630014
-4.50525263,1.46653149,0.35295031,0.00174162,0.10841810,0.48708496,0.51269276,0.03501237
-4.49924962,1.41274383,0.32971054,0.00166418,0.10157471,0.47458429,0.48860444,0.03382419
-4.49324662,1.36418632,0.30669006,0.00159266,0.09522449,0.46400972,0.46567905,0.03273994
-4.48724362,1.32151314,0.28422354,0.00152815,0.08947337,0.45533733,0.44420616,0.03176117
-4.48124062,1.28523283,0.26260766,0.00147150,0.08441943,0.44850853,0.42443158,0.03088690
-4.47523762,1.25570466,0.24209617,0.00142337,0.08015139,0.44343666,0.40655504,0.03011396
-4.46923462,1.23313934,0.22289668,0.00138422,0.07674725,0.44001400,0.39072945,0.02943737
-4.46323162,1.21760370,0.20516933,0.00135426,0.07427331,0.43811867,0.37706158,0.02885076
-4.45722861,1.20902856,0.18902698,0.00133351,0.07278326,0.43762091,0.36561390,0.02834680
-4.45122561,1.20721890,0.17453700,0.00132179,0.07231749,0.43838865,0.35640735,0.02791758
-4.44522261,1.21186578,0.16172414,0.00131873,0.07290248,0.44029175,0.34942462,0.02755499
-4.43921961,1.22255913,0.15057451,0.00132381,0.07455017,0.44320502,0.34461375,0.02725099
-4.43321661,1.23880085,0.14104014,0.00133639,0.07725750,0.44700977,0.34189183,0.02699787
-4.42721361,1.26001785,0.13304399,0.00135568,0.08100587,0.45159399,0.34114849,0.02678843
-4.42121061,1.28557454,0.12648524,0.00138086,0.08576070,0.45685127,0.34224925,0.02661601
-4.41520760,1.31478471,0.12124445,0.00141101,0.09147107,0.46267869,0.34503845,0.02647458
-4.40920460,1.34692272,0.11718856,0.00144522,0.09806954,0.46897394,0.34934191,0.02635869
-4.40320160,1.38123395,0.11417564,0.00148256,0.10547210,0.47563202,0.35496927,0.02626340
-4.39719860,1.41694482,0.11205907,0.00152213,0.11357848,0.48254190,0.36171618,0.02618420
-4.39119560,1.45327240,0.11069140,0.00156305,0.12227281,0.48958340,0.36936635,0.02611687
-4.38519260,1.48943393,0.10992756,0.00160454,0.13142462,0.49662476,0.37769369,0.02605740
-4.37918959,1.52465634,0.10962768,0.00164585,0.14089043,0.50352105,0.38646459,0.02600189
-4.37318659,1.55818591,0.10965933,0.00168635,0.15051576,0.51011374,0.39544042,0.02594645
-4.36718359,1.58929824,0.10989939,0.00172548,0.16013762,0.51623145,0.40438043,0.02588718
-4.36118059,1.61730833,0.11023548,0.00176278,0.16958757,0.52169214,0.41304496,0.02582010
-4.35517759,1.64158076,0.11056698,0.00179788,0.17869508,0.52630637,0.42119904,0.02574122
-4.34917459,1.66153982,0.11080583,0.00183050,0.18729131,0.52988192,0.42861627,0.02564651
-4.34317159,1.67667926,0.11087694,0.00186042,0.19521302,0.53222913,0.43508290,0.02553200
-4.33716858,1.68657137,0.11071846,0.00188749,0.20230663,0.53316707,0.44040203,0.02539384
-4.33116558,1.69087506,0.11028178,0.00191163,0.20843215,0.53252997,0.44439769,0.02522839
-4.32516258,1.68934263,0.10953129,0.00193276,0.21346683,0.53017372,0.44691871,0.02503229
-4.31915958,1.68182490,0.10844412,0.00195086,0.21730856,0.52598196,0.44784217,0.02480256
-4.31315658,1.66827445,0.10700956,0.00196588,0.21987854,0.51987154,0.44707630,0.02453666
-4.30715358,1.64874677,0.10522847,0.00197777,0.22112346,0.51179701,0.44456266,0.02423260
