energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.54977489,2.13560872,0.97818205,0.54179733,0.01764644,0.26206080,1.10919230,0.00000000,0.69221016,0.30727212
-5.54377189,2.18968158,0.97939538,0.55571108,0.01805897,0.27619959,1.12561913,0.00000000,0.71639150,0.31540090
-5.53776888,2.23708482,0.97823893,0.56717668,0.01841265,0.29026864,1.13803487,0.00000000,0.74020876,0.32309194
-5.53176588,2.27746931,0.97478665,0.57602892,0.01870790,0.30419632,1.14631959,0.00000000,0.76360386,0.33030919
-5.52576288,2.31066059,0.96916731,0.58215596,0.01894641,0.31792341,1.15044643,0.00000000,0.78653575,0.33703598
-5.51975988,2.33666803,0.96156831,0.58550464,0.01913109,0.33140287,1.15048775,0.00000000,0.80898030,0.34327545
-5.51375688,2.35568710,0.95223700,0.58608385,0.01926597,0.34459897,1.14661762,0.00000000,0.83092922,0.34905014
-5.50775388,2.36809448,0.94147928,0.58396591,0.01935607,0.35748579,1.13911053,0.00000000,0.85238799,0.35440071
-5.50175088,2.37443596,0.92965536,0.57928575,0.01940717,0.37004536,1.12833587,0.00000000,0.87337283,0.35938391
-5.49574787,2.37540773,0.91717247,0.57223802,0.01942566,0.38226540,1.11474855,0.00000000,0.89390687,0.36406979
-5.48974487,2.37183152,0.90447486,0.56307201,0.01941823,0.39413696,1.09887592,0.00000000,0.91401573,0.36853834
-5.48374187,2.36462496,0.89203133,0.55208486,0.01939160,0.40565204,1.08130141,0.00000000,0.93372270,0.37287571
-5.47773887,2.35476836,0.88032076,0.53961312,0.01935228,0.41680136,1.06264577,0.00000000,0.95304389,0.37717016
-5.47173587,2.34326953,0.86981645,0.52602316,0.01930619,0.42757260,1.04354650,0.00000000,0.97198361,0.38150801
-5.46573287,2.33112819,0.86096968,0.51170069,0.01925848,0.43794901,1.02463651,0.00000000,0.99053034,0.38596976
-5.45972986,2.31930175,0.85419372,0.49704001,0.01921322,0.44790876,1.00652299,0.00000000,1.00865355,0.39062660
-5.45372686,2.30867396,0.84984871,0.48243328,0.01917322,0.45742488,0.98976731,0.00000000,1.02630172,0.39553739
-5.44772386,2.30002780,0.84822846,0.46826020,0.01913988,0.46646598,0.97486707,0.00000000,1.04340166,0.40074644
-5.44172086,2.29402383,0.84954983,0.45487863,0.01911308,0.47499766,0.96224088,0.00000000,1.05985934,0.40628196
-5.43571786,2.29118472,0.85394515,0.44261625,0.01909121,0.48298445,0.95221673,0.00000000,1.07556221,0.41215546
-5.42971486,2.29188647,0.86145818,0.43176363,0.01907119,0.49039234,0.94502425,0.00000000,1.09038302,0.41836190
-5.42371186,2.29635638,0.87204388,0.42256882,0.01904864,0.49719153,0.94079118,0.00000000,1.10418488,0.42488070
-5.41770885,2.30467742,0.88557188,0.41523346,0.01901805,0.50335934,0.93954410,0.00000000,1.11682742,0.43167745
-5.41170585,2.31679832,0.90183341,0.40991044,0.01897309,0.50888300,0.94121320,0.00000000,1.12817362,0.43870607
-5.40570285,2.33254850,0.92055146,0.40670304,0.01890691,0.51376205,0.94564068,0.00000000,1.13809699,0.44591155
-5.39969985,2.35165642,0.94139331,0.40566527,0.01881248,0.51801029,0.95259218,0.00000000,1.14648862,0.45323270
-5.39369685,2.37377019,0.96398489,0.40680340,0.01868296,0.52165693,0.96177056,0.00000000,1.15326367,0.46060499
-5.38769385,2.39847889,0.98792599,0.41007822,0.01851209,0.52474679,0.97283119,0.00000000,1.15836684,0.46796322
-5.38169085,2.42533315,1.01280549,0.41540804,0.01829447,0.52733965,0.98539775,0.00000000,1.16177644,0.47524373
-5.37568784,2.45386387,1.03821572,0.42267204,0.01802589,0.52950847,0.99907788,0.00000000,1.16350678,0.48238610
-5.36968484,2.48359790,1.06376517,0.43171386,0.01770355,0.53133660,1.01347767,0.00000000,1.16360861,0.48933432
-5.36368184,2.51406991,1.08908879,0.44234531,0.01732621,0.53291416,1.02821439,0.00000000,1.16216743,0.49603714
-5.35767884,2.54483007,1.11385558,0.45435006,0.01689432,0.53433362,1.04292687,0.00000000,1.15929987,0.50244781
-5.35167584,2.57544739,1.13777287,0.46748730,0.01640995,0.53568486,1.05728318,0.00000000,1.15514811,0.50852318
-5.34567284,2.60550912,1.16058763,0.48149536,0.01587677,0.53704998,1.07098541,0.00000000,1.14987264,0.51422226
-5.33966983,2.63461663,1.18208455,0.49609542,0.01529987,0.53849818,1.08377166,0.00000000,1.14364389,0.51950446
-5.33366683,2.66237892,1.20208167,0.51099526,0.01468554,0.54008093,1.09541532,0.00000000,1.13663301,0.52432759
-5.32766383,2.68840468,1.22042386,0.52589328,0.01404102,0.54182790,1.10572229,0.00000000,1.12900248,0.52864595
-5.32166083,2.71229426,1.23697503,0.54048284,0.01337418,0.54374383,1.11452650,0.00000000,1.12089711,0.53240867
-5.31565783,2.73363286,1.25160980,0.55445690,0.01269320,0.54580654,1.12168441,0.00000000,1.11243603,0.53555855
-5.30965483,2.75198603,1.26420562,0.56751323,0.01200629,0.54796652,1.12706932,0.00000000,1.10370616,0.53803152
-5.30365183,2.76689859,1.27463592,0.57935998,0.01132134,0.55014788,1.13056598,0.00000000,1.09475769,0.53975698
-5.29764882,2.77789777,1.28276525,0.58972160,0.01064567,0.55225093,1.13206636,0.00000000,1.08560196,0.54065895
-5.29164582,2.78450097,1.28844686,0.59834513,0.00998582,0.55415631,1.13146687,0.00000000,1.07621181,0.54065822
-5.28564282,2.78622815,1.29152308,0.60500651,0.00934737,0.55573035,1.12866757,0.00000000,1.06652468,0.53967536
-5.27963982,2.78261868,1.29182868,0.60951678,0.00873481,0.55683166,1.12357350,0.00000000,1.05644825,0.53763447
-5.27363682,2.77325184,1.28919721,0.61172802,0.00815152,0.55731847,1.11609817,0.00000000,1.04586838,0.53446755
-5.26763382,2.75776995,1.28346983,0.61153852,0.00759973,0.55705641,1.10616898,0.00000000,1.03465895,0.53011918
-5.26163082,2.73590285,1.27450623,0.60889717,0.00708061,0.55592641,1.09373435,0.00000000,1.02269310,0.52455133
-5.25562781,2.70749227,1.26219698,0.60380664,0.00659437,0.55383210,1.07877189,0.00000000,1.00985530,0.51774790
-5.24962481,2.67251446,1.24647637,0.59632521,0.00614034,0.55070657,1.06129715,0.00000000,0.99605340,0.50971879
-5.24362181,2.63109958,1.22733497,0.58656709,0.00571719,0.54651790,1.04137219,0.00000000,0.98123016,0.50050310
-5.23761881,2.58354645,1.20483096,0.57470111,0.00532306,0.54127325,1.01911336,0.00000000,0.96537352,0.49017142
-5.23161581,2.53033148,1.17909948,0.56094775,0.00495575,0.53502132,0.99469758,0.00000000,0.94852495,0.47882674
-5.22561281,2.47211083,1.15035925,0.54557463,0.00461287,0.52785289,0.96836660,0.00000000,0.93078542,0.46660412
-5.21960980,2.40971540,1.11891590,0.52889050,0.00429202,0.51989952,0.94042871,0.00000000,0.91231874,0.45366891
-5.21360680,2.34413848,1.08516162,0.51123797,0.00399088,0.51133043,0.91125771,0.00000000,0.89335176,0.44021363
-5.20760380,2.27651630,1.04957114,0.49298527,0.00370734,0.50234766,0.88128884,0.00000000,0.87417162,0.42645356
-5.20160080,2.20810221,1.01269391,0.47451726,0.00343956,0.49317982,0.85101180,0.00000000,0.85512011,0.41262130
-5.19559780,2.14023535,0.97514282,0.45622603,0.00318604,0.48407465,0.82096103,0.00000000,0.83658516,0.39896042
-5.18959480,2.07430528,0.93757995,0.43850142,0.00294562,0.47529082,0.79170352,0.00000000,0.81899014,0.38571858
-5.18359180,2.01171368,0.90069994,0.42172177,0.00271748,0.46708930,0.76382464,0.00000000,0.80278118,0.37314042
-5.17758879,1.95383498,0.86521162,0.40624517,0.00250115,0.45972475,0.73791259,0.00000000,0.78841325,0.36146040
-5.17158579,1.90197724,0.83181866,0.39240144,0.00229643,0.45343721,0.71454196,0.00000000,0.77633548,0.35089605
-5.16558279,1.85734481,0.80120017,0.38048500,0.00210335,0.44844454,0.69425717,0.00000000,0.76697632,0.34164184
-5.15957979,1.82100418,0.77399182,0.37074889,0.00192215,0.44493585,0.67755626,0.00000000,0.76072923,0.33386385
-5.15357679,1.79385402,0.75076823,0.36339991,0.00175318,0.44306606,0.66487584,0.00000000,0.75793933,0.32769551
-5.14757379,1.77660044,0.73202730,0.35859488,0.00159687,0.44295191,0.65657753,0.00000000,0.75889151,0.32323442
-5.14157079,1.76973804,0.71817687,0.35643823,0.00145366,0.44466931,0.65293640,0.00000000,0.76380037,0.32054045
-5.13556778,1.77353712,0.70952413,0.35698065,0.00132399,0.44825210,0.65413193,0.00000000,0.77280234,0.31963500
-5.12956478,1.78803720,0.70626799,0.36021888,0.00120823,0.45369221,0.66024149,0.00000000,0.78595006,0.32050141
-5.12356178,1.81304676,0.70849443,0.36609644,0.00110669,0.46094093,0.67123673,0.00000000,0.80320917,0.32308647
-5.11755878,1.84814887,0.71617503,0.37450546,0.00101956,0.46991127,0.68698284,0.00000000,0.82445751,0.32730278
-5.11155578,1.89271225,0.72916832,0.38528923,0.00094696,0.48048112,0.70724067,0.00000000,0.84948664,0.33303200
-5.10555278,1.94590732,0.74722392,0.39824564,0.00088888,0.49249702,0.73167166,0.00000000,0.87800552,0.34012851
-5.09954977,2.00672640,0.76998924,0.41313130,0.00084523,0.50577836,0.75984530,0.00000000,0.90964616,0.34842372
-5.09354677,2.07400763,0.79701828,0.42966646,0.00081585,0.52012186,0.79124899,0.00000000,0.94397108,0.35773047
-5.08754377,2.14646176,0.82778243,0.44754044,0.00080049,0.53530608,0.82529998,0.00000000,0.98048225,0.36784764
-5.08154077,2.22270131,0.86168291,0.46641780,0.00079886,0.55109595,0.86135900,0.00000000,1.01863133,0.37856475
-5.07553777,2.30127133,0.89806442,0.48594500,0.00081064,0.56724725,0.89874530,0.00000000,1.05783091,0.38966650
-5.06953477,2.38068134,0.93622984,0.50575756,0.00083548,0.58351094,0.93675271,0.00000000,1.09746663,0.40093708
-5.06353177,2.45943778,0.97545579,0.52548764,0.00087305,0.59963752,0.97466628,0.00000000,1.13690984,0.41216434
-5.05752876,2.53607648,1.01500848,0.54477192,0.00092301,0.61538121,1.01177913,0.00000000,1.17553061,0.42314379
-5.05152576,2.60919466,1.05415999,0.56325962,0.00098502,0.63050422,1.04740910,0.00000000,1.21271105,0.43368224
-5.04552276,2.67748184,1.09220444,0.58062047,0.00105880,0.64478110,1.08091482,0.00000000,1.24785842,0.44360137
-5.03951976,2.73974933,1.12847391,0.59655254,0.00114403,0.65800317,1.11171078,0.00000000,1.28041820,0.45274099
-5.03351676,2.79495741,1.16235391,0.61078948,0.00124045,0.66998302,1.13928108,0.00000000,1.30988661,0.46096207
-5.02751376,2.84223998,1.19329796,0.62310721,0.00134777,0.68055913,1.16319141,0.00000000,1.33582242,0.46814957
-5.02151076,2.88092581,1.22084109,0.63332955,0.00146570,0.68960051,1.18309913,0.00000000,1.35785788,0.47421498
-5.01550775,2.91055583,1.24461186,0.64133272,0.00159393,0.69701117,1.19876101,0.00000000,1.37570834,0.47909846
-5.00950475,2.93089600,1.26434255,0.64704852,0.00173208,0.70273431,1.21003842,0.00000000,1.38918038,0.48277069
-5.00350175,2.94194493,1.27987717,0.65046580,0.00187971,0.70675603,1.21689995,0.00000000,1.39817804,0.48523411
-4.99749875,2.94393603,1.29117695,0.65163046,0.00203629,0.70910830,1.21942113,0.00000000,1.40270704,0.48652362
-4.99149575,2.93733357,1.29832286,0.65064349,0.00220118,0.70987088,1.21778136,0.00000000,1.40287645,0.48670657
-4.98549275,2.92282262,1.30151499,0.64765752,0.00237361,0.70917211,1.21225805,0.00000000,1.39889790,0.48588200
-4.97948974,2.90129259,1.30106855,0.64287153,0.00255265,0.70718817,1.20321804,0.00000000,1.39108201,0.48417891
-4.97348674,2.87381475,1.29740630,0.63652418,0.00273725,0.70414085,1.19110655,0.00000000,1.37983199,0.48175373
-4.96748374,2.84161390,1.29104749,0.62888588,0.00292615,0.70029350,1.17643390,0.00000000,1.36563462,0.47878679
-4.96148074,2.80603502,1.28259341,0.62024978,0.00311799,0.69594539,1.15976040,0.00000000,1.34904859,0.47547791
-4.95547774,2.76850559,1.27270985,0.61092220,0.00331125,0.69142439,1.14167982,0.00000000,1.33069067,0.47204111
-4.94947474,2.73049474,1.26210689,0.60121270,0.00350428,0.68707822,1.12280192,0.00000000,1.31122005,0.46869869
-4.94347174,2.69347059,1.25151664,0.59142418,0.00369540,0.68326445,1.10373460,0.00000000,1.29132130,0.46567469
-4.93746873,2.65885704,1.24166970,0.58184342,0.00388284,0.68033980,1.08506630,0.00000000,1.27168678,0.46318810
-4.93146573,2.62799166,1.23327095,0.57273242,0.00406489,0.67864886,1.06734911,0.00000000,1.25299888,0.46144591
-4.92546273,2.60208609,1.22697590,0.56432073,0.00423991,0.67851294,1.05108324,0.00000000,1.23591295,0.46063641
-4.91945973,2.58219055,1.22336822,0.55679921,0.00440637,0.68021945,1.03670338,0.00000000,1.22104157,0.46092289
-4.91345673,2.56916374,1.22293957,0.55031521,0.00456299,0.68401220,1.02456738,0.00000000,1.20894061,0.46243809
-4.90745373,2.56364921,1.22607242,0.54496948,0.00470871,0.69008321,1.01494764,0.00000000,1.20009784,0.46527964
-4.90145073,2.56605927,1.23302675,0.54081478,0.00484281,0.69856627,1.00802550,0.00000000,1.19492420,0.46950661
-4.89544772,2.57656691,1.24393110,0.53785623,0.00496493,0.70953266,1.00388875,0.00000000,1.19374812,0.47513745
-4.88944472,2.59510594,1.25877840,0.53605322,0.00507510,0.72298909,1.00253238,0.00000000,1.19681297,0.48214933
-4.88344172,2.62137935,1.27742676,0.53532292,0.00517376,0.73887806,1.00386227,0.00000000,1.20427738,0.49047896
-4.87743872,2.65487532,1.29960526,0.53554500,0.00526177,0.75708054,1.00770195,0.00000000,1.21621835,0.50002480
-4.87143572,2.69489005,1.32492422,0.53656748,0.00534036,0.77742074,1.01380161,0.00000000,1.23263662,0.51065064
-4.86543272,2.74055648,1.35288985,0.53821337,0.00541111,0.79967286,1.02184943,0.00000000,1.25346386,0.52219032
-4.85942971,2.79087724,1.38292217,0.54028783,0.00547589,0.82356925,1.03148427,0.00000000,1.27857102,0.53445334
-4.85342671,2.84476060,1.41437576,0.54258554,0.00553677,0.84880976,1.04230945,0.00000000,1.30777730,0.54723118
-4.84742371,2.90105774,1.44656205,0.54489807,0.00559596,0.87507165,1.05390693,0.00000000,1.34085910,0.56030406
-4.84142071,2.95859966,1.47877246,0.54702084,0.00565564,0.90201970,1.06585125,0.00000000,1.37755835,0.57344766
-4.83541771,3.01623227,1.51030118,0.54875962,0.00571795,0.92931591,1.07772280,0.00000000,1.41758994,0.58643978
-4.82941471,3.07284836,1.54046663,0.54993613,0.00578480,0.95662853,1.08911984,0.00000000,1.46064769,0.59906643
-4.82341171,3.12741525,1.56863099,0.55039284,0.00585783,0.98363996,1.09966896,0.00000000,1.50640884,0.61112725
-4.81740870,3.17899717,1.59421672,0.54999659,0.00593827,1.01005330,1.10903356,0.00000000,1.55453697,0.62244003
-4.81140570,3.22677211,1.61671987,0.54864119,0.00602692,1.03559724,1.11692034,0.00000000,1.60468343,0.63284425
-4.80540270,3.27004250,1.63571962,0.54624879,0.00612404,1.06002949,1.12308354,0.00000000,1.65648757,0.64220341
-4.79939970,3.30824022,1.65088402,0.54277019,0.00622936,1.08313845,1.12732706,0.00000000,1.70957608,0.65040640
-4.79339670,3.34092596,1.66197196,0.53818411,0.00634204,1.10474343,1.12950464,0.00000000,1.76356179,0.65736761
-4.78739370,3.36778377,1.66883159,0.53249549,0.00646071,1.12469359,1.12951824,0.00000000,1.81804245,0.66302624
-4.78139070,3.38861155,1.67139566,0.52573302,0.00658353,1.14286572,1.12731486,0.00000000,1.87259984,0.66734467
-4.77538769,3.40330838,1.66967426,0.51794608,0.00670817,1.15916133,1.12288233,0.00000000,1.92679971,0.67030610
-4.76938469,3.41185976,1.66374555,0.50920117,0.00683202,1.17350312,1.11624419,0.00000000,1.98019263,0.67191183
-4.76338169,3.41432180,1.65374518,0.49957816,0.00695217,1.18583135,1.10745417,0.00000000,2.03231616,0.67217811
-4.75737869,3.41080522,1.63985509,0.48916639,0.00706559,1.19610024,1.09659052,0.00000000,2.08269840,0.67113295
-4.75137569,3.40146025,1.62229220,0.47806094,0.00716924,1.20427464,1.08375049,0.00000000,2.13086274,0.66881298
-4.74537269,3.38646284,1.60129766,0.46635908,0.00726014,1.21032725,1.06904530,0.00000000,2.17633392,0.66526049
-4.73936968,3.36600313,1.57712709,0.45415715,0.00733556,1.21423647,1.05259562,0.00000000,2.21864493,0.66052092
-4.73336668,3.34027628,1.55004220,0.44154790,0.00739303,1.21598492,1.03452788,0.00000000,2.25734474,0.65464069
-4.72736368,3.30947598,1.52030394,0.42861842,0.00743051,1.21555877,1.01497135,0.00000000,2.29200625,0.64766566
-4.72136068,3.27379077,1.48816749,0.41544862,0.00744641,1.21294776,0.99405604,0.00000000,2.32223426,0.63964007
-4.71535768,3.23340293,1.45387895,0.40211034,0.00743968,1.20814590,0.97191151,0.00000000,2.34767317,0.63060607
-4.70935468,3.18848978,1.41767371,0.38866715,0.00740981,1.20115270,0.94866629,0.00000000,2.36801397,0.62060379
-4.70335168,3.13922703,1.37977636,0.37517456,0.00735686,1.19197490,0.92444803,0.00000000,2.38300029,0.60967188
-4.69734867,3.08579370,1.34040185,0.36168087,0.00728144,1.18062845,0.89938417,0.00000000,2.39243342,0.59784842
-4.69134567,3.02837824,1.29975770,0.34822839,0.00718472,1.16714058,0.87360299,0.00000000,2.39617595,0.58517221
-4.68534267,2.96718521,1.25804677,0.33485504,0.00706833,1.15155189,0.84723491,0.00000000,2.39415412,0.57168420
-4.67933967,2.90244205,1.21547050,0.32159613,0.00693435,1.13391827,0.82041391,0.00000000,2.38635877,0.55742904
-4.67333667,2.83440549,1.17223210,0.30848640,0.00678522,1.11431240,0.79327893,0.00000000,2.37284490,0.54245654
-4.66733367,2.76336700,1.12853947,0.29556202,0.00662364,1.09282485,0.76597517,0.00000000,2.35372983,0.52682310
-4.66133067,2.68965711,1.08460756,0.28286259,0.00645253,1.06956456,0.73865506,0.00000000,2.32919024,0.51059278
-4.65532766,2.61364801,1.04066007,0.27043304,0.00627490,1.04465876,0.71147900,0.00000000,2.29945796,0.49383807
-4.64932466,2.53575446,0.99693008,0.25832534,0.00609378,1.01825205,0.68461567,0.00000000,2.26481477,0.47664029
-4.64332166,2.45643270,0.95365981,0.24659987,0.00591212,0.99050494,0.65824188,0.00000000,2.22558633,0.45908951
