energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.86793397,12.59366885,0.02813572,0.43457278,1.60013047,1.23162673,3.76500383,7.50296939,4.34903099,0.00000000
-5.86193097,12.72844167,0.02822773,0.43491002,1.59997439,1.26040410,3.79246403,7.58800770,4.39146334,0.00000000
-5.85592796,12.82526323,0.02839155,0.43344026,1.59499713,1.28614631,3.80614993,7.65020321,4.42012115,0.00000000
-5.84992496,12.88348922,0.02862229,0.43025127,1.58528620,1.30890137,3.80649417,7.68861953,4.43508667,0.00000000
-5.84392196,12.90322104,0.02891411,0.42547471,1.57102399,1.32880674,3.79421583,7.70272333,4.43672685,0.00000000
-5.83791896,12.88528667,0.02926061,0.41928029,1.55248093,1.34608051,3.77029106,7.69239664,4.42567362,0.00000000
-5.83191596,12.83119775,0.02965533,0.41186864,1.53000556,1.36100912,3.73591491,7.65793687,4.40279486,0.00000000
-5.82591296,12.74308488,0.03009223,0.40346326,1.50401191,1.37393206,3.69245591,7.60004471,4.36915716,0.00000000
-5.81990995,12.62361417,0.03056614,0.39430185,1.47496498,1.38522434,3.64140574,7.51980022,4.32598225,0.00000000
-5.81390695,12.47588875,0.03107312,0.38462745,1.44336496,1.39527744,3.58432602,7.41862847,4.27459908,0.00000000
-5.80790395,12.30333987,0.03161075,0.37467973,1.40973108,1.40447961,3.52279468,7.29825590,4.21639363,0.00000000
-5.80190095,12.10961200,0.03217834,0.36468681,1.37458573,1.41319638,3.45835408,7.16065939,4.15275878,0.00000000
-5.79589795,11.89844698,0.03277696,0.35485793,1.33843959,1.42175227,3.39246291,7.00801014,4.08504644,0.00000000
-5.78989495,11.67357169,0.03340936,0.34537718,1.30177828,1.43041444,3.32645373,6.84261443,4.01452372,0.00000000
-5.78389195,11.43859359,0.03407978,0.33639859,1.26505093,1.43937905,3.26149749,6.66685375,3.94233512,0.00000000
-5.77788894,11.19690774,0.03479353,0.32804260,1.22866098,1.44876099,3.19857599,6.48312625,3.86947188,0.00000000
-5.77188594,10.95161835,0.03555659,0.32039408,1.19295934,1.45858740,3.13846299,6.29379171,3.79674951,0.00000000
-5.76588294,10.70547695,0.03637499,0.31350178,1.15823987,1.46879537,3.08171405,6.10112164,3.72479409,0.00000000
-5.75987994,10.46083863,0.03725414,0.30737923,1.12473703,1.47923374,3.02866488,5.90725604,3.65403736,0.00000000
-5.75387694,10.21963674,0.03819821,0.30200691,1.09262567,1.48966921,2.97943778,5.71416780,3.58472027,0.00000000
-5.74787394,9.98337584,0.03920941,0.29733556,1.06202239,1.49979626,2.93395514,5.52363554,3.51690451,0.00000000
-5.74187094,9.75314180,0.04028735,0.29329033,1.03298859,1.50925051,2.89195923,5.33722498,3.45049079,0.00000000
-5.73586793,9.52962734,0.04142853,0.28977568,1.00553450,1.51762510,2.85303693,5.15627887,3.38524286,0.00000000
-5.72986493,9.31317097,0.04262586,0.28668072,0.97962424,1.52448910,2.81664822,4.98191506,3.32081587,0.00000000
-5.72386193,9.10380661,0.04386846,0.28388467,0.95518152,1.52940739,2.78215729,4.81503176,3.25678758,0.00000000
-5.71785893,8.90132103,0.04514150,0.28126244,0.93209580,1.53196110,2.74886481,4.65631918,3.19269098,0.00000000
-5.71185593,8.70531626,0.04642638,0.27868990,0.91022871,1.53176760,2.71604048,4.50627629,3.12804688,0.00000000
-5.70585293,8.51527387,0.04770101,0.27604875,0.88942072,1.52849934,2.68295455,4.36523136,3.06239519,0.00000000
-5.69984992,8.33061823,0.04894033,0.27323091,0.86949777,1.52190069,2.64890755,4.23336496,2.99532363,0.00000000
-5.69384692,8.15077611,0.05011703,0.27014219,0.85027791,1.51180194,2.61325721,4.11073404,2.92649297,0.00000000
-5.68784392,7.97523024,0.05120243,0.26670518,0.83157777,1.49813008,2.57544206,3.99729594,2.85565789,0.00000000
-5.68184092,7.80356481,0.05216739,0.26286143,0.81321885,1.48091567,2.53500097,3.89293107,2.78268297,0.00000000
-5.67583792,7.63550132,0.05298349,0.25857270,0.79503336,1.46029572,2.49158828,3.79746338,2.70755331,0.00000000
-5.66983492,7.47092385,0.05362399,0.25382147,0.77686978,1.43651232,2.44498417,3.71067799,2.63037981,0.00000000
-5.66383192,7.30989299,0.05406499,0.24861060,0.75859761,1.40990719,2.39510022,3.63233527,2.55139894,0.00000000
-5.65782891,7.15264858,0.05428637,0.24296235,0.74011161,1.38091230,2.34197995,3.56218142,2.47096744,0.00000000
-5.65182591,6.99960164,0.05427268,0.23691673,0.72133508,1.35003704,2.28579466,3.49995523,2.38955215,0.00000000
-5.64582291,6.85131641,0.05401382,0.23052924,0.70222216,1.31785252,2.22683473,3.44539159,2.30771572,0.00000000
-5.63981991,6.70848388,0.05350556,0.22386832,0.68275914,1.28497349,2.16549682,3.39822185,2.22609876,0.00000000
-5.63381691,6.57188853,0.05274982,0.21701236,0.66296465,1.25203882,2.10226757,3.35817182,2.14539914,0.00000000
-5.62781391,6.44236996,0.05175467,0.21004658,0.64288861,1.21969120,2.03770435,3.32495798,2.06634945,0.00000000
-5.62181091,6.32078183,0.05053419,0.20305983,0.62261020,1.18855684,1.97241394,3.29828270,1.98969328,0.00000000
-5.61580790,6.20794978,0.04910805,0.19614141,0.60223470,1.15922603,1.90702998,3.27782904,1.91616129,0.00000000
-5.60980490,6.10463067,0.04750087,0.18937808,0.58188938,1.13223520,1.84218997,3.26325605,1.84644786,0.00000000
-5.60380190,6.01147471,0.04574142,0.18285127,0.56171866,1.10805104,1.77851283,3.25419494,1.78118915,0.00000000
-5.59779890,5.92899232,0.04386177,0.17663468,0.54187862,1.08705728,1.71657781,3.25024662,1.72094324,0.00000000
-5.59179590,5.85752669,0.04189620,0.17079215,0.52253117,1.06954446,1.65690557,3.25098101,1.66617291,0.00000000
-5.58579290,5.79723328,0.03988022,0.16537611,0.50383791,1.05570289,1.59994217,3.25593819,1.61723167,0.00000000
-5.57978989,5.74806655,0.03784949,0.16042639,0.48595423,1.04561894,1.54604646,3.26463132,1.57435333,0.00000000
-5.57378689,5.70977426,0.03583879,0.15596954,0.46902344,1.03927469,1.49548131,3.27655139,1.53764539,0.00000000
-5.56778389,5.68189918,0.03388116,0.15201855,0.45317155,1.03655060,1.44840892,3.29117333,1.50708634,0.00000000
-5.56178089,5.66378771,0.03200703,0.14857315,0.43850256,1.03723119,1.40489025,3.30796336,1.48252695,0.00000000
-5.55577789,5.65460494,0.03024354,0.14562032,0.42509456,1.04101326,1.36488845,3.32638706,1.46369527,0.00000000
-5.54977489,5.65335519,0.02861407,0.14313533,0.41299674,1.04751626,1.32827599,3.34591802,1.45020529,0.00000000
-5.54377189,5.65890730,0.02713780,0.14108292,0.40222743,1.05629449,1.29484506,3.36604649,1.44156886,0.00000000
-5.53776888,5.67002362,0.02582951,0.13941888,0.39277305,1.06685061,1.26432071,3.38628801,1.43721039,0.00000000
-5.53176588,5.68539191,0.02469956,0.13809170,0.38458834,1.07865006,1.23637597,3.40619174,1.43648403,0.00000000
-5.52576288,5.70365924,0.02375392,0.13704438,0.37759740,1.09113603,1.21064845,3.42534823,1.43869272,0.00000000
-5.51975988,5.72346706,0.02299439,0.13621629,0.37169601,1.10374457,1.18675753,3.44339677,1.44310857,0.00000000
-5.51375688,5.74348663,0.02241890,0.13554512,0.36675465,1.11591942,1.16432146,3.46003211,1.44899402,0.00000000
-5.50775388,5.76245420,0.02202193,0.13496868,0.36262256,1.12712650,1.14297382,3.47501049,1.45562316,0.00000000
-5.50175088,5.77920501,0.02179498,0.13442676,0.35913238,1.13686750,1.12237863,3.48815505,1.46230270,0.00000000
-5.49574787,5.79270542,0.02172704,0.13386278,0.35610548,1.14469253,1.10224362,3.49936028,1.46839187,0.00000000
-5.48974487,5.80208234,0.02180518,0.13322537,0.35335756,1.15021159,1.08233130,3.50859553,1.47332086,0.00000000
-5.48374187,5.80664909,0.02201513,0.13246975,0.35070454,1.15310458,1.06246748,3.51590706,1.47660704,0.00000000
-5.47773887,5.80592658,0.02234177,0.13155894,0.34796843,1.15312973,1.04254706,3.52141846,1.47786865,0.00000000
-5.47173587,5.79965911,0.02276978,0.13046474,0.34498297,1.15013025,1.02253697,3.52532888,1.47683533,0.00000000
-5.46573287,5.78782350,0.02328406,0.12916845,0.34159885,1.14403904,1.00247629,3.52790876,1.47335526,0.00000000
-5.45972986,5.77063089,0.02387030,0.12766143,0.33768835,1.13488124,0.98247362,3.52949249,1.46739843,0.00000000
-5.45372686,5.74852024,0.02451535,0.12594524,0.33314914,1.12277451,0.96270189,3.53046780,1.45905594,0.00000000
-5.44772386,5.72214323,0.02520759,0.12403159,0.32790719,1.10792692,0.94339079,3.53126153,1.44853520,0.00000000
-5.44172086,5.69234013,0.02593725,0.12194199,0.32191860,1.09063239,0.92481718,3.53232198,1.43615104,0.00000000
-5.43571786,5.66010697,0.02669659,0.11970701,0.31517025,1.07126354,0.90729375,3.53409785,1.42231292,0.00000000
-5.42971486,5.62655456,0.02747999,0.11736538,0.30767944,1.05026218,0.89115642,3.53701446,1.40750860,0.00000000
-5.42371186,5.59286054,0.02828396,0.11496265,0.29949221,1.02812745,0.87675080,3.54144790,1.39228466,0.00000000
-5.41770885,5.56021603,0.02910703,0.11254971,0.29068079,1.00540189,0.86441818,3.54769831,1.37722464,0.00000000
-5.41170585,5.52976896,0.02994950,0.11018105,0.28133996,0.98265580,0.85448156,3.55596343,1.36292539,0.00000000
-5.40570285,5.50256647,0.03081315,0.10791288,0.27158277,0.96047025,0.84723216,3.56631406,1.34997261,0.00000000
-5.39969985,5.47949912,0.03170076,0.10580109,0.26153557,0.93941940,0.84291687,3.57867276,1.33891653,0.00000000
-5.39369685,5.46124978,0.03261565,0.10389924,0.25133273,0.92005264,0.84172720,3.59279757,1.33024864,0.00000000
-5.38769385,5.44824984,0.03356105,0.10225658,0.24111125,0.90287721,0.84378996,3.60827196,1.32438047,0.00000000
-5.38169085,5.44064547,0.03453955,0.10091616,0.23100544,0.88834211,0.84916028,3.62450230,1.32162548,0.00000000
-5.37568784,5.43827611,0.03555243,0.09991321,0.22114194,0.87682375,0.85781716,3.64072365,1.32218465,0.00000000
-5.36968484,5.44066678,0.03659912,0.09927375,0.21163525,0.86861421,0.86966177,3.65601430,1.32613673,0.00000000
-5.36368184,5.44703521,0.03767666,0.09901359,0.20258404,0.86391249,0.88451867,3.66931905,1.33343341,0.00000000
-5.35767884,5.45631405,0.03877927,0.09913766,0.19406820,0.86281915,0.90214001,3.67948058,1.34389984,0.00000000
-5.35167584,5.46718752,0.03989810,0.09963986,0.18614693,0.86533475,0.92221241,3.68527792,1.35724051,0.00000000
-5.34567284,5.47814102,0.04102106,0.10050327,0.17885769,0.87136192,0.94436648,3.68547043,1.37305011,0.00000000
-5.33966983,5.48752149,0.04213288,0.10170082,0.17221627,0.88071128,0.96818847,3.67884540,1.39082919,0.00000000
-5.33366683,5.49360573,0.04321533,0.10319635,0.16621762,0.89311053,0.99323349,3.66426700,1.41000350,0.00000000
-5.32766383,5.49467313,0.04424762,0.10494604,0.16083767,0.90821651,1.01903984,3.64072427,1.42994643,0.00000000
-5.32166083,5.48907921,0.04520702,0.10690000,0.15603574,0.92562952,1.04514366,3.60737562,1.45000324,0.00000000
-5.31565783,5.47532612,0.04606953,0.10900419,0.15175755,0.94490903,1.07109318,3.56358768,1.46951597,0.00000000
-5.30965483,5.45212633,0.04681075,0.11120231,0.14793857,0.96559002,1.09646186,3.50896640,1.48784777,0.00000000
-5.30365183,5.41845621,0.04740679,0.11343768,0.14450757,0.98719914,1.12085979,3.44337875,1.50440545,0.00000000
-5.29764882,5.37359672,0.04783522,0.11565507,0.14139017,1.00926970,1.14394271,3.36696386,1.51865912,0.00000000
-5.29164582,5.31715904,0.04807598,0.11780226,0.13851218,1.03135484,1.16541814,3.28013307,1.53015808,0.00000000
-5.28564282,5.24909392,0.04811224,0.11983135,0.13580266,1.05303828,1.18504854,3.18355875,1.53854207,0.00000000
-5.27963982,5.16968462,0.04793117,0.12169974,0.13319645,1.07394206,1.20265115,3.07815256,1.54354769,0.00000000
-5.27363682,5.07952387,0.04752446,0.12337073,0.13063621,1.09373125,1.21809475,2.96503419,1.54500963,0.00000000
-5.26763382,4.97947655,0.04688877,0.12481381,0.12807385,1.11211540,1.23129370,2.84549228,1.54285698,0.00000000
-5.26163082,4.87063043,0.04602594,0.12600452,0.12547122,1.12884707,1.24219959,2.72093936,1.53710503,0.00000000
-5.25562781,4.75423795,0.04494294,0.12692406,0.12280038,1.14371779,1.25079134,2.59286312,1.52784338,0.00000000
-5.24962481,4.63165256,0.04365166,0.12755868,0.12004314,1.15655214,1.25706433,2.46277632,1.51522115,0.00000000
-5.24362181,4.50426319,0.04216850,0.12789880,0.11719018,1.16720044,1.26101959,2.33216765,1.49943040,0.00000000
-5.23761881,4.37343075,0.04051380,0.12793818,0.11423985,1.17553109,1.26265368,2.20245577,1.48068905,0.00000000
-5.23161581,4.24042994,0.03871109,0.12767298,0.11119666,1.18142314,1.26195019,2.07494846,1.45922421,0.00000000
-5.22561281,4.10639944,0.03678630,0.12710092,0.10806960,1.18475998,1.25887345,1.95080831,1.43525719,0.00000000
-5.21960980,3.97230299,0.03476687,0.12622066,0.10487055,1.18542465,1.25336497,1.83102641,1.40899102,0.00000000
-5.21360680,3.83890285,0.03268091,0.12503127,0.10161271,1.18329737,1.24534291,1.71640435,1.38060107,0.00000000
-5.20760380,3.70674670,0.03055630,0.12353205,0.09830925,1.17825541,1.23470463,1.60754513,1.35022950,0.00000000
-5.20160080,3.57616776,0.02841995,0.12172247,0.09497221,1.17017552,1.22133222,1.50485247,1.31798334,0.00000000
-5.19559780,3.44729751,0.02629709,0.11960246,0.09161174,1.15893869,1.20510059,1.40853810,1.28393641,0.00000000
-5.18959480,3.32008934,0.02421071,0.11717282,0.08823561,1.14443686,1.18588763,1.31863588,1.24813454,0.00000000
-5.18359180,3.19435114,0.02218114,0.11443585,0.08484913,1.12658115,1.16358557,1.23502168,1.21060349,0.00000000
-5.17758879,3.06978424,0.02022571,0.11139600,0.08145528,1.10531085,1.13811293,1.15743752,1.17135892,0.00000000
-5.17158579,2.94602591,0.01835866,0.10806064,0.07805514,1.08060254,1.10942608,1.08551840,1.13041745,0.00000000
-5.16558279,2.82269272,0.01659104,0.10444067,0.07464847,1.05247856,1.07752967,1.01882060,1.08780786,0.00000000
-5.15957979,2.69942188,0.01493084,0.10055115,0.07123446,1.02101415,1.04248505,0.95684966,1.04358165,0.00000000
-5.15357679,2.57590841,0.01338314,0.09641162,0.06781242,0.98634262,1.00441632,0.89908712,0.99782212,0.00000000
-5.14757379,2.45193599,0.01195040,0.09204633,0.06438258,0.94865814,0.96351328,0.84501478,0.95065125,0.00000000
-5.14157079,2.32740024,0.01063272,0.08748418,0.06094668,0.90821578,0.92003128,0.79413569,0.90223403,0.00000000
-5.13556778,2.20232337,0.00942823,0.08275838,0.05750847,0.86532874,0.87428782,0.74599133,0.85277981,0.00000000
-5.12956478,2.07686017,0.00833341,0.07790596,0.05407405,0.82036291,0.82665611,0.70017464,0.80254086,0.00000000
-5.12356178,1.95129536,0.00734346,0.07296695,0.05065202,0.77372875,0.77755594,0.65633887,0.75180797,0.00000000
-5.11755878,1.82603332,0.00645263,0.06798353,0.04725338,0.72587130,0.72744240,0.61420233,0.70090376,0.00000000
-5.11155578,1.70158122,0.00565451,0.06299890,0.04389131,0.67725846,0.67679301,0.57354943,0.65017385,0.00000000
-5.10555278,1.57852704,0.00494233,0.05805618,0.04058079,0.62836838,0.62609400,0.53422845,0.59997679,0.00000000
-5.09954977,1.45751417,0.00430915,0.05319734,0.03733807,0.57967656,0.57582648,0.49614656,0.55067305,0.00000000
-5.09354677,1.33921420,0.00374809,0.04846203,0.03418003,0.53164319,0.52645309,0.45926284,0.50261409,0.00000000
-5.08754377,1.22429954,0.00325243,0.04388667,0.03112357,0.48470143,0.47840580,0.42357981,0.45613171,0.00000000
-5.08154077,1.11341746,0.00281577,0.03950359,0.02818498,0.43924712,0.43207536,0.38913412,0.41152862,0.00000000
-5.07553777,1.00716660,0.00243207,0.03534039,0.02537929,0.39563023,0.38780280,0.35598700,0.36907033,0.00000000
-5.06953477,0.90607713,0.00209571,0.03141946,0.02271977,0.35414838,0.34587322,0.32421498,0.32897893,0.00000000
-5.06353177,0.81059506,0.00180153,0.02775776,0.02021750,0.31504262,0.30651195,0.29390123,0.29142880,0.00000000
-5.05752876,0.72107127,0.00154481,0.02436674,0.01788103,0.27849538,0.26988306,0.26512783,0.25654434,0.00000000
-5.05152576,0.63775510,0.00132127,0.02125249,0.01571621,0.24463061,0.23609021,0.23796932,0.22439978,0.00000000
-5.04552276,0.56079250,0.00112704,0.01841605,0.01372612,0.21351578,0.20517929,0.21248751,0.19502067,0.00000000
-5.03951976,0.49022831,0.00095867,0.01585388,0.01191109,0.18516564,0.17714295,0.18872766,0.16838711,0.00000000
-5.03351676,0.42601203,0.00081306,0.01355834,0.01026888,0.15954719,0.15192627,0.16671601,0.14443813,0.00000000
-5.02751376,0.36800649,0.00068744,0.01151839,0.00879489,0.13658580,0.12943340,0.14645854,0.12307715,0.00000000
-5.02151076,0.31599867,0.00057936,0.00972020,0.00748247,0.11617180,0.10953479,0.12794089,0.10417796,0.00000000
-5.01550775,0.26971196,0.00048664,0.00814785,0.00632327,0.09816748,0.09207453,0.11112917,0.08759109,0.00000000
-5.00950475,0.22881911,0.00040732,0.00678396,0.00530762,0.08241401,0.07687764,0.09597163,0.07315007,0.00000000
-5.00350175,0.19295536,0.00033969,0.00561028,0.00442485,0.06873805,0.06375688,0.08240083,0.06067755,0.00000000
-4.99749875,0.16173103,0.00028223,0.00460829,0.00366373,0.05695797,0.05251899,0.07033627,0.04999083,0.00000000
-4.99149575,0.13474336,0.00023359,0.00375960,0.00301273,0.04688926,0.04297021,0.05968729,0.04090685,0.00000000
-4.98549275,0.11158710,0.00019259,0.00304642,0.00246036,0.03834930,0.03492090,0.05035598,0.03324648,0.00000000
-4.97948974,0.09186376,0.00015818,0.00245183,0.00199541,0.03116126,0.02818935,0.04224015,0.02683793,0.00000000
-4.97348674,0.07518938,0.00012945,0.00196001,0.00160717,0.02515720,0.02260463,0.03523614,0.02151951,0.00000000
-4.96748374,0.06120082,0.00010560,0.00155644,0.00128558,0.02018035,0.01800874,0.02924148,0.01714158,0.00000000
-4.96148074,0.04956060,0.00008596,0.00122798,0.00102134,0.01608670,0.01425796,0.02415726,0.01356789,0.00000000
-4.95547774,0.03996047,0.00006993,0.00096291,0.00080601,0.01274596,0.01122355,0.01989038,0.01067624,0.00000000
-4.94947474,0.03212392,0.00005702,0.00075093,0.00063202,0.01004187,0.00879198,0.01635545,0.00835869,0.00000000
-4.94347174,0.02580768,0.00004683,0.00058312,0.00049270,0.00787223,0.00686469,0.01347659,0.00652145,0.00000000
-4.93746873,0.02080260,0.00003903,0.00045190,0.00038224,0.00614841,0.00535758,0.01118904,0.00508436,0.00000000
-4.93146573,0.01693407,0.00003340,0.00035092,0.00029569,0.00479476,0.00420035,0.00944074,0.00398023,0.00000000
-4.92546273,0.01406220,0.00002976,0.00027501,0.00022887,0.00374777,0.00333560,0.00819380,0.00315413,0.00000000
-4.91945973,0.01208184,0.00002805,0.00022007,0.00017836,0.00295522,0.00271809,0.00742611,0.00256256,0.00000000
-4.91345673,0.01092295,0.00002828,0.00018300,0.00014143,0.00237523,0.00231394,0.00713298,0.00217271,0.00000000
-4.90745373,0.01055101,0.00003056,0.00016167,0.00011597,0.00197547,0.00209995,0.00732906,0.00196186,0.00000000
-4.90145073,0.01096805,0.00003509,0.00015483,0.00010052,0.00173237,0.00206309,0.00805040,0.00191678,0.00000000
-4.89544772,0.01221399,0.00004217,0.00016211,0.00009413,0.00163045,0.00220018,0.00935678,0.00203343,0.00000000
-4.88944472,0.01436857,0.00005223,0.00018400,0.00009646,0.00166182,0.00251771,0.01133430,0.00231677,0.00000000
-4.88344172,0.01755382,0.00006584,0.00022187,0.00010768,0.00182581,0.00303188,0.01409826,0.00278068,0.00000000
-4.87743872,0.02193688,0.00008367,0.00027802,0.00012853,0.00212870,0.00376883,0.01779614,0.00344818,0.00000000
-4.87143572,0.02773322,0.00010659,0.00035571,0.00016031,0.00258364,0.00476498,0.02261073,0.00435168,0.00000000
-4.86543272,0.03521004,0.00013563,0.00045924,0.00020496,0.00321063,0.00606754,0.02876321,0.00553339,0.00000000
-4.85942971,0.04468953,0.00017198,0.00059405,0.00026508,0.00403661,0.00773505,0.03651600,0.00704580,0.00000000
-4.85342671,0.05655189,0.00021707,0.00076677,0.00034398,0.00509560,0.00983795,0.04617524,0.00895215,0.00000000
-4.84742371,0.07123758,0.00027249,0.00098535,0.00044578,0.00642884,0.01245909,0.05809247,0.01132693,0.00000000
-4.84142071,0.08924862,0.00034010,0.00125909,0.00057546,0.00808496,0.01569409,0.07266547,0.01425617,0.00000000
-4.83541771,0.11114835,0.00042196,0.00159877,0.00073896,0.01011999,0.01965152,0.09033773,0.01783762,0.00000000
-4.82941471,0.13755936,0.00052037,0.00201661,0.00094320,0.01259735,0.02445268,0.11159625,0.02218067,0.00000000
-4.82341171,0.16915907,0.00063787,0.00252631,0.00119620,0.01558760,0.03023110,0.13696755,0.02740591,0.00000000
-4.81740870,0.20667264,0.00077722,0.00314297,0.00150707,0.01916808,0.03713143,0.16701124,0.03364432,0.00000000
-4.81140570,0.25086284,0.00094143,0.00388299,0.00188605,0.02342218,0.04530782,0.20231128,0.04103596,0.00000000
-4.80540270,0.30251661,0.00113370,0.00476386,0.00234450,0.02843848,0.05492168,0.24346437,0.04972815,0.00000000
-4.79939970,0.36242823,0.00135748,0.00580390,0.00289487,0.03430951,0.06613876,0.29106577,0.05987318,0.00000000
-4.79339670,0.43137915,0.00161638,0.00702190,0.00355056,0.04113028,0.07912557,0.34569230,0.07162542,0.00000000
-4.78739370,0.51011467,0.00191425,0.00843670,0.00432582,0.04899654,0.09404515,0.40788284,0.08513797,0.00000000
-4.78139070,0.59931790,0.00225511,0.01006664,0.00523557,0.05800277,0.11105232,0.47811678,0.10055883,0.00000000
-4.77538769,0.69958179,0.00264319,0.01192900,0.00629515,0.06824009,0.13028841,0.55679074,0.11802686,0.00000000
-4.76938469,0.81137985,0.00308294,0.01403934,0.00752003,0.07979402,0.15187581,0.64419457,0.13766743,0.00000000
-4.76338169,0.93503703,0.00357904,0.01641080,0.00892552,0.09274229,0.17591241,0.74048728,0.15958813,0.00000000
-4.75737869,1.07070168,0.00413646,0.01905342,0.01052639,0.10715274,0.20246616,0.84567405,0.18387473,0.00000000
-4.75137569,1.21832025,0.00476049,0.02197347,0.01233649,0.12308149,0.23157022,0.95958548,0.21058744,0.00000000
-4.74537269,1.37761612,0.00545682,0.02517282,0.01436840,0.14057152,0.26321871,1.08186021,0.23975793,0.00000000
-4.73936968,1.54807394,0.00623160,0.02864844,0.01663303,0.15965163,0.29736360,1.21193221,0.27138715,0.00000000
-4.73336668,1.72893100,0.00709153,0.03239197,0.01913926,0.18033602,0.33391279,1.34902373,0.30544419,0.00000000
-4.72736368,1.91917663,0.00804389,0.03638953,0.02189365,0.20262456,0.37272977,1.49214502,0.34186637,0.00000000
-4.72136068,2.11756055,0.00909668,0.04062164,0.02490019,0.22650357,0.41363492,1.64010147,0.38056052,0.00000000
-4.71535768,2.32261053,0.01025862,0.04506343,0.02816010,0.25194735,0.45640849,1.79150870,0.42140565,0.00000000
-4.70935468,2.53265956,0.01153913,0.04968502,0.03167175,0.27892021,0.50079537,1.94481558,0.46425668,0.00000000
-4.70335168,2.74588168,0.01294839,0.05445216,0.03543062,0.30737894,0.54651134,2.09833505,0.50894923,0.00000000
-4.69734867,2.96033576,0.01449717,0.05932700,0.03942936,0.33727551,0.59325073,2.25028183,0.55530523,0.00000000
-4.69134567,3.17401537,0.01619667,0.06426916,0.04365795,0.36855981,0.64069499,2.39881606,0.60313888,0.00000000
-4.68534267,3.38490292,0.01805832,0.06923680,0.04810387,0.40118216,0.68852187,2.54209118,0.65226260,0.00000000
-4.67933967,3.59102561,0.02009342,0.07418790,0.05275233,0.43509538,0.73641460,2.67830435,0.70249265,0.00000000
-4.67333667,3.79051044,0.02231269,0.07908145,0.05758655,0.47025604,0.78407055,2.80574728,0.75365379,0.00000000
-4.66733367,3.98163584,0.02472573,0.08387869,0.06258798,0.50662483,0.83120893,2.92285518,0.80558274,0.00000000
-4.66133067,4.16287701,0.02734048,0.08854417,0.06773653,0.54416578,0.87757692,3.02825181,0.85812996,0.00000000
-4.65532766,4.33294275,0.03016244,0.09304672,0.07301076,0.58284424,0.92295376,3.12078827,0.91115951,0.00000000
-4.64932466,4.49080188,0.03319399,0.09736013,0.07838793,0.62262366,0.96715270,3.19957401,0.96454697,0.00000000
-4.64332166,4.63569781,0.03643360,0.10146359,0.08384410,0.66346123,1.01002041,3.26399834,1.01817534,0.00000000
