energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,1.40188569,0.08838680,0.02172480,0.19023518,0.74005483,0.04305153,0.28842446
-5.99399700,1.43154045,0.09362494,0.02221808,0.19519557,0.77207507,0.04159134,0.28368544
-5.98799400,1.46338681,0.09900866,0.02271533,0.20029437,0.80578869,0.04004656,0.27914612
-5.98199100,1.49705349,0.10447381,0.02320615,0.20546909,0.84078680,0.03844591,0.27487196
-5.97598799,1.53207383,0.10994953,0.02367942,0.21064566,0.87660393,0.03681729,0.27091106
-5.96998499,1.56789512,0.11535977,0.02412359,0.21574005,0.91272725,0.03518719,0.26729311
-5.96398199,1.60389117,0.12062502,0.02452709,0.22066044,0.94860722,0.03358016,0.26402905
-5.95797899,1.63937746,0.12566414,0.02487871,0.22530979,0.98366940,0.03201849,0.26111164
-5.95197599,1.67362865,0.13039635,0.02516794,0.22958854,1.01732711,0.03052206,0.25851669
-5.94597299,1.70589786,0.13474312,0.02538540,0.23339767,1.04899448,0.02910822,0.25620511
-5.93996998,1.73543706,0.13863007,0.02552310,0.23664166,1.07809971,0.02779195,0.25412559
-5.93396698,1.76151812,0.14198878,0.02557476,0.23923147,1.10409798,0.02658608,0.25221780
-5.92796398,1.78345360,0.14475831,0.02553604,0.24108734,1.12648387,0.02550155,0.25041606
-5.92196098,1.80061703,0.14688667,0.02540468,0.24214128,1.14480295,0.02454786,0.24865319
-5.91595798,1.81246171,0.14833193,0.02518062,0.24233936,1.15866217,0.02373343,0.24686448
-5.90995498,1.81853771,0.14906310,0.02486600,0.24164340,1.16773908,0.02306607,0.24499158
-5.90395198,1.81850651,0.14906076,0.02446518,0.24003236,1.17178937,0.02255333,0.24298609
-5.89794897,1.81215274,0.14831735,0.02398456,0.23750318,1.17065290,0.02220284,0.24081275
-5.89194597,1.79939282,0.14683726,0.02343248,0.23407112,1.16425782,0.02202255,0.23845209
-5.88594297,1.78028010,0.14463658,0.02281897,0.22976967,1.15262289,0.02202081,0.23590241
-5.87993997,1.75500632,0.14174266,0.02215550,0.22464995,1.13585783,0.02220642,0.23318096
-5.87393697,1.72389942,0.13819339,0.02145475,0.21877966,1.11416169,0.02258839,0.23032439
-5.86793397,1.68741764,0.13403633,0.02073024,0.21224175,1.08781934,0.02317573,0.22738839
-5.86193097,1.64614010,0.12932762,0.01999611,0.20513268,1.05719602,0.02397694,0.22444649
-5.85592796,1.60075411,0.12413076,0.01926677,0.19756046,1.02273012,0.02499950,0.22158825
-5.84992496,1.55203976,0.11851524,0.01855666,0.18964256,0.98492440,0.02624920,0.21891681
-5.84392196,1.50085211,0.11255514,0.01788000,0.18150367,0.94433573,0.02772941,0.21654598
