energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.85592796,7.80512345,1.11988990,0.56460472,0.07491451,0.05758469,0.17780033,1.98493198,0.30227960,4.03613509
-5.84992496,8.02000694,1.18830366,0.58690192,0.07490882,0.05998176,0.18638324,2.08174745,0.31702926,4.07900473
-5.84392196,8.24756069,1.25690047,0.60892320,0.07542905,0.06239713,0.19490380,2.17868076,0.33216447,4.13277080
-5.83791896,8.48293632,1.32492541,0.63026556,0.07644252,0.06479582,0.20324008,2.27427046,0.34742779,4.19527751
-5.83191596,8.72089419,1.39157866,0.65052339,0.07790434,0.06714070,0.21126471,2.36700186,0.36254707,4.26411141
-5.82591296,8.95592336,1.45602782,0.66929717,0.07975858,0.06939333,0.21884795,2.45533910,0.37724180,4.33666081
-5.81990995,9.18237125,1.51742181,0.68620229,0.08193976,0.07151473,0.22586086,2.53775889,0.39122981,4.41018087
-5.81390695,9.39457898,1.57490646,0.70087790,0.08437443,0.07346632,0.23217859,2.61278500,0.40423412,4.48186237
-5.80790395,9.58701836,1.62764099,0.71299537,0.08698304,0.07521081,0.23768358,2.67902243,0.41598973,4.54890196
-5.80190095,9.75442652,1.67481551,0.72226614,0.08968188,0.07671305,0.24226864,2.73519038,0.42625016,4.60857177
-5.79589795,9.89193413,1.71566869,0.72844873,0.09238515,0.07794092,0.24583979,2.78015284,0.43479347,4.65828653
-5.78989495,9.99518373,1.74950538,0.73135464,0.09500699,0.07886613,0.24831874,2.81294604,0.44142764,4.69566626
-5.78389195,10.06043476,1.77571349,0.73085295,0.09746356,0.07946489,0.24964498,2.83280185,0.44599520,4.71859294
-5.77788894,10.08465253,1.79377976,0.72687345,0.09967506,0.07971856,0.24977738,2.83916647,0.44837676,4.72525969
-5.77188594,10.06557873,1.80330368,0.71940823,0.10156764,0.07961411,0.24869532,2.83171390,0.44849368,4.71421131
-5.76588294,10.00178189,1.80400931,0.70851173,0.10307510,0.07914452,0.24639925,2.81035370,0.44630951,4.68437526
-5.75987994,9.89268649,1.79575428,0.69429908,0.10414049,0.07830898,0.24291071,2.77523304,0.44183041,4.63508236
-5.75387694,9.73858034,1.77853579,0.67694310,0.10471739,0.07711296,0.23827186,2.72673292,0.43510443,4.56607702
-5.74787394,9.54060036,1.75249313,0.65666976,0.10477095,0.07556817,0.23254444,2.66545868,0.42621974,4.47751671
-5.74187094,9.30069750,1.71790674,0.63375249,0.10427861,0.07369231,0.22580836,2.59222537,0.41530195,4.36996110
-5.73586793,9.02158215,1.67519356,0.60850552,0.10323055,0.07150873,0.21815979,2.50803817,0.40251059,4.24435122
-5.72986493,8.70665196,1.62489878,0.58127634,0.10162966,0.06904595,0.20970901,2.41406883,0.38803478,4.10197957
-5.72386193,8.35990443,1.56768427,0.55243770,0.09949134,0.06633701,0.20057789,2.31162860,0.37208849,3.94445207
-5.71785893,7.98583704,1.50431390,0.52237931,0.09684284,0.06341881,0.19089725,2.20213863,0.35490522,3.77364316
-5.71185593,7.58933801,1.43563634,0.49149954,0.09372236,0.06033131,0.18080406,2.08709874,0.33673261,3.59164548
-5.70585293,7.17557099,1.36256570,0.46019726,0.09017782,0.05711662,0.17043864,1.96805530,0.31782680,3.40071573
-5.69984992,6.74985707,1.28606087,0.42886421,0.08626541,0.05381817,0.15994180,1.84656936,0.29844696,3.20321829
-5.69384692,6.31755748,1.20710410,0.39787792,0.08204800,0.05047973,0.14945220,1.72418565,0.27885002,3.00156831
-5.68784392,5.88396030,1.12667952,0.36759535,0.07759335,0.04714455,0.13910379,1.60240342,0.25928570,2.79817600
-5.68184092,5.45417399,1.04575243,0.33834755,0.07297233,0.04385445,0.12902346,1.48264967,0.23999202,2.59539362
-5.67583792,5.03303065,0.96524994,0.31043511,0.06825706,0.04064901,0.11932898,1.36625553,0.22119136,2.39546656
-5.66983492,4.62500102,0.88604347,0.28412472,0.06351918,0.03756479,0.11012721,1.25443605,0.20308709,2.20048985
-5.66383192,4.23412304,0.80893376,0.25964668,0.05882821,0.03463467,0.10151262,1.14827387,0.18586084,2.01237100
-5.65782891,3.86394513,0.73463868,0.23719336,0.05425002,0.03188732,0.09356614,1.04870688,0.16967051,1.83279988
-5.65182591,3.51748487,0.66378405,0.21691867,0.04984561,0.02934669,0.08635434,0.95651998,0.15464884,1.66322619
-5.64582291,3.19720306,0.59689766,0.19893825,0.04566998,0.02703172,0.07992889,0.87234075,0.14090268,1.50484451
-5.63981991,2.90499285,0.53440639,0.18333049,0.04177136,0.02495615,0.07432646,0.79663893,0.12851283,1.35858691
-5.63381691,2.64218301,0.47663630,0.17013827,0.03819059,0.02312841,0.06956878,0.72972946,0.11753447,1.22512270
-5.62781391,2.40955414,0.42381556,0.15937114,0.03496079,0.02155169,0.06566307,0.67177861,0.10799795,1.10486471
-5.62181091,2.20736631,0.37607962,0.15100812,0.03210722,0.02022413,0.06260270,0.62281287,0.09991015,0.99798137
-5.61580790,2.03539635,0.33347850,0.14500079,0.02964734,0.01913909,0.06036812,0.58273024,0.09325602,0.90441363
-5.60980490,1.89298314,0.29598558,0.14127687,0.02759103,0.01828554,0.05892794,0.55131335,0.08800046,0.82389584
-5.60380190,1.77907898,0.26350756,0.13974387,0.02594098,0.01764858,0.05824025,0.52824415,0.08409043,0.75597953
-5.59779890,1.69230538,0.23589511,0.14029317,0.02469309,0.01721000,0.05825407,0.51311971,0.08145714,0.70005912
-5.59179590,1.63101153,0.21295380,0.14280412,0.02383703,0.01694894,0.05891091,0.50546873,0.08001837,0.65539881
-5.58579290,1.59333419,0.19445514,0.14714841,0.02335684,0.01684261,0.06014644,0.50476859,0.07968084,0.62115957
-5.57978989,1.57725749,0.18014716,0.15319446,0.02323148,0.01686701,0.06189217,0.51046250,0.08034267,0.59642576
-5.57378689,1.58067169,0.16976468,0.16081193,0.02343549,0.01699777,0.06407718,0.52197660,0.08189577,0.58023068
-5.56778389,1.60142982,0.16303885,0.16987619,0.02393958,0.01721093,0.06662983,0.53873675,0.08422831,0.57158062
-5.56178089,1.63740143,0.15970597,0.18027272,0.02471123,0.01748371,0.06947932,0.56018469,0.08722718,0.56947698
-5.55577789,1.68652279,0.15951559,0.19190141,0.02571533,0.01779533,0.07255719,0.58579347,0.09078036,0.57293633
-5.54977489,1.74684272,0.16223781,0.20468049,0.02691474,0.01812768,0.07579869,0.61508178,0.09477938,0.58100814
-5.54377189,1.81656363,0.16766985,0.21855012,0.02827093,0.01846600,0.07914387,0.64762699,0.09912163,0.59279015
-5.53776888,1.89407701,0.17564176,0.23347532,0.02974457,0.01879948,0.08253851,0.68307651,0.10371266,0.60744127
-5.53176588,1.97799294,0.18602141,0.24944826,0.03129615,0.01912166,0.08593472,0.72115723,0.10846837,0.62419209
-5.52576288,2.06716292,0.19871858,0.26648956,0.03288662,0.01943083,0.08929138,0.76168272,0.11331701,0.64235298
-5.51975988,2.16069556,0.21368815,0.28464848,0.03447798,0.01973020,0.09257420,0.80455773,0.11820095,0.66131979
-5.51375688,2.25796450,0.23093220,0.30400198,0.03603395,0.02002795,0.09575552,0.84977981,0.12307825,0.68057733
-5.50775388,2.35860834,0.25050086,0.32465225,0.03752053,0.02033708,0.09881400,0.89743767,0.12792378,0.69970058
-5.50175088,2.46252195,0.27249178,0.34672287,0.03890662,0.02067516,0.10173388,0.94770617,0.13272997,0.71835380
-5.49574787,2.56983931,0.29704798,0.37035347,0.04016453,0.02106382,0.10450431,1.00083753,0.13750702,0.73628760
-5.48974487,2.68090777,0.32435378,0.39569296,0.04127044,0.02152811,0.10711838,1.05714910,0.14228256,0.75333417
-5.48374187,2.79625410,0.35462888,0.42289130,0.04220478,0.02209573,0.10957223,1.11700744,0.14710068,0.76940076
-5.47773887,2.91654287,0.38812022,0.45209033,0.04295256,0.02279604,0.11186406,1.18080914,0.15202030,0.78446165
-5.47173587,3.04252820,0.42509180,0.48341357,0.04350346,0.02365903,0.11399329,1.24895868,0.15711285,0.79854882
-5.46573287,3.17500009,0.46581238,0.51695561,0.04385196,0.02471410,0.11595976,1.32184399,0.16245937,0.81174155
-5.45972986,3.31472682,0.51054137,0.55277148,0.04399721,0.02598887,0.11776308,1.39981039,0.16814688,0.82415529
-5.45372686,3.46239546,0.55951316,0.59086645,0.04394288,0.02750792,0.11940221,1.48313376,0.17426439,0.83593011
-5.44772386,3.61855257,0.61292044,0.63118678,0.04369679,0.02929151,0.12087509,1.57199412,0.18089837,0.84721904
-5.44172086,3.78354746,0.67089701,0.67361214,0.04327054,0.03135439,0.12217860,1.66645062,0.18812802,0.85817669
-5.43571786,3.95748039,0.73350095,0.71794999,0.04267899,0.03370476,0.12330854,1.76641913,0.19602053,0.86894846
-5.42971486,4.14015836,0.80069880,0.76393269,0.04193969,0.03634331,0.12425982,1.87165382,0.20462637,0.87966079
-5.42371186,4.33106070,0.87235165,0.81121754,0.04107229,0.03926248,0.12502671,1.98173359,0.21397496,0.89041267
-5.41770885,4.52931669,0.94820409,0.85939019,0.04009789,0.04244598,0.12560316,2.09605471,0.22407096,0.90126871
-5.41170585,4.73369693,1.02787672,0.90797159,0.03903849,0.04586857,0.12598311,2.21383027,0.23489127,0.91225414
-5.40570285,4.94261984,1.11086288,0.95642839,0.03791635,0.04949613,0.12616083,2.33409719,0.24638302,0.92335173
-5.39969985,5.15417396,1.19653029,1.00418689,0.03675351,0.05328608,0.12613117,2.45573106,0.25846270,0.93450082
-5.39369685,5.36615605,1.28412777,1.05064993,0.03557133,0.05718810,0.12588979,2.57746876,0.27101659,0.94559858
-5.38769385,5.57612436,1.37279724,1.09521640,0.03439009,0.06114522,0.12543325,2.69793850,0.28390237,0.95650322
-5.38169085,5.78146551,1.46159069,1.13730270,0.03322869,0.06509507,0.12475912,2.81569639,0.29695221,0.96703917
-5.37568784,5.97947283,1.54949171,1.17636527,0.03210448,0.06897161,0.12386599,2.92926846,0.30997704,0.97700390
-5.36968484,6.16743327,1.63544091,1.21192337,0.03103308,0.07270685,0.12275345,3.03719647,0.32277189,0.98617610
-5.36368184,6.34271933,1.71836407,1.24358111,0.03002830,0.07623287,0.12142205,3.13808590,0.33512232,0.99432477
-5.35767884,6.50288225,1.79720195,1.27104774,0.02910218,0.07948381,0.11987331,3.23065395,0.34681140,1.00121887
-5.35167584,6.64574228,1.87094051,1.29415520,0.02826499,0.08239796,0.11810975,3.31377545,0.35762712,1.00663705
-5.34567284,6.76947180,1.93864003,1.31287211,0.02752532,0.08491966,0.11613498,3.38652471,0.36736996,1.01037683
-5.33966983,6.87266744,1.99946189,1.32731334,0.02689013,0.08700107,0.11395383,3.44821104,0.37586003,1.01226313
-5.33366683,6.95440760,2.05269180,1.33774456,0.02636491,0.08860373,0.11157258,3.49840646,0.38294377,1.01215539
-5.32766383,7.01429228,2.09775833,1.34458130,0.02595373,0.08969975,0.10899923,3.53696385,0.38849959,1.00995319
-5.32166083,7.05246325,2.13424607,1.34838231,0.02565938,0.09027263,0.10624375,3.56402467,0.39244246,1.00560004
-5.31565783,7.06960306,2.16190288,1.34983714,0.02548343,0.09031776,0.10331840,3.58001560,0.39472698,0.99908520
-5.30965483,7.06691269,2.18064094,1.34974817,0.02542632,0.08984239,0.10023796,3.58563398,0.39534897,0.99044354
-5.30365183,7.04606848,2.19053197,1.34900754,0.02548746,0.08886525,0.09701991,3.58182261,0.39434541,0.97975348
-5.29764882,7.00916006,2.19179691,1.34856949,0.02566526,0.08741575,0.09368450,3.56973470,0.39179280,0.96713313
-5.29164582,6.95861179,2.18479083,1.34941902,0.02595723,0.08553281,0.09025467,3.55069044,0.38780399,0.95273508
-5.28564282,6.89709097,2.16998415,1.35253783,0.02636001,0.08326343,0.08675585,3.52612697,0.38252360,0.93673989
-5.27963982,6.82740675,2.14794102,1.35886858,0.02686950,0.08066096,0.08321556,3.49754371,0.37612244,0.91934894
-5.27363682,6.75240402,2.11929630,1.36927869,0.02748086,0.07778329,0.07966288,3.46644546,0.36879094,0.90077677
-5.26763382,6.67485656,2.08473210,1.38452502,0.02818865,0.07469092,0.07612775,3.43428539,0.36073214,0.88124348
-5.26163082,6.59736407,2.04495510,1.40522060,0.02898685,0.07144504,0.07264019,3.40241043,0.35215435,0.86096748
-5.25562781,6.52225695,2.00067546,1.43180479,0.02986896,0.06810573,0.06922943,3.37201109,0.34326402,0.84015890
-5.24962481,6.45151289,1.95258824,1.46451802,0.03082806,0.06473027,0.06592302,3.34407779,0.33425892,0.81901384
-5.24362181,6.38668821,1.90135778,1.50338230,0.03185683,0.06137174,0.06274594,3.31936533,0.32532199,0.79770977
-5.23761881,6.32886658,1.84760537,1.54818851,0.03294757,0.05807778,0.05971978,3.29836685,0.31661611,0.77640209
-5.23161581,6.27862700,1.79190039,1.59849113,0.03409223,0.05488977,0.05686210,3.28129829,0.30827987,0.75522182
-5.22561281,6.23603187,1.73475476,1.65361116,0.03528230,0.05184218,0.05418585,3.26809382,0.30042451,0.73427459
-5.21960980,6.20063550,1.67662055,1.71264748,0.03650884,0.04896236,0.05169904,3.25841239,0.29313210,0.71364054
-5.21360680,6.17151250,1.61789032,1.77449663,0.03776230,0.04627054,0.04940460,3.25165516,0.28645486,0.69337530
-5.20760380,6.14730468,1.55889974,1.83788075,0.03903248,0.04378013,0.04730045,3.24699309,0.28041568,0.67351174
-5.20160080,6.12628469,1.49993209,1.90138294,0.04030838,0.04149830,0.04537977,3.24340355,0.27500969,0.65406230
-5.19559780,6.10643370,1.44122411,1.96348923,0.04157809,0.03942669,0.04363150,3.23971473,0.27020670,0.63502187
-5.18959480,6.08553027,1.38297270,2.02263560,0.04282871,0.03756235,0.04204092,3.23465604,0.26595452,0.61637099
-5.18359180,6.06124697,1.32534223,2.07725874,0.04404628,0.03589878,0.04059046,3.22691268,0.26218274,0.59807923
-5.17758879,6.03125124,1.26847194,2.12584848,0.04521579,0.03442699,0.03926052,3.21518228,0.25880707,0.58010871
-5.17158579,5.99330660,1.21248323,2.16700007,0.04632121,0.03313667,0.03803040,3.19823162,0.25573387,0.56241759
-5.16558279,5.94537056,1.15748670,2.19946428,0.04734565,0.03201730,0.03687919,3.17495102,0.25286475,0.54496350
-5.15957979,5.88568571,1.10358857,2.22219314,0.04827156,0.03105922,0.03578663,3.14440466,0.25010119,0.52770686
-5.15357679,5.81286043,1.05089657,2.23437959,0.04908104,0.03025461,0.03473392,3.10587466,0.24734883,0.51061405
-5.14757379,5.72593644,0.99952504,2.23548926,0.04975623,0.02959843,0.03370442,3.05889728,0.24452153,0.49366023
-5.14157079,5.62444061,0.94959920,2.22528303,0.05027973,0.02908909,0.03268421,3.00328997,0.24154496,0.47683201
-5.13556778,5.50841916,0.90125846,2.20382930,0.05063516,0.02872913,0.03166253,2.93916804,0.23835964,0.46012967
-5.12956478,5.37845291,0.85465873,2.17150554,0.05080765,0.02852557,0.03063209,2.86695036,0.23492337,0.44356900
-5.12356178,5.23565311,0.80997355,2.12898879,0.05078446,0.02849021,0.02958919,2.78735388,0.23121302,0.42718258
-5.11755878,5.08163782,0.76739412,2.07723567,0.05055547,0.02863956,0.02853372,2.70137708,0.22722559,0.41102061
-5.11155578,4.91848978,0.72712789,2.01745247,0.05011370,0.02899470,0.02746906,2.61027304,0.22297848,0.39515089
-5.10555278,4.74869714,0.68939589,1.95105675,0.04945571,0.02958082,0.02640185,2.51551296,0.21850908,0.37965831
-5.09954977,4.57507917,0.65442870,1.87963174,0.04858194,0.03042656,0.02534166,2.41874164,0.21387352,0.36464334
-5.09354677,4.40069944,0.62246104,1.80487546,0.04749688,0.03156308,0.02430061,2.32172636,0.20914477,0.35021992
-5.08754377,4.22876946,0.59372512,1.72854647,0.04620916,0.03302296,0.02329292,2.22630106,0.20440999,0.33651245
-5.08154077,4.06254617,0.56844289,1.65240828,0.04473144,0.03483881,0.02233448,2.13430783,0.19976727,0.32365206
-5.07553777,3.90522653,0.54681735,1.57817439,0.04308016,0.03704180,0.02144239,2.04753768,0.19532188,0.31177224
-5.06953477,3.75984308,0.52902332,1.50745597,0.04127520,0.03965997,0.02063450,1.96767259,0.19118206,0.30100389
-5.06353177,3.62916370,0.51519787,1.44171386,0.03933933,0.04271646,0.01992903,1.89623102,0.18745457,0.29147001
-5.05752876,3.51559928,0.50543089,1.38221643,0.03729763,0.04622773,0.01934427,1.83451851,0.18424009,0.28328023
-5.05152576,3.42112221,0.49975633,1.33000472,0.03517676,0.05020181,0.01889825,1.78358517,0.18162872,0.27652535
-5.04552276,3.34719882,0.49814430,1.28586555,0.03300426,0.05463667,0.01860860,1.74419153,0.17969568,0.27127220
-5.03951976,3.29473801,0.50049483,1.25031362,0.03080773,0.05951880,0.01849244,1.71678381,0.17849744,0.26755903
-5.03351676,3.26405829,0.50663345,1.22358272,0.02861414,0.06482205,0.01856642,1.70147967,0.17806850,0.26539176
-5.02751376,3.25487431,0.51630919,1.20562624,0.02644908,0.07050695,0.01884682,1.69806481,0.17841889,0.26474117
-5.02151076,3.26630407,0.52919507,1.19612669,0.02433615,0.07652033,0.01934976,1.70600083,0.17953265,0.26554140
-5.01550775,3.29689649,0.54489157,1.19451379,0.02229642,0.08279561,0.02009149,1.72444395,0.18136724,0.26768980
-5.00950475,3.34467910,0.56293296,1.19999030,0.02034804,0.08925351,0.02108878,1.75227426,0.18385413,0.27104828
-5.00350175,3.40722408,0.58279647,1.21156467,0.01850592,0.09580344,0.02235934,1.78813441,0.18690046,0.27544613
-4.99749875,3.48173089,0.60391422,1.22808923,0.01678158,0.10234536,0.02392226,1.83047656,0.19039178,0.28068428
-4.99149575,3.56512231,0.62568747,1.24830266,0.01518314,0.10877227,0.02579843,1.87761589,0.19419577,0.28654097
-4.98549275,3.65415074,0.64750268,1.27087521,0.01371538,0.11497304,0.02801094,1.92778873,0.19816681,0.29277845
-4.97948974,3.74551042,0.66874897,1.29445497,0.01237997,0.12083564,0.03058531,1.97921319,0.20215123,0.29915055
-4.97348674,3.83595150,0.68883603,1.31771383,0.01117577,0.12625065,0.03354968,2.03014990,0.20599295,0.30541091
-4.96748374,3.92239109,0.70721190,1.33939123,0.01009917,0.13111474,0.03693465,2.07896052,0.20953934,0.31132120
-4.96148074,4.00201691,0.72337978,1.35833441,0.00914450,0.13533417,0.04077303,2.12416154,0.21264699,0.31665927
-4.95547774,4.07237903,0.73691315,1.37353355,0.00830454,0.13882801,0.04509920,2.16447129,0.21518709,0.32122673
-4.94947474,4.13146590,0.74746839,1.38415085,0.00757088,0.14153100,0.04994819,2.19884812,0.21705024,0.32485545
-4.94347174,4.17776130,0.75479445,1.38954235,0.00693445,0.14339583,0.05535451,2.22651819,0.21815036,0.32741296
-4.93746873,4.21028004,0.75873899,1.38927202,0.00638588,0.14439479,0.06135055,2.24699181,0.21842767,0.32880621
-4.93146573,4.22858088,0.75925077,1.38311778,0.00591587,0.14452072,0.06796481,2.26006767,0.21785044,0.32898373
-4.92546273,4.23275648,0.75637827,1.37106940,0.00551555,0.14378712,0.07521978,2.26582508,0.21641554,0.32793589
-4.91945973,4.22340136,0.75026442,1.35331881,0.00517668,0.14222750,0.08312981,2.26460478,0.21414778,0.32569348
-4.91345673,4.20155989,0.74113802,1.33024345,0.00489189,0.13989391,0.09169872,2.25697953,0.21109809,0.32232458
-4.90745373,4.16865723,0.72930219,1.30238375,0.00465478,0.13685488,0.10091763,2.24371616,0.20734065,0.31792988
-4.90145073,4.12641737,0.71512042,1.27041602,0.00446001,0.13319266,0.11076284,2.22573132,0.20296913,0.31263682
-4.89544772,4.07677253,0.69900112,1.23512214,0.00430326,0.12900012,0.12119406,2.20404324,0.19809237,0.30659283
-4.88944472,4.02176897,0.68138136,1.19735768,0.00418125,0.12437731,0.13215301,2.17972215,0.19282953,0.29995801
-4.88344172,3.96347417,0.66271070,1.15801997,0.00409162,0.11942794,0.14356263,2.15384204,0.18730526,0.29289768
-4.87743872,3.90389004,0.64343583,1.11801751,0.00403278,0.11425587,0.15532690,2.12743606,0.18164483,0.28557514
-4.87143572,3.84487652,0.62398674,1.07824222,0.00400385,0.10896195,0.16733135,2.10145798,0.17596981,0.27814505
-4.86543272,3.78808900,0.60476515,1.03954540,0.00400442,0.10364109,0.17944443,2.07675119,0.17039413,0.27074772
-4.85942971,3.73493220,0.58613540,1.00271841,0.00403444,0.09837999,0.19151954,2.05402666,0.16502111,0.26350453
-4.85342671,3.68653207,0.56841824,0.96847840,0.00409405,0.09325536,0.20339793,2.03385058,0.15994121,0.25651467
-4.84742371,3.64372600,0.55188749,0.93745936,0.00418343,0.08833283,0.21491213,2.01664145,0.15523083,0.24985333
-4.84142071,3.60707084,0.53676953,0.91020823,0.00430269,0.08366658,0.22589006,2.00267644,0.15095207,0.24357127
-4.83541771,3.57686670,0.52324526,0.88718571,0.00445177,0.07929958,0.23615947,1.99210573,0.14715344,0.23769577
-4.82941471,3.55319424,0.51145419,0.86877096,0.00463037,0.07526446,0.24555265,1.98497325,0.14387141,0.23223275
-4.82341171,3.53596183,0.50149995,0.85526922,0.00483791,0.07158493,0.25391120,1.98124214,0.14113273,0.22716992
-4.81740870,3.52495897,0.49345687,0.84692144,0.00507354,0.06827759,0.26109058,1.98082260,0.13895732,0.22248070
-4.81140570,3.51991190,0.48737676,0.84391464,0.00533619,0.06535408,0.26696443,1.98360011,0.13736151,0.21812853
-4.80540270,3.52053739,0.48329533,0.84639198,0.00562459,0.06282338,0.27142822,1.98946180,0.13636155,0.21407146
-4.79939970,3.52659105,0.48123777,0.85446141,0.00593738,0.06069412,0.27440236,1.99831902,0.13597704,0.21026664
-4.79339670,3.53790691,0.48122292,0.86820220,0.00627323,0.05897680,0.27583439,2.01012460,0.13623412,0.20667442
-4.78739370,3.55442570,0.48326573,0.88766844,0.00663095,0.05768575,0.27570042,2.02488347,0.13716834,0.20326194
-4.78139070,3.57621012,0.48737776,0.91288925,0.00700960,0.05684076,0.27400551,2.04265592,0.13882676,0.20000595
-4.77538769,3.60344610,0.49356571,0.94386549,0.00740862,0.05646819,0.27078321,2.06355328,0.14126950,0.19689483
-4.76938469,3.63643007,0.50182814,0.98056302,0.00782795,0.05660164,0.26609424,2.08772622,0.14457016,0.19392958
-4.76338169,3.67554324,0.51215053,1.02290302,0.00826804,0.05728188,0.26002434,2.11534653,0.14881547,0.19112392
-4.75737869,3.72121426,0.52449910,1.07074983,0.00872998,0.05855636,0.25268142,2.14658347,0.15410375,0.18850351
-4.75137569,3.77387288,0.53881397,1.12389743,0.00921540,0.06047785,0.24419226,2.18157619,0.16054234,0.18610427
-4.74537269,3.83389732,0.55500209,1.18205533,0.00972650,0.06310275,0.23469870,2.22040423,0.16824398,0.18396998
-4.73936968,3.90155870,0.57293070,1.24483510,0.01026589,0.06648860,0.22435368,2.26305783,0.17732220,0.18214942
-4.73336668,3.97696593,0.59242173,1.31173882,0.01083647,0.07069131,0.21331712,2.30941021,0.18788588,0.18069299
-4.72736368,4.06001454,0.61324786,1.38215041,0.01144123,0.07576194,0.20175193,2.35919374,0.20003305,0.17964922
-4.72136068,4.15034282,0.63513072,1.45533106,0.01208297,0.08174325,0.18982016,2.41198169,0.21384427,0.17906125
-4.71535768,4.24729815,0.65774143,1.53041951,0.01276411,0.08866617,0.17767944,2.46717720,0.22937574,0.17896346
-4.70935468,4.34991609,0.68070395,1.60643793,0.01348636,0.09654637,0.16547985,2.52401040,0.24665256,0.17937854
-4.70335168,4.45691404,0.70360121,1.68230373,0.01425048,0.10538105,0.15336118,2.58154463,0.26566230,0.18031501
-4.69734867,4.56670071,0.72598390,1.75684739,0.01505602,0.11514614,0.14145074,2.63869171,0.28634946,0.18176541
-4.69134567,4.67740189,0.74738181,1.82883608,0.01590114,0.12579414,0.12986163,2.69423636,0.30861094,0.18370534
-4.68534267,4.78690197,0.76731728,1.89700233,0.01678247,0.13725274,0.11869157,2.74686867,0.33229308,0.18609323
-4.67933967,4.89290024,0.78532017,1.96007710,0.01769505,0.14942431,0.10802220,2.79522380,0.35719035,0.18887106
-4.67333667,4.99298009,0.80094394,2.01682586,0.01863238,0.16218642,0.09791882,2.83792712,0.38304618,0.19196598
-4.66733367,5.08468844,0.81378185,2.06608631,0.01958654,0.17539351,0.08843066,2.87364307,0.40955591,0.19529268
-4.66133067,5.16562248,0.82348286,2.10680633,0.02054848,0.18887963,0.07959141,2.90112553,0.43637211,0.19875664
-4.65532766,5.23352016,0.82976626,2.13808042,0.02150833,0.20246232,0.07142014,2.91926762,0.46311209,0.20225787
-4.64932466,5.28635066,0.83243456,2.15918297,0.02245584,0.21594748,0.06392251,2.92714860,0.48936762,0.20569526
-4.64332166,5.32240103,0.83138384,2.16959706,0.02338087,0.22913517,0.05709212,2.92407586,0.51471644,0.20897117
