energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.57378689,2.23708715,0.51506979,0.62602078,0.00390636,0.09398399,0.30613222,1.33516594,0.25451230,0.00000000
-5.56778389,2.18824060,0.52462785,0.59306638,0.00344330,0.10060301,0.29716945,1.31884998,0.24953683,0.00000000
-5.56178089,2.14260150,0.53585603,0.56151403,0.00302023,0.10753875,0.28919019,1.30213511,0.24614186,0.00000000
-5.55577789,2.10112063,0.54876106,0.53178251,0.00263766,0.11471555,0.28236440,1.28559374,0.24435483,0.00000000
-5.54977489,2.06465148,0.56333375,0.50424150,0.00229531,0.12204972,0.27685258,1.26978513,0.24418109,0.00000000
-5.54377189,2.03393484,0.57955441,0.47920609,0.00199234,0.12945154,0.27280315,1.25523919,0.24560777,0.00000000
-5.53776888,2.00958591,0.59739805,0.45693288,0.00172738,0.13682755,0.27034977,1.24244081,0.24860760,0.00000000
-5.53176588,1.99208412,0.61683889,0.43761774,0.00149869,0.14408293,0.26960860,1.23181515,0.25314249,0.00000000
-5.52576288,1.98176610,0.63785384,0.42139527,0.00130431,0.15112401,0.27067561,1.22371479,0.25916665,0.00000000
-5.51975988,1.97882186,0.66042447,0.40833979,0.00114211,0.15786071,0.27362397,1.21840924,0.26662905,0.00000000
-5.51375688,1.98329435,0.68453729,0.39846778,0.00100991,0.16420897,0.27850165,1.21607726,0.27547510,0.00000000
-5.50775388,1.99508240,0.71018212,0.39174154,0.00090559,0.17009287,0.28532941,1.21680258,0.28564742,0.00000000
-5.50175088,2.01394678,0.73734847,0.38807394,0.00082713,0.17544657,0.29409903,1.22057295,0.29708578,0.00000000
-5.49574787,2.03951932,0.76602015,0.38733390,0.00077265,0.18021585,0.30477211,1.22728287,0.30972613,0.00000000
-5.48974487,2.07131472,0.79616815,0.38935249,0.00074052,0.18435928,0.31727937,1.23673973,0.32349892,0.00000000
-5.48374187,2.10874451,0.82774249,0.39392927,0.00072932,0.18784895,0.33152055,1.24867307,0.33832682,0.00000000
-5.47773887,2.15113291,0.86066325,0.40083872,0.00073789,0.19067072,0.34736489,1.26274658,0.35412204,0.00000000
-5.47173587,2.19773386,0.89481163,0.40983655,0.00076535,0.19282403,0.36465230,1.27857221,0.37078352,0.00000000
-5.46573287,2.24774884,0.93002154,0.42066569,0.00081109,0.19432134,0.38319524,1.29572565,0.38819425,0.00000000
-5.45972986,2.30034493,0.96607262,0.43306184,0.00087476,0.19518703,0.40278121,1.31376254,0.40621901,0.00000000
-5.45372686,2.35467254,1.00268515,0.44675852,0.00095624,0.19545618,0.42317586,1.33223461,0.42470269,0.00000000
-5.44772386,2.40988252,1.03951759,0.46149146,0.00105563,0.19517289,0.44412680,1.35070498,0.44346959,0.00000000
-5.44172086,2.46514213,1.07616722,0.47700250,0.00117324,0.19438854,0.46536784,1.36876204,0.46232377,0.00000000
-5.43571786,2.51964975,1.11217407,0.49304278,0.00130950,0.19315995,0.48662382,1.38603131,0.48105062,0.00000000
-5.42971486,2.57264792,1.14702839,0.50937547,0.00146497,0.19154747,0.50761568,1.40218492,0.49941972,0.00000000
-5.42371186,2.62343477,1.18018155,0.52577796,0.00164024,0.18961314,0.52806590,1.41694850,0.51718895,0.00000000
-5.41770885,2.67137359,1.21105990,0.54204357,0.00183592,0.18741905,0.54770402,1.43010535,0.53410973,0.00000000
-5.41170585,2.71590073,1.23908131,0.55798294,0.00205256,0.18502577,0.56627211,1.44149799,0.54993333,0.00000000
-5.40570285,2.75653167,1.26367348,0.57342498,0.00229056,0.18249106,0.58353015,1.45102733,0.56441781,0.00000000
-5.39969985,2.79286541,1.28429328,0.58821761,0.00255017,0.17986880,0.59926102,1.45864985,0.57733538,0.00000000
-5.39369685,2.82458727,1.30044613,0.60222812,0.00283135,0.17720813,0.61327502,1.46437308,0.58847992,0.00000000
-5.38769385,2.85147010,1.31170448,0.61534336,0.00313376,0.17455290,0.62541377,1.46824995,0.59767403,0.00000000
-5.38169085,2.87337410,1.31772434,0.62746957,0.00345665,0.17194117,0.63555334,1.47037251,0.60477555,0.00000000
-5.37568784,2.89024518,1.31825918,0.63853205,0.00379886,0.16940509,0.64360653,1.47086537,0.60968290,0.00000000
-5.36968484,2.90211204,1.31317021,0.64847447,0.00415870,0.16697078,0.64952419,1.46987928,0.61233920,0.00000000
-5.36368184,2.90908200,1.30243282,0.65725798,0.00453399,0.16465836,0.65329551,1.46758520,0.61273476,0.00000000
-5.35767884,2.91133571,1.28613854,0.66486010,0.00492196,0.16248212,0.65494743,1.46416911,0.61090790,0.00000000
-5.35167584,2.90912083,1.26449272,0.67127341,0.00531931,0.16045068,0.65454302,1.45982754,0.60694396,0.00000000
-5.34567284,2.90274484,1.23780797,0.67650405,0.00572218,0.15856722,0.65217903,1.45476399,0.60097263,0.00000000
-5.33966983,2.89256716,1.20649372,0.68057022,0.00612617,0.15682979,0.64798269,1.44918622,0.59316372,0.00000000
-5.33366683,2.87899076,1.17104262,0.68350059,0.00652646,0.15523158,0.64210793,1.44330413,0.58372144,0.00000000
-5.32766383,2.86245361,1.13201444,0.68533287,0.00691782,0.15376130,0.63473113,1.43732822,0.57287781,0.00000000
-5.32166083,2.84341998,1.09001836,0.68611249,0.00729474,0.15240358,0.62604674,1.43146842,0.56088511,0.00000000
-5.31565783,2.82237214,1.04569444,0.68589153,0.00765153,0.15113945,0.61626271,1.42593307,0.54800814,0.00000000
-5.30965483,2.79980235,0.99969535,0.68472790,0.00798247,0.14994691,0.60559614,1.42092782,0.53451639,0.00000000
-5.30365183,2.77620558,0.95266898,0.68268484,0.00828198,0.14880154,0.59426915,1.41665439,0.52067657,0.00000000
-5.29764882,2.75207283,0.90524273,0.67983071,0.00854470,0.14767726,0.58250511,1.41330901,0.50674582,0.00000000
-5.29164582,2.72788524,0.85800998,0.67623897,0.00876573,0.14654715,0.57052540,1.41108036,0.49296582,0.00000000
-5.28564282,2.70410885,0.81151916,0.67198835,0.00894075,0.14538432,0.55854661,1.41014704,0.47955792,0.00000000
-5.27963982,2.68118982,0.76626558,0.66716306,0.00906615,0.14416279,0.54677822,1.41067448,0.46671959,0.00000000
-5.27363682,2.65955004,0.72268603,0.66185289,0.00913919,0.14285845,0.53542072,1.41281132,0.45462191,0.00000000
-5.26763382,2.63958268,0.68115601,0.65615315,0.00915806,0.14144992,0.52466414,1.41668522,0.44340835,0.00000000
-5.26163082,2.62164758,0.64198936,0.65016412,0.00912200,0.13991934,0.51468665,1.42239827,0.43319448,0.00000000
-5.25562781,2.60606612,0.60543977,0.64399014,0.00903131,0.13825302,0.50565342,1.43002207,0.42406860,0.00000000
-5.24962481,2.59311543,0.57170388,0.63773809,0.00888739,0.13644197,0.49771539,1.43959248,0.41609303,0.00000000
-5.24362181,2.58302178,0.54092538,0.63151528,0.00869267,0.13448221,0.49100784,1.45110447,0.40930582,0.00000000
-5.23761881,2.57595331,0.51319976,0.62542670,0.00845058,0.13237480,0.48564879,1.46450710,0.40372275,0.00000000
-5.23161581,2.57201211,0.48857914,0.61957187,0.00816545,0.13012578,0.48173709,1.47969888,0.39933936,0.00000000
-5.22561281,2.57122613,0.46707705,0.61404116,0.00784238,0.12774574,0.47935015,1.49652397,0.39613287,0.00000000
-5.21960980,2.57354133,0.44867278,0.60891205,0.00748707,0.12524930,0.47854151,1.51476929,0.39406393,0.00000000
-5.21360680,2.57881467,0.43331515,0.60424536,0.00710570,0.12265439,0.47933810,1.53416313,0.39307816,0.00000000
-5.20760380,2.58680874,0.42092576,0.60008172,0.00670469,0.11998139,0.48173762,1.55437533,0.39310730,0.00000000
-5.20160080,2.59718859,0.41140166,0.59643865,0.00629059,0.11725223,0.48570599,1.57501947,0.39407036,0.00000000
-5.19559780,2.60952172,0.40461769,0.59330840,0.00586986,0.11448948,0.49117520,1.59565729,0.39587446,0.00000000
-5.18959480,2.62328157,0.40042843,0.59065683,0.00544870,0.11171547,0.49804179,1.61580543,0.39841586,0.00000000
-5.18359180,2.63785533,0.39867039,0.58842347,0.00503296,0.10895158,0.50616621,1.63494462,0.40158099,0.00000000
-5.17758879,2.65255601,0.39916412,0.58652283,0.00462793,0.10621755,0.51537317,1.65253119,0.40524785,0.00000000
-5.17158579,2.66663910,0.40171697,0.58484715,0.00423834,0.10353112,0.52545332,1.66801080,0.40928778,0.00000000
-5.16558279,2.67932339,0.40612621,0.58327034,0.00386823,0.10090780,0.53616628,1.68083392,0.41356769,0.00000000
-5.15957979,2.68981547,0.41218295,0.58165310,0.00352091,0.09836086,0.54724505,1.69047268,0.41795285,0.00000000
-5.15357679,2.69733709,0.41967654,0.57984899,0.00319901,0.09590147,0.55840188,1.69643848,0.42231015,0.00000000
-5.14757379,2.70115438,0.42839974,0.57771116,0.00290443,0.09353915,0.56933540,1.69829968,0.42651184,0.00000000
-5.14157079,2.70060745,0.43815416,0.57509943,0.00263840,0.09128217,0.57973883,1.69569851,0.43043958,0.00000000
-5.13556778,2.69513921,0.44875602,0.57188728,0.00240157,0.08913816,0.58930902,1.68836658,0.43398864,0.00000000
-5.12956478,2.68432180,0.46004173,0.56796855,0.00219405,0.08711470,0.59775588,1.67613806,0.43707205,0.00000000
-5.12356178,2.66787915,0.47187315,0.56326327,0.00201552,0.08521985,0.60481196,1.65895989,0.43962436,0.00000000
-5.11755878,2.64570448,0.48414193,0.55772246,0.00186527,0.08346262,0.61024157,1.63689838,0.44160498,0.00000000
-5.11155578,2.61787144,0.49677284,0.55133155,0.00174237,0.08185326,0.61384906,1.61014176,0.44300052,0.00000000
-5.10555278,2.58463819,0.50972555,0.54411219,0.00164570,0.08040340,0.61548592,1.57899827,0.44382623,0.00000000
-5.09954977,2.54644370,0.52299483,0.53612237,0.00157404,0.07912595,0.61505619,1.54388979,0.44412613,0.00000000
-5.09354677,2.50389639,0.53660868,0.52745482,0.00152618,0.07803475,0.61251990,1.50534107,0.44397182,0.00000000
-5.08754377,2.45775500,0.55062470,0.51823364,0.00150095,0.07714410,0.60789448,1.46396483,0.44345988,0.00000000
-5.08154077,2.40890267,0.56512445,0.50860947,0.00149729,0.07646797,0.60125377,1.42044324,0.44270791,0.00000000
-5.07553777,2.35831502,0.58020608,0.49875326,0.00151431,0.07601913,0.59272485,1.37550651,0.44184935,0.00000000
-5.06953477,2.30702367,0.59597557,0.48884909,0.00155134,0.07580820,0.58248275,1.32990938,0.44102721,0.00000000
-5.06353177,2.25607672,0.61253684,0.47908622,0.00160794,0.07584257,0.57074328,1.28440643,0.44038710,0.00000000
-5.05752876,2.20649811,0.62998144,0.46965096,0.00168395,0.07612551,0.55775425,1.23972722,0.44006977,0.00000000
-5.05152576,2.15924751,0.64837808,0.46071854,0.00177952,0.07665523,0.54378575,1.19655237,0.44020370,0.00000000
-5.04552276,2.11518285,0.66776284,0.45244553,0.00189512,0.07742422,0.52911963,1.15549136,0.44089799,0.00000000
-5.03951976,2.07502698,0.68813051,0.44496315,0.00203158,0.07841886,0.51403896,1.11706325,0.44223601,0.00000000
-5.03351676,2.03934018,0.70942758,0.43837165,0.00219013,0.07961918,0.49881794,1.08168074,0.44427025,0.00000000
-5.02751376,2.00849968,0.73154748,0.43273623,0.00237238,0.08099910,0.48371255,1.04963859,0.44701852,0.00000000
-5.02151076,1.98268714,0.75432816,0.42808445,0.00258036,0.08252694,0.46895263,1.02110650,0.45046189,0.00000000
-5.01550775,1.96188448,0.77755256,0.42440533,0.00281654,0.08416621,0.45473551,0.99612689,0.45454449,0.00000000
-5.00950475,1.94587825,0.80095177,0.42165023,0.00308379,0.08587674,0.44122153,0.97461750,0.45917505,0.00000000
-5.00350175,1.93427210,0.82421089,0.41973512,0.00338540,0.08761607,0.42853148,0.95637861,0.46423034,0.00000000
-4.99749875,1.92650662,0.84697738,0.41854451,0.00372500,0.08934092,0.41674601,0.94110456,0.46956018,0.00000000
-4.99149575,1.92188539,0.86887151,0.41793637,0.00410654,0.09100887,0.40590699,0.92839883,0.47499377,0.00000000
-4.98549275,1.91960594,0.88949836,0.41774812,0.00453414,0.09257987,0.39602031,0.91779214,0.48034703,0.00000000
-4.97948974,1.91879390,0.90846084,0.41780314,0.00501202,0.09401783,0.38706020,0.90876260,0.48543045,0.00000000
-4.97348674,1.91853875,0.92537307,0.41791758,0.00554429,0.09529185,0.37897439,0.90075705,0.49005710,0.00000000
-4.96748374,1.91792938,0.93987352,0.41790719,0.00613477,0.09637731,0.37168995,0.89321265,0.49405033,0.00000000
-4.96148074,1.91608786,0.95163725,0.41759374,0.00678678,0.09725657,0.36511925,0.88557791,0.49725065,0.00000000
-4.95547774,1.91220001,0.96038672,0.41681089,0.00750289,0.09791927,0.35916588,0.87733219,0.49952159,0.00000000
-4.94947474,1.90554156,0.96590068,0.41540926,0.00828461,0.09836234,0.35372992,0.86800308,0.50075408,0.00000000
-4.94347174,1.89549892,0.96802091,0.41326058,0.00913220,0.09858952,0.34871258,0.85718102,0.50086937,0.00000000
-4.93746873,1.88158426,0.96665653,0.41026074,0.01004434,0.09861057,0.34401991,0.84453069,0.49982014,0.00000000
-4.93146573,1.86344442,0.96178581,0.40633187,0.01101792,0.09844025,0.33956548,0.82979899,0.49759011,0.00000000
-4.92546273,1.84086406,0.95345569,0.40142337,0.01204784,0.09809700,0.33527205,0.81281959,0.49419214,0.00000000
-4.91945973,1.81376339,0.94177913,0.39551201,0.01312689,0.09760156,0.33107237,0.79351390,0.48966502,0.00000000
-4.91345673,1.78219126,0.92693066,0.38860125,0.01424563,0.09697554,0.32690912,0.77188898,0.48406939,0.00000000
-4.90745373,1.74631454,0.90914057,0.38071994,0.01539246,0.09624009,0.32273435,0.74803261,0.47748302,0.00000000
-4.90145073,1.70640492,0.88868811,0.37192046,0.01655367,0.09541475,0.31850854,0.72210602,0.46999593,0.00000000
-4.89544772,1.66282404,0.86589432,0.36227670,0.01771371,0.09451651,0.31419956,0.69433480,0.46170570,0.00000000
-4.88944472,1.61600833,0.84111479,0.35188177,0.01885545,0.09355929,0.30978173,0.66499863,0.45271323,0.00000000
-4.88344172,1.56645420,0.81473288,0.34084584,0.01996058,0.09255370,0.30523525,0.63442035,0.44311941,0.00000000
-4.87743872,1.51470467,0.78715370,0.32929402,0.02101012,0.09150718,0.30054601,0.60295488,0.43302274,0.00000000
-4.87143572,1.46133782,0.75879897,0.31736447,0.02198497,0.09042457,0.29570609,0.57097856,0.42251814,0.00000000
-4.86543272,1.40695755,0.73010312,0.30520675,0.02286649,0.08930894,0.29071466,0.53887922,0.41169692,0.00000000
-4.85942971,1.35218679,0.70151034,0.29298042,0.02363713,0.08816271,0.28557958,0.50704734,0.40064785,0.00000000
-4.85342671,1.29766282,0.67347272,0.28085386,0.02428107,0.08698893,0.28031927,0.47586848,0.38945913,0.00000000
-4.84742371,1.24403472,0.64644905,0.26900322,0.02478476,0.08579265,0.27496497,0.44571705,0.37822108,0.00000000
-4.84142071,1.19196205,0.62090415,0.25761141,0.02513748,0.08458227,0.26956296,0.41695143,0.36702926,0.00000000
-4.83541771,1.14211434,0.59730824,0.24686714,0.02533177,0.08337069,0.26417661,0.38991039,0.35598756,0.00000000
-4.82941471,1.09517071,0.57613596,0.23696365,0.02536374,0.08217632,0.25888808,0.36491050,0.34521114,0.00000000
-4.82341171,1.05181860,0.55786472,0.22809730,0.02523327,0.08102364,0.25379930,0.34224447,0.33482867,0.00000000
-4.81740870,1.01275132,0.54297180,0.22046570,0.02494409,0.07994346,0.24903219,0.32218005,0.32498377,0.00000000
-4.81140570,0.97866342,0.53193015,0.21426542,0.02450368,0.07897268,0.24472784,0.30495927,0.31583531,0.00000000
-4.80540270,0.95024387,0.52520242,0.20968916,0.02392308,0.07815353,0.24104466,0.29079777,0.30755643,0.00000000
-4.79939970,0.92816639,0.52323322,0.20692241,0.02321651,0.07753244,0.23815541,0.27988402,0.30033230,0.00000000
-4.79339670,0.91307724,0.52643965,0.20613955,0.02240093,0.07715841,0.23624317,0.27237823,0.29435656,0.00000000
-4.78739370,0.90558051,0.53520019,0.20749958,0.02149552,0.07708102,0.23549634,0.26841085,0.28982651,0.00000000
-4.78139070,0.90622131,0.54984233,0.21114140,0.02052102,0.07734815,0.23610284,0.26808075,0.28693737,0.00000000
-4.77538769,0.91546764,0.57062937,0.21717895,0.01949911,0.07800356,0.23824381,0.27145294,0.28587578,0.00000000
-4.76938469,0.93369160,0.59774699,0.22569640,0.01845177,0.07908438,0.24208689,0.27855618,0.28681285,0.00000000
-4.76338169,0.96115105,0.63129018,0.23674342,0.01740060,0.08061867,0.24777962,0.28938044,0.28989717,0.00000000
-4.75737869,0.99797258,0.67125149,0.25033096,0.01636626,0.08262327,0.25544304,0.30387462,0.29524804,0.00000000
-4.75137569,1.04413704,0.71751104,0.26642778,0.01536793,0.08510188,0.26516593,0.32194475,0.30294944,0.00000000
-4.74537269,1.09946844,0.76982935,0.28495775,0.01442285,0.08804369,0.27699988,0.34345294,0.31304486,0.00000000
-4.73936968,1.16362733,0.82784342,0.30579844,0.01354600,0.09142254,0.29095552,0.36821730,0.32553349,0.00000000
-4.73336668,1.23610918,0.89106670,0.32878091,0.01274982,0.09519669,0.30700004,0.39601320,0.34036782,0.00000000
-4.72736368,1.31624844,0.95889334,0.35369098,0.01204405,0.09930932,0.32505605,0.42657581,0.35745288,0.00000000
-4.72136068,1.40322830,1.03060676,0.38027200,0.01143574,0.10368967,0.34500213,0.45960430,0.37664719,0.00000000
-4.71535768,1.49609629,1.10539263,0.40822913,0.01092921,0.10825487,0.36667463,0.49476739,0.39776536,0.00000000
-4.70935468,1.59378504,1.18235589,0.43723494,0.01052625,0.11291237,0.38987106,0.53171037,0.42058225,0.00000000
-4.70335168,1.69513777,1.26054119,0.46693634,0.01022624,0.11756292,0.41435465,0.57006324,0.44483849,0.00000000
-4.69734867,1.79893724,1.33895617,0.49696246,0.01002645,0.12210388,0.43985998,0.60944966,0.47024713,0.00000000
-4.69134567,1.90393706,1.41659639,0.52693327,0.00992228,0.12643283,0.46609941,0.64949643,0.49650103,0.00000000
-4.68534267,2.00889397,1.49247110,0.55646855,0.00990759,0.13045124,0.49277004,0.68984278,0.52328077,0.00000000
-4.67933967,2.11259946,1.56562845,0.58519686,0.00997499,0.13406804,0.51956088,0.73014927,0.55026256,0.00000000
-4.67333667,2.21390929,1.63517916,0.61276412,0.01011613,0.13720295,0.54615991,0.77010550,0.57712593,0.00000000
-4.66733367,2.31176952,1.70031744,0.63884151,0.01032203,0.13978936,0.57226081,0.80943635,0.60356076,0.00000000
-4.66133067,2.40523777,1.76033834,0.66313219,0.01058331,0.14177664,0.59756902,0.84790625,0.62927339,0.00000000
-4.65532766,2.49349866,1.81465067,0.68537680,0.01089045,0.14313175,0.62180697,0.88532115,0.65399166,0.00000000
-4.64932466,2.57587295,1.86278497,0.70535739,0.01123394,0.14384009,0.64471838,0.92152805,0.67746857,0.00000000
-4.64332166,2.65181993,1.90439648,0.72289968,0.01160453,0.14390557,0.66607140,0.95641204,0.69948461,0.00000000
