energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.58579290,6.99682084,0.06408212,0.00690743,0.79244380,2.88902757,3.62105776,0.01258895,2.93546862
-5.57978989,7.10249092,0.06727852,0.00669033,0.81190111,2.94018264,3.68728264,0.01337300,2.95360023
-5.57378689,7.19747969,0.07084688,0.00650054,0.82931060,2.98924046,3.74861785,0.01422632,2.96684221
-5.56778389,7.28585857,0.07484860,0.00633896,0.84478159,3.03836617,3.80703641,0.01516106,2.97746557
-5.56178089,7.37215899,0.07934636,0.00620737,0.85846891,3.08993452,3.86472616,0.01619024,2.98796123
-5.55577789,7.46121773,0.08440154,0.00610829,0.87056648,3.14645247,3.92401328,0.01732736,3.00095792
-5.54977489,7.55800457,0.09007135,0.00604474,0.88129936,3.21047169,3.98727774,0.01858590,3.01913193
-5.54377189,7.66743804,0.09640579,0.00601999,0.89091449,3.28449372,4.05686359,0.01997870,3.04511186
-5.53776888,7.79419606,0.10344443,0.00603737,0.89967043,3.37087090,4.13498766,0.02151737,3.08138192
-5.53176588,7.94252840,0.11121321,0.00609995,0.90782640,3.47170650,4.22365003,0.02321155,3.13018745
-5.52576288,8.11607826,0.11972141,0.00621035,0.91563097,3.58875774,4.32454995,0.02506820,3.19344634
-5.51975988,8.31771986,0.12895886,0.00637053,0.92331083,3.72334563,4.43901050,0.02709092,3.27266983
-5.51375688,8.54941873,0.13889355,0.00658163,0.93106002,3.87627531,4.56791511,0.02927925,3.36889579
-5.50775388,8.81212054,0.14946996,0.00684381,0.93903016,4.04777051,4.71165866,0.03162807,3.48263729
-5.50175088,9.10567347,0.16060796,0.00715623,0.94732200,4.23742548,4.87011523,0.03412710,3.61384852
-5.49574787,9.42878794,0.17220267,0.00751703,0.95597887,4.44417708,5.04262400,0.03676059,3.76190957
-5.48974487,9.77903605,0.18412521,0.00792339,0.96498228,4.66629931,5.22799410,0.03950710,3.92563093
-5.48374187,10.15289181,0.19622451,0.00837161,0.97425012,4.90142142,5.42452843,0.04233958,4.10327751
-5.47773887,10.54581145,0.20833007,0.00885739,0.98363765,5.14657039,5.63006557,0.04522560,4.29261169
-5.47173587,10.95235157,0.22025579,0.00937598,0.99294140,5.39823699,5.84203851,0.04812788,4.49095364
-5.46573287,11.36632132,0.23180467,0.00992253,1.00190599,5.65246406,6.05754768,0.05100503,4.69525690
-5.45972986,11.78096336,0.24277430,0.01049241,1.01023375,5.90495449,6.27344579,0.05381248,4.90219638
-5.45372686,12.18915698,0.25296291,0.01108155,1.01759675,6.15119522,6.48643100,0.05650371,5.10826547
-5.44772386,12.58363584,0.26217584,0.01168684,1.02365091,6.38659312,6.69314489,0.05903153,5.30987874
-5.44172086,12.95721208,0.27023209,0.01230648,1.02805140,6.60661752,6.89027146,0.06134957,5.50347635
-5.43571786,13.30299813,0.27697062,0.01294027,1.03046885,6.80694393,7.07463337,0.06341378,5.68562646
-5.42971486,13.61461771,0.28225636,0.01358996,1.03060543,6.98359317,7.24328197,0.06518393,5.85312174
-5.42371186,13.88639787,0.28598528,0.01425939,1.02820998,7.13306025,7.39357774,0.06662509,6.00306690
-5.41770885,14.11353475,0.28808861,0.01495465,1.02309147,7.25242747,7.52325855,0.06770887,6.13295399
-5.41170585,14.29222711,0.28853582,0.01568407,1.01512997,7.33945714,7.63049364,0.06841456,6.24072334
-5.40570285,14.41977278,0.28733625,0.01645816,1.00428452,7.39265998,7.71392185,0.06872999,6.32480825
-5.39969985,14.49462537,0.28453928,0.01728932,0.99059745,7.41133634,7.77267339,0.06865200,6.38416244
-5.39369685,14.51640973,0.28023307,0.01819158,0.97419480,7.39558882,7.80637526,0.06818674,6.41827013
-5.38769385,14.48589714,0.27454188,0.01918004,0.95528287,7.34630588,7.81514101,0.06734947,6.42713887
-5.38169085,14.40494242,0.26762211,0.02027037,0.93414097,7.26511774,7.79954606,0.06616411,6.41127654
-5.37568784,14.27638695,0.25965719,0.02147810,0.91111073,7.15432680,7.76059049,0.06466246,6.37165390
-5.36968484,14.10393296,0.25085169,0.02281795,0.88658260,7.01681615,7.69965138,0.06288310,6.30965505
-5.36368184,13.89199513,0.24142477,0.02430302,0.86098027,6.85594053,7.61842716,0.06087008,6.22701805
-5.35767884,13.64553664,0.23160334,0.02594405,0.83474369,6.67540499,7.51887640,0.05867144,6.12576862
-5.35167584,13.36989668,0.22161529,0.02774877,0.80831181,6.47913644,7.40315359,0.05633760,6.00814950
-5.34567284,13.07061657,0.21168289,0.02972119,0.78210576,6.27115397,7.27354411,0.05391973,5.87654832
-5.33966983,12.75327106,0.20201683,0.03186115,0.75651342,6.05544309,7.13240064,0.05146818,5.73342644
-5.33366683,12.42331094,0.19281101,0.03416392,0.73187612,5.83583875,6.98208270,0.04903094,5.58125122
-5.32766383,12.08592168,0.18423820,0.03662003,0.70847796,5.61592151,6.82490081,0.04665232,5.42243351
-5.32166083,11.74590216,0.17644682,0.03921528,0.68653835,5.39892991,6.66306646,0.04437185,5.25927208
-5.31565783,11.40756605,0.16955868,0.04193096,0.66620785,5.18769159,6.49864862,0.04222335,5.09390621
-5.30965483,11.07466741,0.16366789,0.04474421,0.64756734,4.98457423,6.33353722,0.04023428,4.92827709
-5.30365183,10.75035059,0.15884066,0.04762865,0.63063044,4.79145678,6.16941395,0.03842546,4.76409843
-5.29764882,10.43712388,0.15511607,0.05055510,0.61534871,4.60972008,6.00773014,0.03681087,4.60283646
-5.29164582,10.13685511,0.15250748,0.05349246,0.60161921,4.44025555,5.84969164,0.03539787,4.44569863
-5.28564282,9.85078682,0.15100449,0.05640863,0.58929385,4.28348966,5.69625032,0.03418750,4.29363080
-5.27963982,9.57956825,0.15057539,0.05927146,0.57818980,4.13942158,5.54810177,0.03317505,4.14732181
-5.27363682,9.32330093,0.15116962,0.06204972,0.56810043,4.00767098,5.40568862,0.03235069,4.00721456
-5.26763382,9.08159462,0.15272042,0.06471392,0.55880603,3.88753309,5.26920925,0.03170032,3.87352255
-5.26163082,8.85363066,0.15514735,0.06723703,0.55008392,3.77803786,5.13863106,0.03120627,3.74625077
-5.25562781,8.63822969,0.15835852,0.06959509,0.54171735,3.67801063,5.01370823,0.03084827,3.62521973
-5.24962481,8.43392145,0.16225274,0.07176754,0.53350299,3.58613180,4.89400326,0.03060418,3.51009190
-5.24362181,8.23901453,0.16672126,0.07373745,0.52525680,3.50099359,4.77891201,0.03045081,3.40039923
-5.23761881,8.05166458,0.17164929,0.07549143,0.51681818,3.42115229,4.66769180,0.03036464,3.29557130
-5.23161581,7.86993973,0.17691740,0.07701945,0.50805247,3.34517506,4.55949225,0.03032242,3.19496318
-5.22561281,7.69188275,0.18240262,0.07831448,0.49885205,3.27168055,4.45338820,0.03030178,3.09788254
-5.21960980,7.51556921,0.18797968,0.07937200,0.48913617,3.19937322,4.34841440,0.03028162,3.00361552
-5.21360680,7.33916175,0.19352215,0.08018944,0.47884985,3.12707142,4.24360123,0.03024256,2.91145113
-5.20760380,7.16096014,0.19890382,0.08076562,0.46796219,3.05372957,4.13801078,0.03016718,2.82070373
-5.20160080,6.97944721,0.20400019,0.08110020,0.45646430,2.97845495,4.03077256,0.03004026,2.73073358
-5.19559780,6.79333043,0.20869030,0.08119327,0.44436724,2.90051959,3.92111790,0.02984899,2.64096523
-5.18959480,6.60157883,0.21285873,0.08104499,0.43170004,2.81936794,3.80841204,0.02958303,2.55090357
-5.18359180,6.40345490,0.21639788,0.08065547,0.41850808,2.73462066,3.69218301,0.02923460,2.46014742
-5.17758879,6.19854077,0.21921048,0.08002471,0.40485181,2.64607511,3.57214625,0.02879850,2.36840056
-5.17158579,5.98675798,0.22121208,0.07915287,0.39080589,2.55370272,3.44822400,0.02827212,2.27547996
-5.16558279,5.76837995,0.22233362,0.07804051,0.37645861,2.45764353,3.32055867,0.02765538,2.18132109
-5.15957979,5.54403643,0.22252380,0.07668913,0.36191159,2.35819797,3.18951946,0.02695069,2.08598016
-5.15357679,5.31470909,0.22175118,0.07510169,0.34727952,2.25581604,3.05570173,0.02616281,1.98963331
-5.14757379,5.08171776,0.22000582,0.07328325,0.33268983,2.15108384,2.91991893,0.02529876,1.89257241
-5.14157079,4.84669704,0.21730033,0.07124154,0.31828210,2.04470766,2.78318710,0.02436761,1.79519792
-5.13556778,4.61156335,0.21367037,0.06898759,0.30420714,1.93749564,2.64670232,0.02338033,1.69800855
-5.12956478,4.37847289,0.20917423,0.06653611,0.29062543,1.83033735,2.51181162,0.02234955,1.60158825
-5.12356178,4.14977138,0.20389181,0.06390592,0.27770516,1.72418155,2.37997835,0.02128930,1.50659071
-5.11755878,3.92793688,0.19792272,0.06112004,0.26561945,1.62001263,2.25274319,0.02021478,1.41372195
-5.11155578,3.71551737,0.19138370,0.05820576,0.25454317,1.51882628,2.13168193,0.01914208,1.32372149
-5.10555278,3.51506499,0.18440543,0.05519443,0.24464910,1.42160495,2.01836172,0.01808787,1.23734275
-5.09954977,3.32906923,0.17712880,0.05212112,0.23610379,1.32929395,1.91429717,0.01706921,1.15533342
-5.09354677,3.15989133,0.16970085,0.04902413,0.22906314,1.24277887,1.82090791,0.01610325,1.07841639
-5.08754377,3.00970215,0.16227054,0.04594439,0.22366791,1.16286494,1.73947909,0.01520708,1.00727202
-5.08154077,2.88042594,0.15498449,0.04292472,0.22003947,1.09025924,1.67112620,0.01439751,0.94252231
-5.07553777,2.77369173,0.14798293,0.04000909,0.21827584,1.02555608,1.61676532,0.01369097,0.88471747
-5.06953477,2.69079442,0.14139595,0.03724183,0.21844838,0.96922621,1.57708995,0.01310347,0.83432543
-5.06353177,2.63266650,0.13534024,0.03466687,0.22059914,0.92161009,1.55255492,0.01265056,0.79172434
-5.05752876,2.59986162,0.12991644,0.03232696,0.22473928,0.88291540,1.54336800,0.01234736,0.75719837
-5.05152576,2.59255018,0.12520713,0.03026305,0.23084837,0.85321872,1.54948924,0.01220867,0.73093672
-5.04552276,2.61052687,0.12127549,0.02851359,0.23887487,0.83247118,1.57063790,0.01224905,0.71303550
-5.03951976,2.65322944,0.11816477,0.02711403,0.24873772,0.82050769,1.60630658,0.01248298,0.70350232
-5.03351676,2.71976768,0.11589828,0.02609627,0.26032893,0.81705926,1.65578165,0.01292496,0.70226300
-5.02751376,2.80896072,0.11448014,0.02548823,0.27351721,0.82176758,1.71816913,0.01358962,0.70916984
-5.02151076,2.91938100,0.11389643,0.02531340,0.28815226,0.83420128,1.79242477,0.01449182,0.72401085
-5.01550775,3.04940233,0.11411683,0.02559046,0.30406976,0.85387287,1.87738682,0.01564660,0.74651921
-5.00950475,3.19724966,0.11509648,0.02633287,0.32109663,0.88025558,1.97181015,0.01706911,0.77638232
-5.00350175,3.36104813,0.11677808,0.02754848,0.33905633,0.91279915,2.07440003,0.01877438,0.81324984
-4.99749875,3.53886873,0.11909402,0.02923911,0.35777397,0.95094397,2.18384408,0.02077705,0.85674014
-4.99149575,3.72876848,0.12196850,0.03140017,0.37708079,0.99413267,2.29884095,0.02309086,0.90644480
-4.98549275,3.92882313,0.12531944,0.03402027,0.39681803,1.04181885,2.41812442,0.02572807,0.96193085
-4.97948974,4.13715108,0.12906036,0.03708087,0.41683963,1.09347240,2.54048202,0.02869878,1.02274077
-4.97348674,4.35192746,0.13310193,0.04055601,0.43701386,1.14858153,2.66476738,0.03201008,1.08839019
-4.96748374,4.57138842,0.13735332,0.04441215,0.45722374,1.20665131,2.78990599,0.03566514,1.15836384
-4.96148074,4.79382602,0.14172337,0.04860807,0.47736613,1.26719939,2.91489464,0.03966229,1.23210999
-4.95547774,5.01757500,0.14612151,0.05309505,0.49734974,1.32974915,3.03879489,0.04399407,1.30903432
-4.94947474,5.24099331,0.15045858,0.05781717,0.51709212,1.39382119,3.16072157,0.04864636,1.38849378
-4.94347174,5.46243883,0.15464754,0.06271187,0.53651594,1.45892411,3.27982767,0.05359762,1.46979150
-4.93746873,5.68024520,0.15860415,0.06771076,0.55554487,1.52454548,3.39528716,0.05881836,1.55217369
-4.93146573,5.89269986,0.16224761,0.07274068,0.57409937,1.59014412,3.50627749,0.06427074,1.63482925
-4.92546273,6.09802731,0.16550130,0.07772500,0.59209294,1.65514476,3.61196387,0.06990862,1.71689318
-4.91945973,6.29438076,0.16829358,0.08258515,0.60942901,1.71893598,3.71148678,0.07567787,1.79745418
-4.91345673,6.47984443,0.17055865,0.08724233,0.62599901,1.78087222,3.80395482,0.08151706,1.87556706
-4.90745373,6.65244854,0.17223757,0.09161937,0.64168180,1.84028035,3.88844386,0.08735859,1.95026997
-4.90145073,6.81019787,0.17327922,0.09564270,0.65634475,1.89647117,3.96400362,0.09313019,2.02060640
-4.89544772,6.95111421,0.17364139,0.09924427,0.66984650,1.94875557,4.02967209,0.09875679,2.08565138
-4.88944472,7.07329140,0.17329180,0.10236348,0.68204146,1.99646507,4.08449759,0.10416270,2.14454109
-4.88344172,7.17496137,0.17220901,0.10494890,0.69278587,2.03897592,4.12756776,0.10927405,2.19650470
-4.87743872,7.25456795,0.17038319,0.10695987,0.70194515,2.07573569,4.15804426,0.11402136,2.24089710
-4.87143572,7.31084481,0.16781667,0.10836774,0.70940214,2.10629095,4.17520126,0.11834218,2.27723078
-4.86543272,7.34289312,0.16452426,0.10915683,0.71506585,2.13031458,4.17846576,0.12218366,2.30520529
-4.85942971,7.35025406,0.16053316,0.10932500,0.71888008,2.14763096,4.16745702,0.12550486,2.32473233
-4.85342671,7.33297152,0.15588263,0.10888377,0.72083129,2.15823748,4.14202274,0.12827880,2.33595491
-4.84742371,7.29164011,0.15062324,0.10785807,0.72095538,2.16232060,4.10226942,0.13049406,2.33925899
-4.84142071,7.22743445,0.14481579,0.10628553,0.71934249,2.16026530,4.04858449,0.13215576,2.33527631
-4.83541771,7.14211651,0.13852992,0.10421537,0.71613968,2.15265655,3.98164839,0.13328604,2.32487764
-4.82941471,7.03801851,0.13184247,0.10170696,0.71155090,2.14027215,3.90243511,0.13392370,2.30915577
-4.82341171,6.91800039,0.12483555,0.09882798,0.70583420,2.12406662,3.81220026,0.13412330,2.28939850
-4.81740870,6.78538219,0.11759458,0.09565244,0.69929591,2.10514613,3.71245670,0.13395345,2.26705188
-4.81140570,6.64385270,0.11020618,0.09225843,0.69228204,2.08473503,3.60493800,0.13349448,2.24367487
-4.80540270,6.49735754,0.10275610,0.08872581,0.68516711,2.06413521,3.49155111,0.13283558,2.22088680
-4.79939970,6.34997061,0.09532724,0.08513386,0.67834071,2.04467942,3.37431998,0.13207138,2.20030953
-4.79339670,6.20575406,0.08799786,0.08155898,0.67219246,2.02768063,3.25532249,0.13129834,2.18350654
-4.78739370,6.06861270,0.08083996,0.07807259,0.66709598,2.01437935,3.13662331,0.13061080,2.17192134
-4.78139070,5.94214905,0.07391794,0.07473914,0.66339252,2.00589123,3.02020588,0.13009714,2.16681783
-4.77538769,5.82952556,0.06728762,0.07161447,0.66137510,2.00315735,2.90790638,0.12983601,2.16922522
-4.76938469,5.73334031,0.06099545,0.06874444,0.66127396,2.00689932,2.80135267,0.12989295,2.17988989
-4.76338169,5.65552188,0.05507821,0.06616394,0.66324396,2.01758157,2.70191118,0.13031739,2.19923655
-4.75737869,5.59724841,0.04956286,0.06389625,0.66735461,2.03538256,2.61064374,0.13114036,2.22734054
-4.75137569,5.55889483,0.04446677,0.06195288,0.67358336,2.06017646,2.52827668,0.13237281,2.26391272
-4.74537269,5.54001087,0.03979821,0.06033369,0.68181243,2.09152650,2.45518302,0.13400480,2.30829802
-4.73936968,5.53933116,0.03555701,0.05902742,0.69182952,2.12869042,2.39137884,0.13600550,2.35948786
-4.73336668,5.55481743,0.03173540,0.05801262,0.70333240,2.17063820,2.33653351,0.13832401,2.41614638
-4.72736368,5.58373098,0.02831906,0.05725884,0.71593732,2.21608151,2.28999332,0.14089102,2.47664966
-4.72136068,5.62273267,0.02528815,0.05672805,0.72919084,2.26351390,2.25081719,0.14362121,2.53913638
-4.71535768,5.66800624,0.02261843,0.05637629,0.74258478,2.31126010,2.21782263,0.14641628,2.60156825
-4.70935468,5.71539966,0.02028239,0.05615547,0.75557346,2.35753264,2.18963998,0.14916852,2.66179775
-4.70335168,5.76057866,0.01825035,0.05601521,0.76759276,2.40049339,2.16477212,0.15176473,2.71764052
-4.69734867,5.79918598,0.01649144,0.05590469,0.77808002,2.43831746,2.14165725,0.15409040,2.76694953
-4.69134567,5.82699973,0.01497462,0.05577445,0.78649393,2.46925708,2.11873187,0.15603381,2.80768808
-4.68534267,5.84008438,0.01366943,0.05557802,0.79233377,2.49170244,2.09449143,0.15749015,2.83799868
-4.67933967,5.83492842,0.01254677,0.05527348,0.79515692,2.50423748,2.06754614,0.15836518,2.85626521
-4.67333667,5.80856334,0.01157949,0.05482465,0.79459419,2.50568801,2.03666995,0.15857857,2.86116576
-4.66733367,5.75865961,0.01074291,0.05420215,0.79036217,2.49516058,2.00084096,0.15806660,2.85171438
-4.66133067,5.68359653,0.01001513,0.05338412,0.78227229,2.47207059,1.95927204,0.15678420,2.82729025
-4.65532766,5.58250398,0.00937732,0.05235663,0.77023616,2.43615874,1.91143094,0.15470626,2.78765326
-4.64932466,5.45527546,0.00881388,0.05111388,0.75426715,2.38749548,1.85704971,0.15182819,2.73294599
-4.64332166,5.30255315,0.00831250,0.04965799,0.73447833,2.32647373,1.79612368,0.14816567,2.66368224
-4.63731866,5.12568685,0.00786414,0.04799866,0.71107676,2.25379043,1.72890081,0.14375373,2.58072310
-4.63131566,4.92666989,0.00746296,0.04615253,0.68435480,2.17041832,1.65586244,0.13864514,2.48524206
-4.62531266,4.70805567,0.00710616,0.04414235,0.65467864,2.07756930,1.57769699,0.13290822,2.37868096
-4.61930965,4.47285962,0.00679382,0.04199605,0.62247491,1.97665140,1.49526822,0.12662424,2.26269895
-4.61330665,4.22445109,0.00652868,0.03974566,0.58821579,1.86922136,1.40957977,0.11988445,2.13911688
-4.60730365,3.96644059,0.00631587,0.03742621,0.55240343,1.75693501,1.32173800,0.11278699,2.00985949
-4.60130065,3.70256683,0.00616270,0.03507459,0.51555435,1.64149738,1.23291457,0.10543365,1.87689782
-4.59529765,3.43658842,0.00607832,0.03272848,0.47818436,1.52461474,1.14431062,0.09792680,1.74219400
-4.58929465,3.17218384,0.00607343,0.03042533,0.44079462,1.40795012,1.05712376,0.09036647,1.60765038
-4.58329165,2.91286314,0.00615997,0.02820137,0.40385931,1.29308375,0.97251902,0.08284773,1.47506451
-4.57728864,2.66189352,0.00635075,0.02609084,0.36781521,1.18147958,0.89160461,0.07545844,1.34609132
-4.57128564,2.42224046,0.00665911,0.02412523,0.33305343,1.07445850,0.81541277,0.06827744,1.22221293
-4.56528264,2.19652490,0.00709848,0.02233274,0.29991350,0.97317864,0.74488617,0.06137320,1.10471683
-4.55927964,1.98699630,0.00768195,0.02073777,0.26867966,0.87862263,0.68086941,0.05480291,0.99468203
-4.55327664,1.79552075,0.00842183,0.01936062,0.23957935,0.79159162,0.62410543,0.04861211,0.89297291
-4.54727364,1.62358241,0.00932913,0.01821723,0.21278375,0.71270526,0.57523616,0.04283461,0.80024002
-4.54127064,1.47229642,0.01041304,0.01731902,0.18840996,0.64240696,0.53480650,0.03749295,0.71692701
-4.53526763,1.34243099,0.01168038,0.01667285,0.16652468,0.58097349,0.50327092,0.03259906,0.64328241
-4.52926463,1.23443610,0.01313512,0.01628101,0.14714890,0.52852775,0.48100157,0.02815520,0.57937528
-4.52326163,1.14847650,0.01477776,0.01614129,0.13026338,0.48505387,0.46829706,0.02415515,0.52511359
-4.51725863,1.08446660,0.01660498,0.01624713,0.11581459,0.45041358,0.46539087,0.02058545,0.48026423
-4.51125563,1.04210524,0.01860911,0.01658774,0.10372061,0.42436302,0.47245870,0.01742672,0.44447365
-4.50525263,1.02090853,0.02077790,0.01714838,0.09387705,0.40656923,0.48962402,0.01465502,0.41728843
-4.49924962,1.02023938,0.02309430,0.01791065,0.08616248,0.39662576,0.51696121,0.01224304,0.39817509
-4.49324662,1.03933280,0.02553640,0.01885284,0.08044332,0.39406704,0.55449613,0.01016138,0.38653867
