energy_ev,total_up,Au_p_up,Au_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-5.87993997,5.04017505,0.93684136,4.03989818,0.27581569,0.00649820,0.54212381,0.00000000
-5.87393697,5.22151128,0.96094964,4.19913866,0.28378257,0.00661401,0.55379173,0.00000000
-5.86793397,5.39335953,0.98028338,4.35363407,0.29035286,0.00671134,0.56332839,0.00000000
-5.86193097,5.55478235,0.99454950,4.50270734,0.29543267,0.00678981,0.57062679,0.00000000
-5.85592796,5.70509182,1.00357938,4.64580816,0.29896365,0.00684946,0.57563579,0.00000000
-5.84992496,5.84383298,1.00733466,4.78249189,0.30092515,0.00689085,0.57836046,0.00000000
-5.84392196,5.97075763,1.00590883,4.91239284,0.30133518,0.00691488,0.57886068,0.00000000
-5.83791896,6.08579038,0.99952442,5.03519398,0.30025012,0.00692284,0.57724816,0.00000000
-5.83191596,6.18898953,0.98852602,5.15059535,0.29776315,0.00691628,0.57368203,0.00000000
-5.82591296,6.28050545,0.97336933,5.25828370,0.29400147,0.00689697,0.56836319,0.00000000
-5.81990995,6.36053953,0.95460679,5.35790592,0.28912243,0.00686677,0.56152766,0.00000000
-5.81390695,6.42930653,0.93287031,5.44904837,0.28330872,0.00682758,0.55343926,0.00000000
-5.80790395,6.48700307,0.90885195,5.53122433,0.27676284,0.00678125,0.54438189,0.00000000
-5.80190095,6.53378414,0.88328326,5.60387070,0.26970102,0.00672949,0.53465158,0.00000000
-5.79589795,6.56974958,0.85691410,5.66635505,0.26234686,0.00667381,0.52454878,0.00000000
-5.78989495,6.59494093,0.83049174,5.71799278,0.25492493,0.00661549,0.51437088,0.00000000
-5.78389195,6.60934895,0.80474100,5.75807409,0.24765448,0.00655555,0.50440531,0.00000000
-5.77788894,6.61293092,0.78034607,5.78589904,0.24074363,0.00649467,0.49492327,0.00000000
-5.77188594,6.60563627,0.75793454,5.80081906,0.23438396,0.00643328,0.48617426,0.00000000
-5.76588294,6.58743839,0.73806413,5.80228212,0.22874599,0.00637152,0.47838134,0.00000000
-5.75987994,6.55837024,0.72121225,5.78987897,0.22397528,0.00630926,0.47173737,0.00000000
-5.75387694,6.51856074,0.70776881,5.76338733,0.22018960,0.00624620,0.46640200,0.00000000
-5.74787394,6.46826926,0.69803198,5.72281120,0.21747691,0.00618186,0.46249954,0.00000000
-5.74187094,6.40791545,0.69220714,5.66841251,0.21589439,0.00611568,0.46011774,0.00000000
-5.73586793,6.33810200,0.69040860,5.60073298,0.21546831,0.00604703,0.45930729,0.00000000
-5.72986493,6.25962859,0.69266392,5.52060439,0.21619488,0.00597533,0.46008218,0.00000000
-5.72386193,6.17349559,0.69892046,5.42914624,0.21804189,0.00590004,0.46242080,0.00000000
-5.71785893,6.08089710,0.70905383,5.32775063,0.22095103,0.00582074,0.46626782,0.00000000
-5.71185593,5.98320332,0.72287772,5.21805462,0.22484096,0.00573715,0.47153679,0.00000000
-5.70585293,5.88193307,0.74015472,5.10190137,0.22961074,0.00564918,0.47811339,0.00000000
-5.69984992,5.77871772,0.76060762,4.98129164,0.23514380,0.00555691,0.48585935,0.00000000
-5.69384692,5.67525848,0.78393082,4.85832798,0.24131203,0.00546061,0.49461682,0.00000000
-5.68784392,5.57327900,0.80980130,4.73515413,0.24798006,0.00536073,0.50421328,0.00000000
-5.68184092,5.47447563,0.83788882,4.61389227,0.25500941,0.00525789,0.51446666,0.00000000
-5.67583792,5.38046779,0.86786494,4.49658101,0.26226257,0.00515286,0.52519062,0.00000000
-5.66983492,5.29275043,0.89941062,4.38511660,0.26960667,0.00504648,0.53619982,0.00000000
-5.66383192,5.21265078,0.93222197,4.28119975,0.27691676,0.00493970,0.54731500,0.00000000
-5.65782891,5.14129086,0.96601434,4.18628991,0.28407857,0.00483347,0.55836759,0.00000000
-5.65182591,5.07955726,1.00052430,4.10156874,0.29099066,0.00472877,0.56920380,0.00000000
-5.64582291,5.02807880,1.03550981,4.02791360,0.29756587,0.00462651,0.57968806,0.00000000
-5.63981991,4.98721286,1.07074867,3.96588157,0.30373219,0.00452755,0.58970553,0.00000000
-5.63381691,4.95704023,1.10603539,3.91570434,0.30943290,0.00443264,0.59916380,0.00000000
-5.62781391,4.93736849,1.14117692,3.87729328,0.31462611,0.00434240,0.60799364,0.00000000
-5.62181091,4.92774325,1.17598754,3.85025416,0.31928386,0.00425733,0.61614896,0.00000000
-5.61580790,4.92746667,1.21028348,3.83391050,0.32339068,0.00417778,0.62360583,0.00000000
-5.60980490,4.93562232,1.24387756,3.82733419,0.32694192,0.00410393,0.63036095,0.00000000
-5.60380190,4.95110549,1.27657450,3.82938218,0.32994190,0.00403584,0.63642957,0.00000000
-5.59779890,4.97265773,1.30816716,3.83873755,0.33240201,0.00397340,0.64184304,0.00000000
-5.59179590,4.99890473,1.33843419,3.85395374,0.33433888,0.00391638,0.64664626,0.00000000
-5.58579290,5.02839625,1.36713930,3.87350017,0.33577280,0.00386443,0.65089504,0.00000000
-5.57978989,5.05964708,1.39403234,3.89580813,0.33672637,0.00381708,0.65465374,0.00000000
-5.57378689,5.09117785,1.41885220,3.91931537,0.33722352,0.00377377,0.65799309,0.00000000
-5.56778389,5.12155453,1.44133141,3.94250832,0.33728885,0.00373390,0.66098838,0.00000000
-5.56178089,5.14942567,1.46120238,3.96396083,0.33694738,0.00369677,0.66371800,0.00000000
-5.55577789,5.17355619,1.47820468,3.98236840,0.33622453,0.00366166,0.66626229,0.00000000
-5.54977489,5.19285676,1.49209332,3.99657730,0.33514643,0.00362785,0.66870266,0.00000000
-5.54377189,5.20640806,1.50264718,4.00560767,0.33374030,0.00359458,0.67112074,0.00000000
-5.53776888,5.21347893,1.50967739,4.00867052,0.33203488,0.00356112,0.67359765,0.00000000
-5.53176588,5.21353809,1.51303508,4.00517813,0.33006089,0.00352675,0.67621302,0.00000000
-5.52576288,5.20625902,1.51261791,3.99474801,0.32785123,0.00349080,0.67904371,0.00000000
-5.51975988,5.19151786,1.50837529,3.97720052,0.32544100,0.00345265,0.68216218,0.00000000
-5.51375688,5.16938473,1.50031165,3.95255062,0.32286722,0.00341172,0.68563434,0.00000000
-5.50775388,5.14010868,1.48848793,3.92099431,0.32016821,0.00336753,0.68951693,0.00000000
-5.50175088,5.10409733,1.47302093,3.88289063,0.31738264,0.00331967,0.69385445,0.00000000
-5.49574787,5.06189198,1.45408077,3.83874004,0.31454831,0.00326782,0.69867575,0.00000000
-5.48974487,5.01413951,1.43188654,3.78916025,0.31170068,0.00321176,0.70399048,0.00000000
-5.48374187,4.96156243,1.40670041,3.73486063,0.30887132,0.00315137,0.70978555,0.00000000
-5.47773887,4.90492845,1.37882062,3.67661616,0.30608626,0.00308663,0.71602195,0.00000000
-5.47173587,4.84502100,1.34857360,3.61524199,0.30336451,0.00301763,0.72263218,0.00000000
-5.46573287,4.78261207,1.31630585,3.55156956,0.30071677,0.00294457,0.72951848,0.00000000
-5.45972986,4.71843841,1.28237572,3.48642490,0.29814449,0.00286774,0.73655228,0.00000000
-5.45372686,4.65318209,1.24714573,3.42060978,0.29563940,0.00278752,0.74357495,0.00000000
-5.44772386,4.58745597,1.21097561,3.35488601,0.29318354,0.00270440,0.75040006,0.00000000
-5.44172086,4.52179443,1.17421635,3.28996298,0.29074982,0.00261892,0.75681714,0.00000000
-5.43571786,4.45664920,1.13720537,3.22648851,0.28830322,0.00253170,0.76259707,0.00000000
-5.42971486,4.39239008,1.10026295,3.16504251,0.28580243,0.00244342,0.76749869,0.00000000
-5.42371186,4.32930971,1.06368988,3.10613333,0.28320200,0.00235477,0.77127675,0.00000000
-5.41770885,4.26763169,1.02776613,3.05019601,0.28045483,0.00226649,0.77369058,0.00000000
-5.41170585,4.20752089,0.99275044,2.99759218,0.27751486,0.00217933,0.77451327,0.00000000
-5.40570285,4.14909484,0.95888054,2.94861080,0.27433982,0.00209402,0.77354083,0.00000000
-5.39969985,4.09243522,0.92637371,2.90346945,0.27089387,0.00201128,0.77060102,0.00000000
-5.39369685,4.03759836,0.89542749,2.86231565,0.26714996,0.00193180,0.76556109,0.00000000
-5.38769385,3.98462388,0.86622010,2.82522814,0.26309179,0.00185622,0.75833443,0.00000000
-5.38169085,3.93354112,0.83891059,2.79221782,0.25871522,0.00178511,0.74888535,0.00000000
-5.37568784,3.88437279,0.81363834,2.76322865,0.25402906,0.00171898,0.73723203,0.00000000
-5.36968484,3.83713605,0.79052195,2.73813858,0.24905512,0.00165826,0.72344731,0.00000000
-5.36368184,3.79184121,0.76965756,2.71676088,0.24382763,0.00160330,0.70765737,0.00000000
-5.35767884,3.74848864,0.75111662,2.69884639,0.23839196,0.00155433,0.69003825,0.00000000
-5.35167584,3.70706457,0.73494334,2.68408707,0.23280281,0.00151151,0.67081058,0.00000000
-5.34567284,3.66753683,0.72115211,2.67212127,0.22712190,0.00147488,0.65023269,0.00000000
-5.33966983,3.62985124,0.70972509,2.66254120,0.22141536,0.00144439,0.62859248,0.00000000
-5.33366683,3.59392968,0.70061041,2.65490271,0.21575099,0.00141990,0.60619866,0.00000000
-5.32766383,3.55967057,0.69372124,2.64873753,0.21019551,0.00140117,0.58337161,0.00000000
-5.32166083,3.52695221,0.68893605,2.64356773,0.20481207,0.00138789,0.56043453,0.00000000
-5.31565783,3.49563933,0.68610024,2.63892216,0.19965806,0.00137967,0.53770521,0.00000000
-5.30965483,3.46559272,0.68502927,2.63435412,0.19478335,0.00137608,0.51548889,0.00000000
-5.30365183,3.43668161,0.68551349,2.62945967,0.19022918,0.00137665,0.49407238,0.00000000
-5.29764882,3.40879802,0.68732424,2.62389543,0.18602757,0.00138088,0.47371982,0.00000000
-5.29164582,3.38187216,0.69022144,2.61739509,0.18220140,0.00138828,0.45466999,0.00000000
-5.28564282,3.35588769,0.69396200,2.60978325,0.17876498,0.00139836,0.43713524,0.00000000
-5.27963982,3.33089548,0.69830887,2.60098591,0.17572519,0.00141068,0.42130188,0.00000000
-5.27363682,3.30702467,0.70304026,2.59103643,0.17308291,0.00142482,0.40733175,0.00000000
-5.26763382,3.28448975,0.70795834,2.58007649,0.17083479,0.00144044,0.39536481,0.00000000
-5.26163082,3.26359260,0.71289725,2.56835141,0.16897506,0.00145727,0.38552216,0.00000000
-5.25562781,3.24471896,0.71772968,2.55619991,0.16749728,0.00147509,0.37790940,0.00000000
-5.24962481,3.22832881,0.72237185,2.54403844,0.16639595,0.00149378,0.37261972,0.00000000
-5.24362181,3.21494088,0.72678642,2.53234061,0.16566784,0.00151328,0.36973655,0.00000000
-5.23761881,3.20511178,0.73098346,2.52161279,0.16531289,0.00153360,0.36933545,0.00000000
-5.23161581,3.19941069,0.73501918,2.51236688,0.16533468,0.00155481,0.37148507,0.00000000
-5.22561281,3.19839098,0.73899271,2.50509181,0.16574051,0.00157705,0.37624706,0.00000000
-5.21960980,3.20256040,0.74304112,2.50022531,0.16654096,0.00160047,0.38367492,0.00000000
-5.21360680,3.21235151,0.74733311,2.49812750,0.16774913,0.00162526,0.39381193,0.00000000
-5.20760380,3.22809449,0.75206166,2.49905792,0.16937952,0.00165164,0.40668830,0.00000000
-5.20160080,3.24999381,0.75743620,2.50315739,0.17144679,0.00167980,0.42231774,0.00000000
-5.19559780,3.27811064,0.76367484,2.51043574,0.17396431,0.00170995,0.44069383,0.00000000
-5.18959480,3.31235202,0.77099690,2.52076638,0.17694276,0.00174228,0.46178634,0.00000000
-5.18359180,3.35246786,0.77961630,2.53388801,0.18038888,0.00177698,0.48553802,0.00000000
-5.17758879,3.39805593,0.78973593,2.54941341,0.18430436,0.00181421,0.51186188,0.00000000
-5.17158579,3.44857477,0.80154327,2.56684510,0.18868499,0.00185415,0.54063945,0.00000000
-5.16558279,3.50336365,0.81520715,2.58559665,0.19352013,0.00189693,0.57171990,0.00000000
-5.15957979,3.56166858,0.83087561,2.60501874,0.19879248,0.00194274,0.60492033,0.00000000
-5.15357679,3.62267240,0.84867463,2.62442830,0.20447810,0.00199173,0.64002712,0.00000000
-5.14757379,3.68552735,0.86870741,2.64313903,0.21054673,0.00204412,0.67679822,0.00000000
-5.14157079,3.74938771,0.89105385,2.66049156,0.21696227,0.00210010,0.71496634,0.00000000
-5.13556778,3.81344048,0.91576984,2.67588147,0.22368338,0.00215992,0.75424268,0.00000000
-5.12956478,3.87693216,0.94288605,2.68878356,0.23066417,0.00222383,0.79432110,0.00000000
-5.12356178,3.93918969,0.97240593,2.69877108,0.23785482,0.00229210,0.83488235,0.00000000
-5.11755878,3.99963449,1.00430274,2.70552878,0.24520214,0.00236499,0.87559818,0.00000000
-5.11155578,4.05778861,1.03851565,2.70885928,0.25265008,0.00244273,0.91613516,0.00000000
-5.10555278,4.11327290,1.07494496,2.70868261,0.26014005,0.00252550,0.95615795,0.00000000
-5.09954977,4.16579755,1.11344675,2.70502910,0.26761112,0.00261342,0.99533207,0.00000000
-5.09354677,4.21514597,1.15382733,2.69802644,0.27500022,0.00270645,1.03332611,0.00000000
-5.08754377,4.26115367,1.19583815,2.68788197,0.28224218,0.00280446,1.06981345,0.00000000
-5.08154077,4.30368381,1.23917151,2.67486157,0.28926994,0.00290711,1.10447371,0.00000000
-5.07553777,4.34260185,1.28345805,2.65926672,0.29601471,0.00301388,1.13699411,0.00000000
-5.06953477,4.37775145,1.32826629,2.64141137,0.30240643,0.00312402,1.16707095,0.00000000
-5.06353177,4.40893385,1.37310498,2.62160037,0.30837442,0.00323655,1.19441152,0.00000000
-5.05752876,4.43589280,1.41742855,2.60011066,0.31384828,0.00335025,1.21873659,0.00000000
-5.05152576,4.45830645,1.46064585,2.57717666,0.31875914,0.00346370,1.23978372,0.00000000
-5.04552276,4.47578732,1.50213225,2.55298065,0.32304120,0.00357526,1.25731141,0.00000000
-5.03951976,4.48789082,1.54124484,2.52764856,0.32663349,0.00368314,1.27110415,0.00000000
-5.03351676,4.49413186,1.57734019,2.50125134,0.32948192,0.00378542,1.28097816,0.00000000
-5.02751376,4.49400884,1.60979418,2.47381139,0.33154131,0.00388012,1.28678776,0.00000000
-5.02151076,4.48703349,1.63802279,2.44531354,0.33277755,0.00396525,1.28843187,0.00000000
-5.01550775,4.47276440,1.66150306,2.41571929,0.33316951,0.00403890,1.28586044,0.00000000
-5.00950475,4.45084216,1.67979306,2.38498329,0.33271080,0.00409929,1.27908019,0.00000000
-5.00350175,4.42102341,1.69254979,2.35307035,0.33141103,0.00414483,1.26815941,0.00000000
-4.99749875,4.38321144,1.69954411,2.31997195,0.32929671,0.00417419,1.25323119,0.00000000
-4.99149575,4.33748096,1.70067162,2.28572057,0.32641146,0.00418638,1.23449483,0.00000000
-4.98549275,4.28409520,1.69595909,2.25040085,0.32281564,0.00418074,1.21221517,0.00000000
-4.97948974,4.22351386,1.68556576,2.21415681,0.31858537,0.00415700,1.18671952,0.00000000
-4.97348674,4.15639101,1.66977952,2.17719431,0.31381080,0.00411532,1.15839225,0.00000000
-4.96748374,4.08356298,1.64900792,2.13977873,0.30859395,0.00405621,1.12766718,0.00000000
-4.96148074,4.00602648,1.62376461,2.10222809,0.30304592,0.00398061,1.09501787,0.00000000
-4.95547774,3.92490814,1.59465158,2.06490177,0.29728377,0.00388979,1.06094623,0.00000000
-4.94947474,3.84142719,1.56233836,2.02818600,0.29142717,0.00378533,1.02596994,0.00000000
-4.94347174,3.75685315,1.52753887,1.99247679,0.28559489,0.00366908,0.99060916,0.00000000
-4.93746873,3.67246089,1.49098726,1.95816161,0.27990136,0.00354308,0.95537308,0.00000000
-4.93146573,3.58948562,1.45341372,1.92560095,0.27445336,0.00340948,0.92074698,0.00000000
-4.92546273,3.50907990,1.41552140,1.89511092,0.26934708,0.00327051,0.88718026,0.00000000
-4.91945973,3.43227511,1.37796545,1.86694797,0.26466555,0.00312840,0.85507601,0.00000000
-4.91345673,3.35994915,1.34133488,1.84129658,0.26047660,0.00298528,0.82478250,0.00000000
-4.90745373,3.29280170,1.30613815,1.81826070,0.25683138,0.00284320,0.79658694,0.00000000
-4.90145073,3.23133829,1.27279269,1.79785922,0.25376351,0.00270398,0.77071164,0.00000000
-4.89544772,3.17586334,1.24161870,1.78002576,0.25128882,0.00256927,0.74731278,0.00000000
-4.88944472,3.12648239,1.21283721,1.76461260,0.24940578,0.00244047,0.72648164,0.00000000
-4.88344172,3.08311281,1.18657224,1.75139850,0.24809639,0.00231871,0.70824820,0.00000000
-4.87743872,3.04550213,1.16285664,1.74009981,0.24732772,0.00220488,0.69258682,0.00000000
-4.87143572,3.01325275,1.14164102,1.73038422,0.24705382,0.00209961,0.67942374,0.00000000
-4.86543272,2.98585138,1.12280535,1.72188628,0.24721801,0.00200328,0.66864589,0.00000000
-4.85942971,2.96270165,1.10617226,1.71422403,0.24775551,0.00191606,0.66011067,0.00000000
-4.85342671,2.94315801,1.09152156,1.70701555,0.24859610,0.00183794,0.65365610,0.00000000
-4.84742371,2.92655928,1.07860495,1.69989499,0.24966704,0.00176875,0.64911101,0.00000000
-4.84142071,2.91226016,1.06716055,1.69252696,0.25089572,0.00170818,0.64630461,0.00000000
-4.83541771,2.89965938,1.05692639,1.68461896,0.25221237,0.00165585,0.64507515,0.00000000
-4.82941471,2.88822324,1.04765242,1.67593117,0.25355236,0.00161135,0.64527728,0.00000000
-4.82341171,2.87750357,1.03911054,1.66628328,0.25485823,0.00157421,0.64678766,0.00000000
-4.81740870,2.86714980,1.03110253,1.65555827,0.25608130,0.00154398,0.64950874,0.00000000
-4.81140570,2.85691457,1.02346549,1.64370305,0.25718282,0.00152026,0.65337047,0.00000000
-4.80540270,2.84665333,1.01607485,1.63072616,0.25813453,0.00150267,0.65832999,0.00000000
-4.79939970,2.83631809,1.00884510,1.61669270,0.25891879,0.00149088,0.66436925,0.00000000
-4.79339670,2.82594618,1.00172829,1.60171713,0.25952818,0.00148463,0.67149087,0.00000000
-4.78739370,2.81564496,0.99471078,1.58595420,0.25996455,0.00148370,0.67971243,0.00000000
-4.78139070,2.80557363,0.98780845,1.56958877,0.26023777,0.00148792,0.68905953,0.00000000
-4.77538769,2.79592341,0.98106094,1.55282512,0.26036413,0.00149715,0.69955817,0.00000000
-4.76938469,2.78689749,0.97452538,1.53587629,0.26036447,0.00151124,0.71122676,0.00000000
-4.76338169,2.77869199,0.96826999,1.51895415,0.26026230,0.00153008,0.72406845,0.00000000
-4.75737869,2.77147927,0.96236812,1.50226079,0.26008192,0.00155350,0.73806410,0.00000000
-4.75137569,2.76539448,0.95689312,1.48598151,0.25984666,0.00158131,0.75316648,0.00000000
-4.74537269,2.76052633,0.95191431,1.47027987,0.25957742,0.00161324,0.76929612,0.00000000
-4.73936968,2.75691254,0.94749425,1.45529502,0.25929158,0.00164898,0.78633893,0.00000000
-4.73336668,2.75454015,0.94368758,1.44114122,0.25900226,0.00168812,0.80414610,0.00000000
-4.72736368,2.75335060,0.94054120,1.42790957,0.25871811,0.00173018,0.82253610,0.00000000
-4.72136068,2.75324906,0.93809588,1.41567158,0.25844348,0.00177460,0.84129890,0.00000000
-4.71535768,2.75411730,0.93638885,1.40448425,0.25817914,0.00182074,0.86020211,0.00000000
-4.70935468,2.75582895,0.93545714,1.39439606,0.25792317,0.00186793,0.87899891,0.00000000
-4.70335168,2.75826592,0.93534121,1.38545336,0.25767230,0.00191541,0.89743711,0.00000000
-4.69734867,2.76133466,0.93608839,1.37770642,0.25742324,0.00196244,0.91526909,0.00000000
-4.69134567,2.76498082,0.93775565,1.37121466,0.25717415,0.00200825,0.93226198,0.00000000
-4.68534267,2.76920090,0.94041124,1.36605021,0.25692589,0.00205210,0.94820737,0.00000000
-4.67933967,2.77404991,0.94413483,1.36229963,0.25668308,0.00209329,0.96293029,0.00000000
-4.67333667,2.77964396,0.94901582,1.36006310,0.25645477,0.00213120,0.97629669,0.00000000
-4.66733367,2.78615729,0.95514969,1.35945113,0.25625468,0.00216528,0.98821905,0.00000000
-4.66133067,2.79381353,0.96263239,1.36057865,0.25610092,0.00219507,0.99865988,0.00000000
-4.65532766,2.80287144,0.97155288,1.36355671,0.25601525,0.00222024,1.00763285,0.00000000
-4.64932466,2.81360577,0.98198425,1.36848218,0.25602180,0.00224056,1.01520143,0.00000000
-4.64332166,2.82628423,0.99397380,1.37542603,0.25614546,0.00225591,1.02147522,0.00000000
-4.63731866,2.84114203,1.00753274,1.38442090,0.25640992,0.00226629,1.02660409,0.00000000
-4.63131566,2.85835562,1.02262622,1.39544885,0.25683555,0.00227181,1.03077051,0.00000000
-4.62531266,2.87801729,1.03916451,1.40843016,0.25743740,0.00227266,1.03418053,0.00000000
-4.61930965,2.90011268,1.05699595,1.42321406,0.25822319,0.00226911,1.03705381,0.00000000
-4.61330665,2.92450271,1.07590254,1.43957236,0.25919187,0.00226149,1.03961328,0.00000000
-4.60730365,2.95091160,1.09559865,1.45719649,0.26033248,0.00225018,1.04207510,0.00000000
-4.60130065,2.97892220,1.11573338,1.47569871,0.26162377,0.00223558,1.04463921,0.00000000
-4.59529765,3.00797925,1.13589665,1.49461767,0.26303442,0.00221813,1.04748112,0.00000000
-4.58929465,3.03740109,1.15562924,1.51342837,0.26452411,0.00219823,1.05074520,0.00000000
-4.58329165,3.06639940,1.17443627,1.53155645,0.26604519,0.00217630,1.05453981,0.00000000
-4.57728864,3.09410640,1.19180391,1.54839605,0.26754511,0.00215275,1.05893445,0.00000000
-4.57128564,3.11960809,1.20721830,1.56333082,0.26896927,0.00212795,1.06395889,0.00000000
-4.56528264,3.14198207,1.22018607,1.57575681,0.27026436,0.00210225,1.06960424,0.00000000
-4.55927964,3.16033781,1.23025521,1.58510637,0.27138178,0.00207599,1.07582593,0.00000000
-4.55327664,3.17385735,1.23703532,1.59087170,0.27228109,0.00204948,1.08254806,0.00000000
-4.54727364,3.18183405,1.24021597,1.59262688,0.27293315,0.00202302,1.08966917,0.00000000
-4.54127064,3.18370743,1.23958233,1.59004724,0.27332284,0.00199690,1.09706867,0.00000000
-4.53526763,3.17909207,1.23502702,1.58292499,0.27345113,0.00197138,1.10461393,0.00000000
-4.52926463,3.16779897,1.22655748,1.57118031,0.27333632,0.00194672,1.11216740,0.00000000
-4.52326163,3.14984833,1.21429846,1.55486725,0.27301441,0.00192317,1.11959348,0.00000000
-4.51725863,3.12547300,1.19848935,1.53417422,0.27253854,0.00190098,1.12676494,0.00000000
-4.51125563,3.09511253,1.17947651,1.50941897,0.27197744,0.00188038,1.13356844,0.00000000
-4.50525263,3.05939821,1.15770098,1.48103833,0.27141307,0.00186155,1.13990921,0.00000000
-4.49924962,3.01912992,1.13368197,1.44957330,0.27093746,0.00184470,1.14571448,0.00000000
-4.49324662,2.97524612,1.10799738,1.41565020,0.27064894,0.00182998,1.15093580,0.00000000
-4.48724362,2.92878868,1.08126185,1.37995879,0.27064801,0.00181749,1.15555021,0.00000000
-4.48124062,2.88086407,1.05410381,1.34322852,0.27103292,0.00180731,1.15956018,0.00000000
-4.47523762,2.83260321,1.02714246,1.30620381,0.27189533,0.00179947,1.16299257,0.00000000
-4.46923462,2.78512149,1.00096571,1.26961969,0.27331617,0.00179394,1.16589656,0.00000000
-4.46323162,2.73948100,0.97611030,1.23417852,0.27536187,0.00179064,1.16834084,0.00000000
-4.45722861,2.69665636,0.95304464,1.20052901,0.27808126,0.00178946,1.17041014,0.00000000
-4.45122561,2.65750551,0.93215532,1.16924796,0.28150306,0.00179023,1.17220125,0.00000000
-4.44522261,2.62274641,0.91373755,1.14082551,0.28563435,0.00179273,1.17381872,0.00000000
-4.43921961,2.59294019,0.89798988,1.11565422,0.29045975,0.00179674,1.17537045,0.00000000
-4.43321661,2.56848115,0.88501321,1.09402203,0.29594164,0.00180199,1.17696325,0.00000000
-4.42721361,2.54959355,0.87481401,1.07610931,0.30202114,0.00180824,1.17869858,0.00000000
-4.42121061,2.53633477,0.86731119,1.06198969,0.30862001,0.00181522,1.18066857,0.00000000
-4.41520760,2.52860453,0.86234654,1.05163450,0.31564330,0.00182270,1.18295244,0.00000000
-4.40920460,2.52615917,0.85969770,1.04492032,0.32298261,0.00183046,1.18561350,0.00000000
-4.40320160,2.52863043,0.85909344,1.04163931,0.33052000,0.00183833,1.18869670,0.00000000
-4.39719860,2.53554758,0.86023026,1.04151164,0.33813226,0.00184618,1.19222690,0.00000000
-4.39119560,2.54636213,0.86278976,1.04419972,0.34569548,0.00185394,1.19620789,0.00000000
-4.38519260,2.56047395,0.86645601,1.04932339,0.35308981,0.00186158,1.20062212,0.00000000
-4.37918959,2.57725804,0.87093242,1.05647576,0.36020419,0.00186913,1.20543125,0.00000000
-4.37318659,2.59609099,0.87595726,1.06523909,0.36694097,0.00187669,1.21057738,0.00000000
-4.36718359,2.61637611,0.88131757,1.07520020,0.37322022,0.00188439,1.21598501,0.00000000
-4.36118059,2.63756678,0.88686075,1.08596489,0.37898358,0.00189241,1.22156361,0.00000000
-4.35517759,2.65918681,0.89250358,1.09717110,0.38419756,0.00190100,1.22721062,0.00000000
-4.34917459,2.68084760,0.89823827,1.10850023,0.38885605,0.00191040,1.23281490,0.00000000
-4.34317159,2.70226118,0.90413526,1.11968639,0.39298197,0.00192092,1.23826031,0.00000000
-4.33716858,2.72324878,0.91034272,1.13052325,0.39662797,0.00193284,1.24342939,0.00000000
-4.33116558,2.74374455,0.91708252,1.14086830,0.39987601,0.00194648,1.24820689,0.00000000
-4.32516258,2.76379414,0.92464284,1.15064432,0.40283577,0.00196214,1.25248296,0.00000000
-4.31915958,2.78354813,0.93336743,1.15983815,0.40564193,0.00198011,1.25615589,0.00000000
-4.31315658,2.80325040,0.94364187,1.16849660,0.40845028,0.00200065,1.25913427,0.00000000
-4.30715358,2.82322168,0.95587714,1.17671984,0.41143274,0.00202397,1.26133834,0.00000000
