energy_ev,total_up,Bi_p_up,Bi_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.86793397,0.83392163,0.34866874,0.00501822,0.47005037,0.36896785,0.16807497,0.00000000
-5.86193097,0.90286081,0.37581908,0.00546507,0.51166912,0.39996198,0.18318584,0.00000000
-5.85592796,0.98065755,0.40437815,0.00595064,0.55601424,0.43629147,0.20268230,0.00000000
-5.84992496,1.06702317,0.43402748,0.00647276,0.60280795,0.47793884,0.22672950,0.00000000
-5.84392196,1.16172847,0.46446809,0.00702955,0.65179224,0.52491502,0.25551456,0.00000000
-5.83791896,1.26461034,0.49543019,0.00761942,0.70273773,0.57725814,0.28924080,0.00000000
-5.83191596,1.37557491,0.52668244,0.00824117,0.75545160,0.63503025,0.32812005,0.00000000
-5.82591296,1.49459651,0.55804006,0.00889400,0.80978413,0.69831168,0.37236318,0.00000000
-5.81990995,1.62171180,0.58937144,0.00957751,0.86563319,0.76719322,0.42216916,0.00000000
-5.81390695,1.75700894,0.62060252,0.01029170,0.92294615,0.84176613,0.47771283,0.00000000
-5.80790395,1.90061137,0.65171854,0.01103688,0.98171880,0.92211005,0.53913192,0.00000000
-5.80190095,2.05265637,0.68276282,0.01181359,1.04199088,1.00827926,0.60651347,0.00000000
-5.79589795,2.21326875,0.71383223,0.01262250,1.10383833,1.10028755,0.67988049,0.00000000
-5.78989495,2.38253040,0.74506937,0.01346418,1.16736202,1.19809227,0.75917904,0.00000000
-5.78389195,2.56044652,0.77665147,0.01433899,1.23267360,1.30157821,0.84426646,0.00000000
-5.77788894,2.74691012,0.80877647,0.01524686,1.29987870,1.41054190,0.93490119,0.00000000
-5.77188594,2.94166613,0.84164668,0.01618703,1.36905839,1.52467718,1.03073481,0.00000000
-5.76588294,3.14427696,0.87545078,0.01715792,1.44024969,1.64356279,1.13130657,0.00000000
-5.75987994,3.35409147,0.91034497,0.01815686,1.51342616,1.76665272,1.23604097,0.00000000
-5.75387694,3.57021914,0.94643435,0.01917996,1.58847974,1.89326997,1.34424856,0.00000000
-5.74787394,3.79151134,0.98375540,0.02022197,1.66520486,2.02260449,1.45513031,0.00000000
-5.74187094,4.01655131,1.02226073,0.02127623,1.74328587,2.15371554,1.56778541,0.00000000
-5.73586793,4.24365410,1.06180706,0.02233456,1.82228881,2.28553894,1.68122260,0.00000000
-5.72986493,4.47087753,1.10214727,0.02338740,1.90165822,2.41689923,1.79437478,0.00000000
-5.72386193,4.69604448,1.14292715,0.02442385,1.98071952,2.54652666,1.90611653,0.00000000
-5.71785893,4.91677659,1.18368748,0.02543187,2.05868719,2.67307869,2.01528423,0.00000000
-5.71185593,5.13053868,1.22387145,0.02639854,2.13467877,2.79516542,2.12069807,0.00000000
-5.70585293,5.33469272,1.26283747,0.02731031,2.20773427,2.91137837,2.22118544,0.00000000
-5.69984992,5.52655991,1.29987692,0.02815341,2.27684038,3.02032150,2.31560504,0.00000000
-5.69384692,5.70348842,1.33423619,0.02891420,2.34095854,3.12064379,2.40287087,0.00000000
-5.68784392,5.86292485,1.36514222,0.02957959,2.39905577,3.21107188,2.48197553,0.00000000
-5.68184092,6.00248622,1.39183019,0.03013748,2.45013694,3.29044211,2.55201201,0.00000000
-5.67583792,6.12003026,1.41357239,0.03057709,2.49327715,3.35773040,2.61219347,0.00000000
-5.66983492,6.21372079,1.42970673,0.03088943,2.52765271,3.41207930,2.66187028,0.00000000
-5.66383192,6.28208600,1.43966362,0.03106757,2.55256952,3.45282105,2.70054398,0.00000000
-5.65782891,6.32406715,1.44299006,0.03110694,2.56748752,3.47949598,2.72787773,0.00000000
-5.65182591,6.33905594,1.43936965,0.03100553,2.57204027,3.49186567,2.74370304,0.00000000
-5.64582291,6.32691915,1.42863777,0.03076404,2.56604891,3.48992042,2.74802272,0.00000000
-5.63981991,6.28800984,1.41079123,0.03038589,2.54952999,3.47388106,2.74100996,0.00000000
-5.63381691,6.22316489,1.38599200,0.02987724,2.52269711,3.44419494,2.72300385,0.00000000
-5.62781391,6.13368922,1.35456499,0.02924685,2.48595636,3.40152664,2.69450154,0.00000000
-5.62181091,6.02132776,1.31699019,0.02850591,2.43989620,3.34674374,2.65614739,0.00000000
-5.61580790,5.88822650,1.27388958,0.02766775,2.38527235,3.28089840,2.60871964,0.00000000
-5.60980490,5.73688446,1.22600962,0.02674760,2.32298860,3.20520537,2.55311508,0.00000000
-5.60380190,5.57009864,1.17420024,0.02576220,2.25407456,3.12101744,2.49033218,0.00000000
-5.59779890,5.39090405,1.11939141,0.02472942,2.17966151,3.02979908,2.42145333,0.00000000
-5.59179590,5.20251114,1.06256830,0.02366790,2.10095727,2.93309912,2.34762666,0.00000000
-5.58579290,5.00824258,1.00474613,0.02259663,2.01922123,2.83252318,2.27004776,0.00000000
-5.57978989,4.81147118,0.94694582,0.02153454,1.93574036,2.72970664,2.18994186,0.00000000
-5.57378689,4.61556053,0.89017102,0.02050020,1.85180686,2.62628845,2.10854659,0.00000000
-5.56778389,4.42380949,0.83538748,0.01951139,1.76869790,2.52388639,2.02709569,0.00000000
-5.56178089,4.23940113,0.78350502,0.01858486,1.68765779,2.42407382,1.94680344,0.00000000
-5.55577789,4.06535667,0.73536251,0.01773599,1.60988258,2.32835812,1.86885025,0.00000000
-5.54977489,3.90449427,0.69171579,0.01697861,1.53650683,2.23816081,1.79436894,0.00000000
-5.54377189,3.75939254,0.65322852,0.01632473,1.46859239,2.15479918,1.72443184,0.00000000
-5.53776888,3.63235821,0.62046562,0.01578441,1.40711871,2.07946937,1.66003848,0.00000000
-5.53176588,3.52539753,0.59388901,0.01536562,1.35297405,2.01323073,1.60210366,0.00000000
-5.52576288,3.44019082,0.57385511,0.01507411,1.30694742,1.95699133,1.55144594,0.00000000
-5.51975988,3.37806971,0.56061376,0.01491332,1.26972051,1.91149460,1.50877628,0.00000000
-5.51375688,3.33999690,0.55430814,0.01488438,1.24185941,1.87730716,1.47468703,0.00000000
-5.50775388,3.32654832,0.55497529,0.01498603,1.22380602,1.85480786,1.44964112,0.00000000
-5.50175088,3.33789794,0.56254706,0.01521461,1.21586901,1.84417850,1.43396191,0.00000000
-5.49574787,3.37380587,0.57685133,0.01556416,1.21821451,1.84539636,1.42782370,0.00000000
-5.48974487,3.43361026,0.59761360,0.01602638,1.23085692,1.85822912,1.43124349,0.00000000
-5.48374187,3.51622419,0.62445883,0.01659082,1.25365039,1.88223263,1.44407426,0.00000000
-5.47773887,3.62013836,0.65691412,0.01724493,1.28628144,1.91675199,1.46600038,0.00000000
-5.47173587,3.74343099,0.69441208,0.01797431,1.32826361,1.96092647,1.49653555,0.00000000
-5.46573287,3.88378565,0.73629570,0.01876288,1.37893487,2.01369883,1.53502399,0.00000000
-5.45972986,4.03851820,0.78182464,0.01959319,1.43745851,2.07382909,1.58064503,0.00000000
-5.45372686,4.20461324,0.83018351,0.02044669,1.50282817,2.13991328,1.63242177,0.00000000
-5.44772386,4.37877054,0.88049238,0.02130417,1.57387768,2.21040696,1.68923404,0.00000000
-5.44172086,4.55746121,0.93181951,0.02214608,1.64929606,2.28365352,1.74983559,0.00000000
-5.43571786,4.73699318,0.98319646,0.02295303,1.72764765,2.35791676,1.81287579,0.00000000
-5.42971486,4.91358481,1.03363545,0.02370621,1.80739771,2.43141729,1.87692538,0.00000000
-5.42371186,5.08344530,1.08214865,0.02438788,1.88694262,2.50237199,1.94050597,0.00000000
-5.41770885,5.24285982,1.12776902,0.02498182,1.96464457,2.56903548,2.00212266,0.00000000
-5.41170585,5.38827721,1.16957215,0.02547378,2.03886948,2.62974263,2.06029890,0.00000000
-5.40570285,5.51639759,1.20669844,0.02585186,2.10802726,2.68295082,2.11361280,0.00000000
-5.39969985,5.62425716,1.23837490,0.02610690,2.17061309,2.72728065,2.16073358,0.00000000
-5.39369685,5.70930733,1.26393578,0.02623273,2.22524827,2.76155394,2.20045710,0.00000000
-5.38769385,5.76948556,1.28284114,0.02622638,2.27071923,2.78482753,2.23173921,0.00000000
-5.38169085,5.80327520,1.29469285,0.02608824,2.30601312,2.79642194,2.25372569,0.00000000
-5.37568784,5.80975222,1.29924712,0.02582204,2.33034877,2.79594365,2.26577765,0.00000000
-5.36968484,5.78861690,1.29642311,0.02543481,2.34320157,2.78330033,2.26749137,0.00000000
-5.36368184,5.74020939,1.28630720,0.02493673,2.34432139,2.75870821,2.25871176,0.00000000
-5.35767884,5.66550819,1.26915272,0.02434086,2.33374277,2.72269146,2.23953884,0.00000000
-5.35167584,5.56611171,1.24537506,0.02366285,2.31178681,2.67607334,2.21032702,0.00000000
-5.34567284,5.44420328,1.21554218,0.02292057,2.27905479,2.61995948,2.17167693,0.00000000
-5.33966983,5.30250097,1.18036112,0.02213366,2.23641364,2.55571368,2.12442041,0.00000000
-5.33366683,5.14419381,1.14066059,0.02132310,2.18497381,2.48492715,2.06959891,0.00000000
-5.32766383,4.97286667,1.09737059,0.02051072,2.12606046,2.40938205,2.00843641,0.00000000
-5.32166083,4.79241646,1.05149948,0.01971877,2.06117893,2.33101075,1.94230771,0.00000000
-5.31565783,4.60696232,1.00410943,0.01896942,1.99197598,2.25185189,1.87270353,0.00000000
-5.30965483,4.42075280,0.95629096,0.01828441,1.92019794,2.17400480,1.80119361,0.00000000
-5.30365183,4.23807294,0.90913726,0.01768463,1.84764755,2.09958360,1.72938929,0.00000000
-5.29764882,4.06315394,0.86371921,0.01718982,1.77614071,2.03067239,1.65890687,0.00000000
-5.29164582,3.90008777,0.82106148,0.01681829,1.70746464,1.96928256,1.59133294,0.00000000
-5.28564282,3.75274888,0.78212047,0.01658668,1.64333868,1.91731339,1.52819283,0.00000000
-5.27963982,3.62472446,0.74776440,0.01650983,1.58537869,1.87651666,1.47092287,0.00000000
-5.27363682,3.51925438,0.71875597,0.01660065,1.53506590,1.84846584,1.42084714,0.00000000
-5.26763382,3.43918132,0.69573778,0.01686999,1.49372082,1.83453013,1.37915884,0.00000000
-5.26163082,3.38691125,0.67922059,0.01732663,1.46248241,1.83585345,1.34690641,0.00000000
-5.25562781,3.36438369,0.66957464,0.01797719,1.44229261,1.85333829,1.32498401,0.00000000
-5.24962481,3.37305138,0.66702379,0.01882613,1.43388610,1.88763393,1.31412585,0.00000000
-5.24362181,3.41386804,0.67164271,0.01987567,1.43778492,1.93912883,1.31490386,0.00000000
-5.23761881,3.48728348,0.68335678,0.02112576,1.45429741,2.00794649,1.32772759,0.00000000
-5.23161581,3.59324478,0.70194476,0.02257403,1.48352099,2.09394445,1.35284597,0.00000000
-5.22561281,3.73120256,0.72704421,0.02421565,1.52534812,2.19671590,1.39034964,0.00000000
-5.21960980,3.90012166,0.75815928,0.02604329,1.57947477,2.31559358,1.44017369,0.00000000
-5.21360680,4.09849546,0.79467106,0.02804698,1.64541096,2.44965584,1.50209982,0.00000000
-5.20760380,4.32436370,0.83585018,0.03021404,1.72249270,2.59773464,1.57575802,0.00000000
-5.20160080,4.57533376,0.88087163,0.03252894,1.80989513,2.75842584,1.66062747,0.00000000
-5.19559780,4.84860567,0.92883140,0.03497327,1.90664639,2.93010175,1.75603681,0.00000000
-5.18959480,5.14100121,0.97876502,0.03752573,2.01164214,3.11092652,1.86116442,0.00000000
-5.18359180,5.44899789,1.02966735,0.04016212,2.12366069,3.29887448,1.97503898,0.00000000
-5.17758879,5.76876827,1.08051355,0.04285550,2.24137857,3.49175214,2.09654131,0.00000000
-5.17158579,6.09622514,1.13028052,0.04557639,2.36338681,3.68722380,2.22440805,0.00000000
-5.16558279,6.42707314,1.17796863,0.04829300,2.48820786,3.88284128,2.35723824,0.00000000
-5.15957979,6.75686667,1.22262286,0.05097171,2.61431332,4.07607755,2.49350325,0.00000000
-5.15357679,7.08107399,1.26335306,0.05357751,2.74014253,4.26436419,2.63156092,0.00000000
-5.14757379,7.39514693,1.29935261,0.05607462,2.86412208,4.44513220,2.76967410,0.00000000
-5.14157079,7.69459502,1.32991499,0.05842716,2.98468616,4.61585543,2.90603383,0.00000000
-5.13556778,7.97506291,1.35444773,0.06059986,3.10029769,4.77409588,3.03878700,0.00000000
-5.12956478,8.23240905,1.37248337,0.06255891,3.20947011,4.91754951,3.16606813,0.00000000
-5.12356178,8.46278392,1.38368706,0.06427268,3.31078947,5.04409166,3.28603454,0.00000000
-5.11755878,8.66270556,1.38786062,0.06571261,3.40293666,5.15182038,3.39690392,0.00000000
-5.11155578,8.82913008,1.38494302,0.06685387,3.48470928,5.23909674,3.49699341,0.00000000
-5.10555278,8.95951529,1.37500732,0.06767609,3.55504295,5.30458045,3.58475864,0.00000000
-5.09954977,9.05187520,1.35825426,0.06816396,3.61303137,5.34725990,3.65883167,0.00000000
-5.09354677,9.10482379,1.33500286,0.06830766,3.65794493,5.36647558,3.71805632,0.00000000
-5.08754377,9.11760668,1.30567845,0.06810319,3.68924715,5.36193603,3.76151969,0.00000000
-5.08154077,9.09011959,1.27079853,0.06755256,3.70660872,5.33372593,3.78857869,0.00000000
-5.07553777,9.02291308,1.23095718,0.06666378,3.70991842,5.28230600,3.79888061,0.00000000
-5.06953477,8.91718325,1.18680845,0.06545070,3.69929066,5.20850477,3.79237684,0.00000000
-5.06353177,8.77474875,1.13904935,0.06393272,3.67506900,5.11350249,3.76932924,0.00000000
-5.05752876,8.59801451,1.08840299,0.06213429,3.63782528,4.99880757,3.73030885,0.00000000
-5.05152576,8.38992311,1.03560228,0.06008436,3.58835409,4.86622640,3.67618665,0.00000000
-5.04552276,8.15389503,0.98137470,0.05781567,3.52766200,4.71782703,3.60811674,0.00000000
-5.03951976,7.89375898,0.92642832,0.05536396,3.45695159,4.55589807,3.52751209,0.00000000
-5.03351676,7.61367395,0.87143947,0.05276714,3.37760002,4.38290334,3.43601350,0.00000000
-5.02751376,7.31804471,0.81704207,0.05006442,3.29113222,4.20143368,3.33545264,0.00000000
-5.02151076,7.01143250,0.76381876,0.04729547,3.19918902,4.01415678,3.22780979,0.00000000
-5.01550775,6.69846279,0.71229385,0.04449951,3.10349056,3.82376614,3.11516775,0.00000000
-5.00950475,6.38373223,0.66292796,0.04171456,3.00579584,3.63293036,2.99966287,0.00000000
-5.00350175,6.07171673,0.61611437,0.03897667,2.90785930,3.44424368,2.88343461,0.00000000
-4.99749875,5.76668276,0.57217689,0.03631927,2.81138555,3.26017885,2.76857506,0.00000000
-4.99149575,5.47260414,0.53136914,0.03377260,2.71798380,3.08304349,2.65708000,0.00000000
-4.98549275,5.19308617,0.49387513,0.03136321,2.62912357,2.91494074,2.55080266,0.00000000
-4.97948974,4.93129940,0.45981109,0.02911368,2.54609319,2.75773527,2.45141206,0.00000000
-4.97348674,4.68992471,0.42922829,0.02704226,2.46996317,2.61302541,2.36035691,0.00000000
-4.96748374,4.47111148,0.40211696,0.02516282,2.40155570,2.48212217,2.27883652,0.00000000
-4.96148074,4.27645033,0.37841108,0.02348475,2.34142220,2.36603577,2.20777965,0.00000000
-4.95547774,4.10696124,0.35799413,0.02201307,2.28982995,2.26546995,2.14783215,0.00000000
-4.94947474,3.96309788,0.34070553,0.02074855,2.24675881,2.18082442,2.09935377,0.00000000
-4.94347174,3.84476809,0.32634797,0.01968800,2.21190859,2.11220536,2.06242438,0.00000000
-4.93746873,3.75137006,0.31469524,0.01882455,2.18471707,2.05944358,2.03685930,0.00000000
-4.93146573,3.68184319,0.30550071,0.01814809,2.16438835,2.02211992,2.02223329,0.00000000
-4.92546273,3.63473213,0.29850622,0.01764572,2.14993039,1.99959700,2.01791211,0.00000000
-4.91945973,3.60826167,0.29345113,0.01730223,2.14020063,1.99105629,2.02309056,0.00000000
-4.91345673,3.60042013,0.29008156,0.01710069,2.13395755,1.99553931,2.03683533,0.00000000
-4.90745373,3.60904832,0.28815940,0.01702299,2.12991641,2.01199142,2.05813107,0.00000000
-4.90145073,3.63193074,0.28747099,0.01705045,2.12680645,2.03930692,2.08592771,0.00000000
-4.89544772,3.66688606,0.28783519,0.01716442,2.12342749,2.07637370,2.11918727,0.00000000
-4.88944472,3.71185341,0.28911062,0.01734683,2.11870326,2.12211605,2.15692820,0.00000000
-4.88344172,3.76497172,0.29120184,0.01758077,2.11172936,2.17553419,2.19826560,0.00000000
-4.87743872,3.82464908,0.29406425,0.01785100,2.10181390,2.23573919,2.24244587,0.00000000
-4.87143572,3.88962005,0.29770761,0.01814442,2.08850910,2.30198215,2.28887448,0.00000000
-4.86543272,3.95898893,0.30219787,0.01845044,2.07163288,2.37367681,2.33713606,0.00000000
-4.85942971,4.03225771,0.30765740,0.01876131,2.05127953,2.45041492,2.38700619,0.00000000
-4.85342671,4.10933794,0.31426338,0.01907235,2.02781943,2.53197385,2.43845463,0.00000000
-4.84742371,4.19054623,0.32224446,0.01938207,2.00188799,2.61831643,2.49164028,0.00000000
-4.84142071,4.27658391,0.33187550,0.01969217,1.97436448,2.70958298,2.54689802,0.00000000
-4.83541771,4.36850126,0.34347069,0.02000745,1.94634186,2.80607578,2.60471840,0.00000000
-4.82941471,4.46764785,0.35737488,0.02033559,1.91908878,2.90823654,2.66572076,0.00000000
-4.82341171,4.57561036,0.37395342,0.02068685,1.89400545,3.01661732,2.73062108,0.00000000
-4.81740870,4.69413962,0.39358050,0.02107359,1.87257486,3.13184590,2.80019552,0.00000000
-4.81140570,4.82506918,0.41662636,0.02150976,1.85631100,3.25458624,2.87524082,0.00000000
-4.80540270,4.97022744,0.44344342,0.02201028,1.84670590,3.38549528,2.95653303,0.00000000
-4.79939970,5.13134587,0.47435176,0.02259035,1.84517674,3.52517710,3.04478547,0.00000000
-4.79339670,5.30996593,0.50962416,0.02326473,1.85301486,3.67413581,3.14060737,0.00000000
-4.78739370,5.50734723,0.54947121,0.02404695,1.87133766,3.83272845,3.24446429,0.00000000
-4.78139070,5.72438001,0.59402677,0.02494860,1.90104486,4.00111961,3.35664157,0.00000000
-4.77538769,5.96150456,0.64333447,0.02597858,1.94278013,4.17923920,3.47721189,0.00000000
-4.76938469,6.21864070,0.69733555,0.02714244,1.99689907,4.36674528,3.60600822,0.00000000
-4.76338169,6.49513032,0.75585880,0.02844184,2.06344453,4.56299353,3.74260314,0.00000000
-4.75737869,6.78969564,0.81861304,0.02987407,2.14212998,4.76701526,3.88629566,0.00000000
-4.75137569,7.10041591,0.88518274,0.03143174,2.23233176,4.97750547,4.03610658,0.00000000
-4.74537269,7.42472498,0.95502715,0.03310266,2.33309069,5.19282249,4.19078294,0.00000000
-4.73936968,7.75943119,1.02748354,0.03486984,2.44312345,5.41100035,4.34881250,0.00000000
-4.73336668,8.10076099,1.10177463,0.03671172,2.56084404,5.62977450,4.50844824,0.00000000
-4.72736368,8.44442642,1.17702043,0.03860256,2.68439510,5.84662136,4.66774314,0.00000000
-4.72136068,8.78571570,1.25225438,0.04051304,2.81168889,6.05881109,4.82459452,0.00000000
-4.71535768,9.11960533,1.32644356,0.04241097,2.94045699,6.26347277,4.97679722,0.00000000
-4.70935468,9.44089068,1.39851250,0.04426223,3.06830776,6.45767014,5.12210418,0.00000000
-4.70335168,9.74433120,1.46736973,0.04603170,3.19278993,6.63848564,5.25829250,0.00000000
-4.69734867,10.02480530,1.53193654,0.04768438,3.31146045,6.80310972,5.38323276,0.00000000
-4.69134567,10.27746905,1.59117649,0.04918649,3.42195429,6.94893194,5.49495886,0.00000000
-4.68534267,10.49791240,1.64412490,0.05050655,3.52205373,7.07363000,5.59173550,0.00000000
-4.67933967,10.68230623,1.68991685,0.05161641,3.60975454,7.17525276,5.67212025,0.00000000
-4.67333667,10.82753369,1.72781270,0.05249223,3.68332619,7.25229321,5.73501724,0.00000000
-4.66733367,10.93129954,1.75721979,0.05311526,3.74136368,7.30374772,5.77971975,0.00000000
-4.66133067,10.99221236,1.77770965,0.05347245,3.78282869,7.32915854,5.80593927,0.00000000
-4.65532766,11.00983511,1.78902961,0.05355696,3.80707807,7.32863689,5.81381929,0.00000000
-4.64932466,10.98470159,1.79110858,0.05336832,3.81387849,7.30286521,5.80393277,0.00000000
-4.64332166,10.91829724,1.78405657,0.05291246,3.80340637,7.25307802,5.77726290,0.00000000
-4.63731866,10.81300518,1.76815812,0.05220151,3.77623323,7.18102178,5.73516779,0.00000000
-4.63131566,10.67201961,1.74385994,0.05125337,3.73329710,7.08889550,5.67933041,0.00000000
-4.62531266,10.49923047,1.71175341,0.05009113,3.67586134,6.97927459,5.61169600,0.00000000
-4.61930965,10.29908476,1.67255285,0.04874228,3.60546295,6.85502144,5.53439977,0.00000000
-4.61330665,10.07643105,1.62707056,0.04723787,3.52385282,6.71918675,5.44968828,0.00000000
-4.60730365,9.83635409,1.57618980,0.04561156,3.43293070,6.57490636,5.35983821,0.00000000
-4.60130065,9.58400733,1.52083704,0.04389858,3.33467810,6.42529809,5.26707621,0.00000000
-4.59529765,9.32445060,1.46195448,0.04213476,3.23109196,6.27336331,5.17350375,0.00000000
-4.58929465,9.06249974,1.40047423,0.04035553,3.12412208,6.12189758,5.08103012,0.00000000
-4.58329165,8.80259438,1.33729484,0.03859506,3.01561495,5.97341379,4.99131663,0.00000000
-4.57728864,8.54868842,1.27326113,0.03688537,2.90726584,5.83008097,4.90573405,0.00000000
-4.57128564,8.30416675,1.20914782,0.03525570,2.80058094,5.69368043,4.82533492,0.00000000
-4.56528264,8.07178995,1.14564733,0.03373189,2.69685040,5.56558041,4.75084107,0.00000000
-4.55927964,7.85366733,1.08336166,0.03233592,2.59713252,5.44672909,4.68264631,0.00000000
-4.55327664,7.65125705,1.02279851,0.03108567,2.50224887,5.33766496,4.62083314,0.00000000
-4.54727364,7.46539104,0.96437093,0.02999467,2.41278947,5.23854271,4.56520181,0.00000000
-4.54127064,7.29632106,0.90840043,0.02907210,2.32912666,5.14917224,4.51530940,0.00000000
-4.53526763,7.14378170,0.85512259,0.02832284,2.25143618,5.06906757,4.47051619,0.00000000
-4.52926463,7.00706561,0.80469475,0.02774762,2.17972340,4.99750266,4.43003669,0.00000000
-4.52326163,6.88510620,0.75720507,0.02734331,2.11385288,4.93357054,4.39299204,0.00000000
-4.51725863,6.77656299,0.71268225,0.02710318,2.05357938,4.87624273,4.35846136,0.00000000
-4.51125563,6.67990556,0.67110542,0.02701735,1.99857846,4.82442599,4.32552945,0.00000000
-4.50525263,6.59349234,0.63241367,0.02707315,1.94847528,4.77701401,4.29332873,0.00000000
-4.49924962,6.51564151,0.59651484,0.02725559,1.90287035,4.73293207,4.26107410,0.00000000
-4.49324662,6.44469197,0.56329336,0.02754783,1.86136124,4.69117360,4.22808954,0.00000000
-4.48724362,6.37905322,0.53261685,0.02793166,1.82356008,4.65082778,4.19382616,0.00000000
-4.48124062,6.31724389,0.50434162,0.02838795,1.78910624,4.61109824,4.15787175,0.00000000
-4.47523762,6.25791919,0.47831697,0.02889713,1.75767474,4.57131330,4.11995245,0.00000000
-4.46923462,6.19988820,0.45438842,0.02943965,1.72898052,4.53092858,4.07992745,0.00000000
-4.46323162,6.14212241,0.43240014,0.02999636,1.70277923,4.48952323,4.03777796,0.00000000
-4.45722861,6.08375705,0.41219664,0.03054895,1.67886538,4.44679107,3.99359182,0.00000000
-4.45122561,6.02408675,0.39362403,0.03108029,1.65706835,4.40252815,3.94754518,0.00000000
-4.44522261,5.96255740,0.37653095,0.03157469,1.63724733,4.35661808,3.89988268,0.00000000
-4.43921961,5.89875536,0.36076950,0.03201824,1.61928569,4.30901642,3.85089731,0.00000000
-4.43321661,5.83239551,0.34619613,0.03239896,1.60308551,4.25973523,3.80091108,0.00000000
-4.42721361,5.76330899,0.33267273,0.03270698,1.58856267,4.20882865,3.75025740,0.00000000
-4.42121061,5.69143121,0.32006786,0.03293457,1.57564296,4.15638004,3.69926563,0.00000000
-4.41520760,5.61679076,0.30825833,0.03307626,1.56425933,4.10249124,3.64824840,0.00000000
-4.40920460,5.53949923,0.29713083,0.03312870,1.55435043,4.04727390,3.59749169,0.00000000
-4.40320160,5.45974209,0.28658382,0.03309067,1.54586045,3.99084309,3.54724782,0.00000000
-4.39719860,5.37777057,0.27652945,0.03296286,1.53873996,3.93331291,3.49773115,0.00000000
-4.39119560,5.29389440,0.26689536,0.03274774,1.53294791,3.87479412,3.44911649,0.00000000
-4.38519260,5.20847543,0.25762650,0.03244933,1.52845429,3.81539332,3.40153975,0.00000000
-4.37918959,5.12192206,0.24868653,0.03207294,1.52524337,3.75521377,3.35510085,0.00000000
-4.37318659,5.03468447,0.24005895,0.03162498,1.52331735,3.69435743,3.30986863,0.00000000
-4.36718359,4.94725099,0.23174780,0.03111265,1.52270018,3.63292823,3.26588753,0.00000000
-4.36118059,4.86014550,0.22377776,0.03054375,1.52344134,3.57103640,3.22318600,0.00000000
-4.35517759,4.77392621,0.21619381,0.02992641,1.52561964,3.50880384,3.18178640,0.00000000
-4.34917459,4.68918607,0.20906024,0.02926899,1.52934672,3.44637032,3.14171646,0.00000000
-4.34317159,4.60655461,0.20245912,0.02857984,1.53477032,3.38390051,3.10302175,0.00000000
-4.33716858,4.52670159,0.19648823,0.02786725,1.54207715,3.32159159,3.06577933,0.00000000
-4.33116558,4.45034202,0.19125856,0.02713936,1.55149543,3.25968119,3.03011189,0.00000000
-4.32516258,4.37824239,0.18689138,0.02640410,1.56329680,3.19845531,2.99620220,0.00000000
-4.31915958,4.31122764,0.18351494,0.02566925,1.57779778,3.13825586,2.96430715,0.00000000
-4.31315658,4.25018824,0.18126113,0.02494244,1.59536043,3.07948728,2.93477090,0.00000000
-4.30715358,4.19608661,0.18026186,0.02423118,1.61639234,3.02262159,2.90803636,0.00000000
