energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.90995498,0.92196677,0.32312029,0.40937319,0.00174790,0.04381043,0.00873609,0.33526902,0.34786947,0.07755361
-5.90395198,0.91897863,0.31814937,0.40490748,0.00161507,0.04218655,0.00828041,0.33704347,0.34976290,0.07860832
-5.89794897,0.92289545,0.31587502,0.40341259,0.00151917,0.04092516,0.00790180,0.34141612,0.35419553,0.08027933
-5.89194597,0.93366443,0.31633264,0.40494015,0.00145757,0.04003602,0.00760221,0.34831430,0.36108101,0.08254971
-5.88594297,0.95111055,0.31949689,0.40950253,0.00142788,0.03952079,0.00738200,0.35761143,0.37027585,0.08539097
-5.87993997,0.97494442,0.32528460,0.41707482,0.00142795,0.03937354,0.00724001,0.36913082,0.38158367,0.08876359
-5.87393697,1.00477340,0.33355920,0.42759784,0.00145582,0.03958138,0.00717367,0.38265109,0.39476101,0.09261781
-5.86793397,1.04011536,0.34413641,0.44098186,0.00150966,0.04012530,0.00717908,0.39791281,0.40952442,0.09689474
-5.86193097,1.08041430,0.35679100,0.45711070,0.00158774,0.04098109,0.00725123,0.41462613,0.42555866,0.10152772
-5.85592796,1.12505713,0.37126422,0.47584600,0.00168839,0.04212037,0.00738408,0.43247904,0.44252555,0.10644380
-5.84992496,1.17339082,0.38727171,0.49703122,0.00180993,0.04351157,0.00757080,0.45114599,0.46007316,0.11156550
-5.84392196,1.22473915,0.40451153,0.52049534,0.00195061,0.04512104,0.00780392,0.47029652,0.47784498,0.11681243
-5.83791896,1.27841851,0.42267222,0.54605587,0.00210858,0.04691400,0.00807552,0.48960367,0.49548887,0.12210316
-5.83191596,1.33375220,0.44144049,0.57352118,0.00228184,0.04885545,0.00837736,0.50875176,0.51266530,0.12735685
-5.82591296,1.39008281,0.46050847,0.60269202,0.00246821,0.05091105,0.00870107,0.52744352,0.52905478,0.13249494
-5.81990995,1.44678246,0.47958031,0.63336232,0.00266527,0.05304785,0.00903830,0.54540618,0.54436429,0.13744266
-5.81390695,1.50326081,0.49837797,0.66531938,0.00287039,0.05523488,0.00938085,0.56239653,0.55833249,0.14213037
-5.80790395,1.55897088,0.51664624,0.69834354,0.00308070,0.05744367,0.00972078,0.57820479,0.57073366,0.14649472
-5.80190095,1.61341282,0.53415671,0.73220771,0.00329310,0.05964862,0.01005054,0.59265726,0.58138035,0.15047965
-5.79589795,1.66613583,0.55071084,0.76667682,0.00350432,0.06182723,0.01036305,0.60561778,0.59012489,0.15403714
-5.78989495,1.71673870,0.56614201,0.80150758,0.00371092,0.06396021,0.01065180,0.61698798,0.59685954,0.15712772
-5.78389195,1.76486913,0.58031659,0.83644877,0.00390939,0.06603152,0.01091091,0.62670648,0.60151573,0.15972085
-5.77788894,1.81022227,0.59313406,0.87124216,0.00409618,0.06802820,0.01113520,0.63474713,0.60406234,0.16179501
-5.77188594,1.85253887,0.60452622,0.90562427,0.00426782,0.06994019,0.01132027,0.64111632,0.60450325,0.16333762
-5.76588294,1.89160304,0.61445552,0.93932904,0.00442098,0.07176003,0.01146247,0.64584965,0.60287429,0.16434482
-5.75987994,1.92724011,0.62291277,0.97209128,0.00455257,0.07348249,0.01155905,0.64900799,0.59923984,0.16482103
-5.75387694,1.95931442,0.62991397,1.00365087,0.00465983,0.07510409,0.01160805,0.65067314,0.59368917,0.16477838
-5.74787394,1.98772723,0.63549679,1.03375741,0.00474041,0.07662268,0.01160843,0.65094317,0.58633265,0.16423601
-5.74187094,2.01241457,0.63971646,1.06217515,0.00479247,0.07803692,0.01155999,0.64992772,0.57729803,0.16321924
-5.73586793,2.03334499,0.64264149,1.08868778,0.00481468,0.07934571,0.01146340,0.64774321,0.56672681,0.16175864
-5.72986493,2.05051695,0.64434909,1.11310286,0.00480635,0.08054780,0.01132016,0.64450824,0.55477075,0.15988907
-5.72386193,2.06395589,0.64492070,1.13525543,0.00476738,0.08164125,0.01113256,0.64033921,0.54158860,0.15764859
-5.71785893,2.07371060,0.64443758,1.15501059,0.00469834,0.08262303,0.01090360,0.63534631,0.52734314,0.15507739
-5.71185593,2.07984908,0.64297674,1.17226485,0.00460037,0.08348875,0.01063696,0.62962995,0.51219828,0.15221670
-5.70585293,2.08245367,0.64060729,1.18694597,0.00447522,0.08423239,0.01033687,0.62327781,0.49631656,0.14910771
-5.69984992,2.08161565,0.63738737,1.19901150,0.00432515,0.08484616,0.01000803,0.61636243,0.47985676,0.14579058
-5.69384692,2.07742949,0.63336177,1.20844578,0.00415288,0.08532054,0.00965546,0.60893955,0.46297173,0.14230350
-5.68784392,2.06998693,0.62856038,1.21525587,0.00396148,0.08564437,0.00928444,0.60104722,0.44580647,0.13868185
-5.68184092,2.05937124,0.62299747,1.21946653,0.00375429,0.08580514,0.00890029,0.59270557,0.42849633,0.13495754
-5.67583792,2.04565213,0.61667187,1.22111457,0.00353484,0.08578930,0.00850832,0.58391755,0.41116550,0.13115846
-5.66983492,2.02888149,0.60956806,1.22024311,0.00330670,0.08558279,0.00811364,0.57467019,0.39392575,0.12730817
-5.66383192,2.00909047,0.60165811,1.21689610,0.00307340,0.08517162,0.00772103,0.56493677,0.37687533,0.12342569
-5.65782891,1.98628817,0.59290430,1.21111345,0.00283835,0.08454245,0.00733489,0.55467950,0.36009831,0.11952557
-5.65182591,1.96046213,0.58326250,1.20292729,0.00260476,0.08368331,0.00695905,0.54385273,0.34366413,0.11561805
-5.64582291,1.93158075,0.57268589,1.19235948,0.00237552,0.08258426,0.00659676,0.53240657,0.32762758,0.11170949
-5.63981991,1.89959770,0.56112909,1.17942081,0.00215322,0.08123807,0.00625061,0.52029073,0.31202911,0.10780287
-5.63381691,1.86445798,0.54855227,1.16411167,0.00194005,0.07964075,0.00592248,0.50745841,0.29689550,0.10389844
-5.62781391,1.82610565,0.53492520,1.14642448,0.00173781,0.07779209,0.00561355,0.49387011,0.28224091,0.09999441
-5.62181091,1.78449258,0.52023100,1.12634751,0.00154789,0.07569602,0.00532431,0.47949713,0.26806822,0.09608779
-5.61580790,1.73958789,0.50446929,1.10386995,0.00137126,0.07336084,0.00505464,0.46432465,0.25437071,0.09217511
-5.60980490,1.69138757,0.48765878,1.07898787,0.00120854,0.07079927,0.00480379,0.44835420,0.24113384,0.08825317
-5.60380190,1.63992351,0.46983898,1.05171065,0.00105998,0.06802837,0.00457056,0.43160553,0.22833727,0.08431976
-5.59779890,1.58527168,0.45107107,1.02206743,0.00092551,0.06506928,0.00435333,0.41411758,0.21595692,0.08037419
-5.59179590,1.52755873,0.43143784,0.99011315,0.00080479,0.06194680,0.00415021,0.39594874,0.20396692,0.07641776
-5.58579290,1.46696659,0.41104270,0.95593378,0.00069728,0.05868883,0.00395911,0.37717628,0.19234156,0.07245409
-5.57978989,1.40373490,0.39000784,0.91965029,0.00060225,0.05532571,0.00377789,0.35789494,0.18105696,0.06848929
-5.57378689,1.33816088,0.36847167,0.88142114,0.00051882,0.05188944,0.00360444,0.33821489,0.17009251,0.06453195
-5.56778389,1.27059670,0.34658550,0.84144303,0.00044605,0.04841295,0.00343677,0.31825907,0.15943198,0.06059303
-5.56178089,1.20144435,0.32450985,0.79994984,0.00038296,0.04492918,0.00327312,0.29816003,0.14906431,0.05668560
-5.55577789,1.13114828,0.30241041,0.75720983,0.00032853,0.04147036,0.00311199,0.27805643,0.13898401,0.05282448
-5.54977489,1.06018608,0.28045385,0.71352100,0.00028178,0.03806720,0.00295221,0.25808948,0.12919123,0.04902580
-5.54377189,0.98905769,0.25880367,0.66920517,0.00024177,0.03474824,0.00279293,0.23839917,0.11969142,0.04530645
-5.53776888,0.91827355,0.23761629,0.62460073,0.00020762,0.03153928,0.00263367,0.21912085,0.11049477,0.04168358
-5.53176588,0.84834228,0.21703750,0.58005462,0.00017850,0.02846289,0.00247428,0.20038189,0.10161538,0.03817403
-5.52576288,0.77975844,0.19719936,0.53591384,0.00015370,0.02553807,0.00231493,0.18229885,0.09307022,0.03479384
-5.51975988,0.71299083,0.17821770,0.49251696,0.00013255,0.02278011,0.00215604,0.16497508,0.08487799,0.03155772
-5.51375688,0.64847188,0.16019022,0.45018593,0.00011449,0.02020044,0.00199828,0.14849880,0.07705796,0.02847868
-5.50775388,0.58658848,0.14319532,0.40921856,0.00009903,0.01780673,0.00184246,0.13294189,0.06962876,0.02556768
-5.50175088,0.52767457,0.12729151,0.36988208,0.00008574,0.01560304,0.00168953,0.11835912,0.06260733,0.02283337
-5.49574787,0.47200570,0.11251751,0.33240785,0.00007429,0.01359006,0.00154047,0.10478799,0.05600795,0.02028196
-5.48974487,0.41979568,0.09889290,0.29698749,0.00006437,0.01176544,0.00139627,0.09224918,0.04984144,0.01791714
-5.48374187,0.37119536,0.08641926,0.26377052,0.00005575,0.01012418,0.00125786,0.08074731,0.04411461,0.01574009
-5.47773887,0.32629336,0.07508177,0.23286345,0.00004824,0.00865904,0.00112611,0.07027221,0.03882982,0.01374961
-5.47173587,0.28511864,0.06485102,0.20433026,0.00004166,0.00736099,0.00100172,0.06080048,0.03398488,0.01194226
-5.46573287,0.24764473,0.05568521,0.17819429,0.00003590,0.00621963,0.00088530,0.05229724,0.02957307,0.01031265
-5.45972986,0.21379517,0.04753230,0.15444112,0.00003084,0.00522361,0.00077725,0.04471806,0.02558333,0.00885362
-5.45372686,0.18345005,0.04033231,0.13302250,0.00002641,0.00436103,0.00067784,0.03801096,0.02200070,0.00755663
-5.44772386,0.15645318,0.03401952,0.11386085,0.00002252,0.00361980,0.00058717,0.03211833,0.01880681,0.00641201
-5.44172086,0.13261961,0.02852460,0.09685431,0.00001912,0.00298795,0.00050518,0.02697889,0.01598047,0.00540933
-5.43571786,0.11174326,0.02377652,0.08188202,0.00001616,0.00245389,0.00043169,0.02252943,0.01349837,0.00453769
-5.42971486,0.09360433,0.01970432,0.06880938,0.00001358,0.00200666,0.00036638,0.01870642,0.01133575,0.00378601
-5.42371186,0.07797637,0.01623860,0.05749318,0.00001136,0.00163609,0.00030884,0.01544746,0.00946710,0.00314331
-5.41770885,0.06463268,0.01331279,0.04778648,0.00000944,0.00133295,0.00025861,0.01269245,0.00786683,0.00259898
-5.41170585,0.05335216,0.01086421,0.03954302,0.00000780,0.00108907,0.00021513,0.01038462,0.00650989,0.00214295
-5.40570285,0.04392431,0.00883481,0.03262116,0.00000641,0.00089741,0.00017786,0.00847136,0.00537234,0.00176590
-5.39969985,0.03615350,0.00717180,0.02688733,0.00000523,0.00075208,0.00014620,0.00690476,0.00443180,0.00145942
-5.39369685,0.02986252,0.00582805,0.02221888,0.00000425,0.00064843,0.00011960,0.00564211,0.00366794,0.00121612
-5.38769385,0.02489529,0.00476227,0.01850646,0.00000343,0.00058305,0.00009749,0.00464617,0.00306277,0.00102972
-5.38169085,0.02111908,0.00393912,0.01565587,0.00000276,0.00055375,0.00007936,0.00388528,0.00260092,0.00089511
-5.37568784,0.01842600,0.00332919,0.01358950,0.00000221,0.00055962,0.00006473,0.00333346,0.00226990,0.00080844
-5.36968484,0.01673409,0.00290887,0.01224736,0.00000177,0.00060099,0.00005318,0.00297035,0.00206017,0.00076711
-5.36368184,0.01598795,0.00266017,0.01158777,0.00000144,0.00067947,0.00004432,0.00278110,0.00196532,0.00076980
-5.35767884,0.01615904,0.00257052,0.01158779,0.00000119,0.00079789,0.00003783,0.00275621,0.00198206,0.00081649
-5.35167584,0.01724564,0.00263246,0.01224341,0.00000102,0.00096035,0.00003344,0.00289138,0.00211029,0.00090840
-5.34567284,0.01927262,0.00284340,0.01356955,0.00000094,0.00117218,0.00003093,0.00318722,0.00235302,0.00104800
-5.33966983,0.02229096,0.00320529,0.01559991,0.00000095,0.00143991,0.00003014,0.00364905,0.00271637,0.00123893
-5.33366683,0.02637711,0.00372431,0.01838667,0.00000106,0.00177126,0.00003094,0.00428663,0.00320942,0.00148601
-5.32766383,0.03163210,0.00441059,0.02200008,0.00000130,0.00217504,0.00003325,0.00511383,0.00384413,0.00179507
-5.32166083,0.03818053,0.00527782,0.02652794,0.00000170,0.00266111,0.00003703,0.00614834,0.00463515,0.00217293
-5.31565783,0.04616935,0.00634292,0.03207500,0.00000231,0.00324026,0.00004227,0.00741132,0.00559961,0.00262726
-5.30965483,0.05576642,0.00762571,0.03876224,0.00000321,0.00392407,0.00004897,0.00892702,0.00675688,0.00316644
-5.30365183,0.06715900,0.00914851,0.04672610,0.00000449,0.00472479,0.00005715,0.01072238,0.00812830,0.00379939
-5.29764882,0.08055200,0.01093581,0.05611763,0.00000628,0.00565511,0.00006686,0.01282659,0.00973681,0.00453546
-5.29164582,0.09616619,0.01301386,0.06710169,0.00000876,0.00672796,0.00007814,0.01527071,0.01160657,0.00538416
-5.28564282,0.11423636,0.01541037,0.07985598,0.00001217,0.00795631,0.00009102,0.01808716,0.01376259,0.00635503
-5.27963982,0.13500944,0.01815418,0.09457034,0.00001679,0.00935289,0.00010553,0.02130934,0.01623022,0.00745743
-5.27363682,0.15874280,0.02127495,0.11144588,0.00002302,0.01092996,0.00012169,0.02497121,0.01903475,0.00870033
-5.26763382,0.18570263,0.02480305,0.13069441,0.00003134,0.01269905,0.00013948,0.02910698,0.02220088,0.01009218
-5.26163082,0.21616263,0.02876936,0.15253788,0.00004237,0.01467078,0.00015886,0.03375082,0.02575223,0.01164073
-5.25562781,0.25040290,0.03320534,0.17720797,0.00005687,0.01685457,0.00017978,0.03893669,0.02971092,0.01335296
-5.24962481,0.28870922,0.03814309,0.20494581,0.00007580,0.01925855,0.00020214,0.04469829,0.03409710,0.01523499
-5.24362181,0.33137252,0.04361563,0.23600174,0.00010030,0.02188937,0.00022580,0.05106912,0.03892855,0.01729209
-5.23761881,0.37868868,0.04965724,0.27063503,0.00013179,0.02475217,0.00025060,0.05808268,0.04422034,0.01952873
-5.23161581,0.43095829,0.05630397,0.30911340,0.00017191,0.02785047,0.00027634,0.06577273,0.04998451,0.02194869
-5.22561281,0.48848636,0.06359414,0.35171229,0.00022266,0.03118625,0.00030280,0.07417376,0.05622984,0.02455521
-5.21960980,0.55158177,0.07156896,0.39871354,0.00028632,0.03475994,0.00032973,0.08332136,0.06296166,0.02735116
-5.21360680,0.62055589,0.08027309,0.45040326,0.00036555,0.03857051,0.00035687,0.09325273,0.07018168,0.03033934
-5.20760380,0.69572041,0.08975514,0.50706879,0.00046338,0.04261551,0.00038394,0.10400704,0.07788793,0.03352263
-5.20160080,0.77738377,0.10006790,0.56899435,0.00058319,0.04689123,0.00041068,0.11562575,0.08607463,0.03690427
-5.19559780,0.86584590,0.11126841,0.63645523,0.00072873,0.05139264,0.00043682,0.12815259,0.09473211,0.04048797
-5.18959480,0.96139113,0.12341763,0.70971041,0.00090410,0.05611347,0.00046212,0.14163338,0.10384672,0.04427807
-5.18359180,1.06427880,0.13657960,0.78899338,0.00111366,0.06104613,0.00048638,0.15611533,0.11340070,0.04827954
-5.17758879,1.17473170,0.15082013,0.87450135,0.00136202,0.06618159,0.00050941,0.17164602,0.12337199,0.05249782
-5.17158579,1.29292219,0.16620486,0.96638274,0.00165388,0.07150916,0.00053109,0.18827176,0.13373401,0.05693861
-5.16558279,1.41895631,0.18279666,1.06472348,0.00199397,0.07701622,0.00055135,0.20603550,0.14445536,0.06160745
-5.15957979,1.55285615,0.20065248,1.16953220,0.00238688,0.08268784,0.00057016,0.22497410,0.15549947,0.06650917
-5.15357679,1.69454111,0.21981948,1.28072506,0.00283687,0.08850637,0.00058753,0.24511522,0.16682423,0.07164716
-5.14757379,1.84380879,0.24033078,1.39811081,0.00334772,0.09445100,0.00060356,0.26647370,0.17838157,0.07702257
-5.14157079,2.00031633,0.26220070,1.52137674,0.00392249,0.10049725,0.00061836,0.28904763,0.19011710,0.08263337
-5.13556778,2.16356339,0.28541996,1.65007651,0.00456334,0.10661664,0.00063210,0.31281433,0.20196974,0.08847337
-5.12956478,2.33287770,0.30995073,1.78362059,0.00527128,0.11277627,0.00064497,0.33772631,0.21387149,0.09453126
-5.12356178,2.50740456,0.33572214,1.92127026,0.00604598,0.11893862,0.00065718,0.36370754,0.22574737,0.10078968
-5.11755878,2.68610114,0.36262629,2.06213587,0.00688559,0.12506153,0.00066894,0.39065021,0.23751550,0.10722446
-5.11155578,2.86773683,0.39051508,2.20518015,0.00778659,0.13109829,0.00068047,0.41841226,0.24908749,0.11380402
-5.10555278,3.05090032,0.41919831,2.34922696,0.00874366,0.13699808,0.00069194,0.44681592,0.26036903,0.12048902
-5.09954977,3.23401402,0.44844313,2.49297586,0.00974967,0.14270654,0.00070353,0.47564746,0.27126091,0.12723233
-5.09354677,3.41535609,0.47797520,2.63502247,0.01079568,0.14816671,0.00071536,0.50465834,0.28166026,0.13397941
-5.08754377,3.59308995,0.50748159,2.77388439,0.01187102,0.15332009,0.00072750,0.53356789,0.29146220,0.14066891
-5.08154077,3.76530089,0.53661563,2.90803220,0.01296348,0.15810809,0.00073998,0.56206755,0.30056181,0.14723385
-5.07553777,3.93003877,0.56500363,3.03592462,0.01405955,0.16247350,0.00075279,0.58982670,0.30885633,0.15360304
-5.06953477,4.08536565,0.59225335,3.15604678,0.01514476,0.16636220,0.00076585,0.61649990,0.31624761,0.15970287
-5.06353177,4.22940674,0.61796402,3.26695029,0.01620403,0.16972490,0.00077906,0.64173538,0.32264477,0.16545940
-5.05752876,4.36040279,0.64173766,3.36729356,0.01722217,0.17251891,0.00079230,0.66518452,0.32796681,0.17080061
-5.05152576,4.47676182,0.66319117,3.45588081,0.01818433,0.17470982,0.00080541,0.68651195,0.33214526,0.17565884
-5.04552276,4.57710810,0.68196885,3.53169810,0.01907651,0.17627300,0.00081825,0.70540587,0.33512667,0.17997313
-5.03951976,4.66032615,0.69775473,3.59394482,0.01988604,0.17719496,0.00083070,0.72158817,0.33687475,0.18369151
-5.03351676,4.72559777,0.71028424,3.64205915,0.02060208,0.17747433,0.00084265,0.73482391,0.33737228,0.18677308
-5.02751376,4.77243032,0.71935460,3.67573629,0.02121600,0.17712259,0.00085406,0.74492960,0.33662236,0.18918975
-5.02151076,4.80067477,0.72483351,3.69493859,0.02172170,0.17616437,0.00086493,0.75178011,0.33464924,0.19092750
-5.01550775,4.81053262,0.72666565,3.69989686,0.02211589,0.17463740,0.00087536,0.75531366,0.33149849,0.19198721
-5.00950475,4.80255096,0.72487671,3.69110270,0.02239821,0.17259197,0.00088552,0.75553471,0.32723644,0.19238494
-5.00350175,4.77760605,0.71957460,3.66929220,0.02257121,0.17009015,0.00089565,0.75251464,0.32194910,0.19215154
-4.99749875,4.73687555,0.71094790,3.63542130,0.02264024,0.16720448,0.00090608,0.74639007,0.31574030,0.19133179
-4.99149575,4.68180091,0.69926143,3.59063421,0.02261323,0.16401650,0.00091722,0.73735899,0.30872935,0.18998291
-4.98549275,4.61404120,0.68484921,3.53622577,0.02250033,0.16061486,0.00092954,0.72567480,0.30104819,0.18817262
-4.97948974,4.53542042,0.66810504,3.47359963,0.02231343,0.15709335,0.00094354,0.71163850,0.29283814,0.18597676
-4.97348674,4.44787050,0.64947115,3.40422393,0.02206568,0.15354873,0.00095976,0.69558953,0.28424643,0.18347666
-4.96748374,4.35337253,0.62942528,3.32958626,0.02177091,0.15007847,0.00097873,0.67789548,0.27542262,0.18075629
-4.96148074,4.25389833,0.60846698,3.25114979,0.02144300,0.14677854,0.00100094,0.65894130,0.26651503,0.17789933
-4.95547774,4.15135518,0.58710333,3.17031240,0.02109536,0.14374120,0.00102684,0.63911833,0.25766740,0.17498639
-4.94947474,4.04753544,0.56583502,3.08837028,0.02074031,0.14105297,0.00105680,0.61881371,0.24901583,0.17209236
-4.94347174,3.94407328,0.54514310,3.00648741,0.02038868,0.13879269,0.00109106,0.59840057,0.24068613,0.16928409
-4.93746873,3.84240978,0.52547697,2.92567195,0.02004937,0.13702989,0.00112973,0.57822926,0.23279173,0.16661853
-4.93146573,3.74376757,0.50724397,2.84676008,0.01972906,0.13582331,0.00117279,0.55862011,0.22543213,0.16414127
-4.92546273,3.64913553,0.49080095,2.77040780,0.01943211,0.13521984,0.00122003,0.53985773,0.21869194,0.16188568
-4.91945973,3.55926367,0.47644802,2.69709044,0.01916047,0.13525361,0.00127110,0.52218705,0.21264057,0.15987255
-4.91345673,3.47466777,0.46442453,2.62710961,0.01891379,0.13594553,0.00132545,0.50581118,0.20733242,0.15811034
-4.90745373,3.39564302,0.45490738,2.56060671,0.01868963,0.13730311,0.00138241,0.49089094,0.20280763,0.15659594
-4.90145073,3.32228549,0.44801139,2.49758213,0.01848379,0.13932057,0.00144112,0.47754597,0.19909324,0.15531583
-4.89544772,3.25451993,0.44379178,2.43791890,0.01829067,0.14197936,0.00150066,0.46585724,0.19620466,0.15424778
-4.88944472,3.19213222,0.44224825,2.38140944,0.01810376,0.14524886,0.00155996,0.45587064,0.19414735,0.15336271
-4.88344172,3.13480474,0.44333048,2.32778394,0.01791614,0.14908745,0.00161794,0.44760144,0.19291856,0.15262684
-4.87743872,3.08215277,0.44694458,2.27673911,0.01772094,0.15344373,0.00167349,0.44103921,0.19250913,0.15200394
-4.87143572,3.03376005,0.45296018,2.22796582,0.01751191,0.15825795,0.00172551,0.43615305,0.19290498,0.15145757
-4.86543272,2.98921208,0.46121773,2.18117441,0.01728380,0.16346358,0.00177299,0.43289660,0.19408850,0.15095318
-4.85942971,2.94812536,0.47153556,2.13611668,0.01703277,0.16898891,0.00181501,0.43121273,0.19603952,0.15046002
-4.85342671,2.91017171,0.48371648,2.09260368,0.01675672,0.17475866,0.00185079,0.43103767,0.19873594,0.14995277
-4.84742371,2.87509642,0.49755359,2.05051858,0.01645546,0.18069556,0.00187974,0.43230423,0.20215395,0.14941281
-4.84142071,2.84272993,0.51283495,2.00982449,0.01613089,0.18672174,0.00190145,0.43494415,0.20626777,0.14882904
-4.83541771,2.81299260,0.52934725,1.97056678,0.01578692,0.19276005,0.00191576,0.43888946,0.21104908,0.14819830
-4.82941471,2.78589279,0.54687810,1.93287043,0.01542949,0.19873510,0.00192272,0.44407279,0.21646609,0.14752530
-4.82341171,2.76151850,0.56521720,1.89693237,0.01506627,0.20457415,0.00192261,0.45042671,0.22248234,0.14682217
-4.81740870,2.74002355,0.58415642,1.86300973,0.01470650,0.21020764,0.00191594,0.45788230,0.22905538,0.14610751
-4.81140570,2.72160898,0.60348892,1.83140444,0.01436059,0.21556970,0.00190344,0.46636697,0.23613539,0.14540517
-4.80540270,2.70650105,0.62300769,1.80244531,0.01403975,0.22059830,0.00188600,0.47580190,0.24366393,0.14474265
-4.79939970,2.69492705,0.64250367,1.77646830,0.01375556,0.22523530,0.00186470,0.48609915,0.25157286,0.14414938
-4.79339670,2.68709026,0.66176384,1.75379614,0.01351957,0.22942651,0.00184070,0.49715893,0.25978361,0.14365481
-4.78739370,2.68314557,0.68056958,1.73471818,0.01334281,0.23312151,0.00181523,0.50886704,0.26820690,0.14328648
-4.78139070,2.68317691,0.69869561,1.71947145,0.01323543,0.23627370,0.00178958,0.52109294,0.27674295,0.14306813
-4.77538769,2.68717782,0.71590977,1.70822383,0.01320628,0.23884028,0.00176497,0.53368848,0.28528222,0.14301806
-4.76938469,2.69503608,0.73197377,1.70105991,0.01326259,0.24078240,0.00174260,0.54648757,0.29370678,0.14314756
-4.76338169,2.70652327,0.74664523,1.69797035,0.01340970,0.24206546,0.00172351,0.55930692,0.30189219,0.14345982
-4.75737869,2.72128969,0.75968072,1.69884500,0.01365087,0.24265951,0.00170863,0.57194781,0.30970993,0.14394905
-4.75137569,2.73886511,0.77084012,1.70347018,0.01398711,0.24253987,0.00169867,0.58419898,0.31703020,0.14460011
-4.74537269,2.75866512,0.77989189,1.71153011,0.01441713,0.24168785,0.00169416,0.59584049,0.32372507,0.14538851
-4.73936968,2.78000314,0.78661911,1.72261261,0.01493738,0.24009148,0.00169536,0.60664860,0.32967182,0.14628085
-4.73336668,2.80210736,0.79082612,1.73621862,0.01554210,0.23774637,0.00170233,0.61640118,0.33475632,0.14723563
-4.72736368,2.82414212,0.79234523,1.75177545,0.01622353,0.23465652,0.00171487,0.62488381,0.33887628,0.14820452
-4.72136068,2.84523286,0.79104334,1.76865314,0.01697207,0.23083496,0.00173253,0.63189602,0.34194430,0.14913386
-4.71535768,2.86449367,0.78682798,1.78618333,0.01777658,0.22630431,0.00175468,0.63725756,0.34389058,0.14996648
-4.70935468,2.88105644,0.77965258,1.80368017,0.01862470,0.22109713,0.00178047,0.64081441,0.34466511,0.15064370
-4.70335168,2.89410059,0.76952043,1.82046231,0.01950321,0.21525601,0.00180892,0.64244429,0.34423933,0.15110736
-4.69734867,2.90288213,0.75648746,1.83587550,0.02039835,0.20883337,0.00183893,0.64206137,0.34260723,0.15130203
-4.69134567,2.90676124,0.74066325,1.84931470,0.02129626,0.20189102,0.00186931,0.63962009,0.33978580,0.15117697
-4.68534267,2.90522716,0.72221058,1.86024518,0.02218331,0.19449942,0.00189887,0.63511784,0.33581483,0.15068807
-4.67933967,2.89791958,0.70134319,1.86822173,0.02304648,0.18673671,0.00192642,0.62859646,0.33075618,0.14979950
-4.67333667,2.88464568,0.67832196,1.87290518,0.02387364,0.17868746,0.00195085,0.62014234,0.32469250,0.14848515
-4.66733367,2.86539207,0.65344972,1.87407572,0.02465390,0.17044136,0.00197115,0.60988540,0.31772542,0.14672958
-4.66133067,2.84033114,0.62706465,1.87164232,0.02537778,0.16209163,0.00198648,0.59799656,0.30997338,0.14452877
-4.65532766,2.80982134,0.59953269,1.86564776,0.02603738,0.15373348,0.00199614,0.58468413,0.30156913,0.14189029
-4.64932466,2.77440116,0.57123922,1.85626901,0.02662651,0.14546244,0.00199967,0.57018901,0.29265693,0.13883319
-4.64332166,2.73477684,0.54258016,1.84381265,0.02714074,0.13737273,0.00199682,0.55477887,0.28338957,0.13538735
