energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.53176588,10.77278270,0.00907184,1.78200608,8.71473568,4.38995205,0.17728099,2.19279269,1.04826197,0.47862541
-5.52576288,10.72670041,0.00943569,1.76196260,8.71884588,4.37002995,0.17260748,2.19528738,1.06331025,0.47493214
-5.51975988,10.64881065,0.00981630,1.73491178,8.70178242,4.33463048,0.16716998,2.19440658,1.07737114,0.46976654
-5.51375688,10.54174028,0.01021575,1.70137607,8.66507997,4.28497377,0.16106847,2.19059357,1.09053337,0.46318386
-5.50775388,10.40864323,0.01063665,1.66199378,8.61057432,4.22255913,0.15441289,2.18433106,1.10288755,0.45526885
-5.50175088,10.25309185,0.01108198,1.61749821,8.54032249,4.14911422,0.14732034,2.17612364,1.11451992,0.44613304
-5.49574787,10.07895347,0.01155486,1.56869425,8.45651471,4.06653695,0.13991210,2.16647837,1.12550552,0.43591097
-5.48974487,9.89025796,0.01205835,1.51643346,8.36138289,3.97683262,0.13231067,2.15588431,1.13590127,0.42475556
-5.48374187,9.69106240,0.01259521,1.46158867,8.25711015,3.88204896,0.12463699,2.14479233,1.14573923,0.41283295
-5.47773887,9.48531944,0.01316768,1.40502944,8.14574648,3.78421247,0.11700777,2.13359601,1.15502062,0.40031690
-5.47173587,9.27675586,0.01377723,1.34759919,8.02913527,3.68526851,0.10953326,2.12261497,1.16371109,0.38738324
-5.46573287,9.06876726,0.01442437,1.29009514,7.90885481,3.58702839,0.10231520,2.11208157,1.17173760,0.37420453
-5.45972986,8.86433386,0.01510846,1.23325187,7.78617824,3.49112546,0.09544535,2.10213187,1.17898743,0.36094524
-5.45372686,8.66596143,0.01582759,1.17772893,7.66205434,3.39898226,0.08900432,2.09280159,1.18530947,0.34775758
-5.44772386,8.47564982,0.01657849,1.12410308,7.53711029,3.31179003,0.08306087,2.08402732,1.19051794,0.33477833
-5.44172086,8.29488980,0.01735654,1.07286504,7.41167620,3.23050104,0.07767162,2.07565323,1.19439870,0.32212657
-5.43571786,8.12468786,0.01815578,1.02442067,7.28582996,3.15583375,0.07288111,2.06744303,1.19671776,0.30990254
-5.42971486,7.96561627,0.01896904,0.97909621,7.15945966,3.08828979,0.06872220,2.05909653,1.19723193,0.29818746
-5.42371186,7.81788497,0.01978811,0.93714686,7.03233968,3.02818157,0.06521674,2.05027021,1.19570092,0.28704427
-5.41770885,7.68143025,0.02060397,0.89876795,6.90421572,2.97566807,0.06237641,2.04060052,1.19190059,0.27651929
-5.41170585,7.55601434,0.02140709,0.86410780,6.77489349,2.93079674,0.06020369,2.02972886,1.18563644,0.26664433
-5.40570285,7.44132949,0.02218773,0.83328124,6.64432535,2.89354837,0.05869295,2.01732675,1.17675680,0.25743937
-5.39969985,7.33709997,0.02293631,0.80638289,6.51268936,2.86388215,0.05783148,2.00311992,1.16516499,0.24891532
-5.39369685,7.24317545,0.02364372,0.78349907,6.38045544,2.84177795,0.05760050,1.98690989,1.15082964,0.24107686
-5.38769385,7.15960974,0.02430171,0.76471781,6.24843413,2.82727293,0.05797615,1.96859186,1.13379267,0.23392499
-5.38169085,7.08671995,0.02490315,0.75013593,6.11780421,2.82049016,0.05893029,1.94816784,1.11417426,0.22745924
-5.37568784,7.02512182,0.02544235,0.73986292,5.99011663,2.82165705,0.06043121,1.92575420,1.09217460,0.22167934
-5.36968484,6.97573877,0.02591521,0.73402122,5.86727354,2.83111230,0.06244423,1.90158316,1.06807194,0.21658630
-5.36368184,6.93978328,0.02631939,0.73274276,5.75148228,2.84930037,0.06493213,1.87599796,1.04221707,0.21218288
-5.35767884,6.91871108,0.02665435,0.73616204,5.64518595,2.87675340,0.06785552,1.84944185,1.01502421,0.20847332
-5.35167584,6.91414989,0.02692132,0.74440595,5.55097309,2.91406128,0.07117312,1.82244139,0.98695869,0.20546267
-5.34567284,6.92780619,0.02712321,0.75758091,5.47147041,2.96183098,0.07484190,1.79558465,0.95852179,0.20315545
-5.33966983,6.96135463,0.02726435,0.77575819,5.40922340,3.02063728,0.07881723,1.76949558,0.93023341,0.20155404
-5.33366683,7.01631582,0.02735032,0.79895807,5.36657059,3.09096740,0.08305309,1.74480550,0.90261329,0.20065684
-5.32766383,7.09392930,0.02738758,0.82713396,5.34551750,3.17316262,0.08750215,1.72212330,0.87616160,0.20045632
-5.32166083,7.19502860,0.02738312,0.86015739,5.34761682,3.26736026,0.09211596,1.70200576,0.85133978,0.20093717
-5.31565783,7.31992598,0.02734416,0.89780494,5.37386122,3.37343968,0.09684524,1.68492953,0.82855253,0.20207466
-5.30965483,7.46831387,0.02727769,0.93974815,5.42459465,3.49097573,0.10164014,1.67126614,0.80813187,0.20383339
-5.30365183,7.63918963,0.02719024,0.98554708,5.49944759,3.61920328,0.10645067,1.66126151,0.79032393,0.20616648
-5.29764882,7.83080925,0.02708750,1.03464849,5.59730047,3.75699558,0.11122709,1.65502092,0.77527931,0.20901528
-5.29164582,8.04067444,0.02697414,1.08638889,5.71627852,3.90285897,0.11592052,1.65250047,0.76304747,0.21230975
-5.28564282,8.26555576,0.02685360,1.14000301,5.85377969,4.05494565,0.12048346,1.65350540,0.75357546,0.21596938
-5.27963982,8.50155298,0.02672803,1.19463744,6.00653574,4.21108505,0.12487044,1.65769574,0.74671125,0.21990467
-5.27363682,8.74419161,0.02659826,1.24936946,6.17070513,4.36883389,0.12903862,1.66459894,0.74221151,0.22401927
-5.26763382,8.98855270,0.02646385,1.30323016,6.34199438,4.52554328,0.13294847,1.67362908,0.73975355,0.22821240
-5.26163082,9.22943123,0.02632326,1.35523138,6.51580337,4.67844084,0.13656430,1.68411182,0.73895107,0.23238176
-5.25562781,9.46151646,0.02617396,1.40439516,6.68738846,4.82472448,0.13985479,1.69531400,0.73937278,0.23642654
-5.24962481,9.67958633,0.02601272,1.44978450,6.85203630,4.96166372,0.14279343,1.70647640,0.74056336,0.24025057
-5.24362181,9.87870684,0.02583584,1.49053416,7.00524026,5.08670390,0.14535881,1.71684821,0.74206547,0.24376538
-5.23761881,10.05442690,0.02563941,1.52587983,7.14287151,5.19756824,0.14753478,1.72572152,0.74344206,0.24689299
-5.23161581,10.20295883,0.02541956,1.55518448,7.26133607,5.29235244,0.14931051,1.73246413,0.74429770,0.24956840
-5.22561281,10.32133538,0.02517270,1.57796033,7.35771056,5.36960688,0.15068038,1.73654909,0.74429799,0.25174159
-5.21960980,10.40753491,0.02489572,1.59388546,7.42984944,5.42840189,0.15164370,1.73757953,0.74318610,0.25337893
-5.21360680,10.46056795,0.02458614,1.60281407,7.47645867,5.46837228,0.15220440,1.73530762,0.74079559,0.25446396
-5.20760380,10.48052027,0.02424222,1.60477979,7.49713167,5.48973828,0.15237052,1.72964659,0.73705884,0.25499748
-5.20160080,10.46854945,0.02386302,1.59999183,7.49234588,5.49330134,0.15215370,1.72067541,0.73201074,0.25499695
-5.19559780,10.42683480,0.02344843,1.58882410,7.46341995,5.48041433,0.15156861,1.70863574,0.72578732,0.25449527
-5.18959480,10.35848227,0.02299912,1.57179769,7.41243375,5.45292726,0.15063236,1.69392141,0.71861950,0.25353889
-5.18359180,10.26738881,0.02251647,1.54955765,7.34211522,5.41311051,0.14936395,1.67706099,0.71082209,0.25218545
-5.17758879,10.15807228,0.02200249,1.52284511,7.25569993,5.36355922,0.14778376,1.65869405,0.70277875,0.25050103
-5.17158579,10.03547502,0.02145973,1.49246614,7.15677040,5.30708313,0.14591313,1.63954263,0.69492339,0.24855706
-5.16558279,9.90475027,0.02089115,1.45925874,7.04908344,5.24658695,0.14377396,1.62037885,0.68771915,0.24642710
-5.15957979,9.77104161,0.02029997,1.42405978,6.93639416,5.18494695,0.14138848,1.60199056,0.68163579,0.24418369
-5.15357679,9.63926547,0.01968965,1.38767303,6.82228535,5.12488951,0.13877906,1.58514623,0.67712663,0.24189517
-5.14757379,9.51390710,0.01906370,1.35084019,6.71001055,5.06887721,0.13596804,1.57056106,0.67460617,0.23962295
-5.14157079,9.39883876,0.01842570,1.31421581,6.60235831,5.01900770,0.13297773,1.55886549,0.67442944,0.23741898
-5.13556778,9.29716845,0.01777917,1.27834734,6.50154376,4.97692984,0.12983030,1.55057775,0.67687404,0.23532380
-5.12956478,9.21112546,0.01712754,1.24366094,6.40913215,4.94378074,0.12654780,1.54608144,0.68212576,0.23336509
-5.12356178,9.14198703,0.01647419,1.21045353,6.32599722,4.92014614,0.12315208,1.54560928,0.69026842,0.23155685
-5.11755878,9.09004895,0.01582234,1.17889114,6.25231545,4.90604574,0.11966470,1.54923355,0.70127847,0.22989912
-5.11155578,9.05464016,0.01517510,1.14901330,6.18759524,4.90094340,0.11610684,1.55686361,0.71502450,0.22837843
-5.10555278,9.03417975,0.01453548,1.12074308,6.13073845,4.90378148,0.11249910,1.56825064,0.73127173,0.22696876
-5.09954977,9.02627292,0.01390635,1.09390188,6.08013009,4.91303711,0.10886128,1.58299918,0.74969132,0.22563309
-5.09354677,9.02784044,0.01329047,1.06822809,6.03375057,4.92679751,0.10521216,1.60058500,0.76987386,0.22432537
-5.08754377,9.03527510,0.01269046,1.04339857,5.98930428,4.94285049,0.10156917,1.62037845,0.79134664,0.22299297
-5.08154077,9.04461746,0.01210882,1.01905163,5.94435712,4.95878583,0.09794819,1.64167212,0.81359360,0.22157931
-5.07553777,9.05174264,0.01154792,0.99481058,5.89647598,4.97210290,0.09436324,1.66371162,0.83607731,0.22002667
-5.06953477,9.05254945,0.01100995,0.97030650,5.84336302,4.98031954,0.09082635,1.68572798,0.85826161,0.21827910
-5.06353177,9.04314363,0.01049696,0.94519931,5.78297809,4.98107772,0.08734738,1.70697029,0.87963413,0.21628512
-5.05752876,9.02000717,0.01001080,0.91919630,5.71364375,4.97224127,0.08393399,1.72673697,0.89972746,0.21400032
-5.05152576,8.98014685,0.00955317,0.89206730,5.63412827,4.95198209,0.08059169,1.74440435,0.91813802,0.21138955
-5.04552276,8.92121594,0.00912555,0.86365608,5.54370324,4.91885131,0.07732397,1.75945122,0.93454184,0.20842875
-5.03951976,8.84160474,0.00872924,0.83388768,5.44217414,4.87183316,0.07413251,1.77147825,0.94870643,0.20510615
-5.03351676,8.74049712,0.00836537,0.80277154,5.32988325,4.81037969,0.07101751,1.78022148,0.96049832,0.20142306
-5.02751376,8.61789153,0.00803486,0.77040060,5.20768608,4.73442587,0.06797796,1.78555935,0.96988600,0.19739397
-5.02151076,8.47458713,0.00773852,0.73694658,5.07690363,4.64438512,0.06501209,1.78751296,0.97693806,0.19304605
-5.01550775,8.31213686,0.00747698,0.70265204,4.93925380,4.54112622,0.06211769,1.78623980,0.98181696,0.18841813
-5.00950475,8.13277080,0.00725077,0.66781955,4.79676643,4.42593362,0.05929250,1.78202126,0.98476851,0.18355915
-5.00350175,7.93929450,0.00706028,0.63279892,4.65168684,4.30045327,0.05653453,1.77524477,0.98610793,0.17852618
-4.99749875,7.73496765,0.00690583,0.59797284,4.50637318,4.16662720,0.05384226,1.76638145,0.98620304,0.17338208
-4.99149575,7.52336940,0.00678763,0.56374192,4.36319284,4.02661989,0.05121492,1.75596063,0.98545555,0.16819303
-4.98549275,7.30825667,0.00670581,0.53050968,4.22442313,3.88273996,0.04865250,1.74454227,0.98428128,0.16302588
-4.97948974,7.09342193,0.00666040,0.49866809,4.09216072,3.73736059,0.04615586,1.73268909,0.98309036,0.15794560
-4.97348674,6.88255656,0.00665132,0.46858428,3.96824372,3.59284193,0.04372664,1.72093931,0.98226821,0.15301282
-4.96748374,6.67912533,0.00667834,0.44058886,3.85418942,3.45145846,0.04136719,1.70978170,0.98215827,0.14828174
-4.96148074,6.48625649,0.00674107,0.41496613,3.75114977,3.31533380,0.03908039,1.69963374,0.98304703,0.14379827
-4.95547774,6.30665140,0.00683895,0.39194655,3.65988554,3.18638505,0.03686952,1.69082404,0.98515210,0.13959867
-4.94947474,6.14251593,0.00697114,0.37170143,3.58075932,3.06627805,0.03473804,1.68357953,0.98861367,0.13570865
-4.94347174,5.99551518,0.00713657,0.35434002,3.51374626,2.95639448,0.03268940,1.67801796,0.99348958,0.13214292
-4.93746873,5.86675169,0.00733381,0.33990887,3.45846106,2.85781110,0.03072694,1.67414575,0.99975410,0.12890525
-4.93146573,5.75676640,0.00756114,0.32839326,3.41419861,2.77129075,0.02885366,1.67186107,1.00730028,0.12598901
-4.92546273,5.66556043,0.00781643,0.31972056,3.37998562,2.69728464,0.02707221,1.67096186,1.01594570,0.12337802
-4.91945973,5.59263548,0.00809718,0.31376523,3.35463987,2.63594461,0.02538477,1.67115808,1.02544111,0.12104791
-4.91345673,5.53704944,0.00840048,0.31035519,3.33683394,2.58714400,0.02379306,1.67208756,1.03548162,0.11896758
-4.90745373,5.49748411,0.00872305,0.30927912,3.32516001,2.55050562,0.02229833,1.67333455,1.04571981,0.11710096
-4.90145073,5.47232118,0.00906123,0.31029457,3.31819291,2.52543500,0.02090142,1.67445006,1.05578015,0.11540887
-4.89544772,5.45972295,0.00941102,0.31313633,3.31454853,2.51115723,0.01960281,1.67497303,1.06527415,0.11385090
-4.88944472,5.45771428,0.00976812,0.31752497,3.31293541,2.50675578,0.01840266,1.67445140,1.07381564,0.11238723
-4.88344172,5.46426272,0.01012803,0.32317500,3.31219778,2.51121166,0.01730095,1.67246238,1.08103555,0.11098042
-4.87743872,5.47735378,0.01048608,0.32980275,3.31134875,2.52344161,0.01629746,1.66863086,1.08659574,0.10959696
-4.87143572,5.49505926,0.01083756,0.33713330,3.30959304,2.54233420,0.01539190,1.66264562,1.09020135,0.10820863
-4.86543272,5.51559655,0.01117779,0.34490673,3.30633902,2.56678276,0.01458389,1.65427260,1.09161124,0.10679370
-4.85942971,5.53737762,0.01150225,0.35288316,3.30120048,2.59571463,0.01387305,1.64336495,1.09064638,0.10533771
-4.85342671,5.55904680,0.01180666,0.36084672,3.29398870,2.62811593,0.01325893,1.62986950,1.08719577,0.10383413
-4.84742371,5.57950691,0.01208715,0.36860833,3.28469611,2.66305192,0.01274109,1.61382971,1.08121982,0.10228462
-4.84142071,5.59793370,0.01234032,0.37600724,3.27347277,2.69968245,0.01231904,1.59538483,1.07275126,0.10069901
-4.83541771,5.61377908,0.01256335,0.38291141,3.26059730,2.73727277,0.01199222,1.57476566,1.06189338,0.09909507
-4.82941471,5.62676371,0.01275411,0.38921686,3.24644394,2.77519989,0.01176001,1.55228698,1.04881605,0.09749789
-4.82341171,5.63686010,0.01291123,0.39484599,3.23144750,2.81295456,0.01162170,1.52833701,1.03374936,0.09593914
-4.81740870,5.64426743,0.01303415,0.39974517,3.21606786,2.85013947,0.01157648,1.50336441,1.01697548,0.09445600
-4.81140570,5.64937953,0.01312316,0.40388168,3.20075574,2.88646410,0.01162347,1.47786312,0.99881884,0.09308996
-4.80540270,5.65274767,0.01317941,0.40724023,3.18592108,2.92173661,0.01176167,1.45235580,0.97963519,0.09188543
-4.79939970,5.65503999,0.01320488,0.40981932,3.17190553,2.95585357,0.01199008,1.42737633,0.95979979,0.09088828
-4.79339670,5.65699923,0.01320236,0.41162754,3.15895989,2.98878813,0.01230765,1.40345204,0.93969534,0.09014428
-4.78739370,5.65940075,0.01317534,0.41268009,3.14722744,3.02057716,0.01271339,1.38108634,0.91969993,0.08969755
-4.78139070,5.66301266,0.01312795,0.41299570,3.13673365,3.05130838,0.01320639,1.36074233,0.90017567,0.08958903
-4.77538769,5.66855971,0.01306483,0.41259395,3.12738249,3.08110800,0.01378590,1.34282804,0.88145810,0.08985509
-4.76938469,5.67669271,0.01299096,0.41149331,3.11895933,3.11012963,0.01445141,1.32768383,0.86384714,0.09052624
-4.76338169,5.68796480,0.01291157,0.40970973,3.11114008,3.13854520,0.01520267,1.31557250,0.84759952,0.09162613
-4.75737869,5.70281572,0.01283191,0.40725599,3.10350602,3.16653855,0.01603978,1.30667242,0.83292327,0.09317070
-4.75137569,5.72156494,0.01275717,0.40414170,3.09556356,3.19430196,0.01696323,1.30107413,0.81997423,0.09516770
-4.74537269,5.74441412,0.01269230,0.40037391,3.08676790,3.22203615,0.01797391,1.29878037,0.80885474,0.09761644
-4.73936968,5.77145861,0.01264186,0.39595820,3.07654957,3.24995388,0.01907316,1.29970971,0.79961456,0.10050796
-4.73336668,5.80270786,0.01260996,0.39090023,3.06434257,3.27828676,0.02026273,1.30370368,0.79225384,0.10382543
-4.72736368,5.83811321,0.01260012,0.38520754,3.04961285,3.30729525,0.02154471,1.31053691,0.78672805,0.10754489
-4.72136068,5.87760188,0.01261527,0.37889146,3.03188598,3.33728086,0.02292151,1.31993004,0.78295449,0.11163621
-4.71535768,5.92111486,0.01265770,0.37196908,3.01077263,3.36859976,0.02439567,1.33156471,0.78082007,0.11606431
-4.70935468,5.96864624,0.01272910,0.36446494,2.98599087,3.40167652,0.02596971,1.34509989,0.78019002,0.12079045
-4.70335168,6.02028126,0.01283056,0.35641257,2.95738418,3.43701655,0.02764593,1.36018879,0.78091691,0.12577360
-4.69734867,6.07623004,0.01296267,0.34785555,2.92493438,3.47521574,0.02942609,1.37649543,0.78284959,0.13097186
-4.69134567,6.13685387,0.01312561,0.33884813,2.88876888,3.51696564,0.03131114,1.39370996,0.78584151,0.13634364
-4.68534267,6.20268149,0.01331919,0.32945529,2.84916164,3.56305266,0.03330082,1.41156191,0.78975804,0.14184877
-4.67933967,6.27441262,0.01354303,0.31975223,2.80652790,3.61435000,0.03539328,1.42983047,0.79448210,0.14744933
-4.67333667,6.35290695,0.01379655,0.30982333,2.76141247,3.67180122,0.03758468,1.44835131,0.79991811,0.15311016
-4.66733367,6.43915746,0.01407912,0.29976043,2.71447213,3.73639486,0.03986876,1.46701928,0.80599372,0.15879905
-4.66133067,6.53424773,0.01439003,0.28966078,2.66645256,3.80913010,0.04223645,1.48578684,0.81265934,0.16448657
-4.65532766,6.63929401,0.01472855,0.27962440,2.61816063,3.89097388,0.04467555,1.50465816,0.81988536,0.17014562
-4.64932466,6.75537382,0.01509389,0.26975126,2.57043314,3.98281064,0.04717045,1.52367913,0.82765737,0.17575060
-4.64332166,6.88344396,0.01548512,0.26013814,2.52410312,4.08538658,0.04970192,1.54292381,0.83596947,0.18127645
