energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-3.37068534,2.23872499,-2.23872504,0.86551997,-0.86551998,1.53734219,-1.53734224,0.73054698,-0.73054699,0.00140153,-0.00140153,0.08874346,-0.08874346,0.00000000,-0.00000000
-3.36468234,2.28885676,-2.28885681,0.87861409,-0.87861410,1.57838369,-1.57838373,0.74152321,-0.74152322,0.00145885,-0.00145885,0.08889383,-0.08889383,0.00000000,-0.00000000
-3.35867934,2.33162422,-2.33162425,0.88847603,-0.88847604,1.61494019,-1.61494023,0.74956925,-0.74956925,0.00151345,-0.00151345,0.08868891,-0.08868891,0.00000000,-0.00000000
-3.35267634,2.36702161,-2.36702164,0.89505585,-0.89505585,1.64701019,-1.64701022,0.75470822,-0.75470822,0.00156500,-0.00156500,0.08812594,-0.08812594,0.00000000,-0.00000000
-3.34667334,2.39528125,-2.39528128,0.89839552,-0.89839552,1.67473500,-1.67473503,0.75706078,-0.75706078,0.00161326,-0.00161326,0.08721739,-0.08721739,0.00000000,-0.00000000
-3.34067034,2.41686408,-2.41686410,0.89862810,-0.89862810,1.69839358,-1.69839360,0.75684078,-0.75684078,0.00165806,-0.00165806,0.08598981,-0.08598981,0.00000000,-0.00000000
-3.33466733,2.43244459,-2.43244460,0.89597487,-0.89597487,1.71839413,-1.71839415,0.75434838,-0.75434838,0.00169932,-0.00169932,0.08448232,-0.08448232,0.00000000,-0.00000000
-3.32866433,2.44289095,-2.44289096,0.89074053,-0.89074053,1.73526300,-1.73526302,0.74996109,-0.74996108,0.00173702,-0.00173702,0.08274498,-0.08274498,0.00000000,-0.00000000
-3.32266133,2.44924122,-2.44924123,0.88330666,-0.88330665,1.74963136,-1.74963138,0.74412284,-0.74412283,0.00177120,-0.00177120,0.08083682,-0.08083682,0.00000000,-0.00000000
-3.31665833,2.45267651,-2.45267652,0.87412355,-0.87412354,1.76222032,-1.76222034,0.73733170,-0.73733170,0.00180192,-0.00180192,0.07882389,-0.07882389,0.00000000,-0.00000000
-3.31065533,2.45449205,-2.45449205,0.86370075,-0.86370074,1.77382488,-1.77382489,0.73012645,-0.73012644,0.00182932,-0.00182932,0.07677720,-0.07677720,0.00000000,-0.00000000
-3.30465233,2.45606692,-2.45606692,0.85259633,-0.85259631,1.78529729,-1.78529730,0.72307239,-0.72307238,0.00185355,-0.00185355,0.07477067,-0.07477067,0.00000000,-0.00000000
-3.29864932,2.45883326,-2.45883327,0.84140526,-0.84140524,1.79753002,-1.79753003,0.71674688,-0.71674688,0.00187480,-0.00187480,0.07287914,-0.07287914,0.00000000,-0.00000000
-3.29264632,2.46424538,-2.46424538,0.83074708,-0.83074706,1.81143868,-1.81143870,0.71172477,-0.71172477,0.00189327,-0.00189327,0.07117654,-0.07117654,0.00000000,-0.00000000
-3.28664332,2.47374915,-2.47374916,0.82125307,-0.82125305,1.82794494,-1.82794496,0.70856402,-0.70856402,0.00190921,-0.00190921,0.06973415,-0.06973415,0.00000000,-0.00000000
-3.28064032,2.48875216,-2.48875217,0.81355310,-0.81355309,1.84795947,-1.84795949,0.70779180,-0.70779180,0.00192287,-0.00192287,0.06861906,-0.06861906,0.00000000,-0.00000000
-3.27463732,2.51059454,-2.51059456,0.80826259,-0.80826258,1.87236495,-1.87236497,0.70989117,-0.70989117,0.00193456,-0.00193456,0.06789288,-0.06789288,0.00000000,-0.00000000
-3.26863432,2.54052083,-2.54052085,0.80596961,-0.80596960,1.90199906,-1.90199909,0.71528867,-0.71528867,0.00194459,-0.00194459,0.06761064,-0.06761064,0.00000000,-0.00000000
-3.26263132,2.57965292,-2.57965295,0.80722258,-0.80722257,1.93763745,-1.93763748,0.72434276,-0.72434276,0.00195333,-0.00195333,0.06781991,-0.06781991,0.00000000,-0.00000000
-3.25662831,2.62896445,-2.62896448,0.81251881,-0.81251880,1.97997686,-1.97997689,0.73733358,-0.73733358,0.00196117,-0.00196117,0.06856021,-0.06856021,0.00000000,-0.00000000
-3.25062531,2.68925691,-2.68925695,0.82229420,-0.82229420,2.02961849,-2.02961853,0.75445399,-0.75445400,0.00196854,-0.00196854,0.06986270,-0.06986270,0.00000000,-0.00000000
-3.24462231,2.76113814,-2.76113819,0.83691445,-0.83691445,2.08705210,-2.08705215,0.77580231,-0.77580232,0.00197590,-0.00197590,0.07175008,-0.07175009,0.00000000,-0.00000000
-3.23861931,2.84500382,-2.84500388,0.85666808,-0.85666809,2.15264128,-2.15264134,0.80137693,-0.80137694,0.00198375,-0.00198375,0.07423688,-0.07423688,0.00000000,-0.00000000
-3.23261631,2.94102286,-2.94102293,0.88176169,-0.88176170,2.22661055,-2.22661061,0.83107316,-0.83107318,0.00199258,-0.00199258,0.07732986,-0.07732986,0.00000000,-0.00000000
-3.22661331,3.04912765,-3.04912773,0.91231750,-0.91231752,2.30903504,-2.30903511,0.86468259,-0.86468261,0.00200294,-0.00200294,0.08102893,-0.08102893,0.00000000,-0.00000000
-3.22061031,3.16901010,-3.16901019,0.94837365,-0.94837367,2.39983353,-2.39983361,0.90189520,-0.90189522,0.00201534,-0.00201534,0.08532811,-0.08532812,0.00000000,-0.00000000
-3.21460730,3.30012430,-3.30012440,0.98988706,-0.98988709,2.49876566,-2.49876574,0.94230457,-0.94230460,0.00203028,-0.00203028,0.09021697,-0.09021698,0.00000000,-0.00000000
-3.20860430,3.44169658,-3.44169669,1.03673912,-1.03673915,2.60543374,-2.60543383,0.98541625,-0.98541627,0.00204827,-0.00204827,0.09568210,-0.09568211,0.00000000,-0.00000000
-3.20260130,3.59274327,-3.59274339,1.08874367,-1.08874371,2.71928992,-2.71929002,1.03065926,-1.03065929,0.00206973,-0.00206973,0.10170890,-0.10170890,0.00000000,-0.00000000
-3.19659830,3.75209613,-3.75209626,1.14565739,-1.14565743,2.83964854,-2.83964865,1.07740081,-1.07740083,0.00209505,-0.00209505,0.10828340,-0.10828341,0.00000000,-0.00000000
-3.19059530,3.91843500,-3.91843513,1.20719161,-1.20719166,2.96570375,-2.96570388,1.12496362,-1.12496364,0.00212457,-0.00212457,0.11539416,-0.11539417,0.00000000,-0.00000000
-3.18459230,4.09032666,-4.09032681,1.27302536,-1.27302541,3.09655174,-3.09655187,1.17264571,-1.17264574,0.00215854,-0.00215854,0.12303401,-0.12303402,0.00000000,-0.00000000
-3.17858929,4.26626845,-4.26626860,1.34281857,-1.34281863,3.23121673,-3.23121687,1.21974174,-1.21974177,0.00219713,-0.00219713,0.13120165,-0.13120165,0.00000000,-0.00000000
-3.17258629,4.44473455,-4.44473471,1.41622481,-1.41622487,3.36867958,-3.36867973,1.26556518,-1.26556521,0.00224042,-0.00224042,0.13990289,-0.13990289,0.00000000,-0.00000000
-3.16658329,4.62422292,-4.62422309,1.49290252,-1.49290259,3.50790746,-3.50790762,1.30947044,-1.30947047,0.00228843,-0.00228843,0.14915144,-0.14915144,0.00000000,-0.00000000
-3.16058029,4.80330016,-4.80330034,1.57252415,-1.57252423,3.64788302,-3.64788319,1.35087378,-1.35087380,0.00234107,-0.00234107,0.15896910,-0.15896911,0.00000000,-0.00000000
-3.15457729,4.98064195,-4.98064214,1.65478218,-1.65478226,3.78763142,-3.78763160,1.38927218,-1.38927221,0.00239819,-0.00239819,0.16938530,-0.16938530,0.00000000,-0.00000000
-3.14857429,5.15506665,-5.15506684,1.73939174,-1.73939182,3.92624357,-3.92624376,1.42425906,-1.42425908,0.00245956,-0.00245956,0.18043582,-0.18043582,0.00000000,-0.00000000
-3.14257129,5.32556006,-5.32556025,1.82608926,-1.82608935,4.06289432,-4.06289451,1.45553600,-1.45553602,0.00252488,-0.00252488,0.19216078,-0.19216079,0.00000000,-0.00000000
-3.13656828,5.49128991,-5.49129011,1.91462726,-1.91462735,4.19685448,-4.19685468,1.48291991,-1.48291992,0.00259380,-0.00259380,0.20460183,-0.20460184,0.00000000,-0.00000000
-3.13056528,5.65160926,-5.65160946,2.00476524,-2.00476534,4.32749623,-4.32749642,1.50634511,-1.50634513,0.00266591,-0.00266591,0.21779860,-0.21779860,0.00000000,-0.00000000
-3.12456228,5.80604862,-5.80604883,2.09625749,-2.09625758,4.45429164,-4.45429185,1.52586028,-1.52586030,0.00274077,-0.00274077,0.23178456,-0.23178456,0.00000000,-0.00000000
-3.11855928,5.95429774,-5.95429795,2.18883830,-2.18883840,4.57680497,-4.57680518,1.54162028,-1.54162029,0.00281788,-0.00281788,0.24658251,-0.24658252,0.00000000,-0.00000000
-3.11255628,6.09617832,-6.09617853,2.28220589,-2.28220599,4.69467939,-4.69467959,1.55387344,-1.55387345,0.00289672,-0.00289672,0.26219982,-0.26219983,0.00000000,-0.00000000
-3.10655328,6.23160990,-6.23161010,2.37600606,-2.37600616,4.80761966,-4.80761987,1.56294504,-1.56294505,0.00297674,-0.00297674,0.27862378,-0.27862379,0.00000000,-0.00000000
-3.10055028,6.36057149,-6.36057170,2.46981703,-2.46981713,4.91537239,-4.91537259,1.56921775,-1.56921775,0.00305738,-0.00305738,0.29581727,-0.29581728,0.00000000,-0.00000000
-3.09454727,6.48306200,-6.48306220,2.56313678,-2.56313688,5.01770558,-5.01770578,1.57311037,-1.57311037,0.00313804,-0.00313804,0.31371515,-0.31371516,0.00000000,-0.00000000
-3.08854427,6.59906227,-6.59906247,2.65537417,-2.65537426,5.11438944,-5.11438964,1.57505593,-1.57505593,0.00321815,-0.00321815,0.33222157,-0.33222157,0.00000000,-0.00000000
-3.08254127,6.70850177,-6.70850196,2.74584483,-2.74584492,5.20518008,-5.20518027,1.57548040,-1.57548040,0.00329709,-0.00329709,0.35120843,-0.35120844,0.00000000,-0.00000000
-3.07653827,6.81123226,-6.81123244,2.83377284,-2.83377293,5.28980754,-5.28980772,1.57478322,-1.57478322,0.00337427,-0.00337427,0.37051536,-0.37051537,0.00000000,-0.00000000
-3.07053527,6.90701039,-6.90701056,2.91829837,-2.91829845,5.36796917,-5.36796935,1.57332048,-1.57332048,0.00344911,-0.00344911,0.38995115,-0.38995115,0.00000000,-0.00000000
-3.06453227,6.99549030,-6.99549046,2.99849162,-2.99849170,5.43932884,-5.43932900,1.57139169,-1.57139168,0.00352105,-0.00352105,0.40929674,-0.40929675,0.00000000,-0.00000000
-3.05852926,7.07622648,-7.07622662,3.07337258,-3.07337265,5.50352186,-5.50352201,1.56923055,-1.56923055,0.00358955,-0.00358955,0.42830989,-0.42830990,0.00000000,-0.00000000
-3.05252626,7.14868645,-7.14868657,3.14193587,-3.14193592,5.56016526,-5.56016539,1.56699997,-1.56699997,0.00365414,-0.00365414,0.44673111,-0.44673112,0.00000000,-0.00000000
-3.04652326,7.21227182,-7.21227193,3.20317960,-3.20317965,5.60887205,-5.60887216,1.56479120,-1.56479120,0.00371436,-0.00371436,0.46429086,-0.46429086,0.00000000,-0.00000000
-3.04052026,7.26634582,-7.26634591,3.25613679,-3.25613683,5.64926829,-5.64926839,1.56262686,-1.56262685,0.00376984,-0.00376984,0.48071756,-0.48071756,0.00000000,-0.00000000
-3.03451726,7.31026470,-7.31026477,3.29990771,-3.29990773,5.68101114,-5.68101122,1.56046709,-1.56046708,0.00382024,-0.00382024,0.49574617,-0.49574617,0.00000000,-0.00000000
-3.02851426,7.34341036,-7.34341041,3.33369144,-3.33369145,5.70380610,-5.70380616,1.55821826,-1.55821825,0.00386533,-0.00386533,0.50912676,-0.50912676,0.00000000,-0.00000000
-3.02251126,7.36522141,-7.36522144,3.35681497,-3.35681496,5.71742182,-5.71742185,1.55574324,-1.55574323,0.00390489,-0.00390489,0.52063281,-0.52063281,0.00000000,-0.00000000
-3.01650825,7.37522001,-7.37522002,3.36875812,-3.36875810,5.72170091,-5.72170093,1.55287238,-1.55287238,0.00393878,-0.00393878,0.53006868,-0.53006868,0.00000000,-0.00000000
-3.01050525,7.37303257,-7.37303255,3.36917308,-3.36917305,5.71656581,-5.71656580,1.54941437,-1.54941437,0.00396693,-0.00396693,0.53727598,-0.53727598,0.00000000,-0.00000000
-3.00450225,7.35840259,-7.35840255,3.35789737,-3.35789732,5.70201885,-5.70201882,1.54516623,-1.54516622,0.00398927,-0.00398927,0.54213845,-0.54213845,0.00000000,-0.00000000
-2.99849925,7.33119506,-7.33119500,3.33495977,-3.33495971,5.67813675,-5.67813670,1.53992184,-1.53992183,0.00400577,-0.00400577,0.54458515,-0.54458515,0.00000000,-0.00000000
-2.99249625,7.29139235,-7.29139227,3.30057882,-3.30057875,5.64505974,-5.64505967,1.53347874,-1.53347873,0.00401639,-0.00401639,0.54459184,-0.54459183,0.00000000,-0.00000000
-2.98649325,7.23908244,-7.23908234,3.25515419,-3.25515411,5.60297646,-5.60297638,1.52564294,-1.52564293,0.00402110,-0.00402110,0.54218049,-0.54218049,0.00000000,-0.00000000
-2.98049025,7.17444098,-7.17444086,3.19925163,-3.19925154,5.55210598,-5.55210588,1.51623188,-1.51623187,0.00401981,-0.00401981,0.53741709,-0.53741708,0.00000000,-0.00000000
-2.97448724,7.09770919,-7.09770906,3.13358225,-3.13358216,5.49267856,-5.49267844,1.50507584,-1.50507582,0.00401243,-0.00401243,0.53040780,-0.53040779,0.00000000,-0.00000000
-2.96848424,7.00917014,-7.00916999,3.05897775,-3.05897765,5.42491720,-5.42491707,1.49201810,-1.49201809,0.00399877,-0.00399877,0.52129387,-0.52129387,0.00000000,-0.00000000
-2.96248124,6.90912567,-6.90912551,2.97636267,-2.97636256,5.34902156,-5.34902142,1.47691459,-1.47691457,0.00397862,-0.00397862,0.51024558,-0.51024557,0.00000000,-0.00000000
-2.95647824,6.79787665,-6.79787647,2.88672551,-2.88672539,5.26515608,-5.26515593,1.45963327,-1.45963326,0.00395170,-0.00395170,0.49745553,-0.49745552,0.00000000,-0.00000000
-2.95047524,6.67570856,-6.67570837,2.79109009,-2.79108997,5.17344348,-5.17344332,1.44005411,-1.44005409,0.00391769,-0.00391769,0.48313177,-0.48313176,0.00000000,-0.00000000
-2.94447224,6.54288396,-6.54288376,2.69048856,-2.69048844,5.07396467,-5.07396450,1.41806981,-1.41806979,0.00387624,-0.00387624,0.46749112,-0.46749111,0.00000000,-0.00000000
-2.93846923,6.39964291,-6.39964271,2.58593730,-2.58593717,4.96676519,-4.96676501,1.39358782,-1.39358780,0.00382699,-0.00382699,0.45075288,-0.45075287,0.00000000,-0.00000000
-2.93246623,6.24621151,-6.24621130,2.47841658,-2.47841645,4.85186824,-4.85186805,1.36653363,-1.36653361,0.00376958,-0.00376958,0.43313341,-0.43313340,0.00000000,-0.00000000
-2.92646323,6.08281803,-6.08281781,2.36885462,-2.36885449,4.72929327,-4.72929308,1.33685537,-1.33685535,0.00370373,-0.00370373,0.41484165,-0.41484164,0.00000000,-0.00000000
-2.92046023,5.90971550,-5.90971528,2.25811634,-2.25811621,4.59907912,-4.59907892,1.30452956,-1.30452954,0.00362922,-0.00362922,0.39607567,-0.39607566,0.00000000,-0.00000000
-2.91445723,5.72720887,-5.72720865,2.14699671,-2.14699658,4.46130990,-4.46130970,1.26956752,-1.26956750,0.00354594,-0.00354594,0.37702042,-0.37702041,0.00000000,-0.00000000
-2.90845423,5.53568458,-5.53568435,2.03621835,-2.03621823,4.31614184,-4.31614164,1.23202202,-1.23202200,0.00345393,-0.00345393,0.35784649,-0.35784648,0.00000000,-0.00000000
-2.90245123,5.33563995,-5.33563972,1.92643291,-1.92643278,4.16382906,-4.16382886,1.19199360,-1.19199357,0.00335338,-0.00335338,0.33870991,-0.33870990,0.00000000,-0.00000000
-2.89644822,5.12770998,-5.12770975,1.81822525,-1.81822513,4.00474629,-4.00474608,1.14963587,-1.14963585,0.00324469,-0.00324469,0.31975260,-0.31975259,0.00000000,-0.00000000
-2.89044522,4.91268906,-4.91268883,1.71211980,-1.71211968,3.83940683,-3.83940662,1.10515938,-1.10515935,0.00312843,-0.00312843,0.30110358,-0.30110357,0.00000000,-0.00000000
-2.88444222,4.69154562,-4.69154539,1.60858791,-1.60858780,3.66847426,-3.66847405,1.05883332,-1.05883329,0.00300539,-0.00300539,0.28288043,-0.28288042,0.00000000,-0.00000000
-2.87843922,4.46542812,-4.46542789,1.50805561,-1.50805550,3.49276685,-3.49276665,1.01098492,-1.01098489,0.00287656,-0.00287656,0.26519092,-0.26519091,0.00000000,-0.00000000
-2.87243622,4.23566152,-4.23566129,1.41091069,-1.41091059,3.31325422,-3.31325402,0.96199621,-0.96199618,0.00274309,-0.00274309,0.24813462,-0.24813461,0.00000000,-0.00000000
-2.86643322,4.00373386,-4.00373363,1.31750873,-1.31750863,3.13104609,-3.13104589,0.91229808,-0.91229805,0.00260630,-0.00260630,0.23180428,-0.23180427,0.00000000,-0.00000000
-2.86043022,3.77127337,-3.77127315,1.22817745,-1.22817736,2.94737368,-2.94737348,0.86236191,-0.86236188,0.00246764,-0.00246763,0.21628683,-0.21628682,0.00000000,-0.00000000
-2.85442721,3.54001715,-3.54001693,1.14321920,-1.14321911,2.76356467,-2.76356448,0.81268892,-0.81268889,0.00232861,-0.00232861,0.20166402,-0.20166402,0.00000000,-0.00000000
-2.84842421,3.31177292,-3.31177271,1.06291148,-1.06291139,2.58101296,-2.58101278,0.76379789,-0.76379786,0.00219080,-0.00219080,0.18801258,-0.18801257,0.00000000,-0.00000000
-2.84242121,3.08837584,-3.08837564,0.98750568,-0.98750560,2.40114487,-2.40114469,0.71621164,-0.71621161,0.00205578,-0.00205578,0.17540390,-0.17540390,0.00000000,-0.00000000
-2.83641821,2.87164257,-2.87164238,0.91722425,-0.91722417,2.22538336,-2.22538319,0.67044305,-0.67044303,0.00192506,-0.00192506,0.16390346,-0.16390345,0.00000000,-0.00000000
-2.83041521,2.66332498,-2.66332480,0.85225674,-0.85225667,2.05511229,-2.05511213,0.62698129,-0.62698127,0.00180007,-0.00180007,0.15356982,-0.15356981,0.00000000,-0.00000000
-2.82441221,2.46506574,-2.46506557,0.79275524,-0.79275517,1.89164211,-1.89164196,0.58627881,-0.58627879,0.00168212,-0.00168212,0.14445355,-0.14445354,0.00000000,-0.00000000
-2.81840920,2.27835792,-2.27835776,0.73882964,-0.73882958,1.73617878,-1.73617863,0.54873983,-0.54873981,0.00157234,-0.00157234,0.13659603,-0.13659603,0.00000000,-0.00000000
-2.81240620,2.10451038,-2.10451023,0.69054340,-0.69054334,1.58979700,-1.58979686,0.51471073,-0.51471071,0.00147166,-0.00147166,0.13002835,-0.13002835,0.00000000,-0.00000000
-2.80640320,1.94462035,-1.94462022,0.64791014,-0.64791009,1.45341884,-1.45341872,0.48447282,-0.48447281,0.00138083,-0.00138083,0.12477029,-0.12477029,0.00000000,-0.00000000
-2.80040020,1.79955423,-1.79955410,0.61089161,-0.61089157,1.32779838,-1.32779826,0.45823759,-0.45823758,0.00130034,-0.00130034,0.12082965,-0.12082965,0.00000000,-0.00000000
-2.79439720,1.66993693,-1.66993681,0.57939721,-0.57939717,1.21351254,-1.21351244,0.43614470,-0.43614469,0.00123047,-0.00123047,0.11820178,-0.11820178,0.00000000,-0.00000000
-2.78839420,1.55614991,-1.55614981,0.55328535,-0.55328531,1.11095830,-1.11095821,0.41826256,-0.41826255,0.00117128,-0.00117128,0.11686957,-0.11686957,0.00000000,-0.00000000
-2.78239120,1.45833744,-1.45833735,0.53236660,-0.53236657,1.02035570,-1.02035562,0.40459138,-0.40459138,0.00112262,-0.00112262,0.11680369,-0.11680369,0.00000000,-0.00000000
-2.77638819,1.37642025,-1.37642017,0.51640866,-0.51640863,0.94175619,-0.94175611,0.39506834,-0.39506834,0.00108415,-0.00108415,0.11796326,-0.11796326,0.00000000,-0.00000000
-2.77038519,1.31011555,-1.31011549,0.50514285,-0.50514282,0.87505556,-0.87505549,0.38957458,-0.38957458,0.00105538,-0.00105538,0.12029677,-0.12029677,0.00000000,-0.00000000
-2.76438219,1.25896213,-1.25896208,0.49827189,-0.49827187,0.82001052,-0.82001047,0.38794351,-0.38794351,0.00103566,-0.00103566,0.12374331,-0.12374331,0.00000000,-0.00000000
-2.75837919,1.22234900,-1.22234895,0.49547855,-0.49547853,0.77625793,-0.77625788,0.38997002,-0.38997002,0.00102428,-0.00102428,0.12823398,-0.12823399,0.00000000,-0.00000000
-2.75237619,1.19954629,-1.19954626,0.49643470,-0.49643468,0.74333578,-0.74333575,0.39542003,-0.39542003,0.00102044,-0.00102044,0.13369340,-0.13369340,0.00000000,-0.00000000
-2.74637319,1.18973691,-1.18973688,0.50081040,-0.50081039,0.72070498,-0.72070495,0.40404004,-0.40404004,0.00102334,-0.00102334,0.14004127,-0.14004127,0.00000000,-0.00000000
-2.74037019,1.19204751,-1.19204750,0.50828248,-0.50828247,0.70777103,-0.70777101,0.41556616,-0.41556617,0.00103215,-0.00103215,0.14719399,-0.14719400,0.00000000,-0.00000000
-2.73436718,1.20557789,-1.20557788,0.51854213,-0.51854213,0.70390492,-0.70390490,0.42973232,-0.42973233,0.00104610,-0.00104610,0.15506613,-0.15506613,0.00000000,-0.00000000
-2.72836418,1.22942750,-1.22942750,0.53130132,-0.53130131,0.70846255,-0.70846254,0.44627732,-0.44627732,0.00106449,-0.00106449,0.16357178,-0.16357179,0.00000000,-0.00000000
-2.72236118,1.26271856,-1.26271857,0.54629749,-0.54629749,0.72080220,-0.72080220,0.46495059,-0.46495059,0.00108670,-0.00108670,0.17262580,-0.17262581,0.00000000,-0.00000000
-2.71635818,1.30461502,-1.30461503,0.56329660,-0.56329660,0.74029961,-0.74029961,0.48551647,-0.48551648,0.00111222,-0.00111222,0.18214481,-0.18214482,0.00000000,-0.00000000
-2.71035518,1.35433707,-1.35433709,0.58209414,-0.58209414,0.76636045,-0.76636046,0.50775699,-0.50775700,0.00114064,-0.00114064,0.19204803,-0.19204803,0.00000000,-0.00000000
-2.70435218,1.41117112,-1.41117114,0.60251441,-0.60251441,0.79842995,-0.79842996,0.53147316,-0.53147317,0.00117171,-0.00117171,0.20225789,-0.20225789,0.00000000,-0.00000000
-2.69834917,1.47447502,-1.47447504,0.62440789,-0.62440789,0.83599961,-0.83599963,0.55648487,-0.55648488,0.00120526,-0.00120526,0.21270043,-0.21270044,0.00000000,-0.00000000
-2.69234617,1.54367900,-1.54367903,0.64764723,-0.64764724,0.87861106,-0.87861108,0.58262953,-0.58262954,0.00124127,-0.00124127,0.22330556,-0.22330557,0.00000000,-0.00000000
-2.68634317,1.61828240,-1.61828243,0.67212185,-0.67212186,0.92585696,-0.92585698,0.60975973,-0.60975975,0.00127981,-0.00127981,0.23400706,-0.23400706,0.00000000,-0.00000000
-2.68034017,1.69784666,-1.69784670,0.69773170,-0.69773170,0.97737928,-0.97737931,0.63773996,-0.63773997,0.00132105,-0.00132105,0.24474245,-0.24474246,0.00000000,-0.00000000
-2.67433717,1.78198523,-1.78198527,0.72438048,-0.72438049,1.03286502,-1.03286505,0.66644279,-0.66644280,0.00136520,-0.00136520,0.25545277,-0.25545278,0.00000000,-0.00000000
-2.66833417,1.87035084,-1.87035089,0.75196885,-0.75196886,1.09203964,-1.09203967,0.69574468,-0.69574469,0.00141254,-0.00141254,0.26608213,-0.26608214,0.00000000,-0.00000000
-2.66233117,1.96262093,-1.96262098,0.78038787,-0.78038788,1.15465867,-1.15465871,0.72552174,-0.72552176,0.00146336,-0.00146336,0.27657724,-0.27657725,0.00000000,-0.00000000
-2.65632816,2.05848191,-2.05848197,0.80951318,-0.80951319,1.22049775,-1.22049779,0.75564556,-0.75564558,0.00151794,-0.00151794,0.28688677,-0.28688678,0.00000000,-0.00000000
-2.65032516,2.15761317,-2.15761323,0.83920023,-0.83920024,1.28934166,-1.28934170,0.78597944,-0.78597945,0.00157652,-0.00157652,0.29696075,-0.29696076,0.00000000,-0.00000000
-2.64432216,2.25967144,-2.25967150,0.86928082,-0.86928084,1.36097295,-1.36097300,0.81637520,-0.81637521,0.00163928,-0.00163928,0.30674985,-0.30674985,0.00000000,-0.00000000
-2.63831916,2.36427660,-2.36427667,0.89956120,-0.89956121,1.43516062,-1.43516066,0.84667076,-0.84667077,0.00170631,-0.00170631,0.31620471,-0.31620472,0.00000000,-0.00000000
-2.63231616,2.47099952,-2.47099958,0.92982174,-0.92982175,1.51164961,-1.51164966,0.87668862,-0.87668863,0.00177760,-0.00177760,0.32527534,-0.32527535,0.00000000,-0.00000000
-2.62631316,2.57935277,-2.57935284,0.95981843,-0.95981845,1.59015174,-1.59015179,0.90623541,-0.90623542,0.00185302,-0.00185302,0.33391057,-0.33391058,0.00000000,-0.00000000
-2.62031016,2.68878497,-2.68878504,0.98928595,-0.98928596,1.67033855,-1.67033861,0.93510254,-0.93510256,0.00193229,-0.00193229,0.34205770,-0.34205770,0.00000000,-0.00000000
-2.61430715,2.79867910,-2.79867917,1.01794225,-1.01794227,1.75183684,-1.75183689,0.96306806,-0.96306807,0.00201504,-0.00201504,0.34966232,-0.34966232,0.00000000,-0.00000000
-2.60830415,2.90835529,-2.90835536,1.04549461,-1.04549463,1.83422703,-1.83422709,0.98989965,-0.98989967,0.00210073,-0.00210073,0.35666839,-0.35666840,0.00000000,-0.00000000
-2.60230115,3.01707823,-3.01707831,1.07164663,-1.07164665,1.91704495,-1.91704501,1.01535879,-1.01535881,0.00218874,-0.00218874,0.36301865,-0.36301866,0.00000000,-0.00000000
-2.59629815,3.12406904,-3.12406912,1.09610611,-1.09610613,1.99978695,-1.99978702,1.03920584,-1.03920586,0.00227832,-0.00227832,0.36865527,-0.36865528,0.00000000,-0.00000000
-2.59029515,3.22852133,-3.22852141,1.11859328,-1.11859330,2.08191830,-2.08191836,1.06120603,-1.06120604,0.00236868,-0.00236868,0.37352088,-0.37352088,0.00000000,-0.00000000
-2.58429215,3.32962075,-3.32962083,1.13884911,-1.13884913,2.16288459,-2.16288465,1.08113596,-1.08113597,0.00245895,-0.00245895,0.37755989,-0.37755989,0.00000000,-0.00000000
-2.57828914,3.42656731,-3.42656739,1.15664320,-1.15664321,2.24212574,-2.24212581,1.09879050,-1.09879051,0.00254826,-0.00254826,0.38072010,-0.38072010,0.00000000,-0.00000000
-2.57228614,3.51859922,-3.51859930,1.17178099,-1.17178101,2.31909169,-2.31909175,1.11398959,-1.11398961,0.00263577,-0.00263577,0.38295447,-0.38295448,0.00000000,-0.00000000
-2.56628314,3.60501719,-3.60501727,1.18410985,-1.18410987,2.39325913,-2.39325920,1.12658475,-1.12658477,0.00272066,-0.00272066,0.38422307,-0.38422308,0.00000000,-0.00000000
-2.56028014,3.68520767,-3.68520775,1.19352370,-1.19352372,2.46414832,-2.46414838,1.13646479,-1.13646480,0.00280221,-0.00280221,0.38449498,-0.38449498,0.00000000,-0.00000000
-2.55427714,3.75866384,-3.75866391,1.19996598,-1.19996599,2.53133881,-2.53133887,1.14356047,-1.14356048,0.00287981,-0.00287981,0.38375012,-0.38375012,0.00000000,-0.00000000
-2.54827414,3.82500290,-3.82500296,1.20343071,-1.20343072,2.59448340,-2.59448345,1.14784780,-1.14784781,0.00295296,-0.00295296,0.38198086,-0.38198086,0.00000000,-0.00000000
-2.54227114,3.88397868,-3.88397874,1.20396165,-1.20396165,2.65331913,-2.65331919,1.14934959,-1.14934959,0.00302134,-0.00302134,0.37919328,-0.37919328,0.00000000,-0.00000000
-2.53626813,3.93548858,-3.93548864,1.20164938,-1.20164939,2.70767483,-2.70767488,1.14813526,-1.14813527,0.00308476,-0.00308476,0.37540795,-0.37540795,0.00000000,-0.00000000
-2.53026513,3.97957425,-3.97957431,1.19662664,-1.19662664,2.75747442,-2.75747447,1.14431869,-1.14431870,0.00314317,-0.00314317,0.37066024,-0.37066024,0.00000000,-0.00000000
