energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,6.07639931,-6.07639950,1.09295740,-1.09295744,0.35607099,-0.35607100,0.04794429,-0.04794429,0.92861125,-0.92861130,1.67024763,-1.67024767,1.63233719,-1.63233729,0.09657445,-0.09657446,2.51318087,-2.51318093
-5.91595798,6.14965956,-6.14965975,1.11582767,-1.11582771,0.35791544,-0.35791544,0.04986161,-0.04986161,0.94287640,-0.94287645,1.68676948,-1.68676951,1.66961710,-1.66961720,0.09696560,-0.09696560,2.53934584,-2.53934590
-5.90995498,6.22051578,-6.22051596,1.13710212,-1.13710216,0.35946456,-0.35946456,0.05178548,-0.05178549,0.95672816,-0.95672820,1.70258496,-1.70258499,1.70648844,-1.70648854,0.09736524,-0.09736525,2.56392227,-2.56392232
-5.90395198,6.28805172,-6.28805191,1.15656332,-1.15656336,0.36068056,-0.36068056,0.05369343,-0.05369343,0.97006925,-0.97006929,1.71756647,-1.71756650,1.74268101,-1.74268111,0.09775097,-0.09775097,2.58651742,-2.58651747
-5.89794897,6.35148112,-6.35148129,1.17403146,-1.17403150,0.36153450,-0.36153450,0.05556240,-0.05556240,0.98282419,-0.98282423,1.73162939,-1.73162942,1.77795196,-1.77795206,0.09810294,-0.09810294,2.60680165,-2.60680170
-5.89194597,6.41016211,-6.41016227,1.18936733,-1.18936736,0.36200748,-0.36200748,0.05736905,-0.05736905,0.99493877,-0.99493881,1.74473558,-1.74473561,1.81208789,-1.81208799,0.09840437,-0.09840437,2.62451703,-2.62451707
-5.88594297,6.46360637,-6.46360652,1.20247383,-1.20247385,0.36209146,-0.36209146,0.05908997,-0.05908997,1.00637902,-1.00637906,1.75689541,-1.75689543,1.84490620,-1.84490630,0.09864182,-0.09864182,2.63948304,-2.63948308
-5.87993997,6.51148303,-6.51148318,1.21329622,-1.21329625,0.36178970,-0.36178969,0.06070199,-0.06070199,1.01712976,-1.01712980,1.76816820,-1.76816822,1.87625578,-1.87625588,0.09880532,-0.09880532,2.65159941,-2.65159943
-5.87393697,6.55361795,-6.55361808,1.22182114,-1.22182116,0.36111671,-0.36111670,0.06218249,-0.06218250,1.02719302,-1.02719306,1.77866130,-1.77866131,1.90601736,-1.90601745,0.09888828,-0.09888829,2.66084588,-2.66084590
-5.86793397,6.58998874,-6.58998886,1.22807441,-1.22807442,0.36009788,-0.36009787,0.06350982,-0.06350982,1.03658640,-1.03658643,1.78852763,-1.78852765,1.93410361,-1.93410370,0.09888730,-0.09888730,2.66727937,-2.66727938
-5.86193097,6.62071644,-6.62071654,1.23211787,-1.23211788,0.35876867,-0.35876866,0.06466364,-0.06466364,1.04534162,-1.04534166,1.79796208,-1.79796210,1.96045919,-1.96045927,0.09880181,-0.09880181,2.67102847,-2.67102848
-5.85592796,6.64605410,-6.64605419,1.23404542,-1.23404543,0.35717345,-0.35717345,0.06562535,-0.06562535,1.05350328,-1.05350331,1.80719653,-1.80719654,1.98506085,-1.98506092,0.09863364,-0.09863364,2.67228587,-2.67228587
-5.84992496,6.66637317,-6.66637325,1.23397834,-1.23397834,0.35536412,-0.35536411,0.06637850,-0.06637850,1.06112782,-1.06112786,1.81649378,-1.81649379,2.00791751,-2.00791758,0.09838654,-0.09838655,2.67129885,-2.67129884
-5.84392196,6.68214800,-6.68214806,1.23206013,-1.23206013,0.35339838,-0.35339837,0.06690918,-0.06690918,1.06828286,-1.06828289,1.82614049,-1.82614050,2.02907048,-2.02907055,0.09806565,-0.09806565,2.66835850,-2.66835849
-5.83791896,6.69393900,-6.69393905,1.22845110,-1.22845110,0.35133797,-0.35133796,0.06720636,-0.06720636,1.07504647,-1.07504650,1.83643904,-1.83643905,2.04859350,-2.04859356,0.09767698,-0.09767698,2.66378792,-2.66378790
-5.83191596,6.70237474,-6.70237477,1.22332274,-1.22332273,0.34924676,-0.34924676,0.06726222,-0.06726222,1.08150668,-1.08150670,1.84769855,-1.84769856,2.06659254,-2.06659260,0.09722692,-0.09722692,2.65792987,-2.65792984
-5.82591296,6.70813316,-6.70813319,1.21685214,-1.21685212,0.34718881,-0.34718880,0.06707238,-0.06707238,1.08776070,-1.08776072,1.86022514,-1.86022515,2.08320524,-2.08320530,0.09672190,-0.09672190,2.65113434,-2.65113431
-5.81990995,6.71192229,-6.71192230,1.20921656,-1.20921654,0.34522648,-0.34522647,0.06663607,-0.06663606,1.09391390,-1.09391392,1.87431146,-1.87431147,2.09859961,-2.09859966,0.09616801,-0.09616801,2.64374639,-2.64374636
-5.81390695,6.71446030,-6.71446030,1.20058826,-1.20058824,0.34341870,-0.34341869,0.06595622,-0.06595622,1.10007828,-1.10007830,1.89022580,-1.89022581,2.11297183,-2.11297188,0.09557079,-0.09557079,2.63609459,-2.63609456
-5.80790395,6.71645538,-6.71645537,1.19112970,-1.19112968,0.34181936,-0.34181935,0.06503947,-0.06503946,1.10637035,-1.10637037,1.90820092,-1.90820093,2.12654312,-2.12654316,0.09493516,-0.09493516,2.62848041,-2.62848037
-5.80190095,6.71858543,-6.71858541,1.18098925,-1.18098923,0.34047594,-0.34047593,0.06389602,-0.06389602,1.11290822,-1.11290824,1.92842285,-1.92842286,2.13955523,-2.13955527,0.09426535,-0.09426535,2.62116880,-2.62116875
-5.79589795,6.72147798,-6.72147795,1.17029750,-1.17029747,0.33942836,-0.33942835,0.06253951,-0.06253951,1.11980805,-1.11980807,1.95102007,-1.95102008,2.15226482,-2.15226485,0.09356503,-0.09356503,2.61438028,-2.61438023
-5.78989495,6.72569071,-6.72569067,1.15916421,-1.15916418,0.33870816,-0.33870816,0.06098668,-0.06098667,1.12717968,-1.12717969,1.97605348,-1.97605349,2.16493656,-2.16493659,0.09283747,-0.09283746,2.60828468,-2.60828463
-5.78389195,6.73169315,-6.73169310,1.14767608,-1.14767604,0.33833799,-0.33833798,0.05925704,-0.05925704,1.13512174,-1.13512175,2.00350753,-2.00350754,2.17783521,-2.17783524,0.09208574,-0.09208574,2.60299673,-2.60299668
-5.77788894,6.73985015,-6.73985009,1.13589532,-1.13589528,0.33833131,-0.33833130,0.05737249,-0.05737248,1.14371636,-1.14371637,2.03328306,-2.03328308,2.19121681,-2.19121684,0.09131304,-0.09131303,2.59857362,-2.59857357
-5.77188594,6.75040797,-6.75040791,1.12385922,-1.12385918,0.33869255,-0.33869255,0.05535680,-0.05535680,1.15302372,-1.15302373,2.06519237,-2.06519239,2.20531950,-2.20531953,0.09052290,-0.09052290,2.59501473,-2.59501467
-5.76588294,6.76348373,-6.76348367,1.11158064,-1.11158060,0.33941752,-0.33941751,0.05323517,-0.05323516,1.16307686,-1.16307687,2.09895691,-2.09895693,2.22035420,-2.22035423,0.08971956,-0.08971956,2.59226340,-2.59226335
-5.75987994,6.77905898,-6.77905892,1.09904955,-1.09904950,0.34049405,-0.34049404,0.05103366,-0.05103365,1.17387702,-1.17387703,2.13420804,-2.13420806,2.23649581,-2.23649584,0.08890816,-0.08890816,2.59021099,-2.59021093
-5.75387694,6.79697822,-6.79697816,1.08623551,-1.08623547,0.34190298,-0.34190298,0.04877874,-0.04877874,1.18538989,-1.18538990,2.17049121,-2.17049123,2.25387531,-2.25387534,0.08809500,-0.08809499,2.58870283,-2.58870278
-5.74787394,6.81695270,-6.81695264,1.07309125,-1.07309121,0.34361934,-0.34361934,0.04649679,-0.04649678,1.19754314,-1.19754315,2.20727366,-2.20727368,2.27257336,-2.27257339,0.08728766,-0.08728766,2.58754631,-2.58754625
-5.74187094,6.83857007,-6.83857001,1.05955696,-1.05955692,0.34561370,-0.34561369,0.04421359,-0.04421358,1.21022550,-1.21022551,2.24395568,-2.24395570,2.29261575,-2.29261578,0.08649514,-0.08649514,2.58652041,-2.58652035
-5.73586793,6.86130967,-6.86130961,1.04556543,-1.04556539,0.34785360,-0.34785360,0.04195398,-0.04195398,1.22328760,-1.22328762,2.27988526,-2.27988528,2.31397114,-2.31397117,0.08572785,-0.08572784,2.58538677,-2.58538671
-5.72986493,6.88456324,-6.88456318,1.03104765,-1.03104760,0.35030513,-0.35030512,0.03974147,-0.03974147,1.23654476,-1.23654477,2.31437574,-2.31437575,2.33655129,-2.33655132,0.08499753,-0.08499752,2.58390158,-2.58390152
-5.72386193,6.90766037,-6.90766031,1.01593870,-1.01593865,0.35293434,-0.35293434,0.03759793,-0.03759793,1.24978154,-1.24978156,2.34672588,-2.34672589,2.36021392,-2.36021396,0.08431716,-0.08431716,2.58182788,-2.58182783
-5.71785893,6.92989759,-6.92989754,1.00018369,-1.00018364,0.35570869,-0.35570869,0.03554336,-0.03554336,1.26275827,-1.26275829,2.37624168,-2.37624169,2.38476808,-2.38476812,0.08370072,-0.08370072,2.57894775,-2.57894769
-5.71185593,6.95056983,-6.95056978,0.98374333,-0.98374329,0.35859821,-0.35859821,0.03359573,-0.03359573,1.27521894,-1.27521896,2.40225893,-2.40225894,2.40998187,-2.40998191,0.08316294,-0.08316293,2.57507368,-2.57507362
-5.70585293,6.96900261,-6.96900256,0.96659896,-0.96659891,0.36157646,-0.36157645,0.03177083,-0.03177082,1.28690046,-1.28690047,2.42416564,-2.42416564,2.43559211,-2.43559216,0.08271890,-0.08271890,2.57005859,-2.57005853
-5.69984992,6.98458327,-6.98458322,0.94875658,-0.94875653,0.36462116,-0.36462116,0.03008220,-0.03008220,1.29754261,-1.29754262,2.44142323,-2.44142323,2.46131554,-2.46131559,0.08238376,-0.08238375,2.56380397,-2.56380391
-5.69384692,6.99678956,-6.99678952,0.93024979,-0.93024974,0.36771451,-0.36771451,0.02854115,-0.02854115,1.30689835,-1.30689836,2.45358557,-2.45358557,2.48686078,-2.48686083,0.08217222,-0.08217221,2.55626550,-2.55626544
-5.68784392,7.00521379,-7.00521375,0.91114129,-0.91114124,0.37084304,-0.37084304,0.02715670,-0.02715669,1.31474389,-1.31474390,2.46031483,-2.46031482,2.51194060,-2.51194066,0.08209815,-0.08209815,2.54745593,-2.54745588
-5.68184092,7.00958127,-7.00958123,0.89152293,-0.89152289,0.37399717,-0.37399716,0.02593564,-0.02593564,1.32088801,-1.32088802,2.46139348,-2.46139346,2.53628370,-2.53628375,0.08217412,-0.08217412,2.53744493,-2.53744488
-5.67583792,7.00976187,-7.00976183,0.87151417,-0.87151413,0.37717032,-0.37717031,0.02488259,-0.02488258,1.32518013,-1.32518014,2.45673176,-2.45673174,2.55964530,-2.55964536,0.08241093,-0.08241093,2.52635585,-2.52635579
-5.66983492,7.00577401,-7.00577398,0.85125902,-0.85125898,0.38035782,-0.38035782,0.02400002,-0.02400001,1.32751672,-1.32751673,2.44637037,-2.44637033,2.58181618,-2.58181624,0.08281718,-0.08281718,2.51435955,-2.51435949
-5.66383192,6.99778094,-6.99778090,0.83092168,-0.83092164,0.38355552,-0.38355552,0.02328833,-0.02328833,1.32784576,-1.32784577,2.43047809,-2.43047805,2.60262943,-2.60262948,0.08339885,-0.08339885,2.50166570,-2.50166565
-5.65782891,6.98607948,-6.98607944,0.81068102,-0.81068098,0.38675829,-0.38675828,0.02274592,-0.02274592,1.32616884,-1.32616885,2.40934479,-2.40934474,2.62196479,-2.62196485,0.08415899,-0.08415899,2.48851193,-2.48851188
-5.65182591,6.97108216,-6.97108213,0.79072427,-0.79072424,0.38995849,-0.38995849,0.02236921,-0.02236921,1.32254110,-1.32254111,2.38336986,-2.38336981,2.63975034,-2.63975040,0.08509737,-0.08509737,2.47515158,-2.47515154
-5.64582291,6.95329385,-6.95329382,0.77124026,-0.77124022,0.39314463,-0.39314463,0.02215274,-0.02215274,1.31706875,-1.31706875,2.35304707,-2.35304701,2.65596154,-2.65596160,0.08621031,-0.08621031,2.46184080,-2.46184076
-5.63981991,6.93328437,-6.93328435,0.75241252,-0.75241249,0.39630016,-0.39630016,0.02208923,-0.02208923,1.30990448,-1.30990449,2.31894633,-2.31894627,2.67061782,-2.67061787,0.08749057,-0.08749057,2.44882571,-2.44882567
-5.63381691,6.91165901,-6.91165899,0.73441287,-0.73441284,0.39940265,-0.39940265,0.02216965,-0.02216965,1.30124111,-1.30124111,2.28169355,-2.28169348,2.68377704,-2.68377710,0.08892730,-0.08892730,2.43633052,-2.43633048
-5.62781391,6.88902870,-6.88902869,0.71739554,-0.71739551,0.40242345,-0.40242345,0.02238334,-0.02238334,1.29130356,-1.29130356,2.24194935,-2.24194929,2.69552833,-2.69552838,0.09050620,-0.09050620,2.42454734,-2.42454731
-5.62181091,6.86598168,-6.86598168,0.70149237,-0.70149234,0.40532776,-0.40532776,0.02271811,-0.02271811,1.28033994,-1.28033994,2.20038786,-2.20038780,2.70598371,-2.70598376,0.09220969,-0.09220969,2.41362819,-2.41362816
-5.61580790,6.84305834,-6.84305834,0.68680928,-0.68680926,0.40807530,-0.40807530,0.02316043,-0.02316043,1.26861200,-1.26861200,2.15767624,-2.15767617,2.71526933,-2.71526939,0.09401728,-0.09401728,2.40367966,-2.40367964
-5.60980490,6.82073062,-6.82073062,0.67342410,-0.67342408,0.41062148,-0.41062147,0.02369563,-0.02369563,1.25638547,-1.25638547,2.11445602,-2.11445595,2.72351673,-2.72351678,0.09590601,-0.09590601,2.39476066,-2.39476064
-5.60380190,6.79938690,-6.79938691,0.66138581,-0.66138579,0.41291900,-0.41291900,0.02430807,-0.02430807,1.24392091,-1.24392091,2.07132680,-2.07132673,2.73085476,-2.73085481,0.09785099,-0.09785099,2.38688295,-2.38688293
-5.59779890,6.77932306,-6.77932308,0.65071526,-0.65071525,0.41491993,-0.41491993,0.02498150,-0.02498150,1.23146532,-1.23146532,2.02883273,-2.02883267,2.73740279,-2.73740285,0.09982601,-0.09982602,2.38001455,-2.38001454
-5.59179590,6.76073965,-6.76073967,0.64140708,-0.64140707,0.41657793,-0.41657793,0.02569927,-0.02569927,1.21924496,-1.21924497,1.98745223,-1.98745217,2.74326540,-2.74326546,0.10180424,-0.10180425,2.37408555,-2.37408553
-5.58579290,6.74374495,-6.74374498,0.63343263,-0.63343263,0.41785072,-0.41785072,0.02644473,-0.02644473,1.20745971,-1.20745972,1.94759092,-1.94759086,2.74852896,-2.74852902,0.10375890,-0.10375891,2.36899563,-2.36899562
-5.57978989,6.72836311,-6.72836314,0.62674376,-0.62674376,0.41870242,-0.41870241,0.02720151,-0.02720151,1.19627901,-1.19627902,1.90957769,-1.90957764,2.75326012,-2.75326017,0.10566398,-0.10566398,2.36462295,-2.36462294
-5.57378689,6.71454629,-6.71454633,0.62127689,-0.62127689,0.41910575,-0.41910575,0.02795390,-0.02795390,1.18583955,-1.18583956,1.87366380,-1.87366375,2.75750624,-2.75750630,0.10749487,-0.10749487,2.36083326,-2.36083325
-5.56778389,6.70218951,-6.70218955,0.61695734,-0.61695734,0.41904392,-0.41904391,0.02868714,-0.02868714,1.17624458,-1.17624459,1.84002450,-1.84002446,2.76129748,-2.76129754,0.10922900,-0.10922900,2.35748893,-2.35748892
-5.56178089,6.69114671,-6.69114676,0.61370336,-0.61370336,0.41851195,-0.41851194,0.02938777,-0.02938777,1.16756481,-1.16756483,1.80876284,-1.80876280,2.76465025,-2.76465031,0.11084634,-0.11084634,2.35445688,-2.35445687
-5.55577789,6.68124668,-6.68124674,0.61142974,-0.61142975,0.41751755,-0.41751754,0.03004385,-0.03004385,1.15984055,-1.15984057,1.77991513,-1.77991509,2.76757157,-2.76757163,0.11232975,-0.11232975,2.35161505,-2.35161505
-5.54977489,6.67230747,-6.67230753,0.61005075,-0.61005075,0.41608126,-0.41608125,0.03064519,-0.03064519,1.15308480,-1.15308482,1.75345763,-1.75345760,2.77006386,-2.77006392,0.11366531,-0.11366531,2.34885695,-2.34885695
-5.54377189,6.66414808,-6.66414815,0.60948218,-0.60948218,0.41423601,-0.41423600,0.03118347,-0.03118347,1.14728711,-1.14728714,1.72931396,-1.72931393,2.77212953,-2.77212959,0.11484240,-0.11484241,2.34609397,-2.34609397
-5.53776888,6.65659681,-6.65659688,0.60964260,-0.60964261,0.41202601,-0.41202600,0.03165236,-0.03165236,1.14241763,-1.14241766,1.70736281,-1.70736278,2.77377500,-2.77377507,0.11585371,-0.11585371,2.34325554,-2.34325554
-5.53176588,6.64949548,-6.64949556,0.61045371,-0.61045372,0.40950506,-0.40950505,0.03204747,-0.03204747,1.13843119,-1.13843121,1.68744567,-1.68744565,2.77501349,-2.77501356,0.11669507,-0.11669508,2.34028720,-2.34028720
-5.52576288,6.64269962,-6.64269970,0.61183991,-0.61183992,0.40673445,-0.40673444,0.03236632,-0.03236632,1.13527096,-1.13527099,1.66937432,-1.66937430,2.77586632,-2.77586639,0.11736522,-0.11736522,2.33714688,-2.33714688
-5.51975988,6.63607471,-6.63607480,0.61372724,-0.61372725,0.40378040,-0.40378039,0.03260819,-0.03260819,1.13287162,-1.13287165,1.65293779,-1.65293778,2.77636247,-2.77636254,0.11786541,-0.11786541,2.33379989,-2.33379989
-5.51375688,6.62948907,-6.62948916,0.61604197,-0.61604199,0.40071139,-0.40071138,0.03277392,-0.03277392,1.13116159,-1.13116162,1.63790895,-1.63790894,2.77653624,-2.77653631,0.11819898,-0.11819898,2.33021318,-2.33021319
-5.50775388,6.62280418,-6.62280427,0.61870896,-0.61870897,0.39759538,-0.39759538,0.03286565,-0.03286565,1.13006449,-1.13006452,1.62405033,-1.62405032,2.77642313,-2.77642320,0.11837089,-0.11837089,2.32634942,-2.32634943
-5.50175088,6.61586355,-6.61586365,0.62165001,-0.62165002,0.39449713,-0.39449713,0.03288662,-0.03288662,1.12949960,-1.12949963,1.61111959,-1.61111958,2.77605409,-2.77605417,0.11838720,-0.11838720,2.32216144,-2.32216145
-5.49574787,6.60848112,-6.60848123,0.62478256,-0.62478257,0.39147574,-0.39147573,0.03284077,-0.03284077,1.12938158,-1.12938161,1.59887434,-1.59887433,2.77544860,-2.77544868,0.11825464,-0.11825464,2.31758774,-2.31758775
-5.48974487,6.60043051,-6.60043062,0.62801877,-0.62801878,0.38858252,-0.38858251,0.03273254,-0.03273254,1.12961940,-1.12961944,1.58707661,-1.58707661,2.77460700,-2.77460708,0.11798017,-0.11798017,2.31254931,-2.31254932
-5.48374187,6.59143608,-6.59143619,0.63126522,-0.63126523,0.38585933,-0.38585933,0.03256657,-0.03256657,1.13011490,-1.13011493,1.57549692,-1.57549692,2.77350269,-2.77350277,0.11757063,-0.11757063,2.30694826,-2.30694828
-5.47773887,6.58116689,-6.58116701,0.63442321,-0.63442322,0.38333740,-0.38333740,0.03234740,-0.03234740,1.13076099,-1.13076103,1.56391799,-1.56391799,2.77207484,-2.77207492,0.11703248,-0.11703248,2.30066828,-2.30066830
-5.47173587,6.56923421,-6.56923433,0.63738981,-0.63738982,0.38103660,-0.38103660,0.03207936,-0.03207936,1.13144007,-1.13144011,1.55213817,-1.55213818,2.77022219,-2.77022227,0.11637169,-0.11637169,2.29357703,-2.29357705
-5.46573287,6.55519310,-6.55519322,0.64005950,-0.64005952,0.37896531,-0.37896532,0.03176631,-0.03176631,1.13202262,-1.13202266,1.53997456,-1.53997456,2.76779869,-2.76779877,0.11559367,-0.11559366,2.28553024,-2.28553027
-5.45972986,6.53854826,-6.53854837,0.64232639,-0.64232640,0.37712078,-0.37712078,0.03141160,-0.03141160,1.13236653,-1.13236657,1.52726573,-1.52726574,2.76461124,-2.76461132,0.11470331,-0.11470331,2.27637741,-2.27637743
-5.45372686,6.51876411,-6.51876422,0.64408675,-0.64408676,0.37548980,-0.37548980,0.03101800,-0.03101799,1.13231713,-1.13231716,1.51387415,-1.51387415,2.76042023,-2.76042030,0.11370520,-0.11370520,2.26596841,-2.26596843
-5.44772386,6.49527864,-6.49527874,0.64524193,-0.64524195,0.37404990,-0.37404990,0.03058765,-0.03058765,1.13170826,-1.13170829,1.49968799,-1.49968799,2.75494283,-2.75494290,0.11260383,-0.11260383,2.25416092,-2.25416094
-5.44172086,6.46752050,-6.46752059,0.64570118,-0.64570120,0.37277071,-0.37277072,0.03012219,-0.03012219,1.13036440,-1.13036443,1.48462254,-1.48462254,2.74785929,-2.74785935,0.11140386,-0.11140386,2.24082779,-2.24082781
-5.43571786,6.43492843,-6.43492852,0.64538437,-0.64538438,0.37161555,-0.37161555,0.02962278,-0.02962278,1.12810382,-1.12810385,1.46862091,-1.46862091,2.73882204,-2.73882209,0.11011047,-0.11011047,2.22586411,-2.22586413
-5.42971486,6.39697219,-6.39697226,0.64422441,-0.64422442,0.37054312,-0.37054312,0.02909022,-0.02909022,1.12474284,-1.12474286,1.45165408,-1.45165408,2.72746727,-2.72746732,0.10872963,-0.10872963,2.20919344,-2.20919345
-5.42371186,6.35317376,-6.35317381,0.64216915,-0.64216917,0.36950925,-0.36950926,0.02852512,-0.02852512,1.12010084,-1.12010086,1.43372027,-1.43372026,2.71342865,-2.71342869,0.10726840,-0.10726840,2.19077268,-2.19077269
-5.41770885,6.30312799,-6.30312803,0.63918279,-0.63918280,0.36846860,-0.36846860,0.02792799,-0.02792799,1.11400607,-1.11400608,1.41484361,-1.41484361,2.69635240,-2.69635243,0.10573513,-0.10573512,2.17059548,-2.17059549
-5.41170585,6.24652149,-6.24652151,0.63524650,-0.63524650,0.36737621,-0.36737621,0.02729944,-0.02729944,1.10630176,-1.10630176,1.39507218,-1.39507217,2.67591320,-2.67591322,0.10413956,-0.10413956,2.14869386,-2.14869387
-5.40570285,6.18314902,-6.18314902,0.63035850,-0.63035851,0.36618903,-0.36618903,0.02664026,-0.02664026,1.09685242,-1.09685242,1.37447540,-1.37447539,2.65183003,-2.65183004,0.10249289,-0.10249289,2.12513801,-2.12513802
-5.39969985,6.11292652,-6.11292649,0.62453348,-0.62453348,0.36486718,-0.36486719,0.02595159,-0.02595159,1.08554992,-1.08554991,1.35314103,-1.35314102,2.62388129,-2.62388128,0.10080765,-0.10080765,2.10003435,-2.10003435
-5.39369685,6.03590031,-6.03590026,0.61780138,-0.61780138,0.36337513,-0.36337514,0.02523498,-0.02523497,1.07231908,-1.07231907,1.33117182,-1.33117180,2.59191830,-2.59191827,0.09909751,-0.09909751,2.07352198,-2.07352197
-5.38769385,5.95225216,-5.95225208,0.61020577,-0.61020577,0.36168262,-0.36168262,0.02449246,-0.02449246,1.05712248,-1.05712246,1.30868196,-1.30868194,2.55587663,-2.55587659,0.09737693,-0.09737693,2.04576781,-2.04576779
-5.38169085,5.86229996,-5.86229986,0.60180191,-0.60180191,0.35976547,-0.35976547,0.02372664,-0.02372664,1.03996421,-1.03996418,1.28579365,-1.28579363,2.51578462,-2.51578457,0.09566081,-0.09566081,2.01696074,-2.01696073
-5.37568784,5.76649430,-5.76649418,0.59265454,-0.59265454,0.35760622,-0.35760622,0.02294065,-0.02294065,1.02089242,-1.02089238,1.26263377,-1.26263375,2.47176869,-2.47176862,0.09396392,-0.09396392,1.98730524,-1.98730522
-5.36968484,5.66541111,-5.66541097,0.58283571,-0.58283570,0.35519465,-0.35519464,0.02213820,-0.02213820,1.00000048,-1.00000044,1.23933098,-1.23933095,2.42405507,-2.42405499,0.09230041,-0.09230041,1.95701469,-1.95701467
-5.36368184,5.55974088,-5.55974071,0.57242266,-0.57242265,0.35252815,-0.35252815,0.02132351,-0.02132351,0.97742670,-0.97742665,1.21601332,-1.21601329,2.37296802,-2.37296793,0.09068326,-0.09068326,1.92630503,-1.92630499
-5.35767884,5.45027506,-5.45027487,0.56149591,-0.56149590,0.34961207,-0.34961206,0.02050130,-0.02050130,0.95335256,-0.95335251,1.19280648,-1.19280645,2.31892442,-2.31892432,0.08912371,-0.08912371,1.89538894,-1.89538890
-5.35167584,5.33789035,-5.33789015,0.55013772,-0.55013771,0.34645986,-0.34645985,0.01967668,-0.01967668,0.92799961,-0.92799956,1.16983274,-1.16983271,2.26242512,-2.26242501,0.08763083,-0.08763083,1.86447100,-1.86447095
-5.34567284,5.22353155,-5.22353133,0.53843088,-0.53843086,0.34309328,-0.34309327,0.01885514,-0.01885514,0.90162508,-0.90162502,1.14721073,-1.14721069,2.20404328,-2.20404316,0.08621109,-0.08621109,1.83374393,-1.83374389
