energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.70585293,2.43656557,0.04423051,0.04869370,1.06300076,1.00271098,0.02886160,1.02180984,0.03235188,0.26962647
-5.69984992,2.40582079,0.04769979,0.04765810,1.04782163,0.96868225,0.02982214,1.00631065,0.03294125,0.26233976
-5.69384692,2.39381199,0.05163360,0.04758341,1.04327121,0.94257195,0.03095803,0.99945191,0.03403694,0.25554368
-5.68784392,2.40123485,0.05603440,0.04839587,1.05024194,0.92460915,0.03226092,1.00188527,0.03566399,0.24924927
-5.68184092,2.42885226,0.06089799,0.05002298,1.06967872,0.91503889,0.03372195,1.01428753,0.03784539,0.24350472
-5.67583792,2.47747100,0.06621356,0.05239423,1.10255708,0.91411154,0.03533181,1.03734509,0.04060200,0.23839359
-5.66983492,2.54790972,0.07196384,0.05544151,1.14985535,0.92206964,0.03708087,1.07173443,0.04395238,0.23403127
-5.66383192,2.64095888,0.07812528,0.05909934,1.21252071,0.93913222,0.03895917,1.11809861,0.04791240,0.23055992
-5.65782891,2.75733310,0.08466830,0.06330492,1.29142992,0.96547726,0.04095646,1.17702014,0.05249470,0.22814199
-5.65182591,2.89761715,0.09155752,0.06799799,1.38734528,1.00122263,0.04306213,1.24899062,0.05770793,0.22695274
-5.64582291,3.06220691,0.09875204,0.07312059,1.50086705,1.04640608,0.04526517,1.33437786,0.06355577,0.22717178
-5.63981991,3.25124717,0.10620559,0.07861667,1.63238362,1.10096495,0.04755400,1.43339142,0.07003575,0.22897422
-5.63381691,3.46456833,0.11386676,0.08443176,1.78202142,1.16471651,0.04991633,1.54604772,0.07713794,0.23252154
-5.62781391,3.70162470,0.12167914,0.09051250,1.94959628,1.23733956,0.05233897,1.67213615,0.08484350,0.23795257
-5.62181091,3.96143716,0.12958143,0.09680629,2.13456887,1.31835850,0.05480760,1.81118768,0.09312319,0.24537486
-5.61580790,4.24254323,0.13750757,0.10326097,2.33600631,1.40713063,0.05730652,1.96244779,0.10193600,0.25485688
-5.60980490,4.54295777,0.14538697,0.10982462,2.55255269,1.50283779,0.05981845,2.12485537,0.11122783,0.26642105
-5.60380190,4.86014753,0.15314468,0.11644556,2.78241064,1.60448322,0.06232429,2.29702947,0.12093054,0.28003823
-5.59779890,5.19102230,0.16070183,0.12307247,3.02333633,1.71089444,0.06480300,2.47726547,0.13096130,0.29562356
-5.59179590,5.53194544,0.16797615,0.12965478,3.27264955,1.82073272,0.06723145,2.66354204,0.14122243,0.31303419
-5.58579290,5.87876547,0.17488273,0.13614330,3.52726021,1.93250973,0.06958445,2.85353990,0.15160183,0.33206872
-5.57978989,6.22687002,0.18133500,0.14249104,3.78371190,2.04461122,0.07183487,3.04467310,0.16197399,0.35246874
-5.57378689,6.57126222,0.18724599,0.14865432,4.03824236,2.15532762,0.07395382,3.23413263,0.17220171,0.37392240
-5.56778389,6.90665865,0.19252983,0.15459398,4.28686000,2.26289104,0.07591107,3.41894202,0.18213849,0.39606996
-5.56178089,7.22760675,0.19710350,0.16027681,4.52543457,2.36551746,0.07767550,3.59602351,0.19163149,0.41851129
-5.55577789,7.52861835,0.20088875,0.16567695,4.74979951,2.46145296,0.07921581,3.76227311,0.20052517,0.44081514
-5.54977489,7.80431520,0.20381423,0.17077732,4.95586247,2.54902232,0.08050124,3.91464203,0.20866526,0.46252991
-5.54377189,8.04958097,0.20581753,0.17557084,5.13972017,2.62667802,0.08150244,4.05022160,0.21590311,0.48319557
-5.53776888,8.25971397,0.20684737,0.18006147,5.29777300,2.69304759,0.08219240,4.16632842,0.22210017,0.50235642
-5.53176588,8.43057403,0.20686552,0.18426482,5.42683487,2.74697734,0.08254737,4.26058617,0.22713238,0.51957417
-5.52576288,8.55871721,0.20584850,0.18820834,5.52423362,2.78757025,0.08254783,4.33100072,0.23089435,0.53444092
-5.51975988,8.64151205,0.20378899,0.19193094,5.58789757,2.81421634,0.08217930,4.37602510,0.23330304,0.54659142
-5.51375688,8.67723194,0.20069675,0.19548202,5.61642441,2.82661384,0.08143312,4.39461137,0.23430084,0.55571432
-5.50775388,8.66511900,0.19659908,0.19891987,5.60912934,2.82478012,0.08030703,4.38624706,0.23385787,0.56156175
-5.50175088,8.60541624,0.19154070,0.20230950,5.56607020,2.80905176,0.07880557,4.35097433,0.23197336,0.56395695
-5.49574787,8.49936624,0.18558307,0.20571989,5.48804846,2.78007351,0.07694025,4.28939100,0.22867602,0.56279959
-5.48974487,8.34917619,0.17880318,0.20922074,5.37658611,2.73877671,0.07472951,4.20263329,0.22402350,0.55806859
-5.48374187,8.15795082,0.17129179,0.21287910,5.23387942,2.68634806,0.07219843,4.09234109,0.21810076,0.54982223
-5.47773887,7.92959622,0.16315120,0.21675560,5.06273180,2.62419022,0.06937821,3.96060739,0.21101761,0.53819568
-5.47173587,7.66869896,0.15449273,0.22090100,4.86646879,2.55387601,0.06630546,3.80991404,0.20290541,0.52339607
-5.46573287,7.38038607,0.14543381,0.22535281,4.64883888,2.47709846,0.06302127,3.64305693,0.19391316,0.50569516
-5.45972986,7.07017224,0.13609510,0.23013248,4.41390469,2.39561881,0.05957018,3.46306374,0.18420314,0.48542026
-5.45372686,6.74380083,0.12659744,0.23524322,4.16592872,2.31121482,0.05599910,3.27310794,0.17394621,0.46294346
-5.44772386,6.40708545,0.11705901,0.24066859,3.90925867,2.22563159,0.05235608,3.07642240,0.16331714,0.43867001
-5.44172086,6.06575860,0.10759264,0.24637205,3.64821629,2.14053675,0.04868918,2.87621621,0.15249001,0.41302601
-5.43571786,5.72533272,0.09830350,0.25229750,3.38699396,2.05748165,0.04504540,2.67559758,0.14163391,0.38644623
-5.42971486,5.39097862,0.08928709,0.25837073,3.12956216,1.97786958,0.04146962,2.47750549,0.13090912,0.35936225
-5.42371186,5.06742457,0.08062776,0.26450187,2.87959032,1.90293196,0.03800378,2.28465198,0.12046381,0.33219157
-5.41770885,4.75887824,0.07239765,0.27058860,2.64038296,1.83371247,0.03468616,2.09947643,0.11043145,0.30532797
-5.41170585,4.46897241,0.06465612,0.27652003,2.41483183,1.77105903,0.03155083,1.92411242,0.10092885,0.27913338
-5.40570285,4.20073399,0.05744965,0.28218099,2.20538420,1.71562303,0.02862730,1.76036719,0.09205495,0.25393145
-5.39969985,3.95657482,0.05081213,0.28745651,2.01402667,1.66786470,0.02594035,1.60971306,0.08389024,0.23000295
-5.39369685,3.73830182,0.04476555,0.29223627,1.84228327,1.62806372,0.02350997,1.47328973,0.07649680,0.20758293
-5.38769385,3.54714333,0.03932099,0.29641875,1.69122599,1.59633355,0.02135157,1.35191582,0.06991893,0.18685965
-5.38169085,3.38378822,0.03447977,0.29991488,1.56149584,1.57263830,0.01947610,1.24610806,0.06418413,0.16797499
-5.37568784,3.24843400,0.03023485,0.30265102,1.45333219,1.55681088,0.01789047,1.15610606,0.05930448,0.15102623
-5.36968484,3.14084036,0.02657224,0.30457110,1.36660806,1.54857137,0.01659791,1.08190075,0.05527826,0.13606892
-5.36368184,3.06038492,0.02347239,0.30563790,1.30086923,1.54754474,0.01559834,1.02326475,0.05209164,0.12312050
-5.35767884,3.00611838,0.02091159,0.30583347,1.25537538,1.55327733,0.01488881,0.97978281,0.04972047,0.11216457
-5.35167584,2.97681685,0.01886315,0.30515865,1.22914129,1.56525168,0.01446387,0.95088116,0.04813202,0.10315527
-5.34567284,2.97102969,0.01729853,0.30363188,1.22097709,1.58289965,0.01431593,0.93585443,0.04728655,0.09602181
-5.33966983,2.98712211,0.01618820,0.30128747,1.22952629,1.60561390,0.01443548,0.93388957,0.04713886,0.09067285
-5.33366683,3.02331191,0.01550232,0.29817333,1.25330097,1.63275789,0.01481138,0.94408622,0.04763952,0.08700042
-5.32766383,3.07770077,0.01521120,0.29434863,1.29071396,1.66367490,0.01543094,0.96547349,0.04873596,0.08488360
-5.32166083,3.14830045,0.01528558,0.28988126,1.34010760,1.69769627,0.01628006,0.99702319,0.05037344,0.08419159
-5.31565783,3.23305494,0.01569669,0.28484550,1.39977946,1.73414929,0.01734324,1.03766009,0.05249568,0.08478631
-5.30965483,3.32985945,0.01641614,0.27931996,1.46800529,1.77236508,0.01860361,1.08626969,0.05504548,0.08652457
-5.30365183,3.43657750,0.01741576,0.27338583,1.54305940,1.81168656,0.02004293,1.14170424,0.05796513,0.08925977
-5.29764882,3.55105713,0.01866724,0.26712562,1.62323327,1.85147656,0.02164158,1.20278782,0.06119671,0.09284329
-5.29164582,3.67114722,0.02014180,0.26062226,1.70685258,1.89112620,0.02337856,1.26832136,0.06468242,0.09712571
-5.28564282,3.79471475,0.02180983,0.25395867,1.79229329,1.93006316,0.02523165,1.33708828,0.06836477,0.10195778
-5.27963982,3.91966366,0.02364057,0.24721767,1.87799709,1.96775979,0.02717746,1.40786143,0.07218684,0.10719153
-5.27363682,4.04395564,0.02560188,0.24048209,1.96248664,2.00374071,0.02919170,1.47941206,0.07609263,0.11268129
-5.26763382,4.16563314,0.02766008,0.23383508,2.04438063,2.03758963,0.03124943,1.55052091,0.08002735,0.11828501
-5.26163082,4.28284438,0.02978001,0.22736041,2.12240901,2.06895512,0.03332550,1.61999198,0.08393790,0.12386566
-5.25562781,4.39387027,0.03192514,0.22114283,2.19542818,2.09755518,0.03539498,1.68666863,0.08777341,0.12929294
-5.24962481,4.49715265,0.03405796,0.21526813,2.26243615,2.12318041,0.03743371,1.74945207,0.09148587,0.13444516
-5.24362181,4.59132335,0.03614046,0.20982310,2.32258733,2.14569581,0.03941891,1.80732166,0.09503091,0.13921135
-5.23761881,4.67523312,0.03813480,0.20489533,2.37520681,2.16504120,0.04132977,1.85935646,0.09836857,0.14349344
-5.23161581,4.74797970,0.04000410,0.20057266,2.41980343,2.18123045,0.04314814,1.90475733,0.10146428,0.14720856
-5.22561281,4.80893389,0.04171337,0.19694258,2.45608145,2.19434963,0.04485912,1.94286859,0.10428977,0.15029122
-5.21960980,4.85776267,0.04323046,0.19409140,2.48395009,2.20455430,0.04645164,1.97319834,0.10682405,0.15269533
-5.21360680,4.89444816,0.04452706,0.19210344,2.50353045,2.21206623,0.04791897,1.99543648,0.10905443,0.15439591
-5.20760380,4.91930139,0.04557968,0.19106020,2.51515927,2.21716963,0.04925908,2.00946935,0.11097737,0.15539043
-5.20160080,4.93296987,0.04637052,0.19103954,2.51938899,2.22020706,0.05047496,2.01539021,0.11259932,0.15569955
-5.19559780,4.93643793,0.04688830,0.19211511,2.51698358,2.22157517,0.05157468,2.01350479,0.11393741,0.15536728
-5.18959480,4.93101914,0.04712880,0.19435583,2.50890983,2.22172009,0.05257137,2.00433114,0.11501996,0.15446048
-5.18359180,4.91834005,0.04709537,0.19782554,2.49632376,2.22113261,0.05348303,1.98859359,0.11588671,0.15306752
-5.17758879,4.90031511,0.04679903,0.20258283,2.48055197,2.22034274,0.05433215,1.96721055,0.11658886,0.15129631
-5.17158579,4.87911229,0.04625852,0.20868092,2.46306796,2.21991372,0.05514515,1.94127614,0.11718878,0.14927150
-5.16558279,4.85710998,0.04549996,0.21616751,2.44546349,2.22043496,0.05595175,1.91203604,0.11775937,0.14713109
-5.15957979,4.83684526,0.04455637,0.22508461,2.42941533,2.22251386,0.05678414,1.88085805,0.11838311,0.14502237
-5.15357679,4.82095467,0.04346692,0.23546810,2.41664789,2.22676622,0.05767605,1.84919811,0.11915071,0.14309742
-5.14757379,4.81210831,0.04227602,0.24734709,2.40889231,2.23380503,0.05866183,1.81856262,0.12015940,0.14150825
-5.14157079,4.81293883,0.04103220,0.26074281,2.40784294,2.24422762,0.05977531,1.79046816,0.12151093,0.14040178
-5.13556778,4.82596690,0.03978698,0.27566716,2.41511208,2.25860114,0.06104883,1.76639984,0.12330914,0.13991474
-5.12956478,4.85352510,0.03859350,0.29212078,2.43218419,2.27744647,0.06251212,1.74776931,0.12565729,0.14016878
-5.12356178,4.89768233,0.03750525,0.31009064,2.46037077,2.30122091,0.06419127,1.73587391,0.12865519,0.14126587
-5.11755878,4.96017095,0.03657469,0.32954731,2.50076720,2.33030006,0.06610782,1.73185796,0.13239610,0.14328423
-5.11155578,5.04231890,0.03585197,0.35044196,2.55421303,2.36495929,0.06827780,1.73667758,0.13696358,0.14627492
-5.10555278,5.14498935,0.03538368,0.37270322,2.62125699,2.40535569,0.07071101,1.75106994,0.14242831,0.15025916
-5.09954977,5.26852983,0.03521166,0.39623414,2.70212810,2.45151104,0.07341036,1.77552798,0.14884504,0.15522668
-5.09354677,5.41273323,0.03537197,0.42090948,2.79671410,2.50329683,0.07637141,1.81028147,0.15624978,0.16113492
-5.08754377,5.57681244,0.03589390,0.44657348,2.90454829,2.56042209,0.07958201,1.85528492,0.16465722,0.16790942
-5.08154077,5.75939017,0.03679918,0.47303842,3.02480558,2.62242488,0.08302218,1.91021292,0.17405870,0.17544515
-5.07553777,5.95850526,0.03810129,0.50008417,3.15630838,2.68866837,0.08666422,1.97446303,0.18442061,0.18360899
-5.06953477,6.17163605,0.03980492,0.52745888,3.29754253,2.75834203,0.09047292,2.04716628,0.19568346,0.19224308
-5.06353177,6.39574106,0.04190561,0.55488100,3.44668317,2.83046865,0.09440611,2.12720507,0.20776166,0.20116914
-5.05752876,6.62731649,0.04438949,0.58204259,3.60163009,2.90391738,0.09841527,2.21323800,0.22054398,0.21019344
-5.05152576,6.86246960,0.04723331,0.60861413,3.76005170,2.97742307,0.10244651,2.30373098,0.23389486,0.21911245
-5.04552276,7.09700613,0.05040453,0.63425051,3.91943645,3.04961150,0.10644157,2.39699371,0.24765645,0.22771874
-5.03951976,7.32652972,0.05386173,0.65859822,4.07715005,3.11903043,0.11033909,2.49122058,0.26165138,0.23580715
-5.03351676,7.54655043,0.05755514,0.68130351,4.23049698,3.18418536,0.11407598,2.58453467,0.27568629,0.24318083
-5.02751376,7.75259914,0.06142741,0.70202115,4.37678406,3.24357935,0.11758890,2.67503371,0.28955594,0.24965699
-5.02151076,7.94034448,0.06541469,0.72042362,4.51338436,3.29575550,0.12081574,2.76083650,0.30304775,0.25507222
-5.01550775,8.10570842,0.06944782,0.73621020,4.63779918,3.33934085,0.12369723,2.84012863,0.31594688,0.25928706
-5.00950475,8.24497693,0.07345378,0.74911576,4.74771643,3.37309009,0.12617839,2.91120598,0.32804135,0.26218974
-5.00350175,8.35490210,0.07735734,0.75891878,4.84106346,3.39592755,0.12821000,2.97251497,0.33912741,0.26369891
-4.99749875,8.43279248,0.08108287,0.76544842,4.91605311,3.40698598,0.12974987,3.02268835,0.34901469,0.26376538
-4.99149575,8.47658875,0.08455621,0.76859012,4.97122166,3.40564065,0.13076401,3.06057575,0.35753119,0.26237268
-4.98549275,8.48492246,0.08770667,0.76828980,5.00545799,3.39153745,0.13122755,3.08526805,0.36452782,0.25953662
-4.97948974,8.45715607,0.09046897,0.76455629,5.01802338,3.36461391,0.13112540,3.09611540,0.36988238,0.25530377
-4.97348674,8.39340337,0.09278512,0.75746198,5.00856195,3.32511245,0.13045273,3.09273823,0.37350291,0.24974901
-4.96748374,8.29452989,0.09460617,0.74714175,4.97710190,3.27358515,0.12921514,3.07503146,0.37533019,0.24297240
-4.96148074,8.16213360,0.09589367,0.73379013,4.92404793,3.21088997,0.12742851,3.04316190,0.37533944,0.23509526
-4.95547774,7.99850690,0.09662091,0.71765687,4.85016563,3.13817844,0.12511864,2.99755918,0.37354098,0.22625596
-4.94947474,7.80658132,0.09677380,0.69904110,4.75655861,3.05687521,0.12232064,2.93890069,0.36998005,0.21660535
-4.94347174,7.58985688,0.09635130,0.67828432,4.64463924,2.96865005,0.11907801,2.86809106,0.36473555,0.20630217
-4.93746873,7.35231832,0.09536545,0.65576240,4.51609404,2.87538311,0.11544160,2.78623697,0.35791793,0.19550857
-4.93146573,7.09834080,0.09384102,0.63187687,4.37284466,2.77912448,0.11146832,2.69461804,0.34966618,0.18438580
-4.92546273,6.83258761,0.09181461,0.60704576,4.21700544,2.68204910,0.10721977,2.59465456,0.34014400,0.17309040
-4.91945973,6.55990265,0.08933349,0.58169428,4.05083848,2.58640819,0.10276071,2.48787306,0.32953533,0.16177078
-4.91345673,6.28520040,0.08645395,0.55624555,3.87670710,2.49447845,0.09815754,2.37587053,0.31803938,0.15056440
-4.90745373,6.01335604,0.08323948,0.53111153,3.69702870,2.40851015,0.09347669,2.26027812,0.30586517,0.13959548
-4.90145073,5.74909818,0.07975866,0.50668447,3.51422776,2.33067537,0.08878310,2.14272540,0.29322602,0.12897340
-4.89544772,5.49690662,0.07608296,0.48332906,3.33069005,2.26301748,0.08413875,2.02480580,0.28033387,0.11879158
-4.88944472,5.26091753,0.07228452,0.46137526,3.14871876,2.20740290,0.07960126,1.90804422,0.26739392,0.10912703
-4.88344172,5.04483786,0.06843396,0.44111222,2.97049373,2.16547636,0.07522268,1.79386748,0.25459944,0.10004024
-4.87743872,4.85187104,0.06459834,0.42278320,2.79803441,2.13862032,0.07104846,1.68357837,0.24212726,0.09157570
-4.87143572,4.68465566,0.06083941,0.40658171,2.63316773,2.12791991,0.06711658,1.57833384,0.23013387,0.08376259
-4.86543272,4.54521834,0.05721205,0.39264889,2.47750152,2.13413384,0.06345696,1.47912790,0.21875225,0.07661595
-4.85942971,4.43494214,0.05376311,0.38107225,2.33240443,2.15767241,0.06009109,1.38677950,0.20808973,0.07013791
-4.85342671,4.35455122,0.05053064,0.37188579,2.19899285,2.19858320,0.05703192,1.30192578,0.19822671,0.06431924
-4.84742371,4.30411225,0.04754346,0.36507147,2.07812525,2.25654510,0.05428402,1.22502059,0.18921638,0.05914084
-4.84142071,4.28305259,0.04482111,0.36056207,1.97040440,2.33087119,0.05184396,1.15633830,0.18108543,0.05457545
-4.83541771,4.29019493,0.04237418,0.35824536,1.87618706,2.42052073,0.04970096,1.09598259,0.17383563,0.05058915
-4.82941471,4.32380748,0.04020495,0.35796941,1.79560108,2.52412046,0.04783772,1.04389980,0.16744619,0.04714304
-4.82341171,4.38166831,0.03830827,0.35954901,1.72856919,2.63999488,0.04623145,0.99989619,0.16187685,0.04419464
-4.81740870,4.46114210,0.03667269,0.36277295,1.67483840,2.76620530,0.04485498,0.96365855,0.15707141,0.04169932
-4.81140570,4.55926700,0.03528166,0.36741188,1.63401395,2.90059668,0.04367806,0.93477699,0.15296163,0.03961152
-4.80540270,4.67284879,0.03411486,0.37322664,1.60559619,3.04085126,0.04266856,0.91276937,0.14947128,0.03788589
-4.79939970,4.79855936,0.03314951,0.37997658,1.58901876,3.18454754,0.04179381,0.89710606,0.14652008,0.03647818
-4.79339670,4.93303621,0.03236160,0.38742780,1.58368632,3.32922298,0.04102173,0.88723419,0.14402751,0.03534606
-4.78739370,5.07297961,0.03172701,0.39536074,1.58900987,3.47243822,0.04032202,0.88260052,0.14191616,0.03444971
-4.78139070,5.21524393,0.03122251,0.40357712,1.60443806,3.61184093,0.03966700,0.88267180,0.14011464,0.03375227
-4.77538769,5.35692002,0.03082651,0.41190570,1.62948267,3.74522685,0.03903251,0.88695222,0.13855980,0.03322013
-4.76938469,5.49540575,0.03051961,0.42020688,1.66373698,3.87059582,0.03839839,0.89499700,0.13719834,0.03282309
-4.76338169,5.62846221,0.03028498,0.42837576,1.70688599,3.98620064,0.03774894,0.90642196,0.13598777,0.03253441
-4.75737869,5.75425391,0.03010845,0.43634370,1.75870773,4.09058697,0.03707304,0.92090877,0.13489660,0.03233069
-4.75137569,5.87137171,0.02997846,0.44407837,1.81906549,4.18262251,0.03636416,0.93820584,0.13390400,0.03219177
-4.74537269,5.97883832,0.02988588,0.45158214,1.88789139,4.26151460,0.03562018,0.95812512,0.13299895,0.03210047
-4.73936968,6.07609672,0.02982358,0.45888924,1.96516192,4.32681537,0.03484305,0.98053532,0.13217886,0.03204240
-4.73336668,6.16298297,0.02978605,0.46606157,2.05086698,4.37841473,0.03403838,1.00535196,0.13144807,0.03200569
-4.72736368,6.23968536,0.02976892,0.47318369,2.14497403,4.41652154,0.03321493,1.03252529,0.13081598,0.03198080
-4.72136068,6.30669260,0.02976849,0.48035709,2.24738960,4.44163416,0.03238415,1.06202674,0.13029534,0.03196024
-4.71535768,6.36473438,0.02978125,0.48769423,2.35792065,4.45450219,0.03155963,1.09383499,0.12990045,0.03193850
-4.70935468,6.41471770,0.02980363,0.49531258,2.47623823,4.45608122,0.03075668,1.12792265,0.12964565,0.03191192
-4.70335168,6.45766271,0.02983166,0.50332914,2.60184618,4.44748323,0.02999194,1.16424432,0.12954400,0.03187861
-4.69734867,6.49464148,0.02986090,0.51185554,2.73405720,4.42992503,0.02928311,1.20272711,0.12960624,0.03183853
-4.69134567,6.52672302,0.02988644,0.52099427,2.87197843,4.40467736,0.02864874,1.24326394,0.12984013,0.03179346
-4.68534267,6.55492715,0.02990303,0.53083587,3.01450821,4.37301707,0.02810812,1.28571048,0.13025007,0.03174713
-4.67933967,6.58018920,0.02990528,0.54145753,3.16034492,4.33618446,0.02768126,1.32988552,0.13083698,0.03170529
-4.67333667,6.60333662,0.02988803,0.55292277,3.30800826,4.29534743,0.02738888,1.37557512,0.13159849,0.03167579
-4.66733367,6.62507780,0.02984673,0.56528238,3.45587253,4.25157381,0.02725246,1.42253984,0.13252925,0.03166866
-4.66133067,6.64600230,0.02977780,0.57857617,3.60221043,4.20581217,0.02729424,1.47052477,0.13362140,0.03169608
-4.65532766,6.66659099,0.02967905,0.59283546,3.74524558,4.15888138,0.02753719,1.51927132,0.13486502,0.03177228
-4.64932466,6.68723374,0.02955002,0.60808580,3.88321084,4.11146816,0.02800484,1.56852983,0.13624867,0.03191345
-4.64332166,6.70825172,0.02939220,0.62434956,4.01440931,4.06413164,0.02872105,1.61807199,0.13775975,0.03213735
