energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.63981991,4.06258576,0.07249517,0.64955540,1.19747822,1.57150950,0.08645623,1.01040175
-5.63381691,3.96731972,0.06978480,0.62771124,1.17425858,1.52612646,0.08425568,1.00097273
-5.62781391,3.87488998,0.06700053,0.60533487,1.15137324,1.48079273,0.08211269,0.99412728
-5.62181091,3.78848072,0.06419573,0.58292804,1.12966599,1.43678346,0.08010513,0.99064447
-5.61580790,3.71114199,0.06142422,0.56098759,1.10994930,1.39534679,0.07830536,0.99123764
-5.60980490,3.64569374,0.05873876,0.53999132,1.09297643,1.35766810,0.07677819,0.99652827
-5.60380190,3.59463843,0.05618970,0.52038497,1.07941643,1.32483678,0.07557908,1.00702261
-5.59779890,3.56008585,0.05382359,0.50257104,1.06983312,1.29781669,0.07475275,1.02309185
-5.59179590,3.54369333,0.05168203,0.48689963,1.06466904,1.27742161,0.07433230,1.04495699
-5.58579290,3.54662346,0.04980062,0.47366183,1.06423518,1.26429620,0.07433868,1.07267900
-5.57978989,3.56952099,0.04820820,0.46308563,1.06870682,1.25890343,0.07478079,1.10615482
-5.57378689,3.61250935,0.04692626,0.45533450,1.07812584,1.26151832,0.07565590,1.14511944
-5.56778389,3.67520656,0.04596861,0.45050851,1.09240905,1.27222827,0.07695065,1.18915405
-5.56178089,3.75675920,0.04534134,0.44864774,1.11136224,1.29093939,0.07864230,1.23769990
-5.55577789,3.85589255,0.04504294,0.44973762,1.13469907,1.31738847,0.08070033,1.29007739
-5.54977489,3.97097402,0.04506463,0.45371587,1.16206375,1.35115957,0.08308832,1.34550960
-5.54377189,4.10008698,0.04539094,0.46048054,1.19305636,1.39170443,0.08576589,1.40314920
-5.53776888,4.24111103,0.04600032,0.46989860,1.22725954,1.43836566,0.08869067,1.46210774
-5.53176588,4.39180548,0.04686595,0.48181465,1.26426493,1.49040153,0.09182028,1.52148598
-5.52576288,4.54989195,0.04795659,0.49605934,1.30369837,1.54701145,0.09511410,1.58040415
-5.51975988,4.71313293,0.04923749,0.51245695,1.34524230,1.60736107,0.09853477,1.63803079
-5.51375688,4.87940319,0.05067129,0.53083198,1.38865446,1.67060629,0.10204945,1.69360908
-5.50775388,5.04675134,0.05221897,0.55101438,1.43378192,1.73591531,0.10563064,1.74647971
-5.50175088,5.21344976,0.05384071,0.57284334,1.48056981,1.80248834,0.10925668,1.79609936
-5.49574787,5.37803162,0.05549681,0.59616957,1.52906448,1.86957462,0.11291176,1.84205432
-5.48974487,5.53931427,0.05714847,0.62085619,1.57941083,1.93648645,0.11658552,1.88406866
-5.48374187,5.69640923,0.05875860,0.64677821,1.63184422,2.00261038,0.12027240,1.92200712
-5.47773887,5.84871955,0.06029251,0.67382100,1.68667719,2.06741550,0.12397051,1.95587256
-5.47173587,5.99592558,0.06171859,0.70187787,1.74428185,2.13045907,0.12768036,1.98579844
-5.46573287,6.13796100,0.06300891,0.73084708,1.80506868,2.19138982,0.13140342,2.01203685
-5.45972986,6.27498101,0.06413968,0.76062858,1.86946279,2.24994900,0.13514061,2.03494274
-5.45372686,6.40732479,0.06509174,0.79112085,1.93787859,2.30596957,0.13889085,2.05495514
-5.44772386,6.53547431,0.06585089,0.82221791,2.01069419,2.35937368,0.14264973,2.07257633
-5.44172086,6.66001161,0.06640805,0.85380693,2.08822634,2.41016853,0.14640846,2.08834968
-5.43571786,6.78157626,0.06675946,0.88576652,2.17070716,2.45844079,0.15015315,2.10283722
-5.42971486,6.90082465,0.06690654,0.91796572,2.25826343,2.50434952,0.15386444,2.11659755
-5.42371186,7.01839230,0.06685582,0.95026390,2.35089939,2.54811758,0.15751758,2.13016496
-5.41770885,7.13486008,0.06661855,0.98251145,2.44848348,2.59002148,0.16108297,2.14403039
-5.41170585,7.25072498,0.06621025,1.01455114,2.55073985,2.63037969,0.16452709,2.15862457
-5.40570285,7.36637565,0.06565007,1.04622017,2.65724470,2.66953925,0.16781382,2.17430398
-5.39969985,7.48207301,0.06496010,1.07735266,2.76742785,2.70786106,0.17090614,2.19133975
-5.39369685,7.59793566,0.06416444,1.10778242,2.88057947,2.74570366,0.17376795,2.20990973
-5.38769385,7.71393023,0.06328831,1.13734589,2.99586205,2.78340626,0.17636608,2.23009398
-5.38169085,7.82986642,0.06235701,1.16588500,3.11232716,2.82127114,0.17867230,2.25187348
-5.37568784,7.94539673,0.06139498,1.19324991,3.22893696,2.85954628,0.18066517,2.27513233
-5.36968484,8.06002087,0.06042478,1.21930145,3.34458970,2.89840890,0.18233167,2.29966313
-5.36368184,8.17309502,0.05946621,1.24391324,3.45814889,2.93795064,0.18366845,2.32517559
-5.35767884,8.28384587,0.05853556,1.26697344,3.56847520,2.97816553,0.18468268,2.35130805
-5.35167584,8.39138981,0.05764495,1.28838608,3.67446052,3.01894133,0.18539237,2.37764178
-5.34567284,8.49475702,0.05680195,1.30807217,3.77506302,3.06005520,0.18582609,2.40371766
-5.33966983,8.59292059,0.05600931,1.32597045,3.86934230,3.10117432,0.18602220,2.42905475
-5.33366683,8.68483015,0.05526503,1.34203796,3.95649341,3.14186174,0.18602753,2.45317034
-5.32766383,8.76944939,0.05456254,1.35625048,4.03587854,3.18158781,0.18589554,2.47560080
-5.32166083,8.84579643,0.05389120,1.36860280,4.10705506,3.21974681,0.18568414,2.49592241
-5.31565783,8.91298568,0.05323691,1.37910903,4.16979862,3.25567836,0.18545318,2.51377145
-5.30965483,8.97026942,0.05258295,1.38780263,4.22412004,3.28869279,0.18526179,2.52886258
-5.30365183,9.01707692,0.05191088,1.39473645,4.27027478,3.31809927,0.18516569,2.54100463
-5.29764882,9.05304908,0.05120155,1.39998243,4.30876403,3.34323528,0.18521460,2.55011291
-5.29164582,9.07806591,0.05043616,1.40363096,4.34032649,3.36349603,0.18544984,2.55621718
-5.28564282,9.09226496,0.04959717,1.40578971,4.36592047,3.37836192,0.18590236,2.55946461
-5.27963982,9.09604832,0.04866930,1.40658188,4.38669610,3.38742274,0.18659106,2.56011722
-5.27363682,9.09007695,0.04764023,1.40614360,4.40395793,3.39039687,0.18752179,2.55854351
-5.26763382,9.07525123,0.04650125,1.40462051,4.41911859,3.38714448,0.18868674,2.55520431
-5.26163082,9.05267746,0.04524768,1.40216340,4.43364484,3.37767376,0.19006449,2.55063316
-5.25562781,9.02362120,0.04387909,1.39892300,4.44899749,3.36213967,0.19162056,2.54541185
-5.24962481,8.98944865,0.04239928,1.39504389,4.46656755,3.34083534,0.19330848,2.54014207
-5.24362181,8.95155877,0.04081609,1.39065795,4.48761076,3.31417644,0.19507126,2.53541439
-5.23761881,8.91130908,0.03914100,1.38587731,4.51318352,3.28267950,0.19684332,2.53177604
-5.23161581,8.86993911,0.03738860,1.38078744,4.54408308,3.24693550,0.19855260,2.52969900
-5.22561281,8.82849570,0.03557591,1.37544056,4.58079484,3.20758030,0.20012286,2.52955027
-5.21960980,8.78776455,0.03372162,1.36984999,4.62344974,3.16526377,0.20147610,2.53156579
-5.21360680,8.74821239,0.03184534,1.36398568,4.67179415,3.12061962,0.20253496,2.53582966
-5.20760380,8.70994383,0.02996677,1.35777155,4.72517448,3.07423763,0.20322498,2.54225992
-5.20160080,8.67267602,0.02810501,1.35108481,4.78253805,3.02664024,0.20347678,2.55060201
-5.19559780,8.63573366,0.02627787,1.34375776,4.84245088,2.97826476,0.20322792,2.56043045
-5.18959480,8.59806573,0.02450135,1.33558196,4.90313274,2.92945238,0.20242464,2.57115893
-5.18359180,8.55828392,0.02278916,1.32631501,4.96250840,2.88044455,0.20102315,2.58205880
-5.17758879,8.51472174,0.02115253,1.31568972,5.01827374,2.83138692,0.19899073,2.59228495
-5.17158579,8.46551190,0.01959998,1.30342545,5.06797407,2.78234053,0.19630649,2.60090821
-5.16558279,8.40867848,0.01813736,1.28924112,5.10909190,2.73329943,0.19296181,2.60695271
-5.15957979,8.34223946,0.01676795,1.27286948,5.13914025,2.68421362,0.18896048,2.60943638
-5.15357679,8.26431470,0.01549268,1.25407192,5.15575785,2.63501584,0.18431857,2.60741276
-5.14757379,8.17323382,0.01431045,1.23265316,5.15680178,2.58565054,0.17906403,2.60001200
-5.14157079,8.06763864,0.01321846,1.20847518,5.14043374,2.53610335,0.17323603,2.58647905
-5.13556778,7.94657503,0.01221261,1.18146957,5.10519604,2.48642932,0.16688410,2.56620727
-5.12956478,7.80956968,0.01128793,1.15164793,5.05007397,2.43677841,0.16006701,2.53876595
-5.12356178,7.65668815,0.01043890,1.11910952,4.97454195,2.38741695,0.15285158,2.50392030
-5.11755878,7.48857153,0.00965987,1.08404600,4.87859157,2.33874410,0.14531119,2.46164331
-5.11155578,7.30645049,0.00894532,1.04674302,4.76274057,2.29130258,0.13752433,2.41211903
-5.10555278,7.11213644,0.00829011,1.00757849,4.62802263,2.24578358,0.12957295,2.35573724
-5.09954977,6.90799097,0.00768967,0.96701777,4.47595896,2.20302588,0.12154081,2.29308027
-5.09354677,6.69687555,0.00714008,0.92560601,4.30851331,2.16400961,0.11351183,2.22490249
-5.08754377,6.48208481,0.00663819,0.88395798,4.12803288,2.12984532,0.10556841,2.15210408
-5.08154077,6.26726673,0.00618153,0.84274608,3.93717806,2.10175938,0.09778989,2.07570011
-5.07553777,6.05633424,0.00576831,0.80268685,3.73884455,2.08107657,0.09025109,1.99678680
-5.06953477,5.85337208,0.00539727,0.76452688,3.53608114,2.06920079,0.08302093,1.91650634
-5.06353177,5.66254328,0.00506763,0.72902839,3.33200710,2.06759505,0.07616132,1.83601192
-5.05752876,5.48799869,0.00477887,0.69695542,3.12973205,2.07776119,0.06972615,1.75643435
-5.05152576,5.33379282,0.00453059,0.66906065,2.93228175,2.10122010,0.06376053,1.67885144
-5.04552276,5.20380815,0.00432241,0.64607363,2.74253184,2.13949268,0.05830028,1.60426120
-5.03951976,5.10168949,0.00415376,0.62869025,2.56315165,2.19408145,0.05337157,1.53355940
-5.03351676,5.03078903,0.00402383,0.61756388,2.39655911,2.26645285,0.04899084,1.46752206
-5.02751376,4.99412195,0.00393140,0.61329783,2.24488727,2.35801946,0.04516492,1.40679292
-5.02151076,4.99433158,0.00387483,0.61643912,2.10996229,2.47012179,0.04189131,1.35187594
-5.01550775,5.03366286,0.00385198,0.62747327,1.99329210,2.60400877,0.03915870,1.30313231
-5.00950475,5.11394212,0.00386023,0.64681961,1.89606455,2.76081617,0.03694760,1.26078190
-5.00350175,5.23656122,0.00389648,0.67482687,1.81915341,2.94154228,0.03523115,1.22490825
-4.99749875,5.40246400,0.00395722,0.71176857,1.76313041,3.14702038,0.03397600,1.19546674
-4.99149575,5.61213310,0.00403858,0.75783784,1.72828132,3.37788744,0.03314328,1.17229530
-4.98549275,5.86557580,0.00413648,0.81314142,1.71462426,3.63454930,0.03268974,1.15512687
-4.97948974,6.16230778,0.00424666,0.87769266,1.72192842,3.91714252,0.03256879,1.14360333
-4.97348674,6.50133455,0.00436492,0.95140353,1.74973182,4.22549366,0.03273165,1.13729005
-4.96748374,6.88113069,0.00448714,1.03407573,1.79735689,4.55907728,0.03312851,1.13569097
-4.96148074,7.29961807,0.00460951,1.12539125,1.86392328,4.91697415,0.03370964,1.13826341
-4.95547774,7.75414463,0.00472862,1.22490288,1.94835758,5.29783170,0.03442646,1.14443269
-4.94947474,8.24146602,0.00484160,1.33202518,2.04940016,5.69982897,0.03523259,1.15360597
-4.94347174,8.75773269,0.00494622,1.44602689,2.16560973,6.12064860,0.03608481,1.16518536
-4.93746873,9.29848569,0.00504099,1.56602532,2.29536664,6.55745840,0.03694387,1.17857989
-4.93146573,9.85866397,0.00512525,1.69098377,2.43687604,7.00690503,0.03777525,1.19321649
-4.92546273,10.43262652,0.00519918,1.81971278,2.58817241,7.46512215,0.03854977,1.20854977
-4.91945973,11.01419181,0.00526387,1.95087586,2.74712701,7.92775505,0.03924401,1.22407052
-4.91345673,11.59669672,0.00532127,2.08300036,2.91145952,8.39000303,0.03984067,1.23931316
-4.90745373,12.17307639,0.00537418,2.21449384,3.07875526,8.84668050,0.04032863,1.25386185
-4.90145073,12.73596530,0.00542622,2.34366609,3.24648899,9.29229670,0.04070297,1.26735565
-4.89544772,13.27781908,0.00548171,2.46875669,3.41205578,9.72115316,0.04096475,1.27949253
-4.88944472,13.79105510,0.00554558,2.58796750,3.57280924,10.12745714,0.04112069,1.29003243
-4.88344172,14.26820896,0.00562325,2.69949964,3.72610659,10.50544839,0.04118263,1.29879951
-4.87743872,14.70210270,0.00572052,2.80159364,3.86935987,10.84953567,0.04116695,1.30568338
-4.87143572,15.08601969,0.00584337,2.89257169,4.00009173,11.15443877,0.04109382,1.31063970
-4.86543272,15.41388017,0.00599788,2.97088037,4.11599404,11.41533126,0.04098645,1.31368987
-4.85942971,15.68041094,0.00618997,3.03513247,4.21498712,11.62797856,0.04087016,1.31491990
-4.85342671,15.88130236,0.00642535,3.08414605,4.29527700,11.78886622,0.04077157,1.31447835
-4.84742371,16.01334596,0.00670927,3.11697926,4.35540820,11.89531283,0.04071768,1.31257338
-4.84142071,16.07454617,0.00704639,3.13295942,4.39430948,11.94556286,0.04073503,1.30946855
-4.83541771,16.06420057,0.00744064,3.13170499,4.41132996,11.93885505,0.04084888,1.30547746
-4.82941471,15.98294411,0.00789507,3.11313945,4.40626370,11.87546283,0.04108248,1.30095705
-4.82341171,15.83275395,0.00841169,3.07749641,4.37936107,11.75670436,0.04145643,1.29629945
-4.81740870,15.61691331,0.00899139,3.02531549,4.33132572,11.58492100,0.04198807,1.29192231
-4.81140570,15.33993416,0.00963380,2.95742921,4.26329690,11.36342416,0.04269106,1.28825774
-4.80540270,15.00744071,0.01033721,2.87494102,4.17681727,11.09641188,0.04357503,1.28573982
-4.79939970,14.62601695,0.01109850,2.77919561,4.07378717,10.78885782,0.04464530,1.28479105
-4.79339670,14.20302336,0.01191311,2.67174231,3.95640697,10.44637631,0.04590278,1.28580784
-4.78739370,13.74638933,0.01277498,2.55429320,3.82710971,10.07506843,0.04734387,1.28914558
-4.78139070,13.26438870,0.01367661,2.42867731,3.68848656,9.68135458,0.04896056,1.29510374
-4.77538769,12.76540692,0.01460909,2.29679291,3.54320826,9.27179975,0.05074051,1.30391152
-4.76938469,12.25770849,0.01556216,2.16055932,3.39394555,8.85293804,0.05266729,1.31571475
-4.76338169,11.74921347,0.01652435,2.02187020,3.24329181,8.43110267,0.05472061,1.33056460
-4.75737869,11.24729147,0.01748314,1.88254982,3.09369109,8.01226783,0.05687670,1.34840882
-4.75137569,10.75858058,0.01842515,1.74431372,2.94737416,7.60190788,0.05910866,1.36908605
-4.74537269,10.28883792,0.01933640,1.60873495,2.80630496,7.20487859,0.06138691,1.39232375
-4.73936968,9.84282668,0.02020255,1.47721675,2.67213938,6.82532439,0.06367972,1.41774017
-4.73336668,9.42424324,0.02100925,1.35097219,2.54619753,6.46661406,0.06595374,1.44485058
-4.72736368,9.03568600,0.02174241,1.23101116,2.42945009,6.13130634,0.06817460,1.47307781
-4.72136068,8.67866582,0.02238860,1.11813451,2.32251875,5.82114558,0.07030754,1.50176707
-4.71535768,8.35365618,0.02293538,1.01293501,2.22568999,5.53708613,0.07231818,1.53020463
-4.70935468,8.06017952,0.02337161,0.91580464,2.13894103,5.27934325,0.07417318,1.55763980
-4.70335168,7.79692467,0.02368783,0.82694724,2.06197602,5.04746714,0.07584102,1.58330956
-4.69734867,7.56188912,0.02387650,0.74639573,1.99427062,4.84043580,0.07729280,1.60646491
-4.69134567,7.35253911,0.02393226,0.67403269,1.93512220,4.65676198,0.07850299,1.62639779
-4.68534267,7.16597963,0.02385213,0.60961329,1.88370336,4.49460887,0.07945016,1.64246755
-4.67933967,6.99912670,0.02363563,0.55278942,1.83911606,4.35190907,0.08011767,1.65412590
-4.67333667,6.84887409,0.02328484,0.50313404,1.80044383,4.22648188,0.08049424,1.66093895
-4.66733367,6.71224751,0.02280436,0.46016471,1.76679992,4.11614357,0.08057446,1.66260555
-4.66133067,6.58654009,0.02220122,0.42336561,1.73736929,4.01880670,0.08035910,1.65897101
-4.65532766,6.46942402,0.02148474,0.39220724,1.71144306,3.93256473,0.07985528,1.65003545
-4.64932466,6.35903492,0.02066621,0.36616351,1.68844412,3.85575930,0.07907647,1.63595640
-4.64332166,6.25402659,0.01975865,0.34472564,1.66794354,3.78702864,0.07804228,1.61704555
-4.63731866,6.15359582,0.01877648,0.32741301,1.64966749,3.72533630,0.07677802,1.59375970
-4.63131566,6.05747802,0.01773504,0.31378072,1.63349506,3.66998082,0.07531417,1.56668644
-4.62531266,5.96591618,0.01665030,0.30342422,1.61944795,3.62058741,0.07368553,1.53652514
-4.61930965,5.87960662,0.01553840,0.29598107,1.60767288,3.57708393,0.07193041,1.50406412
-4.61330665,5.79962597,0.01441524,0.29113044,1.59841844,3.53966381,0.07008953,1.47015523
-4.60730365,5.72734466,0.01329618,0.28859057,1.59200775,3.50873899,0.06820500,1.43568676
-4.60130065,5.66433207,0.01219566,0.28811477,1.58880878,3.48488648,0.06631917,1.40155600
-4.59529765,5.61225890,0.01112696,0.28948641,1.58920392,3.46879164,0.06447357,1.36864252
-4.58929465,5.57280165,0.01010199,0.29251334,1.59356031,3.46119162,0.06270786,1.33778330
-4.58329165,5.54755357,0.00913110,0.29702220,1.60220240,3.46282157,0.06105897,1.30975040
-4.57728864,5.53794583,0.00822306,0.30285292,1.61538773,3.47436603,0.05956025,1.28523204
-4.57128564,5.54518119,0.00738493,0.30985382,1.63328689,3.49641719,0.05824089,1.26481745
-4.56528264,5.57018203,0.00662219,0.31787735,1.65596807,3.52944110,0.05712541,1.24898561
-4.55927964,5.61355318,0.00593874,0.32677680,1.68338649,3.57375218,0.05623342,1.23809809
-4.55327664,5.67555914,0.00533704,0.33640397,1.71537871,3.62949600,0.05557945,1.23239561
-4.54727364,5.75611477,0.00481825,0.34660775,1.75166144,3.69663971,0.05517299,1.23199807
-4.54127064,5.85478762,0.00438238,0.35723365,1.79183457,3.77496909,0.05501860,1.23690747
-4.53526763,5.97081002,0.00402848,0.36812420,1.83538777,3.86409112,0.05511617,1.24701338
-4.52926463,6.10309878,0.00375476,0.37911996,1.88171009,3.96344077,0.05546117,1.26210022
-4.52326163,6.25028050,0.00355881,0.39006120,1.93010199,4.07229089,0.05604506,1.28185608
-4.51725863,6.41072076,0.00343770,0.40078994,1.97978935,4.18976421,0.05685560,1.30588236
-4.51125563,6.58255572,0.00338811,0.41115235,2.02993875,4.31484661,0.05787719,1.33370427
-4.50525263,6.76372541,0.00340646,0.42100127,2.07967395,4.44640129,0.05909124,1.36478166
-4.49924962,6.95200796,0.00348898,0.43019892,2.12809312,4.58318365,0.06047646,1.39852017
-4.49324662,7.14505497,0.00363175,0.43861946,2.17428666,4.72385698,0.06200918,1.43428273
-4.48724362,7.34042798,0.00383076,0.44615161,2.21735539,4.86700921,0.06366359,1.47140130
-4.48124062,7.53563654,0.00408195,0.45270104,2.25642920,5.01117116,0.06541203,1.50918904
-4.47523762,7.72817827,0.00438121,0.45819260,2.29068562,5.15483670,0.06722529,1.54695285
-4.46923462,7.91558111,0.00472437,0.46257232,2.31936852,5.29648506,0.06907289,1.58400635
-4.46323162,8.09544769,0.00510725,0.46580905,2.34180630,5.43460552,0.07092346,1.61968326
-4.45722861,8.26550170,0.00552565,0.46789574,2.35742935,5.56772428,0.07274509,1.65335100
-4.45122561,8.42363520,0.00597539,0.46885029,2.36578640,5.69443329,0.07450580,1.68442434
-4.44522261,8.56795599,0.00645229,0.46871581,2.36655891,5.81342008,0.07617407,1.71237880
-4.43921961,8.69683329,0.00695229,0.46756037,2.35957327,5.92349805,0.07771933,1.73676328
-4.43321661,8.80894016,0.00747143,0.46547599,2.34480990,6.02363566,0.07911258,1.75721173
-4.42721361,8.90329056,0.00800600,0.46257698,2.32240884,6.11298356,0.08032700,1.77345307
-4.42121061,8.97926921,0.00855253,0.45899748,2.29267120,6.19089819,0.08133851,1.78531921
-4.41520760,9.03665233,0.00910795,0.45488830,2.25605627,6.25696061,0.08212639,1.79275043
-4.40920460,9.07561794,0.00966962,0.45041305,2.21317380,6.31098937,0.08267376,1.79579807
-4.40320160,9.09674427,0.01023547,0.44574363,2.16477165,6.35304666,0.08296807,1.79462392
-4.39719860,9.10099601,0.01080400,0.44105524,2.11171893,6.38343695,0.08300140,1.78949646
-4.39119560,9.08969798,0.01137439,0.43652112,2.05498479,6.40269801,0.08277071,1.78078372
-4.38519260,9.06449686,0.01194649,0.43230700,1.99561383,6.41158426,0.08227795,1.76894294
-4.37918959,9.02731200,0.01252085,0.42856576,1.93469848,6.41104297,0.08153005,1.75450722
-4.37318659,8.98027670,0.01309863,0.42543231,1.87334948,6.40218397,0.08053867,1.73806956
-4.36718359,8.92567204,0.01368156,0.42301900,1.81266537,6.38624398,0.07931997,1.72026472
-4.36118059,8.86585538,0.01427182,0.42141170,1.75370203,6.36454677,0.07789415,1.70174946
-4.35517759,8.80318608,0.01487183,0.42066684,1.69744330,6.33846061,0.07628491,1.68318180
-4.34917459,8.73995105,0.01548412,0.42080943,1.64477372,6.30935449,0.07451881,1.66519987
-4.34317159,8.67829265,0.01611105,0.42183217,1.59645430,6.27855466,0.07262461,1.64840127
-4.33716858,8.62014163,0.01675458,0.42369578,1.55310212,6.24730318,0.07063248,1.63332340
-4.33116558,8.56715735,0.01741601,0.42633044,1.51517449,6.21671982,0.06857330,1.62042560
-4.32516258,8.52067750,0.01809573,0.42963826,1.48295810,6.18776868,0.06647786,1.61007366
-4.31915958,8.48167919,0.01879299,0.43349681,1.45656361,6.16123097,0.06437621,1.60252745
-4.31315658,8.45075294,0.01950568,0.43776339,1.43592569,6.13768475,0.06229698,1.59793195
-4.30715358,8.42809057,0.02023019,0.44227993,1.42080864,6.11749260,0.06026678,1.59631225
