energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,8.57710248,2.30426700,5.44468684,0.04122895,0.02655439,0.90853231,0.18449087,0.12687253,2.12948443
-5.99399700,8.64940811,2.32527441,5.49001659,0.04024878,0.02721393,0.91386241,0.18694521,0.12971480,2.13922152
-5.98799400,8.72084907,2.34033991,5.53959145,0.03927811,0.02780034,0.91686948,0.18893767,0.13227511,2.14650746
-5.98199100,8.78942595,2.34898840,5.59185356,0.03832823,0.02829961,0.91758171,0.19045863,0.13458014,2.15101570
-5.97598799,8.85325598,2.35085179,5.64521640,0.03740877,0.02869963,0.91607720,0.19151419,0.13666592,2.15251454
-5.96998499,8.91062234,2.34568261,5.69810111,0.03652748,0.02899062,0.91248385,0.19212633,0.13857698,2.15087669
-5.96398199,8.96001756,2.33336520,5.74897047,0.03569004,0.02916539,0.90697839,0.19233262,0.14036535,2.14608601
-5.95797899,9.00018011,2.31392418,5.79636018,0.03490003,0.02921956,0.89978446,0.19218548,0.14208928,2.13824108
-5.95197599,9.03012373,2.28752943,5.83890734,0.03415896,0.02915171,0.89116982,0.19175106,0.14381202,2.12755557
-5.94597299,9.04915918,2.25449713,5.87537593,0.03346647,0.02896339,0.88144254,0.19110768,0.14560036,2.11435533
-5.93996998,9.05690818,2.21528668,5.90467958,0.03282055,0.02865905,0.87094627,0.19034396,0.14752322,2.09907211
-5.93396698,9.05330967,2.17049321,5.92590127,0.03221787,0.02824585,0.86005457,0.18955670,0.14965024,2.08223401
-5.92796398,9.03861836,2.12083569,5.93831034,0.03165410,0.02773339,0.84916428,0.18884840,0.15205035,2.06445295
-5.92196098,9.01339560,2.06714094,5.94137633,0.03112434,0.02713338,0.83868796,0.18832472,0.15479036,2.04640913
-5.91595798,8.97849275,2.01032370,5.93477956,0.03062342,0.02645920,0.82904541,0.18809165,0.15793355,2.02883292
-5.90995498,8.93502715,1.95136362,5.91841800,0.03014633,0.02572545,0.82065449,0.18825268,0.16153828,2.01248455
-5.90395198,8.88435076,1.89127941,5.89240998,0.02968847,0.02494748,0.81392108,0.18890589,0.16565659,1.99813185
-5.89794897,8.82801181,1.83110141,5.85709214,0.02924591,0.02414084,0.80922862,0.19014101,0.17033280,1.98652674
-5.89194597,8.76770978,1.77184305,5.81301209,0.02881560,0.02332088,0.80692728,0.19203665,0.17560203,1.97838086
-5.88594297,8.70524430,1.71447239,5.76091545,0.02839549,0.02250221,0.80732299,0.19465759,0.18148883,1.97434105
-5.87993997,8.64245891,1.65988454,5.70172691,0.02798448,0.02169834,0.81066677,0.19805230,0.18800572,1.97496538
-5.87393697,8.58118094,1.60887597,5.63652536,0.02758249,0.02092135,0.81714462,0.20225073,0.19515190,1.98070050
-5.86793397,8.52315903,1.56212154,5.56651341,0.02719021,0.02018155,0.82686836,0.20726257,0.20291197,1.99186103
-5.86193097,8.47000025,1.52015507,5.49298201,0.02680904,0.01948735,0.83986789,0.21307576,0.21125490,2.00861185
-5.85592796,8.42310917,1.48335409,5.41727116,0.02644075,0.01884507,0.85608518,0.21965572,0.22013329,2.03095420
-5.84992496,8.38363130,1.45192949,5.34072809,0.02608729,0.01825894,0.87537056,0.22694506,0.22948292,2.05871602
-5.84392196,8.35240348,1.42592025,5.26466453,0.02575046,0.01773112,0.89748139,0.23486391,0.23922273,2.09154755
-5.83791896,8.32991373,1.40519371,5.19031490,0.02543166,0.01726176,0.92208363,0.24331102,0.24925536,2.12892235
-5.83191596,8.31627295,1.38945123,5.11879726,0.02513163,0.01684923,0.94875630,0.25216545,0.25946812,2.17014426
-5.82591296,8.31120020,1.37823931,5.05107888,0.02485022,0.01649026,0.97699899,0.26128894,0.26973469,2.21436026
-5.81990995,8.31402304,1.37096563,4.98794803,0.02458623,0.01618026,1.00624228,0.27052900,0.27991724,2.26057913
-5.81390695,8.32369351,1.36691959,4.92999336,0.02433733,0.01591354,1.03586083,0.27972241,0.28986919,2.30769548
-5.80790395,8.33881958,1.36529670,4.87759185,0.02410005,0.01568364,1.06518887,0.28869925,0.29943843,2.35451835
-5.80190095,8.35771128,1.36522578,4.83090575,0.02386979,0.01548365,1.09353753,0.29728722,0.30847092,2.39980361
-5.79589795,8.37843956,1.36579820,4.78988864,0.02364102,0.01530648,1.12021339,0.30531614,0.31681453,2.44228892
-5.78989495,8.39890566,1.36609791,4.75430002,0.02340745,0.01514514,1.14453771,0.31262244,0.32432306,2.48072996
-5.78389195,8.41691784,1.36523132,4.72372753,0.02316230,0.01499302,1.16586550,0.31905351,0.33086017,2.51393660
-5.77788894,8.43027207,1.36235580,4.69761553,0.02289863,0.01484407,1.18360370,0.32447169,0.33630314,2.54080761
-5.77188594,8.43683307,1.35670582,4.67529829,0.02260966,0.01469303,1.19722789,0.32875785,0.34054629,2.56036246
-5.76588294,8.43461200,1.34761579,4.65603602,0.02228914,0.01453552,1.20629676,0.33181435,0.34350393,2.57176916
-5.75987994,8.42183738,1.33453877,4.63905180,0.02193167,0.01436813,1.21046389,0.33356728,0.34511265,2.57436692
-5.75387694,8.39701616,1.31706051,4.62356757,0.02153304,0.01418850,1.20948642,0.33396802,0.34533299,2.56768304
-5.74787394,8.35898241,1.29490839,4.60883727,0.02109044,0.01399524,1.20323033,0.33299390,0.34415036,2.55144326
-5.74187094,8.30693183,1.26795499,4.59417575,0.02060268,0.01378795,1.19167222,0.33064814,0.34157517,2.52557566
-5.73586793,8.24044089,1.23621661,4.57898211,0.02007031,0.01356709,1.17489763,0.32695906,0.33764220,2.49020784
-5.72986493,8.15947032,1.19984670,4.56275656,0.01949564,0.01333384,1.15309618,0.32197852,0.33240936,2.44565806
-5.72386193,8.06435325,1.15912492,4.54511041,0.01888269,0.01309003,1.12655369,0.31577983,0.32595573,2.39242066
-5.71785893,7.95576922,1.11444239,4.52576887,0.01823706,0.01283790,1.09564188,0.30845515,0.31837913,2.33114681
-5.71185593,7.83470561,1.06628391,4.50456710,0.01756570,0.01257996,1.06080597,0.30011250,0.30979325,2.26262133
-5.70585293,7.70240885,1.01520804,4.48144003,0.01687666,0.01231884,1.02255094,0.29087259,0.30032451,2.18773681
-5.69984992,7.56032780,0.96182593,4.45640687,0.01617875,0.01205710,0.98142685,0.28086542,0.29010874,2.10746604
-5.69384692,7.41005218,0.90677982,4.42955150,0.01548117,0.01179710,0.93801381,0.27022700,0.27928782,2.02283378
-5.68784392,7.25324890,0.85072207,4.40100014,0.01479317,0.01154086,0.89290722,0.25909606,0.26800634,1.93488904
-5.68184092,7.09159910,0.79429553,4.37089762,0.01412362,0.01129000,0.84670361,0.24761102,0.25640848,1.84467858
-5.67583792,6.92673862,0.73811570,4.33938401,0.01348074,0.01104559,0.79998751,0.23590716,0.24463507,1.75322255
-5.66983492,6.76020423,0.68275558,4.30657278,0.01287173,0.01080821,0.75331970,0.22411414,0.23282097,1.66149294
-5.66383192,6.59338759,0.62873314,4.27253195,0.01230256,0.01057784,0.70722698,0.21235387,0.22109278,1.57039503
-5.65782891,6.42749857,0.57650191,4.23726941,0.01177775,0.01035395,0.66219370,0.20073873,0.20956695,1.48075254
-5.65182591,6.26353899,0.52644468,4.20072310,0.01130027,0.01013550,0.61865490,0.18937016,0.19834825,1.39329623
-5.64582291,6.10228707,0.47887016,4.16275659,0.01087147,0.00992104,0.57699135,0.17833765,0.18752862,1.30865621
-5.63981991,5.94429286,0.43401247,4.12316042,0.01049113,0.00970877,0.53752606,0.16771806,0.17718638,1.22735770
