energy_ev,total_up,Bi_p_up,Bi_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,1.03594552,0.35428749,0.00897127,1.06898872,0.16521232,0.06949116,0.22645025
-5.99399700,0.92349260,0.31713760,0.00798083,0.95697158,0.14688423,0.06120698,0.20154098
-5.98799400,0.81817871,0.28202537,0.00705703,0.85108145,0.12981505,0.05362622,0.17829787
-5.98199100,0.72035555,0.24914425,0.00620204,0.75190776,0.11403912,0.04673067,0.15677928
-5.97598799,0.63023177,0.21863101,0.00541682,0.65986827,0.09957017,0.04049679,0.13701450
-5.96998499,0.54787951,0.19056755,0.00470129,0.57521461,0.08640251,0.03489631,0.11900533
-5.96398199,0.47324468,0.16498427,0.00405431,0.49804255,0.07451274,0.02989701,0.10272830
-5.95797899,0.40616011,0.14186478,0.00347388,0.42830623,0.06386177,0.02546339,0.08813759
-5.95197599,0.34636107,0.12115157,0.00295720,0.36583547,0.05439722,0.02155753,0.07516827
-5.94597299,0.29350215,0.10275235,0.00250087,0.31035499,0.04605592,0.01813977,0.06373990
-5.93996998,0.24717482,0.08654673,0.00210100,0.26150460,0.03876654,0.01516960,0.05376017
-5.93396698,0.20692494,0.07239294,0.00175334,0.21885953,0.03245215,0.01260629,0.04512856
-5.92796398,0.17226943,0.06013428,0.00145346,0.18195002,0.02703267,0.01040965,0.03773982
-5.92196098,0.14271173,0.04960516,0.00119683,0.15027947,0.02242711,0.00854058,0.03148710
-5.91595798,0.11775548,0.04063649,0.00097896,0.12334084,0.01855551,0.00696162,0.02626476
-5.90995498,0.09691626,0.03306043,0.00079548,0.10063069,0.01534065,0.00563739,0.02197068
-5.90395198,0.07973110,0.02671424,0.00064222,0.08166093,0.01270938,0.00453485,0.01850820
-5.89794897,0.06576594,0.02144344,0.00051527,0.06596811,0.01059362,0.00362363,0.01578738
-5.89194597,0.05462082,0.01710414,0.00041103,0.05312027,0.00893104,0.00287605,0.01372602
-5.88594297,0.04593322,0.01356468,0.00032622,0.04272171,0.00766551,0.00226727,0.01225000
-5.87993997,0.03937960,0.01070667,0.00025792,0.03441568,0.00674716,0.00177520,0.01129341
-5.87393697,0.03467548,0.00842544,0.00020356,0.02788551,0.00613234,0.00138041,0.01079819
-5.86793397,0.03157432,0.00663009,0.00016090,0.02285424,0.00578331,0.00106605,0.01071358
-5.86193097,0.02986539,0.00524315,0.00012806,0.01908326,0.00566785,0.00081759,0.01099530
-5.85592796,0.02937114,0.00420013,0.00010344,0.01637020,0.00575876,0.00062269,0.01160458
-5.84992496,0.02994407,0.00344871,0.00008576,0.01454619,0.00603327,0.00047096,0.01250714
-5.84392196,0.03146348,0.00294803,0.00007400,0.01347294,0.00647248,0.00035371,0.01367211
-5.83791896,0.03383224,0.00266784,0.00006739,0.01303968,0.00706084,0.00026379,0.01507098
-5.83191596,0.03697381,0.00258768,0.00006540,0.01316018,0.00778557,0.00019535,0.01667664
-5.82591296,0.04082948,0.00269615,0.00006768,0.01376992,0.00863625,0.00014365,0.01846257
-5.81990995,0.04535607,0.00299012,0.00007410,0.01482353,0.00960444,0.00010489,0.02040216
-5.81390695,0.05052400,0.00347414,0.00008467,0.01629243,0.01068337,0.00007605,0.02246821
-5.80790395,0.05631580,0.00415972,0.00009958,0.01816283,0.01186777,0.00005475,0.02463268
-5.80190095,0.06272496,0.00506473,0.00011914,0.02043391,0.01315368,0.00003913,0.02686659
-5.79589795,0.06975510,0.00621278,0.00014381,0.02311629,0.01453844,0.00002778,0.02914016
-5.78989495,0.07741935,0.00763250,0.00017412,0.02623055,0.01602066,0.00001958,0.03142315
-5.78389195,0.08573974,0.00935677,0.00021072,0.02980590,0.01760022,0.00001371,0.03368534
-5.77788894,0.09474662,0.01142185,0.00025432,0.03387883,0.01927831,0.00000954,0.03589713
-5.77188594,0.10447785,0.01386630,0.00030567,0.03849171,0.02105742,0.00000661,0.03803030
-5.76588294,0.11497764,0.01672986,0.00036557,0.04369123,0.02294129,0.00000457,0.04005872
-5.75987994,0.12629500,0.02005199,0.00043476,0.04952675,0.02493482,0.00000318,0.04195915
-5.75387694,0.13848168,0.02387039,0.00051399,0.05604834,0.02704384,0.00000225,0.04371192
-5.74787394,0.15158954,0.02821930,0.00060390,0.06330472,0.02927481,0.00000168,0.04530157
-5.74187094,0.16566739,0.03312761,0.00070503,0.07134096,0.03163449,0.00000137,0.04671734
-5.73586793,0.18075734,0.03861705,0.00081774,0.08019607,0.03412934,0.00000130,0.04795345
-5.72986493,0.19689074,0.04470024,0.00094222,0.08990052,0.03676505,0.00000144,0.04900927
-5.72386193,0.21408400,0.05137888,0.00107839,0.10047385,0.03954583,0.00000182,0.04988926
-5.71785893,0.23233433,0.05864207,0.00122591,0.11192240,0.04247379,0.00000249,0.05060269
-5.71185593,0.25161580,0.06646495,0.00138413,0.12423737,0.04554830,0.00000354,0.05116325
-5.70585293,0.27187594,0.07480760,0.00155207,0.13739337,0.04876540,0.00000510,0.05158848
-5.69984992,0.29303314,0.08361451,0.00172840,0.15134743,0.05211730,0.00000737,0.05189909
-5.69384692,0.31497516,0.09281451,0.00191148,0.16603888,0.05559214,0.00001062,0.05211820
-5.68784392,0.33755900,0.10232135,0.00209930,0.18138987,0.05917375,0.00001521,0.05227061
-5.68184092,0.36061217,0.11203483,0.00228957,0.19730684,0.06284185,0.00002165,0.05238211
-5.67583792,0.38393568,0.12184273,0.00247975,0.21368279,0.06657229,0.00003062,0.05247875
-5.66983492,0.40730855,0.13162322,0.00266710,0.23040044,0.07033771,0.00004299,0.05258641
-5.66383192,0.43049388,0.14124791,0.00284876,0.24733604,0.07410827,0.00005992,0.05273036
-5.65782891,0.45324624,0.15058532,0.00302183,0.26436384,0.07785276,0.00008295,0.05293510
-5.65182591,0.47532016,0.15950476,0.00318347,0.28136097,0.08153971,0.00011399,0.05322435
-5.64582291,0.49647929,0.16788033,0.00333104,0.29821249,0.08513875,0.00015553,0.05362117
-5.63981991,0.51650590,0.17559495,0.00346212,0.31481647,0.08862194,0.00021070,0.05414839
-5.63381691,0.53521021,0.18254421,0.00357473,0.33108877,0.09196508,0.00028340,0.05482902
-5.62781391,0.55243914,0.18863996,0.00366735,0.34696732,0.09514902,0.00037845,0.05568695
-5.62181091,0.56808406,0.19381326,0.00373903,0.36241579,0.09816070,0.00050177,0.05674766
-5.61580790,0.58208712,0.19801678,0.00378949,0.37742634,0.10099408,0.00066051,0.05803898
-5.60980490,0.59444590,0.20122638,0.00381919,0.39202146,0.10365077,0.00086326,0.05959193
-5.60380190,0.60521619,0.20344190,0.00382934,0.40625482,0.10614041,0.00112018,0.06144148
-5.59779890,0.61451271,0.20468705,0.00382194,0.42021111,0.10848076,0.00144317,0.06362731
-5.59179590,0.62250786,0.20500851,0.00379979,0.43400488,0.11069749,0.00184600,0.06619441
-5.58579290,0.62942858,0.20447421,0.00376644,0.44777864,0.11282368,0.00234439,0.06919361
-5.57978989,0.63555133,0.20317093,0.00372615,0.46170010,0.11489916,0.00295606,0.07268185
-5.57378689,0.64119571,0.20120141,0.00368383,0.47595887,0.11696956,0.00370067,0.07672225
-5.56778389,0.64671669,0.19868100,0.00364491,0.49076263,0.11908522,0.00459973,0.08138395
-5.56178089,0.65249595,0.19573405,0.00361523,0.50633289,0.12129998,0.00567634,0.08674160
-5.55577789,0.65893238,0.19249032,0.00360094,0.52290045,0.12366984,0.00695489,0.09287443
-5.54977489,0.66643224,0.18908133,0.00360827,0.54070052,0.12625159,0.00846052,0.09986499
-5.54377189,0.67539887,0.18563697,0.00364344,0.55996748,0.12910132,0.01021853,0.10779740
-5.53776888,0.68622232,0.18228236,0.00371244,0.58092930,0.13227290,0.01225365,0.11675514
-5.53176588,0.69926891,0.17913508,0.00382084,0.60380148,0.13581647,0.01458907,0.12681835
-5.52576288,0.71487080,0.17630278,0.00397363,0.62878050,0.13977675,0.01724548,0.13806062
-5.51975988,0.73331567,0.17388118,0.00417505,0.65603667,0.14419141,0.02023992,0.15054550
-5.51375688,0.75483654,0.17195249,0.00442836,0.68570644,0.14908937,0.02358456,0.16432245
-5.50775388,0.77960195,0.17058413,0.00473576,0.71788426,0.15448905,0.02728555,0.17942275
-5.50175088,0.80770657,0.16982779,0.00509817,0.75261407,0.16039668,0.03134178,0.19585521
-5.49574787,0.83916259,0.16971879,0.00551519,0.78988080,0.16680468,0.03574381,0.21360207
-5.48974487,0.87389216,0.17027560,0.00598498,0.82960214,0.17369015,0.04047289,0.23261508
-5.48374187,0.91172135,0.17149967,0.00650422,0.87162115,0.18101369,0.04550029,0.25281230
-5.47773887,0.95237602,0.17337538,0.00706813,0.91570008,0.18871847,0.05078678,0.27407560
-5.47173587,0.99548014,0.17587018,0.00767053,0.96151622,0.19672981,0.05628259,0.29624916
-5.46573287,1.04055708,0.17893506,0.00830389,1.00865996,0.20495536,0.06192764,0.31913932
-5.45972986,1.08703418,0.18250518,0.00895958,1.05663606,0.21328587,0.06765227,0.34251576
-5.45372686,1.13425105,0.18650082,0.00962798,1.10486807,0.22159675,0.07337834,0.36611428
-5.44772386,1.18147166,0.19082867,0.01029882,1.15270654,0.22975039,0.07902080,0.38964117
-5.44172086,1.22790035,0.19538355,0.01096141,1.19944098,0.23759922,0.08448965,0.41277914
-5.43571786,1.27270137,0.20005041,0.01160503,1.24431540,0.24498954,0.08969219,0.43519475
-5.42971486,1.31502168,0.20470685,0.01221924,1.28654731,0.25176596,0.09453563,0.45654706
-5.42371186,1.35401615,0.20922591,0.01279426,1.32534940,0.25777631,0.09892980,0.47649740
-5.41770885,1.38887448,0.21347930,0.01332131,1.35995343,0.26287682,0.10278993,0.49471966
-5.41170585,1.41884863,0.21734081,0.01379294,1.38963512,0.26693745,0.10603944,0.51091091
-5.40570285,1.44327970,0.22068994,0.01420330,1.41373931,0.26984697,0.10861243,0.52480185
-5.39969985,1.46162303,0.22341559,0.01454837,1.43170408,0.27151765,0.11045605,0.53616663
-5.39369685,1.47347033,0.22541963,0.01482612,1.44308285,0.27188930,0.11153229,0.54483160
-5.38769385,1.47856779,0.22662035,0.01503659,1.44756343,0.27093242,0.11181941,0.55068259
-5.38169085,1.47682915,0.22695550,0.01518185,1.44498303,0.26865032,0.11131274,0.55367045
-5.37568784,1.46834312,0.22638493,0.01526591,1.43533857,0.26507997,0.11002494,0.55381447
-5.36968484,1.45337460,0.22489254,0.01529456,1.41879178,0.26029166,0.10798558,0.55120350
-5.36368184,1.43235962,0.22248774,0.01527504,1.39566875,0.25438741,0.10524019,0.54599490
-5.35767884,1.40589404,0.21920595,0.01521575,1.36645393,0.24749809,0.10184874,0.53841095
-5.35167584,1.37471651,0.21510849,0.01512581,1.33177885,0.23977946,0.09788365,0.52873326
-5.34567284,1.33968631,0.21028156,0.01501470,1.29240595,0.23140735,0.09342746,0.51729502
-5.33966983,1.30175699,0.20483448,0.01489173,1.24920812,0.22257204,0.08857015,0.50447164
-5.33366683,1.26194686,0.19889719,0.01476570,1.20314486,0.21347220,0.08340645,0.49066990
-5.32766383,1.22130752,0.19261705,0.01464442,1.15523584,0.20430857,0.07803294,0.47631618
-5.32166083,1.18089158,0.18615506,0.01453440,1.10653292,0.19527779,0.07254544,0.46184399
-5.31565783,1.14172080,0.17968162,0.01444057,1.05809148,0.18656633,0.06703640,0.44768138
-5.30965483,1.10475584,0.17337188,0.01436606,1.01094208,0.17834509,0.06159271,0.43423849
-5.30365183,1.07086845,0.16740096,0.01431211,0.96606327,0.17076462,0.05629378,0.42189577
-5.29764882,1.04081714,0.16193897,0.01427808,0.92435640,0.16395115,0.05121005,0.41099302
-5.29164582,1.01522689,0.15714619,0.01426149,0.88662295,0.15800364,0.04640187,0.40181977
-5.28564282,0.99457351,0.15316839,0.01425828,0.85354515,0.15299178,0.04191886,0.39460709
-5.27963982,0.97917288,0.15013252,0.01426302,0.82567008,0.14895498,0.03779967,0.38952119
-5.27363682,0.96917527,0.14814290,0.01426925,0.80339782,0.14590249,0.03407204,0.38665883
-5.26763382,0.96456471,0.14727797,0.01426990,0.78697360,0.14381430,0.03075330,0.38604479
-5.26163082,0.96516335,0.14758783,0.01425765,0.77648433,0.14264300,0.02785104,0.38763137
-5.25562781,0.97064029,0.14909250,0.01422541,0.77185930,0.14231641,0.02536411,0.39129997
-5.24962481,0.98052485,0.15178122,0.01416667,0.77287515,0.14274073,0.02328366,0.39686475
-5.24362181,0.99422343,0.15561255,0.01407588,0.77916482,0.14380435,0.02159434,0.40407821
-5.23761881,1.01103967,0.16051553,0.01394881,0.79023032,0.14538192,0.02027559,0.41263860
-5.23161581,1.03019716,0.16639173,0.01378274,0.80545893,0.14733864,0.01930281,0.42219897
-5.22561281,1.05086403,0.17311829,0.01357668,0.82414246,0.14953477,0.01864859,0.43237758
-5.21960980,1.07217867,0.18055164,0.01333142,0.84549894,0.15182993,0.01828379,0.44276937
-5.21360680,1.09327586,0.18853201,0.01304953,0.86869625,0.15408733,0.01817857,0.45295825
-5.20760380,1.11331247,0.19688843,0.01273529,0.89287683,0.15617775,0.01830322,0.46252962
-5.20160080,1.13149186,0.20544404,0.01239452,0.91718285,0.15798300,0.01862891,0.47108294
-5.19559780,1.14708644,0.21402155,0.01203432,0.94078090,0.15939899,0.01912826,0.47824379
-5.18959480,1.15945726,0.22244853,0.01166277,0.96288541,0.16033819,0.01977573,0.48367502
-5.18359180,1.16807041,0.23056243,0.01128861,0.98277996,0.16073143,0.02054791,0.48708662
-5.17758879,1.17250932,0.23821497,0.01092086,0.99983565,0.16052905,0.02142363,0.48824391
-5.17158579,1.17248277,0.24527584,0.01056844,1.01352597,0.15970134,0.02238393,0.48697382
-5.16558279,1.16782820,0.25163545,0.01023982,1.02343755,0.15823821,0.02341189,0.48316892
-5.15957979,1.15851048,0.25720666,0.00994263,1.02927641,0.15614832,0.02449243,0.47678924
-5.15357679,1.14461600,0.26192549,0.00968336,1.03086962,0.15345745,0.02561191,0.46786160
-5.14757379,1.12634265,0.26575073,0.00946713,1.02816241,0.15020648,0.02675778,0.45647677
-5.14157079,1.10398617,0.26866253,0.00929744,1.02121089,0.14644879,0.02791816,0.44278446
-5.13556778,1.07792349,0.27066022,0.00917604,1.01017111,0.14224751,0.02908136,0.42698644
-5.12956478,1.04859399,0.27175937,0.00910288,0.99528488,0.13767244,0.03023557,0.40932815
