energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.78989495,1.85564682,1.82021998,0.15394941,0.01697840,0.37165986,0.47494987,0.13345855,0.83520807,0.00000000
-5.78389195,1.83440303,1.80060814,0.15165561,0.01778437,0.36996952,0.46397245,0.13225860,0.82169885,0.00000000
-5.77788894,1.80800728,1.77408293,0.14914874,0.01861154,0.36669338,0.45225801,0.13081485,0.80619242,0.00000000
-5.77188594,1.77669451,1.74088003,0.14643976,0.01945584,0.36185469,0.43994190,0.12913858,0.78884590,0.00000000
-5.76588294,1.74073788,1.70129272,0.14354031,0.02031367,0.35549369,0.42715547,0.12724279,0.76982561,0.00000000
-5.75987994,1.70044710,1.65567128,0.14046299,0.02118173,0.34766764,0.41402437,0.12514200,0.74930529,0.00000000
-5.75387694,1.65616654,1.60442229,0.13722159,0.02205681,0.33845077,0.40066726,0.12285199,0.72746449,0.00000000
-5.74787394,1.60827307,1.54800720,0.13383126,0.02293566,0.32793392,0.38719478,0.12038968,0.70448711,0.00000000
-5.74187094,1.55717309,1.48694003,0.13030856,0.02381474,0.31622382,0.37370880,0.11777280,0.68055998,0.00000000
-5.73586793,1.50329881,1.42178379,0.12667143,0.02469009,0.30344198,0.36030176,0.11501966,0.65587127,0.00000000
-5.72986493,1.44710343,1.35314534,0.12293900,0.02555713,0.28972317,0.34705620,0.11214889,0.63060882,0.00000000
-5.72386193,1.38905522,1.28166857,0.11913127,0.02641053,0.27521350,0.33404435,0.10917904,0.60495813,0.00000000
-5.71785893,1.32963063,1.20802588,0.11526877,0.02724413,0.26006800,0.32132774,0.10612829,0.57910025,0.00000000
-5.71185593,1.26930644,1.13290812,0.11137199,0.02805082,0.24444793,0.30895687,0.10301406,0.55320932,0.00000000
-5.70585293,1.20855137,1.05701318,0.10746093,0.02882258,0.22851776,0.29697097,0.09985264,0.52745010,0.00000000
-5.69984992,1.14781737,0.98103360,0.10355447,0.02955048,0.21244196,0.28539783,0.09665892,0.50197541,0.00000000
-5.69384692,1.08753104,0.90564377,0.09966986,0.03022478,0.19638169,0.27425376,0.09344604,0.47692372,0.00000000
-5.68784392,1.02808567,0.83148711,0.09582227,0.03083512,0.18049164,0.26354379,0.09022524,0.45241698,0.00000000
-5.68184092,0.96983416,0.75916386,0.09202436,0.03137072,0.16491693,0.25326207,0.08700568,0.42855885,0.00000000
-5.67583792,0.91308337,0.68922006,0.08828605,0.03182061,0.14979038,0.24339252,0.08379446,0.40543344,0.00000000
-5.66983492,0.85809005,0.62213801,0.08461438,0.03217400,0.13523019,0.23390990,0.08059666,0.38310476,0.00000000
-5.66383192,0.80505865,0.55832887,0.08101359,0.03242060,0.12133811,0.22478101,0.07741556,0.36161672,0.00000000
-5.65782891,0.75414110,0.49812746,0.07748523,0.03255095,0.10819810,0.21596634,0.07425287,0.34099399,0.00000000
-5.65182591,0.70543841,0.44178950,0.07402855,0.03255683,0.09587572,0.20742183,0.07110911,0.32124344,0.00000000
-5.64582291,0.65900419,0.38949140,0.07064091,0.03243157,0.08441793,0.19910095,0.06798404,0.30235623,0.00000000
-5.63981991,0.61484957,0.34133233,0.06731832,0.03217038,0.07385362,0.19095677,0.06487710,0.28431040,0.00000000
-5.63381691,0.57294945,0.29733853,0.06405603,0.03177060,0.06419450,0.18294408,0.06178787,0.26707389,0.00000000
-5.62781391,0.53324958,0.25746945,0.06084915,0.03123188,0.05543653,0.17502150,0.05871655,0.25060765,0.00000000
-5.62181091,0.49567407,0.22162539,0.05769324,0.03055636,0.04756168,0.16715328,0.05566433,0.23486896,0.00000000
-5.61580790,0.46013304,0.18965627,0.05458486,0.02974865,0.04053989,0.15931094,0.05263377,0.21981447,0.00000000
-5.60980490,0.42652986,0.16137105,0.05152203,0.02881582,0.03433125,0.15147453,0.04962905,0.20540316,0.00000000
-5.60380190,0.39476791,0.13654738,0.04850459,0.02776726,0.02888822,0.14363350,0.04665613,0.19159878,0.00000000
-5.59779890,0.36475634,0.11494115,0.04553450,0.02661449,0.02415781,0.13578712,0.04372285,0.17837192,0.00000000
-5.59179590,0.33641488,0.09629564,0.04261586,0.02537082,0.02008369,0.12794454,0.04083891,0.16570151,0.00000000
-5.58579290,0.30967743,0.08034988,0.03975503,0.02405109,0.01660811,0.12012431,0.03801575,0.15357582,0.00000000
-5.57978989,0.28449458,0.06684617,0.03696042,0.02267120,0.01367365,0.11235366,0.03526639,0.14199288,0.00000000
-5.57378689,0.26083494,0.05553645,0.03424234,0.02124776,0.01122468,0.10466730,0.03260519,0.13096045,0.00000000
-5.56778389,0.23868550,0.04618766,0.03161268,0.01979762,0.00920859,0.09710615,0.03004758,0.12049555,0.00000000
-5.56178089,0.21805111,0.03858587,0.02908456,0.01833745,0.00757679,0.08971572,0.02760972,0.11062368,0.00000000
-5.55577789,0.19895324,0.03253934,0.02667199,0.01688336,0.00628541,0.08254452,0.02530828,0.10137771,0.00000000
-5.54977489,0.18142829,0.02788051,0.02438939,0.01545051,0.00529576,0.07564242,0.02316007,0.09279665,0.00000000
-5.54377189,0.16552540,0.02446705,0.02225132,0.01405280,0.00457463,0.06905907,0.02118179,0.08492431,0.00000000
-5.53776888,0.15130414,0.02218198,0.02027200,0.01270261,0.00409433,0.06284247,0.01938980,0.07780791,0.00000000
-5.53176588,0.13883197,0.02093305,0.01846508,0.01141062,0.00383257,0.05703767,0.01779989,0.07149672,0.00000000
-5.52576288,0.12818172,0.02065150,0.01684331,0.01018566,0.00377222,0.05168572,0.01642705,0.06604070,0.00000000
-5.51975988,0.11942893,0.02129014,0.01541828,0.00903466,0.00390090,0.04682281,0.01528538,0.06148925,0.00000000
-5.51375688,0.11264928,0.02282095,0.01420026,0.00796264,0.00421048,0.04247964,0.01438781,0.05788991,0.00000000
-5.50775388,0.10791580,0.02523231,0.01319801,0.00697280,0.00469651,0.03868095,0.01374602,0.05528710,0.00000000
-5.50175088,0.10529604,0.02852574,0.01241860,0.00606658,0.00535752,0.03544527,0.01337018,0.05372089,0.00000000
-5.49574787,0.10484908,0.03271242,0.01186733,0.00524386,0.00619429,0.03278479,0.01326876,0.05322560,0.00000000
-5.48974487,0.10662228,0.03780940,0.01154755,0.00450312,0.00720907,0.03070528,0.01344826,0.05382843,0.00000000
-5.48374187,0.11064779,0.04383560,0.01146053,0.00384164,0.00840475,0.02920618,0.01391288,0.05554792,0.00000000
-5.47773887,0.11693888,0.05080773,0.01160531,0.00325571,0.00978403,0.02828061,0.01466421,0.05839231,0.00000000
-5.47173587,0.12548608,0.05873617,0.01197853,0.00274088,0.01134855,0.02791544,0.01570078,0.06235783,0.00000000
-5.46573287,0.13625322,0.06762093,0.01257424,0.00229210,0.01309807,0.02809138,0.01701771,0.06742696,0.00000000
-5.45972986,0.14917359,0.07744775,0.01338374,0.00190400,0.01502970,0.02878298,0.01860623,0.07356669,0.00000000
-5.45372686,0.16414637,0.08818462,0.01439539,0.00157101,0.01713718,0.02995875,0.02045330,0.08072692,0.00000000
-5.44772386,0.18103352,0.09977874,0.01559447,0.00128754,0.01941026,0.03158112,0.02254127,0.08883909,0.00000000
-5.44172086,0.19965744,0.11215414,0.01696308,0.00104809,0.02183419,0.03360664,0.02484760,0.09781512,0.00000000
-5.43571786,0.21979963,0.12521004,0.01848008,0.00084740,0.02438944,0.03598611,0.02734469,0.10754688,0.00000000
-5.42971486,0.24120059,0.13882018,0.02012118,0.00068049,0.02705151,0.03866489,0.02999991,0.11790621,0.00000000
-5.42371186,0.26356120,0.15283314,0.02185907,0.00054275,0.02979101,0.04158331,0.03277575,0.12874563,0.00000000
-5.41770885,0.28654565,0.16707381,0.02366368,0.00042995,0.03257392,0.04467731,0.03563018,0.13989983,0.00000000
-5.41170585,0.30978613,0.18134594,0.02550259,0.00033829,0.03536210,0.04787924,0.03851725,0.15118801,0.00000000
-5.40570285,0.33288920,0.19543583,0.02734156,0.00026439,0.03811398,0.05111882,0.04138787,0.16241697,0.00000000
-5.39969985,0.35544375,0.20911707,0.02914515,0.00020528,0.04078551,0.05432440,0.04419079,0.17338503,0.00000000
-5.39369685,0.37703040,0.22215617,0.03087751,0.00015839,0.04333125,0.05742429,0.04687375,0.18388659,0.00000000
-5.38769385,0.39723199,0.23431887,0.03250321,0.00012152,0.04570558,0.06034828,0.04938484,0.19371727,0.00000000
-5.38169085,0.41564488,0.24537701,0.03398814,0.00009281,0.04786407,0.06302932,0.05167381,0.20267937,0.00000000
-5.37568784,0.43189047,0.25511549,0.03530043,0.00007072,0.04976483,0.06540506,0.05369358,0.21058750,0.00000000
-5.36968484,0.44562667,0.26333926,0.03641138,0.00005399,0.05136986,0.06741956,0.05540162,0.21727413,0.00000000
-5.36368184,0.45655854,0.26987978,0.03729631,0.00004160,0.05264633,0.06902476,0.05676131,0.22259477,0.00000000
-5.35767884,0.46444787,0.27460083,0.03793534,0.00003276,0.05356768,0.07018184,0.05774309,0.22643260,0.00000000
-5.35167584,0.46912109,0.27740338,0.03831400,0.00002691,0.05411463,0.07086231,0.05832548,0.22870231,0.00000000
-5.34567284,0.47047515,0.27822914,0.03842371,0.00002364,0.05427582,0.07104882,0.05849579,0.22935290,0.00000000
-5.33966983,0.46848114,0.27706287,0.03826208,0.00002273,0.05404828,0.07073563,0.05825061,0.22836942,0.00000000
-5.33366683,0.46318543,0.27393305,0.03783304,0.00002413,0.05343755,0.06992872,0.05759596,0.22577346,0.00000000
-5.32766383,0.45470827,0.26891117,0.03714665,0.00002794,0.05245759,0.06864555,0.05654708,0.22162246,0.00000000
-5.32166083,0.44323998,0.26210947,0.03621888,0.00003443,0.05113026,0.06691442,0.05512804,0.21600774,0.00000000
-5.31565783,0.42903493,0.25367738,0.03507111,0.00004406,0.04948467,0.06477354,0.05337097,0.20905148,0.00000000
-5.30965483,0.41240353,0.24379677,0.03372950,0.00005749,0.04755627,0.06226980,0.05131508,0.20090281,0.00000000
-5.30365183,0.39370276,0.23267629,0.03222422,0.00007557,0.04538570,0.05945735,0.04900554,0.19173304,0.00000000
-5.29764882,0.37332564,0.22054511,0.03058868,0.00009940,0.04301759,0.05639596,0.04649217,0.18173048,0.00000000
-5.29164582,0.35169015,0.20764625,0.02885860,0.00013035,0.04049928,0.05314939,0.04382809,0.17109488,0.00000000
-5.28564282,0.32922803,0.19422991,0.02707118,0.00017008,0.03787946,0.04978371,0.04106837,0.16003196,0.00000000
-5.27963982,0.30637408,0.18054701,0.02526423,0.00022060,0.03520696,0.04636565,0.03826871,0.14874800,0.00000000
-5.27363682,0.28355621,0.16684327,0.02347542,0.00028424,0.03252958,0.04296115,0.03548425,0.13744500,0.00000000
-5.26763382,0.26118669,0.15335396,0.02174158,0.00036372,0.02989304,0.03963403,0.03276848,0.12631623,0.00000000
-5.26163082,0.23965474,0.14029943,0.02009811,0.00046219,0.02734017,0.03644487,0.03017235,0.11554265,0.00000000
-5.25562781,0.21932074,0.12788173,0.01857856,0.00058317,0.02491016,0.03345015,0.02774355,0.10529001,0.00000000
-5.24962481,0.20051187,0.11628201,0.01721421,0.00073060,0.02263816,0.03070157,0.02552596,0.09570677,0.00000000
-5.24362181,0.18351937,0.10565906,0.01603389,0.00090879,0.02055491,0.02824564,0.02355933,0.08692277,0.00000000
-5.23761881,0.16859710,0.09614854,0.01506376,0.00112241,0.01868665,0.02612338,0.02187898,0.07904867,0.00000000
-5.23161581,0.15596116,0.08786306,0.01432726,0.00137639,0.01705514,0.02437027,0.02051578,0.07217595,0.00000000
-5.22561281,0.14579047,0.08089282,0.01384501,0.00167585,0.01567779,0.02301624,0.01949613,0.06637741,0.00000000
-5.21960980,0.13822784,0.07530668,0.01363482,0.00202600,0.01456787,0.02208576,0.01884196,0.06170801,0.00000000
-5.21360680,0.13338140,0.07115351,0.01371163,0.00243196,0.01373480,0.02159795,0.01857082,0.05820598,0.00000000
-5.20760380,0.13132603,0.06846365,0.01408742,0.00289866,0.01318450,0.02156667,0.01869591,0.05589395,0.00000000
-5.20160080,0.13210461,0.06725033,0.01477115,0.00343055,0.01291963,0.02200059,0.01922607,0.05478010,0.00000000
-5.19559780,0.13572897,0.06751104,0.01576856,0.00403151,0.01293992,0.02290318,0.02016571,0.05485921,0.00000000
-5.18959480,0.14218050,0.06922864,0.01708202,0.00470453,0.01324241,0.02427263,0.02151474,0.05611351,0.00000000
-5.18359180,0.15141026,0.07237229,0.01871028,0.00545156,0.01382167,0.02610171,0.02326833,0.05851341,0.00000000
-5.17758879,0.16333894,0.07689820,0.02064820,0.00627325,0.01466998,0.02837763,0.02541680,0.06201802,0.00000000
-5.17158579,0.17785647,0.08275018,0.02288656,0.00716879,0.01577745,0.03108180,0.02794532,0.06657553,0.00000000
-5.16558279,0.19482188,0.08986018,0.02541184,0.00813571,0.01713219,0.03418969,0.03083380,0.07212360,0.00000000
-5.15957979,0.21406321,0.09814877,0.02820607,0.00916979,0.01872038,0.03767076,0.03405676,0.07858965,0.00000000
-5.15357679,0.23537810,0.10752577,0.03124683,0.01026496,0.02052646,0.04148843,0.03758333,0.08589134,0.00000000
-5.14757379,0.25853496,0.11789106,0.03450731,0.01141329,0.02253328,0.04560028,0.04137737,0.09393719,0.00000000
-5.14157079,0.28327521,0.12913567,0.03795659,0.01260508,0.02472228,0.04995844,0.04539783,0.10262745,0.00000000
-5.13556778,0.30931640,0.14114323,0.04156003,0.01382896,0.02707379,0.05451013,0.04959922,0.11185534,0.00000000
-5.12956478,0.33635661,0.15379174,0.04527984,0.01507214,0.02956737,0.05919850,0.05393232,0.12150853,0.00000000
-5.12356178,0.36407979,0.16695570,0.04907588,0.01632063,0.03218209,0.06396370,0.05834512,0.13147103,0.00000000
-5.11755878,0.39216215,0.18050854,0.05290647,0.01755963,0.03489705,0.06874408,0.06278386,0.14162539,0.00000000
-5.11155578,0.42027924,0.19432521,0.05672940,0.01877390,0.03769173,0.07347766,0.06719429,0.15185505,0.00000000
-5.10555278,0.44811353,0.20828490,0.06050303,0.01994819,0.04054643,0.07810363,0.07152294,0.16204692,0.00000000
-5.09954977,0.47536208,0.22227360,0.06418731,0.02106769,0.04344268,0.08256399,0.07571850,0.17209390,0.00000000
-5.09354677,0.50174387,0.23618654,0.06774483,0.02211843,0.04636359,0.08680506,0.07973308,0.18189738,0.00000000
-5.08754377,0.52700658,0.24993019,0.07114175,0.02308772,0.04929407,0.09077903,0.08352343,0.19136937,0.00000000
-5.08154077,0.55093217,0.26342374,0.07434860,0.02396450,0.05222101,0.09444523,0.08705194,0.20043435,0.00000000
-5.07553777,0.57334118,0.27660002,0.07734086,0.02473964,0.05513330,0.09777123,0.09028750,0.20903064,0.00000000
-5.06953477,0.59409536,0.28940567,0.08009933,0.02540612,0.05802178,0.10073364,0.09320593,0.21711115,0.00000000
-5.06353177,0.61309859,0.30180073,0.08261026,0.02595918,0.06087895,0.10331858,0.09579031,0.22464357,0.00000000
-5.05752876,0.63029598,0.31375750,0.08486519,0.02639634,0.06369876,0.10552180,0.09803080,0.23161002,0.00000000
-5.05152576,0.64567138,0.32525891,0.08686064,0.02671730,0.06647613,0.10734853,0.09992432,0.23800603,0.00000000
-5.04552276,0.65924336,0.33629654,0.08859749,0.02692379,0.06920660,0.10881293,0.10147391,0.24383919,0.00000000
-5.03951976,0.67106019,0.34686837,0.09008030,0.02701935,0.07188586,0.10993734,0.10268783,0.24912741,0.00000000
-5.03351676,0.68119402,0.35697667,0.09131645,0.02700899,0.07450941,0.11075128,0.10357859,0.25389694,0.00000000
-5.02751376,0.68973494,0.36662605,0.09231531,0.02689887,0.07707225,0.11129037,0.10416185,0.25818048,0.00000000
-5.02151076,0.69678512,0.37582196,0.09308739,0.02669593,0.07956875,0.11159514,0.10445536,0.26201528,0.00000000
-5.01550775,0.70245373,0.38456989,0.09364360,0.02640756,0.08199268,0.11170985,0.10447797,0.26544165,0.00000000
-5.00950475,0.70685285,0.39287521,0.09399466,0.02604126,0.08433735,0.11168144,0.10424879,0.26850178,0.00000000
-5.00350175,0.71009466,0.40074386,0.09415068,0.02560439,0.08659607,0.11155850,0.10378659,0.27123905,0.00000000
-4.99749875,0.71229009,0.40818378,0.09412097,0.02510392,0.08876263,0.11139056,0.10310941,0.27369789,0.00000000
-4.99149575,0.71354897,0.41520701,0.09391401,0.02454632,0.09083198,0.11122737,0.10223447,0.27592401,0.00000000
-4.98549275,0.71398150,0.42183226,0.09353775,0.02393753,0.09280103,0.11111852,0.10117836,0.27796522,0.00000000
-4.97948974,0.71370080,0.42808772,0.09299992,0.02328294,0.09466942,0.11111314,0.09995748,0.27987240,0.00000000
-4.97348674,0.71282628,0.43401387,0.09230858,0.02258748,0.09644023,0.11125971,0.09858865,0.28170069,0.00000000
-4.96748374,0.71148729,0.43966591,0.09147275,0.02185584,0.09812069,0.11160599,0.09708992,0.28351076,0.00000000
-4.96148074,0.70982672,0.44511559,0.09050297,0.02109260,0.09972252,0.11219892,0.09548147,0.28536976,0.00000000
-4.95547774,0.70800403,0.45045209,0.08941191,0.02030249,0.10126223,0.11308457,0.09378653,0.28735206,0.00000000
-4.94947474,0.70619730,0.45578187,0.08821479,0.01949068,0.10276098,0.11430794,0.09203220,0.28953948,0.00000000
-4.94347174,0.70460409,0.46122719,0.08692975,0.01866293,0.10424416,0.11591276,0.09025022,0.29202095,0.00000000
-4.93746873,0.70344083,0.46692333,0.08557793,0.01782588,0.10574070,0.11794106,0.08847756,0.29489166,0.00000000
-4.93146573,0.70294063,0.47301469,0.08418342,0.01698722,0.10728203,0.12043280,0.08675678,0.29825147,0.00000000
-4.92546273,0.70334966,0.47964961,0.08277297,0.01615577,0.10890074,0.12342523,0.08513616,0.30220289,0.00000000
-4.91945973,0.70492221,0.48697457,0.08137556,0.01534160,0.11062916,0.12695233,0.08366958,0.30684863,0.00000000
-4.91345673,0.70791471,0.49512762,0.08002174,0.01455603,0.11249770,0.13104418,0.08241617,0.31228877,0.00000000
-4.90745373,0.71257907,0.50423188,0.07874293,0.01381157,0.11453324,0.13572633,0.08143964,0.31861792,0.00000000
-4.90145073,0.71915574,0.51438911,0.07757056,0.01312178,0.11675754,0.14101935,0.08080748,0.32592232,0.00000000
-4.89544772,0.72786689,0.52567397,0.07653529,0.01250114,0.11918587,0.14693836,0.08058988,0.33427719,0.00000000
-4.88944472,0.73890999,0.53812924,0.07566615,0.01196474,0.12182585,0.15349277,0.08085851,0.34374445,0.00000000
-4.88344172,0.75245222,0.55176230,0.07498985,0.01152805,0.12467663,0.16068612,0.08168511,0.35437081,0.00000000
-4.87743872,0.76862574,0.56654311,0.07453009,0.01120659,0.12772847,0.16851608,0.08313995,0.36618637,0.00000000
-4.87143572,0.78752405,0.58240372,0.07430706,0.01101550,0.13096269,0.17697446,0.08529019,0.37920376,0.00000000
-4.86543272,0.80919938,0.59923943,0.07433701,0.01096920,0.13435206,0.18604730,0.08819806,0.39341760,0.00000000
-4.85942971,0.83366095,0.61691145,0.07463198,0.01108093,0.13786157,0.19571493,0.09191903,0.40880443,0.00000000
-4.85342671,0.86087402,0.63525087,0.07519957,0.01136234,0.14144952,0.20595188,0.09649985,0.42532277,0.00000000
-4.84742371,0.89075938,0.65406365,0.07604289,0.01182302,0.14506894,0.21672669,0.10197655,0.44291332,0.00000000
-4.84142071,0.92319318,0.67313639,0.07716043,0.01247006,0.14866914,0.22800144,0.10837246,0.46149907,0.00000000
-4.83541771,0.95800676,0.69224246,0.07854608,0.01330765,0.15219742,0.23973112,0.11569621,0.48098536,0.00000000
-4.82941471,0.99498640,0.71114817,0.08018909,0.01433670,0.15560074,0.25186271,0.12393988,0.50125958,0.00000000
-4.82341171,1.03387296,0.72961864,0.08207403,0.01555445,0.15882735,0.26433410,0.13307733,0.52219079,0.00000000
-4.81740870,1.07436133,0.74742303,0.08418078,0.01695426,0.16182822,0.27707290,0.14306276,0.54362899,0.00000000
-4.81140570,1.11610005,0.76433905,0.08648447,0.01852538,0.16455831,0.28999525,0.15382974,0.56540450,0.00000000
-4.80540270,1.15869108,0.78015646,0.08895551,0.02025289,0.16697746,0.30300474,0.16529064,0.58732720,0.00000000
-4.79939970,1.20169043,0.79467959,0.09155960,0.02211772,0.16905106,0.31599166,0.17733676,0.60918625,0.00000000
-4.79339670,1.24460968,0.80772889,0.09425787,0.02409685,0.17075040,0.32883270,0.18983901,0.63075022,0.00000000
-4.78739370,1.28691911,0.81914155,0.09700718,0.02616356,0.17205265,0.34139126,0.20264954,0.65176798,0.00000000
-4.78139070,1.32805254,0.82877148,0.09976050,0.02828797,0.17294069,0.35351847,0.21560398,0.67197057,0.00000000
-4.77538769,1.36741450,0.83648873,0.10246753,0.03043758,0.17340263,0.36505509,0.22852461,0.69107426,0.00000000
-4.76938469,1.40438951,0.84217868,0.10507556,0.03257804,0.17343121,0.37583429,0.24122428,0.70878479,0.00000000
-4.76338169,1.43835382,0.84574114,0.10753046,0.03467398,0.17302313,0.38568522,0.25351087,0.72480289,0.00000000
-4.75737869,1.46868924,0.84708971,0.10977796,0.03668997,0.17217832,0.39443742,0.26519246,0.73883106,0.00000000
-4.75137569,1.49479876,0.84615141,0.11176503,0.03859147,0.17089928,0.40192585,0.27608266,0.75058127,0.00000000
-4.74537269,1.51612342,0.84286690,0.11344135,0.04034586,0.16919049,0.40799631,0.28600615,0.75978349,0.00000000
-4.73936968,1.53215968,0.83719123,0.11476095,0.04192341,0.16705798,0.41251105,0.29480409,0.76619454,0.00000000
-4.73336668,1.54247662,0.82909509,0.11568368,0.04329814,0.16450909,0.41535428,0.30233908,0.76960699,0.00000000
-4.72736368,1.54673188,0.81856672,0.11617667,0.04444866,0.16155232,0.41643732,0.30849957,0.76985751,0.00000000
-4.72136068,1.54468574,0.80561400,0.11621558,0.04535875,0.15819749,0.41570295,0.31320332,0.76683438,0.00000000
-4.71535768,1.53621234,0.79026696,0.11578556,0.04601780,0.15445596,0.41312898,0.31639993,0.76048358,0.00000000
-4.70935468,1.52130743,0.77258010,0.11488194,0.04642108,0.15034100,0.40873056,0.31807206,0.75081317,0.00000000
-4.70335168,1.50009219,0.75263465,0.11351052,0.04656972,0.14586825,0.40256129,0.31823556,0.73789579,0.00000000
-4.69734867,1.47281283,0.73054025,0.11168748,0.04647052,0.14105625,0.39471298,0.31693820,0.72186884,0.00000000
-4.69134567,1.43983593,0.70643610,0.10943895,0.04613554,0.13592683,0.38531407,0.31425738,0.70293261,0.00000000
-4.68534267,1.40163967,0.68049121,0.10680013,0.04558156,0.13050559,0.37452689,0.31029673,0.68134625,0.00000000
-4.67933967,1.35880159,0.65290378,0.10381423,0.04482926,0.12482210,0.36254381,0.30518189,0.65742181,0.00000000
-4.67333667,1.31198330,0.62389950,0.10053100,0.04390250,0.11891005,0.34958270,0.29905576,0.63151669,0.00000000
-4.66733367,1.26191316,0.59372895,0.09700526,0.04282735,0.11280713,0.33588173,0.29207341,0.60402493,0.00000000
-4.66133067,1.20936771,0.56266400,0.09329522,0.04163123,0.10655477,0.32169405,0.28439698,0.57536768,0.00000000
-4.65532766,1.15515280,0.53099339,0.08946089,0.04034205,0.10019766,0.30728246,0.27619086,0.54598342,0.00000000
-4.64932466,1.10008545,0.49901769,0.08556255,0.03898745,0.09378302,0.29291449,0.26761732,0.51631832,0.00000000
-4.64332166,1.04497703,0.46704382,0.08165935,0.03759412,0.08735983,0.27885794,0.25883287,0.48681718,0.00000000
