energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.60381620,-2.68431585,0.44034612,-0.73866936,0.09872482,-0.88589809,0.00216904,-0.00688610,0.01751932,-0.23368692,0.21039851,-0.71489211,0.06089068,-0.20528438,0.41413731,-1.55328772,0.00000000,-0.00000000
-5.93396698,0.57390127,-2.66234717,0.42478433,-0.74069889,0.09284591,-0.88202972,0.00191441,-0.00614957,0.01699070,-0.22872174,0.20032723,-0.71380749,0.05757703,-0.20608030,0.39395021,-1.54451507,0.00000000,-0.00000000
-5.92796398,0.54330863,-2.63602328,0.40757301,-0.74233147,0.08692465,-0.87575294,0.00168761,-0.00546094,0.01640473,-0.22370613,0.18987768,-0.71124564,0.05427302,-0.20678710,0.37324683,-1.53309608,0.00000000,-0.00000000
-5.92196098,0.51214033,-2.60501451,0.38888286,-0.74320009,0.08099359,-0.86702765,0.00148627,-0.00482280,0.01576400,-0.21858113,0.17911239,-0.70714102,0.05097779,-0.20733403,0.35209783,-1.51883926,0.00000000,-0.00000000
-5.91595798,0.48055133,-2.56901125,0.36892522,-0.74295009,0.07509137,-0.85583824,0.00130821,-0.00423663,0.01507393,-0.21329229,0.16810992,-0.70142775,0.04769596,-0.20764416,0.33060964,-1.50155674,0.00000000,-0.00000000
-5.90995498,0.44874098,-2.52774201,0.34794459,-0.74125140,0.06926079,-0.84219493,0.00115149,-0.00370288,0.01434252,-0.20779112,0.15696156,-0.69404467,0.04443713,-0.20763759,0.30891881,-1.48107653,0.00000000,-0.00000000
-5.90395198,0.41694336,-2.48099128,0.32621027,-0.73780991,0.06354684,-0.82613494,0.00101440,-0.00322108,0.01358006,-0.20203637,0.14576773,-0.68494085,0.04121499,-0.20723489,0.28718542,-1.45725495,0.00000000,-0.00000000
-5.89794897,0.38541697,-2.42861662,0.30400748,-0.73237761,0.05799490,-0.80772349,0.00089553,-0.00279000,0.01279871,-0.19599514,0.13463425,-0.67408126,0.03804650,-0.20636056,0.26558596,-1.42998855,0.00000000,-0.00000000
-5.89194597,0.35443429,-2.37056393,0.28162863,-0.72476119,0.05264917,-0.78705451,0.00079372,-0.00240779,0.01201220,-0.18964388,0.12366862,-0.66145229,0.03495086,-0.20494647,0.24430620,-1.39922508,0.00000000,-0.00000000
-5.88594297,0.32427186,-2.30688029,0.25936490,-0.71482868,0.04755130,-0.76425101,0.00070809,-0.00207208,0.01123544,-0.18296908,0.11297669,-0.64706670,0.03194853,-0.20293493,0.22353418,-1.36497278,0.00000000,-0.00000000
-5.87993997,0.29520116,-2.23772351,0.23749861,-0.70251385,0.04273930,-0.73946498,0.00063805,-0.00178019,0.01048428,-0.17596782,0.10265953,-0.63096769,0.02906033,-0.20028147,0.20345383,-1.32730748,0.00000000,-0.00000000
-5.87393697,0.26748073,-2.16336779,0.21629660,-0.68781836,0.03824677,-0.71287660,0.00058324,-0.00152918,0.00977514,-0.16864800,0.09281088,-0.61323178,0.02630660,-0.19695701,0.18423940,-1.28637716,0.00000000,-0.00000000
-5.86793397,0.24134979,-2.08420500,0.19600489,-0.67081127,0.03410243,-0.68469280,0.00054360,-0.00131606,0.00912483,-0.16102829,0.08351517,-0.59397032,0.02370643,-0.19294947,0.16605087,-1.24240353,0.00000000,-0.00000000
-5.86193097,0.21702342,-2.00074126,0.17684462,-0.65162627,0.03032991,-0.65514492,0.00051927,-0.00113782,0.00855035,-0.15313773,0.07484609,-0.57332935,0.02127709,-0.18826459,0.14903051,-1.19568047,0.00000000,-0.00000000
-5.85592796,0.19468933,-1.91358878,0.15900937,-0.63045643,0.02694787,-0.62448557,0.00051067,-0.00099157,0.00806869,-0.14501501,0.06686574,-0.55148787,0.01903364,-0.18292610,0.13330044,-1.14656940,0.00000000,-0.00000000
-5.84992496,0.17450617,-1.82345329,0.14266384,-0.60754696,0.02397019,-0.59298450,0.00051839,-0.00087461,0.00769677,-0.13670748,0.05962433,-0.52865442,0.01698860,-0.17697512,0.11896145,-1.09549161,0.00000000,-0.00000000
-5.84392196,0.15660319,-1.73111722,0.12794358,-0.58318610,0.02140645,-0.56092379,0.00054325,-0.00078449,0.00745130,-0.12826977,0.05316039,-0.50506225,0.01515183,-0.17046880,0.10609267,-1.04291793,0.00000000,-0.00000000
-5.83791896,0.14108096,-1.63741958,0.11495583,-0.55769474,0.01926248,-0.52859219,0.00058621,-0.00071904,0.00734867,-0.11976223,0.04750126,-0.48096312,0.01353049,-0.16347847,0.09475210,-0.98935610,0.00000000,-0.00000000
-5.83191596,0.12801293,-1.54323328,0.10378098,-0.53141501,0.01754085,-0.49627910,0.00064838,-0.00067643,0.00740490,-0.11124918,0.04266400,-0.45662018,0.01212917,-0.15608712,0.08497779,-0.93533656,0.00000000,-0.00000000
-5.82591296,0.11744750,-1.44944088,0.09447468,-0.50469864,0.01624151,-0.46426809,0.00073095,-0.00065520,0.00763546,-0.10279700,0.03865631,-0.43230016,0.01095000,-0.14838658,0.07678946,-0.88139716,0.00000000,-0.00000000
-5.81990995,0.10941021,-1.35690996,0.08707008,-0.47789528,0.01536225,-0.43283048,0.00083516,-0.00065421,0.00805510,-0.09447223,0.03547769,-0.40826540,0.00999286,-0.14047442,0.07019034,-0.82806767,0.00000000,-0.00000000
-5.81390695,0.10390591,-1.26646915,0.08158011,-0.45134154,0.01489909,-0.40221914,0.00096224,-0.00067270,0.00867762,-0.08633970,0.03312040,-0.38476594,0.00925563,-0.13245070,0.06516906,-0.77585461,0.00000000,-0.00000000
-5.80790395,0.10092055,-1.17888600,0.07799960,-0.42535116,0.01484656,-0.37266278,0.00111335,-0.00071021,0.00951557,-0.07846079,0.03157043,-0.36203223,0.00873435,-0.12441481,0.06170140,-0.72522731,0.00000000,-0.00000000
-5.80190095,0.10042248,-1.09484752,0.07630697,-0.40020658,0.01519777,-0.34436103,0.00128946,-0.00076662,0.01057986,-0.07089189,0.03080821,-0.34026871,0.00842350,-0.11646251,0.05975182,-0.67660566,0.00000000,-0.00000000
-5.79589795,0.10236308,-1.01494440,0.07646547,-0.37615240,0.01594441,-0.31748046,0.00149133,-0.00084207,0.01187931,-0.06368311,0.03080920,-0.31964863,0.00831608,-0.10868319,0.05927458,-0.63035019,0.00000000,-0.00000000
-5.78989495,0.10667679,-0.93965932,0.07842386,-0.35339082,0.01707654,-0.29215185,0.00171942,-0.00093693,0.01342013,-0.05687736,0.03154415,-0.30031021,0.00840378,-0.10115763,0.06021452,-0.58675474,0.00000000,-0.00000000
-5.78389195,0.11328043,-0.86935987,0.08211656,-0.33207926,0.01858227,-0.26846863,0.00197375,-0.00105172,0.01520538,-0.05050967,0.03297921,-0.28235443,0.00867705,-0.09395615,0.06250746,-0.54604208,0.00000000,-0.00000000
-5.77788894,0.12207213,-0.80429616,0.08746334,-0.31233006,0.02044735,-0.24648673,0.00225390,-0.00118711,0.01723436,-0.04460688,0.03507586,-0.26584445,0.00912513,-0.08713737,0.06608019,-0.50836243,0.00000000,-0.00000000
-5.77188594,0.13292985,-0.74460289,0.09436855,-0.29421226,0.02265474,-0.22622567,0.00255886,-0.00134378,0.01950201,-0.03918773,0.03779068,-0.25080646,0.00973607,-0.08074741,0.07085033,-0.47379494,0.00000000,-0.00000000
-5.76588294,0.14570986,-0.69030578,0.10272026,-0.27775514,0.02518416,-0.20767083,0.00288705,-0.00152240,0.02199841,-0.03426312,0.04107505,-0.23723218,0.01049677,-0.07481971,0.07672595,-0.44235179,0.00000000,-0.00000000
-5.75987994,0.16024546,-0.64133150,0.11238932,-0.26295333,0.02801172,-0.19077689,0.00323620,-0.00172353,0.02470827,-0.02983674,0.04487496,-0.22508242,0.01139296,-0.06937525,0.08360531,-0.41398460,0.00000000,-0.00000000
-5.75387694,0.17634610,-0.59752065,0.12322855,-0.24977297,0.03110964,-0.17547195,0.00360339,-0.00194750,0.02761062,-0.02590582,0.04913081,-0.21429174,0.01240928,-0.06442329,0.09137670,-0.38859273,0.00000000,-0.00000000
-5.74787394,0.19379736,-0.55864279,0.13507247,-0.23815880,0.03444618,-0.16166250,0.00398502,-0.00219440,0.03067861,-0.02246210,0.05377745,-0.20477379,0.01352935,-0.05996233,0.09991866,-0.36603280,0.00000000,-0.00000000
-5.74187094,0.21236194,-0.52441270,0.14773746,-0.22804136,0.03798577,-0.14923853,0.00437685,-0.00246393,0.03387949,-0.01949280,0.05874455,-0.19642701,0.01473600,-0.05598146,0.10910068,-0.34612914,0.00000000,-0.00000000
-5.73586793,0.23178188,-0.49450706,0.16102281,-0.21934419,0.04168941,-0.13807901,0.00477410,-0.00275536,0.03717491,-0.01698170,0.06395716,-0.18914045,0.01601145,-0.05246184,0.11878447,-0.32868429,0.00000000,-0.00000000
-5.72986493,0.25178225,-0.46858057,0.17471262,-0.21199052,0.04551535,-0.12805702,0.00517150,-0.00306742,0.04052130,-0.01491010,0.06933674,-0.18279930,0.01733772,-0.04937823,0.12882596,-0.31348921,0.00000000,-0.00000000
-5.72386193,0.27207619,-0.44628083,0.18857864,-0.20590896,0.04942004,-0.11904476,0.00556343,-0.00339831,0.04387067,-0.01325774,0.07480253,-0.17728997,0.01869703,-0.04670058,0.13907795,-0.30033266,0.00000000,-0.00000000
-5.71785893,0.29237155,-0.42726136,0.20238417,-0.20103810,0.05335940,-0.11091784,0.00594410,-0.00374558,0.04717154,-0.01200361,0.08027333,-0.17250441,0.02007237,-0.04439557,0.14939354,-0.28900933,0.00000000,-0.00000000
-5.71185593,0.31237861,-0.41119226,0.21588877,-0.19732965,0.05729032,-0.10355902,0.00630772,-0.00410615,0.05037014,-0.01112652,0.08566950,-0.16834359,0.02144809,-0.04242790,0.15963016,-0.27932645,0.00000000,-0.00000000
-5.70585293,0.33181908,-0.39776821,0.22885391,-0.19474996,0.06117235,-0.09686111,0.00664866,-0.00447632,0.05341180,-0.01060558,0.09091542,-0.16471999,0.02281057,-0.04076160,0.16965413,-0.27110863,0.00000000,-0.00000000
-5.69984992,0.35043565,-0.38671364,0.24104908,-0.19328002,0.06496949,-0.09072911,0.00696173,-0.00485177,0.05624246,-0.01042044,0.09594189,-0.16155897,0.02414896,-0.03936099,0.17934553,-0.26420084,0.00000000,-0.00000000
-5.69384692,0.36800195,-0.37778511,0.25225839,-0.19291376,0.06865211,-0.08508140,0.00724231,-0.00522764,0.05881031,-0.01055137,0.10068877,-0.15879926,0.02545585,-0.03819151,0.18860324,-0.25846968,0.00000000,-0.00000000
-5.68784392,0.38433229,-0.37077116,0.26228714,-0.19365505,0.07219873,-0.07985027,0.00748662,-0.00559858,0.06106738,-0.01097916,0.10510744,-0.15639244,0.02672796,-0.03722033,0.19734984,-0.25380280,0.00000000,-0.00000000
-5.68184092,0.39929073,-0.36548979,0.27096825,-0.19551335,0.07559764,-0.07498160,0.00769184,-0.00595891,0.06297116,-0.01168487,0.10916308,-0.15430161,0.02796671,-0.03641675,0.20553603,-0.25010701,0.00000000,-0.00000000
-5.67583792,0.41279888,-0.36178413,0.27816799,-0.19849850,0.07884832,-0.07043403,0.00785630,-0.00630273,0.06448605,-0.01264947,0.11283654,-0.15249945,0.02917869,-0.03575246,0.21314445,-0.24730507,0.00000000,-0.00000000
-5.66983492,0.42484205,-0.35951680,0.28379092,-0.20261490,0.08196237,-0.06617754,0.00797961,-0.00662406,0.06558455,-0.01385338,0.11612577,-0.15096576,0.03037595,-0.03520163,0.22019246,-0.24533166,0.00000000,-0.00000000
-5.66383192,0.43547309,-0.35856340,0.28778357,-0.20785542,0.08496410,-0.06219176,0.00806270,-0.00691706,0.06624833,-0.01527603,0.11904659,-0.14968484,0.03157613,-0.03474091,0.22673376,-0.24412891,0.00000000,-0.00000000
-5.65782891,0.44481381,-0.35880574,0.29013681,-0.21419558,0.08789050,-0.05846399,0.00810789,-0.00717617,0.06646886,-0.01689532,0.12163272,-0.14864274,0.03280226,-0.03434938,0.23285853,-0.24364166,0.00000000,-0.00000000
-5.65182591,0.45305341,-0.36012548,0.29088646,-0.22158824,0.09079058,-0.05498720,0.00811883,-0.00739632,0.06624777,-0.01868725,0.12393512,-0.14782465,0.03408245,-0.03400843,0.23869212,-0.24381310,0.00000000,-0.00000000
-5.64582291,0.46044410,-0.36239840,0.29011236,-0.22995923,0.09372423,-0.05175808,0.00810042,-0.00757310,0.06559680,-0.02062551,0.12602044,-0.14721264,0.03544919,-0.03370163,0.24439195,-0.24458088,0.00000000,-0.00000000
-5.63981991,0.46729370,-0.36548999,0.28793570,-0.23920432,0.09676034,-0.04877517,0.00805871,-0.00770295,0.06453741,-0.02268131,0.12796871,-0.14678384,0.03693846,-0.03341465,0.25014298,-0.24587407,0.00000000,-0.00000000
-5.63381691,0.47395552,-0.36925247,0.28451467,-0.24918759,0.09997443,-0.04603735,0.00800072,-0.00778326,0.06310006,-0.02482323,0.12987037,-0.14650921,0.03858860,-0.03313519,0.25615155,-0.24761118,0.00000000,-0.00000000
-5.62781391,0.48081575,-0.37352366,0.28003871,-0.25974158,0.10344582,-0.04354257,0.00793418,-0.00781255,0.06132312,-0.02701739,0.13182260,-0.14635290,0.04043888,-0.03285297,0.26263791,-0.24969935,0.00000000,-0.00000000
-5.62181091,0.48827901,-0.37812760,0.27472154,-0.27066926,0.10725439,-0.04128693,0.00786731,-0.00779048,0.05925162,-0.02922768,0.13392523,-0.14627231,0.04252805,-0.03255978,0.26982769,-0.25203483,0.00000000,-0.00000000
-5.61580790,0.49675242,-0.38287705,0.26879326,-0.28174765,0.11147714,-0.03926416,0.00780853,-0.00771799,0.05693571,-0.03141620,0.13627634,-0.14621877,0.04489262,-0.03224953,0.27794265,-0.25450467,0.00000000,-0.00000000
-5.60980490,0.50662906,-0.38757772,0.26249191,-0.29273324,0.11618475,-0.03746545,0.00776616,-0.00759723,0.05442912,-0.03354393,0.13896777,-0.14613889,0.04756520,-0.03191848,0.28719109,-0.25698959,0.00000000,-0.00000000
-5.60380190,0.51827159,-0.39203394,0.25605485,-0.30336882,0.12143815,-0.03587954,0.00774812,-0.00743155,0.05178746,-0.03557150,0.14208072,-0.14597636,0.05057279,-0.03156532,0.29775836,-0.25936788,0.00000000,-0.00000000
-5.59779890,0.53199664,-0.39605553,0.24971034,-0.31339145,0.12728548,-0.03449322,0.00776167,-0.00722548,0.04906671,-0.03746010,0.14568176,-0.14567416,0.05393523,-0.03119145,0.30979793,-0.26152006,0.00000000,-0.00000000
-5.59179590,0.54806094,-0.39946544,0.24366979,-0.32254131,0.13375954,-0.03329197,0.00781311,-0.00698455,0.04632166,-0.03917244,0.14981932,-0.14517709,0.05766383,-0.03080115,0.32342343,-0.26333405,0.00000000,-0.00000000
-5.58579290,0.56664985,-0.40210772,0.23812085,-0.33057088,0.14087582,-0.03226073,0.00790757,-0.00671521,0.04360471,-0.04067382,0.15452099,-0.14443438,0.06176019,-0.03040176,0.33870213,-0.26471061,0.00000000,-0.00000000
-5.57978989,0.58786873,-0.40385534,0.23322183,-0.33725412,0.14863137,-0.03138488,0.00804882,-0.00642467,0.04096478,-0.04193311,0.15979163,-0.14340225,0.06621544,-0.03000385,0.35565023,-0.26556869,0.00000000,-0.00000000
-5.57378689,0.61173797,-0.40461744,0.22909758,-0.34239511,0.15700451,-0.03065110,0.00823909,-0.00612069,0.03844653,-0.04292375,0.16561264,-0.14204639,0.07100981,-0.02962127,0.37423015,-0.26585032,0.00000000,-0.00000000
-5.56778389,0.63819162,-0.40434553,0.22583694,-0.34583573,0.16595550,-0.03004829,0.00847904,-0.00581142,0.03608989,-0.04362453,0.17194217,-0.14034397,0.07611263,-0.02927119,0.39435016,-0.26552489,0.00000000,-0.00000000
-5.56178089,0.66708005,-0.40303818,0.22349196,-0.34746209,0.17542809,-0.02956831,0.00876768,-0.00550520,0.03392986,-0.04402036,0.17871658,-0.13828534,0.08148279,-0.02897399,0.41586628,-0.26459235,0.00000000,-0.00000000
-5.55577789,0.69817638,-0.40074399,0.22207881,-0.34720917,0.18535204,-0.02920659,0.00910241,-0.00521039,0.03199661,-0.04410270,0.18585285,-0.13587512,0.08706965,-0.02875301,0.43858657,-0.26308531,0.00000000,-0.00000000
-5.54977489,0.73118646,-0.39756250,0.22158022,-0.34506367,0.19564634,-0.02896252,0.00947910,-0.00493515,0.03031582,-0.04386987,0.19325199,-0.13313270,0.09281436,-0.02863426,0.46227755,-0.26106967,0.00000000,-0.00000000
-5.54377189,0.76576202,-0.39364287,0.22194947,-0.34106474,0.20622311,-0.02883965,0.00989226,-0.00468727,0.02890922,-0.04332709,0.20080333,-0.13009205,0.09865158,-0.02864589,0.48667256,-0.25864389,0.00000000,-0.00000000
-5.53776888,0.80151620,-0.38918042,0.22311549,-0.33530262,0.21699192,-0.02884555,0.01033515,-0.00447406,0.02779532,-0.04248630,0.20838929,-0.12680094,0.10451146,-0.02881758,0.51148161,-0.25593663,0.00000000,-0.00000000
-5.53176588,0.83804089,-0.38441089,0.22498896,-0.32791526,0.22786432,-0.02899158,0.01080005,-0.00430212,0.02699014,-0.04136571,0.21589064,-0.12331947,0.11032197,-0.02917980,0.53640238,-0.25310307,0.00000000,-0.00000000
-5.52576288,0.87492480,-0.37960285,0.22746900,-0.31908308,0.23875832,-0.02929224,0.01127848,-0.00417731,0.02650812,-0.03998917,0.22319185,-0.11971807,0.11601124,-0.02976288,0.56113176,-0.25031977,0.00000000,-0.00000000
-5.51975988,0.91177156,-0.37504829,0.23045016,-0.30902208,0.24960259,-0.02976451,0.01176147,-0.00410456,0.02636287,-0.03838536,0.23018625,-0.11607497,0.12150998,-0.03059608,0.58537744,-0.24777850,0.00000000,-0.00000000
-5.51375688,0.94821676,-0.37105204,0.23382937,-0.29797571,0.26034013,-0.03042690,0.01223984,-0.00408782,0.02656782,-0.03658683,0.23678083,-0.11247337,0.12675383,-0.03170651,0.60886897,-0.24567908,0.00000000,-0.00000000
-5.50775388,0.98394323,-0.36792018,0.23751253,-0.28620587,0.27093109,-0.03129839,0.01270444,-0.00412998,0.02713686,-0.03462898,0.24290035,-0.10899828,0.13168547,-0.03311800,0.63136780,-0.24422172,0.00000000,-0.00000000
-5.50175088,1.01869362,-0.36594822,0.24142040,-0.27398334,0.28135474,-0.03239740,0.01314640,-0.00423279,0.02808457,-0.03254888,0.24849063,-0.10573334,0.13625649,-0.03485002,0.65267576,-0.24359905,0.00000000,-0.00000000
-5.49574787,1.05227984,-0.36540937,0.24549367,-0.26157833,0.29161025,-0.03374064,0.01355740,-0.00439686,0.02942642,-0.03038427,0.25352074,-0.10275764,0.14042883,-0.03691665,0.67264170,-0.24398830,0.00000000,-0.00000000
-5.48974487,1.08458879,-0.36654364,0.24969678,-0.24925130,0.30171636,-0.03534209,0.01392981,-0.00462162,0.03117860,-0.02817244,0.25798409,-0.10014278,0.14417577,-0.03932556,0.69116588,-0.24554392,0.00000000,-0.00000000
-5.48374187,1.11558414,-0.36954804,0.25402057,-0.23724463,0.31170981,-0.03721208,0.01425691,-0.00490531,0.03335760,-0.02594932,0.26189832,-0.09795017,0.14748251,-0.04207725,0.70820209,-0.24839107,0.00000000,-0.00000000
-5.47773887,1.14530421,-0.37456862,0.25848353,-0.22577533,0.32164268,-0.03935654,0.01453298,-0.00524503,0.03597961,-0.02374862,0.26530402,-0.09622886,0.15034611,-0.04516443,0.72375727,-0.25262025,0.00000000,-0.00000000
-5.47173587,1.17385601,-0.38169453,0.26313165,-0.21502923,0.33157866,-0.04177648,0.01475344,-0.00563673,0.03905959,-0.02160117,0.26826227,-0.09501390,0.15277507,-0.04857161,0.73788889,-0.25828330,0.00000000,-0.00000000
-5.46573287,1.20140589,-0.39095451,0.26803682,-0.20515666,0.34158852,-0.04446767,0.01491487,-0.00607535,0.04261027,-0.01953440,0.27085134,-0.09432526,0.15478832,-0.05227507,0.75070008,-0.26539103,0.00000000,-0.00000000
-5.45972986,1.22816725,-0.40231598,0.27329401,-0.19626985,0.35174496,-0.04742068,0.01501506,-0.00655486,0.04664088,-0.01757202,0.27316242,-0.09416752,0.15641389,-0.05624306,0.76233304,-0.27391264,0.00000000,-0.00000000
-5.45372686,1.25438599,-0.41568669,0.27901719,-0.18844196,0.36211714,-0.05062119,0.01505302,-0.00706839,0.05115589,-0.01573385,0.27529493,-0.09453009,0.15768720,-0.06043632,0.77296084,-0.28377685,0.00000000,-0.00000000
-5.44772386,1.28032457,-0.43091907,0.28533422,-0.18170784,0.37276507,-0.05405050,0.01502895,-0.00760841,0.05615372,-0.01403584,0.27735142,-0.09538818,0.15864913,-0.06480898,0.78277818,-0.29487481,0.00000000,-0.00000000
-5.44172086,1.30624529,-0.44781686,0.29238090,-0.17606626,0.38373433,-0.05768646,0.01494422,-0.00816682,0.06162544,-0.01249027,0.27943238,-0.09670437,0.15934390,-0.06930970,0.79199153,-0.30706458,0.00000000,-0.00000000
-5.43571786,1.33239373,-0.46614384,0.30029440,-0.17148339,0.39505125,-0.06150445,0.01480132,-0.00873521,0.06755370,-0.01110600,0.28163127,-0.09843061,0.15981699,-0.07388312,0.80080908,-0.32017710,0.00000000,-0.00000000
-5.42971486,1.35898312,-0.48563418,0.30920632,-0.16789745,0.40671888,-0.06547871,0.01460387,-0.00930504,0.07391177,-0.00988891,0.28402997,-0.10051076,0.16011302,-0.07847152,0.80943088,-0.33402311,0.00000000,-0.00000000
-5.42371186,1.38618036,-0.50600398,0.31923560,-0.16522410,0.41871391,-0.06958367,0.01435651,-0.00986782,0.08066295,-0.00884238,0.28669484,-0.10288333,0.16027380,-0.08301654,0.81803974,-0.34840102,0.00000000,-0.00000000
-5.41770885,1.41409423,-0.52696334,0.33048158,-0.16336236,0.43098484,-0.07379539,0.01406489,-0.01041534,0.08776020,-0.00796783,0.28967361,-0.10548445,0.16033669,-0.08746114,0.82679299,-0.36310498,0.00000000,-0.00000000
-5.41170585,1.44276636,-0.54822844,0.34301753,-0.16220075,0.44345131,-0.07809294,0.01373570,-0.01093990,0.09514623,-0.00726531,0.29299319,-0.10825082,0.16033311,-0.09175138,0.83581564,-0.37793311,0.00000000,-0.00000000
-5.40570285,1.47216538,-0.56953310,0.35688480,-0.16162340,0.45600483,-0.08245974,0.01337655,-0.01143444,0.10275397,-0.00673404,0.29665858,-0.11112260,0.16028750,-0.09583819,0.84519497,-0.39269526,0.00000000,-0.00000000
-5.39969985,1.50218433,-0.59063927,0.37208797,-0.16151584,0.46851079,-0.08688472,0.01299600,-0.01189272,0.11050753,-0.00637302,0.30065274,-0.11404604,0.16021663,-0.09967894,0.85497680,-0.40721999,0.00000000,-0.00000000
-5.39369685,1.53264156,-0.61134587,0.38859118,-0.16177026,0.48081174,-0.09136324,0.01260355,-0.01230950,0.11832345,-0.00618153,0.30493769,-0.11697581,0.16012926,-0.10323873,0.86516359,-0.42136060,0.00000000,-0.00000000
-5.38769385,1.56328514,-0.63149595,0.40631587,-0.16229024,0.49273175,-0.09589775,0.01220956,-0.01268057,0.12611255,-0.00615967,0.30945643,-0.11987683,0.16002627,-0.10649143,0.87571429,-0.43499978,0.00000000,-0.00000000
-5.38169085,1.59380045,-0.65098156,0.42514013,-0.16299452,0.50408180,-0.10049822,0.01182524,-0.01300283,0.13378199,-0.00630872,0.31413590,-0.12272569,0.15990110,-0.10942023,0.88654605,-0.44805286,0.00000000,-0.00000000
-5.37568784,1.62382091,-0.66974652,0.44489977,-0.16382005,0.51466588,-0.10518214,0.01146259,-0.01327432,0.14123769,-0.00663158,0.31889072,-0.12551148,0.15974060,-0.11201798,0.89753765,-0.46046954,0.00000000,-0.00000000
-5.36968484,1.65294132,-0.68778702,0.46539128,-0.16472418,0.52428763,-0.10997430,0.01113426,-0.01349419,0.14838703,-0.00713306,0.32362747,-0.12823611,0.15952619,-0.11428701,0.90853466,-0.47223417,0.00000000,-0.00000000
-5.36368184,1.68073356,-0.70515018,0.48637648,-0.16568599,0.53275727,-0.11490625,0.01085351,-0.01366264,0.15514162,-0.00782011,0.32824948,-0.13091413,0.15923523,-0.11623864,0.91935601,-0.48336465,0.00000000,-0.00000000
-5.35767884,1.70676392,-0.72193081,0.50758913,-0.16670682,0.53989859,-0.12001543,0.01063399,-0.01378084,0.16142010,-0.00870200,0.33266189,-0.13357202,0.15884276,-0.11789240,0.92980199,-0.49391011,0.00000000,-0.00000000
-5.35167584,1.73061163,-0.73826689,0.52874300,-0.16781028,0.54555568,-0.12534414,0.01048958,-0.01385085,0.16715096,-0.00979043,0.33677670,-0.13624708,0.15832326,-0.11927494,0.93966326,-0.50394774,0.00000000,-0.00000000
-5.34567284,1.75188792,-0.75433386,0.54954145,-0.16904144,0.54959925,-0.13093830,0.01043417,-0.01387545,0.17227503,-0.01109952,0.34051771,-0.13898607,0.15765258,-0.12041877,0.94873069,-0.51357887,0.00000000,-0.00000000
