energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.71185593,4.87998199,0.02252296,0.50216332,1.77015755,1.77319151,0.03306471,2.02608822
-5.70585293,4.90129188,0.02393382,0.50351807,1.77528759,1.77985380,0.03359024,2.03625565
-5.69984992,4.90386385,0.02538195,0.50319661,1.77366141,1.77941741,0.03403208,2.03821079
-5.69384692,4.88755939,0.02685398,0.50122517,1.76521702,1.77181173,0.03437608,2.03192262
-5.68784392,4.85261407,0.02833610,0.49766398,1.75005849,1.75709463,0.03460881,2.01753229
-5.68184092,4.79961028,0.02981416,0.49260228,1.72844396,1.73544476,0.03471797,1.99534053
-5.67583792,4.72944060,0.03127378,0.48615236,1.70076922,1.70715082,0.03469281,1.96579021
-5.66983492,4.64326375,0.03270039,0.47844335,1.66754750,1.67259855,0.03452454,1.92944523
-5.66383192,4.54245552,0.03407932,0.46961476,1.62938667,1.63225593,0.03420666,1.88696660
-5.65782891,4.42855686,0.03539588,0.45981033,1.58696485,1.58665728,0.03373535,1.83908711
-5.65182591,4.30322144,0.03663539,0.44917241,1.54100544,1.53638705,0.03310966,1.78658550
-5.64582291,4.16816482,0.03778330,0.43783702,1.49225265,1.48206374,0.03233170,1.73026145
-5.63981991,4.02511696,0.03882529,0.42592992,1.44144841,1.42432459,0.03140669,1.67091214
-5.63381691,3.87577972,0.03974742,0.41356378,1.38931143,1.36381143,0.03034292,1.60931134
-5.62781391,3.72179031,0.04053627,0.40083639,1.33651898,1.30115809,0.02915156,1.54619163
-5.62181091,3.56469160,0.04117922,0.38783007,1.28369185,1.23697952,0.02784640,1.48223008
-5.61580790,3.40590938,0.04166462,0.37461201,1.23138279,1.17186284,0.02644350,1.41803764
-5.60980490,3.24673678,0.04198212,0.36123554,1.18006834,1.10636020,0.02496068,1.35415228
-5.60380190,3.08832520,0.04212293,0.34774210,1.13014414,1.04098362,0.02341707,1.29103562
-5.59779890,2.93168135,0.04208018,0.33416373,1.08192341,0.97620138,0.02183255,1.22907276
-5.59179590,2.77766941,0.04184916,0.32052578,1.03563823,0.91243612,0.02022717,1.16857485
-5.58579290,2.62701743,0.04142761,0.30684972,0.99144340,0.85006415,0.01862062,1.10978395
-5.57978989,2.48032704,0.04081599,0.29315588,0.94942226,0.78941595,0.01703177,1.05287959
-5.57378689,2.33808544,0.04001761,0.27946581,0.90959413,0.73077757,0.01547817,0.99798646
-5.56778389,2.20067896,0.03903875,0.26580432,0.87192298,0.67439279,0.01397572,0.94518289
-5.56178089,2.06840726,0.03788867,0.25220093,0.83632685,0.62046578,0.01253841,0.89450954
-5.55577789,1.94149785,0.03657955,0.23869094,0.80268775,0.56916427,0.01117809,0.84597803
-5.54977489,1.82012027,0.03512627,0.22531582,0.77086174,0.52062300,0.00990444,0.79957925
-5.54377189,1.70439988,0.03354621,0.21212325,0.74068894,0.47494752,0.00872494,0.75529122
-5.53776888,1.59443097,0.03185882,0.19916672,0.71200328,0.43221813,0.00764501,0.71308624
-5.53176588,1.49028931,0.03008525,0.18650480,0.68464194,0.39249408,0.00666812,0.67293751
-5.52576288,1.39204398,0.02824785,0.17420032,0.65845412,0.35581793,0.00579606,0.63482511
-5.51975988,1.29976873,0.02636965,0.16231935,0.63330936,0.32222010,0.00502922,0.59874134
-5.51375688,1.21355280,0.02447384,0.15093028,0.60910497,0.29172346,0.00436684,0.56469556
-5.50775388,1.13351119,0.02258324,0.14010299,0.58577273,0.26434808,0.00380737,0.53271846
-5.50175088,1.05979439,0.02071986,0.12990817,0.56328459,0.24011591,0.00334876,0.50286587
-5.49574787,0.99259724,0.01890439,0.12041687,0.54165722,0.21905533,0.00298873,0.47522190
-5.48974487,0.93216681,0.01715596,0.11170019,0.52095539,0.20120542,0.00272505,0.44990152
-5.48374187,0.87880888,0.01549175,0.10382929,0.50129394,0.18661983,0.00255573,0.42705234
-5.47773887,0.83289256,0.01392689,0.09687542,0.48283815,0.17536994,0.00247917,0.40685549
-5.47173587,0.79485256,0.01247430,0.09091002,0.46580249,0.16754723,0.00249429,0.38952544
-5.46573287,0.76518862,0.01114474,0.08600494,0.45044761,0.16326452,0.00260055,0.37530851
-5.45972986,0.74446163,0.00994687,0.08223239,0.43707539,0.16265595,0.00279793,0.36448001
-5.45372686,0.73328594,0.00888739,0.07966478,0.42602220,0.16587543,0.00308686,0.35733978
-5.44772386,0.73231752,0.00797127,0.07837428,0.41765034,0.17309352,0.00346804,0.35420600
-5.44172086,0.74223780,0.00720194,0.07843194,0.41233767,0.18449248,0.00394231,0.35540734
-5.43571786,0.76373313,0.00658164,0.07990647,0.41046587,0.20025954,0.00451037,0.36127338
-5.42971486,0.79747007,0.00611163,0.08286255,0.41240725,0.22057839,0.00517250,0.37212338
-5.42371186,0.84406691,0.00579245,0.08735865,0.41851076,0.24561904,0.00592833,0.38825372
-5.41770885,0.90406200,0.00562418,0.09344447,0.42908745,0.27552629,0.00677648,0.40992424
-5.41170585,0.97787995,0.00560660,0.10115806,0.44439582,0.31040706,0.00771429,0.43734385
-5.40570285,1.06579672,0.00573931,0.11052264,0.46462767,0.35031710,0.00873758,0.47065595
-5.39969985,1.16790498,0.00602182,0.12154335,0.48989495,0.39524759,0.00984035,0.50992420
-5.39369685,1.28408131,0.00645354,0.13420402,0.52021819,0.44511217,0.01101471,0.55511922
-5.38769385,1.41395676,0.00703370,0.14846416,0.55551700,0.49973520,0.01225064,0.60610691
-5.38169085,1.55689255,0.00776123,0.16425641,0.59560327,0.55884176,0.01353606,0.66263908
-5.37568784,1.71196249,0.00863456,0.18148447,0.64017743,0.62205022,0.01485686,0.72434684
-5.36968484,1.87794356,0.00965138,0.20002196,0.68882814,0.68886801,0.01619701,0.79073756
-5.36368184,2.05331601,0.01080834,0.21971202,0.74103573,0.75869102,0.01753885,0.86119566
-5.35767884,2.23627382,0.01210079,0.24036812,0.79617944,0.83080730,0.01886341,0.93498762
-5.35167584,2.42474620,0.01352240,0.26177587,0.85354841,0.90440505,0.02015081,1.01127144
-5.34567284,2.61643012,0.01506494,0.28369609,0.91235632,0.97858529,0.02138076,1.08911041
-5.33966983,2.80883344,0.01671797,0.30586888,0.97175915,1.05237883,0.02253308,1.16749108
-5.33366683,2.99932781,0.01846863,0.32801886,1.03087569,1.12476734,0.02358831,1.24534495
-5.32766383,3.18520977,0.02030154,0.34986124,1.08880993,1.19470788,0.02452823,1.32157325
-5.32166083,3.36376810,0.02219868,0.37110856,1.14467477,1.26116012,0.02533646,1.39507409
-5.31565783,3.53235515,0.02413953,0.39147799,1.19761591,1.32311526,0.02599896,1.46477089
-5.30965483,3.68845935,0.02610116,0.41069871,1.24683517,1.37962562,0.02650450,1.52964115
-5.30365183,3.82977618,0.02805855,0.42851922,1.29161217,1.42983350,0.02684499,1.58874440
-5.29764882,3.95427457,0.02998497,0.44471422,1.33132363,1.47299836,0.02701581,1.64124817
-5.29164582,4.06025603,0.03185251,0.45909078,1.36545933,1.50852084,0.02701589,1.68645091
-5.28564282,4.14640386,0.03363264,0.47149347,1.39363417,1.53596270,0.02684778,1.72380098
-5.27963982,4.21182034,0.03529691,0.48180831,1.41559588,1.55506171,0.02651755,1.75291077
-5.27363682,4.25605017,0.03681772,0.48996527,1.43122804,1.56574066,0.02603455,1.77356540
-5.26763382,4.27908924,0.03816901,0.49593934,1.44054827,1.56811022,0.02541111,1.78572572
-5.26163082,4.28137814,0.03932704,0.49974991,1.44370199,1.56246528,0.02466208,1.78952533
-5.25562781,4.26378093,0.04027114,0.50145872,1.44095190,1.54927501,0.02380440,1.78526200
-5.24962481,4.22755003,0.04098429,0.50116632,1.43266377,1.52916702,0.02285645,1.77338370
-5.24362181,4.17427889,0.04145369,0.49900726,1.41928940,1.50290639,0.02183759,1.75447010
-5.23761881,4.10584463,0.04167119,0.49514427,1.40134737,1.47137033,0.02076745,1.72921024
-5.23161581,4.02434309,0.04163352,0.48976160,1.37940271,1.43551985,0.01966545,1.69837752
-5.22561281,3.93201945,0.04134241,0.48305792,1.35404617,1.39636945,0.01855022,1.66280308
-5.21960980,3.83119711,0.04080455,0.47523899,1.32587422,1.35495628,0.01743914,1.62334864
-5.21360680,3.72420800,0.04003133,0.46651054,1.29547041,1.31231006,0.01634791,1.58088015
-5.20760380,3.61332718,0.03903847,0.45707153,1.26338892,1.26942489,0.01529027,1.53624316
-5.20160080,3.50071399,0.03784554,0.44710810,1.23014082,1.22723419,0.01427771,1.49024084
-5.19559780,3.38836210,0.03647528,0.43678848,1.19618341,1.18658952,0.01331939,1.44361556
-5.18959480,3.27805974,0.03495292,0.42625897,1.16191297,1.14824393,0.01242205,1.39703439
-5.18359180,3.17136125,0.03330543,0.41564114,1.12766080,1.11284038,0.01159003,1.35107903
-5.17758879,3.06957008,0.03156070,0.40503023,1.09369260,1.08090518,0.01082545,1.30624009
-5.17158579,2.97373312,0.02974680,0.39449490,1.06021082,1.05284634,0.01012831,1.26291574
-5.16558279,2.88464546,0.02789124,0.38407810,1.02735952,1.02895644,0.00949681,1.22141417
-5.15957979,2.80286407,0.02602033,0.37379896,0.99523136,1.00941939,0.00892754,1.18195954
-5.15357679,2.72872894,0.02415858,0.36365574,0.96387607,0.99432022,0.00841587,1.14470052
-5.14757379,2.66238938,0.02232826,0.35362930,0.93330977,0.98365704,0.00795622,1.10972075
-5.14157079,2.60383348,0.02054906,0.34368718,0.90352458,0.97735408,0.00754239,1.07705035
-5.13556778,2.55291847,0.01883780,0.33378796,0.87449792,0.97527501,0.00716787,1.04667763
-5.12956478,2.50939993,0.01720835,0.32388555,0.84620097,0.97723540,0.00682613,1.01856023
-5.12356178,2.47295817,0.01567161,0.31393344,0.81860593,0.98301367,0.00651086,0.99263503
-5.11755878,2.44322017,0.01423556,0.30388851,0.79169168,0.99235997,0.00621620,0.96882626
-5.11155578,2.41977620,0.01290542,0.29371437,0.76544765,1.00500240,0.00593689,0.94705148
-5.10555278,2.40219074,0.01168386,0.28338403,0.73987592,1.02065065,0.00566841,0.92722527
-5.09954977,2.39000743,0.01057130,0.27288190,0.71499147,1.03899699,0.00540707,0.90926057
-5.09354677,2.38274894,0.00956611,0.26220502,0.69082081,1.05971501,0.00514999,0.89306798
-5.08754377,2.37991244,0.00866501,0.25136357,0.66739925,1.08245668,0.00489516,0.87855331
-5.08154077,2.38096225,0.00786332,0.24038068,0.64476714,1.10684839,0.00464136,0.86561395
-5.07553777,2.38532102,0.00715525,0.22929157,0.62296547,1.13248690,0.00438810,0.85413453
-5.06953477,2.39236147,0.00653424,0.21814229,0.60203128,1.15893598,0.00413551,0.84398269
-5.06353177,2.40140003,0.00599312,0.20698792,0.58199324,1.18572465,0.00388426,0.83500538
-5.05752876,2.41169431,0.00552445,0.19589061,0.56286790,1.21234787,0.00363541,0.82702644
-5.05152576,2.42244534,0.00512061,0.18491741,0.54465683,1.23827011,0.00339031,0.81984581
-5.04552276,2.43280566,0.00477407,0.17413808,0.52734493,1.26293232,0.00315049,0.81324072
-5.03951976,2.44189351,0.00447747,0.16362301,0.51090017,1.28576242,0.00291755,0.80696904
-5.03351676,2.44881310,0.00422377,0.15344128,0.49527460,1.30618901,0.00269309,0.80077483
-5.02751376,2.45268020,0.00400635,0.14365898,0.48040683,1.32365808,0.00247861,0.79439570
-5.02151076,2.45265193,0.00381907,0.13433774,0.46622557,1.33765170,0.00227549,0.78757182
-5.01550775,2.44795913,0.00365636,0.12553365,0.45265415,1.34770805,0.00208496,0.78005592
-5.00950475,2.43793939,0.00351323,0.11729635,0.43961561,1.35344143,0.00190809,0.77162377
-5.00350175,2.42206879,0.00338530,0.10966845,0.42703804,1.35456112,0.00174577,0.76208428
-4.99749875,2.39998992,0.00326885,0.10268513,0.41485965,1.35088795,0.00159879,0.75128881
-4.99149575,2.37153455,0.00316078,0.09637398,0.40303343,1.34236725,0.00146784,0.73913872
-4.98549275,2.33673892,0.00305862,0.09075483,0.39153072,1.32907734,0.00135355,0.72559089
-4.97948974,2.29585045,0.00296047,0.08583980,0.38034374,1.31123274,0.00125660,0.71066059
-4.97348674,2.24932504,0.00286502,0.08163327,0.36948663,1.28918162,0.00117768,0.69442149
-4.96748374,2.19781463,0.00277146,0.07813193,0.35899497,1.26339740,0.00111762,0.67700280
-4.96148074,2.14214541,0.00267942,0.07532477,0.34892386,1.23446456,0.00107743,0.65858350
-4.95547774,2.08328754,0.00258895,0.07319307,0.33934451,1.20305943,0.00105828,0.63938415
-4.94947474,2.02231783,0.00250038,0.07171044,0.33033964,1.16992652,0.00106156,0.61965652
-4.94347174,1.96037724,0.00241433,0.07084277,0.32199799,1.13585173,0.00108893,0.59967177
-4.93746873,1.89862532,0.00233157,0.07054838,0.31440816,1.10163357,0.00114221,0.57970781
-4.93146573,1.83819396,0.00225297,0.07077819,0.30765231,1.06805379,0.00122347,0.56003648
-4.92546273,1.78014289,0.00217943,0.07147608,0.30179997,1.03584892,0.00133491,0.54091145
-4.91945973,1.72541892,0.00211182,0.07257940,0.29690247,1.00568399,0.00147881,0.52255726
-4.91345673,1.67482124,0.00205093,0.07401974,0.29298828,0.97812969,0.00165747,0.50516022
-4.90745373,1.62897415,0.00199740,0.07572392,0.29005947,0.95364401,0.00187310,0.48886161
-4.90145073,1.58830847,0.00195172,0.07761520,0.28808970,0.93255910,0.00212772,0.47375342
-4.89544772,1.55305236,0.00191418,0.07961478,0.28702366,0.91507387,0.00242301,0.45987679
-4.88944472,1.52323170,0.00188486,0.08164343,0.28677805,0.90125259,0.00276023,0.44722307
-4.88344172,1.49867956,0.00186363,0.08362327,0.28724420,0.89102921,0.00314006,0.43573746
-4.87743872,1.47905425,0.00185018,0.08547966,0.28829193,0.88421733,0.00356248,0.42532474
-4.87143572,1.46386446,0.00184400,0.08714309,0.28977469,0.88052490,0.00402668,0.41585673
-4.86543272,1.45250027,0.00184441,0.08855099,0.29153549,0.87957311,0.00453097,0.40718101
-4.85942971,1.44426824,0.00185063,0.08964934,0.29341357,0.88091838,0.00507273,0.39913040
-4.85342671,1.43842888,0.00186174,0.09039411,0.29525121,0.88407652,0.00564837,0.39153247
-4.84742371,1.43423466,0.00187680,0.09075239,0.29690057,0.88854787,0.00625335,0.38421882
-4.84142071,1.43096706,0.00189482,0.09070310,0.29823009,0.89384258,0.00688228,0.37703346
-4.83541771,1.42797090,0.00191483,0.09023736,0.29913039,0.89950477,0.00752896,0.36984012
-4.82941471,1.42468500,0.00193591,0.08935844,0.29951911,0.90513492,0.00818662,0.36252797
-4.82341171,1.42066774,0.00195721,0.08808133,0.29934482,0.91040957,0.00884804,0.35501584
-4.81740870,1.41561716,0.00197801,0.08643186,0.29858973,0.91509763,0.00950586,0.34725470
-4.81140570,1.40938473,0.00199772,0.08444560,0.29727105,0.91907290,0.01015279,0.33922839
-4.80540270,1.40198282,0.00201593,0.08216632,0.29544111,0.92232234,0.01078194,0.33095298
-4.79939970,1.39358570,0.00203239,0.07964444,0.29318627,0.92494985,0.01138709,0.32247455
-4.79339670,1.38452423,0.00204705,0.07693519,0.29062450,0.92717544,0.01196299,0.31386594
-4.78739370,1.37527468,0.00206008,0.07409677,0.28790197,0.92932981,0.01250560,0.30522255
-4.78139070,1.36644205,0.00207180,0.07118858,0.28518860,0.93184445,0.01301229,0.29665752
-4.77538769,1.35873847,0.00208276,0.06826944,0.28267278,0.93523749,0.01348205,0.28829651
-4.76938469,1.35295734,0.00209366,0.06539604,0.28055539,0.94009565,0.01391551,0.28027236
-4.76338169,1.34994406,0.00210535,0.06262156,0.27904336,0.94705274,0.01431498,0.27271974
-4.75737869,1.35056389,0.00211879,0.05999443,0.27834276,0.95676527,0.01468438,0.26577010
-4.75137569,1.35566816,0.00213501,0.05755747,0.27865187,0.96988591,0.01502902,0.25954693
-4.74537269,1.36605946,0.00215508,0.05534711,0.28015409,0.98703554,0.01535538,0.25416151
-4.73936968,1.38245713,0.00218004,0.05339298,0.28301119,1.00877480,0.01567077,0.24970916
-4.73336668,1.40546385,0.00221083,0.05171764,0.28735691,1.03557611,0.01598293,0.24626613
-4.72736368,1.43553477,0.00224829,0.05033652,0.29329106,1.06779740,0.01629957,0.24388700
-4.72136068,1.47295014,0.00229306,0.04925803,0.30087457,1.10565829,0.01662795,0.24260283
-4.71535768,1.51779263,0.00234553,0.04848385,0.31012539,1.14922023,0.01697435,0.24241993
-4.70935468,1.56993060,0.00240581,0.04800929,0.32101564,1.19837131,0.01734371,0.24331923
-4.70335168,1.62900808,0.00247372,0.04782381,0.33347002,1.25281685,0.01773914,0.24525641
-4.69734867,1.69444244,0.00254869,0.04791158,0.34736576,1.31207644,0.01816172,0.24816274
-4.69134567,1.76543024,0.00262985,0.04825212,0.36253405,1.37548798,0.01861017,0.25194649
-4.68534267,1.84096149,0.00271595,0.04882103,0.37876308,1.44221904,0.01908082,0.25649518
-4.67933967,1.91984233,0.00280543,0.04959068,0.39580267,1.51128527,0.01956755,0.26167832
-4.67333667,2.00072550,0.00289643,0.05053105,0.41337027,1.58157573,0.02006198,0.26735091
-4.66733367,2.08214780,0.00298687,0.05161053,0.43115837,1.65188411,0.02055366,0.27335731
-4.66133067,2.16257331,0.00307447,0.05279668,0.44884289,1.72094491,0.02103045,0.27953565
-4.65532766,2.24044067,0.00315687,0.05405713,0.46609235,1.78747311,0.02147895,0.28572242
-4.64932466,2.31421248,0.00323166,0.05536029,0.48257748,1.85020571,0.02188505,0.29175724
-4.64332166,2.38242495,0.00329653,0.05667616,0.49798085,1.90794342,0.02223447,0.29748755
-4.63731866,2.44373531,0.00334927,0.05797699,0.51200614,1.95959049,0.02251334,0.30277298
-4.63131566,2.49696515,0.00338795,0.05923786,0.52438665,2.00419102,0.02270877,0.30748939
-4.62531266,2.54113746,0.00341090,0.06043718,0.53489274,2.04096004,0.02280941,0.31153217
-4.61930965,2.57550582,0.00341682,0.06155704,0.54333777,2.06930784,0.02280590,0.31481878
-4.61330665,2.59957435,0.00340483,0.06258341,0.54958247,2.08885649,0.02269126,0.31729040
-4.60730365,2.61310756,0.00337448,0.06350618,0.55353741,2.09944796,0.02246115,0.31891253
-4.60130065,2.61612980,0.00332579,0.06431907,0.55516369,2.10114328,0.02211409,0.31967464
-4.59529765,2.60891446,0.00325920,0.06501935,0.55447168,2.09421327,0.02165144,0.31958876
-4.58929465,2.59196368,0.00317561,0.06560743,0.55151815,2.07912109,0.02107739,0.31868714
-4.58329165,2.56597978,0.00307630,0.06608638,0.54640184,2.05649803,0.02039876,0.31701922
-4.57728864,2.53183002,0.00296292,0.06646128,0.53925784,2.02711351,0.01962471,0.31464784
-4.57128564,2.49050668,0.00283739,0.06673862,0.53025111,1.99184128,0.01876642,0.31164517
-4.56528264,2.44308442,0.00270185,0.06692557,0.51956946,1.95162325,0.01783661,0.30808841
-4.55927964,2.39067737,0.00255861,0.06702940,0.50741647,1.90743312,0.01684919,0.30405556
-4.55327664,2.33439776,0.00241006,0.06705689,0.49400446,1.86024126,0.01581868,0.29962152
-4.54727364,2.27531827,0.00225858,0.06701381,0.47954817,1.81098269,0.01475982,0.29485460
-4.54127064,2.21443959,0.00210654,0.06690462,0.46425908,1.76052937,0.01368713,0.28981383
-4.53526763,2.15266451,0.00195618,0.06673220,0.44834073,1.70966801,0.01261447,0.28454698
-4.52926463,2.09077931,0.00180962,0.06649784,0.43198513,1.65908394,0.01155478,0.27908952
-4.52326163,2.02944300,0.00166875,0.06620126,0.41537028,1.60935152,0.01051970,0.27346450
-4.51725863,1.96918413,0.00153531,0.06584089,0.39865870,1.56093090,0.00951950,0.26768328
-4.51125563,1.91040482,0.00141077,0.06541417,0.38199702,1.51417091,0.00856283,0.26174715
-4.50525263,1.85339113,0.00129641,0.06491800,0.36551630,1.46931723,0.00765672,0.25564963
-4.49924962,1.79832869,0.00119326,0.06434923,0.34933305,1.42652501,0.00680661,0.24937930
-4.49324662,1.74532216,0.00110219,0.06370517,0.33355069,1.38587475,0.00601633,0.24292301
-4.48724362,1.69441709,0.00102384,0.06298408,0.31826114,1.34739036,0.00528827,0.23626941
-4.48124062,1.64562293,0.00095872,0.06218562,0.30354658,1.31105807,0.00462353,0.22941231
-4.47523762,1.59893548,0.00090721,0.06131124,0.28948104,1.27684515,0.00402204,0.22235404
-4.46923462,1.55435786,0.00086960,0.06036440,0.27613176,1.24471729,0.00348283,0.21510841
-4.46323162,1.51191880,0.00084611,0.05935076,0.26356020,1.21465389,0.00300415,0.20770334
-4.45722861,1.47168749,0.00083695,0.05827817,0.25182280,1.18666055,0.00258375,0.20018282
-4.45122561,1.43378468,0.00084235,0.05715659,0.24097134,1.16077824,0.00221900,0.19260845
-4.44522261,1.39838944,0.00086258,0.05599783,0.23105307,1.13708915,0.00190715,0.18506025
-4.43921961,1.36574197,0.00089798,0.05481529,0.22211056,1.11571895,0.00164542,0.17763697
-4.43321661,1.33614244,0.00094903,0.05362352,0.21418159,1.09683581,0.00143123,0.17045576
-4.42721361,1.30994632,0.00101633,0.05243784,0.20729890,1.08064652,0.00126226,0.16365139
-4.42121061,1.28755680,0.00110066,0.05127392,0.20149012,1.06738997,0.00113657,0.15737496
-4.41520760,1.26941476,0.00120298,0.05014729,0.19677787,1.05732866,0.00105272,0.15179226
-4.40920460,1.25598695,0.00132444,0.04907307,0.19318006,1.05073872,0.00100975,0.14708181
-4.40320160,1.24775290,0.00146640,0.04806559,0.19071048,1.04789883,0.00100728,0.14343261
-4.39719860,1.24519108,0.00163040,0.04713823,0.18937961,1.04907866,0.00104546,0.14104162
-4.39119560,1.24876471,0.00181815,0.04630326,0.18919558,1.05452713,0.00112500,0.14011110
-4.38519260,1.25890745,0.00203149,0.04557179,0.19016528,1.06446079,0.00124705,0.14084562
-4.37918959,1.27600930,0.00227236,0.04495382,0.19229541,1.07905269,0.00141320,0.14344892
-4.37318659,1.30040272,0.00254271,0.04445833,0.19559338,1.09842184,0.00162532,0.14812044
-4.36718359,1.33234915,0.00284441,0.04409339,0.20006797,1.12262345,0.00188547,0.15505158
-4.36118059,1.37202595,0.00317917,0.04386633,0.20572951,1.15164013,0.00219577,0.16442165
-4.35517759,1.41951391,0.00354842,0.04378386,0.21258956,1.18537415,0.00255818,0.17639339
-4.34917459,1.47478546,0.00395319,0.04385214,0.22066002,1.22364090,0.00297437,0.19110826
-4.34317159,1.53769371,0.00439396,0.04407682,0.22995145,1.26616388,0.00344553,0.20868137
-4.33716858,1.60796281,0.00487054,0.04446299,0.24047091,1.31257133,0.00397216,0.22919614
-4.33116558,1.68517993,0.00538194,0.04501502,0.25221906,1.36239478,0.00455386,0.25269889
-4.32516258,1.76878932,0.00592624,0.04573630,0.26518685,1.41506997,0.00518922,0.27919344
-4.31915958,1.85808907,0.00650051,0.04662893,0.27935182,1.46994023,0.00587559,0.30863594
-4.31315658,1.95223121,0.00710073,0.04769330,0.29467430,1.52626281,0.00660903,0.34093014
-4.30715358,2.05022546,0.00772176,0.04892763,0.31109367,1.58321818,0.00738415,0.37592339
