energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,9.02805961,0.01174999,1.86413653,3.01708677,5.21870064,1.36471444,0.00000000
-5.99399700,8.85401736,0.01226427,1.78070811,2.99719532,5.08713900,1.39967619,0.00000000
-5.98799400,8.70443184,0.01282516,1.70238367,2.98067996,4.97201504,1.43821281,0.00000000
-5.98199100,8.57942905,0.01342829,1.62963962,2.96752610,4.87366590,1.47959483,0.00000000
-5.97598799,8.47867002,0.01406827,1.56286389,2.95770867,4.79208289,1.52302830,0.00000000
-5.96998499,8.40138695,0.01473889,1.50235490,2.95119186,4.72693266,1.56767603,0.00000000
-5.96398199,8.34642982,0.01543311,1.44832218,2.94792822,4.67758719,1.61267989,0.00000000
-5.95797899,8.31232182,0.01614322,1.40088853,2.94785748,4.64316119,1.65718362,0.00000000
-5.95197599,8.29732146,0.01686093,1.36009351,2.95090536,4.62255556,1.70035524,0.00000000
-5.94597299,8.29948909,0.01757746,1.32589800,2.95698266,4.61450515,1.74140846,0.00000000
-5.93996998,8.31675564,0.01828365,1.29818987,2.96598476,4.61762900,1.77962230,0.00000000
-5.93396698,8.34699113,0.01897010,1.27679022,2.97779177,4.63048125,1.81435850,0.00000000
-5.92796398,8.38807054,0.01962728,1.26146030,2.99226939,4.65160083,1.84507610,0.00000000
-5.92196098,8.43793509,0.02024563,1.25190858,3.00927042,4.67955816,1.87134287,0.00000000
-5.91595798,8.49464665,0.02081576,1.24779808,3.02863674,4.71299721,1.89284342,0.00000000
-5.90995498,8.55643372,0.02132860,1.24875347,3.05020181,4.75067146,1.90938380,0.00000000
-5.90395198,8.62172747,0.02177555,1.25436789,3.07379301,4.79147259,1.92089260,0.00000000
-5.89794897,8.68918680,0.02214872,1.26420929,3.09923395,4.83445103,1.92741883,0.00000000
-5.89194597,8.75771193,0.02244112,1.27782616,3.12634607,4.87882774,1.92912667,0.00000000
-5.88594297,8.82644617,0.02264691,1.29475245,3.15494950,4.92399720,1.92628744,0.00000000
-5.87993997,8.89476646,0.02276157,1.31451185,3.18486273,4.96952170,1.91926925,0.00000000
-5.87393697,8.96226340,0.02278218,1.33662112,3.21590123,5.01511763,1.90852468,0.00000000
-5.86793397,9.02871217,0.02270758,1.36059289,3.24787474,5.06063471,1.89457697,0.00000000
-5.86193097,9.09403604,0.02253857,1.38593773,3.28058352,5.10602955,1.87800520,0.00000000
-5.85592796,9.15826470,0.02227801,1.41216593,3.31381383,5.15133503,1.85942884,0.00000000
-5.84992496,9.22148964,0.02193097,1.43878907,3.34733291,5.19662734,1.83949216,0.00000000
-5.84392196,9.28381924,0.02150466,1.46532164,3.38088405,5.24199260,1.81884887,0.00000000
-5.83791896,9.34533600,0.02100849,1.49128305,3.41418226,5.28749486,1.79814738,0.00000000
-5.83191596,9.40605843,0.02045385,1.51620016,3.44691107,5.33314738,1.77801689,0.00000000
-5.82591296,9.46590953,0.01985403,1.53961058,3.47872111,5.37888870,1.75905479,0.00000000
-5.81990995,9.52469385,0.01922384,1.56106690,3.50923072,5.42456489,1.74181537,0.00000000
