energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.29164582,2.71313751,0.08302102,0.00000000,0.03458720,1.77240843,0.73557861,1.17741963
-5.28564282,2.79044172,0.08665955,0.00000000,0.03495885,1.82314558,0.76161063,1.20751521
-5.27963982,2.87242723,0.09033170,0.00000000,0.03538796,1.87725969,0.78858537,1.24018461
-5.27363682,2.95724863,0.09396521,0.00000000,0.03585020,1.93357406,0.81594016,1.27470022
-5.26763382,3.04300185,0.09748550,0.00000000,0.03631987,1.99087454,0.84310179,1.31030107
-5.26163082,3.12777772,0.10081766,0.00000000,0.03677066,2.04794416,0.86950260,1.34621313
-5.25562781,3.20971542,0.10388857,0.00000000,0.03717644,2.10359731,0.89459653,1.38166910
-5.24962481,3.28705388,0.10662902,0.00000000,0.03751207,2.15671259,0.91787443,1.41592738
-5.24362181,3.35817957,0.10897584,0.00000000,0.03775415,2.20626298,0.93887822,1.44828944
-5.23761881,3.42166918,0.11087392,0.00000000,0.03788168,2.25134262,0.95721326,1.47811526
-5.23161581,3.47632563,0.11227796,0.00000000,0.03787671,2.29118908,0.97255855,1.50483648
-5.22561281,3.52120654,0.11315413,0.00000000,0.03772483,2.32520064,0.98467438,1.52796690
-5.21960980,3.55564399,0.11348118,0.00000000,0.03741555,2.35294792,0.99340725,1.54711030
-5.21360680,3.57925540,0.11325137,0.00000000,0.03694260,2.37417972,0.99869186,1.56196538
-5.20760380,3.59194517,0.11247088,0.00000000,0.03630401,2.38882296,1.00055025,1.57232809
-5.20160080,3.59389744,0.11115983,0.00000000,0.03550209,2.39697708,0.99908818,1.57809133
-5.19559780,3.58556062,0.10935182,0.00000000,0.03454335,2.39890321,0.99448918,1.57924246
-5.18959480,3.56762475,0.10709316,0.00000000,0.03343812,2.39500904,0.98700646,1.57585878
-5.18359180,3.54099279,0.10444163,0.00000000,0.03220027,2.38583014,0.97695336,1.56810161
-5.17758879,3.50674767,0.10146503,0.00000000,0.03084665,2.37200873,0.96469278,1.55620917
-5.17158579,3.46611649,0.09823943,0.00000000,0.02939656,2.35427125,0.95062617,1.54048888
-5.16558279,3.42043381,0.09484730,0.00000000,0.02787116,2.33340551,0.93518273,1.52130933
-5.15957979,3.37110545,0.09137553,0.00000000,0.02629285,2.31023883,0.91880924,1.49909239
-5.15357679,3.31957453,0.08791351,0.00000000,0.02468461,2.28561780,0.90196094,1.47430574
-5.14757379,3.26729081,0.08455120,0.00000000,0.02306941,2.26039069,0.88509396,1.44745595
-5.14157079,3.21568426,0.08137744,0.00000000,0.02146966,2.23539281,0.86865921,1.41908224
-5.13556778,3.16614351,0.07847831,0.00000000,0.01990671,2.21143522,0.85309803,1.38975095
-5.12956478,3.11999924,0.07593579,0.00000000,0.01840039,2.18929685,0.83883934,1.36005063
-5.12356178,3.07851230,0.07382657,0.00000000,0.01696869,2.16971959,0.82629817,1.33058752
-5.11755878,3.04286606,0.07222110,0.00000000,0.01562750,2.15340603,0.81587512,1.30198121
-5.11155578,3.01416209,0.07118281,0.00000000,0.01439043,2.14101917,0.80795637,1.27486019
-5.10555278,2.99341812,0.07076745,0.00000000,0.01326869,2.13318323,0.80291386,1.24985702
-5.09954977,2.98156727,0.07102258,0.00000000,0.01227112,2.13048481,0.80110498,1.22760285
-5.09354677,2.97945727,0.07198712,0.00000000,0.01140420,2.13347352,0.80287148,1.20872102
-5.08754377,2.98784883,0.07369095,0.00000000,0.01067220,2.14266142,0.80853717,1.19381962
-5.08154077,3.00741223,0.07615451,0.00000000,0.01007726,2.15852067,0.81840423,1.18348299
-5.07553777,3.03872173,0.07938841,0.00000000,0.00961962,2.18147898,0.83274795,1.17826214
-5.06953477,3.08224754,0.08339303,0.00000000,0.00929781,2.21191289,0.85181008,1.17866429
-5.06353177,3.13834555,0.08815818,0.00000000,0.00910887,2.25013884,0.87579085,1.18514184
-5.05752876,3.20724537,0.09366276,0.00000000,0.00904851,2.29640271,0.90484030,1.19808107
-5.05152576,3.28903747,0.09987458,0.00000000,0.00911141,2.35086811,0.93904913,1.21779113
-5.04552276,3.38366047,0.10675025,0.00000000,0.00929134,2.41360458,0.97843999,1.24449377
-5.03951976,3.49088999,0.11423535,0.00000000,0.00958141,2.48457644,1.02295974,1.27831431
-5.03351676,3.61033001,0.12226486,0.00000000,0.00997420,2.56363333,1.07247336,1.31927455
-5.02751376,3.74140840,0.13076388,0.00000000,0.01046201,2.65050340,1.12676021,1.36728788
-5.02151076,3.88337725,0.13964874,0.00000000,0.01103694,2.74478998,1.18551325,1.42215721
-5.01550775,4.03531917,0.14882846,0.00000000,0.01169109,2.84597244,1.24834148,1.48357584
-5.00950475,4.19615973,0.15820659,0.00000000,0.01241674,2.95341151,1.31477587,1.55113155
-5.00350175,4.36468624,0.16768344,0.00000000,0.01320640,3.06635938,1.38427885,1.62431379
-4.99749875,4.53957240,0.17715853,0.00000000,0.01405304,3.18397422,1.45625703,1.70252393
-4.99149575,4.71940794,0.18653328,0.00000000,0.01495016,3.30533868,1.53007670,1.78508814
-4.98549275,4.90273218,0.19571385,0.00000000,0.01589194,3.42948166,1.60508149,1.87127248
-4.97948974,5.08806970,0.20461387,0.00000000,0.01687328,3.55540211,1.68061129,1.96029950
-4.97348674,5.27396657,0.21315712,0.00000000,0.01788996,3.68209387,1.75602148,2.05136574
-4.96748374,5.45902509,0.22127987,0.00000000,0.01893863,3.80857008,1.83070147,2.14365938
-4.96148074,5.64193518,0.22893285,0.00000000,0.02001685,3.93388597,1.90409146,2.23637712
-4.95547774,5.82150075,0.23608267,0.00000000,0.02112311,4.05715866,1.97569655,2.32873974
-4.94947474,5.99665950,0.24271264,0.00000000,0.02225674,4.17758304,2.04509735,2.42000562
-4.94347174,6.16649514,0.24882287,0.00000000,0.02341782,4.29444291,2.11195648,2.50948165
-4.93746873,6.33024148,0.25442971,0.00000000,0.02460708,4.40711678,2.17602064,2.59653127
-4.93146573,6.48727820,0.25956445,0.00000000,0.02582568,4.51507835,2.23711812,2.68057950
-4.92546273,6.63711895,0.26427131,0.00000000,0.02707503,4.61789184,2.29515208,2.76111486
-4.91945973,6.77939261,0.26860489,0.00000000,0.02835654,4.71520273,2.35008990,2.83768863
-4.91345673,6.91381939,0.27262715,0.00000000,0.02967131,4.80672485,2.40194953,2.90991164
-4.90745373,7.04018334,0.27640395,0.00000000,0.03101991,4.89222503,2.45078375,2.97744940
-4.90145073,7.15830370,0.28000155,0.00000000,0.03240206,4.97150658,2.49666326,3.04001609
-4.89544772,7.26800697,0.28348295,0.00000000,0.03381636,5.04439300,2.53966006,3.09736814
-4.88944472,7.36910208,0.28690452,0.00000000,0.03526007,5.11071346,2.57983205,3.14929827
-4.88344172,7.46136047,0.29031291,0.00000000,0.03672889,5.17029109,2.61720994,3.19563048
-4.87743872,7.54450281,0.29374243,0.00000000,0.03821684,5.22293537,2.65178747,3.23621664
-4.87143572,7.61819348,0.29721309,0.00000000,0.03971617,5.26843912,2.68351558,3.27093508
-4.86543272,7.68204339,0.30072938,0.00000000,0.04121738,5.30658069,2.71230088,3.29969128
-4.85942971,7.73562128,0.30427979,0.00000000,0.04270930,5.33713118,2.73800864,3.32242070
-4.85342671,7.77847287,0.30783720,0.00000000,0.04417926,5.35986640,2.76047003,3.33909346
-4.84742371,7.81014666,0.31136006,0.00000000,0.04561337,5.37458268,2.77949311,3.34972046
-4.84142071,7.83022487,0.31479432,0.00000000,0.04699686,5.38111559,2.79487692,3.35436029
-4.83541771,7.83835744,0.31807602,0.00000000,0.04831446,5.37936001,2.80642761,3.35312620
-4.82941471,7.83429671,0.32113448,0.00000000,0.04955089,5.36929028,2.81397558,3.34619227
-4.82341171,7.81793056,0.32389580,0.00000000,0.05069139,5.35097872,2.81739243,3.33379807
-4.81740870,7.78931157,0.32628664,0.00000000,0.05172216,5.32461112,2.81660659,3.31625103
-4.81140570,7.74868016,0.32823802,0.00000000,0.05263096,5.29049790,2.81161659,3.29392585
-4.80540270,7.69647995,0.32968899,0.00000000,0.05340752,5.24907990,2.80250104,3.26726071
-4.79939970,7.63336407,0.33059003,0.00000000,0.05404403,5.20092812,2.78942473,3.23674994
-4.79339670,7.56019190,0.33090590,0.00000000,0.05453550,5.14673717,2.77264036,3.20293340
-4.78739370,7.47801596,0.33061797,0.00000000,0.05488002,5.08731246,2.75248588,3.16638273
-4.78139070,7.38805983,0.32972586,0.00000000,0.05507894,5.02355194,2.72937760,3.12768533
-4.77538769,7.29168792,0.32824824,0.00000000,0.05513698,4.95642303,2.70379947,3.08742667
-4.76938469,7.19036913,0.32622291,0.00000000,0.05506218,4.88693629,2.67628938,3.04617210
-4.76338169,7.08563613,0.32370609,0.00000000,0.05486574,4.81611717,2.64742322,3.00444907
-4.75737869,6.97904276,0.32077096,0.00000000,0.05456179,4.74497747,2.61779771,2.96273106
-4.75137569,6.87212172,0.31750557,0.00000000,0.05416704,4.67448819,2.58801316,2.92142405
-4.74537269,6.76634496,0.31401014,0.00000000,0.05370037,4.60555517,2.55865697,2.88085666
-4.73936968,6.66308874,0.31039404,0.00000000,0.05318233,4.53899890,2.53028895,2.84127437
-4.73336668,6.56360482,0.30677236,0.00000000,0.05263464,4.47553942,2.50342899,2.80283848
-4.72736368,6.46899915,0.30326244,0.00000000,0.05207958,4.41578692,2.47854781,2.76562973
-4.72136068,6.38021850,0.29998030,0.00000000,0.05153948,4.36023816,2.45606086,2.72965655
-4.71535768,6.29804504,0.29703726,0.00000000,0.05103610,4.30927868,2.43632558,2.69486717
-4.70935468,6.22309839,0.29453675,0.00000000,0.05059015,4.26318993,2.41964169,2.66116513
-4.70335168,6.15584417,0.29257148,0.00000000,0.05022073,4.22216064,2.40625414,2.62842690
-4.69734867,6.09660758,0.29122096,0.00000000,0.04994489,4.18630110,2.39635825,2.59652062
-4.69134567,6.04559061,0.29054956,0.00000000,0.04977722,4.15565921,2.39010624,2.56532475
-4.68534267,6.00289099,0.29060495,0.00000000,0.04972953,4.13023689,2.38761460,2.53474544
-4.67933967,5.96852156,0.29141716,0.00000000,0.04981049,4.11000566,2.38897157,2.50473147
-4.67333667,5.94242825,0.29299803,0.00000000,0.05002552,4.09492039,2.39424414,2.47528614
-4.66733367,5.92450604,0.29534117,0.00000000,0.05037653,4.08493039,2.40348418,2.44647518
-4.66133067,5.91461170,0.29842243,0.00000000,0.05086195,4.07998742,2.41673341,2.41843059
-4.65532766,5.91257339,0.30220068,0.00000000,0.05147666,4.08005048,2.43402703,2.39135020
-4.64932466,5.91819688,0.30661901,0.00000000,0.05221209,4.08508751,2.45539615,2.36549336
-4.64332166,5.93126917,0.31160627,0.00000000,0.05305632,4.09507464,2.48086918,2.34117309
-4.63731866,5.95155996,0.31707885,0.00000000,0.05399438,4.10999346,2.51047259,2.31874557
-4.63131566,5.97882217,0.32294272,0.00000000,0.05500842,4.12982736,2.54423125,2.29859771
-4.62531266,6.01279228,0.32909560,0.00000000,0.05607815,4.15455768,2.58216894,2.28113377
-4.61930965,6.05319171,0.33542935,0.00000000,0.05718119,4.18416059,2.62430938,2.26676197
-4.61330665,6.09972968,0.34183231,0.00000000,0.05829356,4.21860533,2.67067788,2.25588186
-4.60730365,6.15210843,0.34819181,0.00000000,0.05939014,4.25785429,2.72130401,2.24887309
-4.60130065,6.21003075,0.35439651,0.00000000,0.06044529,4.30186525,2.77622508,2.24608623
-4.59529765,6.27320979,0.36033880,0.00000000,0.06143334,4.35059556,2.83549037,2.24783577
-4.58929465,6.34138051,0.36591696,0.00000000,0.06232921,4.40400804,2.89916573,2.25439530
-4.58329165,6.41431214,0.37103725,0.00000000,0.06310897,4.46207789,2.96733803,2.26599490
-4.57728864,6.49182033,0.37561567,0.00000000,0.06375041,4.52479984,3.04011887,2.28282012
-4.57128564,6.57377801,0.37957960,0.00000000,0.06423351,4.59219458,3.11764690,2.30501225
-4.56528264,6.66012344,0.38286905,0.00000000,0.06454098,4.66431345,3.20008809,2.33266920
-4.55927964,6.75086444,0.38543769,0.00000000,0.06465862,4.74124045,3.28763322,2.36584632
-4.55327664,6.84607773,0.38725351,0.00000000,0.06457567,4.82309081,3.38049225,2.40455682
-4.54727364,6.94590266,0.38829920,0.00000000,0.06428505,4.91000540,3.47888516,2.44877104
-4.54127064,7.05052891,0.38857222,0.00000000,0.06378354,5.00214080,3.58302920,2.49841445
-4.53526763,7.16017839,0.38808456,0.00000000,0.06307180,5.09965492,3.69312258,2.55336421
-4.52926463,7.27508172,0.38686226,0.00000000,0.06215437,5.20268869,3.80932533,2.61344424
-4.52326163,7.39545022,0.38494461,0.00000000,0.06103955,5.31134441,3.93173766,2.67841925
-4.51725863,7.52144489,0.38238319,0.00000000,0.05973914,5.42566184,4.06037703,2.74798803
-4.51125563,7.65314385,0.37924070,0.00000000,0.05826820,5.54559337,4.19515507,2.82177669
-4.50525263,7.79051012,0.37558959,0.00000000,0.05664462,5.67097962,4.33585537,2.89933247
-4.49924962,7.93336175,0.37151054,0.00000000,0.05488880,5.80152715,4.48211393,2.98011904
-4.49324662,8.08134606,0.36709090,0.00000000,0.05302309,5.93678976,4.63340313,3.06351379
-4.48724362,8.23391989,0.36242289,0.00000000,0.05107138,6.07615478,4.78902083,3.14880802
-4.48124062,8.39033710,0.35760186,0.00000000,0.04905859,6.21883558,4.94808540,3.23521042
-4.47523762,8.54964453,0.35272438,0.00000000,0.04701018,6.36387109,5.10953753,3.32185419
-4.46923462,8.71068701,0.34788638,0.00000000,0.04495166,6.51013296,5.27214920,3.40780803
-4.46323162,8.87212145,0.34318120,0.00000000,0.04290817,6.65634038,5.43453991,3.49209075
-4.45722861,9.03243965,0.33869771,0.00000000,0.04090406,6.80108207,5.59519986,3.57368927
-4.45122561,9.18999894,0.33451847,0.00000000,0.03896251,6.94284497,5.75251927,3.65157936
-4.44522261,9.34305938,0.33071793,0.00000000,0.03710521,7.08004819,5.90482298,3.72474833
-4.43921961,9.48982577,0.32736082,0.00000000,0.03535208,7.21108098,6.05040884,3.79221885
-4.43321661,9.62849280,0.32450070,0.00000000,0.03372105,7.33434311,6.18758853,3.85307282
-4.42721361,9.75729125,0.32217872,0.00000000,0.03222784,7.44828576,6.31472919,3.90647427
-4.42121061,9.87453352,0.32042267,0.00000000,0.03088584,7.55145157,6.43029422,3.95169041
-4.41520760,9.97865667,0.31924639,0.00000000,0.02970600,7.64251203,6.53288188,3.98810999
-4.40920460,10.06826166,0.31864952,0.00000000,0.02869678,7.72030106,6.62126027,4.01525817
-4.40320160,10.14214760,0.31861771,0.00000000,0.02786408,7.78384373,6.69439785,4.03280764
-4.39719860,10.19934050,0.31912319,0.00000000,0.02721131,7.83237962,6.75148862,4.04058564
-4.39119560,10.23911612,0.32012590,0.00000000,0.02673936,7.86538028,6.79197164,4.03857699
-4.38519260,10.26101705,0.32157495,0.00000000,0.02644674,7.88256115,6.81554490,4.02692324
-4.37918959,10.26486455,0.32341058,0.00000000,0.02632968,7.88388812,6.82217349,4.00591847
-4.37318659,10.25076546,0.32556641,0.00000000,0.02638224,7.86957934,6.81209275,3.97600232
-4.36718359,10.21911523,0.32797204,0.00000000,0.02659656,7.84010302,6.78580669,3.93775071
-4.36118059,10.17059743,0.33055581,0.00000000,0.02696305,7.79617190,6.74408243,3.89186508
-4.35517759,10.10618053,0.33324774,0.00000000,0.02747071,7.73873510,6.68794114,3.83916058
-4.34917459,10.02711206,0.33598236,0.00000000,0.02810735,7.66896777,6.61864581,3.78055386
-4.34317159,9.93491044,0.33870150,0.00000000,0.02886004,7.58825890,6.53768643,3.71705056
-4.33716858,9.83135399,0.34135677,0.00000000,0.02971539,7.49819725,6.44676233,3.64973300
-4.33116558,9.71846682,0.34391174,0.00000000,0.03065999,7.40055540,6.34776194,3.57974777
-4.32516258,9.59850071,0.34634357,0.00000000,0.03168078,7.29727120,6.24273954,3.50829325
-4.31915958,9.47391218,0.34864415,0.00000000,0.03276543,7.19042635,6.13388871,3.43660675
-4.31315658,9.34733384,0.35082057,0.00000000,0.03390272,7.08222138,6.02351225,3.36595092
-4.30715358,9.22153917,0.35289498,0.00000000,0.03508286,6.97494638,5.91398818,3.29759901
