energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Li_s_up,Te_p_up,Te_d_up
-5.81390695,0.38176498,0.00539145,0.01226683,0.07855645,0.04298268,0.05007005,0.20689496,0.00000000
-5.80790395,0.39687277,0.00624462,0.01311596,0.08455523,0.04322071,0.05687052,0.21556238,0.00000000
-5.80190095,0.41710681,0.00726984,0.01408425,0.09212866,0.04390367,0.06502202,0.22720265,0.00000000
-5.79589795,0.44249782,0.00847461,0.01517014,0.10126695,0.04503392,0.07458335,0.24182545,0.00000000
-5.78989495,0.47303475,0.00986565,0.01636999,0.11195589,0.04660949,0.08560607,0.25941967,0.00000000
-5.78389195,0.50865084,0.01144836,0.01767805,0.12417292,0.04862285,0.09812963,0.27994526,0.00000000
-5.77788894,0.54921160,0.01322613,0.01908639,0.13788343,0.05105993,0.11217634,0.30332577,0.00000000
-5.77188594,0.59450502,0.01519969,0.02058511,0.15303748,0.05389946,0.12774634,0.32944216,0.00000000
-5.76588294,0.64423478,0.01736647,0.02216260,0.16956713,0.05711255,0.14481285,0.35812809,0.00000000
-5.75987994,0.69801664,0.01972002,0.02380595,0.18738466,0.06066263,0.16331786,0.38916698,0.00000000
-5.75387694,0.75537844,0.02224950,0.02550156,0.20638168,0.06450575,0.18316856,0.42229099,0.00000000
-5.74787394,0.81576383,0.02493931,0.02723581,0.22642942,0.06859123,0.20423479,0.45718211,0.00000000
-5.74187094,0.87853976,0.02776887,0.02899581,0.24738010,0.07286260,0.22634764,0.49347539,0.00000000
-5.73586793,0.94300759,0.03071257,0.03077031,0.26906962,0.07725886,0.24929948,0.53076429,0.00000000
-5.72986493,1.00841759,0.03373993,0.03255057,0.29132141,0.08171603,0.27284559,0.56860798,0.00000000
-5.72386193,1.07398629,0.03681599,0.03433124,0.31395132,0.08616883,0.29670736,0.60654050,0.00000000
-5.71785893,1.13891627,0.03990192,0.03611122,0.33677364,0.09055256,0.32057728,0.64408137,0.00000000
-5.71185593,1.20241752,0.04295585,0.03789444,0.35960777,0.09480505,0.34412546,0.68074738,0.00000000
-5.70585293,1.26372963,0.04593390,0.03969045,0.38228539,0.09886856,0.36700764,0.71606507,0.00000000
-5.69984992,1.32214396,0.04879139,0.04151486,0.40465788,0.10269168,0.38887437,0.74958344,0.00000000
-5.69384692,1.37702475,0.05148418,0.04338963,0.42660349,0.10623098,0.40938120,0.78088634,0.00000000
-5.68784392,1.42782824,0.05397009,0.04534301,0.44803393,0.10945252,0.42819925,0.80960405,0.00000000
-5.68184092,1.47411903,0.05621032,0.04740928,0.46890004,0.11233296,0.44502591,0.83542354,0.00000000
-5.67583792,1.51558269,0.05817089,0.04962819,0.48919602,0.11486040,0.45959502,0.85809682,0.00000000
-5.66983492,1.55203411,0.05982389,0.05204407,0.50896200,0.11703476,0.47168624,0.87744721,0.00000000
-5.66383192,1.58342107,0.06114859,0.05470473,0.52828455,0.11886775,0.48113293,0.89337302,0.00000000
-5.65782891,1.60982269,0.06213237,0.05766005,0.54729505,0.12038237,0.48782829,0.90584853,0.00000000
-5.65182591,1.63144285,0.06277128,0.06096033,0.56616566,0.12161203,0.49172930,0.91492222,0.00000000
-5.64582291,1.64859875,0.06307039,0.06465450,0.58510309,0.12259920,0.49285834,0.92071237,0.00000000
-5.63981991,1.66170508,0.06304369,0.06878815,0.60434007,0.12339377,0.49130222,0.92340006,0.00000000
-5.63381691,1.67125449,0.06271379,0.07340155,0.62412510,0.12405106,0.48720880,0.92322017,0.00000000
-5.62781391,1.67779534,0.06211120,0.07852766,0.64471055,0.12462965,0.48078118,0.92045059,0.00000000
-5.62181091,1.68190767,0.06127337,0.08419022,0.66633988,0.12518914,0.47226978,0.91540035,0.00000000
-5.61580790,1.68417863,0.06024345,0.09040206,0.68923442,0.12578779,0.46196277,0.90839706,0.00000000
-5.60980490,1.68517848,0.05906894,0.09716363,0.71358043,0.12648038,0.45017509,0.89977452,0.00000000
-5.60380190,1.68543834,0.05780016,0.10446192,0.73951705,0.12731614,0.43723683,0.88986077,0.00000000
-5.59779890,1.68543074,0.05648866,0.11226973,0.76712594,0.12833705,0.42348140,0.87896748,0.00000000
-5.59179590,1.68555382,0.05518572,0.12054549,0.79642302,0.12957640,0.40923397,0.86738078,0.00000000
-5.58579290,1.68611985,0.05394086,0.12923346,0.82735299,0.13105787,0.39480092,0.85535417,0.00000000
-5.57978989,1.68734852,0.05280054,0.13826461,0.85978690,0.13279492,0.38046049,0.84310357,0.00000000
-5.57378689,1.68936513,0.05180703,0.14755786,0.89352299,0.13479074,0.36645528,0.83080471,0.00000000
-5.56778389,1.69220348,0.05099752,0.15702186,0.92829093,0.13703863,0.35298662,0.81859277,0.00000000
-5.56178089,1.69581315,0.05040340,0.16655723,0.96375916,0.13952264,0.34021109,0.80656407,0.00000000
-5.55577789,1.70007046,0.05004986,0.17605906,0.99954504,0.14221878,0.32823927,0.79477964,0.00000000
-5.54977489,1.70479226,0.04995563,0.18541964,1.03522736,0.14509627,0.31713642,0.78327019,0.00000000
-5.54377189,1.70975164,0.05013299,0.19453137,1.07036044,0.14811906,0.30692517,0.77204217,0.00000000
-5.53776888,1.71469439,0.05058793,0.20328952,1.10448916,0.15124742,0.29758971,0.76108427,0.00000000
-5.53176588,1.71935535,0.05132038,0.21159497,1.13716402,0.15443950,0.28908127,0.75037413,0.00000000
-5.52576288,1.72347340,0.05232460,0.21935653,1.16795556,0.15765270,0.28132444,0.73988469,0.00000000
-5.51975988,1.72680455,0.05358962,0.22649293,1.19646718,0.16084493,0.27422393,0.72958971,0.00000000
-5.51375688,1.72913219,0.05509967,0.23293435,1.22234598,0.16397559,0.26767146,0.71946845,0.00000000
-5.50775388,1.73027428,0.05683462,0.23862332,1.24529089,0.16700621,0.26155228,0.70950896,0.00000000
-5.50175088,1.73008712,0.05877040,0.24351512,1.26505793,0.16990086,0.25575116,0.69971015,0.00000000
-5.49574787,1.72846589,0.06087946,0.24757758,1.28146242,0.17262622,0.25015752,0.69008246,0.00000000
-5.48974487,1.72534219,0.06313110,0.25079042,1.29437831,0.17515142,0.24466958,0.68064729,0.00000000
-5.48374187,1.72067910,0.06549188,0.25314409,1.30373485,0.17744770,0.23919746,0.67143534,0.00000000
-5.47773887,1.71446441,0.06792603,0.25463836,1.30951110,0.17948795,0.23366517,0.66248406,0.00000000
-5.47173587,1.70670273,0.07039589,0.25528066,1.31172888,0.18124618,0.22801159,0.65383456,0.00000000
-5.46573287,1.69740741,0.07286233,0.25508444,1.31044478,0.18269709,0.22219060,0.64552811,0.00000000
-5.45972986,1.68659277,0.07528534,0.25406751,1.30574196,0.18381576,0.21617035,0.63760271,0.00000000
-5.45372686,1.67426756,0.07762465,0.25225064,1.29772237,0.18457743,0.20993211,0.63008974,0.00000000
-5.44772386,1.66043002,0.07984035,0.24965649,1.28649989,0.18495768,0.20346859,0.62301108,0.00000000
-5.44172086,1.64506485,0.08189370,0.24630883,1.27219493,0.18493264,0.19678220,0.61637679,0.00000000
-5.43571786,1.62814234,0.08374790,0.24223223,1.25493069,0.18447967,0.18988317,0.61018340,0.00000000
-5.42971486,1.60961960,0.08536888,0.23745212,1.23483122,0.18357804,0.18278784,0.60441288,0.00000000
-5.42371186,1.58944348,0.08672609,0.23199525,1.21202117,0.18220993,0.17551713,0.59903230,0.00000000
-5.41770885,1.56755509,0.08779325,0.22589037,1.18662705,0.18036144,0.16809522,0.59399402,0.00000000
-5.41170585,1.54389517,0.08854899,0.21916923,1.15877965,0.17802360,0.16054864,0.58923643,0.00000000
-5.40570285,1.51840991,0.08897733,0.21186753,1.12861715,0.17519339,0.15290550,0.58468504,0.00000000
-5.39969985,1.49105670,0.08906809,0.20402594,1.09628849,0.17187452,0.14519506,0.58025393,0.00000000
-5.39369685,1.46180923,0.08881700,0.19569089,1.06195646,0.16807806,0.13744744,0.57584738,0.00000000
-5.38769385,1.43066163,0.08822572,0.18691518,1.02580023,0.16382270,0.12969351,0.57136160,0.00000000
-5.38169085,1.39763140,0.08730165,0.17775820,0.98801678,0.15913483,0.12196477,0.56668661,0.00000000
-5.37568784,1.36276088,0.08605752,0.16828573,0.94882118,0.15404817,0.11429329,0.56170825,0.00000000
-5.36968484,1.32611743,0.08451086,0.15856947,0.90844549,0.14860318,0.10671157,0.55631023,0.00000000
-5.36368184,1.28779239,0.08268339,0.14868595,0.86713644,0.14284616,0.09925230,0.55037635,0.00000000
-5.35767884,1.24789901,0.08060026,0.13871530,0.82515182,0.13682816,0.09194809,0.54379289,0.00000000
-5.35167584,1.20656978,0.07828928,0.12873958,0.78275608,0.13060366,0.08483095,0.53645117,0.00000000
-5.34567284,1.16395342,0.07578021,0.11884094,0.74021523,0.12422927,0.07793183,0.52825034,0.00000000
-5.33966983,1.12021186,0.07310399,0.10909972,0.69779151,0.11776237,0.07128004,0.51910030,0.00000000
-5.33366683,1.07551754,0.07029214,0.09959253,0.65573807,0.11125978,0.06490255,0.50892475,0.00000000
-5.32766383,1.03005120,0.06737618,0.09039038,0.61429416,0.10477665,0.05882348,0.49766423,0.00000000
-5.32166083,0.98400027,0.06438723,0.08155711,0.57368088,0.09836544,0.05306348,0.48527911,0.00000000
-5.31565783,0.93755795,0.06135567,0.07314804,0.53409789,0.09207511,0.04763932,0.47175219,0.00000000
-5.30965483,0.89092275,0.05831092,0.06520896,0.49572105,0.08595058,0.04256350,0.45709099,0.00000000
-5.30365183,0.84429853,0.05528132,0.05777547,0.45870118,0.08003239,0.03784412,0.44132934,0.00000000
-5.29764882,0.79789463,0.05229403,0.05087276,0.42316373,0.07435645,0.03348477,0.42452829,0.00000000
-5.29164582,0.75192593,0.04937505,0.04451572,0.38920942,0.06895413,0.02948473,0.40677603,0.00000000
-5.28564282,0.70661262,0.04654918,0.03870938,0.35691557,0.06385234,0.02583919,0.38818697,0.00000000
-5.27963982,0.66217939,0.04383995,0.03344970,0.32633808,0.05907370,0.02253968,0.36889969,0.00000000
-5.27363682,0.61885390,0.04126961,0.02872453,0.29751365,0.05463687,0.01957460,0.34907404,0.00000000
-5.26763382,0.57686448,0.03885894,0.02451478,0.27046237,0.05055672,0.01692980,0.32888728,0.00000000
-5.26163082,0.53643689,0.03662710,0.02079576,0.24519014,0.04684456,0.01458932,0.30852950,0.00000000
-5.25562781,0.49779050,0.03459130,0.01753848,0.22169112,0.04350830,0.01253601,0.28819850,0.00000000
-5.24962481,0.46113373,0.03276653,0.01471096,0.19994995,0.04055254,0.01075233,0.26809438,0.00000000
-5.24362181,0.42665918,0.03116515,0.01227956,0.17994368,0.03797860,0.00922099,0.24841395,0.00000000
-5.23761881,0.39453868,0.02979647,0.01021014,0.16164345,0.03578442,0.00792564,0.22934541,0.00000000
-5.23161581,0.36491844,0.02866636,0.00846910,0.14501594,0.03396455,0.00685151,0.21106344,0.00000000
-5.22561281,0.33791488,0.02777687,0.00702430,0.13002461,0.03250998,0.00598593,0.19372483,0.00000000
-5.21960980,0.31361101,0.02712588,0.00584585,0.11663071,0.03140806,0.00531887,0.17746501,0.00000000
-5.21360680,0.29205404,0.02670685,0.00490666,0.10479427,0.03064245,0.00484332,0.16239546,0.00000000
-5.20760380,0.27325408,0.02650871,0.00418293,0.09447500,0.03019312,0.00455564,0.14860217,0.00000000
-5.20160080,0.25718418,0.02651585,0.00365440,0.08563315,0.03003644,0.00445584,0.13614508,0.00000000
-5.19559780,0.24378176,0.02670828,0.00330455,0.07823042,0.03014542,0.00454773,0.12505855,0.00000000
-5.18959480,0.23295134,0.02706191,0.00312063,0.07223080,0.03049003,0.00483896,0.11535278,0.00000000
-5.18359180,0.22456845,0.02754908,0.00309356,0.06760146,0.03103770,0.00534104,0.10701594,0.00000000
-5.17758879,0.21848454,0.02813911,0.00321778,0.06431349,0.03175391,0.00606912,0.10001702,0.00000000
-5.17158579,0.21453275,0.02879912,0.00349099,0.06234257,0.03260293,0.00704178,0.09430908,0.00000000
-5.16558279,0.21253405,0.02949489,0.00391376,0.06166938,0.03354859,0.00828055,0.08983281,0.00000000
-5.15957979,0.21230365,0.03019179,0.00448913,0.06227978,0.03455520,0.00980941,0.08652018,0.00000000
-5.15357679,0.21365727,0.03085583,0.00522212,0.06416459,0.03558840,0.01165405,0.08429795,0.00000000
-5.14757379,0.21641701,0.03145466,0.00611917,0.06731908,0.03661609,0.01384106,0.08309097,0.00000000
-5.14157079,0.22041653,0.03195857,0.00718751,0.07174191,0.03760923,0.01639688,0.08282510,0.00000000
-5.13556778,0.22550532,0.03234144,0.00843455,0.07743371,0.03854259,0.01934678,0.08342965,0.00000000
-5.12956478,0.23155204,0.03258151,0.00986719,0.08439530,0.03939537,0.02271359,0.08483927,0.00000000
-5.12356178,0.23844659,0.03266213,0.01149113,0.09262552,0.04015169,0.02651645,0.08699533,0.00000000
-5.11755878,0.24610116,0.03257228,0.01331019,0.10211886,0.04080085,0.03076960,0.08984673,0.00000000
-5.11155578,0.25445017,0.03230690,0.01532570,0.11286301,0.04133745,0.03548109,0.09335023,0.00000000
-5.10555278,0.26344927,0.03186703,0.01753592,0.12483651,0.04176137,0.04065170,0.09747042,0.00000000
-5.09954977,0.27307362,0.03125983,0.01993555,0.13800662,0.04207752,0.04627403,0.10217931,0.00000000
-5.09354677,0.28331566,0.03049833,0.02251540,0.15232765,0.04229548,0.05233177,0.10745586,0.00000000
-5.08754377,0.29418264,0.02960101,0.02526221,0.16773994,0.04242898,0.05879941,0.11328531,0.00000000
-5.08154077,0.30569422,0.02859129,0.02815858,0.18416961,0.04249541,0.06564217,0.11965869,0.00000000
-5.07553777,0.31788027,0.02749681,0.03118320,0.20152923,0.04251511,0.07281650,0.12657244,0.00000000
-5.06953477,0.33077925,0.02634867,0.03431124,0.21971947,0.04251084,0.08027088,0.13402821,0.00000000
-5.06353177,0.34443721,0.02518056,0.03751496,0.23863174,0.04250710,0.08794718,0.14203304,0.00000000
-5.05752876,0.35890743,0.02402787,0.04076447,0.25815180,0.04252968,0.09578234,0.15059970,0.00000000
-5.05152576,0.37425082,0.02292675,0.04402879,0.27816409,0.04260509,0.10371049,0.15974733,0.00000000
-5.04552276,0.39053688,0.02191322,0.04727689,0.29855673,0.04276026,0.11166530,0.16950215,0.00000000
-5.03951976,0.40784498,0.02102225,0.05047897,0.31922672,0.04302217,0.11958255,0.17989825,0.00000000
-5.03351676,0.42626577,0.02028696,0.05360770,0.34008521,0.04341767,0.12740269,0.19097821,0.00000000
-5.02751376,0.44590231,0.01973779,0.05663940,0.36106225,0.04397324,0.13507338,0.20279339,0.00000000
-5.02151076,0.46687053,0.01940179,0.05955522,0.38211088,0.04471489,0.14255177,0.21540372,0.00000000
-5.01550775,0.48929880,0.01930197,0.06234203,0.40320992,0.04566794,0.14980635,0.22887693,0.00000000
-5.00950475,0.51332599,0.01945670,0.06499316,0.42436538,0.04685683,0.15681836,0.24328678,0.00000000
-5.00350175,0.53909815,0.01987922,0.06750884,0.44561012,0.04830485,0.16358248,0.25871059,0.00000000
-4.99749875,0.56676323,0.02057724,0.06989624,0.46700156,0.05003373,0.17010692,0.27522571,0.00000000
-4.99149575,0.59646417,0.02155257,0.07216923,0.48861752,0.05206313,0.17641262,0.29290507,0.00000000
-4.98549275,0.62833025,0.02280092,0.07434772,0.51055018,0.05441009,0.18253184,0.31181203,0.00000000
-4.97948974,0.66246710,0.02431178,0.07645670,0.53289846,0.05708821,0.18850591,0.33199447,0.00000000
-4.97348674,0.69894569,0.02606844,0.07852489,0.55575908,0.06010690,0.19438244,0.35347861,0.00000000
-4.96748374,0.73779100,0.02804812,0.08058323,0.57921690,0.06347045,0.20021198,0.37626273,0.00000000
-4.96148074,0.77897092,0.03022227,0.08266314,0.60333491,0.06717718,0.20604442,0.40031126,0.00000000
-4.95547774,0.82238609,0.03255702,0.08479467,0.62814466,0.07121862,0.21192520,0.42554951,0.00000000
-4.94947474,0.86786157,0.03501381,0.08700470,0.65363769,0.07557874,0.21789157,0.45185953,0.00000000
-4.94347174,0.91514089,0.03755015,0.08931524,0.67975849,0.08023346,0.22396921,0.47907745,0.00000000
-4.93746873,0.96388320,0.04012057,0.09174196,0.70639967,0.08515028,0.23016924,0.50699256,0.00000000
-4.93146573,1.01366398,0.04267768,0.09429291,0.73339960,0.09028829,0.23648593,0.53534842,0.00000000
-4.92546273,1.06397964,0.04517338,0.09696780,0.76054298,0.09559843,0.24289517,0.56384607,0.00000000
-4.91945973,1.11425601,0.04756009,0.09975746,0.78756434,0.10102417,0.24935385,0.59214943,0.00000000
-4.91345673,1.16386076,0.04979211,0.10264397,0.81415445,0.10650244,0.25580019,0.61989272,0.00000000
-4.90745373,1.21211919,0.05182685,0.10560107,0.83996940,0.11196497,0.26215499,0.64668971,0.00000000
-4.90145073,1.25833293,0.05362611,0.10859512,0.86464190,0.11733990,0.26832385,0.67214446,0.00000000
-4.89544772,1.30180067,0.05515716,0.11158628,0.88779436,0.12255358,0.27420005,0.69586301,0.00000000
-4.88944472,1.34184012,0.05639374,0.11453017,0.90905285,0.12753260,0.27966829,0.71746571,0.00000000
-4.88344172,1.37780989,0.05731674,0.11737959,0.92806141,0.13220585,0.28460872,0.73659932,0.00000000
-4.87743872,1.40913058,0.05791473,0.12008646,0.94449578,0.13650651,0.28890139,0.75294863,0.00000000
-4.87143572,1.43530365,0.05818415,0.12260365,0.95807587,0.14037406,0.29243075,0.76624676,0.00000000
-4.86543272,1.45592748,0.05812928,0.12488683,0.96857624,0.14375587,0.29508997,0.77628376,0.00000000
-4.85942971,1.47070949,0.05776181,0.12689600,0.97583404,0.14660870,0.29678502,0.78291316,0.00000000
-4.85342671,1.47947397,0.05710028,0.12859688,0.97975399,0.14889968,0.29743811,0.78605592,0.00000000
-4.84742371,1.48216515,0.05616916,0.12996179,0.98031022,0.15060697,0.29699063,0.78570194,0.00000000
-4.84142071,1.47884540,0.05499778,0.13097031,0.97754483,0.15171989,0.29540513,0.78190873,0.00000000
-4.83541771,1.46968882,0.05361911,0.13160946,0.97156337,0.15223871,0.29266660,0.77479763,0.00000000
-4.82941471,1.45497060,0.05206845,0.13187345,0.96252767,0.15217396,0.28878283,0.76454767,0.00000000
-4.82341171,1.43505276,0.05038207,0.13176323,0.95064628,0.15154536,0.28378383,0.75138748,0.00000000
-4.81740870,1.41036725,0.04859591,0.13128563,0.93616345,0.15038050,0.27772057,0.73558563,0.00000000
-4.81140570,1.38139721,0.04674435,0.13045229,0.91934704,0.14871325,0.27066295,0.71744010,0.00000000
-4.80540270,1.34865748,0.04485916,0.12927854,0.90047627,0.14658210,0.26269714,0.69726717,0.00000000
-4.79939970,1.31267553,0.04296859,0.12778218,0.87983002,0.14402840,0.25392261,0.67539055,0.00000000
-4.79339670,1.27397347,0.04109674,0.12598226,0.85767623,0.14109474,0.24444871,0.65213109,0.00000000
-4.78739370,1.23305232,0.03926310,0.12389811,0.83426304,0.13782345,0.23439132,0.62779757,0.00000000
-4.78139070,1.19037900,0.03748239,0.12154844,0.80981200,0.13425530,0.22386932,0.60267907,0.00000000
-4.77538769,1.14637655,0.03576464,0.11895075,0.78451376,0.13042858,0.21300148,0.57703891,0.00000000
-4.76938469,1.10141789,0.03411540,0.11612092,0.75852613,0.12637833,0.20190345,0.55111063,0.00000000
-4.76338169,1.05582313,0.03253626,0.11307318,0.73197463,0.12213607,0.19068528,0.52509582,0.00000000
-4.75737869,1.00986008,0.03102541,0.10982024,0.70495508,0.11772973,0.17944933,0.49916377,0.00000000
-4.75137569,0.96374788,0.02957836,0.10637369,0.67753822,0.11318386,0.16828877,0.47345280,0.00000000
-4.74537269,0.91766286,0.02818873,0.10274451,0.64977545,0.10852014,0.15728653,0.44807297,0.00000000
-4.73936968,0.87174621,0.02684900,0.09894377,0.62170564,0.10375799,0.14651474,0.42310985,0.00000000
-4.73336668,0.82611274,0.02555130,0.09498328,0.59336207,0.09891531,0.13603465,0.39862899,0.00000000
-4.72736368,0.78085985,0.02428805,0.09087629,0.56477929,0.09400922,0.12589697,0.37468076,0.00000000
-4.72136068,0.73607630,0.02305263,0.08663804,0.53599924,0.08905682,0.11614240,0.35130512,0.00000000
-4.71535768,0.69184988,0.02183978,0.08228624,0.50707624,0.08407575,0.10680255,0.32853612,0.00000000
-4.70935468,0.64827387,0.02064602,0.07784127,0.47808069,0.07908470,0.09790088,0.30640578,0.00000000
-4.70335168,0.60545163,0.01946980,0.07332630,0.44910117,0.07410369,0.08945378,0.28494728,0.00000000
-4.69734867,0.56349936,0.01831163,0.06876708,0.42024491,0.06915413,0.08147161,0.26419713,0.00000000
-4.69134567,0.52254697,0.01717402,0.06419162,0.39163672,0.06425878,0.07395972,0.24419654,0.00000000
-4.68534267,0.48273703,0.01606129,0.05962964,0.36341651,0.05944140,0.06691936,0.22499180,0.00000000
-4.67933967,0.44422224,0.01497939,0.05511188,0.33573564,0.05472635,0.06034849,0.20663388,0.00000000
-4.67333667,0.40716157,0.01393554,0.05066933,0.30875240,0.05013800,0.05424239,0.18917730,0.00000000
-4.66733367,0.37171554,0.01293789,0.04633240,0.28262693,0.04570013,0.04859422,0.17267848,0.00000000
-4.66133067,0.33804100,0.01199512,0.04213009,0.25751600,0.04143526,0.04339538,0.15719376,0.00000000
-4.65532766,0.30628582,0.01111610,0.03808920,0.23356786,0.03736403,0.03863588,0.14277724,0.00000000
-4.64932466,0.27658389,0.01030949,0.03423360,0.21091758,0.03350459,0.03430444,0.12947860,0.00000000
-4.64332166,0.24905073,0.00958341,0.03058375,0.18968298,0.02987216,0.03038876,0.11734119,0.00000000
-4.63731866,0.22377996,0.00894515,0.02715616,0.16996153,0.02647865,0.02687560,0.10640029,0.00000000
-4.63131566,0.20084082,0.00840096,0.02396324,0.15182813,0.02333246,0.02375091,0.09668193,0.00000000
-4.62531266,0.18027685,0.00795583,0.02101314,0.13533398,0.02043837,0.02099999,0.08820201,0.00000000
-4.61930965,0.16210582,0.00761340,0.01830988,0.12050648,0.01779767,0.01860765,0.08096612,0.00000000
-4.61330665,0.14632070,0.00737589,0.01585353,0.10735001,0.01540829,0.01655844,0.07496975,0.00000000
-4.60730365,0.13289177,0.00724412,0.01364060,0.09584775,0.01326519,0.01483688,0.07019905,0.00000000
-4.60130065,0.12176972,0.00721751,0.01166450,0.08596405,0.01136071,0.01342775,0.06663203,0.00000000
-4.59529765,0.11288936,0.00729426,0.00991611,0.07764754,0.00968505,0.01231643,0.06424023,0.00000000
-4.58929465,0.10617411,0.00747143,0.00838434,0.07083455,0.00822681,0.01148924,0.06299063,0.00000000
-4.58329165,0.10154071,0.00774514,0.00705680,0.06545291,0.00697353,0.01093374,0.06284789,0.00000000
-4.57728864,0.09890427,0.00811079,0.00592044,0.06142578,0.00591214,0.01063912,0.06377670,0.00000000
-4.57128564,0.09818321,0.00856327,0.00496215,0.05867550,0.00502955,0.01059645,0.06574424,0.00000000
-4.56528264,0.09930417,0.00909720,0.00416938,0.05712730,0.00431301,0.01079897,0.06872259,0.00000000
-4.55927964,0.10220641,0.00970714,0.00353070,0.05671273,0.00375053,0.01124224,0.07269101,0.00000000
-4.55327664,0.10684584,0.01038787,0.00303628,0.05737277,0.00333119,0.01192424,0.07763800,0.00000000
-4.54727364,0.11319836,0.01113450,0.00267837,0.05906051,0.00304538,0.01284537,0.08356298,0.00000000
-4.54127064,0.12126231,0.01194272,0.00245167,0.06174331,0.00288494,0.01400827,0.09047759,0.00000000
-4.53526763,0.13106013,0.01280885,0.00235365,0.06540444,0.00284327,0.01541759,0.09840642,0.00000000
-4.52926463,0.14263890,0.01372995,0.00238487,0.07004409,0.00291532,0.01707957,0.10738706,0.00000000
-4.52326163,0.15606976,0.01470377,0.00254909,0.07567975,0.00309755,0.01900146,0.11746953,0.00000000
-4.51725863,0.17144615,0.01572872,0.00285344,0.08234590,0.00338777,0.02119087,0.12871492,0.00000000
-4.51125563,0.18888078,0.01680369,0.00330848,0.09009299,0.00378502,0.02365495,0.14119321,0.00000000
-4.50525263,0.20850141,0.01792789,0.00392808,0.09898571,0.00428931,0.02639948,0.15498034,0.00000000
-4.49924962,0.23044538,0.01910051,0.00472931,0.10910052,0.00490136,0.02942790,0.17015450,0.00000000
-4.49324662,0.25485304,0.02032047,0.00573216,0.12052246,0.00562235,0.03274028,0.18679180,0.00000000
