energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,5.17159544,0.10316161,0.00000000,0.02643574,3.67077917,1.97286147,2.77894704
-5.99399700,5.20365359,0.10056334,0.00000000,0.02514429,3.71672876,1.98235439,2.81126903
-5.98799400,5.22123788,0.09787096,0.00000000,0.02381757,3.75055099,1.98666142,2.83381956
-5.98199100,5.22360533,0.09513452,0.00000000,0.02247511,3.77118680,1.98549181,2.84607731
-5.97598799,5.21020100,0.09240088,0.00000000,0.02113591,3.77776890,1.97860873,2.84764838
-5.96998499,5.18067112,0.08971212,0.00000000,0.01981789,3.76964609,1.96583501,2.83827918
-5.96398199,5.13487633,0.08710442,0.00000000,0.01853733,3.74640477,1.94705971,2.81786790
-5.95797899,5.07290383,0.08460727,0.00000000,0.01730848,3.70788605,1.92224503,2.78647394
-5.95197599,4.99507697,0.08224311,0.00000000,0.01614333,3.65419746,1.89143274,2.74432409
-5.94597299,4.90196070,0.08002737,0.00000000,0.01505138,3.58571794,1.85474973,2.69181497
-5.93996998,4.79436147,0.07796878,0.00000000,0.01403967,3.50309528,1.81241168,2.62951071
-5.93396698,4.67332028,0.07606995,0.00000000,0.01311276,3.40723537,1.76472444,2.55813562
-5.92796398,4.54009806,0.07432821,0.00000000,0.01227295,3.29928321,1.71208253,2.47856147
-5.92196098,4.39615305,0.07273652,0.00000000,0.01152042,3.18059587,1.65496446,2.39178955
-5.91595798,4.24311035,0.07128441,0.00000000,0.01085354,3.05270822,1.59392477,2.29892790
-5.90995498,4.08272456,0.06995898,0.00000000,0.01026914,2.91729264,1.52958302,2.20116458
-5.90395198,3.91683679,0.06874580,0.00000000,0.00976281,2.77611435,1.46260998,2.09973780
-5.89794897,3.74732793,0.06762969,0.00000000,0.00932924,2.63098417,1.39371172,1.99590443
-5.89194597,3.57607053,0.06659544,0.00000000,0.00896246,2.48371095,1.32361228,1.89090812
-5.88594297,3.40488160,0.06562837,0.00000000,0.00865622,2.33605561,1.25303590,1.78594865
-5.87993997,3.23547893,0.06471478,0.00000000,0.00840414,2.18968900,1.18268954,1.68215387
-5.87393697,3.06944329,0.06384235,0.00000000,0.00820005,2.04615544,1.11324688,1.58055555
-5.86793397,2.90818854,0.06300041,0.00000000,0.00803815,1.90684331,1.04533436,1.48207038
-5.86193097,2.75294134,0.06218028,0.00000000,0.00791322,1.77296399,0.97952017,1.38748674
-5.85592796,2.60473137,0.06137553,0.00000000,0.00782079,1.64553981,0.91630662,1.29745786
-5.84992496,2.46439271,0.06058230,0.00000000,0.00775733,1.52540101,0.85612624,1.21250150
-5.84392196,2.33257593,0.05979965,0.00000000,0.00772038,1.41319162,0.79934171,1.13300593
-5.83791896,2.20977001,0.05903000,0.00000000,0.00770870,1.30938332,0.74624935,1.05924155
-5.83191596,2.09633275,0.05827956,0.00000000,0.00772238,1.21429620,0.69708605,0.99137742
-5.82591296,1.99252739,0.05755881,0.00000000,0.00776295,1.12812486,0.65203887,0.92950159
-5.81990995,1.89856340,0.05688293,0.00000000,0.00783350,1.05096830,0.61125664,0.87364384
-5.81390695,1.81463853,0.05627223,0.00000000,0.00793867,0.98286153,0.57486290,0.82379966
-5.80790395,1.74097964,0.05575239,0.00000000,0.00808475,0.92380738,0.54296912,0.77995392
-5.80190095,1.67787961,0.05535462,0.00000000,0.00827962,0.87380653,0.51568749,0.74210318
-5.79589795,1.62572812,0.05511559,0.00000000,0.00853269,0.83288422,0.49314232,0.71027513
-5.78989495,1.58503401,0.05507702,0.00000000,0.00885477,0.80111252,0.47547942,0.68454451
-5.78389195,1.55643804,0.05528510,0.00000000,0.00925789,0.77862674,0.46287285,0.66504455
-5.77788894,1.54071475,0.05578950,0.00000000,0.00975504,0.76563571,0.45552853,0.65197351
-5.77188594,1.53876311,0.05664214,0.00000000,0.01035988,0.76242521,0.45368451,0.64559610
-5.76588294,1.55158622,0.05789556,0.00000000,0.01108628,0.76935472,0.45760773,0.64623969
-5.75987994,1.58026068,0.05960114,0.00000000,0.01194799,0.78684777,0.46758748,0.65428579
-5.75387694,1.62589692,0.06180700,0.00000000,0.01295807,0.81537642,0.48392577,0.67015712
-5.74787394,1.68959240,0.06455582,0.00000000,0.01412842,0.85544078,0.50692505,0.69430095
-5.74187094,1.77237959,0.06788260,0.00000000,0.01546925,0.90754452,0.53687384,0.72716968
-5.73586793,1.87517116,0.07181247,0.00000000,0.01698855,0.97216757,0.57403103,0.76919930
-5.72986493,1.99870493,0.07635864,0.00000000,0.01869163,1.04973723,0.61860947,0.82078685
-5.72386193,2.14349108,0.08152061,0.00000000,0.02058061,1.14059896,0.67075973,0.88226774
-5.71785893,2.30976396,0.08728286,0.00000000,0.02265415,1.24498792,0.73055478,0.95389377
-5.71185593,2.49744073,0.09361385,0.00000000,0.02490707,1.36300255,0.79797627,1.03581269
-5.70585293,2.70608879,0.10046569,0.00000000,0.02733026,1.49458102,0.87290321,1.12804994
-5.69984992,2.93490328,0.10777439,0.00000000,0.02991054,1.63948139,0.95510347,1.23049308
-5.69384692,3.18269587,0.11546075,0.00000000,0.03263080,1.79726618,1.04422867,1.34287949
-5.68784392,3.44789517,0.12343189,0.00000000,0.03547015,1.96729172,1.13981263,1.46478736
-5.68184092,3.72855898,0.13158340,0.00000000,0.03840425,2.14870260,1.24127369,1.59563035
-5.67583792,4.02239776,0.13980203,0.00000000,0.04140570,2.34043136,1.34792080,1.73465588
-5.66983492,4.32680861,0.14796890,0.00000000,0.04444460,2.54120329,1.45896327,1.88094702
-5.66383192,4.63891848,0.15596292,0.00000000,0.04748910,2.74954644,1.57352393,2.03342798
-5.65782891,4.95563509,0.16366458,0.00000000,0.05050603,2.96380644,1.69065529,2.19087304
-5.65182591,5.27370405,0.17095963,0.00000000,0.05346159,3.18216596,1.80935831,2.35191884
-5.64582291,5.58977031,0.17774273,0.00000000,0.05632200,3.40266869,1.92860311,2.51507997
-5.63981991,5.90044230,0.18392076,0.00000000,0.05905412,3.62324733,2.04735115,2.67876774
-5.63381691,6.20235709,0.18941580,0.00000000,0.06162609,3.84175548,2.16457822,2.84131215
-5.62781391,6.49224509,0.19416739,0.00000000,0.06400780,4.05600306,2.27929753,3.00098682
-5.62181091,6.76699276,0.19813428,0.00000000,0.06617145,4.26379483,2.39058239,3.15603690
-5.61580790,7.02370235,0.20129532,0.00000000,0.06809188,4.46297149,2.49758772,3.30470962
-5.60980490,7.25974730,0.20364967,0.00000000,0.06974693,4.65145280,2.59956975,3.44528723
-5.60380190,7.47282252,0.20521611,0.00000000,0.07111766,4.82728182,2.69590336,3.57612170
-5.59779890,7.66098839,0.20603175,0.00000000,0.07218861,4.98866915,2.78609633,3.69567058
-5.59179590,7.82270772,0.20614993,0.00000000,0.07294787,5.13403607,2.86979996,3.80253299
-5.58579290,7.95687464,0.20563763,0.00000000,0.07338721,5.26205490,2.94681541,3.89548473
-5.57978989,8.06283441,0.20457242,0.00000000,0.07350213,5.37168503,3.01709538,3.97351103
-5.57378689,8.14039345,0.20303906,0.00000000,0.07329193,5.46220278,3.08074062,4.03583576
-5.56778389,8.18981848,0.20112601,0.00000000,0.07275965,5.53322348,3.13799098,4.08194533
-5.56178089,8.21182428,0.19892187,0.00000000,0.07191212,5.58471394,3.18921112,4.11160610
-5.55577789,8.20754956,0.19651200,0.00000000,0.07075990,5.61699414,3.23487073,4.12487391
-5.54977489,8.17852098,0.19397547,0.00000000,0.06931721,5.63072715,3.27551990,4.12209471
-5.54377189,8.12660565,0.19138232,0.00000000,0.06760186,5.62689678,3.31176032,4.10389576
-5.53776888,8.05395327,0.18879142,0.00000000,0.06563504,5.60677340,3.34421328,4.07116717
-5.53176588,7.96292941,0.18624888,0.00000000,0.06344119,5.57186867,3.37348586,4.02503416
-5.52576288,7.85604230,0.18378709,0.00000000,0.06104769,5.52388100,3.40013684,3.96682098
-5.51975988,7.73586588,0.18142442,0.00000000,0.05848457,5.46463401,3.42464424,3.89800786
-5.51375688,7.60496245,0.17916561,0.00000000,0.05578412,5.39601089,3.44737623,3.82018300
-5.50775388,7.46580851,0.17700275,0.00000000,0.05298044,5.31988809,3.46856745,3.73499177
-5.50175088,7.32072738,0.17491680,0.00000000,0.05010893,5.23807164,3.48830229,3.64408570
-5.49574787,7.17183215,0.17287968,0.00000000,0.04720580,5.15223991,3.50650686,3.54907383
-5.48974487,7.02098190,0.17085664,0.00000000,0.04430748,5.06389569,3.52295046,3.45147881
-5.48374187,6.86975372,0.16880895,0.00000000,0.04145003,4.97433066,3.53725726,3.35270006
-5.47773887,6.71943178,0.16669675,0.00000000,0.03866861,4.88460378,3.54892806,3.25398554
-5.47173587,6.57101403,0.16448186,0.00000000,0.03599691,4.79553515,3.55737157,3.15641360
-5.46573287,6.42523576,0.16213047,0.00000000,0.03346664,4.70771493,3.56194367,3.06088507
-5.45972986,6.28260817,0.15961557,0.00000000,0.03110709,4.62152674,3.56199292,2.96812579
-5.45372686,6.14346906,0.15691899,0.00000000,0.02894466,4.53718336,3.55690980,2.87869847
-5.44772386,6.00804202,0.15403298,0.00000000,0.02700260,4.45477202,3.54617692,2.79302256
-5.44172086,5.87649959,0.15096121,0.00000000,0.02530061,4.37430585,3.52941718,2.71140014
-5.43571786,5.74902594,0.14771918,0.00000000,0.02385473,4.29577750,3.50643695,2.63404559
-5.42971486,5.62587431,0.14433396,0.00000000,0.02267705,4.21921113,3.47726153,2.56111652
-5.42371186,5.50741503,0.14084335,0.00000000,0.02177569,4.14470873,3.44216036,2.49274348
-5.41770885,5.39417044,0.13729444,0.00000000,0.02115464,4.07248755,3.40166027,2.42905628
-5.41170585,5.28683411,0.13374170,0.00000000,0.02081380,4.00290568,3.35654559,2.37020494
-5.40570285,5.18627276,0.13024463,0.00000000,0.02074893,3.93647420,3.30784468,2.31637385
-5.39969985,5.09351052,0.12686517,0.00000000,0.02095176,3.87385475,3.25680334,2.26778821
-5.39369685,5.00969639,0.12366492,0.00000000,0.02141002,3.81584282,3.20484625,2.22471261
-5.38769385,4.93605698,0.12070235,0.00000000,0.02210766,3.76333784,3.15352829,2.18744200
-5.38169085,4.87383742,0.11803023,0.00000000,0.02302496,3.71730212,3.10447818,2.15628592
-5.37568784,4.82423431,0.11569316,0.00000000,0.02413884,3.67871136,3.05933722,2.13154748
-5.36968484,4.78832480,0.11372565,0.00000000,0.02542313,3.64849991,3.01969624,2.11349860
-5.36368184,4.76699631,0.11215049,0.00000000,0.02684897,3.62750448,2.98703369,2.10235351
-5.35767884,4.76088101,0.11097776,0.00000000,0.02838527,3.61640957,2.96265790,2.09824254
-5.35167584,4.77029910,0.11020434,0.00000000,0.02999915,3.61569802,2.94765596,2.10118781
-5.34567284,4.79521386,0.10981399,0.00000000,0.03165661,3.62560958,2.94285133,2.11108279
-5.33966983,4.83520105,0.10977798,0.00000000,0.03332305,3.64610960,2.94877181,2.12767681
-5.33366683,4.88943405,0.11005614,0.00000000,0.03496401,3.67686944,2.96562857,2.15056562
-5.32766383,4.95668521,0.11059839,0.00000000,0.03654577,3.71725940,2.99330681,2.17918854
-5.32166083,5.03534314,0.11134657,0.00000000,0.03803610,3.76635401,3.03136754,2.21283216
-5.31565783,5.12344451,0.11223646,0.00000000,0.03940482,3.82294924,3.07905985,2.25064059
-5.30965483,5.21871864,0.11320000,0.00000000,0.04062451,3.88559001,3.13534248,2.29163131
-5.30365183,5.31864244,0.11416744,0.00000000,0.04167097,3.95260665,3.19891311,2.33471603
-5.29764882,5.42050290,0.11506955,0.00000000,0.04252369,4.02215794,3.26824394,2.37872527
-5.29164582,5.52146451,0.11583958,0.00000000,0.04316626,4.09227879,3.34162175,2.42243562
-5.28564282,5.61863878,0.11641509,0.00000000,0.04358656,4.16093040,3.41719101,2.46459843
-5.27963982,5.70915334,0.11673951,0.00000000,0.04377689,4.22605079,3.49299851,2.50396885
-5.27363682,5.79021851,0.11676341,0.00000000,0.04373400,4.28560410,3.56703824,2.53933420
-5.26763382,5.85918953,0.11644552,0.00000000,0.04345899,4.33762721,3.63729577,2.56954084
-5.26163082,5.91362310,0.11575342,0.00000000,0.04295706,4.38027257,3.70179097,2.59351878
-5.25562781,5.95132722,0.11466392,0.00000000,0.04223724,4.41184643,3.75861894,2.61030369
-5.24962481,5.97040383,0.11316328,0.00000000,0.04131196,4.43084222,3.80598836,2.61905586
-5.24362181,5.96928382,0.11124710,0.00000000,0.04019666,4.43596862,3.84225714,2.61907589
-5.23761881,5.94675452,0.10892005,0.00000000,0.03890925,4.42617257,3.86596502,2.60981719
-5.23161581,5.90197953,0.10619540,0.00000000,0.03746961,4.40065702,3.87586292,2.59089515
-5.22561281,5.83451117,0.10309447,0.00000000,0.03589908,4.35889383,3.87093851,2.56209300
-5.21960980,5.74429576,0.09964588,0.00000000,0.03421992,4.30063171,3.85043780,2.52336459
-5.21360680,5.63167176,0.09588482,0.00000000,0.03245488,4.22589940,3.81388215,2.47483400
-5.20760380,5.49736114,0.09185215,0.00000000,0.03062670,4.13500420,3.76108015,2.41679213
-5.20160080,5.34245396,0.08759359,0.00000000,0.02875772,4.02852564,3.69213401,2.34969039
-5.19559780,5.16838661,0.08315876,0.00000000,0.02686957,3.90730449,3.60743974,2.27413146
-5.18959480,4.97691380,0.07860034,0.00000000,0.02498283,3.77242698,3.50768089,2.19085741
-5.18359180,4.77007487,0.07397317,0.00000000,0.02311683,3.62520448,3.39381563,2.10073529
-5.17758879,4.55015491,0.06933342,0.00000000,0.02128949,3.46714860,3.26705717,2.00474034
-5.17158579,4.31964150,0.06473781,0.00000000,0.01951720,3.29994238,3.12884769,1.90393733
-5.16558279,4.08117797,0.06024285,0.00000000,0.01781479,3.12540787,2.98082663,1.79946031
-5.15957979,3.83751444,0.05590419,0.00000000,0.01619554,2.94547097,2.82479384,1.69249131
-5.15357679,3.59145773,0.05177603,0.00000000,0.01467124,2.76212446,2.66266903,1.58423850
-5.14757379,3.34582177,0.04791056,0.00000000,0.01325231,2.57739021,2.49644863,1.47591459
-5.14157079,3.10337977,0.04435759,0.00000000,0.01194794,2.39328180,2.32816175,1.36871583
-5.13556778,2.86681972,0.04116410,0.00000000,0.01076631,2.21176880,2.15982666,1.26380260
-5.12956478,2.63870438,0.03837400,0.00000000,0.00971477,2.03474382,1.99340938,1.16228186
-5.12356178,2.42143699,0.03602784,0.00000000,0.00880006,1.86399354,1.83078594,1.06519220
-5.11755878,2.21723359,0.03416265,0.00000000,0.00802858,1.70117450,1.67370944,0.97349180
-5.11155578,2.02810241,0.03281171,0.00000000,0.00740658,1.54779449,1.52378301,0.88804962
-5.10555278,1.85583073,0.03200445,0.00000000,0.00694041,1.40519995,1.38243942,0.80963992
-5.09954977,1.70197908,0.03176631,0.00000000,0.00663664,1.27456951,1.25092757,0.73894013
-5.09354677,1.56788226,0.03211858,0.00000000,0.00650229,1.15691341,1.13030612,0.67653186
-5.08754377,1.45465661,0.03307834,0.00000000,0.00654481,1.05307862,1.02144369,0.62290478
-5.08154077,1.36321248,0.03465825,0.00000000,0.00677220,0.96375861,0.92502528,0.57846276
-5.07553777,1.29427062,0.03686654,0.00000000,0.00719292,0.88950707,0.84156380,0.54353198
-5.06953477,1.24838141,0.03970690,0.00000000,0.00781577,0.83075439,0.77141586,0.51837010
-5.06353177,1.22594524,0.04317845,0.00000000,0.00864970,0.78782562,0.71480046,0.50317605
-5.05752876,1.22723285,0.04727580,0.00000000,0.00970352,0.76095871,0.67181939,0.49809963
-5.05152576,1.25240422,0.05198916,0.00000000,0.01098558,0.75032177,0.64247807,0.50325027
-5.04552276,1.30152481,0.05730454,0.00000000,0.01250329,0.75602816,0.62670561,0.51870446
-5.03951976,1.37457800,0.06320406,0.00000000,0.01426271,0.77814838,0.62437306,0.54451118
-5.03351676,1.47147300,0.06966639,0.00000000,0.01626797,0.81671785,0.63530890,0.58069501
-5.02751376,1.59204757,0.07666722,0.00000000,0.01852080,0.87174013,0.65931097,0.62725654
-5.02151076,1.73606508,0.08417985,0.00000000,0.02101993,0.94318490,0.69615451,0.68417004
-5.01550775,1.90320603,0.09217584,0.00000000,0.02376065,1.03098089,0.74559582,0.75137820
-5.00950475,2.09305405,0.10062560,0.00000000,0.02673429,1.13500367,0.80737168,0.82878414
-5.00350175,2.30507704,0.10949899,0.00000000,0.02992787,1.25505900,0.88119452,0.91624099
-4.99749875,2.53860411,0.11876586,0.00000000,0.03332383,1.39086219,0.96674393,1.01353945
-4.99149575,2.79279956,0.12839639,0.00000000,0.03689985,1.54201465,1.06365488,1.12039381
-4.98549275,3.06663508,0.13836133,0.00000000,0.04062883,1.70797878,1.17150366,1.23642722
-4.97948974,3.35886197,0.14863193,0.00000000,0.04447902,1.88805248,1.28979221,1.36115697
-4.97348674,3.66798488,0.15917979,0.00000000,0.04841432,2.08134492,1.41793206,1.49398057
-4.96748374,3.99223923,0.16997632,0.00000000,0.05239473,2.28675510,1.55522887,1.63416364
-4.96148074,4.32957404,0.18099210,0.00000000,0.05637692,2.50295481,1.70086875,1.78083052
-4.95547774,4.67764212,0.19219602,0.00000000,0.06031505,2.72837744,1.85390739,1.93295839
-4.94947474,5.03379941,0.20355423,0.00000000,0.06416156,2.96121409,2.01326317,2.08937578
-4.94347174,5.39511484,0.21502917,0.00000000,0.06786822,3.19941816,2.17771507,2.24876618
-4.93746873,5.75839187,0.22657845,0.00000000,0.07138716,3.44071904,2.34590606,2.40967705
-4.93146573,6.12020235,0.23815395,0.00000000,0.07467200,3.68264565,2.51635268,2.57053472
-4.92546273,6.47693270,0.24970109,0.00000000,0.07767894,3.92255964,2.68746082,2.72966507
-4.91945973,6.82484201,0.26115830,0.00000000,0.08036791,4.15769799,2.85754782,2.88531970
