energy_ev,total_up,Ir_p_up,Ir_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.25062531,0.85913290,0.11640080,0.67856355,0.00561432,0.00112501,0.02666218,0.16942342,0.00000000
-3.24462231,0.85881722,0.11616022,0.67397785,0.00517012,0.00110869,0.02877525,0.17140543,0.00000000
-3.23861931,0.85793899,0.11591948,0.66852610,0.00475268,0.00109283,0.03100086,0.17340791,0.00000000
-3.23261631,0.85624773,0.11563209,0.66210632,0.00436108,0.00107690,0.03329526,0.17534790,0.00000000
-3.22661331,0.85349651,0.11525446,0.65462436,0.00399434,0.00106037,0.03561261,0.17714143,0.00000000
-3.22061031,0.84944648,0.11474595,0.64599597,0.00365137,0.00104271,0.03790569,0.17870464,0.00000000
-3.21460730,0.84387146,0.11406909,0.63614848,0.00333110,0.00102346,0.04012675,0.17995519,0.00000000
-3.20860430,0.83656265,0.11318979,0.62502246,0.00303243,0.00100221,0.04222856,0.18081377,0.00000000
-3.20260130,0.82733339,0.11207756,0.61257322,0.00275432,0.00097863,0.04416540,0.18120570,0.00000000
-3.19659830,0.81602401,0.11070591,0.59877225,0.00249578,0.00095249,0.04589430,0.18106279,0.00000000
-3.19059530,0.80250660,0.10905276,0.58360873,0.00225586,0.00092364,0.04737607,0.18032510,0.00000000
-3.18459230,0.78668961,0.10710091,0.56709092,0.00203368,0.00089205,0.04857647,0.17894276,0.00000000
-3.17858929,0.76852190,0.10483852,0.54924743,0.00182842,0.00085777,0.04946711,0.17687764,0.00000000
-3.17258629,0.74799625,0.10225963,0.53012828,0.00163929,0.00082095,0.05002634,0.17410486,0.00000000
-3.16658329,0.72515180,0.09936451,0.50980565,0.00146554,0.00078183,0.05023987,0.17061388,0.00000000
-3.16058029,0.70007538,0.09615994,0.48837404,0.00130648,0.00074072,0.05010114,0.16640929,0.00000000
-3.15457729,0.67290145,0.09265936,0.46594998,0.00116142,0.00069799,0.04961153,0.16151116,0.00000000
-3.14857429,0.64381053,0.08888282,0.44267095,0.00102970,0.00065406,0.04878022,0.15595477,0.00000000
-3.14257129,0.61302607,0.08485662,0.41869363,0.00091072,0.00060937,0.04762382,0.14978993,0.00000000
-3.13656828,0.58080982,0.08061286,0.39419136,0.00080389,0.00056440,0.04616577,0.14307973,0.00000000
-3.13056528,0.54745578,0.07618871,0.36935098,0.00070867,0.00051961,0.04443551,0.13589883,0.00000000
-3.12456228,0.51328304,0.07162547,0.34436905,0.00062460,0.00047544,0.04246747,0.12833135,0.00000000
-3.11855928,0.47862775,0.06696749,0.31944762,0.00055130,0.00043232,0.04029993,0.12046846,0.00000000
-3.11255628,0.44383455,0.06226099,0.29478979,0.00048850,0.00039062,0.03797385,0.11240577,0.00000000
-3.10655328,0.40924790,0.05755283,0.27059517,0.00043606,0.00035069,0.03553159,0.10424058,0.00000000
-3.10055028,0.37520370,0.05288924,0.24705552,0.00039401,0.00031280,0.03301573,0.09606926,0.00000000
-3.09454727,0.34202157,0.04831462,0.22435085,0.00036258,0.00027719,0.03046798,0.08798472,0.00000000
-3.08854427,0.30999805,0.04387049,0.20264591,0.00034225,0.00024401,0.02792814,0.08007416,0.00000000
-3.08254127,0.27940109,0.03959453,0.18208756,0.00033376,0.00021337,0.02543332,0.07241714,0.00000000
-3.07653827,0.25046599,0.03551986,0.16280285,0.00033816,0.00018533,0.02301723,0.06508407,0.00000000
-3.07053527,0.22339283,0.03167449,0.14489804,0.00035683,0.00015989,0.02070979,0.05813517,0.00000000
-3.06453227,0.19834550,0.02808104,0.12845843,0.00039157,0.00013701,0.01853677,0.05161979,0.00000000
-3.05852926,0.17545219,0.02475663,0.11354908,0.00044456,0.00011661,0.01651982,0.04557632,0.00000000
-3.05252626,0.15480717,0.02171298,0.10021624,0.00051841,0.00009856,0.01467647,0.04003235,0.00000000
-3.04652326,0.13647372,0.01895676,0.08848939,0.00061618,0.00008274,0.01302042,0.03500533,0.00000000
-3.04052026,0.12048791,0.01648996,0.07838369,0.00074137,0.00006897,0.01156188,0.03050341,0.00000000
-3.03451726,0.10686294,0.01431050,0.06990279,0.00089792,0.00005710,0.01030799,0.02652656,0.00000000
-3.02851426,0.09559368,0.01241284,0.06304156,0.00109015,0.00004695,0.00926329,0.02306783,0.00000000
-3.02251126,0.08666124,0.01078867,0.05778887,0.00132272,0.00003833,0.00843024,0.02011466,0.00000000
-3.01650825,0.08003722,0.00942756,0.05412997,0.00160054,0.00003107,0.00780967,0.01765018,0.00000000
-3.01050525,0.07568729,0.00831760,0.05204856,0.00192866,0.00002501,0.00740118,0.01565445,0.00000000
-3.00450225,0.07357423,0.00744598,0.05152818,0.00231216,0.00002000,0.00720355,0.01410558,0.00000000
-2.99849925,0.07365988,0.00679948,0.05255315,0.00275593,0.00001587,0.00721495,0.01298066,0.00000000
-2.99249625,0.07590628,0.00636490,0.05510869,0.00326453,0.00001251,0.00743318,0.01225659,0.00000000
-2.98649325,0.08027577,0.00612929,0.05918048,0.00384195,0.00000979,0.00785565,0.01191055,0.00000000
-2.98049025,0.08673011,0.00608023,0.06475357,0.00449139,0.00000761,0.00847947,0.01192045,0.00000000
-2.97448724,0.09522887,0.00620587,0.07181065,0.00521503,0.00000588,0.00930124,0.01226505,0.00000000
-2.96848424,0.10572694,0.00649492,0.08032998,0.00601377,0.00000451,0.01031694,0.01292398,0.00000000
-2.96248124,0.11817169,0.00693665,0.09028293,0.00688700,0.00000343,0.01152161,0.01387756,0.00000000
-2.95647824,0.13249964,0.00752068,0.10163130,0.00783244,0.00000260,0.01290915,0.01510657,0.00000000
-2.95047524,0.14863310,0.00823684,0.11432473,0.00884589,0.00000197,0.01447193,0.01659190,0.00000000
-2.94447224,0.16647691,0.00907498,0.12829812,0.00992118,0.00000149,0.01620059,0.01831410,0.00000000
-2.93846923,0.18591556,0.01002471,0.14346948,0.01105006,0.00000114,0.01808367,0.02025308,0.00000000
-2.93246623,0.20681080,0.01107525,0.15973822,0.01222222,0.00000089,0.02010749,0.02238764,0.00000000
-2.92646323,0.22900005,0.01221523,0.17698392,0.01342537,0.00000073,0.02225594,0.02469520,0.00000000
-2.92046023,0.25229565,0.01343254,0.19506603,0.01464536,0.00000064,0.02451043,0.02715153,0.00000000
-2.91445723,0.27648520,0.01471427,0.21382416,0.01586648,0.00000063,0.02684991,0.02973064,0.00000000
-2.90845423,0.30133288,0.01604663,0.23307935,0.01707176,0.00000070,0.02925102,0.03240470,0.00000000
-2.90245123,0.32658201,0.01741501,0.25263612,0.01824330,0.00000085,0.03168828,0.03514415,0.00000000
-2.89644822,0.35195856,0.01880406,0.27228549,0.01936279,0.00000111,0.03413446,0.03791793,0.00000000
-2.89044522,0.37717585,0.02019782,0.29180869,0.02041197,0.00000151,0.03656095,0.04069380,0.00000000
-2.88444222,0.40194008,0.02157995,0.31098171,0.02137311,0.00000207,0.03893832,0.04343877,0.00000000
-2.87843922,0.42595677,0.02293398,0.32958044,0.02222956,0.00000287,0.04123686,0.04611969,0.00000000
-2.87243622,0.44893786,0.02424364,0.34738640,0.02296627,0.00000397,0.04342718,0.04870390,0.00000000
-2.86643322,0.47060933,0.02549321,0.36419289,0.02357017,0.00000547,0.04548095,0.05115995,0.00000000
-2.86043022,0.49071917,0.02666793,0.37981138,0.02403065,0.00000750,0.04737151,0.05345839,0.00000000
-2.85442721,0.50904554,0.02775441,0.39407812,0.02433984,0.00001021,0.04907455,0.05557262,0.00000000
-2.84842421,0.52540495,0.02874108,0.40686073,0.02449285,0.00001381,0.05056885,0.05747972,0.00000000
-2.84242121,0.53966019,0.02961866,0.41806467,0.02448790,0.00001855,0.05183681,0.05916138,0.00000000
-2.83641821,0.55172798,0.03038060,0.42763947,0.02432637,0.00002475,0.05286511,0.06060471,0.00000000
-2.83041521,0.56158606,0.03102357,0.43558453,0.02401269,0.00003280,0.05364516,0.06180306,0.00000000
-2.82441221,0.56927959,0.03154783,0.44195439,0.02355420,0.00004316,0.05417360,0.06275686,0.00000000
-2.81840920,0.57492657,0.03195770,0.44686320,0.02296086,0.00005640,0.05445261,0.06347424,0.00000000
-2.81240620,0.57872226,0.03226187,0.45048844,0.02224495,0.00007320,0.05449014,0.06397170,0.00000000
-2.80640320,0.58094223,0.03247376,0.45307343,0.02142063,0.00009436,0.05430012,0.06427459,0.00000000
-2.80040020,0.58194388,0.03261174,0.45492866,0.02050356,0.00012080,0.05390237,0.06441740,0.00000000
-2.79439720,0.58216629,0.03269926,0.45643160,0.01951042,0.00015360,0.05332256,0.06444402,0.00000000
-2.78839420,0.58212792,0.03276496,0.45802484,0.01845846,0.00019398,0.05259192,0.06440767,0.00000000
-2.78239120,0.58242234,0.03284263,0.46021240,0.01736510,0.00024332,0.05174682,0.06437064,0.00000000
-2.77638819,0.58371137,0.03297099,0.46355391,0.01624748,0.00030316,0.05082822,0.06440390,0.00000000
-2.77038519,0.58671581,0.03319344,0.46865670,0.01512216,0.00037520,0.04988098,0.06458624,0.00000000
-2.76438219,0.59220351,0.03355761,0.47616550,0.01400480,0.00046126,0.04895296,0.06500339,0.00000000
-2.75837919,0.60097482,0.03411473,0.48674991,0.01290992,0.00056331,0.04809400,0.06574662,0.00000000
-2.75237619,0.61384543,0.03491896,0.50108963,0.01185073,0.00068340,0.04735483,0.06691128,0.00000000
-2.74637319,0.63162693,0.03602643,0.51985759,0.01083901,0.00082367,0.04678576,0.06859492,0.00000000
-2.74037019,0.65510531,0.03749430,0.54370136,0.00988509,0.00098626,0.04643536,0.07089524,0.00000000
-2.73436718,0.68501786,0.03937953,0.57322311,0.00899778,0.00117331,0.04634906,0.07390789,0.00000000
-2.72836418,0.72202918,0.04173772,0.60895881,0.00818448,0.00138686,0.04656770,0.07772400,0.00000000
-2.72236118,0.76670682,0.04462175,0.65135717,0.00745119,0.00162880,0.04712617,0.08242772,0.00000000
-2.71635818,0.81949757,0.04808039,0.70075913,0.00680262,0.00190081,0.04805205,0.08809368,0.00000000
-2.71035518,0.88070516,0.05215701,0.75737868,0.00624232,0.00220427,0.04936446,0.09478452,0.00000000
-2.70435218,0.95047036,0.05688812,0.82128587,0.00577274,0.00254019,0.05107300,0.10254852,0.00000000
-2.69834917,1.02875444,0.06230217,0.89239288,0.00539537,0.00290912,0.05317696,0.11141747,0.00000000
-2.69234617,1.11532687,0.06841834,0.97044384,0.00511081,0.00331108,0.05566484,0.12140481,0.00000000
-2.68634317,1.20975800,0.07524549,1.05500930,0.00491882,0.00374552,0.05851410,0.13250412,0.00000000
-2.68034017,1.31141738,0.08278128,1.14548571,0.00481844,0.00421123,0.06169132,0.14468807,0.00000000
-2.67433717,1.41947827,0.09101154,1.24110041,0.00480792,0.00470628,0.06515271,0.15790774,0.00000000
-2.66833417,1.53292829,0.09990981,1.34092227,0.00488480,0.00522804,0.06884490,0.17209263,0.00000000
-2.66233117,1.65058643,0.10943714,1.44387793,0.00504585,0.00577312,0.07270621,0.18715099,0.00000000
-2.65632816,1.77112583,0.11954216,1.54877313,0.00528707,0.00633740,0.07666814,0.20297084,0.00000000
-2.65032516,1.89310193,0.13016140,1.65431886,0.00560362,0.00691602,0.08065715,0.21942143,0.00000000
-2.64432216,2.01498489,0.14121987,1.75916113,0.00598981,0.00750349,0.08459667,0.23635515,0.00000000
-2.63831916,2.13519541,0.15263190,1.86191362,0.00643903,0.00809369,0.08840925,0.25360994,0.00000000
-2.63231616,2.25214253,0.16430220,1.96119191,0.00694373,0.00868000,0.09201874,0.27101202,0.00000000
-2.62631316,2.36426215,0.17612712,2.05564794,0.00749544,0.00925541,0.09535251,0.28837891,0.00000000
-2.62031016,2.47005476,0.18799616,2.14400359,0.00808477,0.00981262,0.09834347,0.30552266,0.00000000
-2.61430715,2.56812113,0.19979358,2.22508194,0.00870149,0.01034422,0.10093197,0.32225325,0.00000000
-2.60830415,2.65719459,0.21140024,2.29783513,0.00933460,0.01084280,0.10306742,0.33838199,0.00000000
-2.60230115,2.73616894,0.22269545,2.36136781,0.00997254,0.01130117,0.10470949,0.35372495,0.00000000
-2.59629815,2.80412092,0.23355895,2.41495549,0.01060327,0.01171249,0.10582911,0.36810620,0.00000000
-2.59029515,2.86032691,0.24387300,2.45805714,0.01121460,0.01207043,0.10640886,0.38136101,0.00000000
-2.58429215,2.90427324,0.25352432,2.49032185,0.01179440,0.01236936,0.10644313,0.39333868,0.00000000
-2.57828914,2.93566024,0.26240616,2.51158971,0.01233089,0.01260452,0.10593773,0.40390516,0.00000000
-2.57228614,2.95440022,0.27042020,2.52188695,0.01281295,0.01277210,0.10490923,0.41294534,0.00000000
-2.56628314,2.96060977,0.27747835,2.52141608,0.01323043,0.01286941,0.10338392,0.42036494,0.00000000
-2.56028014,2.95459714,0.28350443,2.51054162,0.01357451,0.01289496,0.10139652,0.42609198,0.00000000
-2.55427714,2.93684536,0.28843559,2.48977229,0.01383788,0.01284855,0.09898870,0.43007779,0.00000000
-2.54827414,2.90799216,0.29222349,2.45974065,0.01401513,0.01273128,0.09620745,0.43229764,0.00000000
-2.54227114,2.86880750,0.29483525,2.42118103,0.01410287,0.01254558,0.09310343,0.43275080,0.00000000
-2.53626813,2.82016974,0.29625399,2.37490682,0.01409991,0.01229520,0.08972934,0.43146016,0.00000000
-2.53026513,2.76304124,0.29647911,2.32178792,0.01400742,0.01198517,0.08613835,0.42847137,0.00000000
-2.52426213,2.69844430,0.29552615,2.26272910,0.01382892,0.01162166,0.08238273,0.42385153,0.00000000
-2.51825913,2.62743811,0.29342634,2.19865007,0.01357024,0.01121197,0.07851259,0.41768742,0.00000000
-2.51225613,2.55109720,0.29022580,2.13046753,0.01323950,0.01076431,0.07457494,0.41008346,0.00000000
-2.50625313,2.47049197,0.28598438,2.05907975,0.01284688,0.01028770,0.07061286,0.40115918,0.00000000
-2.50025013,2.38667149,0.28077426,1.98535379,0.01240449,0.00979182,0.06666504,0.39104664,0.00000000
-2.49424712,2.30064890,0.27467834,1.91011540,0.01192607,0.00928680,0.06276543,0.37988752,0.00000000
-2.48824412,2.21338928,0.26778836,1.83414159,0.01142669,0.00878307,0.05894316,0.36783026,0.00000000
-2.48224112,2.12580014,0.26020300,1.75815566,0.01092251,0.00829117,0.05522264,0.35502714,0.00000000
-2.47623812,2.03872439,0.25202587,1.68282441,0.01043037,0.00782159,0.05162378,0.34163144,0.00000000
-2.47023512,1.95293542,0.24336354,1.60875721,0.00996750,0.00738461,0.04816235,0.32779489,0.00000000
-2.46423212,1.86913425,0.23432361,1.53650652,0.00955113,0.00699010,0.04485043,0.31366521,0.00000000
-2.45822911,1.78794832,0.22501287,1.46656951,0.00919819,0.00664743,0.04169681,0.29938407,0.00000000
-2.45222611,1.70993163,0.21553567,1.39939026,0.00892497,0.00636528,0.03870758,0.28508530,0.00000000
-2.44622311,1.63556581,0.20599240,1.33536226,0.00874676,0.00615152,0.03588649,0.27089347,0.00000000
-2.44022011,1.56526198,0.19647817,1.27483082,0.00867756,0.00601311,0.03323547,0.25692283,0.00000000
-2.43421711,1.49936276,0.18708172,1.21809502,0.00872977,0.00595594,0.03075495,0.24327652,0.00000000
-2.42821411,1.43814456,0.17788450,1.16540912,0.00891391,0.00598472,0.02844420,0.23004611,0.00000000
-2.42221111,1.38181955,0.16895993,1.11698311,0.00923830,0.00610289,0.02630160,0.21731136,0.00000000
-2.41620810,1.33053750,0.16037280,1.07298255,0.00970883,0.00631248,0.02432480,0.20514024,0.00000000
-2.41020510,1.28438712,0.15217895,1.03352760,0.01032868,0.00661399,0.02251090,0.19358901,0.00000000
-2.40420210,1.24339730,0.14442493,0.99869150,0.01109817,0.00700636,0.02085647,0.18270253,0.00000000
-2.39819910,1.20753805,0.13714791,0.96849872,0.01201449,0.00748678,0.01935767,0.17251453,0.00000000
-2.39219610,1.17672156,0.13037569,0.94292310,0.01307165,0.00805075,0.01801025,0.16304808,0.00000000
-2.38619310,1.15080358,0.12412681,0.92188639,0.01426040,0.00869194,0.01680957,0.15431601,0.00000000
-2.38019010,1.12958553,0.11841082,0.90525763,0.01556820,0.00940226,0.01575066,0.14632141,0.00000000
-2.37418709,1.11281757,0.11322871,0.89285378,0.01697940,0.01017186,0.01482826,0.13905824,0.00000000
-2.36818409,1.10020317,0.10857338,0.88444196,0.01847537,0.01098927,0.01403690,0.13251196,0.00000000
-2.36218109,1.09140523,0.10443035,0.87974373,0.02003491,0.01184153,0.01337105,0.12666027,0.00000000
-2.35617809,1.08605425,0.10077859,0.87844145,0.02163459,0.01271441,0.01282530,0.12147404,0.00000000
-2.35017509,1.08375834,0.09759147,0.88018709,0.02324939,0.01359269,0.01239453,0.11691828,0.00000000
-2.34417209,1.08411532,0.09483786,0.88461311,0.02485333,0.01446049,0.01207424,0.11295330,0.00000000
-2.33816908,1.08672647,0.09248331,0.89134541,0.02642021,0.01530166,0.01186081,0.10953605,0.00000000
-2.33216608,1.09121170,0.09049137,0.90001789,0.02792445,0.01610020,0.01175183,0.10662146,0.00000000
-2.32616308,1.09722557,0.08882491,0.91028801,0.02934200,0.01684070,0.01174644,0.10416401,0.00000000
-2.32016008,1.10447337,0.08744745,0.92185267,0.03065118,0.01750882,0.01184562,0.10211921,0.00000000
-2.31415708,1.11272668,0.08632443,0.93446370,0.03183358,0.01809174,0.01205256,0.10044515,0.00000000
-2.30815408,1.12183730,0.08542445,0.94794191,0.03287482,0.01857855,0.01237284,0.09910394,0.00000000
-2.30215108,1.13174886,0.08472024,0.96218901,0.03376532,0.01896064,0.01281463,0.09806298,0.00000000
-2.29614807,1.14250510,0.08418955,0.97719641,0.03450076,0.01923201,0.01338879,0.09729609,0.00000000
-2.29014507,1.15425418,0.08381572,0.99305029,0.03508257,0.01938945,0.01410881,0.09678427,0.00000000
-2.28414207,1.16724832,0.08358801,1.00993226,0.03551802,0.01943270,0.01499071,0.09651622,0.00000000
-2.27813907,1.18183843,0.08350163,1.02811528,0.03582025,0.01936443,0.01605269,0.09648849,0.00000000
-2.27213607,1.19846354,0.08355747,1.04795466,0.03600800,0.01919015,0.01731474,0.09670519,0.00000000
-2.26613307,1.21763515,0.08376153,1.06987431,0.03610509,0.01891802,0.01879808,0.09717744,0.00000000
-2.26013007,1.23991682,0.08412410,1.09434850,0.03613978,0.01855856,0.02052439,0.09792236,0.00000000
-2.25412706,1.26589983,0.08465871,1.12187992,0.03614380,0.01812424,0.02251508,0.09896185,0.00000000
-2.24812406,1.29617560,0.08538090,1.15297471,0.03615139,0.01762907,0.02479028,0.10032099,0.00000000
-2.24212106,1.33130620,0.08630681,1.18811573,0.03619804,0.01708805,0.02736792,0.10202636,0.00000000
-2.23611806,1.37179413,0.08745185,1.22773511,0.03631929,0.01651671,0.03026274,0.10410418,0.00000000
-2.23011506,1.41805271,0.08882920,1.27218746,0.03654944,0.01593057,0.03348522,0.10657841,0.00000000
-2.22411206,1.47037870,0.09044853,1.32172501,0.03692026,0.01534460,0.03704076,0.10946890,0.00000000
-2.21810905,1.52892816,0.09231481,1.37647588,0.03745984,0.01477283,0.04092876,0.11278970,0.00000000
-2.21210605,1.59369720,0.09442725,1.43642676,0.03819146,0.01422788,0.04514203,0.11654749,0.00000000
-2.20610305,1.66450826,0.09677861,1.50141072,0.03913272,0.01372069,0.04966627,0.12074030,0.00000000
-2.20010005,1.74100303,0.09935465,1.57110111,0.04029479,0.01326024,0.05447982,0.12535652,0.00000000
-2.19409705,1.82264235,0.10213399,1.64501176,0.04168187,0.01285342,0.05955371,0.13037428,0.00000000
-2.18809405,1.90871331,0.10508818,1.72250377,0.04329096,0.01250492,0.06485189,0.13576114,0.00000000
-2.18209105,1.99834345,0.10818218,1.80279868,0.04511181,0.01221732,0.07033178,0.14147420,0.00000000
-2.17608804,2.09052153,0.11137503,1.88499755,0.04712713,0.01199113,0.07594513,0.14746054,0.00000000
-2.17008504,2.18412413,0.11462086,1.96810517,0.04931306,0.01182495,0.08163897,0.15365809,0.00000000
-2.16408204,2.27794701,0.11787013,2.05105851,0.05163986,0.01171578,0.08735696,0.15999678,0.00000000
-2.15807904,2.37074007,0.12107098,2.13275811,0.05407280,0.01165920,0.09304069,0.16640003,0.00000000
-2.15207604,2.46124434,0.12417088,2.21210122,0.05657321,0.01164972,0.09863122,0.17278651,0.00000000
-2.14607304,2.54822961,0.12711817,2.28801528,0.05909970,0.01168109,0.10407057,0.17907215,0.00000000
-2.14007004,2.63053124,0.12986379,2.35949029,0.06160944,0.01174663,0.10930321,0.18517227,0.00000000
-2.13406703,2.70708458,0.13236292,2.42560891,0.06405957,0.01183956,0.11427740,0.19100387,0.00000000
-2.12806403,2.77695571,0.13457649,2.48557292,0.06640855,0.01195328,0.11894645,0.19648800,0.00000000
-2.12206103,2.83936743,0.13647263,2.53872529,0.06861758,0.01208169,0.12326962,0.20155198,0.00000000
-2.11605803,2.89371948,0.13802786,2.58456677,0.07065182,0.01221939,0.12721294,0.20613171,0.00000000
-2.11005503,2.93960236,0.13922800,2.62276675,0.07248168,0.01236194,0.13074959,0.21017360,0.00000000
-2.10405203,2.97680443,0.14006894,2.65316794,0.07408376,0.01250601,0.13386004,0.21363646,0.00000000
-2.09804902,3.00531204,0.14055685,2.67578494,0.07544178,0.01264950,0.13653198,0.21649291,0.00000000
-2.09204602,3.02530315,0.14070831,2.69079702,0.07654717,0.01279164,0.13875982,0.21873045,0.00000000
-2.08604302,3.03713454,0.14054986,2.69853544,0.07739948,0.01293300,0.14054413,0.22035211,0.00000000
-2.08004002,3.04132359,0.14011730,2.69946621,0.07800646,0.01307547,0.14189078,0.22137654,0.00000000
-2.07403702,3.03852528,0.13945469,2.69416891,0.07838388,0.01322220,0.14281004,0.22183763,0.00000000
-2.06803402,3.02950546,0.13861292,2.68331276,0.07855510,0.01337747,0.14331555,0.22178352,0.00000000
-2.06203102,3.01511152,0.13764809,2.66763074,0.07855024,0.01354649,0.14342338,0.22127516,0.00000000
-2.05602801,2.99624143,0.13661963,2.64789291,0.07840518,0.01373521,0.14315110,0.22038425,0.00000000
-2.05002501,2.97381246,0.13558828,2.62487989,0.07816025,0.01395001,0.14251695,0.21919081,0.00000000
-2.04402201,2.94873043,0.13461389,2.59935740,0.07785871,0.01419745,0.14153923,0.21778036,0.00000000
-2.03801901,2.92186065,0.13375332,2.57205270,0.07754507,0.01448387,0.14023584,0.21624077,0.00000000
-2.03201601,2.89400131,0.13305829,2.54363359,0.07726330,0.01481509,0.13862402,0.21465900,0.00000000
-2.02601301,2.86586010,0.13257338,2.51469057,0.07705499,0.01519603,0.13672027,0.21311775,0.00000000
-2.02001001,2.83803479,0.13233424,2.48572252,0.07695750,0.01563038,0.13454049,0.21169223,0.00000000
-2.01400700,2.81099798,0.13236608,2.45712620,0.07700230,0.01612027,0.13210020,0.21044716,0.00000000
-2.00800400,2.78508669,0.13268249,2.42918971,0.07721340,0.01666601,0.12941493,0.20943410,0.00000000
-2.00200100,2.76049670,0.13328462,2.40208990,0.07760607,0.01726590,0.12650062,0.20868934,0.00000000
-1.99599800,2.73728184,0.13416080,2.37589357,0.07818591,0.01791605,0.12337404,0.20823228,0.00000000
-1.98999500,2.71535814,0.13528665,2.35056243,0.07894822,0.01861039,0.12005317,0.20806460,0.00000000
-1.98399200,2.69451259,0.13662561,2.32596134,0.07987787,0.01934069,0.11655750,0.20817005,0.00000000
-1.97798899,2.67441616,0.13812990,2.30186953,0.08094956,0.02009674,0.11290823,0.20851508,0.00000000
-1.97198599,2.65464071,0.13974199,2.27799445,0.08212853,0.02086659,0.10912825,0.20905014,0.00000000
-1.96598299,2.63467911,0.14139638,2.25398759,0.08337168,0.02163689,0.10524207,0.20971168,0.00000000
-1.95997999,2.61396793,0.14302177,2.22946183,0.08462911,0.02239335,0.10127553,0.21042481,0.00000000
-1.95397699,2.59191193,0.14454338,2.20400977,0.08584595,0.02312121,0.09725540,0.21110637,0.00000000
-1.94797399,2.56790935,0.14588556,2.17722218,0.08696445,0.02380577,0.09320883,0.21166842,0.00000000
-1.94197099,2.54137731,0.14697436,2.14870624,0.08792621,0.02443295,0.08916277,0.21202187,0.00000000
-1.93596798,2.51177605,0.14774010,2.11810260,0.08867446,0.02498980,0.08514334,0.21208016,0.00000000
-1.92996498,2.47863135,0.14811979,2.08510084,0.08915635,0.02546500,0.08117516,0.21176279,0.00000000
-1.92396198,2.44155402,0.14805933,2.04945264,0.08932495,0.02584929,0.07728076,0.21099854,0.00000000
-1.91795898,2.40025577,0.14751526,2.01098217,0.08914113,0.02613576,0.07348005,0.20972823,0.00000000
-1.91195598,2.35456075,0.14645626,1.96959327,0.08857503,0.02632013,0.06978991,0.20790687,0.00000000
-1.90595298,2.30441234,0.14486405,1.92527315,0.08760714,0.02640077,0.06622390,0.20550517,0.00000000
-1.89994997,2.24987486,0.14273379,1.87809249,0.08622895,0.02637876,0.06279212,0.20251029,0.00000000
-1.89394697,2.19113026,0.14007403,1.82820200,0.08444314,0.02625766,0.05950121,0.19892586,0.00000000
-1.88794397,2.12847005,0.13690607,1.77582561,0.08226324,0.02604327,0.05635446,0.19477129,0.00000000
-1.88194097,2.06228281,0.13326289,1.72125078,0.07971299,0.02574327,0.05335213,0.19008038,0.00000000
-1.87593797,1.99303823,0.12918767,1.66481637,0.07682517,0.02536678,0.05049177,0.18489943,0.00000000
-1.86993497,1.92126840,0.12473198,1.60689890,0.07364019,0.02492388,0.04776866,0.17928485,0.00000000
-1.86393197,1.84754744,0.11995373,1.54789783,0.07020449,0.02442505,0.04517634,0.17330056,0.00000000
-1.85792896,1.77247062,0.11491501,1.48822079,0.06656866,0.02388075,0.04270707,0.16701515,0.00000000
-1.85192596,1.69663403,0.10967990,1.42826954,0.06278563,0.02330089,0.04035235,0.16049917,0.00000000
-1.84592296,1.62061591,0.10431239,1.36842740,0.05890884,0.02269450,0.03810342,0.15382249,0.00000000
-1.83991996,1.54496045,0.09887442,1.30904884,0.05499049,0.02206935,0.03595162,0.14705201,0.00000000
-1.83391696,1.47016496,0.09342428,1.25045167,0.05108008,0.02143179,0.03388878,0.14024972,0.00000000
-1.82791396,1.39667074,0.08801521,1.19291225,0.04722308,0.02078659,0.03190752,0.13347125,0.00000000
-1.82191096,1.32485806,0.08269447,1.13666372,0.04345991,0.02013697,0.03000138,0.12676495,0.00000000
-1.81590795,1.25504509,0.07750269,1.08189728,0.03982525,0.01948469,0.02816507,0.12017141,0.00000000
-1.80990495,1.18749072,0.07247368,1.02876619,0.03634763,0.01883021,0.02639441,0.11372356,0.00000000
-1.80390195,1.12240055,0.06763453,0.97739201,0.03304925,0.01817294,0.02468642,0.10744716,0.00000000
-1.79789895,1.05993563,0.06300602,0.92787261,0.02994616,0.01751155,0.02303924,0.10136166,0.00000000
-1.79189595,1.00022297,0.05860333,0.88029118,0.02704861,0.01684430,0.02145205,0.09548140,0.00000000
-1.78589295,0.94336710,0.05443690,0.83472554,0.02436154,0.01616935,0.01992499,0.08981692,0.00000000
-1.77988994,0.88946175,0.05051342,0.79125712,0.02188529,0.01548508,0.01845900,0.08437643,0.00000000
-1.77388694,0.83860088,0.04683689,0.74997884,0.01961628,0.01479037,0.01705575,0.07916726,0.00000000
-1.76788394,0.79088831,0.04340968,0.71100148,0.01754787,0.01408484,0.01571749,0.07419725,0.00000000
-1.76188094,0.74644539,0.04023353,0.67445798,0.01567108,0.01336900,0.01444694,0.06947594,0.00000000
-1.75587794,0.70541635,0.03731046,0.64050549,0.01397533,0.01264433,0.01324724,0.06501561,0.00000000
-1.74987494,0.66797101,0.03464356,0.60932498,0.01244913,0.01191337,0.01212185,0.06083213,0.00000000
-1.74387194,0.63430494,0.03223756,0.58111856,0.01108066,0.01117963,0.01107454,0.05694543,0.00000000
-1.73786893,0.60463702,0.03009931,0.55610456,0.00985823,0.01044752,0.01010931,0.05337989,0.00000000
