energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.88594297,1.32449668,0.00894943,0.04737856,0.00741253,0.63603746,0.48538966,0.34596814
-5.87993997,1.33719123,0.00882488,0.04727350,0.00747254,0.63735450,0.48883247,0.35686160
-5.87393697,1.35733792,0.00867757,0.04760834,0.00756688,0.64197848,0.49613511,0.36973094
-5.86793397,1.38441701,0.00851036,0.04838214,0.00769142,0.64969125,0.50708572,0.38438395
-5.86193097,1.41785498,0.00832628,0.04959282,0.00784176,0.66025654,0.52143681,0.40060812
-5.85592796,1.45703691,0.00812843,0.05123746,0.00801335,0.67342563,0.53891047,0.41817451
-5.84992496,1.50131680,0.00791986,0.05331235,0.00820160,0.68894180,0.55920280,0.43684142
-5.84392196,1.55002595,0.00770351,0.05581284,0.00840203,0.70654344,0.58198755,0.45635800
-5.83791896,1.60247961,0.00748204,0.05873310,0.00861036,0.72596618,0.60691909,0.47646769
-5.83191596,1.65798211,0.00725785,0.06206561,0.00882259,0.74694405,0.63363493,0.49691154
-5.82591296,1.71583085,0.00703298,0.06580059,0.00903510,0.76920979,0.66175798,0.51743134
-5.81990995,1.77531936,0.00680910,0.06992537,0.00924469,0.79249478,0.69089866,0.53777267
-5.81390695,1.83573974,0.00658751,0.07442361,0.00944863,0.81652843,0.72065717,0.55768764
-5.80790395,1.89638480,0.00636913,0.07927465,0.00964470,0.84103752,0.75062603,0.57693747
-5.80190095,1.95654993,0.00615455,0.08445276,0.00983114,0.86574546,0.78039296,0.59529478
-5.79589795,2.01553508,0.00594407,0.08992652,0.01000668,0.89037165,0.80954428,0.61254559
-5.78989495,2.07264688,0.00573771,0.09565830,0.01017046,0.91463114,0.83766877,0.62849098
-5.78389195,2.12720103,0.00553532,0.10160386,0.01032196,0.93823465,0.86436204,0.64294844
-5.77788894,2.17852513,0.00533656,0.10771208,0.01046095,0.96088893,0.88923139,0.65575284
-5.77188594,2.22596201,0.00514101,0.11392499,0.01058738,0.98229778,0.91190086,0.66675718
-5.76588294,2.26887367,0.00494822,0.12017793,0.01070128,1.00216357,0.93201665,0.67583298
-5.75987994,2.30664594,0.00475768,0.12639994,0.01080263,1.02018941,0.94925253,0.68287054
-5.75387694,2.33869398,0.00456896,0.13251453,0.01089132,1.03608200,0.96331515,0.68777905
-5.74787394,2.36446858,0.00438164,0.13844060,0.01096701,1.04955520,0.97394911,0.69048658
-5.74187094,2.38346341,0.00419542,0.14409369,0.01102910,1.06033422,0.98094166,0.69094015
-5.73586793,2.39522313,0.00401007,0.14938746,0.01107667,1.06816053,0.98412675,0.68910588
-5.72986493,2.39935229,0.00382548,0.15423541,0.01110848,1.07279723,0.98338846,0.68496919
-5.72386193,2.39552482,0.00364163,0.15855283,0.01112300,1.07403496,0.97866360,0.67853523
-5.71785893,2.38349398,0.00345865,0.16225883,0.01111842,1.07169803,0.96994347,0.66982944
-5.71185593,2.36310227,0.00327673,0.16527850,0.01109279,1.06565065,0.95727461,0.65889825
-5.70585293,2.33429110,0.00309618,0.16754508,0.01104412,1.05580301,0.94075862,0.64580986
-5.69984992,2.29710955,0.00291741,0.16900198,0.01097049,1.04211691,0.92055105,0.63065501
-5.69384692,2.25172193,0.00274089,0.16960475,0.01087024,1.02461073,0.89685921,0.61354768
-5.68784392,2.19841354,0.00256716,0.16932266,0.01074211,1.00336342,0.86993915,0.59462559
-5.68184092,2.13759414,0.00239680,0.16814011,0.01058542,0.97851727,0.84009182,0.57405040
-5.67583792,2.06979875,0.00223046,0.16605748,0.01040020,0.95027916,0.80765831,0.55200753
-5.66983492,1.99568550,0.00206878,0.16309158,0.01018736,0.91892029,0.77301455,0.52870546
-5.66383192,1.91603023,0.00191245,0.15927563,0.00994875,0.88477406,0.73656541,0.50437447
-5.65782891,1.83171784,0.00176212,0.15465867,0.00968727,0.84823222,0.69873830,0.47926485
-5.65182591,1.74373042,0.00161848,0.14930447,0.00940687,0.80973923,0.65997656,0.45364444
-5.64582291,1.65313236,0.00148218,0.14328999,0.00911258,0.76978499,0.62073258,0.42779569
-5.63981991,1.56105291,0.00135386,0.13670337,0.00881041,0.72889612,0.58146096,0.40201211
-5.63381691,1.46866655,0.00123415,0.12964164,0.00850729,0.68762598,0.54261178,0.37659438
-5.62781391,1.37717171,0.00112366,0.12220809,0.00821091,0.64654383,0.50462405,0.35184606
-5.62181091,1.28776863,0.00102297,0.11450958,0.00792954,0.60622333,0.46791957,0.32806915
-5.61580790,1.20163682,0.00093265,0.10665375,0.00767186,0.56723082,0.43289725,0.30555948
-5.60980490,1.11991286,0.00085325,0.09874628,0.00744668,0.53011374,0.39992792,0.28460219
-5.60380190,1.04366911,0.00078534,0.09088842,0.00726275,0.49538939,0.36934975,0.26546722
-5.59779890,0.97389382,0.00072946,0.08317463,0.00712847,0.46353440,0.34146439,0.24840509
-5.59179590,0.91147306,0.00068615,0.07569068,0.00705163,0.43497523,0.31653360,0.23364288
-5.58579290,0.85717483,0.00065597,0.06851207,0.00703921,0.41007972,0.29477666,0.22138051
-5.57978989,0.81163552,0.00063947,0.06170288,0.00709710,0.38914997,0.27636827,0.21178737
-5.57378689,0.77534895,0.00063719,0.05531507,0.00722990,0.37241666,0.26143707,0.20499928
-5.56778389,0.74865786,0.00064967,0.04938818,0.00744075,0.36003472,0.25006467,0.20111579
-5.56178089,0.73174802,0.00067743,0.04394945,0.00773117,0.35208056,0.24228508,0.20019779
-5.55577789,0.72464488,0.00072092,0.03901426,0.00810095,0.34855070,0.23808466,0.20226555
-5.54977489,0.72721260,0.00078056,0.03458697,0.00854808,0.34936189,0.23740237,0.20729706
-5.54377189,0.73915555,0.00085666,0.03066189,0.00906872,0.35435259,0.24013040,0.21522684
-5.53776888,0.76002219,0.00094941,0.02722448,0.00965721,0.36328587,0.24611525,0.22594518
-5.53176588,0.78921129,0.00105883,0.02425274,0.01030617,0.37585363,0.25515914,0.23929793
-5.52576288,0.82598063,0.00118478,0.02171853,0.01100658,0.39168211,0.26702194,0.25508697
-5.51975988,0.86945803,0.00132685,0.01958904,0.01174799,0.41033875,0.28142358,0.27307135
-5.51375688,0.91865498,0.00148439,0.01782812,0.01251867,0.43134013,0.29804707,0.29296936
-5.50775388,0.97248270,0.00165644,0.01639758,0.01330591,0.45416123,0.31654220,0.31446144
-5.50175088,1.02977068,0.00184172,0.01525841,0.01409629,0.47824564,0.33652994,0.33719422
-5.49574787,1.08928759,0.00203863,0.01437187,0.01487601,0.50301676,0.35760764,0.36078558
-5.48974487,1.14976441,0.00224519,0.01370041,0.01563117,0.52788978,0.37935501,0.38483074
-5.48374187,1.20991943,0.00245912,0.01320855,0.01634820,0.55228429,0.40134085,0.40890952
-5.47773887,1.26848471,0.00267779,0.01286352,0.01701415,0.57563709,0.42313054,0.43259443
-5.47173587,1.32423355,0.00289829,0.01263590,0.01761706,0.59741519,0.44429402,0.45545962
-5.46573287,1.37600818,0.00311748,0.01250000,0.01814628,0.61712841,0.46441433,0.47709036
-5.45972986,1.42274707,0.00333202,0.01243428,0.01859277,0.63434139,0.48309630,0.49709296
-5.45372686,1.46351096,0.00353849,0.01242154,0.01894933,0.64868454,0.49997526,0.51510459
-5.44772386,1.49750677,0.00373344,0.01244906,0.01921086,0.65986365,0.51472545,0.53080287
-5.44172086,1.52410853,0.00391349,0.01250873,0.01937451,0.66766776,0.52706791,0.54391481
-5.43571786,1.54287463,0.00407543,0.01259695,0.01943975,0.67197494,0.53677746,0.55422472
-5.42971486,1.55356045,0.00421632,0.01271455,0.01940842,0.67275588,0.54368855,0.56158084
-5.42371186,1.55612594,0.00433358,0.01286662,0.01928473,0.67007487,0.54769976,0.56590027
-5.41770885,1.55073766,0.00442510,0.01306222,0.01907514,0.66408823,0.54877658,0.56717212
-5.41170585,1.53776498,0.00448929,0.01331399,0.01878821,0.65504016,0.54695249,0.56545856
-5.40570285,1.51777035,0.00452514,0.01363780,0.01843439,0.64325590,0.54232813,0.56089370
-5.39969985,1.49149387,0.00453231,0.01405214,0.01802576,0.62913259,0.53506851,0.55368032
-5.39369685,1.45983246,0.00451113,0.01457757,0.01757568,0.61312790,0.52539838,0.54408445
-5.38769385,1.42381414,0.00446262,0.01523602,0.01709848,0.59574681,0.51359578,0.53242790
-5.38169085,1.38456833,0.00438847,0.01605005,0.01660901,0.57752695,0.49998407,0.51907906
-5.37568784,1.34329277,0.00429104,0.01704203,0.01612230,0.55902285,0.48492255,0.50444214
-5.36968484,1.30121843,0.00417331,0.01823330,0.01565308,0.54078979,0.46879608,0.48894527
-5.36368184,1.25957325,0.00403881,0.01964329,0.01521540,0.52336742,0.45200402,0.47302772
-5.35767884,1.21954594,0.00389156,0.02128866,0.01482223,0.50726406,0.43494884,0.45712682
-5.35167584,1.18225110,0.00373601,0.02318241,0.01448502,0.49294181,0.41802481,0.44166489
-5.34567284,1.14869668,0.00357695,0.02533317,0.01421345,0.48080324,0.40160710,0.42703659
-5.33966983,1.11975488,0.00341945,0.02774444,0.01401504,0.47117992,0.38604181,0.41359724
-5.33366683,1.09613748,0.00326873,0.03041405,0.01389497,0.46432318,0.37163703,0.40165231
-5.32766383,1.07837634,0.00313017,0.03333377,0.01385587,0.46039750,0.35865542,0.39144862
-5.32166083,1.06680986,0.00300916,0.03648905,0.01389775,0.45947662,0.34730842,0.38316742
-5.31565783,1.06157571,0.00291108,0.03985906,0.01401794,0.46154264,0.33775227,0.37691955
-5.30965483,1.06261008,0.00284126,0.04341683,0.01421118,0.46648803,0.33008603,0.37274305
-5.30365183,1.06965363,0.00280488,0.04712980,0.01446973,0.47412053,0.32435141,0.37060308
-5.29764882,1.08226366,0.00280695,0.05096040,0.01478364,0.48417073,0.32053458,0.37039423
-5.29164582,1.09983231,0.00285225,0.05486699,0.01514099,0.49630218,0.31856966,0.37194529
-5.28564282,1.12160990,0.00294525,0.05880491,0.01552828,0.51012344,0.31834379,0.37502605
-5.27963982,1.14673273,0.00309009,0.06272770,0.01593089,0.52520187,0.31970346,0.37935622
-5.27363682,1.17425407,0.00329047,0.06658836,0.01633349,0.54107843,0.32246191,0.38461583
-5.26763382,1.20317749,0.00354957,0.07034077,0.01672054,0.55728308,0.32640716,0.39045711
-5.26163082,1.23249098,0.00386995,0.07394092,0.01707685,0.57335010,0.33131036,0.39651705
-5.25562781,1.26120072,0.00425345,0.07734818,0.01738802,0.58883285,0.33693424,0.40243058
-5.24962481,1.28836335,0.00470103,0.08052636,0.01764097,0.60331725,0.34304120,0.40784355
-5.24362181,1.31311533,0.00521270,0.08344461,0.01782432,0.61643376,0.34940077,0.41242537
-5.23761881,1.33469869,0.00578733,0.08607807,0.01792881,0.62786713,0.35579628,0.41588059
-5.23161581,1.35248211,0.00642256,0.08840827,0.01794760,0.63736396,0.36203055,0.41795923
-5.22561281,1.36597688,0.00711469,0.09042322,0.01787650,0.64473760,0.36793035,0.41846541
-5.21960980,1.37484735,0.00785855,0.09211733,0.01771410,0.64987055,0.37334975,0.41726406
-5.21360680,1.37891589,0.00864751,0.09349100,0.01746182,0.65271434,0.37817226,0.41428550
-5.20760380,1.37816250,0.00947343,0.09455012,0.01712390,0.65328717,0.38231186,0.40952778
-5.20160080,1.37271952,0.01032669,0.09530531,0.01670723,0.65166952,0.38571304,0.40305683
-5.19559780,1.36286211,0.01119629,0.09577125,0.01622118,0.64799822,0.38835005,0.39500445
-5.18959480,1.34899530,0.01207004,0.09596579,0.01567735,0.64245940,0.39022548,0.38556430
-5.18359180,1.33163835,0.01293472,0.09590935,0.01508916,0.63528074,0.39136838,0.37498615
-5.17758879,1.31140752,0.01377637,0.09562423,0.01447157,0.62672349,0.39183212,0.36356866
-5.17158579,1.28899792,0.01458065,0.09513417,0.01384064,0.61707475,0.39169216,0.35165092
-5.16558279,1.26516529,0.01533318,0.09446411,0.01321313,0.60664016,0.39104378,0.33960314
-5.15957979,1.24070821,0.01601991,0.09364007,0.01260607,0.59573743,0.38999993,0.32781686
-5.15357679,1.21645139,0.01662762,0.09268929,0.01203636,0.58469072,0.38868916,0.31669479
-5.14757379,1.19322998,0.01714425,0.09164046,0.01152040,0.57382597,0.38725366,0.30664075
-5.14157079,1.17187529,0.01755934,0.09052411,0.01107372,0.56346698,0.38584731,0.29804979
-5.13556778,1.15320155,0.01786434,0.08937302,0.01071063,0.55393231,0.38463372,0.29129877
-5.12956478,1.13799373,0.01805297,0.08822261,0.01044394,0.54553253,0.38378406,0.28673751
-5.12356178,1.12699593,0.01812138,0.08711129,0.01028471,0.53856771,0.38347467,0.28468060
-5.11755878,1.12090022,0.01806833,0.08608056,0.01024201,0.53332489,0.38388423,0.28540005
-5.11155578,1.12033548,0.01789521,0.08517498,0.01032273,0.53007512,0.38519058,0.28911869
-5.10555278,1.12585615,0.01760602,0.08444183,0.01053147,0.52907017,0.38756703,0.29600460
-5.09954977,1.13793076,0.01720722,0.08393043,0.01087039,0.53053851,0.39117825,0.30616635
-5.09354677,1.15693029,0.01670749,0.08369120,0.01133916,0.53468069,0.39617578,0.31964943
-5.08754377,1.18311662,0.01611746,0.08377442,0.01193492,0.54166412,0.40269330,0.33643363
-5.08154077,1.21663135,0.01544930,0.08422866,0.01265233,0.55161744,0.41084178,0.35643168
-5.07553777,1.25748555,0.01471636,0.08509903,0.01348357,0.56462467,0.42070474,0.37948916
-5.06953477,1.30555099,0.01393270,0.08642529,0.01441851,0.58071946,0.43233385,0.40538561
-5.06353177,1.36055348,0.01311263,0.08823988,0.01544480,0.59987980,0.44574502,0.43383720
-5.05752876,1.42206883,0.01227036,0.09056598,0.01654813,0.62202349,0.46091521,0.46450071
-5.05152576,1.48952224,0.01141950,0.09341569,0.01771243,0.64700476,0.47778017,0.49697897
-5.04552276,1.56219129,0.01057279,0.09678851,0.01892020,0.67461237,0.49623323,0.53082772
-5.03951976,1.63921304,0.00974175,0.10067001,0.02015283,0.70456937,0.51612515,0.56556374
-5.03351676,1.71959532,0.00893649,0.10503105,0.02139096,0.73653481,0.53726523,0.60067416
-5.02751376,1.80223211,0.00816553,0.10982732,0.02261492,0.77010743,0.55942352,0.63562671
-5.02151076,1.88592294,0.00743571,0.11499955,0.02380510,0.80483133,0.58233419,0.66988074
-5.01550775,1.96939563,0.00675220,0.12047408,0.02494240,0.84020361,0.60569983,0.70289862
-5.00950475,2.05133208,0.00611855,0.12616410,0.02600863,0.87568378,0.62919675,0.73415731
-5.00350175,2.13039622,0.00553674,0.13197136,0.02698696,0.91070471,0.65248092,0.76315975
-4.99749875,2.20526342,0.00500739,0.13778834,0.02786219,0.94468480,0.67519461,0.78944574
-4.99149575,2.27465040,0.00452991,0.14350081,0.02862121,0.97704109,0.69697338,0.81260193
-4.98549275,2.33734501,0.00410273,0.14899081,0.02925318,1.00720288,0.71745346,0.83227086
-4.97948974,2.39223471,0.00372346,0.15413971,0.02974981,1.03462545,0.73627914,0.84815854
-4.97348674,2.43833325,0.00338918,0.15883154,0.03010553,1.05880358,0.75311036,0.86004057
-4.96748374,2.47480456,0.00309658,0.16295621,0.03031758,1.07928435,0.76762999,0.86776659
-4.96148074,2.50098339,0.00284218,0.16641273,0.03038605,1.09567886,0.77955103,0.87126304
-4.95547774,2.51639194,0.00262250,0.16911210,0.03031387,1.10767260,0.78862329,0.87053398
-4.94947474,2.52075214,0.00243418,0.17097998,0.03010668,1.11503403,0.79463959,0.86566033
-4.94347174,2.51399319,0.00227410,0.17195886,0.02977276,1.11762110,0.79744132,0.85679723
-4.93746873,2.49625396,0.00213946,0.17200978,0.02932273,1.11538551,0.79692306,0.84416984
-4.93146573,2.46788031,0.00202781,0.17111348,0.02876941,1.10837450,0.79303620,0.82806760
-4.92546273,2.42941712,0.00193710,0.16927092,0.02812741,1.09672997,0.78579141,0.80883710
-4.91945973,2.38159515,0.00186563,0.16650324,0.02741292,1.08068497,0.77525971,0.78687377
-4.91345673,2.32531314,0.00181210,0.16285108,0.02664322,1.06055760,0.76157203,0.76261247
-4.90745373,2.26161521,0.00177547,0.15837327,0.02583642,1.03674227,0.74491721,0.73651737
-4.90145073,2.19166439,0.00175497,0.15314511,0.02501094,1.00969878,0.72553835,0.70907110
-4.89544772,2.11671272,0.00175002,0.14725605,0.02418520,0.97993935,0.70372750,0.68076367
-4.88944472,2.03806893,0.00176015,0.14080708,0.02337711,0.94801396,0.67981887,0.65208119
-4.88344172,1.95706442,0.00178491,0.13390781,0.02260374,0.91449467,0.65418056,0.62349485
-4.87743872,1.87501872,0.00182385,0.12667339,0.02188087,0.87995924,0.62720518,0.59545019
-4.87143572,1.79320550,0.00187641,0.11922134,0.02122263,0.84497473,0.59929962,0.56835728
-4.86543272,1.71282012,0.00194188,0.11166843,0.02064119,0.81008168,0.57087428,0.54258176
-4.85942971,1.63494999,0.00201938,0.10412773,0.02014644,0.77577938,0.54233217,0.51843713
-4.85342671,1.56054856,0.00210779,0.09670586,0.01974575,0.74251284,0.51405831,0.49617856
-4.84742371,1.49041398,0.00220576,0.08950056,0.01944381,0.71066196,0.48640980,0.47599829
-4.84142071,1.42517297,0.00231168,0.08259864,0.01924247,0.68053316,0.45970697,0.45802282
-4.83541771,1.36527062,0.00242371,0.07607440,0.01914075,0.65235391,0.43422588,0.44231206
-4.82941471,1.31096619,0.00253982,0.06998841,0.01913484,0.62627021,0.41019257,0.42886020
-4.82341171,1.26233508,0.00265778,0.06438682,0.01921818,0.60234709,0.38777901,0.41759856
-4.81740870,1.21927666,0.00277522,0.05930112,0.01938172,0.58057191,0.36710121,0.40840016
-4.81140570,1.18152760,0.00288973,0.05474835,0.01961409,0.56086042,0.34821910,0.40108577
-4.80540270,1.14867997,0.00299884,0.05073165,0.01990197,0.54306506,0.33113845,0.39543138
-4.79939970,1.12020332,0.00310014,0.04724125,0.02023042,0.52698511,0.31581450,0.39117676
-4.79339670,1.09546977,0.00319133,0.04425572,0.02058333,0.51237824,0.30215713,0.38803471
-4.78739370,1.07378110,0.00327028,0.04174349,0.02094387,0.49897287,0.29003725,0.38570088
-4.78139070,1.05439668,0.00333506,0.03966455,0.02129493,0.48648082,0.27929423,0.38386363
-4.77538769,1.03656135,0.00338404,0.03797223,0.02161965,0.47460976,0.26974385,0.38221377
-4.76938469,1.01953211,0.00341590,0.03661518,0.02190184,0.46307485,0.26118657,0.38045376
-4.76338169,1.00260281,0.00342968,0.03553915,0.02212646,0.45160942,0.25341581,0.37830621
-4.75737869,0.98512612,0.00342477,0.03468890,0.02228004,0.43997398,0.24622573,0.37552132
-4.75137569,0.96653210,0.00340095,0.03400993,0.02235103,0.42796371,0.23941858,0.37188317
-4.74537269,0.94634300,0.00335840,0.03345002,0.02233013,0.41541400,0.23281106,0.36721466
-4.73936968,0.92418403,0.00329763,0.03296068,0.02221051,0.40220404,0.22623976,0.36138109
-4.73336668,0.89979000,0.00321951,0.03249833,0.02198802,0.38825863,0.21956541,0.35429217
-4.72736368,0.87300791,0.00312524,0.03202523,0.02166129,0.37354809,0.21267601,0.34590274
-4.72136068,0.84379573,0.00301626,0.03151018,0.02123170,0.35808662,0.20548866,0.33621195
-4.71535768,0.81221763,0.00289426,0.03092900,0.02070341,0.34192921,0.19795032,0.32526130
-4.70935468,0.77843620,0.00276108,0.03026468,0.02008317,0.32516746,0.19003734,0.31313147
-4.70335168,0.74270210,0.00261871,0.02950733,0.01938017,0.30792448,0.18175413,0.29993820
-4.69734867,0.70534173,0.00246920,0.02865394,0.01860579,0.29034914,0.17313088,0.28582744
-4.69134567,0.66674345,0.00231461,0.02770787,0.01777331,0.27261010,0.16422061,0.27096988
-4.68534267,0.62734306,0.00215699,0.02667821,0.01689759,0.25488962,0.15509570,0.25555525
-4.67933967,0.58760888,0.00199829,0.02557902,0.01599475,0.23737759,0.14584408,0.23978636
-4.67333667,0.54802716,0.00184037,0.02442841,0.01508176,0.22026583,0.13656519,0.22387331
-4.66733367,0.50908813,0.00168494,0.02324763,0.01417613,0.20374286,0.12736593,0.20802798
-4.66133067,0.47127312,0.00153353,0.02206007,0.01329552,0.18798924,0.11835677,0.19245882
-4.65532766,0.43504305,0.00138749,0.02089033,0.01245746,0.17317355,0.10964799,0.17736636
-4.64932466,0.40082846,0.00124798,0.01976330,0.01167896,0.15944903,0.10134639,0.16293923
-4.64332166,0.36902125,0.00111592,0.01870325,0.01097626,0.14695094,0.09355231,0.14935097
-4.63731866,0.33996820,0.00099206,0.01773314,0.01036454,0.13579450,0.08635715,0.13675754
-4.63131566,0.31396620,0.00087693,0.01687390,0.00985771,0.12607349,0.07984137,0.12529558
-4.62531266,0.29125907,0.00077090,0.01614393,0.00946812,0.11785935,0.07407298,0.11508139
-4.61930965,0.27203597,0.00067414,0.01555866,0.00920639,0.11120084,0.06910645,0.10621048
-4.61330665,0.25643109,0.00058670,0.01513025,0.00908125,0.10612395,0.06498218,0.09875776
-4.60730365,0.24452460,0.00050848,0.01486746,0.00909930,0.10263236,0.06172620,0.09277814
-4.60130065,0.23634444,0.00043931,0.01477553,0.00926488,0.10070803,0.05935033,0.08830758
-4.59529765,0.23186909,0.00037892,0.01485631,0.00957994,0.10031210,0.05785265,0.08536432
-4.58929465,0.23103083,0.00032698,0.01510834,0.01004387,0.10138604,0.05721814,0.08395039
-4.58329165,0.23371960,0.00028313,0.01552716,0.01065344,0.10385293,0.05741961,0.08405322
-4.57728864,0.23978729,0.00024701,0.01610555,0.01140269,0.10761900,0.05841874,0.08564727
-4.57128564,0.24905221,0.00021826,0.01683397,0.01228292,0.11257537,0.06016732,0.08869569
-4.56528264,0.26130392,0.00019652,0.01770094,0.01328270,0.11859992,0.06260859,0.09315188
-4.55927964,0.27630823,0.00018149,0.01869346,0.01438796,0.12555949,0.06567866,0.09896105
-4.55327664,0.29381226,0.00017287,0.01979756,0.01558210,0.13331221,0.06930802,0.10606161
-4.54727364,0.31354967,0.00017043,0.02099865,0.01684630,0.14171009,0.07342313,0.11438650
-4.54127064,0.33524586,0.00017397,0.02228208,0.01815976,0.15060176,0.07794807,0.12386431
-4.53526763,0.35862313,0.00018331,0.02363349,0.01950013,0.15983541,0.08280615,0.13442038
-4.52926463,0.38340563,0.00019831,0.02503920,0.02084397,0.16926175,0.08792156,0.14597763
-4.52326163,0.40932414,0.00021886,0.02648658,0.02216736,0.17873706,0.09322101,0.15845729
-4.51725863,0.43612034,0.00024484,0.02796422,0.02344640,0.18812614,0.09863526,0.17177944
-4.51125563,0.46355058,0.00027611,0.02946218,0.02465798,0.19730507,0.10410049,0.18586332
-4.50525263,0.49138903,0.00031253,0.03097207,0.02578032,0.20616370,0.10955959,0.20062748
-4.49924962,0.51942993,0.00035389,0.03248702,0.02679370,0.21460783,0.11496320,0.21598971
-4.49324662,0.54748906,0.00039996,0.03400165,0.02768102,0.22256082,0.12027044,0.23186673
-4.48724362,0.57540422,0.00045042,0.03551187,0.02842836,0.22996466,0.12544950,0.24817380
-4.48124062,0.60303469,0.00050486,0.03701467,0.02902539,0.23678054,0.13047772,0.26482406
-4.47523762,0.63025995,0.00056281,0.03850783,0.02946571,0.24298860,0.13534157,0.28172787
-4.46923462,0.65697737,0.00062368,0.03998960,0.02974703,0.24858723,0.14003610,0.29879209
-4.46323162,0.68309938,0.00068683,0.04145830,0.02987119,0.25359159,0.14456427,0.31591939
-4.45722861,0.70855015,0.00075150,0.04291201,0.02984404,0.25803174,0.14893589,0.33300768
-4.45122561,0.73326190,0.00081688,0.04434821,0.02967519,0.26195022,0.15316646,0.34994982
-4.44522261,0.75717142,0.00088211,0.04576347,0.02937758,0.26539938,0.15727575,0.36663353
-4.43921961,0.78021670,0.00094629,0.04715323,0.02896694,0.26843850,0.16128642,0.38294173
-4.43321661,0.80233418,0.00100852,0.04851161,0.02846122,0.27113088,0.16522255,0.39875330
-4.42721361,0.82345675,0.00106793,0.04983132,0.02787983,0.27354102,0.16910832,0.41394431
-4.42121061,0.84351264,0.00112371,0.05110369,0.02724297,0.27573216,0.17296683,0.42838966
-4.41520760,0.86242550,0.00117515,0.05231873,0.02657090,0.27776412,0.17681913,0.44196531
-4.40920460,0.88011553,0.00122167,0.05346537,0.02588328,0.27969166,0.18068353,0.45455080
-4.40320160,0.89650188,0.00126284,0.05453170,0.02519851,0.28156355,0.18457521,0.46603220
-4.39719860,0.91150613,0.00129844,0.05550533,0.02453328,0.28342206,0.18850620,0.47630533
-4.39119560,0.92505673,0.00132845,0.05637383,0.02390212,0.28530337,0.19248563,0.48527910
-4.38519260,0.93709435,0.00135310,0.05712514,0.02331717,0.28723835,0.19652031,0.49287891
-4.37918959,0.94757777,0.00137288,0.05774810,0.02278805,0.28925419,0.20061556,0.49904998
-4.37318659,0.95649019,0.00138855,0.05823291,0.02232187,0.29137631,0.20477624,0.50376050
-4.36718359,0.96384555,0.00140109,0.05857162,0.02192340,0.29363085,0.20900792,0.50700438
-4.36118059,0.96969476,0.00141181,0.05875858,0.02159531,0.29604734,0.21331804,0.50880369
-4.35517759,0.97413132,0.00142220,0.05879085,0.02133862,0.29866155,0.21771715,0.50921046
-4.34917459,0.97729640,0.00143403,0.05866852,0.02115309,0.30151840,0.22221989,0.50830803
-4.34317159,0.97938277,0.00144928,0.05839501,0.02103776,0.30467464,0.22684594,0.50621164
-4.33716858,0.98063767,0.00147012,0.05797723,0.02099152,0.30820139,0.23162061,0.50306843
-4.33116558,0.98136441,0.00149888,0.05742575,0.02101362,0.31218618,0.23657519,0.49905663
-4.32516258,0.98192239,0.00153805,0.05675472,0.02110421,0.31673464,0.24174704,0.49438420
-4.31915958,0.98272567,0.00159026,0.05598191,0.02126480,0.32197148,0.24717926,0.48928658
-4.31315658,0.98424000,0.00165822,0.05512846,0.02149869,0.32804095,0.25292024,0.48402393
-4.30715358,0.98697816,0.00174475,0.05421871,0.02181126,0.33510649,0.25902280,0.47887756
