energy_ev,total_up,Ag_p_up,Ag_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,16.04110507,1.07142750,14.51783541,0.43967006,0.01356882,0.24024063,0.66721939
-5.99399700,16.01146104,1.08497886,14.48535339,0.43505495,0.01351872,0.24385821,0.66898916
-5.98799400,15.98568193,1.09801987,14.45681396,0.42996602,0.01347855,0.24734576,0.67123076
-5.98199100,15.96519319,1.11055611,14.43355737,0.42447349,0.01344871,0.25072159,0.67399629
-5.97598799,15.95155906,1.12260127,14.41704924,0.41865777,0.01342943,0.25401039,0.67733794
-5.96998499,15.94644645,1.13417479,14.40884851,0.41260728,0.01342086,0.25724237,0.68130555
-5.96398199,15.95158503,1.14529955,14.41057208,0.40641598,0.01342304,0.26045203,0.68594412
-5.95797899,15.96872417,1.15600009,14.42385641,0.40018084,0.01343594,0.26367672,0.69129136
-5.95197599,15.99958783,1.16630114,14.45031718,0.39399912,0.01345949,0.26695497,0.69737533
-5.94597299,16.04582798,1.17622676,14.49150725,0.38796576,0.01349357,0.27032469,0.70421230
-5.93996998,16.10897757,1.18579986,14.54887392,0.38217069,0.01353808,0.27382124,0.71180495
-5.93396698,16.19040357,1.19504220,14.62371597,0.37669642,0.01359289,0.27747556,0.72014085
-5.92796398,16.29126122,1.20397472,14.71714126,0.37161574,0.01365787,0.28131231,0.72919140
-5.92196098,16.41245001,1.21261812,14.83002567,0.36698974,0.01373291,0.28534830,0.73891118
-5.91595798,16.55457266,1.22099351,14.96297421,0.36286610,0.01381786,0.28959099,0.74923774
-5.90995498,16.71789770,1.22912296,15.11628523,0.35927778,0.01391252,0.29403745,0.76009193
-5.90395198,16.90232690,1.23703003,15.28991864,0.35624214,0.01401663,0.29867363,0.77137861
-5.89794897,17.10736845,1.24473978,15.48346916,0.35376037,0.01412983,0.30347404,0.78298786
-5.89194597,17.33211672,1.25227864,15.69614547,0.35181751,0.01425160,0.30840189,0.79479657
-5.88594297,17.57523961,1.25967366,15.92675614,0.35038280,0.01438125,0.31340966,0.80667039
-5.87993997,17.83497414,1.26695141,16.17370313,0.34941053,0.01451787,0.31844015,0.81846605
-5.87393697,18.10913067,1.27413649,16.43498324,0.34884127,0.01466033,0.32342789,0.83003389
-5.86793397,18.39510613,1.28124960,16.70819800,0.34860351,0.01480720,0.32830090,0.84122058
-5.86193097,18.68990626,1.28830540,16.99057197,0.34861561,0.01495679,0.33298275,0.85187200
-5.85592796,18.99017644,1.29531024,17.27897937,0.34878804,0.01510715,0.33739481,0.86183605
-5.84992496,19.29224079,1.30225981,17.56997847,0.34902585,0.01525604,0.34145858,0.87096557
-5.84392196,19.59214853,1.30913699,17.85985334,0.34923123,0.01540100,0.34509805,0.87912095
-5.83791896,19.88572691,1.31590987,18.14466191,0.34930616,0.01553935,0.34824189,0.88617269
-5.83191596,20.16863947,1.32253024,18.42028971,0.34915502,0.01566826,0.35082554,0.89200364
-5.82591296,20.43644868,1.32893254,18.68250803,0.34868708,0.01578480,0.35279291,0.89651085
-5.81990995,20.68468163,1.33503336,18.92703580,0.34781884,0.01588600,0.35409780,0.89960719
-5.81390695,20.90889804,1.34073169,19.14960394,0.34647609,0.01596890,0.35470491,0.90122251
