energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-3.22661331,2.76613092,0.35968081,1.62822600,0.00389214,0.04414221,0.02818071,0.30770448,0.18042724,0.53601013
-3.22061031,2.73744814,0.35161874,1.60230277,0.00377915,0.04456695,0.02869665,0.30175946,0.17996227,0.53972429
-3.21460730,2.70523386,0.34399978,1.57556946,0.00366046,0.04488313,0.02917594,0.29532141,0.17901175,0.54131547
-3.20860430,2.66940687,0.33686977,1.54800990,0.00353716,0.04508509,0.02960163,0.28843737,0.17754045,0.54070183
-3.20260130,2.63000641,0.33027623,1.51965590,0.00341030,0.04517068,0.02995920,0.28116528,0.17552452,0.53785220
-3.19659830,2.58720949,0.32427113,1.49059782,0.00328088,0.04514161,0.03023723,0.27357484,0.17295324,0.53278903
-3.19059530,2.54134209,0.31891327,1.46099210,0.00314982,0.04500364,0.03042790,0.26574794,0.16983031,0.52558959
-3.18459230,2.49288348,0.31426987,1.43106517,0.00301803,0.04476665,0.03052742,0.25777845,0.16617457,0.51638529
-3.17858929,2.44246289,0.31041735,1.40111335,0.00288635,0.04444452,0.03053621,0.24977138,0.16202014,0.50535884
-3.17258629,2.39084830,0.30744107,1.37149848,0.00275562,0.04405486,0.03045891,0.24184136,0.15741587,0.49273966
-3.16658329,2.33892750,0.30543407,1.34263932,0.00262663,0.04361849,0.03030426,0.23411044,0.15242421,0.47879731
-3.16058029,2.28768194,0.30449458,1.31499904,0.00250016,0.04315887,0.03008471,0.22670531,0.14711954,0.46383341
-3.15457729,2.23815437,0.30472264,1.28906905,0.00237696,0.04270124,0.02981593,0.21975391,0.14158586,0.44817229
-3.14857429,2.19141135,0.30621570,1.26535008,0.00225774,0.04227178,0.02951612,0.21338170,0.13591418,0.43215063
-3.14257129,2.14850240,0.30906346,1.24433108,0.00214320,0.04189655,0.02920521,0.20770755,0.13019954,0.41610666
-3.13656828,2.11041734,0.31334227,1.22646702,0.00203396,0.04160043,0.02890400,0.20283960,0.12453787,0.40036927
-3.13056528,2.07804380,0.31910918,1.21215657,0.00193059,0.04140605,0.02863318,0.19887110,0.11902279,0.38524742
-3.12456228,2.05212687,0.32639614,1.20172065,0.00183358,0.04133277,0.02841241,0.19587655,0.11374255,0.37102045
-3.11855928,2.03323263,0.33520454,1.19538301,0.00174332,0.04139569,0.02825940,0.19390825,0.10877712,0.35792945
-3.11255628,2.02171753,0.34550051,1.19325375,0.00166010,0.04160487,0.02818903,0.19299341,0.10419576,0.34617025
-3.10655328,2.01770501,0.35721131,1.19531662,0.00158412,0.04196468,0.02821268,0.19313209,0.10005489,0.33588816
-3.10055028,2.02107078,0.37022295,1.20142105,0.00151541,0.04247338,0.02833756,0.19429602,0.09639665,0.32717478
-3.09454727,2.03143763,0.38437962,1.21127914,0.00145392,0.04312295,0.02856634,0.19642834,0.09324800,0.32006687
-3.08854427,2.04818032,0.39948467,1.22446832,0.00139943,0.04389918,0.02889690,0.19944452,0.09062043,0.31454740
-3.08254127,2.07044082,0.41530367,1.24043954,0.00135163,0.04478203,0.02932229,0.20323432,0.08851036,0.31054875
-3.07653827,2.09715337,0.43156930,1.25853096,0.00131007,0.04574626,0.02983093,0.20766477,0.08690017,0.30795778
-3.07053527,2.12707886,0.44798803,1.27798680,0.00127422,0.04676229,0.03040699,0.21258426,0.08575972,0.30662272
-3.06453227,2.15884710,0.46424857,1.29798067,0.00124345,0.04779731,0.03103092,0.21782740,0.08504851,0.30636141
-3.05852926,2.19100571,0.48003152,1.31764260,0.00121706,0.04881652,0.03168019,0.22322072,0.08471809,0.30697069
-3.05252626,2.22207341,0.49502018,1.33608870,0.00119431,0.04978451,0.03233017,0.22858882,0.08471487,0.30823647
-3.04652326,2.25059591,0.50891183,1.35245235,0.00117445,0.05066668,0.03295502,0.23376090,0.08498308,0.30994398
-3.04052026,2.27520183,0.52142907,1.36591553,0.00115673,0.05143069,0.03352875,0.23857730,0.08546774,0.31188800
-3.03451726,2.29465643,0.53233069,1.37573914,0.00114041,0.05204779,0.03402622,0.24289586,0.08611758,0.31388228
-3.02851426,2.30791075,0.54142155,1.38129079,0.00112483,0.05249406,0.03442410,0.24659781,0.08688771,0.31576815
-3.02251126,2.31414411,0.54856089,1.38206911,0.00110941,0.05275141,0.03470182,0.24959292,0.08774197,0.31742158
-3.01650825,2.31279789,0.55366865,1.37772322,0.00109367,0.05280841,0.03484234,0.25182368,0.08865475,0.31875871
-3.01050525,2.30359923,0.55672944,1.36806675,0.00107726,0.05266079,0.03483282,0.25326837,0.08961242,0.31973933
-3.00450225,2.28657344,0.55779385,1.35308558,0.00105998,0.05231163,0.03466510,0.25394277,0.09061399,0.32036841
-2.99849925,2.26204464,0.55697700,1.33293899,0.00104178,0.05177128,0.03433600,0.25390049,0.09167119,0.32069543
-2.99249625,2.23062441,0.55445431,1.30795433,0.00102279,0.05105697,0.03384744,0.25323188,0.09280794,0.32081164
-2.98649325,2.19318915,0.55045457,1.27861520,0.00100335,0.05019210,0.03320632,0.25206144,0.09405906,0.32084538
-2.98049025,2.15084708,0.54525079,1.24554389,0.00098397,0.04920533,0.03242431,0.25054404,0.09546852,0.32095564
-2.97448724,2.10489643,0.53914898,1.20947890,0.00096537,0.04812943,0.03151732,0.24885984,0.09708705,0.32132420
-2.96848424,2.05677673,0.53247567,1.17124846,0.00094849,0.04700002,0.03050503,0.24720832,0.09896947,0.32214661
-2.96248124,2.00801549,0.52556452,1.13174139,0.00093447,0.04585419,0.02941012,0.24580156,0.10117166,0.32362265
-2.95647824,1.96017266,0.51874291,1.09187661,0.00092465,0.04472915,0.02825761,0.24485713,0.10374742,0.32594643
-2.95047524,1.91478542,0.51231901,1.05257257,0.00092062,0.04366089,0.02707397,0.24459081,0.10674542,0.32929684
-2.94447224,1.87331573,0.50657004,1.01471806,0.00092413,0.04268296,0.02588644,0.24520951,0.11020628,0.33382865
-2.93846923,1.83710286,0.50173239,0.97914559,0.00093717,0.04182547,0.02472220,0.24690469,0.11416001,0.33966470
-2.93246623,1.80732301,0.49799386,0.94660826,0.00096191,0.04111424,0.02360774,0.24984647,0.11862402,0.34688964
-2.92646323,1.78495738,0.49548860,0.91776117,0.00100074,0.04057021,0.02256823,0.25417882,0.12360165,0.35554537
-2.92046023,1.77076998,0.49429484,0.89314781,0.00105618,0.04020916,0.02162707,0.26001581,0.12908151,0.36562841
-2.91445723,1.76529564,0.49443541,0.87319177,0.00113096,0.04004164,0.02080546,0.26743924,0.13503751,0.37708951
-2.90845423,1.76883824,0.49588105,0.85819377,0.00122790,0.04007323,0.02012219,0.27649758,0.14142978,0.38983515
-2.90245123,1.78147875,0.49855617,0.84833382,0.00134993,0.04030496,0.01959345,0.28720625,0.14820626,0.40373119
-2.89644822,1.80309200,0.50234658,0.84367780,0.00150003,0.04073396,0.01923278,0.29954920,0.15530504,0.41860825
-2.89044522,1.83337083,0.50710880,0.84418802,0.00168118,0.04135430,0.01905111,0.31348160,0.16265732,0.43426863
-2.88444222,1.87185580,0.51268023,0.84973657,0.00189627,0.04215783,0.01905680,0.32893345,0.17019075,0.45049438
-2.87843922,1.91796851,0.51888960,0.86012065,0.00214806,0.04313511,0.01925581,0.34581397,0.17783307,0.46705617
-2.87243622,1.97104652,0.52556706,0.87507877,0.00243903,0.04427629,0.01965177,0.36401635,0.18551585,0.48372244
-2.86643322,2.03037761,0.53255325,0.89430674,0.00277134,0.04557193,0.02024615,0.38342269,0.19317803,0.50026844
-2.86043022,2.09523161,0.53970692,0.91747264,0.00314668,0.04701359,0.02103833,0.40390882,0.20076915,0.51648464
-2.85442721,2.16488801,0.54691059,0.94422978,0.00356617,0.04859430,0.02202568,0.42534872,0.20825205,0.53218418
-2.84842421,2.23865801,0.55407406,0.97422723,0.00403028,0.05030879,0.02320357,0.44761828,0.21560485,0.54720897
-2.84242121,2.31590001,0.56113563,1.00711730,0.00453865,0.05215351,0.02456537,0.47059826,0.22282209,0.56143421
-2.83641821,2.39602815,0.56806101,1.04255996,0.00509008,0.05412636,0.02610238,0.49417626,0.22991496,0.57477100
-2.83041521,2.47851382,0.57484014,1.08022411,0.00568239,0.05622624,0.02780374,0.51824767,0.23691057,0.58716717
-2.82441221,2.56288051,0.58148223,1.11978614,0.00631240,0.05845243,0.02965634,0.54271551,0.24385029,0.59860614
-2.81840920,2.64869309,0.58800949,1.16092612,0.00697590,0.06080379,0.03164477,0.56748933,0.25078719,0.60910411
-2.81240620,2.73554259,0.59444996,1.20332227,0.00766761,0.06327790,0.03375119,0.59248326,0.25778281,0.61870555
-2.80640320,2.82302805,0.60083004,1.24664463,0.00838131,0.06587021,0.03595540,0.61761327,0.26490331,0.62747753
-2.80040020,2.91073721,0.60716728,1.29054850,0.00910982,0.06857315,0.03823483,0.64279414,0.27221531,0.63550308
-2.79439720,2.99822759,0.61346400,1.33466864,0.00984516,0.07137547,0.04056472,0.66793610,0.27978153,0.64287399
-2.78839420,3.08500991,0.61970198,1.37861488,0.01057873,0.07426166,0.04291834,0.69294162,0.28765660,0.64968350
-2.78239120,3.17053517,0.62583889,1.42196980,0.01130140,0.07721164,0.04526731,0.71770260,0.29588318,0.65601927
-2.77638819,3.25418665,0.63180646,1.46428903,0.01200378,0.08020070,0.04758207,0.74209811,0.30448866,0.66195699
-2.77038519,3.33527784,0.63751055,1.50510432,0.01267645,0.08319971,0.04983236,0.76599302,0.31348250,0.66755496
-2.76438219,3.41305661,0.64283321,1.54392956,0.01331012,0.08617562,0.05198785,0.78923765,0.32285457,0.67285002
-2.75837919,3.48671583,0.64763645,1.58026958,0.01389594,0.08909224,0.05401880,0.81166846,0.33257432,0.67785480
-2.75237619,3.55540994,0.65176752,1.61363135,0.01442568,0.09191123,0.05589679,0.83310994,0.34259101,0.68255660
-2.74637319,3.61827660,0.65506539,1.64353711,0.01489196,0.09459333,0.05759540,0.85337757,0.35283483,0.68691778
-2.74037019,3.67446249,0.65736794,1.66953862,0.01528844,0.09709960,0.05909095,0.87228180,0.36321894,0.69087770
-2.73436718,3.72315154,0.65851948,1.69123186,0.01560996,0.09939287,0.06036313,0.88963271,0.37364224,0.69435586
-2.72836418,3.76359419,0.65837808,1.70827132,0.01585270,0.10143904,0.06139563,0.90524538,0.38399263,0.69725627
-2.72236118,3.79513575,0.65682240,1.72038286,0.01601427,0.10320837,0.06217659,0.91894541,0.39415076,0.69947245
-2.71635818,3.81724248,0.65375752,1.72737467,0.01609372,0.10467655,0.06269898,0.93057447,0.40399382,0.70089308
-2.71035518,3.82952348,0.64911949,1.72914526,0.01609162,0.10582557,0.06296085,0.93999554,0.41339936,0.70140763
-2.70435218,3.83174748,0.64287848,1.72568837,0.01601001,0.10664433,0.06296541,0.94709745,0.42224876,0.70091195
-2.69834917,3.82385317,0.63504027,1.71709404,0.01585237,0.10712890,0.06272097,0.95179865,0.43043035,0.69931326
-2.69234617,3.80595276,0.62564613,1.70354608,0.01562356,0.10728251,0.06224067,0.95404979,0.43784194,0.69653444
-2.68634317,3.77832826,0.61477110,1.68531569,0.01532968,0.10711518,0.06154221,0.95383517,0.44439266,0.69251738
-2.68034017,3.74142098,0.60252092,1.66275174,0.01497801,0.10664306,0.06064725,0.95117284,0.45000416,0.68722519
-2.67433717,3.69581458,0.58902766,1.63626812,0.01457687,0.10588754,0.05958086,0.94611346,0.45461108,0.68064338
-2.66833417,3.64221279,0.57444452,1.60632869,0.01413547,0.10487411,0.05837077,0.93873794,0.45816092,0.67277980
-2.66233117,3.58141299,0.55893986,1.57343076,0.01366375,0.10363114,0.05704661,0.92915402,0.46061339,0.66366367
-2.65632816,3.51427704,0.54269108,1.53808778,0.01317229,0.10218847,0.05563906,0.91749210,0.46193930,0.65334362
-2.65032516,3.44170104,0.52587836,1.50081214,0.01267206,0.10057615,0.05417902,0.90390040,0.46211932,0.64188514
-2.64432216,3.36458546,0.50867878,1.46209892,0.01217432,0.09882313,0.05269682,0.88853984,0.46114251,0.62936746
-2.63831916,3.28380728,0.49126094,1.42241133,0.01169042,0.09695612,0.05122135,0.87157899,0.45900509,0.61588032
-2.63231616,3.20019528,0.47378038,1.38216839,0.01123159,0.09499870,0.04977943,0.85318915,0.45570924,0.60152063
-2.62631316,3.11450974,0.45637598,1.34173547,0.01080879,0.09297056,0.04839512,0.83354005,0.45126237,0.58638943
-2.62031016,3.02742718,0.43916725,1.30141790,0.01043246,0.09088708,0.04708920,0.81279612,0.44567668,0.57058918
-2.61430715,2.93953067,0.42225284,1.26145777,0.01011232,0.08875916,0.04587879,0.79111373,0.43896924,0.55422164
-2.60830415,2.85130574,0.40571003,1.22203392,0.00985717,0.08659336,0.04477704,0.76863921,0.43116236,0.53738625
-2.60230115,2.76314160,0.38959523,1.18326480,0.00967461,0.08439220,0.04379301,0.74550783,0.42228446,0.52017927
-2.59629815,2.67533723,0.37394534,1.14521394,0.00957089,0.08215478,0.04293161,0.72184365,0.41237115,0.50269341
-2.59029515,2.58811144,0.35877988,1.10789746,0.00955063,0.07987756,0.04219373,0.69776009,0.40146647,0.48501807
-2.58429215,2.50161599,0.34410365,1.07129297,0.00961666,0.07755519,0.04157646,0.67336108,0.38962418,0.46724003
-2.57828914,2.41595066,0.32990981,1.03534941,0.00976987,0.07518149,0.04107338,0.64874266,0.37690898,0.44944435
-2.57228614,2.33117924,0.31618311,0.99999717,0.01000900,0.07275044,0.04067499,0.62399480,0.36339742,0.43171567
-2.56628314,2.24734529,0.30290319,0.96515780,0.01033065,0.07025705,0.04036915,0.59920323,0.34917852,0.41413932
-2.56028014,2.16448695,0.29004774,0.93075297,0.01072918,0.06769818,0.04014160,0.57445121,0.33435390,0.39680258
-2.55427714,2.08264987,0.27759536,0.89671223,0.01119673,0.06507328,0.03997652,0.54982098,0.31903743,0.37979565
-2.54827414,2.00189783,0.26552808,0.86297926,0.01172340,0.06238482,0.03985706,0.52539487,0.30335432,0.36321248
-2.54227114,1.92232077,0.25383340,0.82951651,0.01229731,0.05963869,0.03976595,0.50125604,0.28743970,0.34715122
-2.53626813,1.84403997,0.24250587,0.79630812,0.01290493,0.05684431,0.03968599,0.47748873,0.27143669,0.33171447
-2.53026513,1.76721063,0.23154816,0.76336129,0.01353132,0.05401454,0.03960059,0.45417817,0.25549412,0.31700913
-2.52426213,1.69202208,0.22097156,0.73070613,0.01416057,0.05116550,0.03949426,0.43141012,0.23976387,0.30314601
-2.51825913,1.61869575,0.21079610,0.69839437,0.01477613,0.04831613,0.03935302,0.40927013,0.22439805,0.29023913
-2.51225613,1.54748168,0.20105017,0.66649704,0.01536138,0.04548773,0.03916478,0.38784269,0.20954610,0.27840475
-2.50625313,1.47865360,0.19176983,0.63510153,0.01590002,0.04270331,0.03891966,0.36721023,0.19535188,0.26776014
-2.50025013,1.41250325,0.18299777,0.60430820,0.01637659,0.03998699,0.03861023,0.34745215,0.18195092,0.25842209
-2.49424712,1.34933417,0.17478199,0.57422691,0.01677695,0.03736327,0.03823167,0.32864389,0.16946794,0.25050521
-2.48824412,1.28945520,0.16717429,0.54497350,0.01708870,0.03485637,0.03778186,0.31085615,0.15801457,0.24411987
-2.48224112,1.23317385,0.16022866,0.51666653,0.01730157,0.03248962,0.03726140,0.29415415,0.14768748,0.23936997
-2.47623812,1.18078972,0.15399946,0.48942431,0.01740770,0.03028485,0.03667351,0.27859715,0.13856691,0.23635032
-2.47023512,1.13258789,0.14853958,0.46336223,0.01740191,0.02826189,0.03602389,0.26423793,0.13071546,0.23514382
-2.46423212,1.08883233,0.14389852,0.43859047,0.01728181,0.02643815,0.03532047,0.25112246,0.12417745,0.23581834
-2.45822911,1.04975937,0.14012052,0.41521198,0.01704782,0.02482821,0.03457311,0.23928959,0.11897847,0.23842345
-2.45222611,1.01557117,0.13724267,0.39332083,0.01670312,0.02344363,0.03379319,0.22877070,0.11512540,0.24298700
-2.44622311,0.98642918,0.13529306,0.37300062,0.01625348,0.02229268,0.03299323,0.21958939,0.11260671,0.24951180
-2.44022011,0.96244802,0.13428913,0.35432320,0.01570701,0.02138026,0.03218641,0.21176116,0.11139307,0.25797246
-2.43421711,0.94368949,0.13423608,0.33734747,0.01507383,0.02070783,0.03138606,0.20529294,0.11143828,0.26831261
-2.42821411,0.93015748,0.13512563,0.32211829,0.01436571,0.02027337,0.03060525,0.20018278,0.11268044,0.28044275
-2.42221111,0.92179363,0.13693494,0.30866555,0.01359561,0.02007150,0.02985629,0.19641938,0.11504345,0.29423893
-2.41620810,0.91847437,0.13962596,0.29700332,0.01277726,0.02009352,0.02915034,0.19398176,0.11843867,0.30954240
-2.41020510,0.92000944,0.14314514,0.28712925,0.01192471,0.02032754,0.02849706,0.19283904,0.12276690,0.32616053
-2.40420210,0.92614235,0.14742361,0.27902416,0.01105190,0.02075873,0.02790435,0.19295022,0.12792053,0.34386895
-2.39819910,0.93655269,0.15237778,0.27265184,0.01017227,0.02136949,0.02737817,0.19426429,0.13378585,0.36241515
-2.39219610,0.95086066,0.15791051,0.26795922,0.00929839,0.02213973,0.02692240,0.19672035,0.14024551,0.38152334
-2.38619310,0.96863358,0.16391264,0.26487676,0.00844173,0.02304721,0.02653892,0.20024805,0.14718100,0.40090064
-2.38019010,0.98939419,0.17026509,0.26331921,0.00761235,0.02406787,0.02622762,0.20476812,0.15447515,0.42024426
-2.37418709,1.01263052,0.17684122,0.26318660,0.00681884,0.02517627,0.02598661,0.21019308,0.16201449,0.43924945
-2.36818409,1.03780686,0.18350955,0.26436551,0.00606813,0.02634594,0.02581238,0.21642807,0.16969137,0.45761787
-2.36218109,1.06437524,0.19013665,0.26673050,0.00536558,0.02754992,0.02570013,0.22337171,0.17740587,0.47506608
-2.35617809,1.09178700,0.19659019,0.27014574,0.00471490,0.02876121,0.02564399,0.23091706,0.18506719,0.49133351
-2.35017509,1.11950372,0.20274187,0.27446662,0.00411834,0.02995324,0.02563736,0.23895247,0.19259469,0.50618976
-2.34417209,1.14700714,0.20847033,0.27954153,0.00357674,0.03110038,0.02567311,0.24736244,0.19991835,0.51944061
-2.33816908,1.17380758,0.21366370,0.28521344,0.00308973,0.03217840,0.02574388,0.25602838,0.20697872,0.53093260
-2.33216608,1.19945053,0.21822197,0.29132167,0.00265589,0.03316491,0.02584222,0.26482936,0.21372628,0.54055582
-2.32616308,1.22352129,0.22205887,0.29770342,0.00227293,0.03403979,0.02596076,0.27364279,0.22012040,0.54824484
-2.32016008,1.24564766,0.22510336,0.30419539,0.00193790,0.03478552,0.02609226,0.28234510,0.22612786,0.55397770
-2.31415708,1.26550083,0.22730068,0.31063541,0.00164736,0.03538749,0.02622967,0.29081255,0.23172109,0.55777315
-2.30815408,1.28279484,0.22861294,0.31686410,0.00139753,0.03583427,0.02636614,0.29892212,0.23687622,0.55968623
-2.30215108,1.29728487,0.22901933,0.32272665,0.00118448,0.03611777,0.02649489,0.30655264,0.24157119,0.55980263
-2.29614807,1.30876510,0.22851595,0.32807474,0.00100424,0.03623335,0.02660927,0.31358619,0.24578400,0.55823212
-2.29014507,1.31706639,0.22711536,0.33276864,0.00085288,0.03617989,0.02670259,0.31990981,0.24949124,0.55510161
-2.28414207,1.32205450,0.22484585,0.33667953,0.00072668,0.03595978,0.02676815,0.32541754,0.25266714,0.55054816
-2.27813907,1.32362911,0.22175059,0.33969193,0.00062210,0.03557886,0.02679917,0.33001277,0.25528307,0.54471248
-2.27213607,1.32172395,0.21788664,0.34170630,0.00053590,0.03504628,0.02678885,0.33361089,0.25730777,0.53773335
-2.26613307,1.31630828,0.21332390,0.34264169,0.00046514,0.03437438,0.02673039,0.33614211,0.25870809,0.52974316
-2.26013007,1.30738961,0.20814402,0.34243822,0.00040718,0.03357842,0.02661713,0.33755426,0.25945048,0.52086490
-2.25412706,1.29501747,0.20243927,0.34105950,0.00035971,0.03267638,0.02644268,0.33781568,0.25950284,0.51121069
-2.24812406,1.27928793,0.19631140,0.33849456,0.00032074,0.03168863,0.02620115,0.33691763,0.25883694,0.50088176
-2.24212106,1.26034828,0.18987046,0.33475933,0.00028855,0.03063761,0.02588730,0.33487640,0.25743098,0.48996988
-2.23611806,1.23840147,0.18323353,0.32989747,0.00026171,0.02954747,0.02549687,0.33173476,0.25527228,0.47855982
-2.23011506,1.21370940,0.17652329,0.32398033,0.00023903,0.02844364,0.02502672,0.32756256,0.25235982,0.46673277
-2.22411206,1.18659470,0.16986652,0.31710611,0.00021956,0.02735238,0.02447511,0.32245645,0.24870643,0.45457007
-2.21810905,1.15744032,0.16339233,0.30939798,0.00020251,0.02630032,0.02384181,0.31653858,0.24434051,0.44215699
-2.21210605,1.12668635,0.15723018,0.30100126,0.00018728,0.02531392,0.02312829,0.30995416,0.23930706,0.42958618
-2.20610305,1.09482405,0.15150765,0.29207966,0.00017342,0.02441895,0.02233775,0.30286798,0.23366797,0.41696026
-2.20010005,1.06238662,0.14634806,0.28281065,0.00016058,0.02363986,0.02147515,0.29545999,0.22750137,0.40439347
-2.19409705,1.02993712,0.14186772,0.27338016,0.00014853,0.02299928,0.02054710,0.28791986,0.22090019,0.39201185
-2.18809405,0.99805355,0.13817318,0.26397671,0.00013709,0.02251737,0.01956175,0.28044095,0.21396986,0.37995219
-2.18209105,0.96731181,0.13535832,0.25478523,0.00012616,0.02221130,0.01852860,0.27321382,0.20682521,0.36835937
-2.17608804,0.93826708,0.13350143,0.24598089,0.00011569,0.02209465,0.01745820,0.26641940,0.19958686,0.35738253
-2.17008504,0.91143448,0.13266247,0.23772304,0.00010565,0.02217698,0.01636190,0.26022244,0.19237705,0.34716996
-2.16408204,0.88726996,0.13288054,0.23014966,0.00009605,0.02246337,0.01525148,0.25476515,0.18531533,0.33786331
-2.15807904,0.86615235,0.13417174,0.22337258,0.00008690,0.02295411,0.01413887,0.25016170,0.17851415,0.32959120
-2.15207604,0.84836758,0.13652760,0.21747349,0.00007823,0.02364444,0.01303578,0.24649352,0.17207475,0.32246285
-2.14607304,0.83409589,0.13991403,0.21250125,0.00007007,0.02452452,0.01195340,0.24380592,0.16608341,0.31656212
-2.14007004,0.82340296,0.14427124,0.20847032,0.00006245,0.02557943,0.01090214,0.24210599,0.16060829,0.31194226
-2.13406703,0.81623538,0.14951432,0.20536059,0.00005540,0.02678943,0.00989138,0.24136215,0.15569713,0.30862193
-2.12806403,0.81242109,0.15553490,0.20311860,0.00004894,0.02813028,0.00892931,0.24150513,0.15137578,0.30658271
-2.12206103,0.81167479,0.16220369,0.20166005,0.00004309,0.02957386,0.00802281,0.24243065,0.14764772,0.30576836
-2.11605803,0.81360839,0.16937399,0.20087354,0.00003787,0.03108881,0.00717741,0.24400352,0.14449458,0.30608601
-2.11005503,0.81774616,0.17688606,0.20062545,0.00003329,0.03264144,0.00639726,0.24606313,0.14187762,0.30740925
-2.10405203,0.82354390,0.18457231,0.20076560,0.00002936,0.03419665,0.00568520,0.24843001,0.13974010,0.30958316
-2.09804902,0.83041161,0.19226310,0.20113362,0.00002609,0.03571908,0.00504287,0.25091330,0.13801042,0.31243094
-2.09204602,0.83773846,0.19979301,0.20156564,0.00002349,0.03717417,0.00447086,0.25331871,0.13660589,0.31576208
-2.08604302,0.84491910,0.20700722,0.20190107,0.00002158,0.03852942,0.00396887,0.25545665,0.13543690,0.31938141
-2.08004002,0.85138013,0.21376798,0.20198913,0.00002037,0.03975543,0.00353588,0.25715028,0.13441135,0.32309887
-2.07403702,0.85660551,0.21996063,0.20169491,0.00001990,0.04082703,0.00317039,0.25824291,0.13343903,0.32673935
-2.06803402,0.86015966,0.22549908,0.20090467,0.00002020,0.04172424,0.00287062,0.25860463,0.13243590,0.33015213
-2.06203102,0.86170732,0.23033035,0.19953014,0.00002131,0.04243302,0.00263462,0.25813779,0.13132789,0.33321946
-2.05602801,0.86102906,0.23443799,0.19751171,0.00002329,0.04294588,0.00246052,0.25678103,0.13005417,0.33586373
-2.05002501,0.85803174,0.23784411,0.19482034,0.00002619,0.04326225,0.00234661,0.25451181,0.12856974,0.33805290
-2.04402201,0.85275346,0.24060990,0.19145811,0.00003009,0.04338856,0.00229145,0.25134723,0.12684713,0.33980372
-2.03801901,0.84536249,0.24283445,0.18745750,0.00003507,0.04333807,0.00229391,0.24734315,0.12487729,0.34118266
-2.03201601,0.83615046,0.24465188,0.18287937,0.00004120,0.04313042,0.00235323,0.24259164,0.12266954,0.34230426
-2.02601301,0.82551972,0.24622681,0.17780975,0.00004856,0.04279092,0.00246894,0.23721693,0.12025062,0.34332693
-2.02001001,0.81396568,0.24774821,0.17235574,0.00005726,0.04234961,0.00264084,0.23136997,0.11766297,0.34444634
-2.01400700,0.80205457,0.24942193,0.16664048,0.00006735,0.04184004,0.00286885,0.22522191,0.11496218,0.34588658
-2.00800400,0.79039779,0.25146195,0.16079766,0.00007890,0.04129803,0.00315292,0.21895672,0.11221398,0.34788937
-2.00200100,0.77962382,0.25408099,0.15496567,0.00009198,0.04076015,0.00349281,0.21276338,0.10949064,0.35070192
-1.99599800,0.77034885,0.25748048,0.14928172,0.00010660,0.04026223,0.00388797,0.20682781,0.10686718,0.35456377
-1.98999500,0.76314756,0.26184064,0.14387609,0.00012277,0.03983792,0.00433730,0.20132512,0.10441751,0.35969334
-1.98399200,0.75852511,0.26731081,0.13886683,0.00014047,0.03951720,0.00483896,0.19641220,0.10221055,0.36627471
-1.97798899,0.75689182,0.27400072,0.13435513,0.00015963,0.03932511,0.00539025,0.19222126,0.10030672,0.37444534
-1.97198599,0.75854133,0.28197289,0.13042139,0.00018015,0.03928062,0.00598736,0.18885431,0.09875478,0.38428530
-1.96598299,0.76363356,0.29123678,0.12712231,0.00020187,0.03939580,0.00662535,0.18637901,0.09758929,0.39580853
-1.95997999,0.77218301,0.30174477,0.12448899,0.00022462,0.03967513,0.00729799,0.18482590,0.09682864,0.40895672
-1.95397699,0.78405304,0.31339046,0.12252606,0.00024816,0.04011526,0.00799777,0.18418717,0.09647390,0.42359609
-1.94797399,0.79895646,0.32600923,0.12121195,0.00027221,0.04070500,0.00871594,0.18441700,0.09650846,0.43951741
-1.94197099,0.81646241,0.33938137,0.12050020,0.00029645,0.04142567,0.00944258,0.18543340,0.09689842,0.45643922
-1.93596798,0.83600930,0.35323749,0.12032164,0.00032054,0.04225170,0.01016678,0.18712150,0.09759374,0.47401449
-1.92996498,0.85692337,0.36726618,0.12058752,0.00034410,0.04315160,0.01087683,0.18933808,0.09853017,0.49184018
-1.92396198,0.87844198,0.38112375,0.12119328,0.00036675,0.04408910,0.01156049,0.19191725,0.09963170,0.50946960
-1.91795898,0.89974079,0.39444537,0.12202286,0.00038808,0.04502452,0.01220532,0.19467689,0.10081357,0.52642706
-1.91195598,0.91996362,0.40685758,0.12295330,0.00040771,0.04591631,0.01279902,0.19742562,0.10198557,0.54222399
-1.90595298,0.93825369,0.41799122,0.12385956,0.00042525,0.04672254,0.01332981,0.19997012,0.10305560,0.55637620
-1.89994997,0.95378501,0.42749461,0.12461919,0.00044037,0.04740259,0.01378675,0.20212230,0.10393327,0.56842115
-1.89394697,0.96579240,0.43504615,0.12511683,0.00045274,0.04791858,0.01416015,0.20370619,0.10453330,0.57793471
-1.88794397,0.97359905,0.44036584,0.12524823,0.00046212,0.04823684,0.01444187,0.20456420,0.10477876,0.58454664
-1.88194097,0.97664035,0.44322536,0.12492376,0.00046831,0.04832907,0.01462561,0.20456247,0.10460386,0.58795394
-1.87593797,0.97448308,0.44345605,0.12407115,0.00047118,0.04817335,0.01470710,0.20359526,0.10395620,0.58793167
-1.86993497,0.96683920,0.44095461,0.12263751,0.00047066,0.04775483,0.01468430,0.20158801,0.10279851,0.58434069
-1.86393197,0.95357377,0.43568629,0.12059054,0.00046676,0.04706617,0.01455743,0.19849922,0.10110965,0.57713206
