energy_ev,total_up,Mg_p_up,Mg_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,1.00357347,0.08441923,0.00000000,0.82212025,0.26728847,0.01422674,0.10808768,0.03137120,0.44930446
-5.99399700,0.96021771,0.08033474,0.00000000,0.80210143,0.25292498,0.01331328,0.10208355,0.02922613,0.43305359
-5.98799400,0.91644810,0.07616328,0.00000000,0.77967501,0.23882176,0.01242853,0.09624754,0.02723949,0.41621330
-5.98199100,0.87230114,0.07195267,0.00000000,0.75493597,0.22499207,0.01157048,0.09058147,0.02538926,0.39879364
-5.97598799,0.82788432,0.06775339,0.00000000,0.72805031,0.21145801,0.01073813,0.08509309,0.02365621,0.38084569
-5.96998499,0.78337395,0.06361783,0.00000000,0.69925327,0.19825072,0.00993144,0.07979593,0.02202413,0.36245983
-5.96398199,0.73901077,0.05959962,0.00000000,0.66884548,0.18541035,0.00915124,0.07470907,0.02048001,0.34376299
-5.95797899,0.69509394,0.05575299,0.00000000,0.63718705,0.17298584,0.00839913,0.06985672,0.01901394,0.32491485
-5.95197599,0.65197335,0.05213216,0.00000000,0.60469000,0.16103434,0.00767729,0.06526766,0.01761904,0.30610336
-5.94597299,0.61004090,0.04879086,0.00000000,0.57180914,0.14962048,0.00698832,0.06097456,0.01629115,0.28753973
-5.93996998,0.56972097,0.04578178,0.00000000,0.53903194,0.13881540,0.00633508,0.05701323,0.01502852,0.26945305
-5.93396698,0.53146073,0.04315616,0.00000000,0.50686756,0.12869569,0.00572049,0.05342174,0.01383143,0.25208485
-5.92796398,0.49572049,0.04096333,0.00000000,0.47583585,0.11934228,0.00514744,0.05023955,0.01270179,0.23568390
-5.92196098,0.46296473,0.03925036,0.00000000,0.44645636,0.11083933,0.00461864,0.04750664,0.01164269,0.22050134
-5.91595798,0.43365407,0.03806172,0.00000000,0.41923804,0.10327326,0.00413657,0.04526257,0.01065803,0.20678641
-5.90995498,0.40823847,0.03743893,0.00000000,0.39466997,0.09673192,0.00370342,0.04354569,0.00975218,0.19478293
-5.90395198,0.38715201,0.03742031,0.00000000,0.37321329,0.09130405,0.00332111,0.04239237,0.00892959,0.18472664
-5.89794897,0.37080937,0.03804074,0.00000000,0.35529476,0.08707894,0.00299131,0.04183634,0.00819461,0.17684343
-5.89194597,0.35960399,0.03933151,0.00000000,0.34130192,0.08414647,0.00271550,0.04190819,0.00755124,0.17134854
-5.88594297,0.35390805,0.04132018,0.00000000,0.33158012,0.08259745,0.00249511,0.04263498,0.00700303,0.16844667
-5.87993997,0.35407411,0.04403061,0.00000000,0.32643116,0.08252426,0.00233157,0.04404008,0.00655301,0.16833289
-5.87393697,0.36043822,0.04748301,0.00000000,0.32611365,0.08402174,0.00222650,0.04614319,0.00620367,0.17119429
-5.86793397,0.37332430,0.05169423,0.00000000,0.33084487,0.08718835,0.00218182,0.04896056,0.00595703,0.17721220
-5.86193097,0.39304938,0.05667807,0.00000000,0.34080384,0.09212739,0.00219991,0.05250540,0.00581474,0.18656476
-5.85592796,0.41992947,0.06244581,0.00000000,0.35613536,0.09894831,0.00228375,0.05678858,0.00577817,0.19942967
-5.84992496,0.45428547,0.06900685,0.00000000,0.37695474,0.10776788,0.00243701,0.06181946,0.00584863,0.21598686
-5.84392196,0.49644871,0.07636951,0.00000000,0.40335286,0.11871121,0.00266420,0.06760686,0.00602748,0.23642081
-5.83791896,0.54676563,0.08454189,0.00000000,0.43540110,0.13191238,0.00297069,0.07416025,0.00631635,0.26092234
-5.83191596,0.60560098,0.09353281,0.00000000,0.47315596,0.14751457,0.00336280,0.08149091,0.00671728,0.28968953
-5.82591296,0.67333909,0.10335272,0.00000000,0.51666289,0.16566957,0.00384773,0.08961311,0.00723285,0.32292757
-5.81990995,0.75038267,0.11401458,0.00000000,0.56595898,0.18653656,0.00443356,0.09854522,0.00786630,0.36084733
-5.81390695,0.83714864,0.12553451,0.00000000,0.62107441,0.21027996,0.00512909,0.10831053,0.00862163,0.40366255
-5.80790395,0.93406073,0.13793219,0.00000000,0.68203222,0.23706640,0.00594367,0.11893788,0.00950352,0.45158529
-5.80190095,1.04153843,0.15123094,0.00000000,0.74884642,0.26706062,0.00688697,0.13046175,0.01051737,0.50481992
-5.79589795,1.15998232,0.16545730,0.00000000,0.82151824,0.30042043,0.00796864,0.14292194,0.01166914,0.56355543
-5.78989495,1.28975583,0.18064014,0.00000000,0.90003066,0.33729065,0.00919797,0.15636256,0.01296515,0.62795616
-5.78389195,1.43116352,0.19680912,0.00000000,0.98434136,0.37779625,0.01058343,0.17083038,0.01441187,0.69815136
-5.77788894,1.58442664,0.21399260,0.00000000,1.07437421,0.42203471,0.01213221,0.18637249,0.01601551,0.77422364
-5.77188594,1.74965648,0.23221496,0.00000000,1.17000985,0.47006798,0.01384967,0.20303321,0.01778172,0.85619686
