energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.75387694,6.14248160,0.01563761,1.68900822,0.69511662,0.15677113,2.17577729,2.94605165,0.04761963,1.16126019
-5.74787394,6.23971954,0.01584361,1.72748875,0.67971991,0.16067556,2.17516596,3.02782019,0.04844010,1.15926364
-5.74187094,6.31724858,0.01599080,1.75988757,0.66313882,0.16415802,2.16967786,3.09816407,0.04903772,1.15430621
-5.73586793,6.37222348,0.01607743,1.78522650,0.64546171,0.16713115,2.15879115,3.15520960,0.04939931,1.14620885
-5.72986493,6.40234679,0.01610281,1.80269292,0.62680897,0.16952505,2.14212317,3.19739492,0.04951623,1.13487588
-5.72386193,6.40597375,0.01606740,1.81167678,0.60733376,0.17128916,2.11946572,3.22353558,0.04938464,1.12030187
-5.71785893,6.38219945,0.01597280,1.81180145,0.58722263,0.17239388,2.09081656,3.23287841,0.04900578,1.10257701
-5.71185593,6.33092387,0.01582180,1.80294691,0.56669606,0.17283164,2.05640524,3.22514139,0.04838589,1.08189079
-5.70585293,6.25289114,0.01561828,1.78526431,0.54600832,0.17261746,2.01671194,3.20053754,0.04753619,1.05853318
-5.69984992,6.14970107,0.01536716,1.75918102,0.52544661,0.17178907,1.97247808,3.15978186,0.04647260,1.03289322
-5.69384692,6.02379161,0.01507432,1.72539616,0.50532902,0.17040633,1.92470814,3.10408087,0.04521533,1.00545477
-5.68784392,5.87839296,0.01474636,1.68486657,0.48600132,0.16855022,1.87466212,3.03510534,0.04378848,0.97678931
-5.68184092,5.71745473,0.01439055,1.63878397,0.46783246,0.16632126,1.82383891,2.95494717,0.04221941,0.94754594
-5.67583792,5.54554897,0.01401452,1.58854412,0.45120867,0.16383746,1.77395095,2.86606238,0.04053817,0.91843887
-5.66983492,5.36775269,0.01362614,1.53570928,0.43652637,0.16123192,1.72689088,2.77120230,0.03877685,0.89023264
-5.66383192,5.18951425,0.01323325,1.48196537,0.42418405,0.15865001,1.68469127,2.67333576,0.03696897,0.86372567
-5.65782891,5.01650836,0.01284349,1.42907534,0.41457321,0.15624644,1.64947863,2.57556497,0.03514885,0.83973262
-5.65182591,4.85448454,0.01246407,1.37883045,0.40806883,0.15418200,1.62342299,2.48103812,0.03335105,0.81906602
-5.64582291,4.70911406,0.01210159,1.33300096,0.40501954,0.15262037,1.60868445,2.39286138,0.03160988,0.80251790
-5.63981991,4.58583987,0.01176190,1.29328769,0.40573787,0.15172476,1.60735815,2.31401326,0.02995897,0.79084186
-5.63381691,4.48973366,0.01144991,1.26127591,0.41049098,0.15165473,1.62141901,2.24726341,0.02843084,0.78473597
-5.62781391,4.42536389,0.01116956,1.23839269,0.41949208,0.15256296,1.65266755,2.19509823,0.02705666,0.78482718
-5.62181091,4.39667776,0.01092370,1.22586868,0.43289289,0.15459224,1.70267813,2.15965503,0.02586593,0.79165725
-5.61580790,4.40689981,0.01071409,1.22470529,0.45077753,0.15787261,1.77275073,2.14266602,0.02488629,0.80567079
-5.60980490,4.45844898,0.01054137,1.23564786,0.47315779,0.16251862,1.86386765,2.14541358,0.02414325,0.82720529
-5.60380190,4.55287577,0.01040516,1.25916528,0.49997025,0.16862691,1.97665597,2.16869728,0.02366007,0.85648350
-5.59779890,4.69082046,0.01030407,1.29543667,0.53107519,0.17627390,2.11135714,2.21281358,0.02345749,0.89360806
-5.59179590,4.87199308,0.01023588,1.34434514,0.56625740,0.18551380,2.26780451,2.27754822,0.02355352,0.93855849
-5.58579290,5.09517530,0.01019762,1.40547887,0.60522892,0.19637691,2.44540987,2.36218167,0.02396319,0.99119034
-5.57978989,5.35824431,0.01018576,1.47813959,0.64763369,0.20886817,2.64315984,2.46550734,0.02469825,1.05123669
-5.57378689,5.65821812,0.01019635,1.56135833,0.69305393,0.22296606,2.85962272,2.58586228,0.02576691,1.11831165
-5.56778389,5.99132156,0.01022525,1.65391806,0.74101819,0.23862189,3.09296634,2.72116981,0.02717347,1.19191592
-5.56178089,6.35307161,0.01026825,1.75438307,0.79101079,0.25575952,3.34098703,2.86899311,0.02891805,1.27144430
-5.55577789,6.73838059,0.01032131,1.86113427,0.84248241,0.27427544,3.60114966,3.02659867,0.03099630,1.35619493
-5.54977489,7.14167471,0.01038066,1.97240979,0.89486161,0.29403947,3.87063805,3.19102810,0.03339916,1.44538020
-5.54377189,7.55702556,0.01044298,2.08634976,0.94756686,0.31489589,4.14641497,3.35917648,0.03611272,1.53813928
-5.53776888,7.97829109,0.01050552,2.20104421,1.00001877,0.33666518,4.42529009,3.52787505,0.03911815,1.63355184
-5.53176588,8.39926241,0.01056617,2.31458264,1.05165212,0.35914630,4.70399428,3.69397601,0.04239178,1.73065308
-5.52576288,8.81381247,0.01062352,2.42510373,1.10192737,0.38211958,4.97925778,3.85443662,0.04590533,1.82844966
-5.51975988,9.21604199,0.01067687,2.53084369,1.15034125,0.40535015,5.24788987,4.00640002,0.04962630,1.92593635
-5.51375688,9.60041840,0.01072626,2.63018140,1.19643610,0.42859192,5.50685712,4.14726998,0.05351850,2.02211315
-5.50775388,9.96190321,0.01077237,2.72167903,1.23980761,0.45159200,5.75335753,4.27477696,0.05754283,2.11600249
-5.50175088,10.29606375,0.01081647,2.80411634,1.28011089,0.47409558,5.98488753,4.38703305,0.06165811,2.20666628
-5.49574787,10.59916564,0.01086033,2.87651767,1.31706442,0.49585107,6.19929945,4.48257396,0.06582218,2.29322242
-5.48974487,10.86824293,0.01090608,2.93817045,1.35045205,0.51661540,6.39484700,4.56038636,0.06999296,2.37486032
-5.48374187,11.10114382,0.01095611,2.98863468,1.38012283,0.53615946,6.57021715,4.61991985,0.07412976,2.45085524
-5.47773887,11.29655078,0.01101289,3.02774305,1.40598892,0.55427329,6.72454708,4.66108313,0.07819449,2.52058091
-5.47173587,11.45397488,0.01107885,3.05559192,1.42802151,0.57077120,6.85742577,4.68422496,0.08215288,2.58352025
-5.46573287,11.57372525,0.01115626,3.07252367,1.44624525,0.58549628,6.96888036,4.69010088,0.08597572,2.63927376
-5.45972986,11.65685564,0.01124708,3.07910136,1.46073133,0.59832442,7.05934815,4.67982750,0.08963985,2.68756551
-5.45372686,11.70509080,0.01135286,3.07607699,1.47158956,0.60916762,7.12963593,4.65482648,0.09312909,2.72824639
-5.44772386,11.72073628,0.01147467,3.06435489,1.47896003,0.61797633,7.18086853,4.61676091,0.09643493,2.76129460
-5.44172086,11.70657579,0.01161298,3.04495193,1.48300455,0.62474090,7.21442937,4.56746694,0.09955690,2.78681341
-5.43571786,11.66576049,0.01176769,3.01895635,1.48389843,0.62949195,7.23189575,4.50888367,0.10250282,2.80502608
-5.42971486,11.60169478,0.01193801,2.98748704,1.48182291,0.63229955,7.23497199,4.44298409,0.10528857,2.81626819
-5.42371186,11.51792286,0.01212256,2.95165480,1.47695861,0.63327136,7.22542327,4.37171001,0.10793771,2.82097750
-5.41770885,11.41802016,0.01231931,2.91252719,1.46948024,0.63254962,7.20501308,4.29691305,0.11048074,2.81968169
-5.41170585,11.30549296,0.01252567,2.87109810,1.45955265,0.63030714,7.17544659,4.22030382,0.11295404,2.81298414
-5.40570285,11.18368906,0.01273854,2.82826292,1.44732851,0.62674228,7.13832199,4.14341049,0.11539865,2.80154810
-5.39969985,11.05572138,0.01295438,2.78479993,1.43294736,0.62207323,7.09509113,4.06754777,0.11785871,2.78607980
-5.39369685,10.92440573,0.01316929,2.74135794,1.41653609,0.61653158,7.04703019,3.99379635,0.12037983,2.76731051
-5.38769385,10.79221318,0.01337912,2.69845030,1.39821055,0.61035552,6.99522077,3.92299263,0.12300724,2.74597839
-5.38169085,10.66123660,0.01357957,2.65645455,1.37807806,0.60378274,6.94054070,3.85572811,0.12578397,2.72280999
-5.37568784,10.53317070,0.01376628,2.61561730,1.35624058,0.59704344,6.88366391,3.79235718,0.12874887,2.69850231
-5.36968484,10.40930399,0.01393496,2.57606327,1.33279804,0.59035342,6.82506787,3.73301203,0.13193482,2.67370530
-5.36368184,10.29052139,0.01408149,2.53780767,1.30785167,0.58390777,6.76504708,3.67762321,0.13536698,2.64900564
-5.35767884,10.17731545,0.01420197,2.50077082,1.28150694,0.57787508,6.70373086,3.62594423,0.13906119,2.62491176
-5.35167584,10.06980483,0.01429288,2.46479406,1.25387582,0.57239261,6.64110369,3.57757859,0.14302273,2.60184084
-5.34567284,9.96775834,0.01435107,2.42965609,1.22507822,0.56756236,6.57702645,3.53200812,0.14724521,2.58010793
-5.33966983,9.87062345,0.01437392,2.39508892,1.19524247,0.56344841,6.51125729,3.48862116,0.15170994,2.55991766
-5.33366683,9.77755837,0.01435930,2.36079284,1.16450483,0.56007539,6.44347092,3.44673989,0.15638566,2.54135896
-5.32766383,9.68746706,0.01430564,2.32645009,1.13300799,0.55742838,6.37327588,3.40564596,0.16122870,2.52440295
-5.32166083,9.59903714,0.01421200,2.29173684,1.10089879,0.55545407,6.30022933,3.36460415,0.16618360,2.50890452
-5.31565783,9.51078034,0.01407799,2.25633355,1.06832533,0.55406326,6.22384961,3.32288375,0.17118423,2.49460754
-5.30965483,9.42107604,0.01390383,2.21993376,1.03543367,0.55313466,6.14362701,3.27977778,0.17615536,2.48115396
-5.30365183,9.32821761,0.01369032,2.18225141,1.00236443,0.55251975,6.05903344,3.23462001,0.18101464,2.46809674
-5.29764882,9.23046190,0.01343881,2.14302713,0.96924956,0.55204873,5.96953178,3.18680019,0.18567502,2.45491634
-5.29164582,9.12608145,0.01315119,2.10203352,0.93620955,0.55153720,5.87458604,3.13577759,0.19004745,2.44104047
-5.28564282,9.01341898,0.01282980,2.05907990,0.90335130,0.55079346,5.77367277,3.08109298,0.19404383,2.42586658
-5.27963982,8.89094317,0.01247746,2.01401665,0.87076685,0.54962607,5.66629469,3.02237937,0.19758005,2.40878621
-5.27363682,8.75730439,0.01209735,1.96673920,0.83853299,0.54785151,5.55199659,2.95937127,0.20057906,2.38921051
-5.26763382,8.61138860,0.01169300,1.91719176,0.80671194,0.54530150,5.43038372,2.89191257,0.20297378,2.36659580
-5.26163082,8.45236727,0.01126823,1.86537079,0.77535287,0.54182982,5.30114210,2.81996264,0.20470971,2.34046802
-5.25562781,8.27974116,0.01082708,1.81132787,0.74449424,0.53731820,5.16406021,2.74360052,0.20574720,2.31044506
-5.24962481,8.09337540,0.01037375,1.75517186,0.71416683,0.53168122,5.01905077,2.66302675,0.20606311,2.27625573
-5.24362181,7.89352374,0.00991253,1.69707004,0.68439707,0.52486975,4.86617171,2.57856236,0.20565188,2.23775449
-5.23761881,7.68083997,0.00944776,1.63724793,0.65521059,0.51687299,4.70564446,2.49064500,0.20452592,2.19493093
-5.23161581,7.45637503,0.00898373,1.57598748,0.62663554,0.50771886,4.53786852,2.39982157,0.20271517,2.14791354
-5.22561281,7.22155890,0.00852462,1.51362353,0.59870558,0.49747278,4.36343076,2.30673758,0.20026603,2.09696741
-5.21960980,6.97816738,0.00807441,1.45053823,0.57146229,0.48623487,4.18310845,2.21212308,0.19723943,2.04248571
-5.21360680,6.72827426,0.00763685,1.38715365,0.54495667,0.47413566,3.99786523,2.11677545,0.19370841,1.98497546
-5.20760380,6.47419066,0.00721534,1.32392251,0.51924987,0.46133057,3.80883970,2.02153959,0.18975504,1.92503811
-5.20160080,6.21839390,0.00681290,1.26131738,0.49441287,0.44799339,3.61732658,1.92728592,0.18546705,1.86334585
-5.19559780,5.96344888,0.00643210,1.19981871,0.47052535,0.43430907,3.42475126,1.83488724,0.18093419,1.80061498
-5.18959480,5.71192568,0.00607503,1.13990219,0.44767362,0.42046618,3.23263843,1.74519507,0.17624454,1.73757754
-5.18359180,5.46631711,0.00574322,1.08202593,0.42594800,0.40664946,3.04257636,1.65901665,0.17148101,1.67495282
-5.17758879,5.22896040,0.00543768,1.02661820,0.40543969,0.39303276,2.85617831,1.57709344,0.16671815,1.61342018
-5.17158579,5.00196652,0.00515886,0.97406607,0.38623740,0.37977269,2.67504297,1.50008206,0.16201939,1.55359455
-5.16558279,4.78716067,0.00490666,0.92470576,0.36842401,0.36700346,2.50071569,1.42853856,0.15743499,1.49600596
-5.15957979,4.58603657,0.00468048,0.87881497,0.35207342,0.35483286,2.33465216,1.36290643,0.15300065,1.44108399
-5.15357679,4.39972638,0.00447928,0.83660757,0.33724791,0.34333981,2.17818620,1.30350907,0.14873688,1.38914791
-5.14757379,4.22898738,0.00430161,0.79823091,0.32399600,0.33257337,2.03250285,1.25054662,0.14464921,1.34040278
-5.14157079,4.07420516,0.00414573,0.76376564,0.31235106,0.32255329,1.89861745,1.20409736,0.14072913,1.29494163
-5.13556778,3.93541256,0.00400966,0.73322811,0.30233070,0.31327200,1.77736142,1.16412313,0.13695567,1.25275316
-5.12956478,3.81232244,0.00389130,0.70657493,0.29393685,0.30469778,1.66937451,1.13047858,0.13329764,1.21373450
-5.12356178,3.70437172,0.00378854,0.68370937,0.28715655,0.29677904,1.57510330,1.10292332,0.12971624,1.17770787
-5.11755878,3.61077359,0.00369931,0.66448907,0.28196329,0.28944926,1.49480521,1.08113633,0.12616793,1.14444016
-5.11155578,3.53057456,0.00362171,0.64873467,0.27831884,0.28263238,1.42855699,1.06473179,0.12260748,1.11366406
-5.10555278,3.46271276,0.00355406,0.63623854,0.27617528,0.27624833,1.37626671,1.05327538,0.11899087,1.08509952
-5.09954977,3.40607423,0.00349498,0.62677332,0.27547721,0.27021831,1.33768794,1.04630033,0.11527799,1.05847419
-5.09354677,3.35954431,0.00344340,0.62009967,0.27616382,0.26446968,1.31243493,1.04332247,0.11143506,1.03354193
-5.08754377,3.32205150,0.00339860,0.61597284,0.27817091,0.25894012,1.29999798,1.04385363,0.10743644,1.01009824
-5.08154077,3.29260237,0.00336023,0.61414786,0.28143249,0.25358095,1.29975789,1.04741308,0.10326603,0.98799217
-5.07553777,3.27030623,0.00332823,0.61438312,0.28588216,0.24835955,1.31099916,1.05353675,0.09891797,0.96713420
-5.06953477,3.25438957,0.00330283,0.61644242,0.29145412,0.24326074,1.33292157,1.06178399,0.09439683,0.94750002
-5.06353177,3.24420072,0.00328449,0.62009553,0.29808384,0.23828719,1.36465008,1.07174223,0.08971722,0.92913043
-5.05752876,3.23920584,0.00327381,0.62511751,0.30570856,0.23345906,1.40524349,1.08302952,0.08490286,0.91212768
-5.05152576,3.23897811,0.00327147,0.63128721,0.31426764,0.22881275,1.45370232,1.09529553,0.07998527,0.89664905
-5.04552276,3.24318207,0.00327814,0.63838518,0.32370294,0.22439922,1.50897652,1.10822114,0.07500211,0.88289822
-5.03951976,3.25155539,0.00329441,0.64619147,0.33395932,0.22028182,1.56997392,1.12151744,0.06999541,0.87111546
-5.03351676,3.26389043,0.00332073,0.65448384,0.34498546,0.21653396,1.63557013,1.13492425,0.06500953,0.86156735
-5.02751376,3.28001771,0.00335732,0.66303656,0.35673499,0.21323677,1.70462064,1.14820879,0.06008936,0.85453702
-5.02151076,3.29979298,0.00340420,0.67162031,0.36916814,0.21047694,1.77597572,1.16116479,0.05527846,0.85031540
-5.01550775,3.32308958,0.00346109,0.68000323,0.38225383,0.20834480,1.84849837,1.17361231,0.05061752,0.84919429
-5.00950475,3.34979670,0.00352752,0.68795340,0.39597215,0.20693291,1.92108551,1.18539836,0.04614300,0.85146145
-5.00350175,3.37982397,0.00360278,0.69524267,0.41031731,0.20633508,1.99269208,1.19639858,0.04188619,0.85739798
-4.99749875,3.41311228,0.00368602,0.70165173,0.42530063,0.20664588,2.06235754,1.20651957,0.03787248,0.86727795
-4.99149575,3.44964976,0.00377635,0.70697625,0.44095364,0.20796077,2.12923390,1.21570212,0.03412104,0.88137009
-4.98549275,3.48949192,0.00387288,0.71103376,0.45733086,0.21037665,2.19261407,1.22392477,0.03064485,0.89994120
-4.97948974,3.53278427,0.00397490,0.71367088,0.47451201,0.21399283,2.25195933,1.23120754,0.02745087,0.92326065
-4.97348674,3.57978547,0.00408197,0.71477046,0.49260344,0.21891236,2.30692427,1.23761549,0.02454064,0.95160550
-4.96748374,3.63088910,0.00419406,0.71425819,0.51173839,0.22524357,2.35737791,1.24326174,0.02191091,0.98526551
-4.96148074,3.68664209,0.00431167,0.71210829,0.53207588,0.23310177,2.40341929,1.24830954,0.01955450,1.02454739
-4.95547774,3.74775801,0.00443597,0.70834779,0.55379806,0.24261085,2.44538648,1.25297321,0.01746119,1.06977778
-4.94947474,3.81512367,0.00456885,0.70305911,0.57710583,0.25390485,2.48385784,1.25751757,0.01561866,1.12130427
-4.94347174,3.88979803,0.00471306,0.69638070,0.60221282,0.26712923,2.51964494,1.26225588,0.01401342,1.17949430
-4.93746873,3.97300264,0.00487225,0.68850571,0.62933771,0.28244179,2.55377680,1.26754602,0.01263162,1.24473159
-4.93146573,4.06610362,0.00505098,0.67967837,0.65869521,0.30001318,2.58747565,1.27378510,0.01145987,1.31741003
-4.92546273,4.17058553,0.00525472,0.67018865,0.69048601,0.32002681,2.62212486,1.28140266,0.01048583,1.39792535
-4.91945973,4.28801804,0.00548986,0.66036488,0.72488610,0.34267815,2.65923003,1.29085256,0.00969879,1.48666463
-4.91345673,4.42001688,0.00576357,0.65056512,0.76203610,0.36817343,2.70037479,1.30260401,0.00908996,1.58399438
-4.90745373,4.56820057,0.00608375,0.64116739,0.80203111,0.39672748,2.74717295,1.31713207,0.00865281,1.69024751
-4.90145073,4.73414519,0.00645887,0.63255923,0.84491181,0.42856091,2.80121904,1.33490810,0.00838307,1.80571012
-4.89544772,4.91933901,0.00689783,0.62512717,0.89065735,0.46389648,2.86403930,1.35639046,0.00827879,1.93060865
-4.88944472,5.12513918,0.00740974,0.61924649,0.93918068,0.50295462,2.93704518,1.38201608,0.00834010,2.06509809
-4.88344172,5.35273226,0.00800373,0.61527171,0.99032675,0.54594829,3.02149113,1.41219295,0.00856902,2.20925191
-4.87743872,5.60310016,0.00868869,0.61352819,1.04387384,0.59307699,3.11843852,1.44729413,0.00896907,2.36305429
-4.87143572,5.87699270,0.00947307,0.61430509,1.09953833,0.64452014,3.22872681,1.48765317,0.00954483,2.52639475
-4.86543272,6.17490723,0.01036458,0.61784997,1.15698261,0.70042992,3.35295285,1.53356110,0.01030148,2.69906563
-4.85942971,6.49707571,0.01136994,0.62436496,1.21582608,0.76092360,3.49145873,1.58526485,0.01124420,2.88076214
-4.85342671,6.84345858,0.01249460,0.63400468,1.27565856,0.82607551,3.64432804,1.64296693,0.01237765,3.07108488
-4.84742371,7.21374459,0.01374254,0.64687559,1.33605545,0.89590905,3.81138995,1.70682594,0.01370530,3.26954425
-4.84142071,7.60735538,0.01511595,0.66303673,1.39659391,0.97038865,3.99223011,1.77695752,0.01522892,3.47556633
-4.83541771,8.02345308,0.01661509,0.68250149,1.45686881,1.04941219,4.18620712,1.85343535,0.01694797,3.68849937
-4.82941471,8.46094930,0.01823801,0.70524014,1.51650773,1.13280409,4.39247284,1.93629151,0.01885908,3.90762022
-4.82341171,8.91851383,0.01998045,0.73118290,1.57518372,1.22030934,4.60999515,2.02551597,0.02095562,4.13213999
-4.81740870,9.39458167,0.02183572,0.76022303,1.63262514,1.31158885,4.83758121,2.12105461,0.02322728,4.36120827
-4.81140570,9.88735712,0.02379457,0.79221994,1.68862164,1.40621644,5.07389998,2.22280573,0.02565988,4.59391555
-4.80540270,10.39481458,0.02584525,0.82700201,1.74302583,1.50367773,5.31750260,2.33061480,0.02823518,4.82929340
-4.79939970,10.91469588,0.02797351,0.86436893,1.79575041,1.60337122,5.56683981,2.44426768,0.03093085,5.06631261
-4.79339670,11.44450486,0.03016270,0.90409364,1.84676073,1.70461186,5.82027585,2.56348251,0.03372069,5.30387949
-4.78739370,11.98150051,0.03239397,0.94592385,1.89606322,1.80663707,6.07609892,2.68790092,0.03657485,5.54083082
-4.78139070,12.52269032,0.03464650,0.98958328,1.94369037,1.90861547,6.33252842,2.81707906,0.03946031,5.77592846
-4.77538769,13.06482633,0.03689780,1.03477268,1.98968307,2.00965811,6.58771995,2.95047954,0.04234144,6.00785433
-4.76938469,13.60440611,0.03912404,1.08117110,2.03407170,2.10883219,6.83976906,3.08746485,0.04518073,6.23520724
-4.76338169,14.13768148,0.04130051,1.12843727,2.07685709,2.20517694,7.08671519,3.22729352,0.04793961,6.45650245
-4.75737869,14.66067704,0.04340202,1.17621168,2.11799272,2.29772122,7.32654722,3.36911968,0.05057929,6.67017527
-4.75137569,15.16922080,0.04540344,1.22411923,2.15736961,2.38550252,7.55721211,3.51199674,0.05306176,6.87458957
-4.74537269,15.65898789,0.04728011,1.27177281,2.19480492,2.46758669,7.77662794,3.65488581,0.05535070,7.06805204
-4.73936968,16.12555819,0.04900844,1.31877768,2.23003542,2.54308780,7.98270233,3.79666913,0.05741239,7.24883243
-4.73336668,16.56448730,0.05056632,1.36473677,2.26271636,2.61118749,8.17335690,3.93616825,0.05921659,7.41519000
-4.72736368,16.97138953,0.05193363,1.40925662,2.29242619,2.67115315,8.34655796,4.07216678,0.06073729,7.56540556
-4.72136068,17.34203067,0.05309263,1.45195397,2.31867714,2.72235422,8.50035313,4.20343694,0.06195333,7.69781845
-4.71535768,17.67242722,0.05402838,1.49246250,2.34093123,2.76427616,8.63291290,4.32876883,0.06284888,7.81086721
-4.70935468,17.95894833,0.05472902,1.53043953,2.35862101,2.79653141,8.74257608,4.44700115,0.06341377,7.90313224
-4.70335168,18.19841597,0.05518601,1.56557239,2.37117410,2.81886714,8.82789700,4.55705212,0.06364361,7.97337898
-4.69734867,18.38819874,0.05539433,1.59758402,2.37804004,2.83116937,8.88769282,4.65794885,0.06353976,8.02059927
-4.69134567,18.52629491,0.05535255,1.62623749,2.37871832,2.83346351,8.92108826,4.74885389,0.06310913,8.04404918
-4.68534267,18.61140036,0.05506284,1.65133938,2.37278583,2.82591112,8.92755575,4.82908746,0.06236382,8.04328140
-4.67933967,18.64295800,0.05453088,1.67274160,2.35992239,2.80880340,8.90694846,4.89814442,0.06132060,8.01817033
-4.67333667,18.62118591,0.05376577,1.69034185,2.33993304,2.78255139,8.85952438,4.95570489,0.06000038,7.96892867
-4.66733367,18.54708268,0.05277976,1.70408254,2.31276571,2.74767354,8.78595960,5.00163827,0.05842744,7.89611439
-4.66133067,18.42240918,0.05158796,1.71394849,2.27852353,2.70478109,8.68734957,5.03600051,0.05662881,7.80062764
-4.65532766,18.24964762,0.05020807,1.71996354,2.23747103,2.65456185,8.56519762,5.05902480,0.05463343,7.68369742
-4.64932466,18.03193939,0.04865993,1.72218633,2.19003395,2.59776297,8.42139049,5.07110645,0.05247148,7.54685843
-4.64332166,17.77300444,0.04696512,1.72070570,2.13679264,2.53517335,8.25816128,5.07278286,0.05017365,7.39191896
