energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.89794897,3.96513387,0.00940373,0.74659498,0.83247407,1.10214921,2.79630314,1.14179205,0.03136495,0.77493831
-5.89194597,4.07064916,0.00946671,0.78227799,0.83901421,1.10507101,2.95286657,1.18873475,0.03213964,0.78214682
-5.88594297,4.17109240,0.00949864,0.81746922,0.84373915,1.10630351,3.10720790,1.23460273,0.03288419,0.78798349
-5.87993997,4.26538707,0.00949903,0.85173285,0.84667492,1.10595605,3.25735121,1.27887069,0.03359198,0.79240875
-5.87393697,4.35241652,0.00946762,0.88460797,0.84786398,1.10413544,3.40124182,1.32098916,0.03425545,0.79539369
-5.86793397,4.43104995,0.00940441,0.91562061,0.84736485,1.10094232,3.53679817,1.36039661,0.03486622,0.79692058
-5.86193097,4.50017436,0.00930970,0.94429730,0.84525213,1.09646927,3.66196855,1.39653352,0.03541546,0.79698398
-5.85592796,4.55873122,0.00918408,0.97017957,0.84161675,1.09080063,3.77479051,1.42885815,0.03589409,0.79559252
-5.84992496,4.60575589,0.00902843,0.99283890,0.83656628,1.08401403,3.87345054,1.45686308,0.03629318,0.79277092
-5.84392196,4.64041786,0.00884399,1.01189122,0.83022521,1.07618328,3.95634128,1.48009203,0.03660432,0.78856227
-5.83791896,4.66205960,0.00863230,1.02701045,0.82273493,1.06738237,4.02211377,1.49815598,0.03681997,0.78303028
-5.83191596,4.67023170,0.00839521,1.03794028,0.81425324,1.05769022,4.06972226,1.51074789,0.03693381,0.77626107
-5.82591296,4.66472221,0.00813486,1.04450370,0.80495331,1.04719575,4.09845945,1.51765514,0.03694103,0.76836458
-5.81990995,4.64557830,0.00785368,1.04660965,0.79502180,1.03600277,4.10798043,1.51876906,0.03683858,0.75947514
-5.81390695,4.61311876,0.00755431,1.04425662,0.78465616,1.02423439,4.09831406,1.51409100,0.03662535,0.74975112
-5.80790395,4.56793612,0.00723960,1.03753271,0.77406098,1.01203642,4.06986115,1.50373437,0.03630226,0.73937359
-5.80190095,4.51088815,0.00691252,1.02661244,0.76344354,0.99957965,4.02337953,1.48792269,0.03587224,0.72854378
-5.79589795,4.44307846,0.00657617,1.01175013,0.75300845,0.98706055,3.95995647,1.46698343,0.03534018,0.71747966
-5.78989495,4.36582719,0.00623365,0.99327037,0.74295177,0.97470047,3.88096985,1.44133788,0.03471273,0.70641130
-5.78389195,4.28063281,0.00588807,0.97155595,0.73345470,0.96274319,3.78803972,1.41148768,0.03399806,0.69557565
-5.77788894,4.18912678,0.00554247,0.94703377,0.72467712,0.95145101,3.68297260,1.37799829,0.03320560,0.68521052
-5.77188594,4.09302320,0.00519977,0.92015959,0.71675147,0.94109943,3.56770098,1.34148046,0.03234564,0.67554829
-5.76588294,3.99406589,0.00486274,0.89140210,0.70977707,0.93197085,3.44422083,1.30257049,0.03142901,0.66680962
-5.75987994,3.89397527,0.00453393,0.86122734,0.70381551,0.92434739,3.31452979,1.26191005,0.03046669,0.65919730
-5.75387694,3.79439775,0.00421569,0.83008392,0.69888726,0.91850345,3.18056893,1.22012689,0.02946948,0.65289072
-5.74787394,3.69685976,0.00391010,0.79838993,0.69496982,0.91469809,3.04417024,1.17781692,0.02844770,0.64804113
-5.74187094,3.60272855,0.00361898,0.76652202,0.69199769,0.91316779,2.90701213,1.13552878,0.02741091,0.64476799
-5.73586793,3.51318145,0.00334389,0.73480699,0.68986427,0.91411978,2.77058436,1.09375135,0.02636771,0.64315641
-5.72986493,3.42918448,0.00308610,0.70351632,0.68842562,0.91772621,2.63616351,1.05290486,0.02532571,0.64325607
-5.72386193,3.35148113,0.00284666,0.67286367,0.68750619,0.92411942,2.50479938,1.01333560,0.02429140,0.64508126
-5.71785893,3.28059112,0.00262634,0.64300532,0.68690612,0.93338830,2.37731228,0.97531456,0.02327024,0.64861240
-5.71185593,3.21681860,0.00242574,0.61404333,0.68640996,0.94557594,2.25430038,0.93903966,0.02226679,0.65379857
-5.70585293,3.16026893,0.00224522,0.58603114,0.68579636,0.96067846,2.13615606,0.90464126,0.02128484,0.66056112
-5.69984992,3.11087239,0.00208500,0.55898102,0.68484830,0.97864510,2.02308962,0.87219042,0.02032768,0.66879797
-5.69384692,3.06841330,0.00194518,0.53287301,0.68336337,0.99937933,1.91515862,0.84170927,0.01939832,0.67838852
-5.68784392,3.03256263,0.00182572,0.50766465,0.68116360,1.02274117,1.81230063,0.81318277,0.01849977,0.68919874
-5.68184092,3.00291219,0.00172649,0.48330089,0.67810434,1.04855037,1.71436753,0.78657111,0.01763529,0.70108636
-5.67583792,2.97900863,0.00164731,0.45972367,0.67408174,1.07659048,1.62115927,0.76182191,0.01680864,0.71390584
-5.66983492,2.96038555,0.00158791,0.43688068,0.66903854,1.10661387,1.53245538,0.73888164,0.01602431,0.72751295
-5.66383192,2.94659237,0.00154798,0.41473277,0.66296777,1.13834737,1.44804263,0.71770559,0.01528762,0.74176880
-5.65782891,2.93721883,0.00152712,0.39325972,0.65591430,1.17149871,1.36773773,0.69826594,0.01460483,0.75654330
-5.65182591,2.93191433,0.00152486,0.37246422,0.64797409,1.20576344,1.29140429,0.68055755,0.01398320,0.77171784
-5.64582291,2.93040166,0.00154066,0.35237383,0.63929128,1.24083244,1.21896359,0.66460126,0.01343090,0.78718722
-5.63981991,2.93248491,0.00157383,0.33304110,0.63005313,1.27639961,1.15039908,0.65044471,0.01295693,0.80286092
-5.63381691,2.93805159,0.00162355,0.31454172,0.62048319,1.31216964,1.08575515,0.63816070,0.01257092,0.81866350
-5.62781391,2.94706937,0.00168883,0.29697122,0.61083293,1.34786560,1.02513048,0.62784324,0.01228285,0.83453440
-5.62181091,2.95957767,0.00176849,0.28044026,0.60137215,1.38323590,0.96866705,0.61960174,0.01210283,0.85042701
-5.61580790,2.97567485,0.00186112,0.26506886,0.59237867,1.41806033,0.91653578,0.61355346,0.01204066,0.86630702
-5.60980490,2.99550145,0.00196511,0.25098010,0.58412761,1.45215474,0.86891978,0.60981496,0.01210553,0.88215027
-5.60380190,3.01922032,0.00207859,0.23829341,0.57688067,1.48537405,0.82599652,0.60849266,0.01230554,0.89793990
-5.59779890,3.04699428,0.00219945,0.22711798,0.57087583,1.51761316,0.78791985,0.60967324,0.01264737,0.91366304
-5.59179590,3.07896221,0.00232539,0.21754655,0.56631776,1.54880563,0.75480302,0.61341417,0.01313582,0.92930701
-5.58579290,3.11521426,0.00245390,0.20964978,0.56336932,1.57891991,0.72670346,0.61973496,0.01377346,0.94485515
-5.57978989,3.15576730,0.00258234,0.20347163,0.56214435,1.60795326,0.70361018,0.62860929,0.01456026,0.96028246
-5.57378689,3.20054135,0.00270796,0.19902571,0.56270206,1.63592338,0.68543415,0.63995864,0.01549332,0.97555115
-5.56778389,3.24933826,0.00282798,0.19629286,0.56504305,1.66285835,0.67200234,0.65364763,0.01656663,0.99060635
-5.56178089,3.30182349,0.00293965,0.19522000,0.56910731,1.68878514,0.66305533,0.66948123,0.01777091,1.00537218
-5.55577789,3.35751211,0.00304033,0.19572024,0.57477406,1.71371756,0.65824869,0.68720415,0.01909357,1.01974855
-5.54977489,3.41576006,0.00312755,0.19767423,0.58186368,1.73764429,0.65715805,0.70650260,0.02051871,1.03360874
-5.54377189,3.47576153,0.00319911,0.20093273,0.59014148,1.76051782,0.65928746,0.72700821,0.02202732,1.04679823
-5.53776888,3.53655308,0.00325311,0.20532016,0.59932347,1.78224514,0.66408080,0.74830432,0.02359749,1.05913485
-5.53176588,3.59702511,0.00328805,0.21063912,0.60908383,1.80268084,0.67093573,0.76993445,0.02520478,1.07041048
-5.52576288,3.65594061,0.00330285,0.21667563,0.61906398,1.82162331,0.67921960,0.79141265,0.02682273,1.08039431
-5.51975988,3.71196115,0.00329688,0.22320490,0.62888298,1.83881441,0.68828674,0.81223555,0.02842339,1.08883771
-5.51375688,3.76367943,0.00327001,0.22999751,0.63814891,1.85394292,0.69749641,0.83189564,0.02997798,1.09548060
-5.50775388,3.80965735,0.00322257,0.23682561,0.64647097,1.86665164,0.70623089,0.84989539,0.03145762,1.10005913
-5.50175088,3.84846836,0.00315537,0.24346911,0.65347178,1.87654811,0.71391290,0.86576171,0.03283411,1.10231425
-5.49574787,3.87874232,0.00306966,0.24972155,0.65879952,1.88321822,0.72002179,0.87906012,0.03408068,1.10200098
-5.48974487,3.89921115,0.00296709,0.25539545,0.66213957,1.88624229,0.72410793,0.88940817,0.03517276,1.09889785
-5.48374187,3.90875310,0.00284966,0.26032706,0.66322493,1.88521264,0.72580486,0.89648761,0.03608874,1.09281601
-5.47773887,3.90643390,0.00271963,0.26438020,0.66184541,1.87975183,0.72483867,0.90005469,0.03681060,1.08360765
-5.47173587,3.89154270,0.00257949,0.26744923,0.65785491,1.86953061,0.72103447,0.89994829,0.03732450,1.07117322
-5.46573287,3.86362129,0.00243189,0.26946102,0.65117668,1.85428459,0.71431977,0.89609550,0.03762121,1.05546712
-5.45972986,3.82248527,0.00227952,0.27037586,0.64180639,1.83382890,0.70472462,0.88851452,0.03769644,1.03650151
-5.45372686,3.76823631,0.00212510,0.27018735,0.62981276,1.80807003,0.69237874,0.87731459,0.03755100,1.01434820
-5.44772386,3.70126496,0.00197130,0.26892129,0.61533596,1.77701444,0.67750584,0.86269334,0.03719076,0.98913829
-5.44172086,3.62224409,0.00182067,0.26663374,0.59858365,1.74077339,0.66041528,0.84493126,0.03662658,0.96105986
-5.43571786,3.53211337,0.00167560,0.26340822,0.57982509,1.69956417,0.64149167,0.82438400,0.03587392,0.93035372
-5.42971486,3.43205571,0.00153832,0.25935229,0.55938342,1.65370748,0.62118267,0.80147253,0.03495247,0.89730739
-5.42371186,3.32346672,0.00141080,0.25459374,0.53762649,1.60362145,0.59998554,0.77667171,0.03388554,0.86224783
-5.41770885,3.20791865,0.00129482,0.24927625,0.51495663,1.54981256,0.57843288,0.75049773,0.03269943,0.82553310
-5.41170585,3.08712032,0.00119187,0.24355508,0.49179976,1.49286400,0.55707799,0.72349480,0.03142268,0.78754340
-5.40570285,2.96287466,0.00110322,0.23759255,0.46859416,1.43342211,0.53648023,0.69622154,0.03008533,0.74867189
-5.39969985,2.83703521,0.00102988,0.23155368,0.44577927,1.37218147,0.51719077,0.66923758,0.02871807,0.70931572
-5.39369685,2.71146315,0.00097260,0.22560199,0.42378493,1.30986918,0.49973892,0.64309046,0.02735151,0.66986736
-5.38769385,2.58798580,0.00093190,0.21989553,0.40302117,1.24722906,0.48461934,0.61830340,0.02601535,0.63070686
-5.38169085,2.46835780,0.00090805,0.21458319,0.38386889,1.18500610,0.47228019,0.59536389,0.02473776,0.59219484
-5.37568784,2.35422544,0.00090111,0.20980137,0.36667147,1.12393169,0.46311248,0.57471334,0.02354463,0.55466666
-5.36968484,2.24709492,0.00091087,0.20567097,0.35172753,1.06470991,0.45744047,0.55673793,0.02245909,0.51842761
-5.36368184,2.14830465,0.00093694,0.20229473,0.33928481,1.00800519,0.45551350,0.54176063,0.02150093,0.48374926
-5.35767884,2.05900189,0.00097866,0.19975494,0.32953522,0.95443145,0.45749905,0.53003441,0.02068632,0.45086678
-5.35167584,1.98012388,0.00103517,0.19811155,0.32261107,0.90454285,0.46347727,0.52173679,0.02002740,0.41997735
-5.34567284,1.91238346,0.00110537,0.19740058,0.31858250,0.85882629,0.47343714,0.51696565,0.01953214,0.39123930
-5.33966983,1.85625919,0.00118795,0.19763307,0.31745617,0.81769552,0.48727426,0.51573641,0.01920422,0.36477212
-5.33366683,1.81199027,0.00128138,0.19879447,0.31917505,0.78148705,0.50479063,0.51798073,0.01904300,0.34065701
-5.32766383,1.77957606,0.00138391,0.20084451,0.32361958,0.75045769,0.52569643,0.52354676,0.01904363,0.31893804
-5.32166083,1.75878056,0.00149360,0.20371772,0.33061003,0.72478382,0.54961414,0.53220112,0.01919719,0.29962377
-5.31565783,1.74914192,0.00160836,0.20732457,0.33991031,0.70456228,0.57608495,0.54363273,0.01949095,0.28268921
-5.30965483,1.74998696,0.00172594,0.21155331,0.35123300,0.68981285,0.60457768,0.55745858,0.01990875,0.26807820
-5.30365183,1.76045085,0.00184400,0.21627252,0.36424587,0.68048240,0.63450021,0.57323154,0.02043139,0.25570609
-5.29764882,1.77950174,0.00196014,0.22133435,0.37857967,0.67645041,0.66521316,0.59045017,0.02103715,0.24546273
-5.29164582,1.80597008,0.00207196,0.22657852,0.39383728,0.67753601,0.69604574,0.60857043,0.02170237,0.23721575
-5.28564282,1.83858210,0.00217709,0.23183680,0.40960387,0.68350622,0.72631333,0.62701913,0.02240205,0.23081407
-5.27963982,1.87599679,0.00227331,0.23693809,0.42545808,0.69408539,0.75533635,0.64520886,0.02311059,0.22609167
-5.27363682,1.91684545,0.00235853,0.24171376,0.44098383,0.70896550,0.78245972,0.66255387,0.02380240,0.22287156
-5.26763382,1.95977272,0.00243092,0.24600316,0.45578246,0.72781731,0.80707233,0.67848657,0.02445269,0.22096982
-5.26163082,2.00347774,0.00248892,0.24965903,0.46948482,0.75030178,0.82862575,0.69247401,0.02503813,0.22019972
-5.25562781,2.04675428,0.00253131,0.25255266,0.48176285,0.77608192,0.84665125,0.70403364,0.02553753,0.22037583
-5.24962481,2.08852813,0.00255725,0.25457842,0.49234033,0.80483437,0.86077473,0.71274793,0.02593242,0.22131792
-5.24362181,2.12789083,0.00256627,0.25565763,0.50100223,0.83626080,0.87072841,0.71827704,0.02620761,0.22285467
-5.23761881,2.16412809,0.00255834,0.25574143,0.50760239,0.87009855,0.87635922,0.72036911,0.02635157,0.22482701
-5.23161581,2.19674218,0.00253384,0.25481258,0.51206915,0.90613055,0.87763305,0.71886772,0.02635674,0.22709102
-5.22561281,2.22546728,0.00249354,0.25288601,0.51440877,0.94419406,0.87463489,0.71371612,0.02621970,0.22952034
-5.21960980,2.25027745,0.00243859,0.25000817,0.51470629,0.98418808,0.86756466,0.70495813,0.02594121,0.23200792
-5.21360680,2.27138682,0.00237048,0.24625509,0.51312404,1.02607931,0.85672900,0.69273561,0.02552606,0.23446723
-5.20760380,2.28924228,0.00229098,0.24172934,0.50989775,1.06990639,0.84252930,0.67728275,0.02498284,0.23683273
-5.20160080,2.30450889,0.00220209,0.23655587,0.50533041,1.11578225,0.82544642,0.65891730,0.02432353,0.23905976
-5.19559780,2.31804878,0.00210595,0.23087709,0.49978422,1.16389444,0.80602295,0.63802931,0.02356305,0.24112376
-5.18959480,2.33089428,0.00200481,0.22484725,0.49367103,1.21450325,0.78484364,0.61506784,0.02271865,0.24301898
-5.18359180,2.34421637,0.00190094,0.21862649,0.48744157,1.26793759,0.76251486,0.59052625,0.02180928,0.24475658
-5.17758879,2.35928946,0.00179656,0.21237476,0.48157403,1.32458825,0.73964404,0.56492674,0.02085490,0.24636246
-5.17158579,2.37745378,0.00169379,0.20624589,0.47656246,1.38489881,0.71681978,0.53880473,0.01987582,0.24787461
-5.16558279,2.40007635,0.00159458,0.20038211,0.47290531,1.44935380,0.69459360,0.51269377,0.01889201,0.24934033
-5.15957979,2.42851179,0.00150067,0.19490914,0.47109469,1.51846450,0.67346385,0.48711152,0.01792252,0.25081325
-5.15357679,2.46406379,0.00141355,0.18993220,0.47160654,1.59275218,0.65386241,0.46254713,0.01698489,0.25235039
-5.14757379,2.50794841,0.00133446,0.18553292,0.47489206,1.67272932,0.63614451,0.43945060,0.01609477,0.25400922
-5.14157079,2.56125981,0.00126433,0.18176738,0.48137047,1.75887894,0.62058205,0.41822418,0.01526547,0.25584490
-5.13556778,2.62493927,0.00120380,0.17866524,0.49142332,1.85163277,0.60736034,0.39921595,0.01450782,0.25790771
-5.12956478,2.69974808,0.00115323,0.17623009,0.50539020,1.95134875,0.59657827,0.38271562,0.01382994,0.26024088
-5.12356178,2.78624483,0.00111272,0.17444067,0.52356575,2.05828881,0.58825173,0.36895246,0.01323732,0.26287862
-5.11755878,2.88476759,0.00108211,0.17325330,0.54619788,2.17259767,0.58231984,0.35809505,0.01273279,0.26584466
-5.11155578,2.99542137,0.00106101,0.17260495,0.57348691,2.29428375,0.57865366,0.35025277,0.01231681,0.26915114
-5.10555278,3.11807104,0.00104887,0.17241705,0.60558528,2.42320316,0.57706679,0.34547854,0.01198758,0.27279802
-5.09954977,3.25234013,0.00104496,0.17259982,0.64259770,2.55904768,0.57732741,0.34377265,0.01174145,0.27677280
-5.09354677,3.39761544,0.00104845,0.17305677,0.68458125,2.70133762,0.57917108,0.34508728,0.01157318,0.28105078
-5.08754377,3.55305742,0.00105845,0.17368941,0.73154534,2.84942036,0.58231388,0.34933142,0.01147633,0.28559571
-5.08154077,3.71761636,0.00107401,0.17440179,0.78345124,3.00247487,0.58646523,0.35637607,0.01144358,0.29036069
-5.07553777,3.89005388,0.00109417,0.17510472,0.84021091,3.15952263,0.59134009,0.36605925,0.01146712,0.29528959
-5.06953477,4.06896930,0.00111803,0.17571970,0.90168533,3.31944471,0.59667004,0.37819102,0.01153888,0.30031855
-5.06353177,4.25283030,0.00114471,0.17618218,0.96768200,3.48100475,0.60221292,0.39255821,0.01165089,0.30537781
-5.05752876,4.44000696,0.00117342,0.17644423,1.03795201,3.64287696,0.60776095,0.40892881,0.01179543,0.31039366
-5.05152576,4.62880829,0.00120347,0.17647660,1.11218661,3.80367825,0.61314702,0.42705629,0.01196526,0.31529048
-5.04552276,4.81752015,0.00123427,0.17626993,1.19001385,3.96200316,0.61824928,0.44668361,0.01215370,0.31999278
-5.03951976,5.00444340,0.00126536,0.17583543,1.27099534,4.11646007,0.62299393,0.46754720,0.01235474,0.32442726
-5.03351676,5.18793105,0.00129641,0.17520479,1.35462377,4.26570725,0.62735633,0.48938096,0.01256304,0.32852475
-5.02751376,5.36642331,0.00132719,0.17442954,1.44032156,4.40848702,0.63136071,0.51192031,0.01277393,0.33222209
-5.02151076,5.53847934,0.00135762,0.17357987,1.52744100,4.54365658,0.63507841,0.53490641,0.01298341,0.33546371
-5.01550775,5.70280482,0.00138773,0.17274298,1.61526648,4.67021414,0.63862506,0.55809050,0.01318802,0.33820323
-5.00950475,5.85827435,0.00141765,0.17202112,1.70301897,4.78731920,0.64215678,0.58123840,0.01338482,0.34040461
-5.00350175,6.00394823,0.00144760,0.17152926,1.78986321,4.89430626,0.64586558,0.60413503,0.01357130,0.34204331
-4.99749875,6.13908304,0.00147788,0.17139256,1.87491762,4.99069137,0.64997405,0.62658889,0.01374527,0.34310701
-4.99149575,6.26313596,0.00150886,0.17174361,1.95726696,5.07617165,0.65472957,0.64843618,0.01390483,0.34359622
-4.98549275,6.37576285,0.00154091,0.17271957,2.03597772,5.15061787,0.66039798,0.66954452,0.01404829,0.34352457
-4.97948974,6.47681033,0.00157445,0.17445912,2.11011572,5.21406094,0.66725673,0.68981587,0.01417410,0.34291892
-4.97348674,6.56630243,0.00160986,0.17709932,2.17876572,5.26667314,0.67558767,0.70918852,0.01428086,0.34181909
-4.96748374,6.64442242,0.00164749,0.18077231,2.24105212,5.30874534,0.68566934,0.72763780,0.01436727,0.34027751
-4.96148074,6.71149070,0.00168763,0.18560193,2.29616034,5.34066154,0.69776876,0.74517548,0.01443215,0.33835840
-4.95547774,6.76793956,0.00173048,0.19170018,2.34335792,5.36287221,0.71213292,0.76184755,0.01447441,0.33613686
-4.94947474,6.81428603,0.00177612,0.19916369,2.38201441,5.37586781,0.72897985,0.77773049,0.01449312,0.33369755
-4.94347174,6.85110369,0.00182451,0.20807008,2.41161951,5.38015386,0.74848955,0.79292600,0.01448748,0.33113317
-4.93746873,6.87899466,0.00187547,0.21847444,2.43179836,5.37622865,0.77079499,0.80755427,0.01445690,0.32854261
-4.93146573,6.89856273,0.00192866,0.23040590,2.44232355,5.36456476,0.79597332,0.82174626,0.01440097,0.32602892
-4.92546273,6.91038882,0.00198359,0.24386456,2.44312319,5.34559491,0.82403790,0.83563505,0.01431952,0.32369695
-4.91945973,6.91500954,0.00203959,0.25881882,2.43428467,5.31970273,0.85493130,0.84934695,0.01421267,0.32165083
-4.91345673,6.91289988,0.00209588,0.27520331,2.41605399,5.28721859,0.88851996,0.86299263,0.01408078,0.31999131
-4.90745373,6.90446062,0.00215151,0.29291765,2.38883069,5.24842044,0.92459078,0.87665898,0.01392451,0.31881296
-4.90145073,6.89001121,0.00220544,0.31182614,2.35315848,5.20353935,0.96285024,0.89040212,0.01374483,0.31820144
-4.89544772,6.86978833,0.00225657,0.33175852,2.30971207,5.15276929,1.00292627,0.90424197,0.01354303,0.31823072
-4.88944472,6.84395043,0.00230374,0.35251203,2.25928073,5.09628034,1.04437329,0.91815891,0.01332069,0.31896062
-4.88344172,6.81258805,0.00234577,0.37385467,2.20274920,5.03423476,1.08668048,0.93209277,0.01307970,0.32043451
-4.87743872,6.77573977,0.00238157,0.39552971,2.14107664,4.96680471,1.12928327,0.94594427,0.01282227,0.32267747
-4.87143572,6.73341292,0.00241010,0.41726155,2.07527458,4.89419103,1.17157786,0.95957899,0.01255089,0.32569497
-4.86543272,6.68560834,0.00243046,0.43876245,2.00638435,4.81664186,1.21293836,0.97283370,0.01226833,0.32947204
-4.85942971,6.63234795,0.00244195,0.45974024,1.93545502,4.73447024,1.25273594,0.98552477,0.01197764,0.33397322
-4.85342671,6.57370368,0.00244405,0.47990660,1.86352223,4.64806983,1.29035935,0.99745818,0.01168208,0.33914316
-4.84742371,6.50982640,0.00243652,0.49898549,1.79158867,4.55792779,1.32523574,1.00844066,0.01138514,0.34490803
-4.84142071,6.44097285,0.00241935,0.51672149,1.72060652,4.46463422,1.35685098,1.01829127,0.01109049,0.35117759
-4.83541771,6.36752920,0.00239287,0.53288770,1.65146219,4.36888735,1.38476835,1.02685269,0.01080189,0.35784806
-4.82941471,6.29002931,0.00235765,0.54729255,1.58496357,4.27149415,1.40864471,1.03400169,0.01052321,0.36480550
-4.82341171,6.20916647,0.00231458,0.55978555,1.52182993,4.17336577,1.42824315,1.03965795,0.01025831,0.37192978
-4.81740870,6.12579722,0.00226481,0.57026134,1.46268430,4.07550795,1.44344144,1.04379079,0.01001098,0.37909882
-4.81140570,6.04093651,0.00220972,0.57866205,1.40804840,3.97900612,1.45423575,1.04642343,0.00978487,0.38619310
-4.80540270,5.95574369,0.00215094,0.58497767,1.35833989,3.88500565,1.46073927,1.04763425,0.00958339,0.39310000
-4.79939970,5.87149957,0.00209020,0.58924454,1.31387170,3.79468756,1.46317573,1.04755526,0.00940965,0.39971809
-4.79339670,5.78957489,0.00202938,0.59154194,1.27485337,3.70924058,1.46186813,1.04636761,0.00926631,0.40596085
-4.78739370,5.71139148,0.00197041,0.59198694,1.24139398,3.62983015,1.45722306,1.04429441,0.00915557,0.41175982
-4.78139070,5.63837758,0.00191518,0.59072787,1.21350668,3.55756576,1.44971153,1.04159138,0.00907900,0.41706704
-4.77538769,5.57191927,0.00186553,0.58793674,1.19111438,3.49346766,1.43984724,1.03853569,0.00903756,0.42185650
-4.76938469,5.51331035,0.00182316,0.58380090,1.17405673,3.43843438,1.42816337,1.03541382,0.00903149,0.42612469
-4.76338169,5.46370297,0.00178956,0.57851457,1.16209789,3.39321234,1.41518918,1.03250886,0.00906026,0.42989008
-4.75737869,5.42406166,0.00176599,0.57227060,1.15493520,3.35836901,1.40142761,1.03008824,0.00912263,0.43319170
-4.75137569,5.39512302,0.00175341,0.56525280,1.15220853,3.33427079,1.38733500,1.02839237,0.00921656,0.43608675
-4.74537269,5.37736314,0.00175244,0.55762944,1.15351018,3.32106670,1.37330407,1.02762483,0.00933933,0.43864746
-4.73936968,5.37097466,0.00176335,0.54954803,1.15839511,3.31867873,1.35965087,1.02794469,0.00948756,0.44095733
-4.73336668,5.37585452,0.00178604,0.54113173,1.16639147,3.32679942,1.34660636,1.02946111,0.00965728,0.44310695
-4.72736368,5.39160314,0.00182001,0.53247744,1.17701120,3.34489681,1.33431295,1.03223073,0.00984408,0.44518955
-4.72136068,5.41753506,0.00186443,0.52365564,1.18976037,3.37222670,1.32282597,1.03625746,0.01004318,0.44729661
-4.71535768,5.45270036,0.00191810,0.51471193,1.20414920,3.40785162,1.31211981,1.04149497,0.01024961,0.44951362
-4.70935468,5.49591586,0.00197952,0.50566990,1.21970147,3.45066589,1.30209830,1.04785124,0.01045834,0.45191617
-4.70335168,5.54580413,0.00204692,0.49653541,1.23596292,3.49942536,1.29260845,1.05519498,0.01066442,0.45456662
-4.69734867,5.60083849,0.00211830,0.48730150,1.25250867,3.55278084,1.28345665,1.06336329,0.01086310,0.45751135
-4.69134567,5.65939145,0.00219154,0.47795402,1.26894910,3.60931349,1.27442634,1.07217010,0.01105001,0.46077874
-4.68534267,5.71978423,0.00226440,0.46847724,1.28493435,3.66757087,1.26529602,1.08141467,0.01122123,0.46437784
-4.67933967,5.78033501,0.00233464,0.45885927,1.30015704,3.72610202,1.25585654,1.09088987,0.01137338,0.46829776
-4.67333667,5.83940354,0.00240005,0.44909680,1.31435333,3.78349036,1.24592659,1.10038943,0.01150370,0.47250780
-4.66733367,5.89543054,0.00245856,0.43919901,1.32730223,3.83838319,1.23536575,1.10971407,0.01161009,0.47695809
-4.66133067,5.94697030,0.00250826,0.42919030,1.33882338,3.88951695,1.22408425,1.11867608,0.01169110,0.48158090
-4.65532766,5.99271567,0.00254745,0.41911176,1.34877343,3.93573772,1.21204907,1.12710240,0.01174593,0.48629232
-4.64932466,6.03151524,0.00257475,0.40902131,1.35704130,3.97601659,1.19928620,1.13483601,0.01177435,0.49099438
-4.64332166,6.06238274,0.00258905,0.39899251,1.36354270,4.00946005,1.18587909,1.14173605,0.01177668,0.49557740
