energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.75987994,2.10625883,0.01308417,0.12432519,0.73287911,0.45870018,0.01521199,0.92565219,0.68018106,0.13147178
-5.75387694,2.24579454,0.01401402,0.13419612,0.78890420,0.48963017,0.01633946,0.98529919,0.71851148,0.14016671
-5.74787394,2.37957939,0.01490931,0.14399550,0.84402381,0.51934945,0.01746163,1.04217227,0.75398100,0.14850540
-5.74187094,2.50553420,0.01575530,0.15359522,0.89745815,0.54739691,0.01856828,1.09537183,0.78594662,0.15635449
-5.73586793,2.62165210,0.01653739,0.16286491,0.94841322,0.57332739,0.01964988,1.14403736,0.81381564,0.16358476
-5.72986493,2.72605321,0.01724154,0.17167506,0.99609918,0.59672408,0.02069788,1.18737148,0.83706314,0.17007453
-5.72386193,2.81703786,0.01785465,0.17990021,1.03974979,0.61721059,0.02170499,1.22466293,0.85524803,0.17571303
-5.71785893,2.89313603,0.01836502,0.18742231,1.07864252,0.63446227,0.02266546,1.25530768,0.86802663,0.18040350
-5.71185593,2.95315084,0.01876265,0.19413402,1.11211827,0.64821605,0.02357525,1.27882698,0.87516335,0.18406599
-5.70585293,2.99619421,0.01903962,0.19994176,1.13960019,0.65827851,0.02443214,1.29488175,0.87653790,0.18663966
-5.69984992,3.02171289,0.01919030,0.20476846,1.16061062,0.66453177,0.02523577,1.30328245,0.87214868,0.18808458
-5.69384692,3.02950374,0.01921160,0.20855584,1.17478566,0.66693676,0.02598760,1.30399409,0.86211220,0.18838281
-5.68784392,3.01971749,0.01910304,0.21126608,1.18188656,0.66553395,0.02669070,1.29713603,0.84665854,0.18753884
-5.68184092,2.99285077,0.01886675,0.21288289,1.18180752,0.66044121,0.02734960,1.28297659,0.82612312,0.18557926
-5.67583792,2.94972664,0.01850746,0.21341184,1.17457961,0.65184914,0.02796988,1.26192267,0.80093502,0.18255176
-5.66983492,2.89146466,0.01803230,0.21287997,1.16037059,0.64001389,0.02855779,1.23450493,0.77160261,0.17852345
-5.66383192,2.81944170,0.01745057,0.21133472,1.13948056,0.62524796,0.02911980,1.20135905,0.73869695,0.17357861
-5.65782891,2.73524536,0.01677346,0.20884220,1.11233384,0.60790930,0.02966209,1.16320402,0.70283374,0.16781589
-5.65182591,2.64062207,0.01601368,0.20548492,1.07946731,0.58838925,0.03019005,1.12081836,0.66465472,0.16134524
-5.64582291,2.53742207,0.01518507,0.20135915,1.04151578,0.56710000,0.03070780,1.07501537,0.62480915,0.15428447
-5.63981991,2.42754393,0.01430219,0.19657189,0.99919513,0.54446196,0.03121775,1.02661835,0.58393611,0.14675586
-5.63381691,2.31288058,0.01337988,0.19123788,0.95328390,0.52089169,0.03172025,0.97643696,0.54264844,0.13888265
-5.62781391,2.19526939,0.01243288,0.18547651,0.90460425,0.49679102,0.03221334,0.92524553,0.50151859,0.13078584
-5.62181091,2.07644802,0.01147546,0.17940908,0.85400298,0.47253758,0.03269257,0.87376412,0.46106707,0.12258116
-5.61580790,1.95801764,0.01052104,0.17315629,0.80233358,0.44847731,0.03315106,0.82264308,0.42175355,0.11437655
-5.60980490,1.84141461,0.00958197,0.16683634,0.75043992,0.42491906,0.03357963,0.77245137,0.38397095,0.10626998
-5.60380190,1.72789144,0.00866923,0.16056346,0.69914216,0.40213143,0.03396704,0.72366903,0.34804227,0.09834783
-5.59779890,1.61850691,0.00779236,0.15444717,0.64922539,0.38034193,0.03430047,0.67668372,0.31422020,0.09068388
-5.59179590,1.51412529,0.00695929,0.14859205,0.60143125,0.35973815,0.03456603,0.63179112,0.28268922,0.08333869
-5.58579290,1.41542382,0.00617635,0.14309821,0.55645262,0.34047089,0.03474936,0.58919898,0.25356979,0.07635961
-5.57978989,1.32290730,0.00544829,0.13806216,0.51493125,0.32265886,0.03483637,0.54903415,0.22692431,0.06978120
-5.57378689,1.23692847,0.00477835,0.13357813,0.47745817,0.30639447,0.03481386,0.51135209,0.20276432,0.06362602
-5.56778389,1.15771249,0.00416837,0.12973962,0.44457637,0.29175041,0.03467032,0.47614812,0.18105861,0.05790581
-5.56178089,1.08538389,0.00361899,0.12664110,0.41678527,0.27878645,0.03439648,0.44336971,0.16174168,0.05262281
-5.55577789,1.01999424,0.00312977,0.12437950,0.39454626,0.26755605,0.03398591,0.41292910,0.14472231,0.04777135
-5.54977489,0.96154891,0.00269942,0.12305559,0.37828883,0.25811233,0.03343548,0.38471566,0.12989169,0.04333938
-5.54377189,0.91003156,0.00232599,0.12277488,0.36841643,0.25051310,0.03274562,0.35860730,0.11713101,0.03931008
-5.53776888,0.86542503,0.00200706,0.12364798,0.36531143,0.24482451,0.03192049,0.33448062,0.10631810,0.03566334
-5.53176588,0.82772788,0.00173991,0.12579032,0.36933885,0.24112331,0.03096798,0.31221926,0.09733317,0.03237715
-5.52576288,0.79696588,0.00152174,0.12932120,0.38084805,0.23949747,0.02989954,0.29172047,0.09006334,0.02942875
-5.51975988,0.77319817,0.00134977,0.13436204,0.40017233,0.24004515,0.02872981,0.27289956,0.08440612,0.02679566
-5.51375688,0.75651827,0.00122137,0.14103394,0.42762619,0.24287215,0.02747624,0.25569245,0.08027171,0.02445643
-5.50775388,0.74705016,0.00113419,0.14945469,0.46350013,0.24808806,0.02615846,0.24005631,0.07758432,0.02239119
-5.50175088,0.74494008,0.00108623,0.15973504,0.50805327,0.25580117,0.02479769,0.22596865,0.07628252,0.02058203
-5.49574787,0.75034485,0.00107587,0.17197480,0.56150403,0.26611266,0.02341605,0.21342494,0.07631875,0.01901313
-5.48974487,0.76341753,0.00110194,0.18625855,0.62401909,0.27911021,0.02203586,0.20243527,0.07765824,0.01767078
-5.48374187,0.78429152,0.00116365,0.20265135,0.69570147,0.29486157,0.02067897,0.19302025,0.08027731,0.01654326
-5.47773887,0.81306401,0.00126067,0.22119459,0.77657787,0.31340823,0.01936613,0.18520653,0.08416135,0.01562060
-5.47173587,0.84977974,0.00139298,0.24190213,0.86658617,0.33475977,0.01811646,0.17902221,0.08930248,0.01489429
-5.46573287,0.89441588,0.00156089,0.26475696,0.96556350,0.35888889,0.01694694,0.17449240,0.09569715,0.01435691
-5.45972986,0.94686880,0.00176493,0.28970841,1.07323542,0.38572765,0.01587213,0.17163516,0.10334359,0.01400180
-5.45372686,1.00694316,0.00200575,0.31667017,1.18920678,0.41516480,0.01490385,0.17045804,0.11223939,0.01382268
-5.44772386,1.07434388,0.00228402,0.34551902,1.31295450,0.44704455,0.01405107,0.17095511,0.12237918,0.01381335
-5.44172086,1.14867100,0.00260029,0.37609448,1.44382279,0.48116665,0.01331988,0.17310488,0.13375239,0.01396733
-5.43571786,1.22941761,0.00295489,0.40819925,1.58102081,0.51728776,0.01271354,0.17686876,0.14634133,0.01427766
-5.42971486,1.31597081,0.00334778,0.44160049,1.72362308,0.55512408,0.01223264,0.18219037,0.16011948,0.01473664
-5.42371186,1.40761539,0.00377842,0.47603184,1.87057263,0.59435506,0.01187528,0.18899540,0.17505001,0.01533566
-5.41770885,1.50354024,0.00424563,0.51119616,2.02068698,0.63462805,0.01163731,0.19719211,0.19108466,0.01606512
-5.41170585,1.60284695,0.00474751,0.54676888,2.17266689,0.67556358,0.01151269,0.20667240,0.20816304,0.01691431
-5.40570285,1.70456062,0.00528131,0.58240188,2.32510788,0.71676132,0.01149370,0.21731329,0.22621216,0.01787144
-5.39969985,1.80764238,0.00584334,0.61772791,2.47651453,0.75780631,0.01157135,0.22897881,0.24514651,0.01892362
-5.39369685,1.91100366,0.00642898,0.65236536,2.62531751,0.79827549,0.01173560,0.24152232,0.26486853,0.02005698
-5.38769385,2.01352178,0.00703263,0.68592348,2.76989333,0.83774423,0.01197570,0.25478902,0.28526954,0.02125672
-5.38169085,2.11405690,0.00764772,0.71800789,2.90858678,0.87579296,0.01228047,0.26861885,0.30623115,0.02250737
-5.37568784,2.21147008,0.00826684,0.74822645,3.03973592,0.91201368,0.01263854,0.28284946,0.32762712,0.02379287
-5.36968484,2.30464231,0.00888179,0.77619550,3.16169953,0.94601637,0.01303857,0.29731950,0.34932563,0.02509694
-5.36368184,2.39249431,0.00948380,0.80154620,3.27288670,0.97743526,0.01346947,0.31187188,0.37119194,0.02640326
-5.35767884,2.47400682,0.01006367,0.82393128,3.37178818,1.00593482,0.01392059,0.32635713,0.39309122,0.02769582
-5.35167584,2.54824097,0.01061205,0.84303180,3.45700888,1.03121558,0.01438187,0.34063672,0.41489163,0.02895921
-5.34567284,2.61435833,0.01111968,0.85856397,3.52730085,1.05301952,0.01484401,0.35458620,0.43646735,0.03017898
-5.33966983,2.67164002,0.01157769,0.87028586,3.58159571,1.07113509,0.01529855,0.36809805,0.45770149,0.03134194
-5.33366683,2.71950429,0.01197787,0.87800379,3.61903553,1.08540152,0.01573803,0.38108415,0.47848866,0.03243646
-5.32766383,2.75752174,0.01231296,0.88157813,3.63900099,1.09571246,0.01615603,0.39347780,0.49873716,0.03345275
-5.32166083,2.78542759,0.01257695,0.88092839,3.64113549,1.10201864,0.01654724,0.40523499,0.51837053,0.03438306
-5.31565783,2.80313020,0.01276526,0.87603716,3.62536398,1.10432937,0.01690755,0.41633507,0.53732846,0.03522186
-5.30965483,2.81071533,0.01287500,0.86695292,3.59190548,1.10271281,0.01723400,0.42678057,0.55556697,0.03596591
-5.30365183,2.80844556,0.01290506,0.85379116,3.54127812,1.09729476,0.01752481,0.43659624,0.57305786,0.03661427
-5.29764882,2.79675474,0.01285626,0.83673392,3.47429612,1.08825597,0.01777933,0.44582729,0.58978746,0.03716823
-5.29164582,2.77623736,0.01273132,0.81602753,3.39205831,1.07582797,0.01799800,0.45453689,0.60575479,0.03763117
-5.28564282,2.74763307,0.01253482,0.79197847,3.29592801,1.06028735,0.01818224,0.46280309,0.62096928,0.03800831
-5.27963982,2.71180682,0.01227311,0.76494744,3.18750485,1.04194888,0.01833436,0.47071521,0.63544823,0.03830647
-5.27363682,2.66972541,0.01195413,0.73534178,3.06858900,1.02115745,0.01845740,0.47836997,0.64921418,0.03853370
-5.26763382,2.62243123,0.01158718,0.70360649,2.94113923,0.99827935,0.01855502,0.48586748,0.66229242,0.03869897
-5.26163082,2.57101437,0.01118261,0.67021399,2.80722600,0.97369300,0.01863135,0.49330740,0.67470878,0.03881175
-5.25562781,2.51658419,0.01075156,0.63565317,2.66898128,0.94777981,0.01869078,0.50078528,0.68648786,0.03888170
-5.24962481,2.46024144,0.01030558,0.60041799,2.52854700,0.92091527,0.01873785,0.50838941,0.69765188,0.03891830
-5.24362181,2.40305206,0.00985629,0.56499606,2.38802390,0.89346080,0.01877707,0.51619830,0.70821999,0.03893060
-5.23761881,2.34602358,0.00941505,0.52985763,2.24942255,0.86575668,0.01881274,0.52427872,0.71820826,0.03892696
-5.23161581,2.29008483,0.00899262,0.49544535,2.11461829,0.83811617,0.01884885,0.53268449,0.72763004,0.03891488
-5.22561281,2.23606953,0.00859882,0.46216512,1.98531145,0.81082116,0.01888894,0.54145602,0.73649680,0.03890089
-5.21960980,2.18470400,0.00824233,0.43037835,1.86299408,0.78411931,0.01893597,0.55062036,0.74481896,0.03889050
-5.21360680,2.13659907,0.00793037,0.40039581,1.74892387,0.75822268,0.01899221,0.56019184,0.75260688,0.03888824
-5.20760380,2.09224605,0.00766863,0.37247311,1.64410605,0.73330775,0.01905918,0.57017314,0.75987155,0.03889763
-5.20160080,2.05201644,0.00746104,0.34680807,1.54928312,0.70951673,0.01913756,0.58055662,0.76662500,0.03892139
-5.19559780,2.01616485,0.00730978,0.32353981,1.46493262,0.68695981,0.01922717,0.59132570,0.77288021,0.03896145
-5.18959480,1.98483480,0.00721524,0.30274949,1.39127234,0.66571812,0.01932690,0.60245645,0.77865056,0.03901915
-5.18359180,1.95806668,0.00717604,0.28446268,1.32827248,0.64584731,0.01943475,0.61391892,0.78394885,0.03909532
-5.17758879,1.93580749,0.00718919,0.26865312,1.27567405,0.62738118,0.01954781,0.62567845,0.78878594,0.03919046
-5.17158579,1.91792200,0.00725015,0.25524769,1.23301251,0.61033548,0.01966231,0.63769681,0.79316921,0.03930480
-5.16558279,1.90420468,0.00735310,0.24413242,1.19964595,0.59471147,0.01977372,0.64993317,0.79710106,0.03943843
-5.15957979,1.89439254,0.00749108,0.23515927,1.17478654,0.58049921,0.01987685,0.66234490,0.80057771,0.03959136
-5.15357679,1.88817832,0.00765630,0.22815360,1.15753456,0.56768051,0.01996598,0.67488844,0.80358858,0.03976361
-5.14757379,1.88522405,0.00784038,0.22292185,1.14691377,0.55623146,0.02003504,0.68751997,0.80611633,0.03995522
-5.14157079,1.88517490,0.00803463,0.21925959,1.14190745,0.54612471,0.02007783,0.70019631,0.80813800,0.04016636
-5.13556778,1.88767303,0.00823033,0.21695935,1.14149379,0.53733130,0.02008824,0.71287577,0.80962705,0.04039729
-5.12956478,1.89237146,0.00841901,0.21581837,1.14468011,0.52982236,0.02006050,0.72551919,0.81055662,0.04064848
-5.12356178,1.89894759,0.00859272,0.21564580,1.15053474,0.52357057,0.01998947,0.73809112,0.81090358,0.04092063
-5.11755878,1.90711615,0.00874423,0.21626937,1.15821583,0.51855152,0.01987090,0.75056102,0.81065348,0.04121468
-5.11155578,1.91664121,0.00886728,0.21754113,1.16699624,0.51474503,0.01970169,0.76290461,0.80980591,0.04153191
-5.10555278,1.92734687,0.00895672,0.21934236,1.17628383,0.51213634,0.01948014,0.77510508,0.80837996,0.04187398
-5.09954977,1.93912606,0.00900864,0.22158713,1.18563644,0.51071731,0.01920615,0.78715433,0.80641938,0.04224296
-5.09354677,1.95194713,0.00902046,0.22422474,1.19477115,0.51048751,0.01888142,0.79905396,0.80399693,0.04264135
-5.08754377,1.96585762,0.00899094,0.22724060,1.20356728,0.51145517,0.01850954,0.81081596,0.80121753,0.04307212
-5.08154077,1.98098503,0.00892021,0.23065570,1.21206316,0.51363790,0.01809607,0.82246318,0.79821984,0.04353867
-5.07553777,1.99753420,0.00880966,0.23452452,1.22044656,0.51706320,0.01764853,0.83402930,0.79517594,0.04404481
-5.06953477,2.01578118,0.00866189,0.23893141,1.22903903,0.52176862,0.01717634,0.84555853,0.79228884,0.04459465
-5.06353177,2.03606367,0.00848055,0.24398558,1.23827477,0.52780148,0.01669067,0.85710476,0.78978790,0.04519250
-5.05752876,2.05876823,0.00827018,0.24981474,1.24867461,0.53521823,0.01620427,0.86873045,0.78792210,0.04584273
-5.05152576,2.08431462,0.00803603,0.25655775,1.26081623,0.54408332,0.01573123,0.88050517,0.78695133,0.04654955
-5.04552276,2.11313780,0.00778390,0.26435637,1.27530156,0.55446761,0.01528664,0.89250376,0.78713623,0.04731685
-5.03951976,2.14566829,0.00751985,0.27334654,1.29272292,0.56644642,0.01488631,0.90480442,0.78872678,0.04814789
-5.03351676,2.18231175,0.00725010,0.28364951,1.31362911,0.58009714,0.01454639,0.91748659,0.79195039,0.04904515
-5.02751376,2.22342849,0.00698079,0.29536318,1.33849297,0.59549651,0.01428297,0.93062871,0.79699996,0.05001001
-5.02151076,2.26931390,0.00671780,0.30855418,1.36768190,0.61271779,0.01411173,0.94430607,0.80402260,0.05104257
-5.01550775,2.32018060,0.00646663,0.32325077,1.40143252,0.63182758,0.01404750,0.95858858,0.81310963,0.05214145
-5.00950475,2.37614308,0.00623221,0.33943729,1.43983079,0.65288270,0.01410392,0.97353870,0.82428842,0.05330361
-5.00350175,2.43720549,0.00601885,0.35705012,1.48279840,0.67592700,0.01429302,0.98920935,0.83751649,0.05452424
-4.99749875,2.50325304,0.00583014,0.37597561,1.53008612,0.70098821,0.01462491,1.00564198,0.85267843,0.05579675
-4.99149575,2.57404732,0.00566885,0.39605001,1.58127445,0.72807489,0.01510738,1.02286466,0.86958556,0.05711272
-4.98549275,2.64922563,0.00553697,0.41706144,1.63578146,0.75717351,0.01574566,1.04089026,0.88797879,0.05846201
-4.97948974,2.72830425,0.00543563,0.43875397,1.69287759,0.78824566,0.01654209,1.05971464,0.90753429,0.05983289
-4.97348674,2.81068528,0.00536513,0.46083350,1.75170655,0.82122539,0.01749590,1.07931487,0.92787187,0.06121224
-4.96748374,2.89566665,0.00532498,0.48297528,1.81131138,0.85601672,0.01860301,1.09964749,0.94856579,0.06258579
-4.96148074,2.98245462,0.00531392,0.50483284,1.87066436,0.89249133,0.01985591,1.12064672,0.96915726,0.06393841
-4.95547774,3.07017812,0.00532996,0.52604769,1.92869946,0.93048632,0.02124355,1.14222276,0.98916830,0.06525442
-4.94947474,3.15790420,0.00537049,0.54625962,1.98434556,0.96980237,0.02275137,1.16426013,1.00811622,0.06651790
-4.94347174,3.24465389,0.00543231,0.56511704,2.03655917,1.01020203,0.02436132,1.18661611,1.02552795,0.06771303
-4.93746873,3.32941772,0.00551171,0.58228686,2.08435492,1.05140846,0.02605212,1.20911948,1.04095382,0.06882435
-4.93146573,3.41117061,0.00560461,0.59746366,2.12683273,1.09310472,0.02779942,1.23156954,1.05397997,0.06983704
-4.92546273,3.48888559,0.00570659,0.61037760,2.16320048,1.13493373,0.02957627,1.25373563,1.06423912,0.07073712
-4.91945973,3.56154619,0.00581305,0.62080098,2.19279140,1.17649914,0.03135351,1.27535730,1.07141913,0.07151165
-4.91345673,3.62815766,0.00591930,0.62855312,2.21507578,1.21736726,0.03310039,1.29614527,1.07526924,0.07214880
-4.90745373,3.68775703,0.00602064,0.63350349,2.22966691,1.25707030,0.03478523,1.31578344,1.07560384,0.07263796
-4.90145073,3.73942245,0.00611254,0.63557310,2.23632140,1.29511115,0.03637615,1.33393196,1.07230388,0.07296978
-4.89544772,3.78228218,0.00619069,0.63473421,2.23493444,1.33096967,0.03784191,1.35023163,1.06531595,0.07313610
-4.88944472,3.81552374,0.00625116,0.63100851,2.22553085,1.36411075,0.03915268,1.36430960,1.05464945,0.07313001
-4.88344172,3.83840356,0.00629047,0.62446395,2.20825273,1.39399400,0.04028093,1.37578651,1.04037214,0.07294580
-4.87743872,3.85025758,0.00630572,0.61521057,2.18334488,1.42008502,0.04120225,1.38428483,1.02260445,0.07257893
-4.87143572,3.85051293,0.00629464,0.60339546,2.15113899,1.44186802,0.04189606,1.38943844,1.00151306,0.07202606
-4.86543272,3.83870072,0.00625568,0.58919729,2.11203769,1.45885946,0.04234633,1.39090313,0.97730402,0.07128510
-4.85942971,3.81446973,0.00618806,0.57282051,2.06649928,1.47062218,0.04254207,1.38836771,0.95021591,0.07035528
-4.85342671,3.77760059,0.00609181,0.55448966,2.01502388,1.47677975,0.04247778,1.38156530,0.92051325,0.06923725
-4.84742371,3.72801972,0.00596774,0.53444374,1.95814160,1.47703013,0.04215362,1.37028444,0.88848047,0.06793325
-4.84142071,3.66581240,0.00581748,0.51293107,1.89640283,1.47115828,0.04157552,1.35437943,0.85441643,0.06644726
-4.83541771,3.59123384,0.00564340,0.49020446,1.83037078,1.45904693,0.04075500,1.33377937,0.81862972,0.06478519
-4.82941471,3.50471747,0.00544855,0.46651701,1.76061623,1.44068499,0.03970890,1.30849558,0.78143462,0.06295502
-4.82341171,3.40687941,0.00523661,0.44211835,1.68771396,1.41617313,0.03845883,1.27862665,0.74314765,0.06096697
-4.81740870,3.29851836,0.00501178,0.41725146,1.61224047,1.38572603,0.03703061,1.24436110,0.70408461,0.05883357
-4.81140570,3.18061016,0.00477863,0.39214995,1.53477268,1.34967107,0.03545343,1.20597707,0.66455797,0.05656971
-4.80540270,3.05429687,0.00454203,0.36703575,1.45588669,1.30844340,0.03375907,1.16383915,0.62487444,0.05419257
-4.79939970,2.92086998,0.00430699,0.34211719,1.37615652,1.26257736,0.03198092,1.11839212,0.58533261,0.05172149
-4.79339670,2.78174811,0.00407851,0.31758740,1.29615212,1.21269458,0.03015307,1.07015197,0.54622053,0.04917778
-4.78739370,2.63844978,0.00386149,0.29362300,1.21643652,1.15948897,0.02830937,1.01969422,0.50781320,0.04658436
-4.78139070,2.49256184,0.00366055,0.27038298,1.13756184,1.10370939,0.02648252,0.96764023,0.47036996,0.04396538
-4.77538769,2.34570478,0.00347994,0.24800785,1.06006431,1.04614036,0.02470326,0.91464166,0.43413171,0.04134576
-4.76938469,2.19949611,0.00332341,0.22661900,0.98445811,0.98758176,0.02299964,0.86136403,0.39931821,0.03875065
-4.76338169,2.05551318,0.00319412,0.20631825,0.91122866,0.92882809,0.02139636,0.80846963,0.36612532,0.03620488
-4.75737869,1.91525672,0.00309457,0.18718769,0.84082527,0.87064827,0.01991434,0.75660078,0.33472251,0.03373239
-4.75137569,1.78011672,0.00302652,0.16928970,0.77365383,0.81376650,0.01857031,0.70636376,0.30525067,0.03135566
-4.74537269,1.65134164,0.00299092,0.15266731,0.71006977,0.75884507,0.01737663,0.65831414,0.27782032,0.02909522
-4.73936968,1.53001229,0.00298794,0.13734479,0.65037184,0.70646953,0.01634114,0.61294405,0.25251043,0.02696913
-4.73336668,1.41702115,0.00301691,0.12332857,0.59479697,0.65713681,0.01546727,0.57067161,0.22936783,0.02499261
-4.72736368,1.31305778,0.00307637,0.11060843,0.54351654,0.61124653,0.01475413,0.53183301,0.20840740,0.02317777
-4.72136068,1.21860077,0.00316406,0.09915899,0.49663434,0.56909582,0.01419682,0.49667734,0.18961291,0.02153333
-4.71535768,1.13391635,0.00327704,0.08894144,0.45418642,0.53087756,0.01378676,0.46536416,0.17293871,0.02006459
-4.70935468,1.05906332,0.00341171,0.07990554,0.41614271,0.49668211,0.01351216,0.43796390,0.15831205,0.01877337
-4.70335168,0.99390424,0.00356393,0.07199178,0.38241051,0.46650216,0.01335844,0.41446086,0.14563605,0.01765816
-4.69734867,0.93812188,0.00372912,0.06513368,0.35283977,0.44024056,0.01330888,0.39475858,0.13479327,0.01671429
-4.69134567,0.89124051,0.00390241,0.05926022,0.32722975,0.41772058,0.01334513,0.37868726,0.12564961,0.01593424
-4.68534267,0.85265088,0.00407878,0.05429823,0.30533702,0.39869820,0.01344780,0.36601289,0.11805865,0.01530793
-4.67933967,0.82163793,0.00425319,0.05017480,0.28688440,0.38287586,0.01359712,0.35644774,0.11186605,0.01482319
-4.67333667,0.79741026,0.00442077,0.04681958,0.27157047,0.36991714,0.01377347,0.34966171,0.10691404,0.01446620
-4.66733367,0.77913027,0.00457699,0.04416688,0.25907936,0.35946183,0.01395794,0.34529422,0.10304578,0.01422190
-4.66133067,0.76594388,0.00471777,0.04215760,0.24909055,0.35114075,0.01413287,0.34296617,0.10010955,0.01407453
-4.65532766,0.75700902,0.00483973,0.04074081,0.24128818,0.34458996,0.01428230,0.34229175,0.09796255,0.01400806
-4.64932466,0.75152189,0.00494024,0.03987501,0.23536974,0.33946375,0.01439233,0.34288963,0.09647426,0.01400668
-4.64332166,0.74874034,0.00501763,0.03952906,0.23105389,0.33544612,0.01445149,0.34439337,0.09552928,0.01405515
