energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,3.11682942,0.00545604,0.29400159,0.81288995,1.75603158,0.81919987,0.00000000
-5.99399700,3.13262330,0.00600483,0.29446255,0.80748303,1.76157089,0.83296296,0.00000000
-5.98799400,3.14771894,0.00660968,0.29659639,0.80449201,1.76513604,0.84638447,0.00000000
-5.98199100,3.16150804,0.00726763,0.30030565,0.80387691,1.76634581,0.85931437,0.00000000
-5.97598799,3.17336631,0.00797431,0.30545203,0.80552404,1.76485287,0.87159501,0.00000000
-5.96998499,3.18267203,0.00872393,0.31186020,0.80924636,1.76035896,0.88306133,0.00000000
-5.96398199,3.18882449,0.00950926,0.31932273,0.81478649,1.75262810,0.89354191,0.00000000
-5.95797899,3.19126150,0.01032165,0.32760586,0.82182217,1.74149699,0.90286078,0.00000000
-5.95197599,3.18947548,0.01115112,0.33645604,0.82997408,1.72688234,0.91083999,0.00000000
-5.94597299,3.18302737,0.01198651,0.34560694,0.83881590,1.70878464,0.91730299,0.00000000
-5.93996998,3.17155801,0.01281569,0.35478679,0.84788625,1.68728834,0.92207854,0.00000000
-5.93396698,3.15479664,0.01362578,0.36372575,0.85670204,1.66255837,0.92500515,0.00000000
-5.92796398,3.13256617,0.01440349,0.37216314,0.86477296,1.63483333,0.92593567,0.00000000
-5.92196098,3.10478526,0.01513541,0.37985423,0.87161632,1.60441574,0.92474196,0.00000000
-5.91595798,3.07146712,0.01580843,0.38657635,0.87677189,1.57165961,0.92131928,0.00000000
-5.90995498,3.03271515,0.01641007,0.39213416,0.87981606,1.53695633,0.91559027,0.00000000
-5.90395198,2.98871568,0.01692887,0.39636396,0.88037471,1.50071911,0.90750812,0.00000000
-5.89794897,2.93972822,0.01735477,0.39913668,0.87813444,1.46336701,0.89705893,0.00000000
-5.89194597,2.88607345,0.01767935,0.40035982,0.87285145,1.42530915,0.88426300,0.00000000
-5.88594297,2.82811967,0.01789621,0.39997795,0.86435804,1.38692968,0.86917492,0.00000000
-5.87993997,2.76626829,0.01800106,0.39797208,0.85256621,1.34857431,0.85188252,0.00000000
-5.87393697,2.70093880,0.01799194,0.39435783,0.83746843,1.31053892,0.83250469,0.00000000
-5.86793397,2.63255422,0.01786921,0.38918255,0.81913560,1.27306057,0.81118813,0.00000000
-5.86193097,2.56152743,0.01763556,0.38252168,0.79771235,1.23631148,0.78810321,0.00000000
-5.85592796,2.48824925,0.01729587,0.37447436,0.77340991,1.20039606,0.76343918,0.00000000
-5.84992496,2.41307866,0.01685706,0.36515876,0.74649707,1.16535112,0.73739898,0.00000000
-5.84392196,2.33633580,0.01632780,0.35470717,0.71728968,1.13114919,0.71019388,0.00000000
-5.83791896,2.25829800,0.01571824,0.34326118,0.68613913,1.09770486,0.68203823,0.00000000
-5.83191596,2.17919901,0.01503965,0.33096713,0.65342046,1.06488365,0.65314462,0.00000000
-5.82591296,2.09923151,0.01430409,0.31797203,0.61952057,1.03251317,0.62371960,0.00000000
-5.81990995,2.01855255,0.01352400,0.30442007,0.58482707,1.00039588,0.59396016,0.00000000
-5.81390695,1.93729161,0.01271188,0.29044979,0.54971814,0.96832290,0.56405110,0.00000000
-5.80790395,1.85556083,0.01187994,0.27619197,0.51455375,0.93608823,0.53416331,0.00000000
-5.80190095,1.77346645,0.01103982,0.26176829,0.47966853,0.90350268,0.50445291,0.00000000
-5.79589795,1.69112095,0.01020232,0.24729058,0.44536627,0.87040682,0.47506125,0.00000000
-5.78989495,1.60865496,0.00937719,0.23286069,0.41191631,0.83668243,0.44611561,0.00000000
-5.78389195,1.52622804,0.00857305,0.21857085,0.37955144,0.80226183,0.41773038,0.00000000
-5.77788894,1.44403788,0.00779722,0.20450434,0.34846749,0.76713486,0.39000864,0.00000000
-5.77188594,1.36232691,0.00705572,0.19073636,0.31882419,0.73135294,0.36304390,0.00000000
-5.76588294,1.28138631,0.00635329,0.17733508,0.29074701,0.69503042,0.33692175,0.00000000
-5.75987994,1.20155673,0.00569342,0.16436255,0.26432998,0.65834300,0.31172146,0.00000000
-5.75387694,1.12322595,0.00507844,0.15187557,0.23963884,0.62152338,0.28751717,0.00000000
-5.74787394,1.04682346,0.00450965,0.13992634,0.21671459,0.58485464,0.26437875,0.00000000
-5.74187094,0.97281229,0.00398741,0.12856289,0.19557699,0.54866143,0.24237223,0.00000000
-5.73586793,0.90167853,0.00351131,0.11782926,0.17622791,0.51329963,0.22155981,0.00000000
-5.72986493,0.83391911,0.00308028,0.10776546,0.15865442,0.47914498,0.20199948,0.00000000
-5.72386193,0.77002849,0.00269277,0.09840717,0.14283134,0.44658108,0.18374432,0.00000000
-5.71785893,0.71048490,0.00234683,0.08978537,0.12872345,0.41598744,0.16684159,0.00000000
