energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,7.75456421,0.06966493,1.13450958,0.04085613,0.00000000,3.62510813,0.00000000,2.27256387,2.00247761
-5.99399700,7.64847263,0.06908975,1.13421109,0.04070094,0.00000000,3.54844237,0.00000000,2.22422423,2.00432431
-5.98799400,7.52562011,0.06832361,1.13089348,0.04043314,0.00000000,3.46481435,0.00000000,2.17169477,2.00154525
-5.98199100,7.38676861,0.06735432,1.12446182,0.04004525,0.00000000,3.37494580,0.00000000,2.11534693,1.99395902
-5.97598799,7.23292783,0.06617214,1.11490144,0.03953176,0.00000000,3.27959712,0.00000000,2.05559911,1.98151895
-5.96998499,7.06538109,0.06477075,1.10228449,0.03888959,0.00000000,3.17957507,0.00000000,1.99292144,1.96432710
-5.96398199,6.88569719,0.06314805,1.08677215,0.03811840,0.00000000,3.07573782,0.00000000,1.92783736,1.94264065
-5.95797899,6.69572587,0.06130679,1.06861236,0.03722077,0.00000000,2.96899623,0.00000000,1.86092113,1.91686995
-5.95197599,6.49757572,0.05925505,1.04813287,0.03620230,0.00000000,2.86031031,0.00000000,1.79279129,1.88756815
-5.94597299,6.29357455,0.05700633,1.02573010,0.03507149,0.00000000,2.75068053,0.00000000,1.72409979,1.85541271
-5.93996998,6.08621366,0.05457956,1.00185424,0.03383954,0.00000000,2.64113380,0.00000000,1.65551739,1.82117964
-5.93396698,5.87807839,0.05199868,0.97699130,0.03252002,0.00000000,2.53270478,0.00000000,1.58771596,1.78571176
-5.92796398,5.67176858,0.04929217,0.95164315,0.03112841,0.00000000,2.42641325,0.00000000,1.52134850,1.74988274
-5.92196098,5.46981305,0.04649225,0.92630648,0.02968162,0.00000000,2.32323892,0.00000000,1.45702815,1.71455856
-5.91595798,5.27458301,0.04363398,0.90145188,0.02819743,0.00000000,2.22409498,0.00000000,1.39530736,1.68055875
-5.90995498,5.08820907,0.04075427,0.87750409,0.02669390,0.00000000,2.12980224,0.00000000,1.33665849,1.64861921
-5.90395198,4.91250671,0.03789081,0.85482435,0.02518885,0.00000000,2.04106529,0.00000000,1.28145704,1.61935877
-5.89794897,4.74891420,0.03508097,0.83369595,0.02369929,0.00000000,1.95845225,0.00000000,1.22996856,1.59325108
-5.89194597,4.59844643,0.03236080,0.81431343,0.02224105,0.00000000,1.88237939,0.00000000,1.18234013,1.57060337
-5.88594297,4.46166717,0.02976407,0.79677611,0.02082831,0.00000000,1.81310144,0.00000000,1.13859690,1.55154306
-5.87993997,4.33868082,0.02732140,0.78108615,0.01947341,0.00000000,1.75070824,0.00000000,1.09864402,1.53601286
-5.87393697,4.22914404,0.02505962,0.76715112,0.01818660,0.00000000,1.69512787,0.00000000,1.06227398,1.52377447
-5.86793397,4.13229614,0.02300114,0.75479093,0.01697598,0.00000000,1.64613586,0.00000000,1.02917892,1.51442057
-5.86193097,4.04700637,0.02116361,0.74374861,0.01584749,0.00000000,1.60336999,0.00000000,0.99896740,1.50739436
-5.85592796,3.97183509,0.01955966,0.73370446,0.01480495,0.00000000,1.56634968,0.00000000,0.97118477,1.50201557
-5.84992496,3.90510549,0.01819681,0.72429260,0.01385026,0.00000000,1.53449879,0.00000000,0.94533621,1.49751142
-5.84392196,3.84498201,0.01707749,0.71511936,0.01298350,0.00000000,1.50717059,0.00000000,0.92091121,1.49305113
-5.83791896,3.78955126,0.01619924,0.70578228,0.01220323,0.00000000,1.48367359,0.00000000,0.89740852,1.48778195
-5.83191596,3.73690190,0.01555494,0.69588911,0.01150664,0.00000000,1.46329695,0.00000000,0.87436036,1.48086530
-5.82591296,3.68519964,0.01513318,0.68507575,0.01088986,0.00000000,1.44533440,0.00000000,0.85135491,1.47151105
-5.81990995,3.63275452,0.01491868,0.67302254,0.01034814,0.00000000,1.42910588,0.00000000,0.82805623,1.45900871
-5.81390695,3.57807809,0.01489278,0.65946804,0.00987612,0.00000000,1.41397608,0.00000000,0.80422087,1.44275406
-5.80790395,3.51992896,0.01503394,0.64422007,0.00946799,0.00000000,1.39936973,0.00000000,0.77971069,1.42227034
-5.80190095,3.45734573,0.01531835,0.62716340,0.00911769,0.00000000,1.38478343,0.00000000,0.75450162,1.39722342
-5.79589795,3.38966742,0.01572047,0.60826421,0.00881912,0.00000000,1.36979411,0.00000000,0.72868831,1.36743041
-5.78989495,3.31654173,0.01621369,0.58757104,0.00856624,0.00000000,1.35406466,0.00000000,0.70248468,1.33286204
-5.78389195,3.23792255,0.01677090,0.56521266,0.00835324,0.00000000,1.33734687,0.00000000,0.67622081,1.29363885
-5.77788894,3.15405791,0.01736517,0.54139295,0.00817466,0.00000000,1.31948250,0.00000000,0.65033641,1.25002200
-5.77188594,3.06547046,0.01797032,0.51638333,0.00802553,0.00000000,1.30040279,0.00000000,0.62537157,1.20239937
-5.76588294,2.97293213,0.01856151,0.49051322,0.00790148,0.00000000,1.28012699,0.00000000,0.60195518,1.15126804
-5.75987994,2.87743501,0.01911584,0.46415901,0.00779887,0.00000000,1.25876029,0.00000000,0.58079168,1.09721409
-5.75387694,2.78016001,0.01961284,0.43773218,0.00771488,0.00000000,1.23649124,0.00000000,0.56264671,1.04089103
-5.74787394,2.68244479,0.02003490,0.41166711,0.00764764,0.00000000,1.21358908,0.00000000,0.54833208,0.98299758
-5.74187094,2.58575219,0.02036766,0.38640903,0.00759634,0.00000000,1.19040050,0.00000000,0.53869055,0.92425618
-5.73586793,2.49163973,0.02060030,0.36240270,0.00756125,0.00000000,1.16734613,0.00000000,0.53458065,0.86539270
-5.72986493,2.40173088,0.02072570,0.34008204,0.00754388,0.00000000,1.14491604,0.00000000,0.53686196,0.80711837
-5.72386193,2.31768800,0.02074054,0.31986109,0.00754691,0.00000000,1.12366434,0.00000000,0.54638066,0.75011419
-5.71785893,2.24118704,0.02064521,0.30212643,0.00757429,0.00000000,1.10420219,0.00000000,0.56395570,0.69501825
-5.71185593,2.17389353,0.02044368,0.28723121,0.00763116,0.00000000,1.08718910,0.00000000,0.59036537,0.64241615
-5.70585293,2.11743946,0.02014323,0.27549065,0.00772378,0.00000000,1.07332226,0.00000000,0.62633420,0.59283439
-5.69984992,2.07340068,0.01975408,0.26717910,0.00785943,0.00000000,1.06332362,0.00000000,0.67252013,0.54673671
-5.69384692,2.04327419,0.01928893,0.26252836,0.00804626,0.00000000,1.05792478,0.00000000,0.72950170,0.50452296
-5.68784392,2.02845513,0.01876245,0.26172721,0.00829307,0.00000000,1.05784984,0.00000000,0.79776534,0.46653034
-5.68184092,2.03021313,0.01819068,0.26492173,0.00860907,0.00000000,1.06379634,0.00000000,0.87769251,0.43303640
-5.67583792,2.04966819,0.01759048,0.27221644,0.00900360,0.00000000,1.07641476,0.00000000,0.96954681,0.40426364
-5.66983492,2.08776603,0.01697890,0.28367581,0.00948580,0.00000000,1.09628704,0.00000000,1.07346115,0.38038507
