energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.69984992,3.98428785,0.06538297,0.39713888,1.07298189,0.88013642,0.06799953,1.87918090,0.83693190,0.44285419
-5.69384692,3.99733755,0.06555198,0.38997086,1.08280898,0.91288825,0.06950681,1.89966164,0.82578525,0.43548142
-5.68784392,4.01061850,0.06545060,0.38228559,1.09374156,0.94624236,0.07106368,1.92111856,0.81451941,0.42749856
-5.68184092,4.02356995,0.06507061,0.37405308,1.10545773,0.97989452,0.07265639,1.94314445,0.80298751,0.41893059
-5.67583792,4.03559423,0.06441005,0.36525870,1.11764034,1.01349737,0.07426877,1.96529459,0.79105945,0.40981296
-5.66983492,4.04606842,0.06347330,0.35590480,1.12998387,1.04666380,0.07588233,1.98709429,0.77862808,0.40019123
-5.66383192,4.05435471,0.06227081,0.34601143,1.14219970,1.07897171,0.07747639,2.00804645,0.76561364,0.39012012
-5.65782891,4.05980958,0.06081875,0.33561599,1.15401940,1.10997057,0.07902829,2.02763935,0.75196627,0.37966202
-5.65182591,4.06179225,0.05913829,0.32477206,1.16519636,1.13918938,0.08051373,2.04535459,0.73766675,0.36888510
-5.64582291,4.05967278,0.05725489,0.31354736,1.17550580,1.16614628,0.08190715,2.06067556,0.72272559,0.35786112
-5.63981991,4.05284047,0.05519732,0.30202120,1.18474359,1.19035951,0.08318222,2.07309629,0.70718066,0.34666302
-5.63381691,4.04071292,0.05299666,0.29028136,1.19272410,1.21135959,0.08431248,2.08213105,0.69109376,0.33536255
-5.62781391,4.02274636,0.05068531,0.27842085,1.19927762,1.22870228,0.08527195,2.08732460,0.67454643,0.32402804
-5.62181091,3.99844759,0.04829592,0.26653457,1.20424764,1.24198219,0.08603598,2.08826309,0.65763536,0.31272238
-5.61580790,3.96738743,0.04586045,0.25471613,1.20748854,1.25084638,0.08658203,2.08458558,0.64046767,0.30150152
-5.60980490,3.92921588,0.04340935,0.24305499,1.20886391,1.25500762,0.08689055,2.07599580,0.62315659,0.29041331
-5.60380190,3.88367844,0.04097076,0.23163408,1.20824579,1.25425676,0.08694593,2.06227396,0.60581746,0.27949701
-5.59779890,3.83063327,0.03856998,0.22052793,1.20551516,1.24847362,0.08673734,2.04328819,0.58856454,0.26878328
-5.59179590,3.77006811,0.03622905,0.20980134,1.20056354,1.23763604,0.08625960,2.01900502,0.57150860,0.25829473
-5.58579290,3.70211643,0.03396647,0.19950880,1.19329593,1.22182655,0.08551390,1.98949847,0.55475525,0.24804695
-5.57978989,3.62707146,0.03179712,0.18969431,1.18363477,1.20123622,0.08450847,1.95495716,0.53840413,0.23804992
-5.57378689,3.54539724,0.02973230,0.18039179,1.17152483,1.17616547,0.08325898,1.91568892,0.52254878,0.22830974
-5.56778389,3.45773566,0.02777992,0.17162593,1.15693871,1.14702168,0.08178883,1.87212243,0.50727698,0.21883051
-5.56178089,3.36490844,0.02594475,0.16341328,1.13988262,1.11431334,0.08012912,1.82480546,0.49267151,0.20961621
-5.55577789,3.26791357,0.02422879,0.15576359,1.12040201,1.07864104,0.07831842,1.77439946,0.47881105,0.20067252
-5.54977489,3.16791549,0.02263166,0.14868121,1.09858674,1.04068527,0.07640222,1.72167040,0.46577111,0.19200841
-5.54377189,3.06622895,0.02115105,0.14216648,1.07457534,1.00119141,0.07443211,1.66747585,0.45362472,0.18363741
-5.53776888,2.96429653,0.01978311,0.13621699,1.04855799,0.96095241,0.07246470,1.61274841,0.44244290,0.17557851
-5.53176588,2.86366028,0.01852289,0.13082871,1.02077807,0.92078951,0.07056024,1.55847594,0.43229468,0.16785659
-5.52576288,2.76592814,0.01736473,0.12599683,0.99153185,0.88153164,0.06878106,1.50567909,0.42324680,0.16050242
-5.51975988,2.67273607,0.01630259,0.12171647,0.96116635,0.84399420,0.06718980,1.45538654,0.41536291,0.15355215
-5.51375688,2.58570707,0.01533033,0.11798300,0.93007522,0.80895774,0.06584751,1.40860902,0.40870249,0.14704643
-5.50775388,2.50640854,0.01444202,0.11479229,0.89869268,0.77714730,0.06481167,1.36631259,0.40331946,0.14102909
-5.50175088,2.43630922,0.01363208,0.11214062,0.86748577,0.74921300,0.06413423,1.32939233,0.39926066,0.13554565
-5.49574787,2.37673757,0.01289548,0.11002459,0.83694493,0.72571249,0.06385969,1.29864712,0.39656424,0.13064146
-5.48974487,2.32884275,0.01222784,0.10844076,0.80757343,0.70709574,0.06402334,1.27475650,0.39525822,0.12635987
-5.48374187,2.29355993,0.01162555,0.10738537,0.77987588,0.69369279,0.06464973,1.25826050,0.39535913,0.12274030
-5.47773887,2.27158120,0.01108583,0.10685395,0.75434627,0.68570464,0.06575135,1.24954306,0.39687104,0.11981644
-5.47173587,2.26333308,0.01060676,0.10684098,0.73145599,0.68319781,0.06732777,1.24881986,0.39978489,0.11761460
-5.46573287,2.26896184,0.01018734,0.10733953,0.71164235,0.68610257,0.06936504,1.25613102,0.40407822,0.11615231
-5.45972986,2.28832713,0.00982750,0.10834102,0.69529795,0.69421508,0.07183565,1.27133914,0.40971533,0.11543724
-5.45372686,2.32100433,0.00952812,0.10983498,0.68276139,0.70720339,0.07469885,1.29413279,0.41664778,0.11546649
-5.44772386,2.36629582,0.00929101,0.11180884,0.67430967,0.72461720,0.07790150,1.32403564,0.42481537,0.11622623
-5.44172086,2.42325092,0.00911892,0.11424786,0.67015258,0.74590115,0.08137931,1.36042089,0.43414726,0.11769172
-5.43571786,2.49069377,0.00901545,0.11713497,0.67042925,0.77041123,0.08505858,1.40253080,0.44456345,0.11982779
-5.42971486,2.56725855,0.00898504,0.12045072,0.67520708,0.79743410,0.08885822,1.44950055,0.45597639,0.12258957
-5.42371186,2.65143066,0.00903288,0.12417324,0.68448281,0.82620839,0.09269216,1.50038583,0.46829262,0.12592362
-5.41770885,2.74159250,0.00916473,0.12827816,0.69818594,0.85594772,0.09647190,1.55419297,0.48141453,0.12976926
-5.41170585,2.83607212,0.00938684,0.13273863,0.71618400,0.88586441,0.10010927,1.60991077,0.49524200,0.13406012
-5.40570285,2.93319303,0.00970567,0.13752529,0.73828946,0.91519325,0.10351913,1.66654252,0.50967394,0.13872578
-5.39969985,3.03132314,0.01012772,0.14260629,0.76426788,0.94321446,0.10662205,1.72313709,0.52460974,0.14369354
-5.39369685,3.12892087,0.01065923,0.14794735,0.79384682,0.96927500,0.10934673,1.77881780,0.53995048,0.14889004
-5.38769385,3.22457682,0.01130587,0.15351191,0.82672499,0.99280749,0.11163219,1.83280776,0.55559995,0.15424294
-5.38169085,3.31704903,0.01207242,0.15926126,0.86258121,1.01334598,0.11342954,1.88445059,0.57146544,0.15968231
-5.37568784,3.40529061,0.01296241,0.16515482,0.90108260,1.03053790,0.11470325,1.93322575,0.58745830,0.16514190
-5.36968484,3.48846868,0.01397782,0.17115044,0.94189160,1.04415193,0.11543200,1.97875758,0.60349421,0.17056017
-5.36368184,3.56597385,0.01511867,0.17720484,0.98467170,1.05408121,0.11560889,2.02081788,0.61949320,0.17588103
-5.35767884,3.63742015,0.01638280,0.18327404,1.02909126,1.06034200,0.11524123,2.05932188,0.63537950,0.18105435
-5.35167584,3.70263560,0.01776555,0.18931390,1.07482578,1.06306785,0.11434966,2.09431785,0.65108104,0.18603614
-5.34567284,3.76164417,0.01925957,0.19528073,1.12155837,1.06249943,0.11296694,2.12597107,0.66652885,0.19078862
-5.33966983,3.81464027,0.02085474,0.20113191,1.16897868,1.05897073,0.11113623,2.15454293,0.68165628,0.19527993
-5.33366683,3.86195736,0.02253808,0.20682649,1.21678075,1.05289211,0.10890914,2.18036638,0.69639810,0.19948377
-5.32766383,3.90403237,0.02429387,0.21232583,1.26465996,1.04473111,0.10634353,2.20381907,0.71068957,0.20337891
-5.32166083,3.94136806,0.02610383,0.21759425,1.31230983,1.03499179,0.10350119,2.22529569,0.72446557,0.20694863
-5.31565783,3.97449526,0.02794737,0.22259955,1.35941907,1.02419365,0.10044557,2.24518086,0.73765990,0.21018008
-5.30965483,4.00393713,0.02980207,0.22731358,1.40566940,1.01285100,0.09723957,2.26382418,0.75020471,0.21306376
-5.30365183,4.03017726,0.03164412,0.23171269,1.45073479,1.00145368,0.09394357,2.28151867,0.76203041,0.21559299
-5.29764882,4.05363314,0.03344897,0.23577824,1.49428241,0.99044992,0.09061373,2.29848368,0.77306584,0.21776355
-5.29164582,4.07463646,0.03519200,0.23949690,1.53597563,0.98023204,0.08730062,2.31485318,0.78323904,0.21957331
-5.28564282,4.09342081,0.03684922,0.24286106,1.57547918,0.97112544,0.08404822,2.33066992,0.79247848,0.22102216
-5.27963982,4.11011743,0.03839806,0.24586911,1.61246652,0.96338123,0.08089333,2.34588559,0.80071491,0.22211188
-5.27363682,4.12475882,0.03981810,0.24852573,1.64662920,0.95717273,0.07786539,2.36036701,0.80788370,0.22284626
-5.26763382,4.13728960,0.04109177,0.25084218,1.67768766,0.95259558,0.07498654,2.37390760,0.81392771,0.22323125
-5.26163082,4.14758397,0.04220504,0.25283643,1.70540326,0.94967141,0.07227216,2.38624361,0.81880057,0.22327517
-5.25562781,4.15546822,0.04314798,0.25453345,1.72959054,0.94835466,0.06973151,2.39707401,0.82247020,0.22298898
-5.24962481,4.16074693,0.04391515,0.25596531,1.75012920,0.94854191,0.06736866,2.40608272,0.82492248,0.22238652
-5.24362181,4.16323106,0.04450599,0.25717121,1.76697486,0.95008321,0.06518345,2.41296216,0.82616488,0.22148477
-5.23761881,4.16276632,0.04492490,0.25819755,1.78016796,0.95279477,0.06317261,2.41743645,0.82622972,0.22030401
-5.23161581,4.15925984,0.04518126,0.25909772,1.78983992,0.95647206,0.06133069,2.41928321,0.82517704,0.21886792
-5.22561281,4.15270375,0.04528927,0.25993186,1.79621618,0.96090298,0.05965107,2.41835269,0.82309670,0.21720354
-5.21960980,4.14319416,0.04526757,0.26076635,1.79961549,0.96588014,0.05812672,2.41458314,0.82010961,0.21534116
-5.21360680,4.13094448,0.04513875,0.26167318,1.80044533,0.97121181,0.05675086,2.40801173,0.81636787,0.21331406
-5.20760380,4.11629217,0.04492874,0.26272899,1.79919345,0.97673111,0.05551739,2.39878044,0.81205382,0.21115815
-5.20160080,4.09969879,0.04466607,0.26401397,1.79641565,0.98230301,0.05442116,2.38713659,0.80737774,0.20891147
-5.19559780,4.08174308,0.04438101,0.26561045,1.79272031,0.98782897,0.05345805,2.37342825,0.80257438,0.20661362
-5.18959480,4.06310763,0.04410470,0.26760126,1.78875032,0.99324914,0.05262483,2.35809456,0.79789833,0.20430508
-5.18359180,4.04455979,0.04386826,0.27006796,1.78516305,0.99854222,0.05191900,2.34165184,0.79361828,0.20202653
-5.17758879,4.02692800,0.04370187,0.27308888,1.78260946,1.00372310,0.05133837,2.32467605,0.79001052,0.19981807
-5.17158579,4.01107471,0.04363393,0.27673708,1.78171325,1.00883871,0.05088076,2.30778268,0.78735178,0.19771852
-5.16558279,3.99786753,0.04369027,0.28107832,1.78305098,1.01396235,0.05054353,2.29160522,0.78591180,0.19576468
-5.15957979,3.98815001,0.04389350,0.28616912,1.78713420,1.01918709,0.05032320,2.27677316,0.78594597,0.19399071
-5.15357679,3.98271388,0.04426243,0.29205498,1.79439442,1.02461862,0.05021518,2.26389089,0.78768828,0.19242759
-5.14757379,3.98227392,0.04481168,0.29876888,1.80517153,1.03036813,0.05021348,2.25351842,0.79134497,0.19110262
-5.14157079,3.98744706,0.04555144,0.30633016,1.81970623,1.03654562,0.05031060,2.24615481,0.79708922,0.19003918
-5.13556778,3.99873644,0.04648735,0.31474373,1.83813678,1.04325420,0.05049755,2.24222528,0.80505704,0.18925646
-5.12956478,4.01652146,0.04762061,0.32399992,1.86050000,1.05058546,0.05076394,2.24207218,0.81534460,0.18876951
-5.12356178,4.04105383,0.04894820,0.33407466,1.88673637,1.05861641,0.05109825,2.24595045,0.82800706,0.18858926
-5.11755878,4.07245985,0.05046321,0.34493028,1.91669893,1.06740782,0.05148813,2.25402731,0.84305900,0.18872282
-5.11155578,4.11074830,0.05215538,0.35651677,1.95016510,1.07700426,0.05192085,2.26638604,0.86047624,0.18917375
-5.10555278,4.15582319,0.05401162,0.36877341,1.98685095,1.08743540,0.05238377,2.28303332,0.88019902,0.18994251
-5.09954977,4.20750033,0.05601670,0.38163076,2.02642678,1.09871856,0.05286478,2.30390949,0.90213616,0.19102687
-5.09354677,4.26552623,0.05815385,0.39501291,2.06853326,1.11086205,0.05335283,2.32890070,0.92617001,0.19242244
-5.08754377,4.32959805,0.06040547,0.40883975,2.11279712,1.12386903,0.05383831,2.35785222,0.95216175,0.19412307
-5.08154077,4.39938285,0.06275372,0.42302924,2.15884551,1.13774133,0.05431343,2.39058169,0.97995667,0.19612122
-5.07553777,4.47453492,0.06518107,0.43749951,2.20631836,1.15248300,0.05477250,2.42689148,1.00938915,0.19840828
-5.06953477,4.55470975,0.06767073,0.45217065,2.25487808,1.16810302,0.05521200,2.46657923,1.04028684,0.20097469
-5.06353177,4.63957379,0.07020698,0.46696611,2.30421634,1.18461698,0.05563071,2.50944594,1.07247399,0.20381001
-5.05752876,4.72880924,0.07277539,0.48181365,2.35405760,1.20204752,0.05602952,2.55530105,1.10577353,0.20690277
-5.05152576,4.82211387,0.07536283,0.49664572,2.40415969,1.22042337,0.05641125,2.60396437,1.14000797,0.21024024
-5.04552276,4.91919585,0.07795744,0.51139945,2.45431165,1.23977700,0.05678036,2.65526489,1.17499910,0.21380805
-5.03951976,5.01976453,0.08054840,0.52601609,2.50432930,1.26014115,0.05714247,2.70903666,1.21056661,0.21758977
-5.03351676,5.12351801,0.08312573,0.54044013,2.55404943,1.28154437,0.05750396,2.76511258,1.24652591,0.22156643
-5.02751376,5.23012910,0.08567987,0.55461819,2.60332316,1.30400601,0.05787139,2.82331662,1.28268544,0.22571607
-5.02151076,5.33923103,0.08820141,0.56849772,2.65200958,1.32753110,0.05825108,2.88345548,1.31884397,0.23001332
-5.01550775,5.45040481,0.09068068,0.58202588,2.69997029,1.35210557,0.05864854,2.94531073,1.35478811,0.23442920
-5.00950475,5.56316968,0.09310754,0.59514850,2.74706578,1.37769226,0.05906808,3.00863231,1.39029072,0.23893101
-5.00350175,5.67697817,0.09547113,0.60780950,2.79315410,1.40422824,0.05951242,3.07313433,1.42511028,0.24348247
-4.99749875,5.79121671,0.09775982,0.61995064,2.83809227,1.43162360,0.05998247,3.13849383,1.45899183,0.24804418
-4.99149575,5.90521259,0.09996126,0.63151197,2.88174052,1.45976208,0.06047709,3.20435298,1.49166938,0.25257421
-4.98549275,6.01824721,0.10206257,0.64243270,2.92396923,1.48850357,0.06099313,3.27032481,1.52287007,0.25702906
-4.97948974,6.12957516,0.10405064,0.65265273,2.96466808,1.51768840,0.06152544,3.33600237,1.55231983,0.26136475
-4.97348674,6.23844824,0.10591261,0.66211455,3.00375677,1.54714308,0.06206706,3.40097078,1.57975038,0.26553811
-4.96748374,6.34414265,0.10763638,0.67076557,3.04119626,1.57668733,0.06260952,3.46482141,1.60490727,0.26950818
-4.96148074,6.44598770,0.10921113,0.67856059,3.07699961,1.60614166,0.06314312,3.52716709,1.62755829,0.27323757
-4.95547774,6.54339363,0.11062795,0.68546423,3.11124111,1.63533511,0.06365742,3.58765733,1.64750196,0.27669376
-4.94947474,6.63587650,0.11188034,0.69145322,3.14406269,1.66411237,0.06414159,3.64599204,1.66457538,0.27985025
-4.94347174,6.72307777,0.11296459,0.69651820,3.17567654,1.69233981,0.06458491,3.70193281,1.67866085,0.28268735
-4.93746873,6.80477697,0.11388014,0.70066498,3.20636314,1.71990984,0.06497717,3.75531042,1.68969092,0.28519280
-4.93146573,6.88089582,0.11462967,0.70391506,3.23646426,1.74674311,0.06530904,3.80602805,1.69765132,0.28736180
-4.92546273,6.95149324,0.11521900,0.70630532,3.26637074,1.77278832,0.06557242,3.85405934,1.70258164,0.28919680
-4.91945973,7.01675096,0.11565691,0.70788695,3.29650527,1.79801963,0.06576067,3.89944149,1.70457357,0.29070681
-4.91345673,7.07695042,0.11595461,0.70872351,3.32730092,1.82243158,0.06586880,3.94226346,1.70376683,0.29190629
-4.90745373,7.13244236,0.11612518,0.70888835,3.35917634,1.84603195,0.06589351,3.98265013,1.70034304,0.29281384
-4.90145073,7.18361094,0.11618285,0.70846154,3.39250913,1.86883303,0.06583326,4.02074328,1.69451791,0.29345055
-4.89544772,7.23083490,0.11614214,0.70752645,3.42760871,1.89084176,0.06568817,4.05668083,1.68653224,0.29383830
-4.88944472,7.27444849,0.11601707,0.70616630,3.46469069,1.91204969,0.06545986,4.09057580,1.67664236,0.29399808
-4.88344172,7.31470509,0.11582036,0.70446081,3.50385429,1.93242330,0.06515133,4.12249655,1.66511058,0.29394836
-4.87743872,7.35174613,0.11556268,0.70248340,3.54506443,1.95189559,0.06476672,4.15244989,1.65219634,0.29370374
-4.87143572,7.38557784,0.11525212,0.70029880,3.58813996,1.97035959,0.06431111,4.18036834,1.63814842,0.29327396
-4.86543272,7.41605766,0.11489380,0.69796160,3.63274889,1.98766434,0.06379025,4.20610267,1.62319886,0.29266328
-4.85942971,7.44289147,0.11448965,0.69551552,3.67841146,2.00361387,0.06321045,4.22942037,1.60755862,0.29187032
-4.85342671,7.46564215,0.11403846,0.69299361,3.72451097,2.01796929,0.06257833,4.25001044,1.59141534,0.29088837
-4.84742371,7.48374899,0.11353615,0.69041924,3.77031211,2.03045420,0.06190071,4.26749423,1.57493292,0.28970616
-4.84142071,7.49655690,0.11297614,0.68780776,3.81498593,2.04076302,0.06118453,4.28144181,1.55825291,0.28830898
-4.83541771,7.50335342,0.11235002,0.68516873,3.85764024,2.04857206,0.06043675,4.29139286,1.54149729,0.28668012
-4.82941471,7.50341121,0.11164821,0.68250839,3.89735372,2.05355272,0.05966439,4.29688076,1.52477217,0.28480248
-4.82341171,7.49603314,0.11086077,0.67983218,3.93321199,2.05538607,0.05887445,4.29745841,1.50817196,0.28266032
-4.81740870,7.48059713,0.10997816,0.67714712,3.96434373,2.05377817,0.05807400,4.29272412,1.49178354,0.28024081
-4.81140570,7.45659776,0.10899201,0.67446366,3.98995485,2.04847520,0.05727018,4.28234593,1.47568981,0.27753559
-4.80540270,7.42368201,0.10789577,0.67179698,4.00935902,2.03927767,0.05647025,4.26608302,1.45997238,0.27454190
-4.79939970,7.38167697,0.10668522,0.66916754,4.02200303,2.02605301,0.05568159,4.24380277,1.44471298,0.27126341
-4.79339670,7.33060802,0.10535885,0.66660070,4.02748584,2.00874582,0.05491170,4.21549274,1.42999340,0.26771064
-4.78739370,7.27070636,0.10391802,0.66412560,4.02557075,1.98738536,0.05416820,4.18126686,1.41589414,0.26390092
-4.78139070,7.20240599,0.10236700,0.66177324,4.01619018,1.96208993,0.05345873,4.14136578,1.40249151,0.25985791
-4.77538769,7.12633047,0.10071277,0.65957390,3.99944359,1.93306795,0.05279092,4.09615146,1.38985380,0.25561075
-4.76938469,7.04327082,0.09896469,0.65755420,3.97558886,1.90061581,0.05217221,4.04609673,1.37803662,0.25119287
-4.76338169,6.95415612,0.09713413,0.65573386,3.94502844,1.86511260,0.05160976,3.99177058,1.36707792,0.24664059
-4.75737869,6.86001909,0.09523387,0.65412260,3.90829118,1.82701199,0.05111023,3.93382021,1.35699313,0.24199152
-4.75137569,6.76195881,0.09327757,0.65271734,3.86601157,1.78683182,0.05067964,3.87295122,1.34777087,0.23728305
-4.74537269,6.66110298,0.09127921,0.65149992,3.81890768,1.74514161,0.05032315,3.80990685,1.33936971,0.23255077
-4.73936968,6.55857193,0.08925254,0.65043567,3.76775921,1.70254886,0.05004488,3.74544775,1.33171619,0.22782722
-4.73336668,6.45544630,0.08721064,0.64947278,3.71338703,1.65968436,0.04984770,3.68033304,1.32470454,0.22314081
-4.72736368,6.35273980,0.08516552,0.64854279,3.65663500,1.61718728,0.04973309,3.61530357,1.31819801,0.21851502
-4.72136068,6.25137818,0.08312788,0.64756204,3.59835492,1.57569032,0.04970098,3.55106790,1.31203198,0.21396805
-4.71535768,6.15218481,0.08110697,0.64643416,3.53939489,1.53580554,0.04974962,3.48829128,1.30601873,0.20951273
-4.70935468,6.05587282,0.07911060,0.64505335,3.48059102,1.49811097,0.04987551,3.42758765,1.29995345,0.20515684
-4.70335168,5.96304330,0.07714516,0.64330842,3.42276214,1.46313858,0.05007334,3.36951444,1.29362140,0.20090361
-4.69734867,5.87418864,0.07521589,0.64108723,3.36670687,1.43136351,0.05033601,3.31456963,1.28680567,0.19675256
-4.69134567,5.78969976,0.07332707,0.63828140,3.31320221,1.40319493,0.05065465,3.26319076,1.27929517,0.19270049
-4.68534267,5.70987576,0.07148232,0.63479096,3.26300256,1.37896839,0.05101872,3.21575489,1.27089232,0.18874245
-4.67933967,5.63493472,0.06968495,0.63052866,3.21683818,1.35893988,0.05141617,3.17257914,1.26142021,0.18487282
-4.67333667,5.56502410,0.06793823,0.62542381,3.17541205,1.34328149,0.05183359,3.13392107,1.25072862,0.18108625
-4.66733367,5.50022966,0.06624567,0.61942534,3.13939439,1.33207859,0.05225645,3.09997842,1.23869883,0.17737850
-4.66133067,5.44058199,0.06461118,0.61250398,3.10941412,1.32532867,0.05266940,3.07088791,1.22524688,0.17374707
-4.65532766,5.38606010,0.06303924,0.60465351,3.08604700,1.32294163,0.05305657,3.04672288,1.21032523,0.17019154
-4.64932466,5.33659187,0.06153490,0.59589098,3.06980062,1.32474151,0.05340188,3.02748988,1.19392284,0.16671382
-4.64332166,5.29205161,0.06010375,0.58625597,3.06109644,1.33046984,0.05368943,3.01312452,1.17606378,0.16331800
