energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.06953477,2.52884468,0.00572332,0.30563503,0.67624504,0.46186576,1.25052885,0.00000000,0.75919815,0.63410387
-5.06353177,2.49482205,0.00584512,0.31066051,0.66502865,0.45088023,1.22309729,0.00000000,0.77136556,0.63025072
-5.05752876,2.46375775,0.00594524,0.31627212,0.65462484,0.43985010,1.19713345,0.00000000,0.78343016,0.62775625
-5.05152576,2.43610650,0.00602187,0.32253746,0.64503864,0.42890264,1.17277911,0.00000000,0.79525143,0.62682149
-5.04552276,2.41209473,0.00607341,0.32950426,0.63620226,0.41813652,1.15004260,0.00000000,0.80664547,0.62758814
-5.03951976,2.39173130,0.00609846,0.33719873,0.62798344,0.40762296,1.12881037,0.00000000,0.81739220,0.63013676
-5.03351676,2.37482744,0.00609591,0.34562457,0.62019669,0.39740836,1.10886401,0.00000000,0.82724456,0.63448694
-5.02751376,2.36102424,0.00606501,0.35476251,0.61261678,0.38751811,1.08990164,0.00000000,0.83593939,0.64059932
-5.02151076,2.34982586,0.00600538,0.36457038,0.60499350,0.37796136,1.07156233,0.00000000,0.84320923,0.64837922
-5.01550775,2.34063626,0.00591709,0.37498371,0.59706703,0.36873638,1.05345217,0.00000000,0.84879447,0.65768143
-5.00950475,2.33279742,0.00580067,0.38591680,0.58858299,0.35983610,1.03517045,0.00000000,0.85245519,0.66831618
-5.00350175,2.32562681,0.00565714,0.39726406,0.57930651,0.35125356,1.01633470,0.00000000,0.85398196,0.68005561
-4.99749875,2.31845237,0.00548800,0.40890183,0.56903449,0.34298680,0.99660322,0.00000000,0.85320519,0.69264076
-4.99149575,2.31064341,0.00529522,0.42069039,0.55760568,0.33504308,0.97569422,0.00000000,0.85000240,0.70578871
-4.98549275,2.30163607,0.00508119,0.43247629,0.54490803,0.32744200,0.95340063,0.00000000,0.84430335,0.71919958
-4.97948974,2.29095271,0.00484869,0.44409489,0.53088329,0.32021745,0.92960013,0.00000000,0.83609254,0.73256351
-4.97348674,2.27821482,0.00460080,0.45537315,0.51552858,0.31341831,0.90426018,0.00000000,0.82540934,0.74556720
-4.96748374,2.26314936,0.00434087,0.46613268,0.49889530,0.30710780,0.87743813,0.00000000,0.81234579,0.75790020
-4.96148074,2.24558913,0.00407235,0.47619300,0.48108542,0.30136157,0.84927662,0.00000000,0.79704226,0.76926077
-4.95547774,2.22546778,0.00379878,0.48537493,0.46224566,0.29626472,0.81999496,0.00000000,0.77968145,0.77936148
-4.94947474,2.20281047,0.00352366,0.49350432,0.44255998,0.29190782,0.78987710,0.00000000,0.76048116,0.78793432
-4.94347174,2.17772129,0.00325035,0.50041580,0.42224098,0.28838225,0.75925703,0.00000000,0.73968617,0.79473563
-4.93746873,2.15036856,0.00298200,0.50595667,0.40152055,0.28577507,0.72850265,0.00000000,0.71755994,0.79955057
-4.93146573,2.12096926,0.00272150,0.50999073,0.38064054,0.28416379,0.69799887,0.00000000,0.69437636,0.80219733
-4.92546273,2.08977357,0.00247138,0.51240208,0.35984374,0.28361125,0.66813090,0.00000000,0.67041205,0.80253086
-4.91945973,2.05705041,0.00223377,0.51309859,0.33936560,0.28416096,0.63926855,0.00000000,0.64593954,0.80044619
-4.91345673,2.02307478,0.00201041,0.51201503,0.31942711,0.28583310,0.61175218,0.00000000,0.62122140,0.79588109
-4.90745373,1.98811718,0.00180259,0.50911566,0.30022887,0.28862148,0.58588077,0.00000000,0.59650560,0.78881812
-4.90145073,1.95243564,0.00161118,0.50439616,0.28194674,0.29249161,0.56190264,0.00000000,0.57202199,0.77928577
-4.89544772,1.91627011,0.00143662,0.49788473,0.26472871,0.29737990,0.54000889,0.00000000,0.54797987,0.76735867
-4.88944472,1.87983934,0.00127897,0.48964230,0.24869338,0.30319429,0.52032958,0.00000000,0.52456652,0.75315676
-4.88344172,1.84333976,0.00113796,0.47976176,0.23392955,0.30981604,0.50293274,0.00000000,0.50194656,0.73684328
-4.87743872,1.80694607,0.00101298,0.46836621,0.22049693,0.31710284,0.48782583,0.00000000,0.48026177,0.71862163
-4.87143572,1.77081307,0.00090321,0.45560620,0.20842773,0.32489290,0.47495939,0.00000000,0.45963141,0.69873106
-4.86543272,1.73507827,0.00080760,0.44165608,0.19772891,0.33301004,0.46423252,0.00000000,0.44015270,0.67744122
-4.85942971,1.69986484,0.00072497,0.42670955,0.18838487,0.34126947,0.45549978,0.00000000,0.42190133,0.65504588
-4.85342671,1.66528452,0.00065403,0.41097458,0.18036029,0.34948391,0.44857909,0.00000000,0.40493205,0.63185575
-4.84742371,1.63144016,0.00059349,0.39466790,0.17360317,0.35746991,0.44326017,0.00000000,0.38927914,0.60819084
-4.84142071,1.59842773,0.00054201,0.37800930,0.16804766,0.36505400,0.43931312,0.00000000,0.37495688,0.58437259
-4.83541771,1.56633763,0.00049832,0.36121599,0.16361676,0.37207836,0.43649692,0.00000000,0.36196010,0.56071592
-4.82941471,1.53525533,0.00046121,0.34449713,0.16022483,0.37840584,0.43456736,0.00000000,0.35026479,0.53752174
-4.82341171,1.50526127,0.00042957,0.32804906,0.15777972,0.38392397,0.43328433,0.00000000,0.33982903,0.51506995
-4.81740870,1.47643030,0.00040241,0.31205099,0.15618470,0.38854789,0.43241818,0.00000000,0.33059425,0.49361343
-4.81140570,1.44883067,0.00037883,0.29666181,0.15534010,0.39222202,0.43175517,0.00000000,0.32248696,0.47337301
-4.80540270,1.42252281,0.00035811,0.28201768,0.15514476,0.39492044,0.43110176,0.00000000,0.31542102,0.45453379
-4.79939970,1.39755809,0.00033961,0.26823074,0.15549728,0.39664595,0.43028787,0.00000000,0.30930043,0.43724278
-4.79339670,1.37397777,0.00032283,0.25538893,0.15629712,0.39742796,0.42916917,0.00000000,0.30402279,0.42160792
-4.78739370,1.35181215,0.00030740,0.24355668,0.15744567,0.39731930,0.42762828,0.00000000,0.29948303,0.40769851
-4.78139070,1.33108028,0.00029304,0.23277664,0.15884724,0.39639210,0.42557514,0.00000000,0.29557768,0.39554685
-4.77538769,1.31179011,0.00027955,0.22307205,0.16040999,0.39473318,0.42294663,0.00000000,0.29220928,0.38515109
-4.76938469,1.29393925,0.00026681,0.21444981,0.16204691,0.39243890,0.41970542,0.00000000,0.28929074,0.37647897
-4.76338169,1.27751634,0.00025478,0.20690390,0.16367674,0.38961014,0.41583843,0.00000000,0.28674966,0.36947228
-4.75737869,1.26250299,0.00024345,0.20041895,0.16522498,0.38634736,0.41135473,0.00000000,0.28453210,0.36405182
-4.75137569,1.24887633,0.00023285,0.19497392,0.16662476,0.38274622,0.40628322,0.00000000,0.28260586,0.36012267
-4.74537269,1.23661204,0.00022302,0.19054551,0.16781779,0.37889389,0.40067019,0.00000000,0.28096307,0.35757935
-4.73936968,1.22568781,0.00021406,0.18711126,0.16875524,0.37486632,0.39457670,0.00000000,0.27962179,0.35631096
-4.73336668,1.21608721,0.00020602,0.18465218,0.16939857,0.37072651,0.38807609,0.00000000,0.27862677,0.35620581
-4.72736368,1.20780378,0.00019901,0.18315488,0.16972026,0.36652396,0.38125158,0.00000000,0.27804929,0.35715570
-4.72136068,1.20084537,0.00019310,0.18261302,0.16970450,0.36229520,0.37419414,0.00000000,0.27798597,0.35905952
-4.71535768,1.19523857,0.00018840,0.18302828,0.16934780,0.35806543,0.36700051,0.00000000,0.27855690,0.36182626
-4.70935468,1.19103310,0.00018500,0.18441071,0.16865942,0.35385107,0.35977169,0.00000000,0.27990296,0.36537738
-4.70335168,1.18830618,0.00018301,0.18677858,0.16766174,0.34966316,0.35261168,0.00000000,0.28218270,0.36964856
-4.69734867,1.18716666,0.00018254,0.19015796,0.16639052,0.34551121,0.34562662,0.00000000,0.28556883,0.37459090
-4.69134567,1.18775893,0.00018374,0.19458189,0.16489503,0.34140752,0.33892434,0.00000000,0.29024460,0.38017166
-4.68534267,1.19026629,0.00018675,0.20008947,0.16323796,0.33737140,0.33261419,0.00000000,0.29640012,0.38637462
-4.67933967,1.19491387,0.00019177,0.20672492,0.16149532,0.33343330,0.32680727,0.00000000,0.30422897,0.39320024
-4.67333667,1.20197084,0.00019899,0.21453665,0.15975608,0.32963842,0.32161683,0.00000000,0.31392506,0.40066551
-4.66733367,1.21175170,0.00020866,0.22357648,0.15812164,0.32604970,0.31715899,0.00000000,0.32567984,0.40880385
-4.66133067,1.22461659,0.00022103,0.23389903,0.15670516,0.32274980,0.31355338,0.00000000,0.33967992,0.41766493
-4.65532766,1.24097032,0.00023640,0.24556131,0.15563063,0.31984224,0.31092401,0.00000000,0.35610506,0.42731444
-4.64932466,1.26125996,0.00025508,0.25862243,0.15503169,0.31745121,0.30939984,0.00000000,0.37512639,0.43783384
-4.64332166,1.28597074,0.00027738,0.27314333,0.15505025,0.31572041,0.30911524,0.00000000,0.39690477,0.44932009
