energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.13584293,0.00992870,0.02450777,0.38468441,0.29133961,0.70899545,0.00000000,0.36893039,0.11960827
-5.99399700,1.16521633,0.01002782,0.02449245,0.40152255,0.30104738,0.73052949,0.00000000,0.38819699,0.12332192
-5.98799400,1.20440836,0.01010821,0.02475518,0.42246321,0.31258592,0.75844936,0.00000000,0.41161859,0.12836810
-5.98199100,1.25330178,0.01017132,0.02529037,0.44735021,0.32598308,0.79264801,0.00000000,0.43901534,0.13469994
-5.97598799,1.31156630,0.01021951,0.02608742,0.47594282,0.34121689,0.83287940,0.00000000,0.47011826,0.14224517
-5.96998499,1.37865176,0.01025596,0.02713072,0.50791488,0.35821240,0.87875466,0.00000000,0.50456829,0.15090627
-5.96398199,1.45378717,0.01028455,0.02839962,0.54285601,0.37684013,0.92974206,0.00000000,0.54191767,0.16056120
-5.95797899,1.53598632,0.01030968,0.02986860,0.58027539,0.39691626,0.98517119,0.00000000,0.58163373,0.17106487
-5.95197599,1.62406046,0.01033609,0.03150753,0.61960813,0.41820474,1.04424179,0.00000000,0.62310559,0.18225146
-5.94597299,1.71663829,0.01036860,0.03328212,0.66022451,0.44042135,1.10603738,0.00000000,0.66565374,0.19393746
-5.93996998,1.81219311,0.01041188,0.03515448,0.70144191,0.46323958,1.16954337,0.00000000,0.70854265,0.20592549
-5.93396698,1.90907652,0.01047023,0.03708388,0.74253934,0.48629823,1.23366956,0.00000000,0.75099604,0.21800883
-5.92796398,2.00555787,0.01054729,0.03902758,0.78277404,0.50921052,1.29727620,0.00000000,0.79221471,0.22997649
-5.92196098,2.09986811,0.01064588,0.04094186,0.82139984,0.53157432,1.35920296,0.00000000,0.83139623,0.24161864
-5.91595798,2.19024645,0.01076777,0.04278308,0.85768643,0.55298317,1.41829954,0.00000000,0.86775594,0.25273226
-5.90995498,2.27498815,0.01091357,0.04450876,0.89093903,0.57303762,1.47345699,0.00000000,0.90054848,0.26312670
-5.90395198,2.35249134,0.01108264,0.04607877,0.92051741,0.59135649,1.52363830,0.00000000,0.92908896,0.27262894
-5.89794897,2.42130100,0.01127300,0.04745639,0.94585369,0.60758752,1.56790697,0.00000000,0.95277288,0.28108837
-5.89194597,2.48014818,0.01148140,0.04860932,0.96646798,0.62141706,1.60545245,0.00000000,0.97109400,0.28838067
-5.88594297,2.52798283,0.01170336,0.04951056,0.98198117,0.63257837,1.63561115,0.00000000,0.98365915,0.29441085
-5.87993997,2.56399873,0.01193328,0.05013913,0.99212445,0.64085819,1.65788238,0.00000000,0.99019955,0.29911507
-5.87393697,2.58764960,0.01216465,0.05048057,0.99674494,0.64610146,1.67193828,0.00000000,0.99057790,0.30246133
-5.86793397,2.59865583,0.01239020,0.05052723,0.99580733,0.64821390,1.67762759,0.00000000,0.98479094,0.30444885
-5.86193097,2.59700169,0.01260217,0.05027834,0.98939150,0.64716257,1.67497317,0.00000000,0.97296752,0.30510626
-5.85592796,2.58292342,0.01279259,0.04973980,0.97768623,0.64297442,1.66416351,0.00000000,0.95536202,0.30448869
-5.84992496,2.55688912,0.01295351,0.04892379,0.96097944,0.63573294,1.64553880,0.00000000,0.93234373,0.30267395
-5.84392196,2.51957156,0.01307733,0.04784813,0.93964547,0.62557326,1.61957247,0.00000000,0.90438253,0.29975792
-5.83791896,2.47181552,0.01315702,0.04653552,0.91412997,0.61267594,1.58684914,0.00000000,0.87203161,0.29584949
-5.83191596,2.41460151,0.01318637,0.04501262,0.88493338,0.59725973,1.54804020,0.00000000,0.83590818,0.29106535
-5.82591296,2.34900750,0.01316027,0.04330900,0.85259347,0.57957383,1.50387824,0.00000000,0.79667287,0.28552476
-5.81990995,2.27617073,0.01307478,0.04145611,0.81766808,0.55988986,1.45513160,0.00000000,0.75500888,0.27934478
-5.81390695,2.19725124,0.01292737,0.03948626,0.78071850,0.53849391,1.40258007,0.00000000,0.71160174,0.27263598
-5.80790395,2.11339857,0.01271693,0.03743157,0.74229433,0.51567898,1.34699285,0.00000000,0.66712043,0.26549901
-5.80190095,2.02572295,0.01244386,0.03532309,0.70292033,0.49173813,1.28910952,0.00000000,0.62220069,0.25802201
-5.79589795,1.93527180,0.01211001,0.03319004,0.66308549,0.46695834,1.22962456,0.00000000,0.57743081,0.25027908
-5.78989495,1.84301201,0.01171863,0.03105911,0.62323484,0.44161540,1.16917582,0.00000000,0.53334063,0.24232972
-5.78389195,1.74981821,0.01127424,0.02895402,0.58376379,0.41596972,1.10833695,0.00000000,0.49039355,0.23421924
-5.77788894,1.65646676,0.01078249,0.02689520,0.54501516,0.39026327,1.04761371,0.00000000,0.44898188,0.22598005
-5.77188594,1.56363498,0.01024997,0.02489965,0.50727859,0.36471733,0.98744373,0.00000000,0.40942523,0.21763363
-5.76588294,1.47190482,0.00968397,0.02298090,0.47079202,0.33953125,0.92819934,0.00000000,0.37197168,0.20919304
-5.75987994,1.38177017,0.00909227,0.02114917,0.43574507,0.31488187,0.87019273,0.00000000,0.33680145,0.20066577
-5.75387694,1.29364664,0.00848291,0.01941159,0.40228359,0.29092368,0.81368287,0.00000000,0.30403243,0.19205664
-5.74787394,1.20788289,0.00786394,0.01777255,0.37051523,0.26778943,0.75888336,0.00000000,0.27372727,0.18337069
-5.74187094,1.12477251,0.00724318,0.01623402,0.34051545,0.24559109,0.70597082,0.00000000,0.24590134,0.17461570
-5.73586793,1.04456558,0.00662809,0.01479600,0.31233366,0.22442118,0.65509285,0.00000000,0.22053122,0.16580438
-5.72986493,0.96747911,0.00602551,0.01345693,0.28599905,0.20435411,0.60637546,0.00000000,0.19756316,0.15695594
-5.72386193,0.89370588,0.00544158,0.01221405,0.26152599,0.18544769,0.55992929,0.00000000,0.17692113,0.14809712
-5.71785893,0.82342134,0.00488161,0.01106378,0.23891860,0.16774461,0.51585453,0.00000000,0.15851423,0.13926246
-5.71185593,0.75678822,0.00435002,0.01000202,0.21817449,0.15127384,0.47424432,0.00000000,0.14224313,0.13049411
-5.70585293,0.69395905,0.00385029,0.00902445,0.19928755,0.13605194,0.43518668,0.00000000,0.12800535,0.12184096
-5.69984992,0.63507657,0.00338498,0.00812667,0.18224971,0.12208430,0.39876496,0.00000000,0.11569945,0.11335725
-5.69384692,0.58027227,0.00295572,0.00730441,0.16705185,0.10936617,0.36505704,0.00000000,0.10522788,0.10510094
-5.68784392,0.52966360,0.00256334,0.00655357,0.15368377,0.09788371,0.33413343,0.00000000,0.09649880,0.09713165
-5.68184092,0.48334986,0.00220785,0.00587033,0.14213343,0.08761474,0.30605455,0.00000000,0.08942669,0.08950859
-5.67583792,0.44140762,0.00188863,0.00525110,0.13238565,0.07852951,0.28086746,0.00000000,0.08393209,0.08228837
-5.66983492,0.40388570,0.00160444,0.00469254,0.12442018,0.07059133,0.25860229,0.00000000,0.07994048,0.07552300
-5.66383192,0.37080028,0.00135362,0.00419152,0.11820962,0.06375711,0.23926866,0.00000000,0.07738062,0.06925799
-5.65782891,0.34213046,0.00113410,0.00374506,0.11371711,0.05797784,0.22285229,0.00000000,0.07618232,0.06353077
-5.65182591,0.31781451,0.00094359,0.00335027,0.11089400,0.05319902,0.20931199,0.00000000,0.07627408,0.05836946
-5.64582291,0.29774703,0.00077963,0.00300431,0.10967771,0.04936107,0.19857732,0.00000000,0.07758059,0.05379194
-5.63981991,0.28177735,0.00063966,0.00270436,0.10998984,0.04639973,0.19054692,0.00000000,0.08002035,0.04980532
-5.63381691,0.26970906,0.00052116,0.00244756,0.11173479,0.04424647,0.18508773,0.00000000,0.08350352,0.04640588
-5.62781391,0.26130098,0.00042165,0.00223100,0.11479876,0.04282899,0.18203515,0.00000000,0.08793027,0.04357921
-5.62181091,0.25626950,0.00033875,0.00205174,0.11904960,0.04207170,0.18119420,0.00000000,0.09318958,0.04130087
-5.61580790,0.25429227,0.00027024,0.00190679,0.12433715,0.04189640,0.18234170,0.00000000,0.09915874,0.03953721
-5.60980490,0.25501337,0.00021408,0.00179320,0.13049455,0.04222300,0.18522950,0.00000000,0.10570348,0.03824655
-5.60380190,0.25804957,0.00016840,0.00170802,0.13734019,0.04297042,0.18958867,0.00000000,0.11267901,0.03738051
-5.59779890,0.26299802,0.00013155,0.00164844,0.14468059,0.04405757,0.19513469,0.00000000,0.11993166,0.03688553
-5.59179590,0.26944475,0.00010206,0.00161183,0.15231389,0.04540451,0.20157344,0.00000000,0.12730134,0.03670456
-5.58579290,0.27697416,0.00007864,0.00159584,0.16003415,0.04693378,0.20860789,0.00000000,0.13462470,0.03677872
-5.57978989,0.28517910,0.00006021,0.00159845,0.16763609,0.04857173,0.21594538,0.00000000,0.14173880,0.03704906
-5.57378689,0.29367126,0.00004581,0.00161811,0.17492027,0.05025007,0.22330519,0.00000000,0.14848523,0.03745833
-5.56778389,0.30209171,0.00003467,0.00165386,0.18169855,0.05190736,0.23042629,0.00000000,0.15471456,0.03795255
-5.56178089,0.31012110,0.00002614,0.00170535,0.18779948,0.05349053,0.23707489,0.00000000,0.16029082,0.03848264
-5.55577789,0.31748925,0.00001967,0.00177302,0.19307355,0.05495631,0.24305164,0.00000000,0.16509591,0.03900581
-5.54977489,0.32398385,0.00001483,0.00185815,0.19739801,0.05627260,0.24819810,0.00000000,0.16903366,0.03948675
-5.54377189,0.32945769,0.00001127,0.00196296,0.20068098,0.05741957,0.25240225,0.00000000,0.17203342,0.03989866
-5.53776888,0.33383440,0.00000873,0.00209063,0.20286482,0.05839054,0.25560288,0.00000000,0.17405296,0.04022397
-5.53176588,0.33711210,0.00000697,0.00224541,0.20392839,0.05919255,0.25779240,0.00000000,0.17508047,0.04045487
-5.52576288,0.33936496,0.00000584,0.00243257,0.20388821,0.05984652,0.25901816,0.00000000,0.17513560,0.04059341
-5.51975988,0.34074228,0.00000522,0.00265841,0.20279831,0.06038707,0.25938189,0.00000000,0.17426949,0.04065143
-5.51375688,0.34146512,0.00000501,0.00293022,0.20074887,0.06086181,0.25903746,0.00000000,0.17256360,0.04065005
-5.50775388,0.34182042,0.00000514,0.00325615,0.19786353,0.06133024,0.25818662,0.00000000,0.17012755,0.04061895
-5.50175088,0.34215254,0.00000558,0.00364508,0.19429550,0.06186214,0.25707308,0.00000000,0.16709580,0.04059532
-5.49574787,0.34285257,0.00000630,0.00410643,0.19022263,0.06253557,0.25597484,0.00000000,0.16362353,0.04062247
-5.48974487,0.34434547,0.00000727,0.00464989,0.18584148,0.06343437,0.25519506,0.00000000,0.15988156,0.04074829
-5.48374187,0.34707542,0.00000849,0.00528518,0.18136074,0.06464540,0.25505168,0.00000000,0.15605079,0.04102347
-5.47773887,0.35148981,0.00000996,0.00602163,0.17699409,0.06625542,0.25586612,0.00000000,0.15231607,0.04149956
-5.47173587,0.35802229,0.00001168,0.00686787,0.17295291,0.06834781,0.25795131,0.00000000,0.14885993,0.04222692
-5.46573287,0.36707536,0.00001365,0.00783140,0.16943890,0.07099913,0.26159959,0.00000000,0.14585630,0.04325271
-5.45972986,0.37900330,0.00001588,0.00891815,0.16663707,0.07427575,0.26707079,0.00000000,0.14346446,0.04461883
-5.45372686,0.39409576,0.00001836,0.01013210,0.16470923,0.07823058,0.27458085,0.00000000,0.14182340,0.04636006
-5.44772386,0.41256289,0.00002109,0.01147487,0.16378828,0.08290002,0.28429167,0.00000000,0.14104688,0.04850233
-5.44172086,0.43452255,0.00002408,0.01294536,0.16397342,0.08830138,0.29630226,0.00000000,0.14121927,0.05106131
-5.43571786,0.45999021,0.00002729,0.01453951,0.16532662,0.09443078,0.31064193,0.00000000,0.14239246,0.05404128
-5.42971486,0.48887218,0.00003073,0.01625009,0.16787040,0.10126171,0.32726566,0.00000000,0.14458377,0.05743453
-5.42371186,0.52096261,0.00003437,0.01806669,0.17158694,0.10874433,0.34605207,0.00000000,0.14777518,0.06122110
-5.41770885,0.55594469,0.00003817,0.01997574,0.17641886,0.11680566,0.36680417,0.00000000,0.15191377,0.06536911
-5.41170585,0.59339631,0.00004212,0.02196082,0.18227133,0.12535066,0.38925311,0.00000000,0.15691344,0.06983570
-5.40570285,0.63280038,0.00004617,0.02400303,0.18901584,0.13426430,0.41306495,0.00000000,0.16265787,0.07456842
-5.39969985,0.67355959,0.00005028,0.02608159,0.19649522,0.14341450,0.43785036,0.00000000,0.16900471,0.07950729
-5.39369685,0.71501550,0.00005443,0.02817462,0.20453004,0.15265607,0.46317712,0.00000000,0.17579078,0.08458732
-5.38769385,0.75647150,0.00005858,0.03025998,0.21292600,0.16183540,0.48858504,0.00000000,0.18283823,0.08974153
-5.38169085,0.79721880,0.00006269,0.03231640,0.22148224,0.17079584,0.51360298,0.00000000,0.18996133,0.09490437
-5.37568784,0.83656487,0.00006676,0.03432454,0.23000013,0.17938359,0.53776718,0.00000000,0.19697387,0.10001536
-5.36968484,0.87386308,0.00007078,0.03626821,0.23829240,0.18745390,0.56064054,0.00000000,0.20369667,0.10502292
-5.36368184,0.90854241,0.00007476,0.03813556,0.24619204,0.19487727,0.58183179,0.00000000,0.20996510,0.10988816
-5.35767884,0.94013611,0.00007874,0.03992023,0.25356088,0.20154549,0.60101395,0.00000000,0.21563623,0.11458851
-5.35167584,0.96830781,0.00008279,0.04162236,0.26029721,0.20737714,0.61794124,0.00000000,0.22059537,0.11912093
-5.34567284,0.99287395,0.00008700,0.04324947,0.26634233,0.21232239,0.63246342,0.00000000,0.22476170,0.12350462
-5.33966983,1.01382125,0.00009151,0.04481713,0.27168544,0.21636677,0.64453720,0.00000000,0.22809273,0.12778308
-5.33366683,1.03131819,0.00009650,0.04634927,0.27636692,0.21953372,0.65423355,0.00000000,0.23058741,0.13202518
-5.32766383,1.04571966,0.00010218,0.04787829,0.28047938,0.22188578,0.66174093,0.00000000,0.23228774,0.13632533
-5.32166083,1.05756418,0.00010885,0.04944478,0.28416671,0.22352420,0.66736357,0.00000000,0.23327868,0.14080254
-5.31565783,1.06756327,0.00011683,0.05109685,0.28762072,0.22458707,0.67151500,0.00000000,0.23368646,0.14559832
-5.30965483,1.07658324,0.00012651,0.05288913,0.29107565,0.22524578,0.67470661,0.00000000,0.23367516,0.15087345
-5.30365183,1.08561942,0.00013834,0.05488146,0.29480041,0.22570009,0.67753166,0.00000000,0.23344179,0.15680353
-5.29764882,1.09576383,0.00015282,0.05713721,0.29908904,0.22617175,0.68064505,0.00000000,0.23320994,0.16357362
-5.29164582,1.10816699,0.00017052,0.05972130,0.30424939,0.22689707,0.68473951,0.00000000,0.23322221,0.17137188
-5.28564282,1.12399540,0.00019204,0.06269813,0.31059060,0.22811849,0.69051917,0.00000000,0.23373182,0.18038248
-5.27963982,1.14438610,0.00021807,0.06612924,0.31840976,0.23007570,0.69867128,0.00000000,0.23499346,0.19077805
-5.27363682,1.17039995,0.00024930,0.07007095,0.32797830,0.23299636,0.70983736,0.00000000,0.23725404,0.20271188
-5.26763382,1.20297564,0.00028647,0.07457206,0.33952856,0.23708705,0.72458484,0.00000000,0.24074339,0.21631022
-5.26163082,1.24288618,0.00033033,0.07967163,0.35324127,0.24252465,0.74338032,0.00000000,0.24566548,0.23166486
-5.25562781,1.29069973,0.00038166,0.08539694,0.36923441,0.24944845,0.76656578,0.00000000,0.25219044,0.24882652
-5.24962481,1.34674670,0.00044121,0.09176180,0.38755399,0.25795358,0.79433870,0.00000000,0.26044774,0.26779926
-5.24362181,1.41109441,0.00050970,0.09876520,0.40816731,0.26808567,0.82673710,0.00000000,0.27052066,0.28853610
-5.23761881,1.48353098,0.00058782,0.10639041,0.43095906,0.27983738,0.86363036,0.00000000,0.28244263,0.31093638
-5.23161581,1.56355924,0.00067619,0.11460457,0.45573056,0.29314662,0.90471631,0.00000000,0.29619520,0.33484486
-5.22561281,1.65040133,0.00077534,0.12335884,0.48220240,0.30789683,0.94952506,0.00000000,0.31170816,0.36005278
-5.21960980,1.74301441,0.00088570,0.13258911,0.51002046,0.32391927,0.99742958,0.00000000,0.32886151,0.38630103
-5.21360680,1.84011695,0.00100759,0.14221729,0.53876525,0.34099718,1.04766285,0.00000000,0.34748951,0.41328535
-5.20760380,1.94022519,0.00114118,0.15215315,0.56796429,0.35887187,1.09934109,0.00000000,0.36738647,0.44066354
-5.20160080,2.04169842,0.00128650,0.16229668,0.59710714,0.37725037,1.15149226,0.00000000,0.38831427,0.46806444
-5.19559780,2.14279161,0.00144341,0.17254088,0.62566249,0.39581448,1.20308877,0.00000000,0.41001119,0.49509850
-5.18959480,2.24171337,0.00161164,0.18277496,0.65309673,0.41423083,1.25308319,0.00000000,0.43220173,0.52136948
-5.18359180,2.33668704,0.00179072,0.19288777,0.67889303,0.43216158,1.30044537,0.00000000,0.45460709,0.54648702
-5.17758879,2.42601226,0.00198003,0.20277145,0.70257033,0.44927531,1.34419956,0.00000000,0.47695579,0.57007939
-5.17158579,2.50812467,0.00217881,0.21232500,0.72370118,0.46525775,1.38345970,0.00000000,0.49899389,0.59180611
-5.16558279,2.58165091,0.00238613,0.22145785,0.74192771,0.47982181,1.41746158,0.00000000,0.52049455,0.61136984
-5.15957979,2.64545664,0.00260094,0.23009310,0.75697484,0.49271654,1.44559007,0.00000000,0.54126618,0.62852696
-5.15357679,2.69868538,0.00282206,0.23817038,0.76866023,0.50373470,1.46740044,0.00000000,0.56115899,0.64309649
-5.14757379,2.74078636,0.00304821,0.24564827,0.77690027,0.51271859,1.48263253,0.00000000,0.58006951,0.65496686
-5.14157079,2.77153008,0.00327801,0.25250600,0.78171192,0.51956383,1.49121731,0.00000000,0.59794273,0.66410024
-5.13556778,2.79101088,0.00350999,0.25874451,0.78321014,0.52422115,1.49327529,0.00000000,0.61477189,0.67053421
-5.12956478,2.79963642,0.00374263,0.26438674,0.78160120,0.52669594,1.48910699,0.00000000,0.63059567,0.67438067
-5.12356178,2.79810457,0.00397432,0.26947711,0.77717187,0.52704572,1.47917599,0.00000000,0.64549307,0.67582202
-5.11755878,2.78736877,0.00420339,0.27408023,0.77027541,0.52537572,1.46408525,0.00000000,0.65957607,0.67510476
-5.11155578,2.76859376,0.00442812,0.27827884,0.76131460,0.52183272,1.44454801,0.00000000,0.67298048,0.67253081
-5.10555278,2.74310360,0.00464673,0.28217114,0.75072308,0.51659753,1.42135464,0.00000000,0.68585544,0.66844683
-5.09954977,2.71232465,0.00485737,0.28586748,0.73894557,0.50987652,1.39533720,0.00000000,0.69835207,0.66323217
-5.09354677,2.67772629,0.00505816,0.28948666,0.72641821,0.50189260,1.36733326,0.00000000,0.71061200,0.65728580
-5.08754377,2.64076201,0.00524714,0.29315187,0.71354987,0.49287606,1.33815096,0.00000000,0.72275627,0.65101284
-5.08154077,2.60281382,0.00542233,0.29698661,0.70070533,0.48305582,1.30853680,0.00000000,0.73487529,0.64481127
-5.07553777,2.56514233,0.00558173,0.30111043,0.68819117,0.47265135,1.27914775,0.00000000,0.74702050,0.63905930
