energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.13901016,0.02037471,0.00000927,0.05659350,0.00000000,0.07028156,0.02431483
-5.99399700,0.12491969,0.01829638,0.00000833,0.05098963,0.00000000,0.06297119,0.02189616
-5.98799400,0.11179114,0.01635440,0.00000746,0.04580709,0.00000000,0.05610574,0.01965615
-5.98199100,0.09977039,0.01456951,0.00000667,0.04111367,0.00000000,0.04974716,0.01762317
-5.97598799,0.08898531,0.01295947,0.00000597,0.03697174,0.00000000,0.04394564,0.01582314
-5.96998499,0.07954874,0.01153952,0.00000535,0.03343980,0.00000000,0.03874076,0.01428007
-5.96398199,0.07156226,0.01032289,0.00000484,0.03057420,0.00000000,0.03416292,0.01301688
-5.95797899,0.06512050,0.00932144,0.00000443,0.02843129,0.00000000,0.03023525,0.01205618
-5.95197599,0.06031575,0.00854629,0.00000414,0.02706946,0.00000000,0.02697549,0.01142118
-5.94597299,0.05724257,0.00800848,0.00000397,0.02655136,0.00000000,0.02439811,0.01113658
-5.93996998,0.05600215,0.00771961,0.00000392,0.02694575,0.00000000,0.02251625,0.01122934
-5.93396698,0.05670612,0.00769235,0.00000402,0.02832926,0.00000000,0.02134356,0.01172936
-5.92796398,0.05947961,0.00794092,0.00000426,0.03078763,0.00000000,0.02089581,0.01267001
-5.92196098,0.06446338,0.00848141,0.00000467,0.03441647,0.00000000,0.02119216,0.01408843
-5.91595798,0.07181481,0.00933193,0.00000524,0.03932156,0.00000000,0.02225606,0.01602553
-5.90995498,0.08170771,0.01051260,0.00000600,0.04561837,0.00000000,0.02411578,0.01852585
-5.90395198,0.09433087,0.01204544,0.00000695,0.05343103,0.00000000,0.02680453,0.02163699
-5.89794897,0.10988531,0.01395397,0.00000811,0.06289062,0.00000000,0.03036018,0.02540889
-5.89194597,0.12858050,0.01626275,0.00000950,0.07413292,0.00000000,0.03482463,0.02989277
-5.88594297,0.15062948,0.01899676,0.00001113,0.08729555,0.00000000,0.04024286,0.03513987
-5.87993997,0.17624335,0.02218063,0.00001302,0.10251486,0.00000000,0.04666182,0.04120008
-5.87393697,0.20562519,0.02583785,0.00001517,0.11992252,0.00000000,0.05412911,0.04812037
-5.86793397,0.23896405,0.02998997,0.00001760,0.13964211,0.00000000,0.06269173,0.05594329
-5.86193097,0.27642915,0.03465574,0.00002031,0.16178598,0.00000000,0.07239490,0.06470557
-5.85592796,0.31816494,0.03985044,0.00002332,0.18645243,0.00000000,0.08328112,0.07443683
-5.84992496,0.36428729,0.04558530,0.00002663,0.21372375,0.00000000,0.09538957,0.08515869
-5.84392196,0.41488135,0.05186709,0.00003023,0.24366492,0.00000000,0.10875602,0.09688421
-5.83791896,0.47000121,0.05869795,0.00003412,0.27632361,0.00000000,0.12341321,0.10961784
-5.83191596,0.52967180,0.06607555,0.00003830,0.31173116,0.00000000,0.13939187,0.12335589
-5.82591296,0.59389300,0.07399340,0.00004277,0.34990484,0.00000000,0.15672235,0.13808765
-5.81990995,0.66264583,0.08244154,0.00004750,0.39085127,0.00000000,0.17543671,0.15379698
-5.81390695,0.73590063,0.09140743,0.00005248,0.43457082,0.00000000,0.19557137,0.17046447
-5.80790395,0.81362657,0.10087700,0.00005772,0.48106263,0.00000000,0.21716995,0.18807001
-5.80190095,0.89580208,0.11083591,0.00006319,0.53033012,0.00000000,0.24028628,0.20659564
-5.79589795,0.98242522,0.12127073,0.00006888,0.58238622,0.00000000,0.26498711,0.22602847
-5.78989495,1.07352314,0.13217016,0.00007480,0.63725807,0.00000000,0.29135447,0.24636347
-5.78389195,1.16915965,0.14352595,0.00008093,0.69499048,0.00000000,0.31948705,0.26760589
-5.77788894,1.26943994,0.15533363,0.00008729,0.75564761,0.00000000,0.34950065,0.28977305
-5.77188594,1.37451137,0.16759270,0.00009388,0.81931240,0.00000000,0.38152705,0.31289526
-5.76588294,1.48455972,0.18030649,0.00010072,0.88608341,0.00000000,0.41571129,0.33701567
-5.75987994,1.59980020,0.19348126,0.00010783,0.95606864,0.00000000,0.45220714,0.36218881
-5.75387694,1.72046311,0.20712491,0.00011523,1.02937639,0.00000000,0.49117057,0.38847791
-5.74787394,1.84677401,0.22124497,0.00012296,1.10610315,0.00000000,0.53275147,0.41595065
-5.74187094,1.97892906,0.23584612,0.00013105,1.18631904,0.00000000,0.57708361,0.44467381
-5.73586793,2.11706633,0.25092728,0.00013953,1.27005111,0.00000000,0.62427323,0.47470659
-5.72986493,2.26123416,0.26647847,0.00014843,1.35726541,0.00000000,0.67438674,0.50609314
-5.72386193,2.41135835,0.28247746,0.00015777,1.44784884,0.00000000,0.72743794,0.53885442
-5.71785893,2.56720980,0.29888657,0.00016759,1.54159160,0.00000000,0.78337561,0.57298003
-5.71185593,2.72837461,0.31564984,0.00017787,1.63817165,0.00000000,0.84207201,0.60842017
-5.70585293,2.89422873,0.33269056,0.00018863,1.73714211,0.00000000,0.90331313,0.64507852
-5.69984992,3.06391896,0.34990974,0.00019984,1.83792277,0.00000000,0.96679138,0.68280627
-5.69384692,3.23635207,0.36718527,0.00021146,1.93979657,0.00000000,1.03210138,0.72139792
-5.68784392,3.41019355,0.38437230,0.00022344,2.04191188,0.00000000,1.09873942,0.76058915
-5.68184092,3.58387680,0.40130462,0.00023571,2.14329081,0.00000000,1.16610698,0.80005711
-5.67583792,3.75562347,0.41779724,0.00024818,2.24284397,0.00000000,1.23351855,0.83942329
-5.66983492,3.92347467,0.43365006,0.00026073,2.33939128,0.00000000,1.30021374,0.87825916
-5.66383192,4.08533262,0.44865262,0.00027326,2.43168843,0.00000000,1.36537355,0.91609436
-5.65782891,4.23901147,0.46258957,0.00028563,2.51845820,0.00000000,1.42814032,0.95242739
-5.65182591,4.38229564,0.47524697,0.00029771,2.59842552,0.00000000,1.48764074,0.98673844
-5.64582291,4.51300354,0.48641879,0.00030935,2.67035496,0.00000000,1.54301117,1.01850391
-5.63981991,4.62905438,0.49591374,0.00032044,2.73308920,0.00000000,1.59342424,1.04721214
