energy_ev,total_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.87993997,6.51489366,0.70170954,0.27899222,3.49380710,2.18684783,0.03930736,1.17750952,0.11031498,2.57897187
-5.87393697,6.45982687,0.71699948,0.27516538,3.50940122,2.13312857,0.03813086,1.18894191,0.10751210,2.55441437
-5.86793397,6.40189122,0.73209805,0.27190184,3.52564359,2.07868526,0.03685787,1.20110376,0.10455164,2.52745484
-5.86193097,6.34218025,0.74683889,0.26923131,3.54299782,2.02439496,0.03549916,1.21412867,0.10146557,2.49843100
-5.85592796,6.28165954,0.76104006,0.26716511,3.56181250,1.97104869,0.03406718,1.22809268,0.09828667,2.46767028
-5.84992496,6.22112395,0.77450786,0.26569493,3.58229735,1.91932761,0.03257576,1.24300742,0.09504753,2.43547452
-5.84392196,6.16116274,0.78704130,0.26479245,3.60450418,1.86978401,0.03103967,1.25881538,0.09177957,2.40210663
-5.83791896,6.10213455,0.79843733,0.26440960,3.62831363,1.82282811,0.02947425,1.27538772,0.08851220,2.36777999
-5.83191596,6.04415389,0.80849638,0.26447969,3.65342857,1.77872095,0.02789502,1.29252466,0.08527211,2.33265133
-5.82591296,5.98708997,0.81702841,0.26491935,3.67937477,1.73757369,0.02631724,1.30995871,0.08208277,2.29681746
-5.81990995,5.93057828,0.82385908,0.26563118,3.70550896,1.69935314,0.02475561,1.32736063,0.07896411,2.26031623
-5.81390695,5.87404448,0.82883605,0.26650716,3.73103445,1.66389306,0.02322393,1.34434804,0.07593238,2.22313163
-5.80790395,5.81673963,0.83183502,0.26743253,3.75502368,1.63091064,0.02173490,1.36049646,0.07300024,2.18520281
-5.80190095,5.75778526,0.83276559,0.26829012,3.77644731,1.60002715,0.02029988,1.37535247,0.07017700,2.14643649
-5.79589795,5.69622623,0.83157660,0.26896496,3.79420867,1.57079185,0.01892880,1.38844843,0.06746903,2.10672221
-5.78989495,5.63108905,0.82826078,0.26934888,3.80718258,1.54270789,0.01763015,1.39931855,0.06488030,2.06594955
-5.78389195,5.56144300,0.82285868,0.26934504,3.81425713,1.51525921,0.01641093,1.40751544,0.06241300,2.02402644
-5.77788894,5.48646158,0.81546162,0.26887217,3.81437696,1.48793707,0.01527675,1.41262686,0.06006823,1.98089761
-5.77188594,5.40548137,0.80621361,0.26786839,3.80658657,1.46026550,0.01423198,1.41429192,0.05784672,1.93656232
-5.76588294,5.31805613,0.79531202,0.26629440,3.79007218,1.43182435,0.01327984,1.41221628,0.05574943,1.89109034
-5.75987994,5.22400366,0.78300707,0.26413610,3.76420056,1.40226953,0.01242261,1.40618576,0.05377829,1.84463560
-5.75387694,5.12344365,0.76959988,0.26140632,3.72855376,1.37134963,0.01166180,1.39607794,0.05193662,1.79744660
-5.74787394,5.01682502,0.75543922,0.25814589,3.68295834,1.33891863,0.01099835,1.38187134,0.05022964,1.74987329
-5.74187094,4.90494169,0.74091672,0.25442382,3.62750830,1.30494443,0.01043274,1.36365191,0.04866469,1.70236989
-5.73586793,4.78893613,0.72646073,0.25033674,3.56258103,1.26951318,0.00996518,1.34161653,0.04725136,1.65549356
-5.72986493,4.67029063,0.71252875,0.24600763,3.48884574,1.23282959,0.00959568,1.31607344,0.04600148,1.60989882
-5.72386193,4.55080656,0.69959860,0.24158376,3.40726423,1.19521335,0.00932412,1.28743962,0.04492887,1.56632805
-5.71785893,4.43257236,0.68815842,0.23723425,3.31908417,1.15709217,0.00915026,1.25623515,0.04404896,1.52559814
-5.71185593,4.31792142,0.67869559,0.23314694,3.22582519,1.11899185,0.00907377,1.22307474,0.04337828,1.48858395
-5.70585293,4.20938140,0.67168511,0.22952505,3.12925829,1.08152384,0.00909413,1.18865669,0.04293377,1.45619913
-5.69984992,4.10961660,0.66757733,0.22658351,3.03137953,1.04537094,0.00921055,1.15374967,0.04273196,1.42937488
-5.69384692,4.02136557,0.66678581,0.22454514,2.93437882,1.01127162,0.00942189,1.11917773,0.04278814,1.40903760
-5.68784392,3.94737596,0.66967540,0.22363686,2.84060482,0.98000355,0.00972654,1.08580391,0.04311542,1.39608607
-5.68184092,3.89033896,0.67655112,0.22408590,2.75252712,0.95236678,0.01012228,1.05451316,0.04372379,1.39136919
-5.67583792,3.85282536,0.68764827,0.22611616,2.67269662,0.92916714,0.01060617,1.02619479,0.04461924,1.39566484
-5.66983492,3.83722534,0.70312425,0.22994484,2.60370508,0.91120011,0.01117448,1.00172515,0.04580293,1.40966085
-5.66383192,3.84569384,0.72305238,0.23577918,2.54814454,0.89923552,0.01182261,0.98195090,0.04727050,1.43393855
-5.65782891,3.88010284,0.74741816,0.24381360,2.50856721,0.89400328,0.01254506,0.96767314,0.04901156,1.46895944
-5.65182591,3.94200172,0.77611826,0.25422701,2.48744603,0.89618026,0.01333546,0.95963287,0.05100933,1.51505530
-5.64582291,4.03258629,0.80896217,0.26718028,2.48713599,0.90637823,0.01418659,0.95849773,0.05324055,1.57242185
-5.63981991,4.15267638,0.84567676,0.28281391,2.50983588,0.92513290,0.01509051,0.96485029,0.05567561,1.64111584
-5.63381691,4.30270171,0.88591336,0.30124568,2.55755017,0.95289385,0.01603866,0.97917769,0.05827895,1.72105515
-5.62781391,4.48269508,0.92925725,0.32256829,2.63205042,0.99001507,0.01702205,1.00186271,0.06100968,1.81202163
-5.62181091,4.69229145,0.97523892,0.34684676,2.73483551,1.03674601,0.01803139,1.03317585,0.06382245,1.91366565
-5.61580790,4.93073142,1.02334673,0.37411564,2.86709049,1.09322274,0.01905735,1.07326839,0.06666854,2.02551183
-5.60980490,5.19686734,1.07304014,0.40437581,3.02964351,1.15945915,0.02009069,1.12216618,0.06949703,2.14696496
-5.60380190,5.48917033,1.12376297,0.43759099,3.22292107,1.23533811,0.02112243,1.17976389,0.07225618,2.27731533
-5.59779890,5.80573693,1.17495579,0.47368381,3.44690211,1.32060242,0.02214403,1.24581972,0.07489481,2.41574279
-5.59179590,6.14429415,1.22606706,0.51253164,3.70107200,1.41484595,0.02314746,1.31995060,0.07736367,2.56131903
-5.58579290,6.50220271,1.27656224,0.55396232,3.98437821,1.51750513,0.02412526,1.40162800,0.07961677,2.71300782
-5.57978989,6.87645846,1.32593064,0.59774993,4.29518977,1.62785143,0.02507058,1.49017456,0.08161256,2.86966333
-5.57378689,7.26369322,1.37368971,0.64361102,4.63126348,1.74498534,0.02597714,1.58476231,0.08331499,3.03002699
-5.56778389,7.66017660,1.41938682,0.69120146,4.98971996,1.86783289,0.02683913,1.68441265,0.08469427,3.19272360
-5.56178089,8.06182110,1.46259874,0.74011458,5.36703297,1.99514538,0.02765113,1.78799917,0.08572749,3.35625788
-5.55577789,8.46419354,1.50292916,0.78988077,5.75903526,2.12550344,0.02840798,1.89425370,0.08639891,3.51901271
-5.54977489,8.86253559,1.54000492,0.83996903,6.16094426,2.25732626,0.02910463,2.00177660,0.08669999,3.67925066
-5.54377189,9.25179675,1.57347154,0.88979086,6.56740986,2.38888664,0.02973599,2.10905158,0.08662926,3.83512022
-5.53776888,9.62668216,1.60298885,0.93870672,6.97258606,2.51833269,0.03029686,2.21446578,0.08619187,3.98466811
-5.53176588,9.98171747,1.62822757,0.98603527,7.37022703,2.64371608,0.03078183,2.31633508,0.08539902,4.12585898
-5.52576288,10.31133187,1.64886730,1.03106532,7.75380678,2.76302711,0.03118526,2.41293468,0.08426722,4.25660293
-5.51975988,10.60995892,1.66459669,1.07307045,8.11666040,2.87423579,0.03150128,2.50253443,0.08281749,4.37479136
-5.51375688,10.87215400,1.67511615,1.11132592,8.45214308,2.97533819,0.03172393,2.58343820,0.08107450,4.47834060
-5.50775388,11.09272537,1.68014307,1.14512745,8.75380219,3.06440668,0.03184727,2.65402609,0.07906572,4.56524242
-5.50175088,11.26687457,1.67941969,1.17381109,9.01555616,3.13964228,0.03186558,2.71279802,0.07682067,4.63361972
-5.49574787,11.39034092,1.67272314,1.19677359,9.23187320,3.19942712,0.03177365,2.75841716,0.07437019,4.68178532
-5.48974487,11.45954366,1.65987714,1.21349221,9.39794230,3.24237489,0.03156698,2.78975119,0.07174589,4.70830115
-5.48374187,11.47171494,1.64076463,1.22354319,9.50982894,3.26737681,0.03124215,2.80590959,0.06897968,4.71203498
-5.47773887,11.42501673,1.61534045,1.22661795,9.56460805,3.27364106,0.03079706,2.80627519,0.06610349,4.69221168
-5.47173587,11.31863500,1.58364306,1.22253609,9.56046791,3.26072351,0.03023119,2.79052820,0.06314912,4.64845601
-5.46573287,11.15284541,1.54580455,1.21125462,9.49677954,3.22854816,0.02954584,2.75866153,0.06014814,4.58082444
-5.45972986,10.92904590,1.50205794,1.19287276,9.37412788,3.17741598,0.02874426,2.71098637,0.05713198,4.48982365
-5.45372686,10.64975331,1.45274110,1.16763202,9.19430285,3.10800146,0.02783174,2.64812752,0.05413203,4.37641445
-5.44772386,10.31856269,1.39829683,1.13591145,8.96025030,3.02133687,0.02681563,2.57100853,0.05117981,4.24200003
-5.44172086,9.94007015,1.33926888,1.09821817,8.67598475,2.91878456,0.02570526,2.48082711,0.04830708,4.08839896
-5.43571786,9.51976181,1.27629374,1.05517361,8.34646785,2.80199859,0.02451175,2.37902182,0.04554604,3.91780344
-5.42971486,9.06387327,1.21008863,1.00749597,7.97745790,2.67287724,0.02324781,2.26723142,0.04292934,3.73272471
-5.42371186,8.57922542,1.14143602,0.95597975,7.57533720,2.53350839,0.02192740,2.14724873,0.04049008,3.53592778
-5.41770885,8.07304358,1.07116549,0.90147313,7.14692487,2.38611029,0.02056540,2.02097077,0.03826171,3.33035824
-5.41170585,7.55276755,1.00013353,0.84485426,6.69928305,2.23297015,0.01917721,1.89034760,0.03627778,3.11906448
-5.40570285,7.02586054,0.92920248,0.78700749,6.23952468,2.07638315,0.01777837,1.75733157,0.03457155,2.90511831
-5.39969985,6.49962444,0.85921926,0.72880028,5.77463024,1.91859419,0.01638413,1.62382923,0.03317552,2.69153755
-5.39369685,5.98102861,0.79099497,0.67106190,5.31128019,1.76174479,0.01500908,1.49165756,0.03212077,2.48121331
-5.38769385,5.47655784,0.72528609,0.61456452,4.85570864,1.60782666,0.01366683,1.36250580,0.03143623,2.27684468
-5.38169085,4.99208435,0.66277795,0.56000724,4.41358232,1.45864354,0.01236971,1.23790410,0.03114781,2.08088290
-5.37568784,4.53276700,0.60407111,0.50800350,3.98990743,1.31578209,0.01112853,1.11919957,0.03127753,1.89548659
-5.36968484,4.10297924,0.54967082,0.45907206,3.58896544,1.18059226,0.00995244,1.00753992,0.03184247,1.72248880
-5.36368184,3.70626626,0.49997994,0.41363156,3.21427738,1.05417703,0.00884882,0.90386453,0.03285385,1.56337622
-5.35767884,3.34532992,0.45529514,0.37199844,2.86859500,0.93739092,0.00782326,0.80890258,0.03431603,1.41928031
-5.35167584,3.02203954,0.41580636,0.33438813,2.55391587,0.83084658,0.00687963,0.72317727,0.03622568,1.29097947
-5.34567284,2.73746509,0.38159922,0.30091888,2.27151896,0.73492808,0.00602010,0.64701534,0.03857096,1.17891116
-5.33966983,2.49192931,0.35266004,0.27161799,2.02201652,0.64980963,0.00524538,0.58056060,0.04133100,1.08319258
-5.33366683,2.28507448,0.32888306,0.24642977,1.80541807,0.57547833,0.00455484,0.52379057,0.04447547,1.00364810
-5.32766383,2.11593990,0.31007940,0.22522488,1.62120205,0.51175941,0.00394671,0.47653484,0.04796451,0.93984201
-5.32166083,1.98304594,0.29598733,0.20781050,1.46839143,0.45834262,0.00341834,0.43849441,0.05174894,0.89111481
-5.31565783,1.88448122,0.28628351,0.19394094,1.34562955,0.41480865,0.00296639,0.40926091,0.05577077,0.85662155
-5.30965483,1.81798964,0.28059466,0.18332827,1.25125349,0.38065424,0.00258707,0.38833517,0.05996408,0.83537071
-5.30365183,1.78105468,0.27850947,0.17565278,1.18336266,0.35531556,0.00227632,0.37514458,0.06425631,0.82626262
-5.29764882,1.77097900,0.27959042,0.17057295,1.13988114,0.33818881,0.00203000,0.36905888,0.06856975,0.82812614
-5.29164582,1.78495771,0.28338514,0.16773481,1.11861286,0.32864809,0.00184405,0.36940442,0.07282349,0.83975297
-5.28564282,1.82014436,0.28943734,0.16678063,1.11728940,0.32605996,0.00171459,0.37547668,0.07693555,0.85992879
-5.27963982,1.87370905,0.29729692,0.16735678,1.13361054,0.32979505,0.00163803,0.38655145,0.08082518,0.88746083
-5.27363682,1.94288842,0.30652924,0.16912086,1.16527816,0.33923656,0.00161111,0.40189467,0.08441530,0.92120141
-5.26763382,2.02502743,0.31672330,0.17174799,1.21002425,0.35378621,0.00163093,0.42077138,0.08763496,0.96006728
-5.26163082,2.11761316,0.32749891,0.17493638,1.26563399,0.37286779,0.00169495,0.44245397,0.09042170,1.00305460
-5.25562781,2.21830110,0.33851258,0.17841208,1.32996473,0.39592876,0.00180094,0.46622994,0.09272370,1.04924956
-5.24962481,2.32493407,0.34946213,0.18193300,1.40096189,0.42244043,0.00194692,0.49140953,0.09450168,1.09783468
-5.24362181,2.43555460,0.36008998,0.18529216,1.47667234,0.45189695,0.00213113,0.51733305,0.09573036,1.14809099
-5.23761881,2.54841111,0.37018505,0.18832018,1.55525602,0.48381382,0.00235188,0.54337830,0.09639953,1.19939647
-5.23161581,2.66195867,0.37958338,0.19088699,1.63499603,0.51772592,0.00260752,0.56896774,0.09651455,1.25122106
-5.22561281,2.77485513,0.38816738,0.19290272,1.71430763,0.55318584,0.00289635,0.59357549,0.09609635,1.30311881
-5.21960980,2.88595332,0.39586388,0.19431779,1.79174610,0.58976244,0.00321650,0.61673383,0.09518083,1.35471787
-5.21360680,2.99429020,0.40264109,0.19512214,1.86601357,0.62704016,0.00356590,0.63803917,0.09381773,1.40570899
-5.20760380,3.09907406,0.40850466,0.19534369,1.93596484,0.66461910,0.00394224,0.65715702,0.09206901,1.45583327
-5.20160080,3.19967054,0.41349299,0.19504591,2.00061193,0.70211624,0.00434292,0.67382599,0.09000678,1.50487009
-5.19559780,3.29558847,0.41767194,0.19432467,2.05912747,0.73916767,0.00476507,0.68786035,0.08771090,1.55262590
-5.18959480,3.38646638,0.42112940,0.19330432,2.11084685,0.77543195,0.00520557,0.69915111,0.08526626,1.59892456
-5.18359180,3.47206045,0.42396961,0.19213315,2.15526901,0.81059464,0.00566112,0.70766555,0.08275999,1.64359994
-5.17758879,3.55223427,0.42630772,0.19097823,2.19205612,0.84437375,0.00612832,0.71344498,0.08027856,1.68649111
-5.17158579,3.62695091,0.42826460,0.19001983,2.22103192,0.87652599,0.00660372,0.71660085,0.07790498,1.72744032
-5.16558279,3.69626731,0.42996208,0.18944549,2.24217904,0.90685357,0.00708400,0.71730932,0.07571620,1.76629393
-5.15957979,3.76033064,0.43151881,0.18944386,2.25563514,0.93521123,0.00756606,0.71580426,0.07378075,1.80290594
-5.15357679,3.81937643,0.43304665,0.19019852,2.26168802,0.96151302,0.00804714,0.71236911,0.07215674,1.83714383
-5.14757379,3.87372758,0.43464766,0.19188178,2.26076953,0.98573857,0.00852492,0.70732766,0.07089027,1.86889595
-5.14157079,3.92379367,0.43641180,0.19464882,2.25344839,1.00793832,0.00899764,0.70103404,0.07001437,1.89808000
-5.13556778,3.97006941,0.43841501,0.19863210,2.24042157,1.02823721,0.00946417,0.69386234,0.06954835,1.92465151
-5.12956478,4.01313161,0.44071793,0.20393635,2.22250412,1.04683661,0.00992401,0.68619605,0.06949771,1.94861174
-5.12356178,4.05363370,0.44336488,0.21063413,2.20061738,1.06401392,0.01037735,0.67841765,0.06985454,1.97001407
-5.11755878,4.09229733,0.44638331,0.21876232,2.17577509,1.08011974,0.01082500,0.67089862,0.07059840,1.98896829
-5.11155578,4.12990048,0.44978341,0.22831935,2.14906754,1.09557236,0.01126831,0.66399022,0.07169760,2.00564229
-5.10555278,4.16726219,0.45355809,0.23926359,2.12164339,1.11084954,0.01170911,0.65801512,0.07311087,2.02026081
-5.09954977,4.20522393,0.45768312,0.25151273,2.09468929,1.12647770,0.01214955,0.65326026,0.07478935,2.03310120
-5.09354677,4.24462827,0.46211759,0.26494447,2.06940735,1.14301867,0.01259195,0.64997090,0.07667875,2.04448628
-5.08754377,4.28629541,0.46680467,0.27939830,2.04699074,1.16105444,0.01303862,0.64834610,0.07872169,2.05477460
-5.08154077,4.33099873,0.47167275,0.29467857,2.02859770,1.18117025,0.01349175,0.64853564,0.08086007,2.06434871
-5.07553777,4.37944024,0.47663694,0.31055872,2.01532451,1.20393680,0.01395318,0.65063836,0.08303734,2.07360187
-5.06953477,4.43222715,0.48160107,0.32678661,2.00817813,1.22989188,0.01442435,0.65470191,0.08520069,2.08292407
-5.06353177,4.48985052,0.48646017,0.34309084,2.00804905,1.25952240,0.01490614,0.66072379,0.08730297,2.09268786
-5.05752876,4.55266699,0.49110334,0.35918782,2.01568529,1.29324735,0.01539882,0.66865352,0.08930426,2.10323484
-5.05152576,4.62088417,0.49541714,0.37478948,2.03166843,1.33140227,0.01590203,0.67839590,0.09117309,2.11486317
-5.04552276,4.69455025,0.49928915,0.38961127,2.05639228,1.37422593,0.01641478,0.68981492,0.09288727,2.12781668
-5.03951976,4.77354786,0.50261181,0.40338020,2.09004524,1.42184970,0.01693549,0.70273836,0.09443410,2.14227580
-5.03351676,4.85759226,0.50528616,0.41584259,2.13259696,1.47428983,0.01746210,0.71696270,0.09581030,2.15835052
-5.02751376,4.94623343,0.50722542,0.42677127,2.18378996,1.53144319,0.01799212,0.73225816,0.09702127,2.17607533
-5.02151076,5.03886153,0.50835810,0.43597188,2.24313667,1.59308628,0.01852278,0.74837374,0.09808007,2.19540613
-5.01550775,5.13471531,0.50863052,0.44328805,2.30992233,1.65887766,0.01905113,0.76504200,0.09900588,2.21621890
-5.00950475,5.23289256,0.50800850,0.44860516,2.38321391,1.72836369,0.01957410,0.78198353,0.09982227,2.23830993
-5.00350175,5.33236230,0.50647805,0.45185267,2.46187496,1.80098713,0.02008862,0.79891102,0.10055513,2.26139749
-4.99749875,5.43197803,0.50404507,0.45300467,2.54458641,1.87609842,0.02059167,0.81553293,0.10123060,2.28512467
-4.99149575,5.53049185,0.50073398,0.45207898,2.62987274,1.95296899,0.02108023,0.83155669,0.10187294,2.30906345
-4.98549275,5.62656918,0.49658539,0.44913457,2.71613317,2.03080631,0.02155134,0.84669165,0.10250247,2.33271986
-4.97948974,5.71880428,0.49165280,0.44426757,2.80167701,2.10876987,0.02200199,0.86065176,0.10313386,2.35554036
-4.97348674,5.80573676,0.48599873,0.43760617,2.88476236,2.18598773,0.02242906,0.87315816,0.10377462,2.37691959
-4.96748374,5.88586925,0.47969044,0.42930449,2.96363716,2.26157306,0.02282922,0.88394185,0.10442409,2.39620958
-4.96148074,5.95768687,0.47279542,0.41953599,3.03658143,2.33464008,0.02319885,0.89274647,0.10507280,2.41273065
-4.95547774,6.01967858,0.46537717,0.40848648,3.10194957,2.40431916,0.02353394,0.89933141,0.10570248,2.42578415
-4.94947474,6.07036095,0.45749141,0.39634739,3.15821140,2.46977051,0.02383002,0.90347525,0.10628646,2.43466697
-4.94347174,6.10830413,0.44918304,0.38330930,3.20399090,2.53019641,0.02408216,0.90497953,0.10679061,2.43868789
-4.93746873,6.13216014,0.44048404,0.36955631,3.23810120,2.58485169,0.02428497,0.90367290,0.10717478,2.43718542
-4.93146573,6.14069289,0.43141257,0.35526124,3.25957508,2.63305248,0.02443265,0.89941546,0.10739455,2.42954690
-4.92546273,6.13280936,0.42197314,0.34058199,3.26768977,2.67418323,0.02451917,0.89210317,0.10740330,2.41522808
-4.91945973,6.10759085,0.41215808,0.32565908,3.26198546,2.70770215,0.02453842,0.88167216,0.10715446,2.39377280
-4.91345673,6.06432338,0.40194998,0.31061430,3.24227700,2.73314521,0.02448443,0.86810267,0.10660379,2.36483165
-4.90745373,6.00252572,0.39132513,0.29555065,3.20865822,2.75012897,0.02435163,0.85142234,0.10571161,2.32817903
-4.90145073,5.92197374,0.38025754,0.28055309,3.16149925,2.75835258,0.02413518,0.83170865,0.10444487,2.28372744
-4.89544772,5.82271983,0.36872340,0.26569030,3.10143650,2.75759900,0.02383117,0.80909030,0.10277888,2.23153844
-4.88944472,5.70510614,0.35670556,0.25101697,3.02935616,2.74773588,0.02343697,0.78374716,0.10069874,2.17182930
-4.88344172,5.56977052,0.34419784,0.23657647,2.94637144,2.72871618,0.02295143,0.75590890,0.09820023,2.10497503
-4.87743872,5.41764472,0.33120871,0.22240373,2.85379466,2.70057868,0.02237506,0.72585201,0.09529030,2.03150521
-4.87143572,5.24994422,0.31776427,0.20852807,2.75310481,2.66344846,0.02171017,0.69389536,0.09198705,1.95209564
-4.86543272,5.06814990,0.30391017,0.19497575,2.64591178,2.61753718,0.02096096,0.66039432,0.08831920,1.86755500
-4.85942971,4.87398193,0.28971251,0.18177222,2.53391820,2.56314325,0.02013341,0.62573352,0.08432515,1.77880680
-4.85342671,4.66936655,0.27525746,0.16894380,2.41887997,2.50065152,0.01923527,0.59031872,0.08005163,1.68686736
-4.84742371,4.45639700,0.26064980,0.15651889,2.30256647,2.43053224,0.01827581,0.55456777,0.07555207,1.59282070
-4.84142071,4.23728979,0.24601043,0.14452864,2.18672141,2.35333925,0.01726564,0.51890123,0.07088475,1.49779122
-4.83541771,4.01433804,0.23147294,0.13300714,2.07302518,2.26970668,0.01621638,0.48373288,0.06611087,1.40291540
-4.82941471,3.78986338,0.21717944,0.12199114,1.96305949,2.18034439,0.01514032,0.44946052,0.06129250,1.30931353
-4.82341171,3.56616813,0.20327608,0.11151949,1.85827489,2.08603153,0.01405011,0.41645731,0.05649073,1.21806276
-4.81740870,3.34548947,0.18990819,0.10163238,1.75996191,1.98760829,0.01295838,0.38506412,0.05176389,1.13017218
-4.81140570,3.12995694,0.17721559,0.09237045,1.66922611,1.88596586,0.01187738,0.35558300,0.04716599,1.04656120
-4.80540270,2.92155465,0.16532818,0.08377397,1.58696764,1.78203447,0.01081875,0.32827202,0.04274549,0.96804158
-4.79939970,2.72208926,0.15436198,0.07588212,1.51386555,1.67677000,0.00979315,0.30334165,0.03854433,0.89530389
-4.79339670,2.53316451,0.14441592,0.06873246,1.45036723,1.57113919,0.00881014,0.28095272,0.03459726,0.82890857
-4.78739370,2.35616278,0.13556944,0.06236067,1.39668313,1.46610415,0.00787797,0.26121598,0.03093153,0.76928163
-4.78139070,2.19223394,0.12788090,0.05680056,1.35278704,1.36260644,0.00700352,0.24419314,0.02756685,0.71671505
-4.77538769,2.04229141,0.12138705,0.05208432,1.31842193,1.26155143,0.00619223,0.22989938,0.02451564,0.67137133
-4.76938469,1.90701503,0.11610325,0.04824301,1.29311145,1.16379337,0.00544820,0.21830706,0.02178347,0.63329190
-4.76338169,1.78686014,0.11202461,0.04530725,1.27617690,1.07012180,0.00477418,0.20935048,0.01936972,0.60240865
-4.75737869,1.68207214,0.10912785,0.04330787,1.26675943,0.98124967,0.00417174,0.20293138,0.01726835,0.57855798
-4.75137569,1.59270537,0.10737367,0.04227673,1.26384713,0.89780365,0.00364142,0.19892501,0.01546875,0.56149650
-4.74537269,1.51864517,0.10670965,0.04224721,1.26630625,0.82031679,0.00318285,0.19718643,0.01395664,0.55091757
-4.73936968,1.45963197,0.10707323,0.04325461,1.27291594,0.74922370,0.00279499,0.19755677,0.01271492,0.54646801
-4.73336668,1.41528594,0.10839493,0.04533615,1.28240538,0.68485830,0.00247625,0.19986917,0.01172454,0.54776398
-4.72736368,1.38513097,0.11060129,0.04853057,1.29349234,0.62745393,0.00222467,0.20395429,0.01096526,0.55440559
-4.72136068,1.36861683,0.11361763,0.05287722,1.30492181,0.57714559,0.00203809,0.20964490,0.01041628,0.56598942
-4.71535768,1.36513822,0.11737032,0.05841462,1.31550332,0.53397409,0.00191421,0.21677974,0.01005685,0.58211861
-4.70935468,1.37405016,0.12178855,0.06517847,1.32414588,0.49789159,0.00185073,0.22520614,0.00986669,0.60241012
-4.70335168,1.39467874,0.12680545,0.07319915,1.32988892,0.46876821,0.00184539,0.23478162,0.00982633,0.62649899
-4.69734867,1.42632727,0.13235859,0.08249872,1.33192837,0.44639937,0.00189596,0.24537433,0.00991733,0.65403967
-4.69134567,1.46827752,0.13838977,0.09308765,1.32963675,0.43051331,0.00200027,0.25686233,0.01012244,0.68470447
-4.68534267,1.51978686,0.14484429,0.10496121,1.32257667,0.42077878,0.00215619,0.26913192,0.01042562,0.71817963
-4.67933967,1.58008161,0.15166957,0.11809592,1.31050731,0.41681251,0.00236152,0.28207509,0.01081206,0.75415946
-4.67333667,1.64834799,0.15881354,0.13244613,1.29338389,0.41818641,0.00261394,0.29558637,0.01126813,0.79233919
-4.66733367,1.72372191,0.16622262,0.14794093,1.27135036,0.42443450,0.00291096,0.30955930,0.01178129,0.83240733
-4.66133067,1.80527901,0.17383976,0.16448175,1.24472595,0.43505965,0.00324979,0.32388282,0.01234002,0.87403838
-4.65532766,1.89202681,0.18160251,0.18194070,1.21398651,0.44954032,0.00362728,0.33843790,0.01293373,0.91688668
-4.64932466,1.98290024,0.18944145,0.20016003,1.17974181,0.46733732,0.00403987,0.35309466,0.01355271,0.96058225
-4.64332166,2.07676230,0.19727906,0.21895274,1.14271006,0.48790103,0.00448356,0.36771032,0.01418815,1.00472934
