energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.49558032,0.05746218,0.00057424,0.00985726,0.29143600,0.13104854,0.19410649
-5.99399700,0.46558400,0.05481951,0.00057399,0.00962317,0.27248373,0.13072018,0.18019461
-5.98799400,0.44015445,0.05258198,0.00057825,0.00947984,0.25627548,0.13191682,0.16812875
-5.98199100,0.41910597,0.05073288,0.00058657,0.00942324,0.24271319,0.13452931,0.15786229
-5.97598799,0.40222155,0.04925033,0.00059845,0.00944798,0.23168297,0.13842942,0.14933764
-5.96998499,0.38925776,0.04810762,0.00061337,0.00954733,0.22305807,0.14347253,0.14248864
-5.96398199,0.37995029,0.04727366,0.00063081,0.00971339,0.21670244,0.14950100,0.13724319
-5.95797899,0.37402038,0.04671370,0.00065021,0.00993716,0.21247454,0.15634810,0.13352599
-5.95197599,0.37118191,0.04639005,0.00067102,0.01020883,0.21023147,0.16384247,0.13126148
-5.94597299,0.37114912,0.04626306,0.00069270,0.01051790,0.20983343,0.17181295,0.13037683
-5.93996998,0.37364468,0.04629216,0.00071473,0.01085352,0.21114818,0.18009374,0.13080483
-5.93396698,0.37840800,0.04643706,0.00073662,0.01120472,0.21405551,0.18852960,0.13248672
-5.92796398,0.38520323,0.04665889,0.00075795,0.01156072,0.21845148,0.19698101,0.13537467
-5.92196098,0.39382677,0.04692152,0.00077835,0.01191129,0.22425218,0.20532891,0.13943395
-5.91595798,0.40411393,0.04719273,0.00079755,0.01224695,0.23139678,0.21347902,0.14464449
-5.90995498,0.41594410,0.04744538,0.00081539,0.01255935,0.23984978,0.22136525,0.15100178
-5.90395198,0.42924442,0.04765843,0.00083178,0.01284149,0.24960201,0.22895223,0.15851700
-5.89794897,0.44399129,0.04781779,0.00084679,0.01308790,0.26067050,0.23623659,0.16721626
-5.89194597,0.46020975,0.04791704,0.00086058,0.01329484,0.27309685,0.24324702,0.17713893
-5.88594297,0.47797047,0.04795787,0.00087342,0.01346038,0.28694423,0.25004288,0.18833496
-5.87993997,0.49738429,0.04795023,0.00088572,0.01358442,0.30229288,0.25671148,0.20086137
-5.87393697,0.51859455,0.04791237,0.00089795,0.01366862,0.31923433,0.26336394,0.21477789
-5.86793397,0.54176730,0.04787041,0.00091069,0.01371634,0.33786451,0.27012996,0.23014194
-5.86193097,0.56707994,0.04785787,0.00092454,0.01373239,0.35827594,0.27715139,0.24700312
-5.85592796,0.59470856,0.04791481,0.00094016,0.01372281,0.38054937,0.28457523,0.26539758
-5.84992496,0.62481473,0.04808680,0.00095822,0.01369459,0.40474540,0.29254599,0.28534227
-5.84392196,0.65753231,0.04842377,0.00097935,0.01365533,0.43089619,0.30119803,0.30682974
-5.83791896,0.69295485,0.04897856,0.00100414,0.01361286,0.45899806,0.31064810,0.32982342
-5.83191596,0.73112443,0.04980554,0.00103310,0.01357495,0.48900517,0.32098849,0.35425394
-5.82591296,0.77202227,0.05095898,0.00106666,0.01354892,0.52082465,0.33228107,0.38001653
-5.81990995,0.81556182,0.05249145,0.00110512,0.01354135,0.55431369,0.34455257,0.40696989
-5.81390695,0.86158461,0.05445221,0.00114863,0.01355782,0.58927856,0.35779132,0.43493645
-5.80790395,0.90985909,0.05688555,0.00119721,0.01360269,0.62547590,0.37194563,0.46370424
-5.80190095,0.96008252,0.05982928,0.00125074,0.01367895,0.66261613,0.38692388,0.49303023
-5.79589795,1.01188592,0.06331316,0.00130892,0.01378815,0.70036895,0.40259633,0.52264511
-5.78989495,1.06484168,0.06735759,0.00137135,0.01393040,0.73837068,0.41879855,0.55225925
-5.78389195,1.11847354,0.07197228,0.00143745,0.01410440,0.77623312,0.43533642,0.58156958
-5.77788894,1.17226841,0.07715527,0.00150657,0.01430756,0.81355350,0.45199224,0.61026722
-5.77188594,1.22568944,0.08289199,0.00157794,0.01453620,0.84992515,0.46853194,0.63804525
-5.76588294,1.27818978,0.08915473,0.00165073,0.01478573,0.88494821,0.48471278,0.66460658
-5.75987994,1.32922629,0.09590229,0.00172407,0.01505089,0.91824020,0.50029146,0.68967130
-5.75387694,1.37827279,0.10308003,0.00179707,0.01532603,0.94944564,0.51503204,0.71298341
-5.74787394,1.42483215,0.11062026,0.00186886,0.01560532,0.97824467,0.52871346,0.73431656
-5.74187094,1.46844702,0.11844307,0.00193861,0.01588303,1.00436010,0.54113640,0.75347862
-5.73586793,1.50870877,0.12645749,0.00200555,0.01615374,1.02756287,0.55212905,0.77031499
-5.72986493,1.54526449,0.13456315,0.00206899,0.01641251,1.04767565,0.56155180,0.78471061
-5.72386193,1.57782212,0.14265232,0.00212837,0.01665504,1.06457474,0.56930052,0.79659063
-5.71785893,1.60615360,0.15061226,0.00218324,0.01687777,1.07819022,0.57530857,0.80591993
-5.71185593,1.63009643,0.15832798,0.00223325,0.01707795,1.08850461,0.57954735,0.81270165
-5.70585293,1.64955367,0.16568516,0.00227822,0.01725364,1.09555027,0.58202561,0.81697478
-5.69984992,1.66449268,0.17257322,0.00231809,0.01740370,1.09940576,0.58278757,0.81881122
-5.69384692,1.67494298,0.17888846,0.00235294,0.01752771,1.10019149,0.58190996,0.81831235
-5.68784392,1.68099330,0.18453712,0.00238294,0.01762594,1.09806494,0.57949833,0.81560541
-5.68184092,1.68278820,0.18943817,0.00240840,0.01769919,1.09321565,0.57568267,0.81083984
-5.67583792,1.68052420,0.19352582,0.00242970,0.01774873,1.08586026,0.57061260,0.80418366
-5.66983492,1.67444565,0.19675163,0.00244732,0.01777614,1.07623759,0.56445236,0.79582002
-5.66383192,1.66484037,0.19908599,0.00246178,0.01778325,1.06460400,0.55737577,0.78594394
-5.65782891,1.65203483,0.20051909,0.00247361,0.01777203,1.05122901,0.54956125,0.77475924
-5.65182591,1.63638906,0.20106122,0.00248339,0.01774447,1.03639102,0.54118720,0.76247559
-5.64582291,1.61829101,0.20074237,0.00249166,0.01770259,1.02037331,0.53242757,0.74930568
-5.63981991,1.59815038,0.19961128,0.00249896,0.01764833,1.00346007,0.52344802,0.73546245
-5.63381691,1.57639183,0.19773379,0.00250575,0.01758356,0.98593240,0.51440247,0.72115617
-5.62781391,1.55344760,0.19519078,0.00251244,0.01751006,0.96806433,0.50543022,0.70659157
-5.62181091,1.52974961,0.19207561,0.00251939,0.01742949,0.95011872,0.49665359,0.69196483
-5.61580790,1.50572109,0.18849130,0.00252684,0.01734346,0.93234312,0.48817612,0.67746050
-5.60980490,1.48176802,0.18454746,0.00253496,0.01725347,0.91496559,0.48008132,0.66324843
-5.60380190,1.45827062,0.18035722,0.00254383,0.01716096,0.89819070,0.47243203,0.64948074
-5.59779890,1.43557510,0.17603417,0.00255345,0.01706730,0.88219565,0.46527021,0.63628903
-5.59179590,1.41398601,0.17168941,0.00256373,0.01697377,0.86712687,0.45861737,0.62378185
-5.58579290,1.39375963,0.16742887,0.00257451,0.01688155,0.85309713,0.45247541,0.61204271
-5.57978989,1.37509842,0.16335094,0.00258557,0.01679170,0.84018346,0.44682800,0.60112857
-5.57378689,1.35814700,0.15954438,0.00259663,0.01670512,0.82842581,0.44164237,0.59106909
-5.56778389,1.34298971,0.15608665,0.00260741,0.01662247,0.81782685,0.43687142,0.58186664
-5.56178089,1.32964993,0.15304262,0.00261756,0.01654415,0.80835273,0.43245624,0.57349706
-5.55577789,1.31809110,0.15046362,0.00262675,0.01647024,0.79993486,0.42832881,0.56591127
-5.54977489,1.30821939,0.14838692,0.00263464,0.01640043,0.79247284,0.42441487,0.55903759
-5.54377189,1.29988805,0.14683545,0.00264091,0.01633399,0.78583814,0.42063683,0.55278472
-5.53776888,1.29290298,0.14581798,0.00264525,0.01626972,0.77987870,0.41691673,0.54704527
-5.53176588,1.28702957,0.14532954,0.00264737,0.01620598,0.77442397,0.41317904,0.54169961
