energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.38769385,0.83934444,0.00501553,0.08374233,0.10405242,0.61072124,0.21920219,0.00477477,0.44985296
-5.38169085,0.79522589,0.00453305,0.07561251,0.09595939,0.59738600,0.20131299,0.00451028,0.43522662
-5.37568784,0.75830125,0.00409229,0.06857409,0.08882829,0.58538770,0.18641283,0.00429552,0.42348735
-5.36968484,0.72867458,0.00369662,0.06259317,0.08261283,0.57454638,0.17456145,0.00412954,0.41474740
-5.36368184,0.70642993,0.00334864,0.05763228,0.07726346,0.56471520,0.16579927,0.00401139,0.40912019
-5.35767884,0.69164371,0.00305019,0.05365292,0.07272950,0.55579031,0.16015157,0.00394025,0.40672443
-5.35167584,0.68439297,0.00280242,0.05061772,0.06896094,0.54771718,0.15763164,0.00391546,0.40768587
-5.34567284,0.68475850,0.00260574,0.04849203,0.06590973,0.54049303,0.15824268,0.00393657,0.41213628
-5.33966983,0.69282276,0.00245991,0.04724494,0.06353065,0.53416532,0.16197817,0.00400331,0.42020945
-5.33366683,0.70866233,0.00236406,0.04684979,0.06178156,0.52882643,0.16882078,0.00411552,0.43203436
-5.32766383,0.73233537,0.00231677,0.04728407,0.06062325,0.52460485,0.17873983,0.00427306,0.44772567
-5.32166083,0.76386481,0.00231603,0.04852883,0.06001881,0.52165353,0.19168751,0.00447573,0.46737200
-5.31565783,0.80321808,0.00235934,0.05056758,0.05993275,0.52013601,0.20759405,0.00472307,0.49102269
-5.30965483,0.85028495,0.00244372,0.05338481,0.06032975,0.52021119,0.22636224,0.00501420,0.51867359
-5.30365183,0.90485469,0.00256571,0.05696431,0.06117342,0.52201765,0.24786173,0.00534773,0.55025307
-5.29764882,0.96659418,0.00272145,0.06128713,0.06242497,0.52565847,0.27192344,0.00572154,0.58560888
-5.29164582,1.03502871,0.00290662,0.06632966,0.06404203,0.53118736,0.29833469,0.00613266,0.62449691
-5.28564282,1.10952676,0.00311658,0.07206159,0.06597773,0.53859704,0.32683542,0.00657718,0.66657287
-5.27963982,1.18929043,0.00334631,0.07844416,0.06818001,0.54781048,0.35711593,0.00705019,0.71138740
-5.27363682,1.27335238,0.00359051,0.08542858,0.07059141,0.55867561,0.38881653,0.00754572,0.75838555
-5.26763382,1.36058042,0.00384367,0.09295485,0.07314921,0.57096381,0.42152929,0.00805681,0.80691081
-5.26163082,1.44968989,0.00410011,0.10095105,0.07578614,0.58437242,0.45480219,0.00857556,0.85621413
-5.25562781,1.53926420,0.00435411,0.10933311,0.07843138,0.59853113,0.48814559,0.00909327,0.90546768
-5.24962481,1.62778287,0.00459998,0.11800509,0.08101208,0.61301205,0.52104096,0.00960065,0.95378323
-5.24362181,1.71365650,0.00483218,0.12686014,0.08345522,0.62734304,0.55295176,0.01008798,1.00023438
-5.23761881,1.79526729,0.00504547,0.13578193,0.08568964,0.64102355,0.58333596,0.01054543,1.04388211
-5.23161581,1.87101368,0.00523499,0.14464665,0.08764831,0.65354247,0.61165988,0.01096334,1.08380233
-5.22561281,1.93935721,0.00539641,0.15332550,0.08927065,0.66439685,0.63741284,0.01133248,1.11911456
-5.21960980,1.99886975,0.00552604,0.16168764,0.09050473,0.67311086,0.66012187,0.01164439,1.14901030
-5.21360680,2.04827887,0.00562093,0.16960333,0.09130935,0.67925395,0.67936602,0.01189166,1.17277997
-5.20760380,2.08650950,0.00567893,0.17694742,0.09165582,0.68245738,0.69478956,0.01206817,1.18983705
-5.20160080,2.11271993,0.00569878,0.18360283,0.09152933,0.68242851,0.70611350,0.01216932,1.19973849
-5.19559780,2.12633056,0.00568014,0.18946400,0.09093000,0.67896198,0.71314496,0.01219220,1.20220029
-5.18959480,2.12704418,0.00562359,0.19444021,0.08987330,0.67194759,0.71578386,0.01213573,1.19710767
-5.18359180,2.11485689,0.00553059,0.19845852,0.08839006,0.66137439,0.71402687,0.01200067,1.18451938
-5.17758879,2.09005927,0.00540347,0.20146630,0.08652593,0.64733100,0.70796815,0.01178962,1.16466588
-5.17158579,2.05322782,0.00524532,0.20343331,0.08434037,0.63000218,0.69779712,0.01150698,1.13794180
-5.16558279,2.00520724,0.00505991,0.20435307,0.08190518,0.60966201,0.68379333,0.01115880,1.10489278
-5.15957979,1.94708447,0.00485155,0.20424356,0.07930267,0.58666404,0.66631855,0.01075256,1.06619771
-5.15357679,1.88015569,0.00462499,0.20314731,0.07662349,0.56142889,0.64580666,0.01029702,1.02264692
-5.14757379,1.80588790,0.00438525,0.20113065,0.07396428,0.53443020,0.62275164,0.00980192,0.97511767
-5.14157079,1.72587684,0.00413747,0.19828231,0.07142515,0.50617924,0.59769429,0.00927773,0.92454779
-5.13556778,1.64180289,0.00388682,0.19471143,0.06910715,0.47720924,0.57120815,0.00873537,0.87190888
-5.12956478,1.55538700,0.00363830,0.19054488,0.06710974,0.44805988,0.54388529,0.00818593,0.81817991
-5.12356178,1.46834805,0.00339667,0.18592420,0.06552839,0.41926270,0.51632234,0.00764047,0.76432253
-5.11755878,1.38236344,0.00316632,0.18100208,0.06445242,0.39132791,0.48910748,0.00710973,0.71125876
-5.11155578,1.29903391,0.00295121,0.17593870,0.06396301,0.36473295,0.46280853,0.00660399,0.65985181
-5.10555278,1.21985378,0.00275475,0.17089789,0.06413156,0.33991332,0.43796275,0.00613291,0.61089066
-5.09954977,1.14618710,0.00257983,0.16604331,0.06501838,0.31725566,0.41506834,0.00570542,0.56507850
-5.09354677,1.07925021,0.00242874,0.16153483,0.06667172,0.29709321,0.39457795,0.00532965,0.52302531
-5.08754377,1.02010063,0.00230318,0.15752519,0.06912721,0.27970366,0.37689412,0.00501287,0.48524434
-5.08154077,0.96963204,0.00220430,0.15415692,0.07240761,0.26530911,0.36236675,0.00476156,0.45215226
-5.07553777,0.92857500,0.00213270,0.15155993,0.07652303,0.25407805,0.35129228,0.00458135,0.42407257
-5.06953477,0.89750251,0.00208846,0.14984937,0.08147141,0.24612892,0.34391452,0.00447712,0.40124180
-5.06353177,0.87683975,0.00207124,0.14912424,0.08723937,0.24153493,0.34042696,0.00445304,0.38381773
-5.05752876,0.86687698,0.00208033,0.14946643,0.09380336,0.24032989,0.34097601,0.00451258,0.37188924
-5.05152576,0.86778457,0.00211465,0.15094028,0.10113098,0.24251442,0.34566520,0.00465865,0.36548693
-5.04552276,0.87962932,0.00217292,0.15359271,0.10918257,0.24806240,0.35455985,0.00489353,0.36459402
-5.03951976,0.90239093,0.00225364,0.15745364,0.11791281,0.25692720,0.36769190,0.00521896,0.36915696
-5.03351676,0.93597791,0.00235520,0.16253679,0.12727244,0.26904733,0.38506479,0.00563612,0.37909522
-5.02751376,0.98024205,0.00247591,0.16884065,0.13720994,0.28435133,0.40665801,0.00614558,0.39430979
-5.02151076,1.03499086,0.00261406,0.17634964,0.14767300,0.30276168,0.43243121,0.00674728,0.41469024
-5.01550775,1.09999752,0.00276799,0.18503521,0.15860993,0.32419742,0.46232759,0.00744046,0.44011991
-5.00950475,1.17500786,0.00293607,0.19485691,0.16997068,0.34857567,0.49627665,0.00822357,0.47047922
-5.00350175,1.25974439,0.00311677,0.20576330,0.18170767,0.37581166,0.53419604,0.00909417,0.50564705
-4.99749875,1.35390718,0.00330866,0.21769266,0.19377615,0.40581765,0.57599256,0.01004888,0.54550016
-4.99149575,1.45717186,0.00351041,0.23057348,0.20613421,0.43850053,0.62156237,0.01108323,0.58991093
-4.98549275,1.56918492,0.00372081,0.24432473,0.21874247,0.47375858,0.67079033,0.01219163,0.63874346
-4.97948974,1.68955674,0.00393875,0.25885587,0.23156328,0.51147722,0.72354866,0.01336732,0.69184844
-4.97348674,1.81785290,0.00416322,0.27406672,0.24455968,0.55152436,0.77969494,0.01460229,0.74905706
-4.96748374,1.95358428,0.00439328,0.28984726,0.25769412,0.59374541,0.83906961,0.01588735,0.81017425
-4.96148074,2.09619675,0.00462804,0.30607736,0.27092694,0.63795845,0.90149306,0.01721214,0.87497184
-4.95547774,2.24506098,0.00486670,0.32262663,0.28421482,0.68394971,0.96676247,0.01856522,0.94318183
-4.94947474,2.39946320,0.00510847,0.33935438,0.29750927,0.73146986,1.03464856,0.01993419,1.01449037
-4.94347174,2.55859766,0.00535260,0.35610997,0.31075528,0.78023138,1.10489242,0.02130587,1.08853272
-4.93746873,2.72156129,0.00559838,0.37273334,0.32389019,0.82990731,1.17720253,0.02266649,1.16488964
-4.93146573,2.88735136,0.00584516,0.38905615,0.33684297,0.88013160,1.25125231,0.02400190,1.24308561
-4.92546273,3.05486653,0.00609237,0.40490327,0.34953389,0.93050128,1.32667810,0.02529787,1.32258899
-4.91945973,3.22291180,0.00633953,0.42009482,0.36187474,0.98058059,1.40307813,0.02654033,1.40281458
-4.91345673,3.39020758,0.00658634,0.43444872,0.37376956,1.02990701,1.48001235,0.02771565,1.48312848
-4.90745373,3.55540300,0.00683268,0.44778369,0.38511590,1.07799921,1.55700349,0.02881093,1.56285556
-4.90145073,3.71709350,0.00707874,0.45992270,0.39580664,1.12436674,1.63353939,0.02981429,1.64128918
-4.89544772,3.87384240,0.00732505,0.47069667,0.40573223,1.16852114,1.70907684,0.03071508,1.71770331
-4.88944472,4.02420600,0.00757256,0.47994853,0.41478332,1.20998816,1.78304691,0.03150413,1.79136657
-4.88344172,4.16676168,0.00782272,0.48753718,0.42285375,1.24832070,1.85486183,0.03217397,1.86155781
-4.87743872,4.30013805,0.00807757,0.49334156,0.42984361,1.28311190,1.92392329,0.03271895,1.92758290
-4.87143572,4.42304640,0.00833976,0.49726440,0.43566238,1.31400792,1.98963215,0.03313538,1.98879193
-4.86543272,4.53431199,0.00861265,0.49923565,0.44023204,1.34071977,2.05139917,0.03342162,2.04459633
-4.85942971,4.63290431,0.00890028,0.49921534,0.44348982,1.36303379,2.10865657,0.03357805,2.09448523
-4.85342671,4.71796485,0.00920743,0.49719583,0.44539076,1.38082009,2.16086991,0.03360711,2.13804019
-4.84742371,4.78883118,0.00953953,0.49320324,0.44590965,1.39403874,2.20754997,0.03351320,2.17494785
-4.84142071,4.84505630,0.00990267,0.48729798,0.44504256,1.40274318,2.24826407,0.03330257,2.20500972
-4.83541771,4.88642207,0.01030345,0.47957440,0.44280768,1.40708075,2.28264629,0.03298319,2.22814871
-4.82941471,4.91294624,0.01074887,0.47015944,0.43924545,1.40729012,2.31040631,0.03256452,2.24441193
-4.82341171,4.92488235,0.01124616,0.45921030,0.43441812,1.40369581,2.33133627,0.03205729,2.25396961
-4.81740870,4.92271247,0.01180257,0.44691126,0.42840851,1.39669986,2.34531552,0.03147330,2.25711007
-4.81140570,4.90713299,0.01242515,0.43346963,0.42131823,1.38677093,2.35231289,0.03082509,2.25423087
-4.80540270,4.87903386,0.01312047,0.41911107,0.41326524,1.37443140,2.35238665,0.03012567,2.24582649
-4.79939970,4.83947231,0.01389433,0.40407432,0.40438095,1.36024276,2.34568195,0.02938828,2.23247300
-4.79339670,4.78964200,0.01475150,0.38860559,0.39480690,1.34478998,2.33242626,0.02862605,2.21481039
-4.78739370,4.73083915,0.01569541,0.37295278,0.38469112,1.32866552,2.31292287,0.02785175,2.19352326
-4.78139070,4.66442691,0.01672785,0.35735966,0.37418435,1.31245339,2.28754300,0.02707756,2.16932078
-4.77538769,4.59179970,0.01784871,0.34206037,0.36343617,1.29671399,2.25671698,0.02631480,2.14291656
-4.76938469,4.51434895,0.01905578,0.32727419,0.35259121,1.28197021,2.22092498,0.02557378,2.11500950
-4.76338169,4.43343152,0.02034455,0.31320087,0.34178561,1.26869519,2.18068774,0.02486360,2.08626615
-4.75737869,4.35034213,0.02170807,0.30001673,0.33114366,1.25730209,2.13655783,0.02419205,2.05730533
-4.75137569,4.26629060,0.02313692,0.28787138,0.32077502,1.24813619,2.08911155,0.02356552,2.02868552
-4.74537269,4.18238445,0.02461922,0.27688541,0.31077227,1.24146934,2.03894206,0.02298895,2.00089528
-4.73936968,4.09961725,0.02614075,0.26714887,0.30120924,1.23749685,1.98665343,0.02246583,1.97434699
-4.73336668,4.01886257,0.02768515,0.25872071,0.29213975,1.23633680,1.93285599,0.02199823,1.94937388
-4.72736368,3.94087313,0.02923422,0.25162895,0.28359723,1.23803146,1.87816253,0.02158683,1.92623018
-4.72136068,3.86628464,0.03076827,0.24587178,0.27559489,1.24255075,1.82318533,0.02123107,1.90509409
-4.71535768,3.79562333,0.03226661,0.24141925,0.26812656,1.24979740,1.76853358,0.02092917,1.88607322
-4.70935468,3.72931624,0.03370809,0.23821564,0.26116828,1.25961345,1.71481095,0.02067835,1.86921190
-4.70335168,3.66770312,0.03507165,0.23618230,0.25468031,1.27178775,1.66261281,0.02047489,1.85449983
-4.69734867,3.61104893,0.03633695,0.23522090,0.24860972,1.28606416,1.61252279,0.02031433,1.84188149
-4.69134567,3.55955569,0.03748502,0.23521687,0.24289338,1.30214999,1.56510845,0.02019159,1.83126564
-4.68534267,3.51337282,0.03849886,0.23604306,0.23746115,1.31972444,1.52091570,0.02010109,1.82253436
-4.67933967,3.47260524,0.03936397,0.23756332,0.23223929,1.33844673,1.48046186,0.02003696,1.81555115
-4.67333667,3.43731835,0.04006893,0.23963610,0.22715380,1.35796350,1.44422743,0.01999311,1.81016769
-4.66733367,3.40753990,0.04060573,0.24211778,0.22213366,1.37791558,1.41264649,0.01996335,1.80622877
-4.66133067,3.38325825,0.04097009,0.24486576,0.21711382,1.39794366,1.38609613,0.01994156,1.80357550
-4.65532766,3.36441750,0.04116162,0.24774126,0.21203773,1.41769305,1.36488506,0.01992173,1.80204646
-4.64932466,3.35090971,0.04118381,0.25061175,0.20685948,1.43681739,1.34924204,0.01989806,1.80147707
-4.64332166,3.34256497,0.04104388,0.25335297,0.20154529,1.45498142,1.33930447,0.01986505,1.80169737
-4.63731866,3.33914021,0.04075248,0.25585061,0.19607443,1.47186297,1.33510793,0.01981758,1.80252847
-4.63131566,3.34030784,0.04032328,0.25800161,0.19043946,1.48715449,1.33657720,0.01975092,1.80377831
-4.62531266,3.34564530,0.03977239,0.25971507,0.18464591,1.50056406,1.34351950,0.01966083,1.80523712
-4.61930965,3.35462693,0.03911771,0.26091297,0.17871135,1.51181655,1.35562054,0.01954357,1.80667326
-4.61330665,3.36661914,0.03837826,0.26153054,0.17266399,1.52065494,1.37244398,0.01939598,1.80783003
-4.60730365,3.38088016,0.03757339,0.26151647,0.16654083,1.52684206,1.39343478,0.01921547,1.80842393
-4.60130065,3.39656503,0.03672209,0.26083292,0.16038558,1.53016314,1.41792680,0.01900011,1.80814500
-4.59529765,3.41273658,0.03584231,0.25945550,0.15424641,1.53042897,1.44515467,0.01874862,1.80665942
-4.58929465,3.42838248,0.03495032,0.25737302,0.14817363,1.52748006,1.47427004,0.01846039,1.80361463
-4.58329165,3.44243830,0.03406026,0.25458729,0.14221747,1.52119132,1.50436178,0.01813556,1.79864707
-4.57728864,3.45381589,0.03318374,0.25111278,0.13642609,1.51147740,1.53447976,0.01777495,1.79139219
-4.57128564,3.46143613,0.03232965,0.24697617,0.13084382,1.49829815,1.56366129,0.01738015,1.78149639
-4.56528264,3.46426459,0.03150406,0.24221583,0.12550973,1.48166396,1.59095937,0.01695341,1.76863045
-4.55927964,3.46134851,0.03071030,0.23688118,0.12045660,1.46164035,1.61547162,0.01649769,1.75250352
-4.55327664,3.45185299,0.02994916,0.23103177,0.11571030,1.43835157,1.63636865,0.01601659,1.73287704
-4.54727364,3.43509463,0.02921923,0.22473630,0.11128944,1.41198246,1.65292052,0.01551423,1.70957759
-4.54127064,3.41057031,0.02851730,0.21807125,0.10720546,1.38277847,1.66452008,0.01499524,1.68250791
-4.53526763,3.37797963,0.02783878,0.21111942,0.10346292,1.35104314,1.67070200,0.01446461,1.65165521
-4.52926463,3.33723922,0.02717827,0.20396808,0.10006002,1.31713326,1.67115652,0.01392754,1.61709626
-4.52326163,3.28848797,0.02652999,0.19670703,0.09698925,1.28145124,1.66573704,0.01338935,1.57899862
-4.51725863,3.23208252,0.02588826,0.18942636,0.09423812,1.24443524,1.65446122,0.01285528,1.53761792
-4.51125563,3.16858304,0.02524788,0.18221418,0.09178990,1.20654701,1.63750546,0.01233036,1.49329115
-4.50525263,3.09872974,0.02460447,0.17515427,0.08962431,1.16825809,1.61519280,0.01181927,1.44642617
-4.49924962,3.02341133,0.02395473,0.16832376,0.08771815,1.13003492,1.58797505,0.01132615,1.39748806
-4.49324662,2.94362709,0.02329651,0.16179103,0.08604580,1.09232367,1.55640993,0.01085454,1.34698283
