energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-3.50275138,1.64812771,0.41012547,0.93401944,0.01241691,0.11783700,0.08708724,0.32219825,0.16579336,0.00546420
-3.49674837,1.69298050,0.41422282,0.96492973,0.01306431,0.12099783,0.08738516,0.32665914,0.17161903,0.00551115
-3.49074537,1.73574289,0.41822433,0.99419840,0.01370280,0.12414724,0.08748968,0.33094518,0.17817712,0.00554588
-3.48474237,1.77571722,0.42197175,1.02139179,0.01433254,0.12723279,0.08736150,0.33493949,0.18547311,0.00556586
-3.47873937,1.81232628,0.42531154,1.04615396,0.01495433,0.13020228,0.08697248,0.33854120,0.19352892,0.00556903
-3.47273637,1.84513092,0.42810148,1.06821571,0.01556941,0.13300531,0.08630606,0.34167031,0.20238516,0.00555395
-3.46673337,1.87384097,0.43021627,1.08739969,0.01617923,0.13559466,0.08535714,0.34427129,0.21210230,0.00551979
-3.46073037,1.89831918,0.43155186,1.10362137,0.01678523,0.13792747,0.08413153,0.34631537,0.22276059,0.00546637
-3.45472736,1.91857798,0.43202848,1.11688588,0.01738857,0.13996607,0.08264499,0.34780134,0.23445870,0.00539418
-3.44872436,1.93476950,0.43159212,1.12728114,0.01798987,0.14167866,0.08092193,0.34875489,0.24731095,0.00530433
-3.44272136,1.94716949,0.43021464,1.13496757,0.01858895,0.14303956,0.07899390,0.34922655,0.26144317,0.00519847
-3.43671836,1.95615599,0.42789252,1.14016505,0.01918461,0.14402941,0.07689790,0.34928832,0.27698725,0.00507876
-3.43071536,1.96218421,0.42464456,1.14313782,0.01977449,0.14463500,0.07467465,0.34902922,0.29407450,0.00494774
-3.42471236,1.96575864,0.42050859,1.14417824,0.02035499,0.14484903,0.07236685,0.34855011,0.31282799,0.00480821
-3.41870935,1.96740422,0.41553767,1.14359001,0.02092121,0.14466974,0.07001762,0.34795798,0.33335423,0.00466315
-3.41270635,1.96763766,0.40979594,1.14167197,0.02146707,0.14410046,0.06766903,0.34736009,0.35573425,0.00451556
-3.40670335,1.96694065,0.40335441,1.13870293,0.02198545,0.14314919,0.06536094,0.34685830,0.38001477,0.00436837
-3.40070035,1.96573595,0.39628701,1.13492852,0.02246844,0.14182813,0.06313005,0.34654386,0.40619951,0.00422434
-3.39469735,1.96436763,0.38866718,1.13055033,0.02290768,0.14015338,0.06100926,0.34649301,0.43424139,0.00408594
-3.38869435,1.96308608,0.38056495,1.12571792,0.02329471,0.13814459,0.05902735,0.34676354,0.46403573,0.00395528
-3.38269135,1.96203858,0.37204491,1.12052390,0.02362140,0.13582478,0.05720889,0.34739256,0.49541518,0.00383410
-3.37668834,1.96126550,0.36316490,1.11500218,0.02388041,0.13322021,0.05557442,0.34839552,0.52814652,0.00372365
-3.37068534,1.96070224,0.35397557,1.10912930,0.02406558,0.13036032,0.05414082,0.34976649,0.56192981,0.00362475
-3.36468234,1.96018664,0.34452065,1.10282872,0.02417237,0.12727772,0.05292190,0.35147974,0.59640013,0.00353776
-3.35867934,1.95947122,0.33483787,1.09597766,0.02419813,0.12400817,0.05192904,0.35349243,0.63113206,0.00346262
-3.35267634,1.95823972,0.32496036,1.08841609,0.02414245,0.12059059,0.05117188,0.35574826,0.66564696,0.00339889
-3.34667334,1.95612678,0.31491844,1.07995746,0.02400726,0.11706701,0.05065902,0.35818180,0.69942295,0.00334578
-3.34067034,1.95273991,0.30474154,1.07040048,0.02379691,0.11348237,0.05039865,0.36072336,0.73190747,0.00330226
-3.33466733,1.94768259,0.29446012,1.05954140,0.02351811,0.10988433,0.05039910,0.36330393,0.76253193,0.00326711
-3.32866433,1.94057723,0.28410743,1.04718634,0.02317976,0.10632285,0.05066912,0.36586002,0.79072804,0.00323896
-3.32266133,1.93108703,0.27372094,1.03316294,0.02279268,0.10284965,0.05121809,0.36833810,0.81594524,0.00321645
-3.31665833,1.91893551,0.26334344,1.01733084,0.02236922,0.09951752,0.05205597,0.37069825,0.83766851,0.00319819
-3.31065533,1.90392286,0.25302354,0.99959072,0.02192279,0.09637944,0.05319298,0.37291697,0.85543572,0.00318290
-3.30465233,1.88593833,0.24281573,0.97989120,0.02146738,0.09348760,0.05463911,0.37498882,0.86885398,0.00316944
-3.29864932,1.86496792,0.23277986,0.95823367,0.02101695,0.09089223,0.05640340,0.37692687,0.87761397,0.00315681
-3.29264632,1.84109725,0.22298018,0.93467459,0.02058491,0.08864036,0.05849302,0.37876187,0.88150171,0.00314424
-3.28664332,1.81450923,0.21348387,0.90932539,0.02018354,0.08677454,0.06091222,0.38054021,0.88040723,0.00313113
-3.28064032,1.78547696,0.20435927,0.88234989,0.01982348,0.08533149,0.06366118,0.38232074,0.87432959,0.00311710
-3.27463732,1.75435197,0.19567389,0.85395952,0.01951330,0.08434084,0.06673489,0.38417064,0.86337805,0.00310195
-3.26863432,1.72154877,0.18749223,0.82440646,0.01925909,0.08382392,0.07012193,0.38616063,0.84776934,0.00308564
-3.26263132,1.68752630,0.17987372,0.79397528,0.01906428,0.08379277,0.07380352,0.38835974,0.82782111,0.00306827
-3.25662831,1.65276749,0.17287073,0.76297320,0.01892939,0.08424929,0.07775267,0.39083001,0.80394189,0.00305001
-3.25062531,1.61775803,0.16652687,0.73171984,0.01885207,0.08518470,0.08193357,0.39362142,0.77661813,0.00303107
-3.24462231,1.58296549,0.16087566,0.70053659,0.01882716,0.08657933,0.08630133,0.39676750,0.74639883,0.00301170
-3.23861931,1.54882008,0.15593968,0.66973642,0.01884692,0.08840272,0.09080211,0.40028171,0.71387858,0.00299207
-3.23261631,1.51569802,0.15173023,0.63961444,0.01890130,0.09061418,0.09537353,0.40415511,0.67967985,0.00297232
-3.22661331,1.48390849,0.14824752,0.61043973,0.01897840,0.09316362,0.09994565,0.40835532,0.64443519,0.00295249
-3.22061031,1.45368493,0.14548147,0.58244873,0.01906491,0.09599293,0.10444222,0.41282697,0.60877035,0.00293248
-3.21460730,1.42518095,0.14341300,0.55584052,0.01914668,0.09903753,0.10878235,0.41749369,0.57328872,0.00291211
-3.20860430,1.39847119,0.14201573,0.53077407,0.01920928,0.10222838,0.11288255,0.42226147,0.53855793,0.00289108
-3.20260130,1.37355683,0.14125816,0.50736750,0.01923856,0.10549417,0.11665897,0.42702334,0.50509879,0.00286897
-3.19659830,1.35037531,0.14110592,0.48569926,0.01922122,0.10876364,0.12002980,0.43166506,0.47337700,0.00284530
-3.19059530,1.32881351,0.14152430,0.46581101,0.01914531,0.11196800,0.12291781,0.43607146,0.44379753,0.00281955
-3.18459230,1.30872341,0.14248053,0.44771198,0.01900067,0.11504331,0.12525276,0.44013312,0.41670170,0.00279117
-3.17858929,1.28993917,0.14394596,0.43138420,0.01877935,0.11793265,0.12697374,0.44375293,0.39236665,0.00275962
-3.17258629,1.27229425,0.14589783,0.41678845,0.01847578,0.12058807,0.12803122,0.44685206,0.37100676,0.00272445
-3.16658329,1.25563750,0.14832043,0.40387033,0.01808703,0.12297217,0.12838873,0.44937504,0.35277675,0.00268528
-3.16058029,1.23984696,0.15120578,0.39256595,0.01761281,0.12505916,0.12802419,0.45129351,0.33777569,0.00264187
-3.15457729,1.22484041,0.15455339,0.38280701,0.01705540,0.12683544,0.12693063,0.45260830,0.32605164,0.00259409
-3.14857429,1.21058192,0.15836936,0.37452482,0.01641956,0.12829959,0.12511652,0.45334980,0.31760631,0.00254201
-3.14257129,1.19708387,0.16266471,0.36765301,0.01571224,0.12946178,0.12260545,0.45357639,0.31239933,0.00248584
-3.13656828,1.18440420,0.16745293,0.36212887,0.01494226,0.13034260,0.11943532,0.45337099,0.31035193,0.00242594
-3.13056528,1.17263920,0.17274694,0.35789319,0.01411995,0.13097132,0.11565712,0.45283590,0.31134968,0.00236284
-3.12456228,1.16191219,0.17855563,0.35488881,0.01325673,0.13138380,0.11133316,0.45208622,0.31524438,0.00229716
-3.11855928,1.15235878,0.18488006,0.35305792,0.01236469,0.13161998,0.10653504,0.45124209,0.32185499,0.00222963
-3.11255628,1.14410998,0.19170963,0.35233853,0.01145613,0.13172119,0.10134139,0.45042034,0.33096801,0.00216104
-3.10655328,1.13727405,0.19901854,0.35266039,0.01054322,0.13172738,0.09583537,0.44972592,0.34233735,0.00209217
-3.10055028,1.13191858,0.20676254,0.35394080,0.00963756,0.13167448,0.09010223,0.44924378,0.35568425,0.00202382
-3.09454727,1.12805401,0.21487654,0.35608066,0.00874990,0.13159194,0.08422688,0.44903147,0.37069743,0.00195669
-3.08854427,1.12561990,0.22327306,0.35896128,0.00788988,0.13150065,0.07829160,0.44911324,0.38703411,0.00189141
-3.08254127,1.12447486,0.23184170,0.36244214,0.00706582,0.13141146,0.07237406,0.44947576,0.40432195,0.00182848
-3.07653827,1.12439123,0.24044998,0.36636009,0.00628461,0.13132413,0.06654552,0.45006597,0.42216252,0.00176827
-3.07053527,1.12505486,0.24894531,0.37053006,0.00555165,0.13122706,0.06086954,0.45079111,0.44013620,0.00171096
-3.06453227,1.12607027,0.25715823,0.37474733,0.00487082,0.13109767,0.05540091,0.45152104,0.45780876,0.00165662
-3.05852926,1.12697122,0.26490689,0.37879156,0.00424455,0.13090339,0.05018508,0.45209282,0.47473954,0.00160513
-3.05252626,1.12723603,0.27200239,0.38243215,0.00367394,0.13060335,0.04525792,0.45231719,0.49049089,0.00155622
-3.04652326,1.12630704,0.27825500,0.38543500,0.00315887,0.13015051,0.04064584,0.45198680,0.50463881,0.00150953
-3.04052026,1.12361318,0.28348077,0.38757006,0.00269813,0.12949424,0.03636623,0.45088557,0.51678408,0.00146458
-3.03451726,1.11859436,0.28750838,0.38861949,0.00228967,0.12858317,0.03242815,0.44879883,0.52656365,0.00142084
-3.02851426,1.11072643,0.29018572,0.38838592,0.00193071,0.12736809,0.02883323,0.44552362,0.53366148,0.00137772
-3.02251126,1.09954534,0.29138606,0.38670027,0.00161793,0.12580490,0.02557679,0.44087856,0.53781850,0.00133465
-3.01650825,1.08466918,0.29101327,0.38342884,0.00134768,0.12385724,0.02264889,0.43471286,0.53884101,0.00129110
-3.01050525,1.06581689,0.28900607,0.37847924,0.00111608,0.12149885,0.02003561,0.42691390,0.53660707,0.00124657
-3.00450225,1.04282274,0.28534085,0.37180473,0.00091918,0.11871547,0.01772016,0.41741308,0.53107058,0.00120068
-2.99849925,1.01564588,0.28003312,0.36340689,0.00075309,0.11550615,0.01568401,0.40618959,0.52226272,0.00115314
-2.99249625,0.98437444,0.27313734,0.35333636,0.00061404,0.11188400,0.01390789,0.39327204,0.51029072,0.00110376
-2.98649325,0.94922417,0.26474536,0.34169175,0.00049847,0.10787626,0.01237268,0.37873781,0.49533386,0.00105250
-2.98049025,0.91053180,0.25498333,0.32861659,0.00040308,0.10352383,0.01106016,0.36271028,0.47763706,0.00099942
-2.97448724,0.86874356,0.24400745,0.31429477,0.00032487,0.09888016,0.00995361,0.34535420,0.45750218,0.00094471
-2.96848424,0.82439960,0.23199863,0.29894443,0.00026113,0.09400971,0.00903821,0.32686937,0.43527764,0.00088866
-2.96248124,0.77811514,0.21915649,0.28281087,0.00020948,0.08898596,0.00830134,0.30748315,0.41134662,0.00083165
-2.95647824,0.73055949,0.20569281,0.26615861,0.00016785,0.08388914,0.00773273,0.28744206,0.38611462,0.00077413
-2.95047524,0.68243380,0.19182488,0.24926316,0.00013443,0.07880382,0.00732442,0.26700312,0.35999682,0.00071658
-2.94447224,0.63444873,0.17776896,0.23240274,0.00010770,0.07381634,0.00707068,0.24642514,0.33340571,0.00065952
-2.93846923,0.58730295,0.16373423,0.21585032,0.00008640,0.06901237,0.00696774,0.22596050,0.30673970,0.00060348
-2.93246623,0.54166333,0.14991724,0.19986633,0.00006944,0.06447457,0.00701350,0.20584775,0.28037290,0.00054896
-2.92646323,0.49814739,0.13649732,0.18469210,0.00005598,0.06028041,0.00720714,0.18630521,0.25464653,0.00049643
-2.92046023,0.45730872,0.12363283,0.17054453,0.00004529,0.05650034,0.00754868,0.16752590,0.22986219,0.00044630
-2.91445723,0.41962547,0.11145851,0.15761167,0.00003683,0.05319619,0.00803853,0.14967380,0.20627701,0.00039895
-2.90845423,0.38549214,0.10008372,0.14604968,0.00003015,0.05041996,0.00867695,0.13288150,0.18410078,0.00035465
-2.90245123,0.35521459,0.08959184,0.13598080,0.00002490,0.04821287,0.00946362,0.11724928,0.16349496,0.00031363
-2.89644822,0.32900816,0.08004044,0.12749247,0.00002084,0.04660482,0.01039711,0.10284542,0.14457339,0.00027602
-2.89044522,0.30699844,0.07146232,0.12063748,0.00001779,0.04561403,0.01147451,0.08970756,0.12740450,0.00024191
-2.88444222,0.28922448,0.06386716,0.11543496,0.00001563,0.04524709,0.01269098,0.07784502,0.11201469,0.00021129
-2.87843922,0.27564399,0.05724379,0.11187203,0.00001431,0.04549911,0.01403948,0.06724189,0.09839271,0.00018410
-2.87243622,0.26614000,0.05156272,0.10990615,0.00001383,0.04635419,0.01551052,0.05786044,0.08649460,0.00016024
-2.86643322,0.26052875,0.04677898,0.10946780,0.00001425,0.04778599,0.01709202,0.04964498,0.07624906,0.00013955
-2.86043022,0.25856830,0.04283502,0.11046359,0.00001569,0.04975851,0.01876929,0.04252571,0.06756284,0.00012182
-2.85442721,0.25996759,0.03966365,0.11277951,0.00001834,0.05222695,0.02052509,0.03642254,0.06032607,0.00010686
-2.84842421,0.26439573,0.03719085,0.11628430,0.00002247,0.05513867,0.02233988,0.03124867,0.05441727,0.00009442
-2.84242121,0.27149129,0.03533843,0.12083301,0.00002844,0.05843435,0.02419213,0.02691387,0.04970792,0.00008425
-2.83641821,0.28087142,0.03402649,0.12627042,0.00003670,0.06204911,0.02605873,0.02332746,0.04606658,0.00007611
-2.83041521,0.29214079,0.03317561,0.13243459,0.00004786,0.06591375,0.02791561,0.02040074,0.04336237,0.00006977
-2.82441221,0.30490022,0.03270887,0.13916029,0.00006264,0.06995617,0.02973831,0.01804914,0.04146795,0.00006498
-2.81840920,0.31875505,0.03255350,0.14628245,0.00008196,0.07410266,0.03150276,0.01619388,0.04026192,0.00006152
-2.81240620,0.33332314,0.03264243,0.15363955,0.00010692,0.07827946,0.03318600,0.01476335,0.03963075,0.00005921
-2.80640320,0.34824264,0.03291552,0.16107691,0.00013884,0.08241421,0.03476700,0.01369406,0.03947026,0.00005785
-2.80040020,0.36317938,0.03332070,0.16844999,0.00017929,0.08643753,0.03622747,0.01293143,0.03968672,0.00005729
-2.79439720,0.37783397,0.03381484,0.17562751,0.00023013,0.09028461,0.03755259,0.01243032,0.04019768,0.00005740
-2.78839420,0.39194852,0.03436459,0.18249450,0.00029350,0.09389676,0.03873174,0.01215544,0.04093249,0.00005806
-2.78239120,0.40531298,0.03494702,0.18895520,0.00037185,0.09722300,0.03975911,0.01208165,0.04183278,0.00005918
-2.77638819,0.41777099,0.03555023,0.19493573,0.00046798,0.10022152,0.04063423,0.01219419,0.04285267,0.00006070
-2.77038519,0.42922514,0.03617382,0.20038655,0.00058502,0.10286114,0.04136237,0.01248897,0.04395903,0.00006258
-2.76438219,0.43964166,0.03682933,0.20528456,0.00072641,0.10512260,0.04195480,0.01297282,0.04513157,0.00006481
-2.75837919,0.44905419,0.03754060,0.20963490,0.00089595,0.10699971,0.04242888,0.01366374,0.04636301,0.00006739
-2.75237619,0.45756680,0.03834405,0.21347230,0.00109772,0.10850029,0.04280803,0.01459131,0.04765911,0.00007035
-2.74637319,0.46535589,0.03928888,0.21686192,0.00133605,0.10964687,0.04312155,0.01579698,0.04903870,0.00007375
-2.74037019,0.47267094,0.04043713,0.21989970,0.00161549,0.11047714,0.04340432,0.01733445,0.05053368,0.00007764
-2.73436718,0.47983402,0.04186368,0.22271204,0.00194076,0.11104406,0.04369630,0.01927003,0.05218892,0.00008213
-2.72836418,0.48723788,0.04365603,0.22545497,0.00231664,0.11141555,0.04404202,0.02168291,0.05406200,0.00008732
-2.72236118,0.49534258,0.04591387,0.22831256,0.00274794,0.11167390,0.04448992,0.02466527,0.05622291,0.00009333
-2.71635818,0.50467058,0.04874842,0.23149465,0.00323937,0.11191464,0.04509165,0.02832228,0.05875351,0.00010030
-2.71035518,0.51580026,0.05228149,0.23523403,0.00379550,0.11224506,0.04590131,0.03277186,0.06174683,0.00010838
-2.70435218,0.52935790,0.05664414,0.23978284,0.00442068,0.11278220,0.04697472,0.03814403,0.06530611,0.00011774
-2.69834917,0.54600803,0.06197501,0.24540840,0.00511895,0.11365046,0.04836861,0.04457998,0.06954367,0.00012855
-2.69234617,0.56644243,0.06841810,0.25238853,0.00589401,0.11497872,0.05013990,0.05223069,0.07457941,0.00014098
-2.68634317,0.59136775,0.07612027,0.26100633,0.00674917,0.11689716,0.05234498,0.06125502,0.08053919,0.00015520
-2.68034017,0.62149191,0.08522804,0.27154458,0.00768737,0.11953366,0.05503906,0.07181726,0.08755280,0.00017141
-2.67433717,0.65750955,0.09588409,0.28427984,0.00871119,0.12301000,0.05827548,0.08408422,0.09575179,0.00018976
-2.66833417,0.70008662,0.10822319,0.29947638,0.00982285,0.12743790,0.06210517,0.09822160,0.10526696,0.00021044
-2.66233117,0.74984452,0.12236779,0.31737995,0.01102432,0.13291499,0.06657596,0.11438998,0.11622576,0.00023359
-2.65632816,0.80734388,0.13842329,0.33821164,0.01231740,0.13952084,0.07173208,0.13274024,0.12874935,0.00025937
-2.65032516,0.87306833,0.15647304,0.36216182,0.01370379,0.14731326,0.07761339,0.15340857,0.14294968,0.00028790
-2.64432216,0.94740858,0.17657336,0.38938427,0.01518517,0.15632486,0.08425477,0.17651122,0.15892636,0.00031928
-2.63831916,1.03064704,0.19874861,0.41999071,0.01676334,0.16656015,0.09168520,0.20213905,0.17676352,0.00035361
-2.63231616,1.12294328,0.22298657,0.45404561,0.01844019,0.17799327,0.09992686,0.23035207,0.19652674,0.00039092
-2.62631316,1.22432070,0.24923428,0.49156158,0.02021778,0.19056643,0.10899397,0.26117417,0.21826000,0.00043124
-2.62031016,1.33465467,0.27739465,0.53249523,0.02209830,0.20418921,0.11889151,0.29458824,0.24198281,0.00047455
-2.61430715,1.45366241,0.30732393,0.57674371,0.02408394,0.21873877,0.12961381,0.33053181,0.26768760,0.00052078
-2.60830415,1.58089512,0.33883036,0.62414200,0.02617675,0.23406107,0.14114292,0.36889351,0.29533738,0.00056983
-2.60230115,1.71573252,0.37167399,0.67446101,0.02837836,0.24997309,0.15344697,0.40951047,0.32486381,0.00062154
-2.59629815,1.85738022,0.40556807,0.72740654,0.03068973,0.26626594,0.16647848,0.45216693,0.35616576,0.00067570
-2.59029515,2.00487035,0.44018182,0.78261944,0.03311067,0.28270903,0.18017276,0.49659401,0.38910837,0.00073205
-2.58429215,2.15706567,0.47514477,0.83967681,0.03563951,0.29905493,0.19444648,0.54247105,0.42352284,0.00079024
-2.57828914,2.31266752,0.51005265,0.89809458,0.03827252,0.31504498,0.20919665,0.58942826,0.45920677,0.00084990
-2.57228614,2.47022793,0.54447467,0.95733150,0.04100354,0.33041547,0.22429989,0.63705099,0.49592534,0.00091058
-2.56628314,2.62816595,0.57796199,1.01679470,0.04382343,0.34490411,0.23961249,0.68488534,0.53341328,0.00097176
-2.56028014,2.78478838,0.61005731,1.07584678,0.04671970,0.35825662,0.25497106,0.73244521,0.57137754,0.00103291
-2.55427714,2.93831480,0.64030517,1.13381463,0.04967622,0.37023332,0.27019403,0.77922056,0.60950085,0.00109339
-2.54827414,3.08690671,0.66826267,1.18999984,0.05267298,0.38061539,0.28508408,0.82468665,0.64744598,0.00115257
-2.54227114,3.22870027,0.69351030,1.24369059,0.05568608,0.38921056,0.29943142,0.86831411,0.68486062,0.00120975
-2.53626813,3.36184227,0.71566246,1.29417500,0.05868785,0.39585821,0.31301799,0.90957955,0.72138302,0.00126424
-2.53026513,3.48452827,0.73437730,1.34075548,0.06164715,0.40043351,0.32562250,0.94797634,0.75664786,0.00131533
-2.52426213,3.59504221,0.74936561,1.38276384,0.06452994,0.40285057,0.33702603,0.98302532,0.79029267,0.00136232
-2.51825913,3.69179612,0.76039832,1.41957685,0.06729995,0.40306452,0.34701826,1.01428506,0.82196423,0.00140452
-2.51225613,3.77336892,0.76731245,1.45063154,0.06991964,0.40107234,0.35540383,1.04136143,0.85132506,0.00144130
-2.50625313,3.83854282,0.77001522,1.47543998,0.07235123,0.39691258,0.36200875,1.06391614,0.87805968,0.00147209
-2.50025013,3.88633612,0.76848627,1.49360279,0.07455792,0.39066390,0.36668644,1.08167394,0.90188049,0.00149637
-2.49424712,3.91603112,0.76277783,1.50482101,0.07650521,0.38244245,0.36932323,1.09442845,0.92253320,0.00151372
-2.48824412,3.92719607,0.75301296,1.50890577,0.07816217,0.37239842,0.36984292,1.10204622,0.93980159,0.00152383
-2.48224112,3.91970019,0.73938187,1.50578540,0.07950283,0.36071159,0.36821031,1.10446914,0.95351153,0.00152650
-2.47623812,3.89372118,0.72213659,1.49550953,0.08050740,0.34758635,0.36443329,1.10171502,0.96353426,0.00152162
-2.47023512,3.84974473,0.70158409,1.47825017,0.08116344,0.33324617,0.35856358,1.09387642,0.96978880,0.00150925
-2.46423212,3.78855622,0.67807825,1.45429953,0.08146684,0.31792783,0.35069587,1.08111789,0.97224366,0.00148952
-2.45822911,3.71122462,0.65201092,1.42406474,0.08142258,0.30187556,0.34096555,1.06367158,0.97091768,0.00146272
-2.45222611,3.61907941,0.62380248,1.38805952,0.08104525,0.28533529,0.32954491,1.04183161,0.96588025,0.00142924
-2.44622311,3.51368138,0.59389208,1.34689335,0.08035934,0.26854926,0.31663816,1.01594735,0.95725092,0.00138958
-2.44022011,3.39678825,0.56272812,1.30125827,0.07939915,0.25175103,0.30247538,0.98641583,0.94519840,0.00134431
-2.43421711,3.27031667,0.53075905,1.25191402,0.07820848,0.23516115,0.28730574,0.95367355,0.92993913,0.00129411
-2.42821411,3.13630166,0.49842490,1.19967196,0.07683995,0.21898354,0.27139018,0.91818804,0.91173542,0.00123970
-2.42221111,2.99685509,0.46614962,1.14537831,0.07535414,0.20340257,0.25499400,0.88044924,0.89089311,0.00118184
-2.41620810,2.85412439,0.43433455,1.08989730,0.07381827,0.18858107,0.23837956,0.84096112,0.86775885,0.00112133
-2.41020510,2.71025268,0.40335292,1.03409469,0.07230486,0.17465909,0.22179949,0.80023350,0.84271689,0.00105897
-2.40420210,2.56734124,0.37354557,0.97882209,0.07089001,0.16175346,0.20549052,0.75877442,0.81618531,0.00099555
-2.39819910,2.42741525,0.34521781,0.92490243,0.06965156,0.14995803,0.18966825,0.71708297,0.78861159,0.00093184
-2.39219610,2.29239314,0.31863735,0.87311682,0.06866719,0.13934465,0.17452298,0.67564280,0.76046744,0.00086857
-2.38619310,2.16405985,0.29403318,0.82419298,0.06801229,0.12996454,0.16021663,0.63491613,0.73224281,0.00080641
-2.38019010,2.04404417,0.27159532,0.77879523,0.06775797,0.12185013,0.14688086,0.59533853,0.70443892,0.00074598
-2.37418709,1.93379991,0.25147519,0.73751613,0.06796897,0.11501717,0.13461634,0.55731406,0.67756040,0.00068782
-2.36818409,1.83459065,0.23378649,0.70086957,0.06870168,0.10946690,0.12349303,0.52121111,0.65210638,0.00063241
-2.36218109,1.74747777,0.21860650,0.66928530,0.07000228,0.10518823,0.11355138,0.48735858,0.62856074,0.00058014
-2.35617809,1.67331117,0.20597745,0.64310468,0.07190512,0.10215985,0.10480439,0.45604258,0.60738163,0.00053134
-2.35017509,1.61272263,0.19590811,0.62257754,0.07443121,0.10035199,0.09724023,0.42750346,0.58899040,0.00048623
-2.34417209,1.56612105,0.18837524,0.60786003,0.07758712,0.09972796,0.09082528,0.40193330,0.57376031,0.00044498
-2.33816908,1.53368982,0.18332511,0.59901334,0.08136411,0.10024523,0.08550747,0.37947377,0.56200533,0.00040768
-2.33216608,1.51538584,0.18067482,0.59600329,0.08573767,0.10185614,0.08121970,0.36021452,0.55396946,0.00037435
-2.32616308,1.51094043,0.18031365,0.59870083,0.09066743,0.10450818,0.07788324,0.34419208,0.54981704,0.00034495
-2.32016008,1.51986231,0.18210436,0.60688330,0.09609749,0.10814389,0.07541091,0.33138944,0.54962442,0.00031937
-2.31415708,1.54144286,0.18588454,0.62023694,0.10195720,0.11270042,0.07371008,0.32173635,0.55337357,0.00029745
-2.30815408,1.57476400,0.19146819,0.63836029,0.10816228,0.11810888,0.07268526,0.31511052,0.56094805,0.00027901
-2.30215108,1.61870921,0.19864746,0.66076910,0.11461650,0.12429345,0.07224041,0.31133978,0.57213156,0.00026380
-2.29614807,1.67197802,0.20719485,0.68690251,0.12121355,0.13117060,0.07228076,0.31020531,0.58660960,0.00025156
-2.29014507,1.73310427,0.21686578,0.71613090,0.12783940,0.13864828,0.07271439,0.31144598,0.60397424,0.00024199
-2.28414207,1.80047844,0.22740175,0.74776534,0.13437482,0.14662540,0.07345334,0.31476382,0.62373212,0.00023477
-2.27813907,1.87237420,0.23853401,0.78106865,0.14069824,0.15499167,0.07441448,0.31983069,0.64531565,0.00022958
-2.27213607,1.94697892,0.24998785,0.81526823,0.14668860,0.16362781,0.07552006,0.32629590,0.66809710,0.00022609
-2.26613307,2.02242801,0.26148737,0.84957024,0.15222830,0.17240634,0.07669808,0.33379478,0.69140529,0.00022398
-2.26013007,2.09684245,0.27276076,0.88317515,0.15720617,0.18119299,0.07788251,0.34195805,0.71454441,0.00022291
-2.25412706,2.16836886,0.28354593,0.91529426,0.16152020,0.18984862,0.07901332,0.35042158,0.73681421,0.00022257
-2.24812406,2.23522102,0.29359635,0.94516677,0.16508006,0.19823181,0.08003653,0.35883645,0.75753100,0.00022268
-2.24212106,2.29572190,0.30268688,0.97207709,0.16780940,0.20620194,0.08090415,0.36687890,0.77604866,0.00022296
-2.23611806,2.34834466,0.31061945,0.99537169,0.16964763,0.21362272,0.08157418,0.37425984,0.79177878,0.00022317
-2.23011506,2.39175156,0.31722840,1.01447511,0.17055138,0.22036605,0.08201057,0.38073359,0.80420919,0.00022309
-2.22411206,2.42482915,0.32238513,1.02890450,0.17049543,0.22631600,0.08218326,0.38610553,0.81292016,0.00022252
-2.21810905,2.44671853,0.32600202,1.03828220,0.16947310,0.23137280,0.08206818,0.39023835,0.81759752,0.00022134
-2.21210605,2.45683944,0.32803528,1.04234580,0.16749619,0.23545664,0.08164733,0.39305649,0.81804230,0.00021941
-2.20610305,2.45490710,0.32848674,1.04095536,0.16459437,0.23851103,0.08090887,0.39454886,0.81417635,0.00021666
-2.20010005,2.44094099,0.32740429,1.03409743,0.16081411,0.24050559,0.07984711,0.39476927,0.80604383,0.00021304
-2.19409705,2.41526501,0.32488102,1.02188556,0.15621721,0.24143809,0.07846254,0.39383486,0.79380842,0.00020854
-2.18809405,2.37849889,0.32105299,1.00455743,0.15087888,0.24133563,0.07676182,0.39192230,0.77774654,0.00020318
-2.18209105,2.33154080,0.31609565,0.98246834,0.14488565,0.24025477,0.07475760,0.38926189,0.75823676,0.00019700
-2.17608804,2.27554179,0.31021908,0.95608152,0.13833295,0.23828064,0.07246829,0.38612981,0.73574591,0.00019008
-2.17008504,2.21187268,0.30366202,0.92595538,0.13132261,0.23552504,0.06991776,0.38283857,0.71081257,0.00018251
-2.16408204,2.14208459,0.29668505,0.89272813,0.12396032,0.23212346,0.06713484,0.37972619,0.68402852,0.00017440
-2.15807904,2.06786436,0.28956298,0.85710035,0.11635315,0.22823117,0.06415273,0.37714430,0.65601909,0.00016585
-2.15207604,1.99098645,0.28257686,0.81981603,0.10860710,0.22401859,0.06100834,0.37544571,0.62742299,0.00015702
-2.14607304,1.91326289,0.27600563,0.78164270,0.10082493,0.21966598,0.05774148,0.37497173,0.59887268,0.00014801
-2.14007004,1.83649306,0.27011801,0.74335133,0.09310421,0.21535775,0.05439402,0.37603987,0.57097579,0.00013897
