energy_ev,total_up,Mo_p_up,Mo_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.71785893,1.60006098,1.13977772,0.87717697,0.33129017,0.00063884,0.67827780,0.00000000
-5.71185593,1.56359057,1.09716331,0.86681556,0.31069767,0.00061976,0.68687127,0.00000000
-5.70585293,1.53433890,1.06071811,0.86042056,0.29087759,0.00060413,0.69966848,0.00000000
-5.69984992,1.51210564,1.03023479,0.85782514,0.27204694,0.00059189,0.71616823,0.00000000
-5.69384692,1.49647854,1.00536082,0.85874123,0.25438182,0.00058286,0.73577036,0.00000000
-5.68784392,1.48684692,0.98561234,0.86276693,0.23801494,0.00057683,0.75778985,0.00000000
-5.68184092,1.48242181,0.97039165,0.86939789,0.22303482,0.00057349,0.78147363,0.00000000
-5.67583792,1.48226252,0.95900799,0.87804249,0.20948649,0.00057246,0.80601987,0.00000000
-5.66983492,1.48530877,0.95070116,0.88804050,0.19737390,0.00057332,0.83059920,0.00000000
-5.66383192,1.49041745,0.94466713,0.89868445,0.18666355,0.00057562,0.85437742,0.00000000
-5.65782891,1.49640263,0.94008504,0.90924326,0.17728941,0.00057886,0.87653894,0.00000000
-5.65182591,1.50207745,0.93614450,0.91898689,0.16915868,0.00058255,0.89631016,0.00000000
-5.64582291,1.50629615,0.93207237,0.92721145,0.16215827,0.00058620,0.91298213,0.00000000
-5.63981991,1.50799466,0.92715797,0.93326341,0.15616159,0.00058935,0.92593135,0.00000000
-5.63381691,1.50622811,0.92077581,0.93656226,0.15103551,0.00059156,0.93463826,0.00000000
-5.62781391,1.50020371,0.91240499,0.93662046,0.14664701,0.00059247,0.93870228,0.00000000
-5.62181091,1.48930778,0.90164450,0.93305994,0.14286949,0.00059176,0.93785316,0.00000000
-5.61580790,1.47312585,0.88822395,0.92562460,0.13958840,0.00058921,0.93195785,0.00000000
-5.60980490,1.45145503,0.87200942,0.91418823,0.13670602,0.00058467,0.92102282,0.00000000
-5.60380190,1.42430849,0.85300409,0.89875764,0.13414527,0.00057806,0.90519156,0.00000000
-5.59779890,1.39191180,0.83134399,0.87947095,0.13185253,0.00056941,0.88473758,0.00000000
-5.59179590,1.35469162,0.80728901,0.85659125,0.12979923,0.00055884,0.86005304,0.00000000
-5.58579290,1.31325746,0.78120967,0.83049604,0.12798254,0.00054653,0.83163363,0.00000000
-5.57978989,1.26837729,0.75357042,0.80166290,0.12642479,0.00053274,0.80006031,0.00000000
-5.57378689,1.22094834,0.72491004,0.77065222,0.12517214,0.00051780,0.76597872,0.00000000
-5.56778389,1.17196447,0.69582023,0.73808781,0.12429228,0.00050208,0.73007712,0.00000000
-5.56178089,1.12248138,0.66692315,0.70463612,0.12387147,0.00048598,0.69306367,0.00000000
-5.55577789,1.07358130,0.63884884,0.67098516,0.12401105,0.00046994,0.65564411,0.00000000
-5.54977489,1.02633854,0.61221347,0.63782378,0.12482358,0.00045438,0.61850047,0.00000000
-5.54377189,0.98178715,0.58759909,0.60582233,0.12642880,0.00043974,0.58227179,0.00000000
-5.53776888,0.94089185,0.56553572,0.57561516,0.12894956,0.00042640,0.54753718,0.00000000
-5.53176588,0.90452329,0.54648615,0.54778569,0.13250791,0.00041475,0.51480211,0.00000000
-5.52576288,0.87343812,0.53083406,0.52285441,0.13722141,0.00040510,0.48448787,0.00000000
-5.51975988,0.84826449,0.51887554,0.50127001,0.14319989,0.00039773,0.45692474,0.00000000
-5.51375688,0.82949302,0.51081426,0.48340376,0.15054260,0.00039284,0.43234862,0.00000000
-5.50775388,0.81747332,0.50676014,0.46954715,0.15933589,0.00039059,0.41090125,0.00000000
-5.50175088,0.81241547,0.50673133,0.45991232,0.16965141,0.00039107,0.39263355,0.00000000
-5.49574787,0.81439616,0.51065924,0.45463520,0.18154470,0.00039432,0.37751195,0.00000000
-5.48974487,0.82336865,0.51839610,0.45378073,0.19505428,0.00040033,0.36542702,0.00000000
-5.48374187,0.83917560,0.52972459,0.45734956,0.21020101,0.00040903,0.35620415,0.00000000
-5.47773887,0.86156397,0.54436893,0.46528586,0.22698767,0.00042032,0.34961544,0.00000000
-5.47173587,0.89020080,0.56200677,0.47748537,0.24539866,0.00043407,0.34539246,0.00000000
-5.46573287,0.92468903,0.58228142,0.49380329,0.26539965,0.00045013,0.34323917,0.00000000
-5.45972986,0.96458229,0.60481356,0.51406138,0.28693716,0.00046834,0.34284450,0.00000000
-5.45372686,1.00939798,0.62921219,0.53805380,0.30993791,0.00048852,0.34389410,0.00000000
-5.44772386,1.05862779,0.65508413,0.56555149,0.33430795,0.00051051,0.34608082,0.00000000
-5.44172086,1.11174550,0.68204185,0.59630461,0.35993157,0.00053414,0.34911361,0.00000000
-5.43571786,1.16821147,0.70970933,0.63004333,0.38666997,0.00055925,0.35272454,0.00000000
-5.42971486,1.22747418,0.73772597,0.66647669,0.41435994,0.00058568,0.35667386,0.00000000
-5.42371186,1.28896889,0.76574843,0.70529005,0.44281245,0.00061327,0.36075301,0.00000000
-5.41770885,1.35211397,0.79345070,0.74614137,0.47181158,0.00064187,0.36478565,0.00000000
-5.41170585,1.41630566,0.82052270,0.78865689,0.50111383,0.00067131,0.36862693,0.00000000
-5.40570285,1.48091204,0.84666773,0.83242667,0.53044814,0.00070141,0.37216109,0.00000000
-5.39969985,1.54526724,0.87159930,0.87700086,0.55951674,0.00073196,0.37529795,0.00000000
-5.39369685,1.60866691,0.89503790,0.92188709,0.58799709,0.00076273,0.37796839,0.00000000
-5.38769385,1.67036583,0.91670804,0.96654975,0.61554516,0.00079344,0.38011943,0.00000000
-5.38169085,1.72957857,0.93633627,1.01041167,0.64179989,0.00082378,0.38170907,0.00000000
-5.37568784,1.78548388,0.95365037,1.05285847,0.66638917,0.00085341,0.38270159,0.00000000
-5.36968484,1.83723318,0.96838017,1.09324600,0.68893703,0.00088191,0.38306329,0.00000000
-5.36368184,1.88396335,0.98026003,1.13091079,0.70907206,0.00090885,0.38275916,0.00000000
-5.35767884,1.92481355,0.98903310,1.16518329,0.72643667,0.00093377,0.38175068,0.00000000
-5.35167584,1.95894578,0.99445716,1.19540368,0.74069708,0.00095619,0.37999475,0.00000000
-5.34567284,1.98556810,0.99631183,1.22093959,0.75155341,0.00097560,0.37744383,0.00000000
-5.33966983,2.00395985,0.99440679,1.24120494,0.75874963,0.00099153,0.37404726,0.00000000
-5.33366683,2.01349724,0.98859036,1.25567922,0.76208282,0.00100352,0.36975358,0.00000000
-5.32766383,2.01367839,0.97875815,1.26392606,0.76141137,0.00101115,0.36451360,0.00000000
-5.32166083,2.00414605,0.96486098,1.26561031,0.75666159,0.00101407,0.35828409,0.00000000
-5.31565783,1.98470707,0.94691164,1.26051268,0.74783249,0.00101200,0.35103162,0.00000000
-5.30965483,1.95534718,0.92499002,1.24854104,0.73499839,0.00100476,0.34273643,0.00000000
-5.30365183,1.91624035,0.89924608,1.22973797,0.71830925,0.00099226,0.33339589,0.00000000
-5.29764882,1.86775196,0.86990061,1.20428382,0.69798865,0.00097452,0.32302741,0.00000000
-5.29164582,1.81043568,0.83724337,1.17249534,0.67432942,0.00095168,0.31167059,0.00000000
-5.28564282,1.74502391,0.80162892,1.13481971,0.64768724,0.00092400,0.29938831,0.00000000
-5.27963982,1.67241237,0.76347002,1.09182437,0.61847239,0.00089182,0.28626694,0.00000000
-5.27363682,1.59363941,0.72322916,1.04418304,0.58714011,0.00085560,0.27241544,0.00000000
-5.26763382,1.50986123,0.68140840,0.99265870,0.55417997,0.00081589,0.25796352,0.00000000
-5.26163082,1.42232408,0.63853819,0.93808425,0.52010471,0.00077329,0.24305899,0.00000000
-5.25562781,1.33233472,0.59516556,0.88134191,0.48543914,0.00072847,0.22786433,0.00000000
-5.24962481,1.24123062,0.55184238,0.82334210,0.45070943,0.00068213,0.21255290,0.00000000
-5.24362181,1.15035110,0.50911405,0.76500290,0.41643330,0.00063499,0.19730478,0.00000000
-5.23761881,1.06101055,0.46750916,0.70723074,0.38311141,0.00058777,0.18230262,0.00000000
-5.23161581,0.97447473,0.42753052,0.65090312,0.35122017,0.00054117,0.16772760,0.00000000
-5.22561281,0.89194071,0.38964773,0.59685387,0.32120611,0.00049586,0.15375569,0.00000000
-5.21960980,0.81452103,0.35429155,0.54586110,0.29348189,0.00045246,0.14055441,0.00000000
-5.21360680,0.74323200,0.32184987,0.49863821,0.26842375,0.00041154,0.12828006,0.00000000
-5.20760380,0.67898592,0.29266549,0.45582760,0.24637029,0.00037360,0.11707558,0.00000000
-5.20160080,0.62258700,0.26703520,0.41799700,0.22762230,0.00033910,0.10706890,0.00000000
-5.19559780,0.57472997,0.24521003,0.38563788,0.21244325,0.00030839,0.09837189,0.00000000
-5.18959480,0.53600085,0.22739627,0.35916549,0.20106018,0.00028179,0.09107968,0.00000000
-5.18359180,0.50687881,0.21375694,0.33891985,0.19366452,0.00025953,0.08527033,0.00000000
-5.17758879,0.48773833,0.20441325,0.32516721,0.19041256,0.00024177,0.08100467,0.00000000
-5.17158579,0.47885086,0.19944575,0.31810129,0.19142528,0.00022863,0.07832625,0.00000000
-5.16558279,0.48038525,0.19889499,0.31784398,0.19678730,0.00022016,0.07726128,0.00000000
-5.15957979,0.49240657,0.20276137,0.32444510,0.20654482,0.00021634,0.07781843,0.00000000
-5.15357679,0.51487318,0.21100418,0.33788104,0.22070270,0.00021713,0.07998845,0.00000000
-5.14757379,0.54763200,0.22353986,0.35805240,0.23922062,0.00022241,0.08374369,0.00000000
-5.14157079,0.59041243,0.24023970,0.38478065,0.26200864,0.00023201,0.08903737,0.00000000
-5.13556778,0.64281959,0.26092703,0.41780446,0.28892257,0.00024575,0.09580285,0.00000000
-5.12956478,0.70432760,0.28537452,0.45677590,0.31975949,0.00026335,0.10395288,0.00000000
-5.12356178,0.77427403,0.31330184,0.50125746,0.35425395,0.00028451,0.11337895,0.00000000
-5.11755878,0.85185655,0.34437415,0.55072038,0.39207541,0.00030891,0.12395100,0.00000000
-5.11155578,0.93613291,0.37820190,0.60454506,0.43282741,0.00033613,0.13551751,0.00000000
-5.10555278,1.02602527,0.41434240,0.66202424,0.47604887,0.00036577,0.14790621,0.00000000
-5.09954977,1.12032962,0.45230333,0.72236941,0.52121798,0.00039735,0.16092548,0.00000000
-5.09354677,1.21773100,0.49154868,0.78472097,0.56775886,0.00043038,0.17436653,0.00000000
-5.08754377,1.31682461,0.53150701,0.84816202,0.61505105,0.00046437,0.18800648,0.00000000
-5.08154077,1.41614265,0.57158196,0.91173599,0.66244176,0.00049878,0.20161216,0.00000000
-5.07553777,1.51418642,0.61116499,0.97446751,0.70926059,0.00053310,0.21494483,0.00000000
-5.06953477,1.60946250,0.64964973,1.03538601,0.75483616,0.00056684,0.22776541,0.00000000
-5.06353177,1.70052185,0.68644748,1.09355104,0.79851412,0.00059952,0.23984025,0.00000000
-5.05752876,1.78599993,0.72100325,1.14807845,0.83967564,0.00063071,0.25094715,0.00000000
-5.05152576,1.86465617,0.75281146,1.19816591,0.87775553,0.00066003,0.26088136,0.00000000
-5.04552276,1.93541057,0.78143060,1.24311673,0.91225911,0.00068719,0.26946128,0.00000000
-5.03951976,1.99737563,0.80649603,1.28236055,0.94277683,0.00071195,0.27653367,0.00000000
-5.03351676,2.04988167,0.82773021,1.31546976,0.96899595,0.00073415,0.28197799,0.00000000
-5.02751376,2.09249410,0.84494964,1.34217063,0.99070841,0.00075375,0.28570968,0.00000000
-5.02151076,2.12502142,0.85806830,1.36234846,1.00781455,0.00077075,0.28768230,0.00000000
-5.01550775,2.14751334,0.86709700,1.37604627,1.02032230,0.00078526,0.28788828,0.00000000
-5.00950475,2.16024901,0.87213894,1.38345694,1.02834185,0.00079747,0.28635829,0.00000000
-5.00350175,2.16371570,0.87338140,1.38490924,1.03207606,0.00080759,0.28315923,0.00000000
-4.99749875,2.15857905,0.87108414,1.38084825,1.03180711,0.00081590,0.27839106,0.00000000
-4.99149575,2.14564645,0.86556500,1.37181127,1.02788002,0.00082272,0.27218240,0.00000000
-4.98549275,2.12582542,0.85718361,1.35840049,1.02068411,0.00082835,0.26468534,0.00000000
-4.97948974,2.10007933,0.84632389,1.34125384,1.01063323,0.00083309,0.25606961,0.00000000
-4.97348674,2.06938272,0.83337648,1.32101558,0.99814602,0.00083721,0.24651643,0.00000000
-4.96748374,2.03467872,0.81872191,1.29830823,0.98362716,0.00084091,0.23621232,0.00000000
-4.96148074,1.99684073,0.80271545,1.27370725,0.96745063,0.00084437,0.22534310,0.00000000
-4.95547774,1.95664031,0.78567436,1.24771985,0.94994591,0.00084764,0.21408849,0.00000000
-4.94947474,1.91472279,0.76786811,1.22076876,0.93138766,0.00085075,0.20261733,0.00000000
-4.94347174,1.87159166,0.74951206,1.19318185,0.91198942,0.00085360,0.19108368,0.00000000
-4.93746873,1.82760214,0.73076474,1.16518775,0.89190140,0.00085602,0.17962397,0.00000000
-4.93146573,1.78296389,0.71172856,1.13691759,0.87121233,0.00085780,0.16835503,0.00000000
-4.92546273,1.73775221,0.69245398,1.10841223,0.84995514,0.00085863,0.15737326,0.00000000
-4.91945973,1.69192658,0.67294640,1.07963455,0.82811563,0.00085818,0.14675467,0.00000000
-4.91345673,1.64535510,0.65317539,1.05048549,0.80564382,0.00085609,0.13655570,0.00000000
-4.90745373,1.59784282,0.63308548,1.02082293,0.78246678,0.00085198,0.12681483,0.00000000
-4.90145073,1.54916240,0.61260772,0.99048203,0.75850229,0.00084552,0.11755459,0.00000000
-4.89544772,1.49908462,0.59167133,0.95929559,0.73367233,0.00083638,0.10878402,0.00000000
-4.88944472,1.44740738,0.57021468,0.92711349,0.70791556,0.00082431,0.10050120,0.00000000
-4.88344172,1.39398106,0.54819489,0.89381978,0.68119813,0.00080909,0.09269588,0.00000000
-4.87743872,1.33872927,0.52559566,0.85934670,0.65352214,0.00079063,0.08535191,0.00000000
-4.87143572,1.28166371,0.50243284,0.82368493,0.62493147,0.00076888,0.07844950,0.00000000
-4.86543272,1.22289276,0.47875764,0.78688961,0.59551459,0.00074393,0.07196712,0.00000000
-4.85942971,1.16262352,0.45465725,0.74908209,0.56540446,0.00071592,0.06588301,0.00000000
-4.85342671,1.10115761,0.43025312,0.71044742,0.53477565,0.00068509,0.06017643,0.00000000
-4.84742371,1.03888129,0.40569711,0.67122812,0.50383887,0.00065177,0.05482832,0.00000000
-4.84142071,0.97625076,0.38116581,0.63171469,0.47283353,0.00061633,0.04982183,0.00000000
-4.83541771,0.91377389,0.35685338,0.59223361,0.44201872,0.00057922,0.04514235,0.00000000
-4.82941471,0.85198937,0.33296366,0.55313362,0.41166321,0.00054089,0.04077746,0.00000000
-4.82341171,0.79144489,0.30970172,0.51477129,0.38203511,0.00050185,0.03671655,0.00000000
-4.81740870,0.73267530,0.28726556,0.47749647,0.35339179,0.00046257,0.03295041,0.00000000
-4.81140570,0.67618216,0.26583833,0.44163863,0.32597045,0.00042353,0.02947073,0.00000000
-4.80540270,0.62241559,0.24558143,0.40749463,0.29997995,0.00038520,0.02626962,0.00000000
-4.79939970,0.57175913,0.22662891,0.37531856,0.27559415,0.00034796,0.02333910,0.00000000
-4.79339670,0.52451846,0.20908320,0.34531397,0.25294699,0.00031219,0.02067076,0.00000000
-4.78739370,0.48091394,0.19301253,0.31762882,0.23212956,0.00027820,0.01825544,0.00000000
-4.78139070,0.44107753,0.17844994,0.29235317,0.21318900,0.00024624,0.01608310,0.00000000
-4.77538769,0.40505357,0.16539385,0.26951961,0.19612941,0.00021649,0.01414273,0.00000000
-4.76938469,0.37280342,0.15381012,0.24910625,0.18091433,0.00018910,0.01242242,0.00000000
-4.76338169,0.34421343,0.14363547,0.23104199,0.16747084,0.00016415,0.01090958,0.00000000
-4.75737869,0.31910573,0.13478191,0.21521365,0.15569481,0.00014167,0.00959114,0.00000000
-4.75137569,0.29725107,0.12714212,0.20147471,0.14545710,0.00012165,0.00845396,0.00000000
-4.74537269,0.27838342,0.12059536,0.18965506,0.13661041,0.00010408,0.00748518,0.00000000
-4.73936968,0.26221521,0.11501377,0.17957145,0.12899640,0.00008888,0.00667276,0.00000000
-4.73336668,0.24845306,0.11026877,0.17103820,0.12245289,0.00007599,0.00600590,0.00000000
-4.72736368,0.23681314,0.10623736,0.16387770,0.11682076,0.00006534,0.00547556,0.00000000
-4.72136068,0.22703574,0.10280806,0.15793050,0.11195047,0.00005686,0.00507504,0.00000000
-4.71535768,0.21889882,0.09988649,0.15306463,0.10770789,0.00005052,0.00480041,0.00000000
-4.70935468,0.21222990,0.09740027,0.14918395,0.10397938,0.00004629,0.00465108,0.00000000
-4.70335168,0.20691645,0.09530326,0.14623525,0.10067609,0.00004418,0.00463024,0.00000000
-4.69734867,0.20291424,0.09357912,0.14421416,0.09773724,0.00004424,0.00474535,0.00000000
-4.69134567,0.20025378,0.09224403,0.14316959,0.09513258,0.00004658,0.00500856,0.00000000
-4.68534267,0.19904480,0.09134869,0.14320677,0.09286395,0.00005133,0.00543707,0.00000000
-4.67933967,0.19947858,0.09097950,0.14448873,0.09096600,0.00005871,0.00605341,0.00000000
-4.67333667,0.20182830,0.09125901,0.14723632,0.08950605,0.00006898,0.00688571,0.00000000
-4.66733367,0.20644729,0.09234557,0.15172667,0.08858334,0.00008244,0.00796776,0.00000000
-4.66133067,0.21376528,0.09443231,0.15829000,0.08832753,0.00009948,0.00933903,0.00000000
-4.65532766,0.22428248,0.09774520,0.16730497,0.08889658,0.00012051,0.01104440,0.00000000
-4.64932466,0.23856159,0.10254049,0.17919225,0.09047412,0.00014600,0.01313385,0.00000000
-4.64332166,0.25721758,0.10910117,0.19440649,0.09326618,0.00017645,0.01566179,0.00000000
-4.63731866,0.28090526,0.11773266,0.21342656,0.09749742,0.00021239,0.01868615,0.00000000
-4.63131566,0.31030457,0.12875745,0.23674416,0.10340676,0.00025436,0.02226725,0.00000000
-4.62531266,0.34610355,0.14250883,0.26485067,0.11124247,0.00030289,0.02646631,0.00000000
-4.61930965,0.38897913,0.15932349,0.29822249,0.12125660,0.00035849,0.03134364,0.00000000
-4.61330665,0.43957577,0.17953312,0.33730496,0.13369882,0.00042160,0.03695659,0.00000000
-4.60730365,0.49848235,0.20345491,0.38249507,0.14880967,0.00049262,0.04335716,0.00000000
-4.60130065,0.56620747,0.23138110,0.43412337,0.16681311,0.00057182,0.05058943,0.00000000
-4.59529765,0.64315394,0.26356768,0.49243546,0.18790868,0.00065935,0.05868682,0.00000000
-4.58929465,0.72959294,0.30022250,0.55757369,0.21226313,0.00075524,0.06766928,0.00000000
-4.58329165,0.82563876,0.34149298,0.62955955,0.24000191,0.00085930,0.07754047,0.00000000
-4.57728864,0.93122510,0.38745397,0.70827771,0.27120053,0.00097118,0.08828522,0.00000000
-4.57128564,1.04608398,0.43809599,0.79346227,0.30587630,0.00109031,0.09986717,0.00000000
-4.56528264,1.16972837,0.49331462,0.88468618,0.34398054,0.00121588,0.11222693,0.00000000
-4.55927964,1.30143971,0.55290137,0.98135450,0.38539191,0.00134688,0.12528081,0.00000000
-4.55327664,1.44026149,0.61653681,1.08270229,0.42991096,0.00148205,0.13892025,0.00000000
-4.54727364,1.58499967,0.68378639,1.18779774,0.47725655,0.00161994,0.15301214,0.00000000
-4.54127064,1.73423093,0.75409956,1.29555095,0.52706437,0.00175889,0.16740003,0.00000000
-4.53526763,1.88631919,0.82681264,1.40472861,0.57888797,0.00189709,0.18190632,0.00000000
-4.52926463,2.03944054,0.90115575,1.51397460,0.63220253,0.00203258,0.19633548,0.00000000
-4.52326163,2.19161660,0.97626398,1.62183629,0.68641154,0.00216333,0.21047818,0.00000000
-4.51725863,2.34075560,1.05119287,1.72679596,0.74085651,0.00228729,0.22411627,0.00000000
-4.51125563,2.48470028,1.12493795,1.82730651,0.79482946,0.00240241,0.23702857,0.00000000
-4.50525263,2.62128141,1.19645797,1.92183055,0.84758821,0.00250673,0.24899715,0.00000000
-4.49924962,2.74837506,1.26470127,2.00888145,0.89837385,0.00259843,0.25981392,0.00000000
-4.49324662,2.86396188,1.32863446,2.08706501,0.94643002,0.00267589,0.26928737,0.00000000
-4.48724362,2.96618609,1.38727253,2.15512029,0.99102335,0.00273774,0.27724906,0.00000000
-4.48124062,3.05341205,1.43970934,2.21195792,1.03146429,0.00278289,0.28355975,0.00000000
-4.47523762,3.12427620,1.48514728,2.25669451,1.06712754,0.00281062,0.28811473,0.00000000
-4.46923462,3.17773218,1.52292512,2.28868176,1.09747133,0.00282054,0.29084828,0.00000000
-4.46323162,3.21308740,1.55254278,2.30752910,1.12205455,0.00281266,0.29173701,0.00000000
-4.45722861,3.23002941,1.57368207,2.31311895,1.14055128,0.00278737,0.29080190,0.00000000
-4.45122561,3.22864105,1.58622265,2.30561403,1.15276170,0.00274546,0.28810903,0.00000000
-4.44522261,3.20940373,1.59025227,2.28545636,1.15861922,0.00268807,0.28376888,0.00000000
-4.43921961,3.17318859,1.58607108,2.25335818,1.15819318,0.00261666,0.27793431,0.00000000
-4.43321661,3.12123606,1.57418963,2.21028497,1.15168718,0.00253303,0.27079728,0.00000000
-4.42721361,3.05512449,1.55532064,2.15743157,1.13943288,0.00243918,0.26258440,0.00000000
-4.42121061,2.97672929,1.53036483,2.09619213,1.12187968,0.00233735,0.25355160,0.00000000
-4.41520760,2.88817404,1.50039120,2.02812530,1.09958054,0.00222989,0.24397797,0.00000000
-4.40920460,2.79177563,1.46661251,1.95491582,1.07317463,0.00211926,0.23415909,0.00000000
-4.40320160,2.68998533,1.43035677,1.87833417,1.04336748,0.00200792,0.22440011,0.00000000
-4.39719860,2.58532803,1.39303566,1.80019543,1.01090947,0.00189832,0.21500861,0.00000000
-4.39119560,2.48034175,1.35611081,1.72231901,0.97657347,0.00179283,0.20628768,0.00000000
-4.38519260,2.37751929,1.32105907,1.64649025,0.94113267,0.00169367,0.19852916,0.00000000
-4.37918959,2.27925380,1.28933765,1.57442511,0.90533924,0.00160292,0.19200736,0.00000000
-4.37318659,2.18778986,1.26235008,1.50773881,0.86990483,0.00152246,0.18697323,0.00000000
-4.36718359,2.10518094,1.24141386,1.44791896,0.83548339,0.00145393,0.18364919,0.00000000
-4.36118059,2.03325439,1.22773048,1.39630363,0.80265701,0.00139875,0.18222452,0.00000000
-4.35517759,1.97358402,1.22235854,1.35406447,0.77192504,0.00135810,0.18285156,0.00000000
-4.34917459,1.92747074,1.22619029,1.32219485,0.74369678,0.00133288,0.18564248,0.00000000
-4.34317159,1.89593071,1.23993224,1.30150261,0.71828771,0.00132377,0.19066690,0.00000000
-4.33716858,1.87969073,1.26408984,1.29260708,0.69591925,0.00133117,0.19795013,0.00000000
-4.33116558,1.87919012,1.29895663,1.29593971,0.67672160,0.00135529,0.20747227,0.00000000
-4.32516258,1.89458807,1.34460788,1.31174765,0.66073936,0.00139607,0.21916802,0.00000000
-4.31915958,1.92577571,1.40089869,1.34009962,0.64793950,0.00145328,0.23292725,0.00000000
-4.31315658,1.97239176,1.46746652,1.38089334,0.63822090,0.00152645,0.24859645,0.00000000
-4.30715358,2.03384065,1.54373799,1.43386377,0.63142500,0.00161495,0.26598094,0.00000000
