energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-6.00000000,4.82632125,0.07082456,0.04502912,0.28840159,2.28500268,0.86387542,0.26319612,1.28461502,0.53822147
-5.99399700,5.07323751,0.07410440,0.04653007,0.29574542,2.41349658,0.90830896,0.27573408,1.40634292,0.56346757
-5.98799400,5.31822387,0.07727113,0.04795106,0.30257781,2.54166168,0.95243216,0.28809883,1.53035230,0.58849003
-5.98199100,5.55794935,0.08026908,0.04927169,0.30875214,2.66782490,0.99560843,0.30011517,1.65530022,0.61293863
-5.97598799,5.78894298,0.08304467,0.05047128,0.31412667,2.79022677,1.03718638,0.31160055,1.77971516,0.63644939
-5.96998499,6.00766002,0.08554741,0.05152932,0.31856773,2.90705458,1.07651100,0.32236902,1.90202231,0.65865137
-5.96398199,6.21055577,0.08773088,0.05242605,0.32195291,3.01647985,1.11293586,0.33223554,2.02057393,0.67917426
-5.95797899,6.39416495,0.08955370,0.05314301,0.32417419,3.11669903,1.14583607,0.34102060,2.13368390,0.69765658
-5.95197599,6.55518379,0.09098034,0.05366356,0.32514090,3.20597606,1.17462167,0.34855484,2.23966567,0.71375414
-5.94597299,6.69055229,0.09198189,0.05397343,0.32478223,3.28268542,1.19875091,0.35468373,2.33687241,0.72714852
-5.93996998,6.79753356,0.09253659,0.05406117,0.32304934,3.34535421,1.21774314,0.35927185,2.42373811,0.73755521
-5.93396698,6.87378747,0.09263030,0.05391849,0.31991689,3.39270164,1.23119069,0.36220681,2.49881834,0.74473128
-5.92796398,6.91743586,0.09225672,0.05354065,0.31538393,3.42367458,1.23876944,0.36340258,2.56082913,0.74848202
-5.92196098,6.92711681,0.09141745,0.05292661,0.30947410,3.43747780,1.24024758,0.36280207,2.60868263,0.74866665
-5.91595798,6.90202597,0.09012187,0.05207913,0.30223514,3.43359779,1.23549229,0.36037900,2.64151816,0.74520249
-5.90995498,6.84194313,0.08838677,0.05100477,0.29373773,3.41181903,1.22447397,0.35613874,2.65872755,0.73806782
