energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.96624254,0.01392167,0.04057543,0.17338500,0.00000000,0.10370493,0.53337723
-5.99399700,0.96065660,0.01210428,0.04082347,0.18425837,0.00000000,0.10403293,0.51546771
-5.98799400,0.96158700,0.01047307,0.04085265,0.19718534,0.00000000,0.10485754,0.50098276
-5.98199100,0.96915377,0.00902511,0.04066389,0.21229030,0.00000000,0.10620471,0.48988291
-5.97598799,0.98349673,0.00775500,0.04026490,0.22971041,0.00000000,0.10810947,0.48211816
-5.96998499,1.00477571,0.00665552,0.03967007,0.24959264,0.00000000,0.11061562,0.47763201
-5.96398199,1.03316763,0.00571814,0.03890010,0.27209003,0.00000000,0.11377488,0.47636400
-5.95797899,1.06886084,0.00493361,0.03798136,0.29735740,0.00000000,0.11764569,0.47825090
-5.95197599,1.11204681,0.00429248,0.03694510,0.32554672,0.00000000,0.12229142,0.48322651
-5.94597299,1.16291004,0.00378557,0.03582659,0.35680211,0.00000000,0.12777832,0.49122041
-5.93996998,1.22161659,0.00340435,0.03466398,0.39125485,0.00000000,0.13417315,0.50215588
-5.93396698,1.28830206,0.00314136,0.03349727,0.42901835,0.00000000,0.14154059,0.51594720
-5.92796398,1.36305954,0.00299040,0.03236718,0.47018342,0.00000000,0.14994054,0.53249685
-5.92196098,1.44592824,0.00294682,0.03131401,0.51481369,0.00000000,0.15942544,0.55169274
-5.91595798,1.53688322,0.00300759,0.03037666,0.56294155,0.00000000,0.17003771,0.57340582
-5.90995498,1.63582666,0.00317142,0.02959169,0.61456441,0.00000000,0.18180727,0.59748830
-5.90395198,1.74258096,0.00343867,0.02899254,0.66964153,0.00000000,0.19474945,0.62377257
-5.89794897,1.85688366,0.00381133,0.02860887,0.72809126,0.00000000,0.20886326,0.65207093
-5.89194597,1.97838447,0.00429284,0.02846615,0.78978890,0.00000000,0.22412999,0.68217616
-5.88594297,2.10664409,0.00488789,0.02858532,0.85456497,0.00000000,0.24051244,0.71386282
-5.87993997,2.24113486,0.00560210,0.02898277,0.92220411,0.00000000,0.25795464,0.74688932
-5.87393697,2.38124317,0.00644174,0.02967034,0.99244455,0.00000000,0.27638223,0.78100046
-5.86793397,2.52627330,0.00741333,0.03065569,1.06497816,0.00000000,0.29570342,0.81593045
-5.86193097,2.67545289,0.00852323,0.03194263,1.13945135,0.00000000,0.31581072,0.85140623
-5.85592796,2.82793992,0.00977723,0.03353172,1.21546665,0.00000000,0.33658322,0.88715098
-5.84992496,2.98283120,0.01118015,0.03542100,1.29258543,0.00000000,0.35788973,0.92288774
-5.84392196,3.13917273,0.01273540,0.03760673,1.37033165,0.00000000,0.37959239,0.95834312
-5.83791896,3.29597198,0.01444469,0.04008433,1.44819695,0.00000000,0.40155104,0.99325106
-5.83191596,3.45221244,0.01630774,0.04284931,1.52564720,0.00000000,0.42362808,1.02735667
-5.82591296,3.60687058,0.01832206,0.04589821,1.60213059,0.00000000,0.44569379,1.06042020
-5.81990995,3.75893557,0.02048296,0.04922966,1.67708748,0.00000000,0.46763196,1.09222118
-5.81390695,3.90743160,0.02278361,0.05284525,1.74996184,0.00000000,0.48934578,1.12256272
-5.80790395,4.05144300,0.02521525,0.05675048,1.82021437,0.00000000,0.51076360,1.15127609
-5.80190095,4.19014154,0.02776760,0.06095550,1.88733709,0.00000000,0.53184460,1.17822544
-5.79589795,4.32281564,0.03042943,0.06547572,1.95086902,0.00000000,0.55258388,1.20331266
-5.78989495,4.44890041,0.03318922,0.07033231,2.01041268,0.00000000,0.57301690,1.22648216
-5.78389195,4.56800754,0.03603597,0.07555229,2.06565070,0.00000000,0.59322292,1.24772547
-5.77788894,4.67995362,0.03896012,0.08116851,2.11636201,0.00000000,0.61332714,1.26708526
-5.77188594,4.78478518,0.04195444,0.08721917,2.16243669,0.00000000,0.63350131,1.28465854
-5.76588294,4.88279876,0.04501498,0.09374705,2.20388875,0.00000000,0.65396258,1.30059870
-5.75987994,4.97455409,0.04814187,0.10079834,2.24086586,0.00000000,0.67497044,1.31511594
-5.75387694,5.06087861,0.05134000,0.10842103,2.27365515,0.00000000,0.69682140,1.32847572
-5.74787394,5.14286173,0.05461953,0.11666303,2.30268432,0.00000000,0.71984175,1.34099512
-5.74187094,5.22183748,0.05799610,0.12556982,2.32851729,0.00000000,0.74437799,1.35303656
-5.73586793,5.29935470,0.06149070,0.13518192,2.35184394,0.00000000,0.77078540,1.36499903
-5.72986493,5.37713460,0.06512926,0.14553208,2.37346360,0.00000000,0.79941491,1.37730673
-5.72386193,5.45701596,0.06894178,0.15664246,2.39426248,0.00000000,0.83059852,1.39039528
-5.71785893,5.54088926,0.07296122,0.16852174,2.41518520,0.00000000,0.86463398,1.40469589
-5.71185593,5.63062156,0.07722188,0.18116250,2.43720125,0.00000000,0.90176911,1.42061803
-5.70585293,5.72797484,0.08175768,0.19453894,2.46126741,0.00000000,0.94218648,1.43853116
-5.69984992,5.83452105,0.08660003,0.20860498,2.48828750,0.00000000,0.98598925,1.45874648
-5.69384692,5.95155772,0.09177573,0.22329318,2.51907107,0.00000000,1.03318874,1.48149941
-5.68784392,6.08002828,0.09730470,0.23851427,2.55429293,0.00000000,1.08369457,1.50693394
-5.68184092,6.22045130,0.10319797,0.25415769,2.59445537,0.00000000,1.13730787,1.53508967
-5.67583792,6.37286276,0.10945567,0.27009296,2.63985515,0.00000000,1.19371823,1.56589239
-5.66983492,6.53677504,0.11606554,0.28617214,2.69055699,0.00000000,1.25250474,1.59914903
-5.66383192,6.71115584,0.12300181,0.30223306,2.74637527,0.00000000,1.31314122,1.63454741
-5.65782891,6.89442895,0.13022455,0.31810355,2.80686517,0.00000000,1.37500584,1.67166128
-5.65182591,7.08449828,0.13767968,0.33360630,2.87132416,0.00000000,1.43739480,1.70996054
-5.64582291,7.27879508,0.14529966,0.34856423,2.93880432,0.00000000,1.49953972,1.74882649
-5.63981991,7.47434700,0.15300467,0.36280624,3.00813512,0.00000000,1.56062815,1.78757159
-5.63381691,7.66786679,0.16070454,0.37617293,3.07795631,0.00000000,1.61982633,1.82546302
-5.62781391,7.85585701,0.16830112,0.38852217,3.14675941,0.00000000,1.67630343,1.86174886
-5.62181091,8.03472635,0.17569118,0.39973416,3.21293641,0.00000000,1.72925615,1.89568591
-5.61580790,8.20091254,0.18276951,0.40971579,3.27483341,0.00000000,1.77793272,1.92656769
-5.60980490,8.35100624,0.18943230,0.41840406,3.33080707,0.00000000,1.82165521,1.95375132
-5.60380190,8.48187036,0.19558046,0.42576837,3.37928124,0.00000000,1.85983926,1.97668202
-5.59779890,8.59074932,0.20112284,0.43181160,3.41880144,0.00000000,1.89201039,1.99491398
-5.59179590,8.67536337,0.20597907,0.43656986,3.44808469,0.00000000,1.91781624,2.00812656
-5.58579290,8.73398373,0.21008204,0.44011100,3.46606263,0.00000000,1.93703425,2.01613508
-5.57978989,8.76548553,0.21337976,0.44253184,3.47191609,0.00000000,1.94957461,2.01889568
-5.57378689,8.76937626,0.21583664,0.44395433,3.46509993,0.00000000,1.95547841,2.01650409
-5.56778389,8.74579922,0.21743397,0.44452075,3.44535709,0.00000000,1.95491123,2.00918832
-5.56178089,8.69551220,0.21816984,0.44438825,3.41272179,0.00000000,1.94815263,1.99729591
-5.55577789,8.61984311,0.21805829,0.44372283,3.36751197,0.00000000,1.93558208,1.98127621
-5.54977489,8.52062529,0.21712793,0.44269318,3.31031171,0.00000000,1.91766210,1.96165877
-5.54377189,8.40011607,0.21542002,0.44146451,3.24194499,0.00000000,1.89491938,1.93902901
-5.53776888,8.26090286,0.21298616,0.44019271,3.16344200,0.00000000,1.86792491,1.91400218
-5.53176588,8.10580145,0.20988582,0.43901891,3.07600019,0.00000000,1.83727384,1.88719717
-5.52576288,7.93775130,0.20618370,0.43806489,2.98094161,0.00000000,1.80356599,1.85921115
-5.51975988,7.75971267,0.20194715,0.43742922,2.87966890,0.00000000,1.76738773,1.83059638
-5.51375688,7.57456985,0.19724385,0.43718441,2.77362153,0.00000000,1.72929599,1.80184014
-5.50775388,7.38504438,0.19213966,0.43737504,2.66423436,0.00000000,1.68980468,1.77334852
-5.50175088,7.19362138,0.18669696,0.43801702,2.55289969,0.00000000,1.64937419,1.74543479
-5.49574787,7.00249132,0.18097337,0.43909775,2.44093442,0.00000000,1.60840381,1.71831255
-5.48974487,6.81350864,0.17502097,0.44057742,2.32955287,0.00000000,1.56722743,1.69209387
-5.48374187,6.62816773,0.16888591,0.44239103,2.21984603,0.00000000,1.52611223,1.66679219
-5.47773887,6.44759608,0.16260852,0.44445135,2.11276726,0.00000000,1.48526019,1.64232959
-5.47173587,6.27256341,0.15622375,0.44665239,2.00912445,0.00000000,1.44481206,1.61854796
-5.46573287,6.10350517,0.14976191,0.44887359,1.90957815,0.00000000,1.40485348,1.59522332
-5.45972986,5.94055816,0.14324959,0.45098418,1.81464500,0.00000000,1.36542267,1.57208243
-5.45372686,5.78360574,0.13671069,0.45284800,1.72470571,0.00000000,1.32651924,1.54882088
-5.44772386,5.63232970,0.13016753,0.45432830,1.64001659,0.00000000,1.28811374,1.52512186
-5.44172086,5.48626619,0.12364179,0.45529259,1.56072367,0.00000000,1.25015738,1.50067456
-5.43571786,5.34486270,0.11715540,0.45561730,1.48687843,0.00000000,1.21259154,1.47519169
-5.42971486,5.20753361,0.11073118,0.45519227,1.41845408,0.00000000,1.17535672,1.44842514
-5.42371186,5.07371188,0.10439330,0.45392478,1.35536177,0.00000000,1.13840067,1.42017952
-5.41770885,4.94289498,0.09816741,0.45174313,1.29746573,0.00000000,1.10168534,1.39032285
-5.41170585,4.81468332,0.09208064,0.44859968,1.24459686,0.00000000,1.06519262,1.35879432
-5.40570285,4.68880996,0.08616128,0.44447322,1.19656443,0.00000000,1.02892856,1.32560882
-5.39969985,4.56516083,0.08043827,0.43937049,1.15316531,0.00000000,0.99292624,1.29085818
