energy_ev,total_up,Ge_p_up,Ge_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,2.44652858,0.50863397,0.00000000,1.76604893,0.75960319,1.03496007,0.00000000
-5.99399700,2.58723557,0.53888802,0.00000000,1.85277567,0.80953213,1.09517072,0.00000000
-5.98799400,2.72477050,0.56911866,0.00000000,1.93455905,0.85967942,1.15377224,0.00000000
-5.98199100,2.85734361,0.59916423,0.00000000,2.01003527,0.90960220,1.20982278,0.00000000
-5.97598799,2.98330287,0.62888789,0.00000000,2.07800689,0.95888033,1.26243512,0.00000000
-5.96998499,3.10117444,0.65817974,0.00000000,2.13747971,1.00712508,1.31079843,0.00000000
-5.96398199,3.20969983,0.68695816,0.00000000,2.18769516,1.05398735,1.35419869,0.00000000
-5.95797899,3.30786887,0.71517061,0.00000000,2.22815738,1.09916545,1.39203723,0.00000000
-5.95197599,3.39494732,0.74279396,0.00000000,2.25865380,1.14241196,1.42384667,0.00000000
-5.94597299,3.47049830,0.76983428,0.00000000,2.27926841,1.18353979,1.44930369,0.00000000
-5.93996998,3.53439665,0.79632636,0.00000000,2.29038705,1.22242711,1.46823808,0.00000000
-5.93396698,3.58683571,0.82233287,0.00000000,2.29269451,1.25902102,1.48063770,0.00000000
-5.92796398,3.62832602,0.84794330,0.00000000,2.28716314,1.29333981,1.48664908,0.00000000
-5.92196098,3.65968576,0.87327255,0.00000000,2.27503323,1.32547360,1.48657351,0.00000000
-5.91595798,3.68202282,0.89845922,0.00000000,2.25778546,1.35558323,1.48085883,0.00000000
-5.90995498,3.69670878,0.92366341,0.00000000,2.23710607,1.38389723,1.47008678,0.00000000
-5.90395198,3.70534506,0.94906399,0.00000000,2.21484551,1.41070682,1.45495664,0.00000000
-5.89794897,3.70972187,0.97485508,0.00000000,2.19297140,1.43635873,1.43626533,0.00000000
-5.89194597,3.71177053,1.00124169,0.00000000,2.17351707,1.46124583,1.41488468,0.00000000
-5.88594297,3.71351031,1.02843425,0.00000000,2.15852650,1.48579573,1.39173643,0.00000000
-5.87993997,3.71699053,1.05664207,0.00000000,2.14999719,1.51045716,1.36776580,0.00000000
-5.87393697,3.72422944,1.08606553,0.00000000,2.14982200,1.53568463,1.34391422,0.00000000
-5.86793397,3.73715099,1.11688712,0.00000000,2.15973134,1.56192134,1.32109206,0.00000000
-5.86193097,3.75752128,1.14926145,0.00000000,2.18123720,1.58958099,1.30015220,0.00000000
-5.85592796,3.78688615,1.18330441,0.00000000,2.21558027,1.61902885,1.28186500,0.00000000
-5.84992496,3.82651197,1.21908193,0.00000000,2.26368164,1.65056264,1.26689548,0.00000000
-5.84392196,3.87733137,1.25659865,0.00000000,2.32610078,1.68439417,1.25578347,0.00000000
-5.83791896,3.93989602,1.29578718,0.00000000,2.40300102,1.72063224,1.24892713,0.00000000
-5.83191596,4.01433854,1.33649852,0.00000000,2.49412423,1.75926785,1.24657056,0.00000000
-5.82591296,4.10034534,1.37849436,0.00000000,2.59877613,1.80016252,1.24879588,0.00000000
-5.81990995,4.19714242,1.42144177,0.00000000,2.71582332,1.84304046,1.25552020,0.00000000
-5.81390695,4.30349548,1.46491118,0.00000000,2.84370339,1.88748551,1.26649771,0.00000000
-5.80790395,4.41772574,1.50837801,0.00000000,2.98044860,1.93294338,1.28132701,0.00000000
-5.80190095,4.53774204,1.55122837,0.00000000,3.12372363,1.97872960,1.29946375,0.00000000
-5.79589795,4.66108942,1.59276920,0.00000000,3.27087715,2.02404360,1.32023826,0.00000000
-5.78989495,4.78501359,1.63224284,0.00000000,3.41900666,2.06798862,1.34287795,0.00000000
