energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.23289891,0.00162146,0.00000000,0.00016964,0.09334615,0.06068052,0.05467040
-5.99399700,0.21878254,0.00192629,0.00000000,0.00020227,0.08719479,0.05676810,0.05107408
-5.98799400,0.20463254,0.00227388,0.00000000,0.00023944,0.08097609,0.05282528,0.04743779
-5.98199100,0.19071086,0.00266665,0.00000000,0.00028141,0.07479398,0.04892125,0.04382184
-5.97598799,0.17725916,0.00310636,0.00000000,0.00032839,0.06874472,0.04512056,0.04028185
-5.96998499,0.16449375,0.00359404,0.00000000,0.00038047,0.06291496,0.04148191,0.03686765
-5.96398199,0.15260170,0.00412976,0.00000000,0.00043768,0.05738041,0.03805732,0.03362242
-5.95797899,0.14173838,0.00471252,0.00000000,0.00049992,0.05220493,0.03489160,0.03058211
-5.95197599,0.13202630,0.00534011,0.00000000,0.00056697,0.04744021,0.03202221,0.02777523
-5.94597299,0.12355529,0.00600905,0.00000000,0.00063848,0.04312595,0.02947942,0.02522288
-5.93996998,0.11638389,0.00671451,0.00000000,0.00071397,0.03929044,0.02728673,0.02293911
-5.93396698,0.11054179,0.00745033,0.00000000,0.00079283,0.03595163,0.02546166,0.02093141
-5.92796398,0.10603325,0.00820903,0.00000000,0.00087431,0.03311838,0.02401652,0.01920151
-5.92196098,0.10284117,0.00898201,0.00000000,0.00095758,0.03079206,0.02295952,0.01774622
-5.91595798,0.10093178,0.00975964,0.00000000,0.00104171,0.02896825,0.02229582,0.01655845
-5.90995498,0.10025953,0.01053153,0.00000000,0.00112571,0.02763845,0.02202860,0.01562821
-5.90395198,0.10077219,0.01128688,0.00000000,0.00120861,0.02679191,0.02216013,0.01494368
-5.89794897,0.10241577,0.01201476,0.00000000,0.00128943,0.02641717,0.02269267,0.01449222
-5.89194597,0.10513918,0.01270455,0.00000000,0.00136731,0.02650364,0.02362924,0.01426128
-5.88594297,0.10889840,0.01334636,0.00000000,0.00144151,0.02704279,0.02497416,0.01423930
-5.87993997,0.11365999,0.01393148,0.00000000,0.00151148,0.02802914,0.02673338,0.01441636
-5.87393697,0.11940384,0.01445280,0.00000000,0.00157694,0.02946096,0.02891455,0.01478475
-5.86793397,0.12612501,0.01490522,0.00000000,0.00163791,0.03134058,0.03152678,0.01533940
-5.86193097,0.13383461,0.01528610,0.00000000,0.00169478,0.03367433,0.03458020,0.01607803
-5.85592796,0.14255969,0.01559547,0.00000000,0.00174834,0.03647222,0.03808520,0.01700123
-5.84992496,0.15234203,0.01583640,0.00000000,0.00179982,0.03974711,0.04205153,0.01811226
-5.84392196,0.16323600,0.01601506,0.00000000,0.00185093,0.04351373,0.04648710,0.01941673
-5.83791896,0.17530547,0.01614088,0.00000000,0.00190385,0.04778725,0.05139680,0.02092208
-5.83191596,0.18861993,0.01622644,0.00000000,0.00196125,0.05258172,0.05678112,0.02263694
-5.82591296,0.20324990,0.01628741,0.00000000,0.00202625,0.05790828,0.06263482,0.02457030
-5.81990995,0.21926194,0.01634223,0.00000000,0.00210239,0.06377326,0.06894569,0.02673067
-5.81390695,0.23671328,0.01641186,0.00000000,0.00219359,0.07017627,0.07569344,0.02912511
-5.80790395,0.25564653,0.01651928,0.00000000,0.00230407,0.07710830,0.08284878,0.03175823
-5.80190095,0.27608448,0.01668904,0.00000000,0.00243827,0.08455010,0.09037286,0.03463126
-5.79589795,0.29802541,0.01694667,0.00000000,0.00260072,0.09247061,0.09821693,0.03774112
-5.78989495,0.32143907,0.01731808,0.00000000,0.00279598,0.10082588,0.10632249,0.04107964
-5.78389195,0.34626347,0.01782893,0.00000000,0.00302847,0.10955834,0.11462177,0.04463287
-5.77788894,0.37240280,0.01850395,0.00000000,0.00330236,0.11859649,0.12303864,0.04838064
-5.77188594,0.39972652,0.01936631,0.00000000,0.00362141,0.12785522,0.13148993,0.05229628
-5.76588294,0.42806970,0.02043700,0.00000000,0.00398887,0.13723659,0.13988703,0.05634660
-5.75987994,0.45723472,0.02173421,0.00000000,0.00440731,0.14663121,0.14813789,0.06049218
-5.75387694,0.48699426,0.02327281,0.00000000,0.00487850,0.15592015,0.15614919,0.06468783
-5.74787394,0.51709545,0.02506385,0.00000000,0.00540329,0.16497737,0.16382869,0.06888340
-5.74187094,0.54726519,0.02711417,0.00000000,0.00598154,0.17367251,0.17108760,0.07302482
-5.73586793,0.57721632,0.02942601,0.00000000,0.00661198,0.18187417,0.17784296,0.07705529
-5.72986493,0.60665450,0.03199682,0.00000000,0.00729221,0.18945324,0.18401986,0.08091677
-5.72386193,0.63528552,0.03481906,0.00000000,0.00801863,0.19628648,0.18955346,0.08455148
-5.71785893,0.66282280,0.03788015,0.00000000,0.00878643,0.20226005,0.19439068,0.08790352
-5.71185593,0.68899470,0.04116250,0.00000000,0.00958963,0.20727280,0.19849155,0.09092055
-5.70585293,0.71355154,0.04464363,0.00000000,0.01042115,0.21123936,0.20183018,0.09355531
-5.69984992,0.73627185,0.04829643,0.00000000,0.01127286,0.21409282,0.20439517,0.09576710
-5.69384692,0.75696780,0.05208945,0.00000000,0.01213570,0.21578674,0.20618972,0.09752302
-5.68784392,0.77548954,0.05598735,0.00000000,0.01299986,0.21629674,0.20723118,0.09879904
-5.68184092,0.79172824,0.05995142,0.00000000,0.01385491,0.21562121,0.20755025,0.09958071
-5.67583792,0.80561784,0.06394016,0.00000000,0.01468998,0.21378147,0.20718974,0.09986359
-5.66983492,0.81713535,0.06791000,0.00000000,0.01549402,0.21082105,0.20620307,0.09965337
-5.66383192,0.82629987,0.07181601,0.00000000,0.01625595,0.20680442,0.20465250,0.09896559
-5.65782891,0.83317013,0.07561278,0.00000000,0.01696495,0.20181493,0.20260718,0.09782510
-5.65182591,0.83784100,0.07925518,0.00000000,0.01761064,0.19595232,0.20014106,0.09626515
-5.64582291,0.84043885,0.08269935,0.00000000,0.01818333,0.18932966,0.19733080,0.09432623
-5.63981991,0.84111609,0.08590348,0.00000000,0.01867425,0.18207004,0.19425377,0.09205476
-5.63381691,0.84004515,0.08882877,0.00000000,0.01907569,0.17430304,0.19098605,0.08950152
-5.62781391,0.83741203,0.09144020,0.00000000,0.01938128,0.16616110,0.18760072,0.08672005
-5.62181091,0.83340981,0.09370732,0.00000000,0.01958603,0.15777602,0.18416632,0.08376497
-5.61580790,0.82823234,0.09560494,0.00000000,0.01968655,0.14927569,0.18074558,0.08069044
-5.60980490,0.82206833,0.09711372,0.00000000,0.01968110,0.14078106,0.17739446,0.07754857
-5.60380190,0.81509612,0.09822058,0.00000000,0.01956961,0.13240365,0.17416157,0.07438812
-5.59779890,0.80747939,0.09891903,0.00000000,0.01935375,0.12424348,0.17108788,0.07125334
-5.59179590,0.79936384,0.09920937,0.00000000,0.01903687,0.11638760,0.16820681,0.06818302
-5.58579290,0.79087517,0.09909865,0.00000000,0.01862391,0.10890920,0.16554465,0.06520989
-5.57978989,0.78211832,0.09860054,0.00000000,0.01812132,0.10186725,0.16312133,0.06236021
-5.57378689,0.77317801,0.09773507,0.00000000,0.01753689,0.09530675,0.16095147,0.05965370
-5.56778389,0.76412066,0.09652820,0.00000000,0.01687956,0.08925947,0.15904570,0.05710366
-5.56178089,0.75499741,0.09501127,0.00000000,0.01615922,0.08374511,0.15741214,0.05471745
-5.55577789,0.74584826,0.09322042,0.00000000,0.01538648,0.07877276,0.15605807,0.05249701
-5.54977489,0.73670705,0.09119585,0.00000000,0.01457240,0.07434274,0.15499158,0.05043974
-5.54377189,0.72760688,0.08898111,0.00000000,0.01372829,0.07044844,0.15422325,0.04853933
-5.53776888,0.71858591,0.08662227,0.00000000,0.01286537,0.06707828,0.15376766,0.04678679
-5.53176588,0.70969287,0.08416719,0.00000000,0.01199466,0.06421765,0.15364464,0.04517143
-5.52576288,0.70099209,0.08166468,0.00000000,0.01112662,0.06185061,0.15388028,0.04368185
-5.51975988,0.69256769,0.07916369,0.00000000,0.01027107,0.05996143,0.15450737,0.04230687
-5.51375688,0.68452642,0.07671260,0.00000000,0.00943696,0.05853578,0.15556551,0.04103630
-5.50775388,0.67699896,0.07435837,0.00000000,0.00863227,0.05756166,0.15710051,0.03986162
-5.50175088,0.67013948,0.07214588,0.00000000,0.00786389,0.05702986,0.15916330,0.03877647
-5.49574787,0.66412321,0.07011713,0.00000000,0.00713758,0.05693409,0.16180824,0.03777696
-5.48974487,0.65914214,0.06831054,0.00000000,0.00645794,0.05727072,0.16509079,0.03686179
-5.48374187,0.65539882,0.06676028,0.00000000,0.00582843,0.05803823,0.16906485,0.03603217
-5.47773887,0.65309860,0.06549561,0.00000000,0.00525140,0.05923626,0.17377956,0.03529159
-5.47173587,0.65244063,0.06454024,0.00000000,0.00472815,0.06086458,0.17927604,0.03464542
-5.46573287,0.65360805,0.06391180,0.00000000,0.00425905,0.06292175,0.18558391,0.03410041
-5.45972986,0.65675796,0.06362140,0.00000000,0.00384361,0.06540382,0.19271810,0.03366407
-5.45372686,0.66201182,0.06367327,0.00000000,0.00348061,0.06830300,0.20067585,0.03334402
-5.44772386,0.66944675,0.06406460,0.00000000,0.00316822,0.07160646,0.20943438,0.03314734
-5.44172086,0.67908849,0.06478548,0.00000000,0.00290415,0.07529528,0.21894917,0.03307996
-5.43571786,0.69090649,0.06581918,0.00000000,0.00268573,0.07934363,0.22915319,0.03314604
-5.42971486,0.70481147,0.06714244,0.00000000,0.00251009,0.08371836,0.23995707,0.03334759
-5.42371186,0.72065588,0.06872620,0.00000000,0.00237423,0.08837884,0.25125032,0.03368407
-5.41770885,0.73823731,0.07053635,0.00000000,0.00227518,0.09327723,0.26290362,0.03415221
-5.41170585,0.75730479,0.07253484,0.00000000,0.00221008,0.09835912,0.27477212,0.03474600
-5.40570285,0.77756767,0.07468084,0.00000000,0.00217629,0.10356452,0.28669960,0.03545674
-5.39969985,0.79870686,0.07693206,0.00000000,0.00217150,0.10882923,0.29852329,0.03627334
-5.39369685,0.82038761,0.07924615,0.00000000,0.00219384,0.11408642,0.31007930,0.03718269
-5.38769385,0.84227338,0.08158205,0.00000000,0.00224196,0.11926850,0.32120810,0.03817010
