energy_ev,total_up,total_down,Bi_p_up,Bi_p_down,Bi_d_up,Bi_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.39329452,-2.39329454,0.48833549,-0.48833549,0.00885084,-0.00885084,1.35683190,-1.35683191,0.65346424,-0.65346425,1.17610214,-1.17610215,0.00000000,-0.00000000
-5.99399700,2.44322098,-2.44322100,0.50057895,-0.50057895,0.00887032,-0.00887032,1.38525632,-1.38525634,0.67203039,-0.67203040,1.19872712,-1.19872713,0.00000000,-0.00000000
-5.98799400,2.48738240,-2.48738242,0.51140864,-0.51140864,0.00886494,-0.00886494,1.41000799,-1.41000800,0.68900486,-0.68900487,1.21873485,-1.21873485,0.00000000,-0.00000000
-5.98199100,2.52514502,-2.52514503,0.52068995,-0.52068995,0.00883487,-0.00883487,1.43069385,-1.43069386,0.70412784,-0.70412785,1.23582121,-1.23582122,0.00000000,-0.00000000
-5.97598799,2.55588662,-2.55588663,0.52830011,-0.52830011,0.00878030,-0.00878030,1.44693129,-1.44693130,0.71714528,-0.71714529,1.24967855,-1.24967855,0.00000000,-0.00000000
-5.96998499,2.57901990,-2.57901991,0.53413182,-0.53413182,0.00870148,-0.00870148,1.45836137,-1.45836137,0.72781778,-0.72781779,1.26000791,-1.26000791,0.00000000,-0.00000000
-5.96398199,2.59401771,-2.59401771,0.53809686,-0.53809686,0.00859873,-0.00859873,1.46466331,-1.46466332,0.73592980,-0.73592981,1.26653277,-1.26653278,0.00000000,-0.00000000
-5.95797899,2.60043866,-2.60043866,0.54012942,-0.54012942,0.00847251,-0.00847251,1.46556951,-1.46556951,0.74129874,-0.74129875,1.26901333,-1.26901333,0.00000000,-0.00000000
-5.95197599,2.59795172,-2.59795172,0.54018902,-0.54018902,0.00832343,-0.00832343,1.46088016,-1.46088016,0.74378327,-0.74378327,1.26726046,-1.26726046,0.00000000,-0.00000000
-5.94597299,2.58635806,-2.58635806,0.53826285,-0.53826285,0.00815233,-0.00815233,1.45047676,-1.45047676,0.74329047,-0.74329047,1.26114860,-1.26114860,0.00000000,-0.00000000
-5.93996998,2.56560885,-2.56560884,0.53436729,-0.53436729,0.00796029,-0.00796029,1.43433363,-1.43433363,0.73978146,-0.73978146,1.25062664,-1.25062663,0.00000000,-0.00000000
-5.93396698,2.53581780,-2.53581779,0.52854860,-0.52854860,0.00774874,-0.00774874,1.41252674,-1.41252674,0.73327492,-0.73327491,1.23572616,-1.23572615,0.00000000,-0.00000000
-5.92796398,2.49726771,-2.49726770,0.52088265,-0.52088265,0.00751943,-0.00751943,1.38523932,-1.38523932,0.72384855,-0.72384855,1.21656649,-1.21656648,0.00000000,-0.00000000
-5.92196098,2.45041029,-2.45041028,0.51147367,-0.51147366,0.00727448,-0.00727448,1.35276381,-1.35276380,0.71163823,-0.71163823,1.19335622,-1.19335621,0.00000000,-0.00000000
-5.91595798,2.39585944,-2.39585943,0.50045207,-0.50045207,0.00701638,-0.00701638,1.31549995,-1.31549994,0.69683486,-0.69683486,1.16639111,-1.16639110,0.00000000,-0.00000000
-5.90995498,2.33437811,-2.33437809,0.48797144,-0.48797144,0.00674801,-0.00674801,1.27394914,-1.27394913,0.67967921,-0.67967920,1.13604842,-1.13604841,0.00000000,-0.00000000
-5.90395198,2.26685949,-2.26685947,0.47420476,-0.47420476,0.00647257,-0.00647257,1.22870510,-1.22870509,0.66045492,-0.66045491,1.10277806,-1.10277805,0.00000000,-0.00000000
-5.89794897,2.19430367,-2.19430365,0.45934010,-0.45934010,0.00619358,-0.00619358,1.18044149,-1.18044148,0.63948015,-0.63948015,1.06709107,-1.06709106,0.00000000,-0.00000000
-5.89194597,2.11779085,-2.11779083,0.44357593,-0.44357592,0.00591479,-0.00591479,1.12989683,-1.12989682,0.61709828,-0.61709828,1.02954604,-1.02954603,0.00000000,-0.00000000
-5.88594297,2.03845274,-2.03845271,0.42711627,-0.42711626,0.00564015,-0.00564015,1.07785768,-1.07785767,0.59366813,-0.59366813,0.99073432,-0.99073431,0.00000000,-0.00000000
-5.87993997,1.95744351,-1.95744348,0.41016588,-0.41016588,0.00537372,-0.00537372,1.02514068,-1.02514066,0.56955436,-0.56955435,0.95126479,-0.95126478,0.00000000,-0.00000000
-5.87393697,1.87591196,-1.87591193,0.39292574,-0.39292573,0.00511956,-0.00511956,0.97257432,-0.97257431,0.54511838,-0.54511837,0.91174903,-0.91174902,0.00000000,-0.00000000
-5.86793397,1.79497604,-1.79497601,0.37558883,-0.37558882,0.00488170,-0.00488170,0.92098139,-0.92098138,0.52071034,-0.52071033,0.87278766,-0.87278765,0.00000000,-0.00000000
-5.86193097,1.71570108,-1.71570106,0.35833664,-0.35833664,0.00466403,-0.00466403,0.87116261,-0.87116260,0.49666248,-0.49666247,0.83495851,-0.83495850,0.00000000,-0.00000000
-5.85592796,1.63908249,-1.63908246,0.34133622,-0.34133621,0.00447021,-0.00447021,0.82388230,-0.82388228,0.47328410,-0.47328410,0.79880709,-0.79880708,0.00000000,-0.00000000
-5.84992496,1.56603349,-1.56603347,0.32473802,-0.32473801,0.00430363,-0.00430363,0.77985647,-0.77985646,0.45085843,-0.45085842,0.76483978,-0.76483977,0.00000000,-0.00000000
-5.84392196,1.49737822,-1.49737820,0.30867448,-0.30867448,0.00416736,-0.00416736,0.73974376,-0.73974375,0.42964120,-0.42964119,0.73351984,-0.73351983,0.00000000,-0.00000000
-5.83791896,1.43384990,-1.43384988,0.29325938,-0.29325938,0.00406408,-0.00406408,0.70413930,-0.70413929,0.40986107,-0.40986106,0.70526624,-0.70526623,0.00000000,-0.00000000
-5.83191596,1.37609386,-1.37609384,0.27858780,-0.27858780,0.00399605,-0.00399605,0.67357162,-0.67357161,0.39172160,-0.39172160,0.68045514,-0.68045513,0.00000000,-0.00000000
-5.82591296,1.32467453,-1.32467451,0.26473671,-0.26473670,0.00396511,-0.00396511,0.64850237,-0.64850236,0.37540454,-0.37540454,0.65942356,-0.65942355,0.00000000,-0.00000000
-5.81990995,1.28008569,-1.28008567,0.25176600,-0.25176600,0.00397267,-0.00397267,0.62932853,-0.62932853,0.36107405,-0.36107405,0.64247486,-0.64247485,0.00000000,-0.00000000
-5.81390695,1.24276267,-1.24276266,0.23971989,-0.23971989,0.00401970,-0.00401970,0.61638676,-0.61638675,0.34888153,-0.34888153,0.62988543,-0.62988542,0.00000000,-0.00000000
-5.80790395,1.21309563,-1.21309562,0.22862846,-0.22862846,0.00410677,-0.00410677,0.60995913,-0.60995912,0.33897063,-0.33897062,0.62191184,-0.62191184,0.00000000,-0.00000000
-5.80190095,1.19144241,-1.19144241,0.21850933,-0.21850933,0.00423407,-0.00423407,0.61027988,-0.61027987,0.33148196,-0.33148196,0.61879793,-0.61879793,0.00000000,-0.00000000
-5.79589795,1.17814025,-1.17814025,0.20936925,-0.20936925,0.00440138,-0.00440138,0.61754232,-0.61754232,0.32655726,-0.32655726,0.62078099,-0.62078099,0.00000000,-0.00000000
-5.78989495,1.17351490,-1.17351489,0.20120555,-0.20120554,0.00460819,-0.00460819,0.63190532,-0.63190532,0.32434244,-0.32434244,0.62809660,-0.62809660,0.00000000,-0.00000000
-5.78389195,1.17788660,-1.17788660,0.19400739,-0.19400739,0.00485364,-0.00485364,0.65349859,-0.65349860,0.32498946,-0.32498946,0.64098152,-0.64098152,0.00000000,-0.00000000
