energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.50175088,2.72905129,0.00812882,0.35408458,2.17322263,1.02689800,0.00315573,0.90285266
-5.49574787,2.84887807,0.00833390,0.36552522,2.26734858,1.07353860,0.00324946,0.94508996
-5.48974487,2.95748398,0.00848975,0.37505247,2.35223200,1.11614614,0.00332782,0.98391019
-5.48374187,3.05333122,0.00859340,0.38252648,2.42668850,1.15413283,0.00338982,1.01875552
-5.47773887,3.13509235,0.00864288,0.38784579,2.48970497,1.18698502,0.00343475,1.04913133
-5.47173587,3.20168125,0.00863733,0.39094957,2.54046228,1.21427560,0.00346219,1.07461769
-5.46573287,3.25227735,0.00857694,0.39181841,2.57835222,1.23567403,0.00347203,1.09487892
-5.45972986,3.28634246,0.00846303,0.39047390,2.60298830,1.25095378,0.00346443,1.10967082
-5.45372686,3.30362944,0.00829790,0.38697685,2.61421017,1.25999677,0.00343982,1.11884546
-5.44772386,3.30418280,0.00808483,0.38142447,2.61208165,1.26279479,0.00339888,1.12235326
-5.44172086,3.28833118,0.00782792,0.37394640,2.59688270,1.25944784,0.00334250,1.12024236
-5.43571786,3.25667222,0.00753198,0.36470009,2.56909595,1.25015945,0.00327179,1.11265538
-5.42971486,3.21005057,0.00720234,0.35386553,2.52938839,1.23522926,0.00318800,1.09982369
-5.42371186,3.14953002,0.00684476,0.34163966,2.47858921,1.21504311,0.00309250,1.08205945
-5.41770885,3.07636073,0.00646519,0.32823070,2.41766461,1.19006101,0.00298679,1.05974579
-5.41170585,2.99194305,0.00606965,0.31385260,2.34769073,1.16080346,0.00287239,1.03332539
-5.40570285,2.89778889,0.00566408,0.29871978,2.26982545,1.12783664,0.00275089,1.00328801
-5.39969985,2.79548233,0.00525415,0.28304239,2.18528018,1.09175684,0.00262388,0.97015732
-5.39369685,2.68664032,0.00484521,0.26702209,2.09529225,1.05317484,0.00249294,0.93447755
-5.38769385,2.57287499,0.00444215,0.25084859,2.00109876,1.01270054,0.00235961,0.89680025
-5.38169085,2.45575843,0.00404932,0.23469682,1.90391250,0.97092848,0.00222542,0.85767171
-5.37568784,2.33679089,0.00367049,0.21872486,1.80490024,0.92842457,0.00209183,0.81762136
-5.36968484,2.21737324,0.00330883,0.20307255,1.70516394,0.88571444,0.00196026,0.77715140
-5.36368184,2.09878423,0.00296691,0.18786073,1.60572510,0.84327380,0.00183207,0.73672804
-5.35767884,1.98216299,0.00264669,0.17319108,1.50751227,0.80152090,0.00170858,0.69677445
-5.35167584,1.86849697,0.00234957,0.15914642,1.41135193,0.76081141,0.00159107,0.65766562
-5.34567284,1.75861551,0.00207645,0.14579147,1.31796272,0.72143565,0.00148080,0.61972517
-5.33966983,1.65318873,0.00182778,0.13317385,1.22795278,0.68361832,0.00137900,0.58322415
-5.33366683,1.55273171,0.00160360,0.12132547,1.14182021,0.64752049,0.00128689,0.54838164
-5.32766383,1.45761319,0.00140364,0.11026396,1.05995625,0.61324372,0.00120573,0.51536718
-5.32166083,1.36806846,0.00122740,0.09999434,0.98265106,0.58083611,0.00113680,0.48430466
-5.31565783,1.28421560,0.00107417,0.09051065,0.91010154,0.55029979,0.00108142,0.45527749
-5.30965483,1.20607417,0.00094312,0.08179770,0.84242091,0.52159966,0.00104099,0.42833482
-5.30365183,1.13358550,0.00083338,0.07383268,0.77964956,0.49467280,0.00101696,0.40349825
-5.29764882,1.06663371,0.00074402,0.06658686,0.72176657,0.46943819,0.00101090,0.38076888
-5.29164582,1.00506628,0.00067417,0.06002703,0.66870163,0.44580621,0.00102445,0.36013430
-5.28564282,0.94871353,0.00062298,0.05411701,0.62034657,0.42368764,0.00105938,0.34157512
-5.27963982,0.89740603,0.00058967,0.04881890,0.57656631,0.40300164,0.00111751,0.32507068
-5.27363682,0.85098932,0.00057353,0.04409424,0.53720860,0.38368245,0.00120079,0.31060393
-5.26763382,0.80933537,0.00057395,0.03990504,0.50211237,0.36568453,0.00131121,0.29816491
-5.26163082,0.77235053,0.00059035,0.03621458,0.47111437,0.34898610,0.00145082,0.28775310
-5.25562781,0.73997969,0.00062223,0.03298814,0.44405397,0.33359085,0.00162171,0.27937817
-5.24962481,0.71220690,0.00066912,0.03019348,0.42077613,0.31952791,0.00182592,0.27305961
-5.24362181,0.68905247,0.00073055,0.02780126,0.40113259,0.30685032,0.00206546,0.26882493
-5.23761881,0.67056722,0.00080605,0.02578525,0.38498151,0.29563194,0.00234226,0.26670687
-5.23161581,0.65682425,0.00089510,0.02412244,0.37218582,0.28596330,0.00265810,0.26673978
-5.22561281,0.64790906,0.00099710,0.02279312,0.36261057,0.27794652,0.00301460,0.26895537
-5.21960980,0.64390859,0.00111137,0.02178079,0.35611979,0.27168973,0.00341313,0.27337824
-5.21360680,0.64490010,0.00123709,0.02107208,0.35257318,0.26730121,0.00385485,0.28002144
-5.20760380,0.65094044,0.00137335,0.02065664,0.35182299,0.26488374,0.00434060,0.28888226
-5.20160080,0.66205647,0.00151904,0.02052701,0.35371150,0.26452921,0.00487092,0.29993866
-5.19559780,0.67823712,0.00167295,0.02067849,0.35806936,0.26631397,0.00544602,0.31314648
-5.18959480,0.69942739,0.00183371,0.02110911,0.36471495,0.27029492,0.00606574,0.32843755
-5.18359180,0.72552474,0.00199980,0.02181952,0.37345486,0.27650657,0.00672958,0.34571883
-5.17758879,0.75637774,0.00216961,0.02281296,0.38408555,0.28495914,0.00743670,0.36487259
-5.17158579,0.79178701,0.00234144,0.02409532,0.39639601,0.29563763,0.00818587,0.38575765
-5.16558279,0.83150823,0.00251350,0.02567507,0.41017128,0.30850183,0.00897553,0.40821141
-5.15957979,0.87525690,0.00268402,0.02756328,0.42519653,0.32348725,0.00980379,0.43205278
-5.15357679,0.92271431,0.00285120,0.02977358,0.44126146,0.34050667,0.01066840,0.45708555
-5.14757379,0.97353444,0.00301333,0.03232201,0.45816463,0.35945233,0.01156679,0.48310218
-5.14157079,1.02735103,0.00316877,0.03522684,0.47571744,0.38019838,0.01249605,0.50988769
-5.13556778,1.08378459,0.00331600,0.03850823,0.49374735,0.40260357,0.01345294,0.53722348
-5.12956478,1.14244862,0.00345369,0.04218770,0.51210023,0.42651390,0.01443388,0.56489083
-5.12356178,1.20295496,0.00358065,0.04628757,0.53064161,0.45176513,0.01543492,0.59267405
-5.11755878,1.26491770,0.00369594,0.05083006,0.54925663,0.47818497,0.01645178,0.62036295
-5.11155578,1.32795573,0.00379880,0.05583634,0.56784880,0.50559489,0.01747975,0.64775476
-5.10555278,1.39169378,0.00388870,0.06132539,0.58633763,0.53381157,0.01851379,0.67465541
-5.09954977,1.45576207,0.00396533,0.06731269,0.60465523,0.56264780,0.01954842,0.70088016
-5.09354677,1.51979482,0.00402858,0.07380895,0.62274218,0.59191313,0.02057781,0.72625373
-5.08754377,1.58342800,0.00407852,0.08081866,0.64054300,0.62141412,0.02159576,0.75061007
-5.08154077,1.64629668,0.00411537,0.08833883,0.65800148,0.65095454,0.02259577,0.77379189
-5.07553777,1.70803256,0.00413950,0.09635780,0.67505630,0.68033550,0.02357105,0.79565012
-5.06953477,1.76826218,0.00415137,0.10485426,0.69163722,0.70935583,0.02451465,0.81604361
-5.06353177,1.82660634,0.00415152,0.11379661,0.70766230,0.73781290,0.02541956,0.83483909
-5.05752876,1.88268131,0.00414051,0.12314270,0.72303618,0.76550389,0.02627882,0.85191168
-5.05152576,1.93610198,0.00411896,0.13283996,0.73764990,0.79222799,0.02708568,0.86714603
-5.04552276,1.98648759,0.00408744,0.14282617,0.75138208,0.81778933,0.02783380,0.88043821
-5.03951976,2.03346973,0.00404655,0.15303061,0.76410173,0.84200089,0.02851740,0.89169825
-5.03351676,2.07670287,0.00399684,0.16337586,0.77567240,0.86468928,0.02913151,0.90085346
-5.02751376,2.11587689,0.00393884,0.17377999,0.78595759,0.88570036,0.02967214,0.90785231
-5.02151076,2.15073116,0.00387307,0.18415922,0.79482712,0.90490536,0.03013649,0.91266865
-5.01550775,2.18106955,0.00380002,0.19443083,0.80216411,0.92220740,0.03052314,0.91530609
-5.00950475,2.20677533,0.00372021,0.20451629,0.80787208,0.93754783,0.03083220,0.91580224
-5.00350175,2.22782504,0.00363416,0.21434432,0.81188186,0.95091216,0.03106542,0.91423242
-4.99749875,2.24430020,0.00354244,0.22385376,0.81415768,0.96233491,0.03122629,0.91071250
-4.99149575,2.25639579,0.00344570,0.23299612,0.81470222,0.97190306,0.03132002,0.90540049
-4.98549275,2.26442443,0.00334462,0.24173747,0.81355990,0.97975751,0.03135349,0.89849670
-4.97948974,2.26881546,0.00324000,0.25005968,0.81081841,0.98609229,0.03133515,0.89024196
-4.97348674,2.27010820,0.00313272,0.25796078,0.80660805,0.99115112,0.03127478,0.88091399
-4.96748374,2.26893923,0.00302373,0.26545441,0.80109882,0.99522121,0.03118324,0.87082162
-4.96148074,2.26602346,0.00291409,0.27256824,0.79449527,0.99862433,0.03107211,0.86029707
-4.95547774,2.26212968,0.00280490,0.27934156,0.78702929,1.00170533,0.03095328,0.84968636
-4.94947474,2.25805116,0.00269729,0.28582198,0.77895103,1.00481846,0.03083853,0.83933822
-4.94347174,2.25457271,0.00259244,0.29206148,0.77051849,1.00831203,0.03073901,0.82959182
-4.93746873,2.25243547,0.00249146,0.29811198,0.76198615,1.01251219,0.03066478,0.82076403
-4.93146573,2.25230145,0.00239545,0.30402071,0.75359333,1.01770653,0.03062433,0.81313662
-4.92546273,2.25471940,0.00230539,0.30982561,0.74555286,1.02412846,0.03062413,0.80694417
-4.91945973,2.26009435,0.00222214,0.31555114,0.73804061,1.03194327,0.03066830,0.80236330
-4.91345673,2.26866223,0.00214641,0.32120461,0.73118675,1.04123669,0.03075831,0.79950389
-4.90745373,2.28047159,0.00207871,0.32677350,0.72506886,1.05200679,0.03089278,0.79840274
-4.90145073,2.29537347,0.00201939,0.33222370,0.71970777,1.06415969,0.03106746,0.79902025
-4.89544772,2.31302038,0.00196855,0.33749908,0.71506606,1.07750963,0.03127529,0.80124025
-4.88944472,2.33287485,0.00192612,0.34252228,0.71104953,1.09178344,0.03150659,0.80487327
-4.88344172,2.35422722,0.00189181,0.34719675,0.70751167,1.10662942,0.03174945,0.80966295
-4.87743872,2.37622211,0.00186515,0.35141002,0.70426076,1.12163018,0.03199011,0.81529571
-4.87143572,2.39789235,0.00184551,0.35503794,0.70106939,1.13631889,0.03221356,0.82141281
-4.86543272,2.41819867,0.00183213,0.35794979,0.69768590,1.15019824,0.03240414,0.82762468
-4.85942971,2.43607312,0.00182417,0.36001390,0.69384708,1.16276088,0.03254626,0.83352646
-4.85342671,2.45046417,0.00182072,0.36110350,0.68929152,1.17351064,0.03262502,0.83871428
-4.84742371,2.46038095,0.00182084,0.36110256,0.68377293,1.18198307,0.03262693,0.84280125
-4.84142071,2.46493460,0.00182362,0.35991119,0.67707264,1.18776451,0.03254052,0.84543253
-4.83541771,2.46337446,0.00182817,0.35745052,0.66901079,1.19050851,0.03235687,0.84629871
-4.82941471,2.45511750,0.00183369,0.35366655,0.65945550,1.18994897,0.03207005,0.84514689
-4.82341171,2.43976961,0.00183945,0.34853308,0.64832969,1.18590922,0.03167740,0.84178891
-4.81740870,2.41713779,0.00184484,0.34205338,0.63561524,1.17830676,0.03117974,0.83610655
-4.81140570,2.38723311,0.00184934,0.33426067,0.62135426,1.16715364,0.03058131,0.82805346
-4.80540270,2.35026441,0.00185254,0.32521735,0.60564756,1.15255236,0.02988971,0.81765387
-4.79939970,2.30662363,0.00185413,0.31501314,0.58865046,1.13468798,0.02911553,0.80499834
-4.79339670,2.25686376,0.00185390,0.30376219,0.57056620,1.11381685,0.02827203,0.79023690
-4.78739370,2.20167093,0.00185170,0.29159934,0.55163731,1.09025274,0.02737456,0.77357000
-4.78139070,2.14183234,0.00184745,0.27867576,0.53213554,1.06435129,0.02643998,0.75523795
-4.77538769,2.07820195,0.00184113,0.26515423,0.51235076,1.03649367,0.02548605,0.73550941
-4.76938469,2.01166562,0.00183276,0.25120413,0.49257945,1.00707031,0.02453069,0.71466960
-4.76338169,1.94310766,0.00182238,0.23699660,0.47311330,0.97646570,0.02359139,0.69300875
-4.75737869,1.87338016,0.00181008,0.22269982,0.45422847,0.94504473,0.02268452,0.67081144
-4.75137569,1.80327658,0.00179596,0.20847473,0.43617586,0.91314151,0.02182483,0.64834723
-4.74537269,1.73351035,0.00178017,0.19447130,0.41917293,0.88105072,0.02102490,0.62586295
-4.73936968,1.66469930,0.00176293,0.18082541,0.40339713,0.84902202,0.02029484,0.60357683
-4.73336668,1.59735610,0.00174450,0.16765642,0.38898134,0.81725740,0.01964194,0.58167462
-4.72736368,1.53188454,0.00172527,0.15506549,0.37601127,0.78591134,0.01907063,0.56030774
-4.72136068,1.46858148,0.00170570,0.14313458,0.36452494,0.75509368,0.01858238,0.53959325
-4.71535768,1.40764362,0.00168642,0.13192611,0.35451395,0.72487456,0.01817582,0.51961562
-4.70935468,1.34917850,0.00166820,0.12148333,0.34592672,0.69529114,0.01784699,0.50042981
-4.70335168,1.29321868,0.00165198,0.11183113,0.33867314,0.66635558,0.01758960,0.48206570
-4.69734867,1.23973820,0.00163889,0.10297739,0.33263065,0.63806356,0.01739547,0.46453325
-4.69134567,1.18867030,0.00163023,0.09491464,0.32765135,0.61040315,0.01725493,0.44782833
-4.68534267,1.13992564,0.00162750,0.08762210,0.32356983,0.58336326,0.01715739,0.43193876
-4.67933967,1.09340999,0.00163236,0.08106778,0.32021152,0.55694148,0.01709183,0.41685042
-4.67333667,1.04904091,0.00164660,0.07521083,0.31740116,0.53115094,0.01704736,0.40255314
-4.66733367,1.00676278,0.00167213,0.07000385,0.31497111,0.50602597,0.01701371,0.38904614
-4.66133067,0.96655964,0.00171093,0.06539512,0.31276937,0.48162640,0.01698179,0.37634293
-4.65532766,0.92846569,0.00176497,0.06133087,0.31066680,0.45804042,0.01694405,0.36447550
-4.64932466,0.89257310,0.00183620,0.05775724,0.30856353,0.43538612,0.01689492,0.35349763
-4.64332166,0.85903709,0.00192642,0.05462214,0.30639428,0.41381149,0.01683110,0.34348733
-4.63731866,0.82807808,0.00203727,0.05187684,0.30413232,0.39349326,0.01675177,0.33454822
-4.63131566,0.79998098,0.00217013,0.04947726,0.30179207,0.37463438,0.01665871,0.32680979
-4.62531266,0.77509162,0.00232604,0.04738501,0.29943008,0.35746050,0.01655635,0.32042657
-4.61930965,0.75381025,0.00250565,0.04556808,0.29714441,0.34221529,0.01645166,0.31557601
-4.61330665,0.73658225,0.00270917,0.04400117,0.29507226,0.32915490,0.01635395,0.31245507
-4.60730365,0.72388616,0.00293631,0.04266579,0.29338595,0.31854148,0.01627464,0.31127557
-4.60130065,0.71621898,0.00318623,0.04154997,0.29228730,0.31063594,0.01622685,0.31225816
-4.59529765,0.71407921,0.00345754,0.04064763,0.29200037,0.30568996,0.01622493,0.31562513
-4.58929465,0.71794764,0.00374830,0.03995781,0.29276294,0.30393749,0.01628391,0.32159202
-4.58329165,0.72826644,0.00405599,0.03948351,0.29481680,0.30558562,0.01641896,0.33035818
-4.57728864,0.74541693,0.00437758,0.03923048,0.29839713,0.31080529,0.01664467,0.34209669
-4.57128564,0.76969676,0.00470957,0.03920578,0.30372142,0.31972180,0.01697443,0.35694370
-4.56528264,0.80129709,0.00504803,0.03941630,0.31097823,0.33240556,0.01741976,0.37498768
-4.55927964,0.84028076,0.00538870,0.03986733,0.32031615,0.34886330,0.01798968,0.39625902
-4.55327664,0.88656232,0.00572704,0.04056106,0.33183358,0.36903019,0.01869007,0.42072037
-4.54727364,0.93989094,0.00605839,0.04149536,0.34556960,0.39276320,0.01952323,0.44825831
-4.54127064,0.99983729,0.00637800,0.04266266,0.36149653,0.41983618,0.02048738,0.47867681
-4.53526763,1.06578529,0.00668120,0.04404910,0.37951448,0.44993700,0.02157642,0.51169299
-4.52926463,1.13692962,0.00696344,0.04563401,0.39944835,0.48266729,0.02277975,0.54693566
-4.52326163,1.21227991,0.00722045,0.04738965,0.42104747,0.51754489,0.02408229,0.58394690
-4.51725863,1.29067176,0.00744830,0.04928141,0.44398812,0.55400945,0.02546463,0.62218706
-4.51125563,1.37078513,0.00764348,0.05126822,0.46787908,0.59143110,0.02690339,0.66104321
-4.50525263,1.45116988,0.00780298,0.05330349,0.49226999,0.62912230,0.02837172,0.69984105
-4.49924962,1.53027790,0.00792435,0.05533614,0.51666244,0.66635265,0.02983997,0.73785995
-4.49324662,1.60650113,0.00800574,0.05731214,0.54052353,0.70236621,0.03127649,0.77435084
-4.48724362,1.67821423,0.00804592,0.05917601,0.56330124,0.73640094,0.03264857,0.80855641
-4.48124062,1.74382041,0.00804432,0.06087267,0.58444129,0.76770955,0.03392336,0.83973267
-4.47523762,1.80179861,0.00800099,0.06234922,0.60340462,0.79558091,0.03506900,0.86717137
-4.46923462,1.85075028,0.00791661,0.06355670,0.61968496,0.81936130,0.03605558,0.89022208
-4.46323162,1.88944353,0.00779247,0.06445181,0.63282557,0.83847443,0.03685613,0.90831312
-4.45722861,1.91685288,0.00763042,0.06499838,0.64243455,0.85243954,0.03744754,0.92097038
-4.45122561,1.93219274,0.00743282,0.06516863,0.64819808,0.86088656,0.03781133,0.92783319
-4.44522261,1.93494300,0.00720249,0.06494404,0.64989079,0.86356778,0.03793424,0.92866639
-4.43921961,1.92486568,0.00694266,0.06431599,0.64738313,0.86036531,0.03780866,0.92336822
-4.43321661,1.90201171,0.00665686,0.06328590,0.64064510,0.85129421,0.03743285,0.91197346
-4.42721361,1.86671760,0.00634890,0.06186512,0.62974649,0.83650088,0.03681093,0.89465188
-4.42121061,1.81959225,0.00602276,0.06007434,0.61485347,0.81625699,0.03595270,0.87170186
-4.41520760,1.76149441,0.00568252,0.05794275,0.59622187,0.79094913,0.03487321,0.84353973
-4.40920460,1.69350218,0.00533227,0.05550691,0.57418745,0.76106482,0.03359222,0.81068525
-4.40320160,1.61687572,0.00497607,0.05280939,0.54915371,0.72717538,0.03213340,0.77374396
-4.39719860,1.53301530,0.00461783,0.04989725,0.52157789,0.68991669,0.03052357,0.73338721
-4.39119560,1.44341634,0.00426131,0.04682047,0.49195571,0.64996848,0.02879178,0.69033098
-4.38519260,1.34962373,0.00390997,0.04363037,0.46080580,0.60803340,0.02696832,0.64531417
-4.37918959,1.25318723,0.00356699,0.04037812,0.42865431,0.56481642,0.02508389,0.59907758
-4.37318659,1.15561992,0.00323522,0.03711328,0.39602044,0.52100566,0.02316865,0.55234434
-4.36718359,1.05836117,0.00291710,0.03388269,0.36340349,0.47725534,0.02125150,0.50580245
-4.36118059,0.96274548,0.00261469,0.03072943,0.33127188,0.43417120,0.01935937,0.46009022
-4.35517759,0.86997809,0.00232963,0.02769207,0.30005448,0.39229920,0.01751670,0.41578486
-4.34917459,0.78111777,0.00206315,0.02480423,0.27013437,0.35211735,0.01574504,0.37339463
-4.34317159,0.69706711,0.00181610,0.02209430,0.24184529,0.31403097,0.01406281,0.33335442
-4.33716858,0.61856981,0.00158893,0.01958547,0.21547047,0.27837121,0.01248518,0.29602477
-4.33116558,0.54621470,0.00138175,0.01729596,0.19124392,0.24539656,0.01102412,0.26169405
-4.32516258,0.48044536,0.00119434,0.01523938,0.16935357,0.21529698,0.00968854,0.23058330
-4.31915958,0.42157453,0.00102623,0.01342531,0.14994626,0.18820025,0.00848456,0.20285330
-4.31315658,0.36980200,0.00087671,0.01185989,0.13313384,0.16417990,0.00741579,0.17861330
-4.30715358,0.32523485,0.00074488,0.01054657,0.11900011,0.14326436,0.00648374,0.15793076
