energy_ev,total_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.87393697,2.47091538,2.21308950,0.34351706,0.18382640,1.04465411,0.33094859,0.00076826
-5.86793397,2.51516542,2.25374486,0.34896810,0.18748748,1.06861451,0.33441770,0.00077875
-5.86193097,2.55236859,2.28704962,0.35345252,0.19100216,1.08982791,0.33713444,0.00078713
-5.85592796,2.58237769,2.31286691,0.35694208,0.19434202,1.10814816,0.33916692,0.00079338
-5.84992496,2.60522860,2.33124361,0.35943266,0.19748368,1.12349070,0.34062031,0.00079758
-5.84392196,2.62113081,2.34240106,0.36094323,0.20040882,1.13583042,0.34163352,0.00079987
-5.83791896,2.63044992,2.34671819,0.36151375,0.20310378,1.14519692,0.34237395,0.00080042
-5.83191596,2.63368339,2.34470848,0.36120216,0.20555883,1.15166762,0.34303066,0.00079947
-5.82591296,2.63143072,2.33699177,0.36008067,0.20776718,1.15535919,0.34380617,0.00079726
-5.81990995,2.62435998,2.32426267,0.35823153,0.20972378,1.15641775,0.34490719,0.00079406
-5.81390695,2.61317230,2.30725706,0.35574250,0.21142408,1.15500869,0.34653486,0.00079016
-5.80790395,2.59856625,2.28671843,0.35270234,0.21286274,1.15130638,0.34887473,0.00078579
-5.80190095,2.58120396,2.26336572,0.34919656,0.21403253,1.14548459,0.35208721,0.00078121
-5.79589795,2.56168056,2.23786398,0.34530349,0.21492335,1.13770789,0.35629872,0.00077659
-5.78989495,2.54049830,2.21079929,0.34109106,0.21552155,1.12812455,0.36159412,0.00077210
-5.78389195,2.51804667,2.18265878,0.33661428,0.21580961,1.11686121,0.36801080,0.00076782
-5.77788894,2.49458913,2.15381671,0.33191362,0.21576604,1.10401939,0.37553464,0.00076379
-5.77188594,2.47025703,2.12452671,0.32701418,0.21536580,1.08967411,0.38409831,0.00075998
-5.76588294,2.44505086,2.09492064,0.32192589,0.21458094,1.07387434,0.39358180,0.00075631
-5.75987994,2.41884846,2.06501367,0.31664445,0.21338162,1.05664541,0.40381544,0.00075265
-5.75387694,2.39141984,2.03471520,0.31115311,0.21173743,1.03799299,0.41458516,0.00074881
-5.74787394,2.36244762,2.00384494,0.30542513,0.20961885,1.01790845,0.42563999,0.00074458
-5.74187094,2.33155209,1.97215332,0.29942668,0.20699893,0.99637528,0.43670138,0.00073972
-5.73586793,2.29831968,1.93934502,0.29312022,0.20385495,0.97337621,0.44747401,0.00073399
-5.72986493,2.26233339,1.90510460,0.28646796,0.20017015,0.94890061,0.45765763,0.00072713
-5.72386193,2.22320367,1.86912293,0.27943546,0.19593529,0.92295190,0.46695941,0.00071894
-5.71785893,2.18059843,1.83112315,0.27199502,0.19115001,0.89555445,0.47510623,0.00070920
-5.71185593,2.13427064,1.79088495,0.26412874,0.18582399,0.86675975,0.48185639,0.00069779
-5.70585293,2.08408222,1.74826605,0.25583125,0.17997775,0.83665149,0.48701003,0.00068460
-5.69984992,2.03002311,1.70321982,0.24711173,0.17364303,0.80534923,0.49041805,0.00066962
-5.69384692,1.97222465,1.65580829,0.23799539,0.16686290,0.77301059,0.49198875,0.00065288
-5.68784392,1.91096652,1.60620981,0.22852416,0.15969126,0.73983165,0.49169220,0.00063451
-5.68184092,1.84667687,1.55472114,0.21875666,0.15219214,0.70604559,0.48956185,0.00061470
-5.67583792,1.77992579,1.50175367,0.20876741,0.14443842,0.67191961,0.48569342,0.00059370
-5.66983492,1.71141203,1.44782410,0.19864533,0.13651030,0.63775013,0.48024120,0.00057184
-5.66383192,1.64194388,1.39353982,0.18849157,0.12849349,0.60385645,0.47341169,0.00054951
-5.65782891,1.57241471,1.33957977,0.17841675,0.12047709,0.57057314,0.46545518,0.00052713
-5.65182591,1.50377449,1.28667145,0.16853783,0.11255138,0.53824140,0.45665539,0.00050516
-5.64582291,1.43699822,1.23556529,0.15897458,0.10480558,0.50719978,0.44731788,0.00048409
-5.63981991,1.37305285,1.18700737,0.14984583,0.09732549,0.47777444,0.43775761,0.00046440
-5.63381691,1.31286387,1.14171157,0.14126573,0.09019136,0.45026959,0.42828630,0.00044654
-5.62781391,1.25728297,1.10033258,0.13334010,0.08347586,0.42495821,0.41920011,0.00043098
-5.62181091,1.20705805,1.06344064,0.12616290,0.07724232,0.40207356,0.41076813,0.00041808
-5.61580790,1.16280677,1.03149909,0.11981315,0.07154320,0.38180172,0.40322229,0.00040821
-5.60980490,1.12499444,1.00484570,0.11435226,0.06641893,0.36427544,0.39674885,0.00040162
-5.60380190,1.09391721,0.98367830,0.10982180,0.06189709,0.34956953,0.39148201,0.00039849
-5.59779890,1.06969097,0.96804543,0.10624201,0.05799199,0.33769794,0.38749964,0.00039892
-5.59179590,1.05224635,0.95784208,0.10361089,0.05470457,0.32861265,0.38482138,0.00040291
-5.58579290,1.04132982,0.95281081,0.10190394,0.05202269,0.32220434,0.38340898,0.00041034
-5.57978989,1.03651084,0.95254799,0.10107459,0.04992175,0.31830492,0.38316881,0.00042103
-5.57378689,1.03719475,0.95651506,0.10105541,0.04836568,0.31669178,0.38395648,0.00043467
-5.56778389,1.04264070,0.96405413,0.10175974,0.04730812,0.31709362,0.38558308,0.00045088
-5.56178089,1.05198429,0.97440760,0.10308415,0.04669393,0.31919773,0.38782296,0.00046918
-5.55577789,1.06426371,0.98674081,0.10491121,0.04646081,0.32265852,0.39042256,0.00048903
-5.54977489,1.07844892,1.00016720,0.10711280,0.04654120,0.32710692,0.39310999,0.00050984
-5.54377189,1.09347254,1.01377491,0.10955376,0.04686408,0.33216054,0.39560503,0.00053098
-5.53776888,1.10826166,1.02665405,0.11209566,0.04735705,0.33743409,0.39762900,0.00055181
-5.53176588,1.12176944,1.03792367,0.11460077,0.04794818,0.34254997,0.39891440,0.00057166
-5.52576288,1.13300554,1.04675760,0.11693598,0.04856794,0.34714845,0.39921385,0.00058990
-5.51975988,1.14106429,1.05240825,0.11897648,0.04915094,0.35089733,0.39830800,0.00060594
-5.51375688,1.14514989,1.05422769,0.12060923,0.04963754,0.35350059,0.39601237,0.00061924
-5.50775388,1.14459769,1.05168523,0.12173603,0.04997524,0.35470592,0.39218272,0.00062933
-5.50175088,1.13889093,1.04438113,0.12227604,0.05011978,0.35431079,0.38671895,0.00063582
-5.49574787,1.12767255,1.03205586,0.12216771,0.05003603,0.35216688,0.37956738,0.00063843
-5.48974487,1.11075159,1.01459483,0.12137010,0.04969851,0.34818280,0.37072148,0.00063699
-5.48374187,1.08810435,0.99202848,0.11986344,0.04909164,0.34232501,0.36022098,0.00063140
-5.47773887,1.05987016,0.96452794,0.11764908,0.04820965,0.33461692,0.34814953,0.00062172
-5.47173587,1.02634226,0.93239641,0.11474867,0.04705626,0.32513636,0.33463104,0.00060807
-5.46573287,0.98795433,0.89605702,0.11120283,0.04564401,0.31401151,0.31982496,0.00059070
-5.45972986,0.94526319,0.85603747,0.10706916,0.04399337,0.30141553,0.30392053,0.00056993
-5.45372686,0.89892879,0.81295247,0.10241993,0.04213176,0.28756012,0.28713052,0.00054617
-5.44772386,0.84969208,0.76748458,0.09733934,0.04009227,0.27268846,0.26968454,0.00051987
-5.44172086,0.79835203,0.72036440,0.09192068,0.03791245,0.25706767,0.25182223,0.00049157
-5.43571786,0.74574254,0.67235084,0.08626332,0.03563298,0.24098121,0.23378672,0.00046179
-5.42971486,0.69271027,0.62421235,0.08046985,0.03329636,0.22472157,0.21581833,0.00043110
-5.42371186,0.64009409,0.57670954,0.07464330,0.03094577,0.20858336,0.19814901,0.00040006
-5.41770885,0.58870685,0.53058001,0.06888469,0.02862387,0.19285722,0.18099748,0.00036922
-5.41170585,0.53931991,0.48652546,0.06329086,0.02637192,0.17782448,0.16456525,0.00033911
-5.40570285,0.49265067,0.44520145,0.05795268,0.02422892,0.16375283,0.14903357,0.00031020
-5.39969985,0.44935323,0.40720973,0.05295366,0.02223099,0.15089294,0.13456133,0.00028296
-5.39369685,0.41001197,0.37309305,0.04836898,0.02041086,0.13947594,0.12128385,0.00025778
-5.38769385,0.37513793,0.34333206,0.04426484,0.01879757,0.12971171,0.10931253,0.00023502
-5.38169085,0.34516728,0.31834391,0.04069815,0.01741626,0.12178772,0.09873507,0.00021497
-5.37568784,0.32046164,0.29848215,0.03771646,0.01628805,0.11586838,0.08961642,0.00019788
-5.36968484,0.30130955,0.28403722,0.03535808,0.01543006,0.11209451,0.08199998,0.00018396
-5.36368184,0.28792844,0.27523708,0.03365230,0.01485536,0.11058283,0.07590910,0.00017334
-5.35767884,0.28046672,0.27224766,0.03261969,0.01457307,0.11142526,0.07134870,0.00016613
-5.35167584,0.27900546,0.27517244,0.03227233,0.01458838,0.11468791,0.06830684,0.00016240
-5.34567284,0.28355937,0.28405119,0.03261402,0.01490252,0.12040957,0.06675619,0.00016216
-5.33966983,0.29407685,0.29885765,0.03364036,0.01551277,0.12859986,0.06665527,0.00016539
-5.33366683,0.31043926,0.31949627,0.03533879,0.01641236,0.13923684,0.06794962,0.00017204
-5.32766383,0.33245941,0.34579816,0.03768847,0.01759044,0.15226450,0.07057263,0.00018201
-5.32166083,0.35987973,0.37751675,0.04066016,0.01903191,0.16758996,0.07444635,0.00019518
-5.31565783,0.39237048,0.41432367,0.04421607,0.02071738,0.18508098,0.07948225,0.00021139
-5.30965483,0.42952862,0.45580537,0.04830978,0.02262307,0.20456382,0.08558199,0.00023044
-5.30365183,0.47087798,0.50146136,0.05288622,0.02472086,0.22582181,0.09263835,0.00025212
-5.29764882,0.51587119,0.55070447,0.05788193,0.02697839,0.24859505,0.10053654,0.00027617
-5.29164582,0.56389416,0.60286406,0.06322553,0.02935928,0.27258131,0.10915573,0.00030233
-5.28564282,0.61427330,0.65719238,0.06883844,0.03182351,0.29743864,0.11837118,0.00033031
-5.27963982,0.66628604,0.71287471,0.07463607,0.03432796,0.32278957,0.12805675,0.00035981
-5.27363682,0.71917449,0.76904321,0.08052928,0.03682715,0.34822720,0.13808799,0.00039054
-5.26763382,0.77216232,0.82479449,0.08642622,0.03927404,0.37332299,0.14834564,0.00042219
-5.26163082,0.82447437,0.87921062,0.09223451,0.04162110,0.39763625,0.15871947,0.00045450
-5.25562781,0.87535840,0.93138280,0.09786361,0.04382140,0.42072488,0.16911238,0.00048723
-5.24962481,0.92410820,0.98043710,0.10322745,0.04582984,0.44215731,0.17944451,0.00052017
-5.24362181,0.97008699,1.02556115,0.10824705,0.04760438,0.46152479,0.18965719,0.00055318
-5.23761881,1.01275010,1.06603060,0.11285309,0.04910726,0.47845392,0.19971648,0.00058617
-5.23161581,1.05166561,1.10123426,0.11698833,0.05030615,0.49261860,0.20961612,0.00061915
-5.22561281,1.08653193,1.13069660,0.12060960,0.05117519,0.50375090,0.21937958,0.00065216
-5.21960980,1.11719118,1.15409658,0.12368951,0.05169583,0.51165051,0.22906119,0.00068535
-5.21360680,1.14363747,1.17128167,0.12621743,0.05185749,0.51619197,0.23874598,0.00071896
-5.20760380,1.16601962,1.18227654,0.12819999,0.05165794,0.51732964,0.24854841,0.00075327
-5.20160080,1.18463767,1.18728566,0.12966084,0.05110344,0.51509990,0.25860979,0.00078863
-5.19559780,1.19993351,1.18668988,0.13063978,0.05020859,0.50962069,0.26909451,0.00082547
-5.18959480,1.21247564,1.18103692,0.13119116,0.04899592,0.50108814,0.28018534,0.00086422
-5.18359180,1.22293897,1.17102634,0.13138179,0.04749526,0.48977068,0.29207775,0.00090534
-5.17758879,1.23208043,1.15748968,0.13128834,0.04574283,0.47600077,0.30497378,0.00094928
-5.17158579,1.24071170,1.14136666,0.13099434,0.04378022,0.46016470,0.31907564,0.00099645
-5.16558279,1.24967030,1.12367859,0.13058702,0.04165323,0.44269085,0.33457926,0.00104723
-5.15957979,1.25979045,1.10550021,0.13015407,0.03941057,0.42403712,0.35166831,0.00110193
-5.15357679,1.27187521,1.08793096,0.12978051,0.03710265,0.40467779,0.37050882,0.00116075
-5.14757379,1.28667097,1.07206704,0.12954579,0.03478030,0.38509060,0.39124460,0.00122380
-5.14157079,1.30484546,1.05897495,0.12952133,0.03249358,0.36574439,0.41399375,0.00129110
-5.13556778,1.32697008,1.04966735,0.12976841,0.03029075,0.34708766,0.43884617,0.00136253
-5.12956478,1.35350683,1.04508175,0.13033674,0.02821727,0.32953860,0.46586214,0.00143786
-5.12356178,1.38480027,1.04606222,0.13126350,0.02631509,0.31347648,0.49507180,0.00151675
-5.11755878,1.42107391,1.05334411,0.13257301,0.02462198,0.29923481,0.52647533,0.00159879
-5.11155578,1.46243084,1.06754153,0.13427686,0.02317115,0.28709612,0.56004359,0.00168343
-5.10555278,1.50885762,1.08913735,0.13637457,0.02199090,0.27728833,0.59571886,0.00177010
-5.09954977,1.56023065,1.11847503,0.13885452,0.02110454,0.26998262,0.63341544,0.00185814
-5.09354677,1.61632395,1.15575204,0.14169526,0.02053044,0.26529255,0.67301982,0.00194687
-5.08754377,1.67681745,1.20101432,0.14486681,0.02028211,0.26327429,0.71439018,0.00203558
-5.08154077,1.74130492,1.25415153,0.14833212,0.02036850,0.26392775,0.75735511,0.00212357
-5.07553777,1.80930096,1.31489307,0.15204846,0.02079434,0.26719841,0.80171159,0.00221013
-5.06953477,1.88024675,1.38280495,0.15596860,0.02156057,0.27297978,0.84722236,0.00229456
-5.06353177,1.95351437,1.45728785,0.16004198,0.02266478,0.28111626,0.89361282,0.00237618
-5.05752876,2.02841009,1.53757706,0.16421553,0.02410178,0.29140654,0.94056808,0.00245435
-5.05152576,2.10417719,1.62274493,0.16843443,0.02586414,0.30360742,0.98773038,0.00252841
-5.04552276,2.17999887,1.71170669,0.17264272,0.02794275,0.31743816,1.03469760,0.00259776
-5.03951976,2.25500236,1.80323052,0.17678376,0.03032738,0.33258532,1.08102329,0.00266179
-5.03351676,2.32826502,1.89595259,0.18080076,0.03300725,0.34870833,1.12621879,0.00271991
-5.02751376,2.39882330,1.98839757,0.18463728,0.03597148,0.36544569,1.16975777,0.00277153
-5.02151076,2.46568520,2.07900495,0.18823786,0.03920955,0.38242187,1.21108352,0.00281610
-5.01550775,2.52784657,2.16616097,0.19154880,0.04271157,0.39925488,1.24961908,0.00285306
-5.00950475,2.58431138,2.24823580,0.19451910,0.04646851,0.41556447,1.28477993,0.00288190
-5.00350175,2.63411537,2.32362485,0.19710159,0.05047222,0.43098067,1.31598916,0.00290215
-4.99749875,2.67635256,2.39079297,0.19925415,0.05471524,0.44515255,1.34269427,0.00291338
-4.99149575,2.71020328,2.44831985,0.20094105,0.05919052,0.45775689,1.36438507,0.00291525
-4.98549275,2.73496244,2.49494462,0.20213428,0.06389081,0.46850645,1.38061171,0.00290752
-4.97948974,2.75006631,2.52960758,0.20281479,0.06880793,0.47715740,1.39100184,0.00289002
-4.97348674,2.75511624,2.55148690,0.20297351,0.07393186,0.48351573,1.39527602,0.00286276
-4.96748374,2.74989764,2.56002842,0.20261213,0.07924964,0.48744212,1.39326034,0.00282585
-4.96148074,2.73439282,2.55496674,0.20174343,0.08474427,0.48885520,1.38489560,0.00277958
-4.95547774,2.70878660,2.53633633,0.20039123,0.09039347,0.48773284,1.37024220,0.00272435
-4.94947474,2.67346400,2.50447189,0.19858982,0.09616862,0.48411147,1.34948065,0.00266074
-4.94347174,2.62899978,2.45999766,0.19638284,0.10203375,0.47808337,1.32290730,0.00258946
-4.93746873,2.57614025,2.40380611,0.19382179,0.10794482,0.46979209,1.29092571,0.00251134
-4.93146573,2.51577798,2.33702678,0.19096406,0.11384929,0.45942609,1.25403386,0.00242731
-4.92546273,2.44892075,2.26098680,0.18787064,0.11968610,0.44721108,1.21280794,0.00233835
-4.91945973,2.37665632,2.17716503,0.18460368,0.12538605,0.43340123,1.16788362,0.00224552
-4.91345673,2.30011485,2.08714171,0.18122391,0.13087276,0.41826976,1.11993570,0.00214986
-4.90745373,2.22043080,1.99254626,0.17778817,0.13606403,0.40209937,1.06965707,0.00205240
-4.90145073,2.13870647,1.89500539,0.17434719,0.14087373,0.38517289,1.01773827,0.00195412
-4.89544772,2.05597862,1.79609389,0.17094356,0.14521404,0.36776453,0.96484825,0.00185594
-4.88944472,1.97318996,1.69728997,0.16761028,0.14899813,0.35013218,0.91161743,0.00175864
-4.88344172,1.89116656,1.59993706,0.16436973,0.15214293,0.33251092,0.85862349,0.00166295
-4.87743872,1.81060186,1.50521306,0.16123323,0.15457212,0.31510807,0.80638043,0.00156942
-4.87143572,1.73204771,1.41410809,0.15820111,0.15621900,0.29809969,0.75533109,0.00147852
-4.86543272,1.65591238,1.32741091,0.15526337,0.15702916,0.28162878,0.70584315,0.00139057
-4.85942971,1.58246489,1.24570400,0.15240079,0.15696282,0.26580497,0.65820836,0.00130580
-4.85342671,1.51184509,1.16936672,0.14958647,0.15599678,0.25070556,0.61264474,0.00122432
-4.84742371,1.44407829,1.09858574,0.14678764,0.15412564,0.23637782,0.56930122,0.00114618
-4.84142071,1.37909339,1.03337161,0.14396773,0.15136254,0.22284224,0.52826425,0.00107134
-4.83541771,1.31674311,0.97358020,0.14108849,0.14773907,0.21009650,0.48956570,0.00099971
-4.82941471,1.25682529,0.91893764,0.13811210,0.14330459,0.19811990,0.45319159,0.00093120
-4.82341171,1.19910397,0.86906736,0.13500319,0.13812481,0.18687804,0.41909101,0.00086567
-4.81740870,1.14332932,0.82351790,0.13173066,0.13227984,0.17632745,0.38718488,0.00080301
-4.81140570,1.08925570,0.78179043,0.12826920,0.12586169,0.16642009,0.35737412,0.00074309
-4.80540270,1.03665718,0.74336475,0.12460055,0.11897141,0.15710746,0.32954696,0.00068583
-4.79939970,0.98534014,0.70772301,0.12071436,0.11171600,0.14834426,0.30358519,0.00063117
-4.79339670,0.93515289,0.67437065,0.11660880,0.10420522,0.14009153,0.27936932,0.00057905
-4.78739370,0.88599217,0.64285378,0.11229067,0.09654842,0.13231916,0.25678263,0.00052947
-4.78139070,0.83780675,0.61277309,0.10777535,0.08885159,0.12500789,0.23571405,0.00048244
-4.77538769,0.79059842,0.58379395,0.10308634,0.08121465,0.11815064,0.21606022,0.00043798
-4.76938469,0.74442057,0.55565290,0.09825462,0.07372921,0.11175328,0.19772654,0.00039615
-4.76338169,0.69937482,0.52816066,0.09331774,0.06647667,0.10583493,0.18062767,0.00035699
-4.75737869,0.65560601,0.50120190,0.08831881,0.05952693,0.10042768,0.16468739,0.00032055
-4.75137569,0.61329596,0.47473222,0.08330529,0.05293751,0.09557591,0.14983813,0.00028688
-4.74537269,0.57265627,0.44877263,0.07832776,0.04675326,0.09133512,0.13602014,0.00025602
-4.73936968,0.53392044,0.42340206,0.07343863,0.04100646,0.08777040,0.12318056,0.00022800
-4.73336668,0.49733562,0.39874826,0.06869086,0.03571733,0.08495450,0.11127240,0.00020283
-4.72736368,0.46315414,0.37497757,0.06413663,0.03089493,0.08296553,0.10025343,0.00018048
-4.72136068,0.43162500,0.35228399,0.05982611,0.02653831,0.08188430,0.09008521,0.00016095
-4.71535768,0.40298549,0.33087794,0.05580635,0.02263775,0.08179144,0.08073209,0.00014417
-4.70935468,0.37745303,0.31097502,0.05212010,0.01917629,0.08276413,0.07216036,0.00013008
-4.70335168,0.35521742,0.29278523,0.04880487,0.01613114,0.08487270,0.06433749,0.00011861
-4.69734867,0.33643353,0.27650282,0.04589205,0.01347510,0.08817702,0.05723142,0.00010965
-4.69134567,0.32121468,0.26229709,0.04340610,0.01117800,0.09272289,0.05081009,0.00010309
-4.68534267,0.30962669,0.25030435,0.04136399,0.00920789,0.09853839,0.04504095,0.00009882
-4.67933967,0.30168295,0.24062118,0.03977468,0.00753215,0.10563048,0.03989066,0.00009668
-4.67333667,0.29734051,0.23329918,0.03863883,0.00611842,0.11398188,0.03532488,0.00009656
-4.66733367,0.29649745,0.22834127,0.03794863,0.00493539,0.12354846,0.03130818,0.00009828
-4.66133067,0.29899166,0.22569964,0.03768789,0.00395334,0.13425726,0.02780402,0.00010172
-4.65532766,0.30460119,0.22527535,0.03783223,0.00314461,0.14600527,0.02477484,0.00010670
-4.64932466,0.31304635,0.22691959,0.03834952,0.00248388,0.15865925,0.02218224,0.00011307
-4.64332166,0.32399352,0.23043658,0.03920057,0.00194829,0.17205653,0.01998726,0.00012068
-4.63731866,0.33706086,0.23558802,0.04033991,0.00151754,0.18600704,0.01815063,0.00012938
-4.63131566,0.35182580,0.24209893,0.04171688,0.00117379,0.20029645,0.01663319,0.00013902
-4.62531266,0.36783423,0.24966482,0.04327682,0.00090158,0.21469057,0.01539627,0.00014948
-4.61930965,0.38461115,0.25795989,0.04496244,0.00068770,0.22894082,0.01440214,0.00016063
-4.61330665,0.40167265,0.26664605,0.04671532,0.00052093,0.24279064,0.01361443,0.00017240
-4.60730365,0.41853873,0.27538258,0.04847744,0.00039190,0.25598270,0.01299856,0.00018470
-4.60130065,0.43474652,0.28383603,0.05019282,0.00029285,0.26826663,0.01252221,0.00019748
-4.59529765,0.44986360,0.29168995,0.05180905,0.00021743,0.27940691,0.01215569,0.00021075
-4.58929465,0.46350072,0.29865443,0.05327880,0.00016047,0.28919072,0.01187233,0.00022453
-4.58329165,0.47532343,0.30447476,0.05456113,0.00011785,0.29743530,0.01164881,0.00023888
-4.57728864,0.48506220,0.30893917,0.05562263,0.00008629,0.30399454,0.01146543,0.00025389
-4.57128564,0.49252051,0.31188523,0.05643835,0.00006325,0.30876444,0.01130637,0.00026970
-4.56528264,0.49758046,0.31320476,0.05699235,0.00004673,0.31168723,0.01115990,0.00028649
-4.55927964,0.50020576,0.31284706,0.05727796,0.00003527,0.31275395,0.01101846,0.00030443
-4.55327664,0.50044182,0.31082044,0.05729778,0.00002776,0.31200532,0.01087883,0.00032375
-4.54727364,0.49841301,0.30719188,0.05706322,0.00002343,0.30953080,0.01074212,0.00034466
-4.54127064,0.49431708,0.30208509,0.05659378,0.00002180,0.30546606,0.01061383,0.00036739
-4.53526763,0.48841720,0.29567700,0.05591606,0.00002259,0.29998882,0.01050382,0.00039212
-4.52926463,0.48103181,0.28819283,0.05506250,0.00002576,0.29331334,0.01042628,0.00041904
-4.52326163,0.47252284,0.27990021,0.05406992,0.00003141,0.28568379,0.01039968,0.00044826
-4.51725863,0.46328294,0.27110239,0.05297802,0.00003986,0.27736688,0.01044668,0.00047985
-4.51125563,0.45372224,0.26213108,0.05182775,0.00005159,0.26864405,0.01059407,0.00051381
-4.50525263,0.44425524,0.25333899,0.05065980,0.00006725,0.25980361,0.01087265,0.00055003
-4.49924962,0.43528858,0.24509265,0.04951315,0.00008770,0.25113311,0.01131714,0.00058833
-4.49324662,0.42721003,0.23776545,0.04842384,0.00011398,0.24291232,0.01196605,0.00062843
-4.48724362,0.42037919,0.23173127,0.04742389,0.00014737,0.23540702,0.01286144,0.00066995
-4.48124062,0.41512028,0.22735882,0.04654064,0.00018937,0.22886385,0.01404877,0.00071241
-4.47523762,0.41171712,0.22500659,0.04579617,0.00024171,0.22350620,0.01557655,0.00075524
-4.46923462,0.41041031,0.22501853,0.04520725,0.00030641,0.21953136,0.01749594,0.00079781
-4.46323162,0.41139655,0.22772033,0.04478538,0.00038571,0.21710875,0.01986027,0.00083943
-4.45722861,0.41482985,0.23341614,0.04453719,0.00048211,0.21637918,0.02272436,0.00087936
-4.45122561,0.42082414,0.24238549,0.04446505,0.00059833,0.21745492,0.02614373,0.00091686
-4.44522261,0.42945711,0.25488032,0.04456780,0.00073731,0.22042047,0.03017360,0.00095121
-4.43921961,0.44077442,0.27112186,0.04484156,0.00090215,0.22533371,0.03486771,0.00098171
-4.43321661,0.45479412,0.29129710,0.04528064,0.00109604,0.23222725,0.04027702,0.00100775
-4.42721361,0.47151054,0.31555485,0.04587833,0.00132222,0.24110966,0.04644807,0.00102878
-4.42121061,0.49089737,0.34400115,0.04662766,0.00158385,0.25196656,0.05342137,0.00104440
-4.41520760,0.51290947,0.37669418,0.04752190,0.00188394,0.26476121,0.06122955,0.00105430
-4.40920460,0.53748333,0.41363863,0.04855502,0.00222524,0.27943470,0.06989542,0.00105834
-4.40320160,0.56453594,0.45477967,0.04972177,0.00261009,0.29590558,0.07943013,0.00105653
-4.39719860,0.59396223,0.49999699,0.05101766,0.00304030,0.31406900,0.08983123,0.00104900
-4.39119560,0.62563125,0.54909897,0.05243865,0.00351706,0.33379550,0.10108104,0.00103606
-4.38519260,0.65938143,0.60181757,0.05398067,0.00404077,0.35492960,0.11314516,0.00101813
-4.37918959,0.69501529,0.65780437,0.05563900,0.00461099,0.37728834,0.12597137,0.00099578
-4.37318659,0.73229431,0.71662822,0.05740755,0.00522632,0.40066010,0.13948900,0.00096965
-4.36718359,0.77093436,0.77777489,0.05927805,0.00588438,0.42480389,0.15360877,0.00094047
-4.36118059,0.81060236,0.84064931,0.06123937,0.00658180,0.44944942,0.16822335,0.00090903
-4.35517759,0.85091476,0.90458062,0.06327686,0.00731423,0.47429815,0.18320854,0.00087614
-4.34917459,0.89143823,0.96883032,0.06537187,0.00807642,0.49902550,0.19842517,0.00084263
-4.34317159,0.93169301,1.03260358,0.06750148,0.00886235,0.52328446,0.21372175,0.00080929
-4.33716858,0.97115904,1.09506372,0.06963850,0.00966538,0.54671046,0.22893773,0.00077689
-4.33116558,1.00928504,1.15534949,0.07175170,0.01047847,0.56892774,0.24390744,0.00074612
-4.32516258,1.04550019,1.21259494,0.07380640,0.01129437,0.58955691,0.25846443,0.00071761
-4.31915958,1.07922820,1.26595096,0.07576523,0.01210591,0.60822356,0.27244616,0.00069192
-4.31315658,1.10990330,1.31460807,0.07758918,0.01290624,0.62456770,0.28569876,0.00066951
-4.30715358,1.13698720,1.35781928,0.07923888,0.01368907,0.63825363,0.29808179,0.00065074
