energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,3.04769792,0.00939653,0.36111886,1.04295061,0.54011416,1.31804973,0.70587159,0.02371249,1.43787247
-5.99399700,3.15172047,0.00957524,0.38019498,1.07961370,0.55592018,1.35279121,0.73682838,0.02405312,1.47955924
-5.98799400,3.24996051,0.00969869,0.39908765,1.11483870,0.57009664,1.38461719,0.76724721,0.02427412,1.51785475
-5.98199100,3.34145612,0.00976448,0.41764388,1.14831771,0.58244239,1.41334305,0.79685640,0.02436969,1.55235683
-5.97598799,3.42532954,0.00977138,0.43570554,1.17975140,0.59278976,1.43883648,0.82538033,0.02433685,1.58271981
-5.96998499,3.50078719,0.00971935,0.45310966,1.20884722,0.60100707,1.46100830,0.85254059,0.02417556,1.60865371
-5.96398199,3.56711843,0.00960953,0.46968931,1.23531802,0.60699981,1.47980257,0.87805761,0.02388865,1.62992217
-5.95797899,3.62369408,0.00944422,0.48527509,1.25888157,0.61071081,1.49518685,0.90165310,0.02348165,1.64633974
-5.95197599,3.66996571,0.00922674,0.49969734,1.27926138,0.61211932,1.50714332,0.92305341,0.02296260,1.65776895
-5.94597299,3.70546676,0.00896141,0.51278920,1.29618915,0.61123930,1.51566155,0.94199399,0.02234170,1.66411776
-5.93996998,3.72981600,0.00865335,0.52439034,1.30940896,0.60811697,1.52073337,0.95822490,0.02163092,1.66533772
-5.93396698,3.74272398,0.00830835,0.53435140,1.31868325,0.60282799,1.52235019,0.97151741,0.02084364,1.66142322
-5.92796398,3.74400225,0.00793274,0.54253894,1.32380044,0.59547434,1.52050304,0.98167136,0.01999419,1.65241199
-5.92196098,3.73357521,0.00753315,0.54884069,1.32458383,0.58618117,1.51518512,0.98852318,0.01909746,1.63838675
-5.91595798,3.71149388,0.00711640,0.55317083,1.32090133,0.57509364,1.50639672,0.99195405,0.01816849,1.61947806
-5.90995498,3.67795054,0.00668930,0.55547508,1.31267545,0.56237404,1.49415191,0.99189779,0.01722212,1.59586775
-5.90395198,3.63329296,0.00625855,0.55573512,1.29989281,0.54819911,1.47848658,0.98834803,0.01627271,1.56779285
-5.89794897,3.57803693,0.00583053,0.55397224,1.28261258,0.53275764,1.45946690,0.98136417,0.01533386,1.53554924
-5.89194597,3.51287546,0.00541126,0.55024974,1.26097303,0.51624836,1.43719756,0.97107547,0.01441824,1.49949455
-5.88594297,3.43868342,0.00500626,0.54467392,1.23519574,0.49887793,1.41182902,0.95768308,0.01353745,1.46004975
-5.87993997,3.35651622,0.00462051,0.53739346,1.20558680,0.48085924,1.38356299,0.94145953,0.01270194,1.41769891
-5.87393697,3.26760170,0.00425839,0.52859709,1.17253483,0.46240952,1.35265556,0.92274538,0.01192100,1.37298665
-5.86793397,3.17332455,0.00392363,0.51850950,1.13650548,0.44374856,1.31941753,0.90194316,0.01120270,1.32651306
-5.86193097,3.07520323,0.00361936,0.50738550,1.09803263,0.42509666,1.28421170,0.87950842,0.01055397,1.27892578
-5.85592796,2.97485951,0.00334807,0.49550279,1.05770634,0.40667241,1.24744700,0.85593829,0.00998060,1.23090950
-5.84992496,2.87398145,0.00311163,0.48315335,1.01615811,0.38869016,1.20956959,0.83175776,0.00948728,1.18317279
-5.84392196,2.77428115,0.00291136,0.47063400,0.97404396,0.37135722,1.17105133,0.80750434,0.00907765,1.13643285
-5.83791896,2.67744848,0.00274806,0.45823628,0.93202605,0.35487079,1.13237612,0.78371155,0.00875429,1.09139857
-5.83191596,2.58510305,0.00262200,0.44623638,0.89075368,0.33941473,1.09402474,0.76089207,0.00851872,1.04875256
-5.82591296,2.49874620,0.00253305,0.43488531,0.85084444,0.32515615,1.05645897,0.73952115,0.00837143,1.00913287
-5.81990995,2.41971522,0.00248066,0.42439993,0.81286647,0.31224211,1.02010592,0.72002120,0.00831179,0.97311526
-5.81390695,2.34914202,0.00246396,0.41495512,0.77732242,0.30079650,0.98534323,0.70274804,0.00833802,0.94119673
-5.80790395,2.28791817,0.00248175,0.40667767,0.74463605,0.29091721,0.95248612,0.68797971,0.00844717,0.91378110
-5.80190095,2.23666796,0.00253256,0.39964190,0.71514185,0.28267390,0.92177691,0.67590816,0.00863505,0.89116736
-5.79589795,2.19573109,0.00261473,0.39386755,0.68907817,0.27610639,0.89337757,0.66663435,0.00889619,0.87354141
-5.78989495,2.16515572,0.00272637,0.38931973,0.66658410,0.27122390,0.86736576,0.66016702,0.00922384,0.86097153
-5.78389195,2.14470258,0.00286546,0.38591123,0.64770011,0.26800518,0.84373459,0.65642510,0.00960998,0.85340803
-5.77788894,2.13385995,0.00302982,0.38350687,0.63237245,0.26639972,0.82239606,0.65524377,0.01004535,0.85068702
-5.77188594,2.13186912,0.00321718,0.38192977,0.62046082,0.26632986,0.80318811,0.65638390,0.01051959,0.85253834
-5.76588294,2.13775911,0.00342517,0.38096938,0.61174903,0.26769397,0.78588478,0.65954430,0.01102130,0.85859733
-5.75987994,2.15038940,0.00365135,0.38039059,0.60595811,0.27037047,0.77020905,0.66437644,0.01153833,0.86841991
-5.75387694,2.16849849,0.00389324,0.37994384,0.60276100,0.27422263,0.75584771,0.67050073,0.01205791,0.88150050
-5.74787394,2.19075644,0.00414828,0.37937557,0.60179834,0.27910389,0.74246734,0.67752369,0.01256697,0.89729185
-5.74187094,2.21581868,0.00441387,0.37843852,0.60269448,0.28486356,0.72973078,0.68505525,0.01305243,0.91522608
-5.73586793,2.24237894,0.00468738,0.37690156,0.60507304,0.29135254,0.71731315,0.69272526,0.01350155,0.93473585
-5.72986493,2.26921873,0.00496612,0.37455849,0.60857131,0.29842888,0.70491669,0.70019851,0.01390221,0.95527481
-5.72386193,2.29525120,0.00524734,0.37123557,0.61285297,0.30596281,0.69228365,0.70718752,0.01424327,0.97633643
-5.71785893,2.31955747,0.00552823,0.36679729,0.61761850,0.31384107,0.67920676,0.71346262,0.01451489,0.99747026
-5.71185593,2.34141374,0.00580593,0.36115049,0.62261313,0.32197024,0.66553680,0.71885873,0.01470880,1.01829504
-5.70585293,2.36030834,0.00607749,0.35424632,0.62763193,0.33027892,0.65118693,0.72327871,0.01481853,1.03850796
-5.69984992,2.37594783,0.00633991,0.34608047,0.63252201,0.33871862,0.63613387,0.72669316,0.01483961,1.05788981
-5.69384692,2.38825238,0.00659011,0.33669134,0.63718202,0.34726328,0.62041580,0.72913672,0.01476965,1.07630574
-5.68784392,2.39734082,0.00682498,0.32615667,0.64155894,0.35590748,0.60412740,0.73070117,0.01460843,1.09370180
-5.68184092,2.40350640,0.00704138,0.31458866,0.64564273,0.36466338,0.58741232,0.73152587,0.01435786,1.11009739
-5.67583792,2.40718481,0.00723620,0.30212798,0.64945900,0.37355658,0.57045361,0.73178588,0.01402187,1.12557424
-5.66983492,2.40891621,0.00740638,0.28893702,0.65306045,0.38262106,0.55346265,0.73167870,0.01360627,1.14026246
-5.66383192,2.40930355,0.00754900,0.27519266,0.65651735,0.39189361,0.53666728,0.73141020,0.01311854,1.15432454
-5.65782891,2.40896928,0.00766134,0.26107910,0.65990789,0.40140786,0.52029962,0.73118057,0.01256753,1.16793815
-5.65182591,2.40851298,0.00774092,0.24678082,0.66330863,0.41118851,0.50458435,0.73117105,0.01196320,1.18127868
-5.64582291,2.40847186,0.00778563,0.23247627,0.66678582,0.42124589,0.48972786,0.73153217,0.01131628,1.19450260
-5.63981991,2.40928645,0.00779379,0.21833225,0.67038780,0.43157123,0.47590880,0.73237399,0.01063796,1.20773242
-5.63381691,2.41127296,0.00776420,0.20449941,0.67413903,0.44213307,0.46327045,0.73375903,0.00993955,1.22104412
-5.62781391,2.41460365,0.00769622,0.19110883,0.67803581,0.45287487,0.45191503,0.73569801,0.00923220,1.23445773
-5.62181091,2.41929625,0.00758985,0.17826972,0.68204401,0.46371407,0.44190028,0.73814878,0.00852664,1.24793160
-5.61580790,2.42521255,0.00744571,0.16606839,0.68609879,0.47454285,0.43323819,0.74101833,0.00783297,1.26136054
-5.60980490,2.43206625,0.00726510,0.15456820,0.69010629,0.48523027,0.42589594,0.74416771,0.00716042,1.27457808
-5.60380190,2.43943932,0.00704996,0.14381055,0.69394710,0.49562612,0.41979880,0.74741970,0.00651732,1.28736259
-5.59779890,2.44680591,0.00680286,0.13381658,0.69748132,0.50556599,0.41483482,0.75056860,0.00591093,1.29944693
-5.59179590,2.45356237,0.00652694,0.12458960,0.70055499,0.51487754,0.41086090,0.75339172,0.00534750,1.31053121
-5.58579290,2.45906165,0.00622582,0.11611787,0.70300735,0.52338761,0.40771005,0.75566188,0.00483220,1.32029778
-5.57978989,2.46265016,0.00590356,0.10837763,0.70467869,0.53092973,0.40519929,0.75716017,0.00436925,1.32842776
-5.57378689,2.46370509,0.00556448,0.10133618,0.70541836,0.53735183,0.40313791,0.75768847,0.00396193,1.33461820
-5.56778389,2.46167014,0.00521310,0.09495487,0.70509245,0.54252354,0.40133568,0.75708080,0.00361272,1.33859884
-5.56178089,2.45608783,0.00485401,0.08919180,0.70359081,0.54634291,0.39961066,0.75521310,0.00332338,1.34014768
-5.55577789,2.44662664,0.00449175,0.08400421,0.70083304,0.54874197,0.39779620,0.75201082,0.00309508,1.33910440
-5.54977489,2.43310153,0.00413068,0.07935040,0.69677313,0.54969103,0.39574698,0.74745397,0.00292847,1.33538098
-5.54377189,2.41548696,0.00377489,0.07519124,0.69140255,0.54920136,0.39334377,0.74157925,0.00282373,1.32896893
-5.53776888,2.39392164,0.00342813,0.07149117,0.68475152,0.54732606,0.39049681,0.73447935,0.00278070,1.31994265
-5.53176588,2.36870483,0.00309371,0.06821873,0.67688861,0.54415920,0.38714770,0.72629923,0.00279885,1.30845883
-5.52576288,2.34028455,0.00277446,0.06534678,0.66791840,0.53983310,0.38326974,0.71722975,0.00287729,1.29475183
-5.51975988,2.30923831,0.00247270,0.06285228,0.65797759,0.53451389,0.37886685,0.70749889,0.00301476,1.27912536
-5.51375688,2.27624742,0.00219021,0.06071590,0.64722954,0.52839569,0.37397126,0.69736105,0.00320957,1.26194076
-5.50775388,2.24206630,0.00192825,0.05892143,0.63585764,0.52169345,0.36863990,0.68708500,0.00345957,1.24360260
-5.50175088,2.20748841,0.00168758,0.05745512,0.62405779,0.51463497,0.36295014,0.67694111,0.00376201,1.22454218
-5.49574787,2.17331071,0.00146849,0.05630509,0.61203036,0.50745236,0.35699471,0.66718847,0.00411351,1.20520000
-5.48974487,2.14029828,0.00127084,0.05546082,0.59997206,0.50037345,0.35087661,0.65806270,0.00450997,1.18600773
-5.48374187,2.10915115,0.00109411,0.05491286,0.58806808,0.49361330,0.34470386,0.64976498,0.00494651,1.16737091
-5.47773887,2.08047496,0.00093750,0.05465284,0.57648493,0.48736650,0.33858479,0.64245294,0.00541740,1.14965289
-5.47173587,2.05475687,0.00079991,0.05467374,0.56536422,0.48180033,0.33262399,0.63623388,0.00591611,1.13316102
-5.46573287,2.03234795,0.00068009,0.05497059,0.55481783,0.47704919,0.32691917,0.63116067,0.00643525,1.11813547
-5.45972986,2.01345298,0.00057664,0.05554148,0.54492454,0.47321050,0.32155928,0.62723060,0.00696671,1.10474134
-5.45372686,1.99812795,0.00048807,0.05638902,0.53572824,0.47034215,0.31662375,0.62438720,0.00750171,1.09306423
-5.44772386,1.98628548,0.00041289,0.05752203,0.52723791,0.46846171,0.31218334,0.62252506,0.00803100,1.08310945
-5.44172086,1.97770780,0.00034958,0.05895765,0.51942926,0.46754728,0.30830204,0.62149726,0.00854497,1.07480480
-5.43571786,1.97206651,0.00029668,0.06072355,0.51224776,0.46753993,0.30504044,0.62112525,0.00903396,1.06800671
-5.42971486,1.96894826,0.00025281,0.06286032,0.50561319,0.46834767,0.30245993,0.62121050,0.00948843,1.06250943
-5.42371186,1.96788489,0.00021667,0.06542383,0.49942518,0.46985066,0.30062781,0.62154759,0.00989926,1.05805672
-5.41770885,1.96838665,0.00018707,0.06848749,0.49356955,0.47190751,0.29962277,0.62193778,0.01025804,1.05435546
-5.41170585,1.96997676,0.00016293,0.07214420,0.48792520,0.47436228,0.29954041,0.62220273,0.01055725,1.05109062
-5.40570285,1.97222564,0.00014328,0.07650786,0.48237109,0.47705206,0.30049847,0.62219738,0.01079058,1.04794086
-5.39969985,1.97478311,0.00012730,0.08171424,0.47679310,0.47981457,0.30264125,0.62182163,0.01095310,1.04459402
-5.39369685,1.97740688,0.00011425,0.08792118,0.47109039,0.48249566,0.30614287,0.62102991,0.01104142,1.04076194
-5.38769385,1.97998592,0.00010352,0.09530772,0.46518097,0.48495627,0.31120900,0.61983841,0.01105382,1.03619388
-5.38169085,1.98255730,0.00009459,0.10407233,0.45900628,0.48707859,0.31807669,0.61832945,0.01099031,1.03068801
-5.37568784,1.98531571,0.00008704,0.11442983,0.45253464,0.48877112,0.32701207,0.61665264,0.01085259,1.02410050
-5.36968484,1.98861467,0.00008052,0.12660718,0.44576326,0.48997243,0.33830574,0.61502284,0.01064404,1.01635178
-5.36368184,1.99295932,0.00007478,0.14083797,0.43871886,0.49065339,0.35226586,0.61371485,0.01036954,1.00742973
-5.35767884,1.99899056,0.00006960,0.15735568,0.43145692,0.49081775,0.36920888,0.61305487,0.01003535,0.99738966
-5.35167584,2.00746113,0.00006483,0.17638580,0.42405938,0.49050103,0.38944810,0.61340928,0.00964883,0.98635095
-5.34567284,2.01920419,0.00006037,0.19813696,0.41663117,0.48976771,0.41328052,0.61517085,0.00921824,0.97449067
-5.33966983,2.03509556,0.00005615,0.22279135,0.40929542,0.48870687,0.44097211,0.61874317,0.00875246,0.96203426
-5.33366683,2.05601122,0.00005212,0.25049463,0.40218779,0.48742642,0.47274231,0.62452364,0.00826065,0.94924368
-5.32766383,2.08278150,0.00004826,0.28134574,0.39545003,0.48604612,0.50874814,0.63288603,0.00775206,0.93640366
-5.32166083,2.11614419,0.00004457,0.31538701,0.38922302,0.48468985,0.54906886,0.64416304,0.00723568,0.92380651
-5.31565783,2.15669857,0.00004104,0.35259504,0.38363974,0.48347742,0.59369164,0.65862979,0.00672004,0.91173628
-5.30965483,2.20486245,0.00003771,0.39287276,0.37881824,0.48251634,0.64249927,0.67648886,0.00621303,0.90045302
-5.30365183,2.26083449,0.00003456,0.43604318,0.37485523,0.48189402,0.69526046,0.69785759,0.00572168,0.89017787
-5.29764882,2.32456377,0.00003163,0.48184523,0.37182029,0.48167085,0.75162341,0.72275826,0.00525204,0.88107972
-5.29164582,2.39572821,0.00002893,0.52993216,0.36975122,0.48187452,0.81111342,0.75111155,0.00480916,0.87326425
-5.28564282,2.47372342,0.00002646,0.57987270,0.36865061,0.48249591,0.87313466,0.78273368,0.00439700,0.86676580
-5.27963982,2.55766289,0.00002423,0.63115523,0.36848391,0.48348691,0.93697667,0.81733751,0.00401846,0.86154259
-5.27363682,2.64638986,0.00002224,0.68319509,0.36917907,0.48476024,1.00182547,0.85453738,0.00367541,0.85747570
-5.26763382,2.73850098,0.00002048,0.73534493,0.37062783,0.48619141,1.06677918,0.89385792,0.00336878,0.85437168
-5.26163082,2.83238092,0.00001896,0.78690791,0.37268860,0.48762268,1.13086788,0.93474614,0.00309865,0.85196905
-5.25562781,2.92624682,0.00001766,0.83715338,0.37519088,0.48886896,1.19307698,0.97658659,0.00286437,0.84994808
-5.24962481,3.01820080,0.00001656,0.88533465,0.37794097,0.48972524,1.25237344,1.01871892,0.00266465,0.84794367
-5.24362181,3.10628840,0.00001565,0.93070817,0.38072879,0.48997528,1.30773386,1.06045704,0.00249775,0.84556051
-5.23761881,3.18856051,0.00001491,0.97255339,0.38333545,0.48940112,1.35817337,1.10110920,0.00236151,0.84238992
-5.23161581,3.26313601,0.00001432,1.01019269,0.38554132,0.48779274,1.40277419,1.13999804,0.00225357,0.83802748
-5.22561281,3.32826248,0.00001386,1.04301042,0.38713410,0.48495773,1.44071271,1.17647992,0.00217135,0.83209057
-5.21960980,3.38237244,0.00001352,1.07047047,0.38791671,0.48073005,1.47128394,1.20996260,0.00211225,0.82423500
-5.21360680,3.42413245,0.00001327,1.09213143,0.38771444,0.47497783,1.49392239,1.23992070,0.00207364,0.81417000
-5.20760380,3.45248334,0.00001310,1.10765896,0.38638131,0.46760957,1.50821847,1.26590825,0.00205295,0.80167073
-5.20160080,3.46666982,0.00001300,1.11683471,0.38380515,0.45857859,1.51392976,1.28756805,0.00204769,0.78658795
-5.19559780,3.46625862,0.00001296,1.11956154,0.37991134,0.44788552,1.51098681,1.30463743,0.00205549,0.76885435
-5.18959480,3.45114446,0.00001297,1.11586482,0.37466506,0.43557884,1.49949321,1.31695046,0.00207411,0.74848742
-5.18359180,3.42154443,0.00001301,1.10588986,0.36807203,0.42175336,1.47972009,1.32443663,0.00210143,0.72558890
-5.17758879,3.37798114,0.00001309,1.08989560,0.36017776,0.40654697,1.45209545,1.32711630,0.00213546,0.70034090
-5.17158579,3.32125606,0.00001320,1.06824497,0.35106541,0.39013581,1.41718881,1.32509327,0.00217436,0.67299908
-5.16558279,3.25241470,0.00001334,1.04139232,0.34085244,0.37272819,1.37569195,1.31854507,0.00221637,0.64388343
-5.15957979,3.17270549,0.00001351,1.00986858,0.32968628,0.35455760,1.32839679,1.30771146,0.00225985,0.61336712
-5.15357679,3.08353447,0.00001371,0.97426476,0.31773923,0.33587524,1.27617122,1.29288182,0.00230327,0.58186408
-5.14757379,2.98641808,0.00001393,0.93521449,0.30520285,0.31694233,1.21993400,1.27438215,0.00234519,0.54981593
-5.14157079,2.88293591,0.00001419,0.89337634,0.29228220,0.29802274,1.16062967,1.25256206,0.00238428,0.51767894
-5.13556778,2.77468550,0.00001447,0.84941655,0.27918996,0.27937603,1.09920455,1.22778258,0.00241929,0.48591143
-5.12956478,2.66324068,0.00001477,0.80399273,0.26614091,0.26125125,1.03658434,1.20040505,0.00244910,0.45496218
-5.12356178,2.55011486,0.00001510,0.75773912,0.25334669,0.24388174,0.97365428,1.17078154,0.00247270,0.42526019
-5.11755878,2.43673008,0.00001545,0.71125380,0.24101117,0.22748085,0.91124212,1.13924708,0.00248918,0.39720588
-5.11155578,2.32439235,0.00001581,0.66508798,0.22932642,0.21223878,0.85010436,1.10611375,0.00249778,0.37116411
-5.10555278,2.21427358,0.00001617,0.61973777,0.21846928,0.19832038,0.79091579,1.07166677,0.00249789,0.34745874
-5.09954977,2.10739976,0.00001653,0.57563831,0.20859863,0.18586397,0.73426229,1.03616248,0.00248904,0.32636879
-5.09354677,2.00464497,0.00001687,0.53316021,0.19985324,0.17498087,0.68063681,0.99982796,0.00247091,0.30812604
-5.08754377,1.90673060,0.00001719,0.49260828,0.19235014,0.16575564,0.63043809,0.96286232,0.00244335,0.29291380
-5.08154077,1.81422891,0.00001747,0.45422212,0.18618355,0.15824677,0.58397190,0.92543906,0.00240636,0.28086660
-5.07553777,1.72756992,0.00001771,0.41817849,0.18142405,0.15248773,0.54145430,0.88770941,0.00236011,0.27207061
-5.06953477,1.64705095,0.00001788,0.38459504,0.17811818,0.14848821,0.50301643,0.84980634,0.00230489,0.26656459
-5.06353177,1.57284770,0.00001799,0.35353509,0.17628826,0.14623548,0.46871059,0.81184872,0.00224117,0.26434112
-5.05752876,1.50502622,0.00001802,0.32501324,0.17593245,0.14569572,0.43851703,0.77394553,0.00216953,0.26534815
-5.05152576,1.44355525,0.00001797,0.29900134,0.17702495,0.14681538,0.41235131,0.73619982,0.00209066,0.26949064
-5.04552276,1.38831821,0.00001783,0.27543478,0.17951656,0.14952252,0.39007179,0.69871208,0.00200536,0.27663255
-5.03951976,1.33912486,0.00001760,0.25421864,0.18333542,0.15372819,0.37148719,0.66158300,0.00191451,0.28659899
-5.03351676,1.29572226,0.00001728,0.23523376,0.18838811,0.15932793,0.35636416,0.62491540,0.00181905,0.29917899
-5.02751376,1.25780519,0.00001686,0.21834236,0.19456119,0.16620340,0.34443452,0.58881535,0.00171996,0.31412867
-5.02151076,1.22502600,0.00001636,0.20339334,0.20172319,0.17422434,0.33540250,0.55339248,0.00161825,0.33117527
-5.01550775,1.19700424,0.00001577,0.19022701,0.20972712,0.18325076,0.32895178,0.51875939,0.00151493,0.35002204
-5.00950475,1.17333612,0.00001511,0.17867936,0.21841362,0.19313560,0.32475238,0.48503054,0.00141099,0.37035403
-5.00350175,1.15360403,0.00001438,0.16858578,0.22761461,0.20372777,0.32246749,0.45232051,0.00130738,0.39184496
-4.99749875,1.13738635,0.00001360,0.15978435,0.23715755,0.21487552,0.32176021,0.42074184,0.00120503,0.41416487
-4.99149575,1.12426739,0.00001278,0.15211861,0.24687008,0.22643013,0.32230020,0.39040275,0.00110477,0.43698866
-4.98549275,1.11384754,0.00001193,0.14543992,0.25658507,0.23824983,0.32377007,0.36140475,0.00100738,0.46000511
-4.97948974,1.10575340,0.00001105,0.13960940,0.26614573,0.25020369,0.32587159,0.33384042,0.00091352,0.48292601
-4.97348674,1.09964758,0.00001018,0.13449948,0.27541074,0.26217542,0.32833143,0.30779143,0.00082380,0.50549516
-4.96748374,1.09523768,0.00000930,0.12999515,0.28425901,0.27406677,0.33090635,0.28332696,0.00073870,0.52749664
-4.96148074,1.09228415,0.00000845,0.12599473,0.29259389,0.28580034,0.33338759,0.26050251,0.00065859,0.54876189
-4.95547774,1.09060638,0.00000762,0.12241043,0.30034664,0.29732166,0.33560437,0.23935931,0.00058376,0.56917528
-4.94947474,1.09008657,0.00000682,0.11916843,0.30747872,0.30860026,0.33742619,0.21992411,0.00051439,0.58867747
-4.94347174,1.09067103,0.00000606,0.11620875,0.31398301,0.31962968,0.33876391,0.20220954,0.00045057,0.60726658
-4.93746873,1.09236854,0.00000535,0.11348464,0.31988360,0.33042625,0.33956946,0.18621477,0.00039228,0.62499668
