energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.08254127,1.87984081,0.01510721,0.05891089,0.28233451,1.50270178,0.19353212,0.07571748,0.00352366,0.24288587
-3.07653827,1.78352918,0.01479411,0.05594309,0.27138025,1.42848021,0.18156789,0.06980837,0.00329985,0.23252039
-3.07053527,1.69683663,0.01454635,0.05320911,0.26167292,1.36189174,0.17050887,0.06445186,0.00309340,0.22321016
-3.06453227,1.61945384,0.01435437,0.05069558,0.25309551,1.30270926,0.16034598,0.05963510,0.00290370,0.21487355
-3.05852926,1.55085785,0.01420695,0.04838287,0.24550430,1.25053754,0.15104581,0.05533497,0.00272977,0.20740362
-3.05252626,1.49036481,0.01409174,0.04624674,0.23873762,1.20485499,0.14255570,0.05152028,0.00257038,0.20067545
-3.04652326,1.43718478,0.01399575,0.04425999,0.23262470,1.16505686,0.13480915,0.04815420,0.00242418,0.19455370
-3.04052026,1.39047579,0.01390594,0.04239415,0.22699414,1.13049797,0.12773117,0.04519647,0.00228972,0.18890001
-3.03451726,1.34939497,0.01380971,0.04062096,0.22168171,1.10053301,0.12124343,0.04260566,0.00216566,0.18357992
-3.02851426,1.31314462,0.01369538,0.03891380,0.21653720,1.07455277,0.11526898,0.04034107,0.00205075,0.17846919
-3.02251126,1.28101159,0.01355258,0.03724882,0.21143011,1.05201506,0.10973628,0.03836453,0.00194398,0.17345907
-3.01650825,1.25239886,0.01337266,0.03560586,0.20625394,1.03246926,0.10458254,0.03664174,0.00184459,0.16846058
-3.01050525,1.22684858,0.01314887,0.03396910,0.20092907,1.01557410,0.09975620,0.03514350,0.00175219,0.16340754
-3.00450225,1.20405624,0.01287661,0.03232747,0.19540424,1.00110836,0.09521852,0.03384639,0.00166673,0.15825842
-2.99849925,1.18387637,0.01255346,0.03067471,0.18965661,0.98897467,0.09094441,0.03273331,0.00158856,0.15299696
-2.99249625,1.16632012,0.01217919,0.02900937,0.18369064,0.97919697,0.08692237,0.03179370,0.00151845,0.14763170
-2.98649325,1.15154573,0.01175569,0.02733440,0.17753577,0.97191226,0.08315384,0.03102338,0.00145759,0.14219448
-2.98049025,1.13984308,0.01128674,0.02565673,0.17124339,0.96735765,0.07965186,0.03042432,0.00140760,0.13673802
-2.97448724,1.13161333,0.01077785,0.02398667,0.16488300,0.96585361,0.07643934,0.03000417,0.00137052,0.13133294
-2.96848424,1.12734525,0.01023593,0.02233720,0.15853809,0.96778458,0.07354701,0.02977558,0.00134881,0.12606411
-2.96248124,1.12758932,0.00966902,0.02072329,0.15230173,0.97357804,0.07101115,0.02975555,0.00134533,0.12102682
-2.95647824,1.13293088,0.00908588,0.01916115,0.14627231,0.98368274,0.06887127,0.02996460,0.00136332,0.11632269
-2.95047524,1.14396330,0.00849574,0.01766755,0.14054937,0.99854723,0.06716788,0.03042600,0.00140639,0.11205566
-2.94447224,1.16126215,0.00790792,0.01625915,0.13522986,1.01859912,0.06594037,0.03116496,0.00147850,0.10832810
-2.93846923,1.18536074,0.00733155,0.01495201,0.13040489,1.04422565,0.06522514,0.03220783,0.00158388,0.10523718
-2.93246623,1.21672780,0.00677529,0.01376102,0.12615694,1.07575591,0.06505403,0.03358134,0.00172708,0.10287161
-2.92646323,1.25574728,0.00624709,0.01269959,0.12255768,1.11344490,0.06545299,0.03531195,0.00191280,0.10130874
-2.92046023,1.30270056,0.00575404,0.01177934,0.11966639,1.15745944,0.06644117,0.03742511,0.00214590,0.10061218
-2.91445723,1.35775095,0.00530219,0.01100986,0.11752876,1.20786596,0.06803028,0.03994467,0.00243127,0.10082977
-2.90845423,1.42093058,0.00489646,0.01039862,0.11617633,1.26462021,0.07022422,0.04289231,0.00277377,0.10199216
-2.90245123,1.49212950,0.00454064,0.00995086,0.11562614,1.32755871,0.07301902,0.04628692,0.00317802,0.10411168
-2.89644822,1.57108717,0.00423731,0.00966962,0.11588084,1.39639213,0.07640295,0.05014416,0.00364834,0.10718176
-2.89044522,1.65738625,0.00398790,0.00955572,0.11692896,1.47070058,0.08035684,0.05447586,0.00418853,0.11117678
-2.88444222,1.75044901,0.00379272,0.00960784,0.11874539,1.54993108,0.08485447,0.05928959,0.00480170,0.11605222
-2.87843922,1.84953652,0.00365105,0.00982257,0.12129200,1.63339746,0.08986306,0.06458819,0.00549010,0.12174536
-2.87243622,1.95375115,0.00356121,0.01019454,0.12451836,1.72028294,0.09534383,0.07036935,0.00625491,0.12817626
-2.86643322,2.06204257,0.00352066,0.01071646,0.12836256,1.80964594,0.10125248,0.07662522,0.00709606,0.13524917
-2.86043022,2.17321784,0.00352611,0.01137930,0.13275213,1.90042935,0.10753970,0.08334216,0.00801205,0.14285433
-2.85442721,2.28595584,0.00357361,0.01217238,0.13760514,1.99147366,0.11415170,0.09050047,0.00899982,0.15087012
-2.84842421,2.39882637,0.00365870,0.01308354,0.14283136,2.08153405,0.12103060,0.09807434,0.01005464,0.15916559
-2.84242121,2.51031390,0.00377646,0.01409933,0.14833367,2.16930164,0.12811492,0.10603186,0.01117004,0.16760329
-2.83641821,2.61884599,0.00392167,0.01520519,0.15400973,2.25342865,0.13534005,0.11433527,0.01233782,0.17604240
-2.83041521,2.72282584,0.00408891,0.01638575,0.15975379,2.33255712,0.14263871,0.12294129,0.01354807,0.18434209
-2.82441221,2.82066845,0.00427266,0.01762508,0.16545884,2.40535054,0.14994158,0.13180171,0.01478936,0.19236500
-2.81840920,2.91083939,0.00446740,0.01890703,0.17101902,2.47052764,0.15717800,0.14086413,0.01604888,0.19998081
-2.81240620,2.99189516,0.00466776,0.02021560,0.17633221,2.52689720,0.16427687,0.15007295,0.01731272,0.20706971
-2.80640320,3.06252358,0.00486860,0.02153532,0.18130287,2.57339267,0.17116767,0.15937044,0.01856622,0.21352575
-2.80040020,3.12158296,0.00506511,0.02285165,0.18584499,2.60910527,0.17778183,0.16869799,0.01979432,0.21925986
-2.79439720,3.16813828,0.00525294,0.02415144,0.18988517,2.63331429,0.18405418,0.17799747,0.02098196,0.22420241
-2.78839420,3.20149308,0.00542827,0.02542329,0.19336563,2.64551314,0.18992478,0.18721263,0.02211455,0.22830536
-2.78239120,3.22121546,0.00558791,0.02665798,0.19624719,2.64543010,0.19534083,0.19629046,0.02317838,0.23154364
-2.77638819,3.22715708,0.00572937,0.02784877,0.19851202,2.63304264,0.20025881,0.20518254,0.02416105,0.23391592
-2.77038519,3.21946425,0.00585090,0.02899177,0.20016611,2.60858468,0.20464677,0.21384616,0.02505186,0.23544459
-2.76438219,3.19858041,0.00595155,0.03008610,0.20124149,2.57254633,0.20848656,0.22224539,0.02584209,0.23617502
-2.75837919,3.16523985,0.00603115,0.03113409,0.20179785,2.52566594,0.21177613,0.23035175,0.02652529,0.23617402
-2.75237619,3.12045278,0.00609032,0.03214131,0.20192380,2.46891484,0.21453153,0.23814470,0.02709743,0.23552772
-2.74637319,3.06548234,0.00613040,0.03311660,0.20173747,2.40347516,0.21678883,0.24561175,0.02755695,0.23433877
-2.74037019,3.00181428,0.00615345,0.03407195,0.20138662,2.33071179,0.21860548,0.25274834,0.02790476,0.23272313
-2.73436718,2.93112062,0.00616209,0.03502231,0.20104796,2.25213932,0.22006136,0.25955728,0.02814408,0.23080655
-2.72836418,2.85521861,0.00615945,0.03598538,0.20092592,2.16938547,0.22125915,0.26604803,0.02828025,0.22872081
-2.72236118,2.77602650,0.00614903,0.03698123,0.20125062,2.08415214,0.22232407,0.27223562,0.02832044,0.22660006
-2.71635818,2.69551760,0.00613456,0.03803198,0.20227523,1.99817553,0.22340288,0.27813950,0.02827329,0.22457715
-2.71035518,2.61567432,0.00611988,0.03916136,0.20427245,1.91318666,0.22466211,0.28378218,0.02814854,0.22278037
-2.70435218,2.53844337,0.00610877,0.04039428,0.20753036,1.83087337,0.22628547,0.28918790,0.02795663,0.22133046
-2.69834917,2.46569352,0.00610487,0.04175632,0.21234739,1.75284482,0.22847046,0.29438122,0.02770830,0.22033812
-2.69234617,2.39917667,0.00611150,0.04327321,0.21902658,1.68059934,0.23142424,0.29938578,0.02741424,0.21990203
-2.68634317,2.34049313,0.00613158,0.04497033,0.22786909,1.61549602,0.23535871,0.30422320,0.02708472,0.22010732
-2.68034017,2.29106144,0.00616752,0.04687206,0.23916691,1.55873052,0.24048502,0.30891204,0.02672938,0.22102454
-2.67433717,2.25209287,0.00622117,0.04900127,0.25319498,1.51131507,0.24700753,0.31346709,0.02635697,0.22270905
-2.66833417,2.22457074,0.00629374,0.05137856,0.27020266,1.47406268,0.25511744,0.31789873,0.02597526,0.22520077
-2.66233117,2.20923417,0.00638579,0.05402167,0.29040480,1.44757537,0.26498608,0.32221253,0.02559095,0.22852409
-2.65632816,2.20656613,0.00649721,0.05694466,0.31397257,1.43223609,0.27675831,0.32640898,0.02520968,0.23268799
-2.65032516,2.21678549,0.00662725,0.06015723,0.34102418,1.42820411,0.29054597,0.33048330,0.02483607,0.23768624
-2.64432216,2.23984266,0.00677451,0.06366386,0.37161597,1.43541362,0.30642177,0.33442537,0.02447381,0.24349746
-2.63831916,2.27541877,0.00693703,0.06746308,0.40573400,1.45357527,0.32441372,0.33821969,0.02412580,0.25008526
-2.63231616,2.32292831,0.00711234,0.07154667,0.44328668,1.48218068,0.34450045,0.34184529,0.02379426,0.25739820
-2.62631316,2.38152519,0.00729752,0.07589902,0.48409872,1.52050987,0.36660748,0.34527574,0.02348085,0.26536966
-2.62031016,2.45011259,0.00748928,0.08049651,0.52790684,1.56764162,0.39060483,0.34847910,0.02318680,0.27391777
-2.61430715,2.52735674,0.00768405,0.08530707,0.57435766,1.62246712,0.41630596,0.35141787,0.02291297,0.28294533
-2.60830415,2.61170516,0.00787808,0.09028999,0.62300807,1.68370698,0.44346836,0.35404911,0.02265992,0.29233987
-2.60230115,2.70140951,0.00806750,0.09539593,0.67332841,1.74993182,0.47179578,0.35632452,0.02242791,0.30197403
-2.59629815,2.79455362,0.00824846,0.10056723,0.72470860,1.81958656,0.50094217,0.35819082,0.02221689,0.31170627
-2.59029515,2.88908652,0.00841718,0.10573854,0.77646736,1.89101853,0.53051744,0.35959025,0.02202647,0.32138213
-2.58429215,2.98286064,0.00857006,0.11083778,0.82786447,1.96250902,0.56009479,0.36046139,0.02185584,0.33083597
-2.57828914,3.07367469,0.00870379,0.11578746,0.87811586,2.03230813,0.58921965,0.36074026,0.02170369,0.33989341
-2.57228614,3.15932059,0.00881539,0.12050630,0.92641111,2.09867214,0.61741990,0.36036179,0.02156819,0.34837440
-2.56628314,3.23763347,0.00890233,0.12491113,0.97193311,2.15990270,0.64421718,0.35926151,0.02144688,0.35609688
-2.56028014,3.30654346,0.00896257,0.12891904,1.01387906,2.21438674,0.66913897,0.35737762,0.02133669,0.36288096
-2.55427714,3.36412767,0.00899469,0.13244963,1.05148211,2.26063584,0.69173096,0.35465325,0.02123395,0.36855354
-2.54827414,3.40866065,0.00899789,0.13542744,1.08403304,2.29732386,0.71156950,0.35103888,0.02113444,0.37295311
-2.54227114,3.43866147,0.00897210,0.13778422,1.11090089,2.32332127,0.72827353,0.34649474,0.02103350,0.37593468
-2.53626813,3.45293553,0.00891799,0.13946117,1.13155190,2.33772494,0.74151567,0.34099323,0.02092620,0.37737447
-2.53026513,3.45060931,0.00883703,0.14041096,1.14556594,2.33988207,0.75103198,0.33452107,0.02080756,0.37717422
-2.52426213,3.43115658,0.00873149,0.14059935,1.15264964,2.32940717,0.75663019,0.32708116,0.02067273,0.37526495
-2.51825913,3.39441475,0.00860446,0.14000651,1.15264575,2.30619143,0.75819587,0.31869402,0.02051734,0.37160989
-2.51225613,3.34059058,0.00845987,0.13862787,1.14553835,2.27040374,0.75569646,0.30939868,0.02033772,0.36620650
-2.50625313,3.27025473,0.00830241,0.13647441,1.13145347,2.22248345,0.74918294,0.29925300,0.02013119,0.35908736
-2.50025013,3.18432540,0.00813753,0.13357257,1.11065540,2.16312495,0.73878897,0.28833331,0.01989637,0.35032006
-2.49424712,3.08404142,0.00797133,0.12996349,1.08353854,2.09325463,0.72472772,0.27673352,0.01963331,0.34000590
-2.48824412,2.97092600,0.00781052,0.12570196,1.05061530,2.01400129,0.70728626,0.26456343,0.01934376,0.32827752
-2.48224112,2.84674231,0.00766227,0.12085480,1.01250059,1.92666101,0.68681779,0.25194666,0.01903121,0.31529559
-2.47623812,2.71344291,0.00753406,0.11549901,0.96989345,1.83265791,0.66373203,0.23901792,0.01870097,0.30124466
-2.47023512,2.57311472,0.00743357,0.10971960,0.92355655,1.73350241,0.63848396,0.22592001,0.01836007,0.28632842
-2.46423212,2.42792174,0.00736843,0.10360724,0.87429462,1.63074855,0.61156139,0.21280049,0.01801720,0.27076443
-2.45822911,2.28004765,0.00734607,0.09725595,0.82293229,1.52595193,0.58347173,0.19980818,0.01768243,0.25477875
-2.45222611,2.13164020,0.00737346,0.09076070,0.77029247,1.42062967,0.55472841,0.18708970,0.01736696,0.23860050
-2.44622311,1.98475935,0.00745687,0.08421523,0.71717589,1.31622384,0.52583731,0.17478610,0.01708275,0.22245669
-2.44022011,1.84133065,0.00760167,0.07771002,0.66434245,1.21406936,0.49728381,0.16302963,0.01684210,0.20656744
-2.43421711,1.70310530,0.00781206,0.07133056,0.61249505,1.11536721,0.46952062,0.15194100,0.01665725,0.19114170
-2.42821411,1.57162765,0.00809083,0.06515588,0.56226616,1.02116348,0.44295697,0.14162688,0.01653986,0.17637380
-2.42221111,1.44821093,0.00843919,0.05925752,0.51420763,0.93233468,0.41794929,0.13217804,0.01650061,0.16244057
-2.41620810,1.33392135,0.00885653,0.05369876,0.46878353,0.84957909,0.39479383,0.12366785,0.01654872,0.14949940
-2.41020510,1.22957049,0.00934035,0.04853419,0.42636645,0.77341427,0.37372119,0.11615152,0.01669161,0.13768700
-2.40420210,1.13571557,0.00988613,0.04380965,0.38723664,0.70417990,0.35489307,0.10966568,0.01693452,0.12711895
-2.39819910,1.05266703,0.01048729,0.03956237,0.35158420,0.64204570,0.33840120,0.10422864,0.01728032,0.11788984
-2.39219610,0.98050248,0.01113528,0.03582140,0.31951357,0.58702352,0.32426839,0.09984113,0.01772928,0.11007404
-2.38619310,0.91908605,0.01181964,0.03260811,0.29105028,0.53898286,0.31245168,0.09648734,0.01827904,0.10372683
-2.38019010,0.86809202,0.01252820,0.02993688,0.26614921,0.49766897,0.30284740,0.09413654,0.01892462,0.09888583
-2.37418709,0.82703158,0.01324736,0.02781578,0.24470417,0.46272269,0.29529792,0.09274481,0.01965849,0.09557265
-2.36818409,0.79528159,0.01396239,0.02624723,0.22655810,0.43370130,0.28959971,0.09225712,0.02047084,0.09379446
-2.36218109,0.77211423,0.01465781,0.02522866,0.21151368,0.41009949,0.28551259,0.09260947,0.02134977,0.09354551
-2.35617809,0.75672644,0.01531783,0.02475303,0.19934381,0.39136992,0.28276969,0.09373108,0.02228166,0.09480851
-2.35017509,0.74826842,0.01592685,0.02480925,0.18980168,0.37694280,0.28108769,0.09554664,0.02325154,0.09755569
-2.34417209,0.74587017,0.01646986,0.02538251,0.18263011,0.36624389,0.28017713,0.09797836,0.02424343,0.10174959
-2.33816908,0.74866569,0.01693297,0.02645440,0.17757009,0.35871072,0.27975232,0.10094794,0.02524082,0.10734356
-2.33216608,0.75581420,0.01730386,0.02800305,0.17436806,0.35380670,0.27954053,0.10437831,0.02622699,0.11428205
-2.32616308,0.76651818,0.01757214,0.03000313,0.17278224,0.35103294,0.27929016,0.10819521,0.02718542,0.12250058
-2.32016008,0.78003801,0.01772971,0.03242576,0.17258765,0.34993776,0.27877772,0.11232843,0.02810011,0.13192571
-2.31415708,0.79570337,0.01777104,0.03523854,0.17357997,0.35012392,0.27781328,0.11671288,0.02895584,0.14247487
-2.30815408,0.81292131,0.01769331,0.03840552,0.17557842,0.35125359,0.27624442,0.12128942,0.02973849,0.15405639
-2.30215108,0.83118144,0.01749649,0.04188729,0.17842753,0.35305127,0.27395854,0.12600547,0.03043514,0.16656965
-2.29614807,0.85005849,0.01718332,0.04564121,0.18199808,0.35530484,0.27088364,0.13081540,0.03103430,0.17990555
-2.29014507,0.86921261,0.01675918,0.04962174,0.18618736,0.35786487,0.26698754,0.13568083,0.03152595,0.19394740
-2.28414207,0.88838778,0.01623186,0.05378100,0.19091880,0.36064255,0.26227580,0.14057075,0.03190166,0.20857218
-2.27813907,0.90740886,0.01561128,0.05806947,0.19614113,0.36360638,0.25678847,0.14546157,0.03215462,0.22365238
-2.27213607,0.92617740,0.01490911,0.06243684,0.20182723,0.36677784,0.25059593,0.15033706,0.03227967,0.23905818
-2.26613307,0.94466676,0.01413837,0.06683303,0.20797274,0.37022632,0.24379410,0.15518827,0.03227334,0.25466010
-2.26013007,0.96291657,0.01331299,0.07120936,0.21459442,0.37406332,0.23649915,0.16001326,0.03213381,0.27033195
-2.25412706,0.98102671,0.01244737,0.07551969,0.22172846,0.37843630,0.22884221,0.16481689,0.03186098,0.28595390
-2.24812406,0.99915091,0.01155592,0.07972160,0.22942855,0.38352208,0.22096400,0.16961037,0.03145648,0.30141564
-2.24212106,1.01748997,0.01065267,0.08377761,0.23776388,0.38951995,0.21300986,0.17441076,0.03092363,0.31661928
-2.23611806,1.03628437,0.00975093,0.08765608,0.24681690,0.39664463,0.20512519,0.17924025,0.03026748,0.33148198
-2.23011506,1.05580645,0.00886292,0.09133215,0.25668082,0.40511907,0.19745143,0.18412530,0.02949479,0.34593800
-2.22411206,1.07635176,0.00799962,0.09478826,0.26745686,0.41516711,0.19012270,0.18909552,0.02861399,0.35994007
-2.21810905,1.09822975,0.00717050,0.09801452,0.27925114,0.42700614,0.18326309,0.19418237,0.02763512,0.37345996
-2.21210605,1.12175362,0.00638350,0.10100868,0.29217117,0.44083976,0.17698469,0.19941772,0.02656974,0.38648808
-2.20610305,1.14722944,0.00564495,0.10377581,0.30632198,0.45685058,0.17138612,0.20483209,0.02543077,0.39903226
-2.20010005,1.17494469,0.00495962,0.10632772,0.32180186,0.47519322,0.16655173,0.21045296,0.02423237,0.41111552
-2.19409705,1.20515636,0.00433079,0.10868193,0.33869775,0.49598767,0.16255125,0.21630286,0.02298963,0.42277304
-2.18809405,1.23807901,0.00376042,0.11086058,0.35708051,0.51931317,0.15943982,0.22239759,0.02171839,0.43404849
-2.18209105,1.27387312,0.00324925,0.11288897,0.37699988,0.54520273,0.15725838,0.22874454,0.02043488,0.44498975
-2.17608804,1.31263419,0.00279707,0.11479402,0.39847968,0.57363850,0.15603425,0.23534120,0.01915541,0.45564439
-2.17008504,1.35438294,0.00240287,0.11660271,0.42151306,0.60454816,0.15578188,0.24217396,0.01789607,0.46605505
-2.16408204,1.39905732,0.00206509,0.11834046,0.44605829,0.63780239,0.15650380,0.24921741,0.01667231,0.47625504
-2.15807904,1.44650650,0.00178179,0.12002964,0.47203505,0.67321372,0.15819152,0.25643395,0.01549862,0.48626427
-2.15207604,1.49648735,0.00155087,0.12168822,0.49932166,0.71053670,0.16082659,0.26377404,0.01438824,0.49608582
-2.14607304,1.54866369,0.00137025,0.12332862,0.52775326,0.74946953,0.16438171,0.27117695,0.01335282,0.50570340
-2.14007004,1.60260856,0.00123800,0.12495692,0.55712126,0.78965715,0.16882185,0.27857201,0.01240221,0.51507958
-2.13406703,1.65780950,0.00115247,0.12657228,0.58717405,0.83069586,0.17410559,0.28588048,0.01154424,0.52415522
-2.12806403,1.71367695,0.00111238,0.12816673,0.61761937,0.87213928,0.18018647,0.29301784,0.01078460,0.53284987
-2.12206103,1.76955567,0.00111691,0.12972534,0.64812802,0.91350566,0.18701460,0.29989646,0.01012676,0.54106327
-2.11605803,1.82473889,0.00116568,0.13122670,0.67833930,0.95428645,0.19453847,0.30642871,0.00957196,0.54867788
-2.11005503,1.87848504,0.00125881,0.13264372,0.70786795,0.99395593,0.20270698,0.31253021,0.00911931,0.55556228
-2.10405203,1.93003661,0.00139684,0.13394471,0.73631247,1.03198175,0.21147174,0.31812331,0.00876588,0.56157544
-2.09804902,1.97864080,0.00158071,0.13509476,0.76326485,1.06783625,0.22078970,0.32314060,0.00850692,0.56657157
-2.09204602,2.02357149,0.00181165,0.13605726,0.78832128,1.10100832,0.23062603,0.32752832,0.00833612,0.57040549
-2.08604302,2.06415198,0.00209113,0.13679560,0.81109370,1.13101551,0.24095722,0.33124979,0.00824586,0.57293828
-2.08004002,2.09977799,0.00242071,0.13727493,0.83122186,1.15741634,0.25177439,0.33428844,0.00822760,0.57404301
-2.07403702,2.12994030,0.00280192,0.13746397,0.84838538,1.17982232,0.26308675,0.33665071,0.00827222,0.57361042
-2.06803402,2.15424638,0.00323615,0.13733677,0.86231560,1.19790949,0.27492497,0.33836846,0.00837041,0.57155434
-2.06203102,2.17244035,0.00372454,0.13687431,0.87280654,1.21142911,0.28734439,0.33950094,0.00851305,0.56781659
-2.05602801,2.18442048,0.00426781,0.13606603,0.87972474,1.22021730,0.30042796,0.34013631,0.00869160,0.56237138
-2.05002501,2.19025362,0.00486619,0.13491101,0.88301736,1.22420297,0.31428849,0.34039236,0.00889846,0.55522881
-2.04402201,2.19018565,0.00551936,0.13341894,0.88271814,1.22341395,0.32907021,0.34041669,0.00912728,0.54643750
-2.03801901,2.18464737,0.00622630,0.13161073,0.87895101,1.21798089,0.34494927,0.34038595,0.00937328,0.53608614
-2.03201601,2.17425509,0.00698537,0.12951873,0.87193073,1.20813853,0.36213293,0.34050421,0.00963345,0.52430390
-2.02601301,2.15980541,0.00779419,0.12718658,0.86196068,1.19422413,0.38085730,0.34100038,0.00990671,0.51125952
-2.02001001,2.14226369,0.00864974,0.12466855,0.84942743,1.17667290,0.40138337,0.34212447,0.01019401,0.49715913
-2.01400700,2.12274617,0.00954839,0.12202855,0.83479220,1.15601030,0.42399122,0.34414285,0.01049835,0.48224281
-2.00800400,2.10249542,0.01048600,0.11933866,0.81857937,1.13284121,0.44897238,0.34733228,0.01082471,0.46677972
-2.00200100,2.08284978,0.01145798,0.11667729,0.80136227,1.10783613,0.47662023,0.35197293,0.01117985,0.45106216
-1.99599800,2.06520694,0.01245946,0.11412699,0.78374660,1.08171470,0.50721876,0.35834027,0.01157215,0.43539844
-1.98999500,2.05098282,0.01348545,0.11177199,0.76635214,1.05522697,0.54102972,0.36669624,0.01201127,0.42010489
-1.98399200,2.04156669,0.01453089,0.10969557,0.74979321,1.02913286,0.57827864,0.37727959,0.01250778,0.40549712
-1.97798899,2.03827397,0.01559088,0.10797724,0.73465869,1.00418059,0.61914015,0.39029588,0.01307275,0.39188091
-1.97198599,2.04229839,0.01666073,0.10669002,0.72149226,0.98108465,0.66372316,0.40590746,0.01371730,0.37954291
-1.96598299,2.05466520,0.01773612,0.10589775,0.71077381,0.96050425,0.71205650,0.42422363,0.01445211,0.36874150
-1.95997999,2.07618734,0.01881309,0.10565261,0.70290244,0.94302291,0.76407585,0.44529167,0.01528695,0.35969825
-1.95397699,2.10742654,0.01988815,0.10599302,0.69818216,0.92913004,0.81961260,0.46908893,0.01623023,0.35259013
-1.94797399,2.14866099,0.02095823,0.10694184,0.69681053,0.91920520,0.87838540,0.49551659,0.01728849,0.34754291
-1.94197099,2.19986135,0.02202066,0.10850517,0.69887103,0.91350573,0.93999514,0.52439545,0.01846608,0.34462601
-1.93596798,2.26067635,0.02307310,0.11067164,0.70432929,0.91215819,1.00392376,0.55546413,0.01976480,0.34384900
-1.92996498,2.33042910,0.02411346,0.11341229,0.71303353,0.91515399,1.06953753,0.58837989,0.02118361,0.34516001
-1.92396198,2.40812461,0.02513972,0.11668107,0.72471912,0.92234946,1.13609492,0.62272251,0.02271845,0.34844604
-1.91795898,2.49246872,0.02614988,0.12041594,0.73901721,0.93347033,1.20275912,0.65800090,0.02436219,0.35353538
-1.91195598,2.58189800,0.02714179,0.12454052,0.75546697,0.94812049,1.26861507,0.69366288,0.02610454,0.36020194
-1.90595298,2.67461997,0.02811302,0.12896621,0.77353105,0.96579466,1.33269053,0.72910747,0.02793220,0.36817154
-1.89994997,2.76866206,0.02906079,0.13359479,0.79261361,0.98589457,1.39398057,0.76369973,0.02982897,0.37712975
-1.89394697,2.86192791,0.02998188,0.13832124,0.81208017,1.00774796,1.45147469,0.79678739,0.03177606,0.38673128
-1.88794397,2.95225869,0.03087264,0.14303683,0.83127854,1.03062973,1.50418540,0.82771902,0.03375237,0.39661035
-1.88194097,3.03749735,0.03172895,0.14763226,0.84955993,1.05378448,1.55117742,0.85586273,0.03573491,0.40639187
-1.87593797,3.11555335,0.03254630,0.15200070,0.86629952,1.07644951,1.59159599,0.88062502,0.03769927,0.41570286
-1.86993497,3.18446540,0.03331993,0.15604080,0.88091564,1.09787764,1.62469353,0.90146880,0.03962012,0.42418381
-1.86393197,3.24245993,0.03404493,0.15965931,0.89288695,1.11735892,1.64985315,0.91793005,0.04147176,0.43149953
-1.85792896,3.28800327,0.03471647,0.16277342,0.90176701,1.13424065,1.66660838,0.92963236,0.04322871,0.43734913
-1.85192596,3.31984561,0.03533000,0.16531270,0.90719588,1.14794501,1.67465826,0.93629879,0.04486631,0.44147462
-1.84592296,3.33705550,0.03588145,0.16722054,0.90890837,1.15798390,1.67387712,0.93776068,0.04636133,0.44366818
-1.83991996,3.33904382,0.03636752,0.16845515,0.90673904,1.16397063,1.66431894,0.93396298,0.04769257,0.44377750
-1.83391696,3.32557691,0.03678587,0.16899011,0.90062369,1.16562812,1.64621621,0.92496609,0.04884147,0.44170929
-1.82791396,3.29677862,0.03713535,0.16881446,0.89059784,1.16279377,1.61997331,0.91094406,0.04979264,0.43743085
-1.82191096,3.25312193,0.03741615,0.16793238,0.87679226,1.15542083,1.58615514,0.89217944,0.05053443,0.43096966
-1.81590795,3.19541088,0.03762989,0.16636255,0.85942608,1.14357654,1.54547138,0.86905497,0.05105932,0.42241121
-1.80990495,3.12475384,0.03777974,0.16413724,0.83879791,1.12743734,1.49875716,0.84204260,0.05136439,0.41189513
-1.80390195,3.04252974,0.03787035,0.16130115,0.81527538,1.10728137,1.44695111,0.81169025,0.05145155,0.39960993
-1.79789895,2.95034846,0.03790781,0.15791010,0.78928368,1.08347875,1.39107151,0.77860693,0.05132778,0.38578665
-1.79189595,2.85000727,0.03789946,0.15402964,0.76129353,1.05647997,1.33219147,0.74344680,0.05100521,0.37069161
-1.78589295,2.74344459,0.03785367,0.14973355,0.73180893,1.02680288,1.27141386,0.70689271,0.05050105,0.35461875
-1.77988994,2.63269276,0.03777957,0.14510238,0.70135510,0.99501868,1.20984685,0.66963979,0.04983740,0.33788177
-1.77388694,2.51983090,0.03768667,0.14022194,0.67046685,0.96173728,1.14858043,0.63237951,0.04904094,0.32080626
-1.76788394,2.40693923,0.03758451,0.13518178,0.63967751,0.92759237,1.08866455,0.59578481,0.04814238,0.30372234
-1.76188094,2.29605551,0.03748222,0.13007371,0.60950873,0.89322658,1.03108912,0.56049635,0.04717587,0.28695778
-1.75587794,2.18913457,0.03738809,0.12499028,0.58046090,0.85927703,0.97676608,0.52711039,0.04617817,0.27083178
-1.74987494,2.08801122,0.03730923,0.12002329,0.55300454,0.82636145,0.92651377,0.49616830,0.04518775,0.25564965
-1.74387194,1.99436718,0.03725114,0.11526223,0.52757245,0.79506511,0.88104352,0.46814781,0.04424374,0.24169827
-1.73786893,1.90970200,0.03721743,0.11079271,0.50455258,0.76592883,0.84094856,0.44345609,0.04338482,0.22924240
-1.73186593,1.83530840,0.03720955,0.10669493,0.48428179,0.73943814,0.80669524,0.42242457,0.04264802,0.21852179
-1.72586293,1.77225181,0.03722666,0.10304204,0.46704031,0.71601379,0.77861649,0.40530535,0.04206753,0.20974898
-1.71985993,1.72135458,0.03726556,0.09989861,0.45304700,0.69600379,0.75690764,0.39226938,0.04167354,0.20310763
