energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.10555278,2.84643556,0.44357506,2.51046478,0.00021567,0.05572392,0.08906383,0.08259591,0.00198761,0.43792959
-5.09954977,2.90137460,0.46802719,2.56920640,0.00021206,0.05799569,0.08917283,0.08294999,0.00197000,0.42900263
-5.09354677,2.95294880,0.49248045,2.62514324,0.00020898,0.06015634,0.08913523,0.08315276,0.00194938,0.41932471
-5.08754377,3.00088415,0.51673955,2.67782655,0.00020675,0.06218873,0.08898640,0.08321464,0.00192721,0.40910657
-5.08154077,3.04489369,0.54062777,2.72679352,0.00020573,0.06408007,0.08876345,0.08314670,0.00190503,0.39854530
-5.07553777,3.08469875,0.56399693,2.77159028,0.00020624,0.06582324,0.08850491,0.08296102,0.00188447,0.38782052
-5.06953477,3.12005390,0.58673702,2.81179754,0.00020863,0.06741800,0.08825067,0.08267128,0.00186720,0.37709201
-5.06353177,3.15077409,0.60878486,2.84705772,0.00021318,0.06887213,0.08804207,0.08229343,0.00185496,0.36649882
-5.05752876,3.17676245,0.63013141,2.87710180,0.00022017,0.07020234,0.08792203,0.08184635,0.00184948,0.35615983
-5.05152576,3.19803700,0.65082732,2.90177463,0.00022985,0.07143492,0.08793535,0.08135263,0.00185253,0.34617553
-5.04552276,3.21475450,0.67098642,2.92105695,0.00024243,0.07260619,0.08812900,0.08083921,0.00186585,0.33663082
-5.03951976,3.22722978,0.69078679,2.93508283,0.00025805,0.07376247,0.08855241,0.08033792,0.00189118,0.32759856
-5.03351676,3.23594902,0.71046934,2.94415119,0.00027685,0.07495976,0.08925763,0.07988590,0.00193020,0.31914348
-5.02751376,3.24157583,0.73033377,2.94873071,0.00029887,0.07626304,0.09029943,0.07952571,0.00198457,0.31132614
-5.02151076,3.24494918,0.75073186,2.94945726,0.00032413,0.07774509,0.09173509,0.07930527,0.00205591,0.30420661
-5.01550775,3.24707287,0.77205839,2.94712381,0.00035260,0.07948498,0.09362406,0.07927744,0.00214577,0.29784754
-5.00950475,3.24909631,0.79473965,2.94266294,0.00038418,0.08156622,0.09602728,0.07949934,0.00225563,0.29231640
-5.00350175,3.25228714,0.81922002,2.93712236,0.00041874,0.08407448,0.09900619,0.08003130,0.00238693,0.28768666
-4.99749875,3.25799641,0.84594695,2.93163444,0.00045608,0.08709520,0.10262146,0.08093558,0.00254101,0.28403784
-4.99149575,3.26761748,0.87535464,2.92738065,0.00049598,0.09071079,0.10693146,0.08227477,0.00271914,0.28145430
-4.98549275,3.28254003,0.90784703,2.92555246,0.00053817,0.09499788,0.11199035,0.08410997,0.00292248,0.28002295
-4.97948974,3.30410085,0.94378057,2.92731002,0.00058236,0.10002441,0.11784607,0.08649874,0.00315210,0.27982985
-4.97348674,3.33353327,0.98344726,2.93374015,0.00062821,0.10584677,0.12453804,0.08949304,0.00340892,0.28095597
-4.96748374,3.37191700,1.02705852,2.94581540,0.00067538,0.11250708,0.13209485,0.09313698,0.00369373,0.28347234
-4.96148074,3.42013045,1.07473055,2.96435546,0.00072348,0.12003072,0.14053191,0.09746468,0.00400713,0.28743483
-4.95547774,3.47880718,1.12647150,2.98999251,0.00077216,0.12842407,0.14984915,0.10249821,0.00434950,0.29287888
-4.94947474,3.54829837,1.18217125,3.02314176,0.00082101,0.13767280,0.16002892,0.10824575,0.00472098,0.29981451
-4.94347174,3.62864281,1.24159404,3.06397823,0.00086964,0.14774057,0.17103423,0.11469995,0.00512140,0.30822191
-4.93746873,3.71954579,1.30437452,3.11242081,0.00091768,0.15856829,0.18280733,0.12183672,0.00555023,0.31804791
-4.93146573,3.82036797,1.37001763,3.16812417,0.00096471,0.17007406,0.19526879,0.12961443,0.00600657,0.32920352
-4.92546273,3.93012517,1.43790235,3.23047916,0.00101038,0.18215380,0.20831722,0.13797357,0.00648907,0.34156289
-4.91945973,4.04749937,1.50728984,3.29862173,0.00105430,0.19468254,0.22182963,0.14683702,0.00699589,0.35496361
-4.91345673,4.17086133,1.57733568,3.37145049,0.00109612,0.20751649,0.23566257,0.15611086,0.00752468,0.36920873
-4.90745373,4.29830443,1.64710629,3.44765259,0.00113547,0.22049579,0.24965394,0.16568580,0.00807258,0.38407020
-4.90145073,4.42768923,1.71559920,3.52573732,0.00117203,0.23344792,0.26362573,0.17543918,0.00863617,0.39929396
-4.89544772,4.55669759,1.78176675,3.60407653,0.00120546,0.24619170,0.27738735,0.18523763,0.00921152,0.41460632
-4.88944472,4.68289508,1.84454264,3.68095092,0.00123546,0.25854181,0.29073981,0.19494014,0.00979424,0.42972156
-4.88344172,4.80379985,1.90287051,3.75460067,0.00126172,0.27031359,0.30348036,0.20440165,0.01037949,0.44435049
-4.87743872,4.91695564,1.95573379,3.82327887,0.00128400,0.28132815,0.31540775,0.21347694,0.01096214,0.45820962
-4.87143572,5.02000678,2.00218571,3.88530601,0.00130203,0.29141745,0.32632764,0.22202480,0.01153681,0.47103056
-4.86543272,5.11077227,2.04137855,3.93912349,0.00131561,0.30042928,0.33605829,0.22991219,0.01209805,0.48256939
-4.85942971,5.18731632,2.07259087,3.98334432,0.00132455,0.30823191,0.34443616,0.23701841,0.01264045,0.49261552
-4.85342671,5.24801263,2.09525195,4.01679882,0.00132872,0.31471828,0.35132114,0.24323895,0.01315881,0.50099970
-4.84742371,5.29159968,2.10896214,4.03857377,0.00132802,0.31980945,0.35660143,0.24848905,0.01364832,0.50760080
-4.84142071,5.31722476,2.11350863,4.04804302,0.00132240,0.32345735,0.36019767,0.25270659,0.01410468,0.51235113
-4.83541771,5.32447475,2.10887565,4.04488843,0.00131188,0.32564648,0.36206624,0.25585443,0.01452429,0.51523993
-4.82941471,5.31339216,2.09524889,4.02911004,0.00129652,0.32639466,0.36220157,0.25792182,0.01490434,0.51631492
-4.82341171,5.28447558,2.07301379,4.00102501,0.00127646,0.32575276,0.36063728,0.25892504,0.01524293,0.51568186
-4.81740870,5.23866441,2.04274769,3.96125518,0.00125189,0.32380321,0.35744624,0.25890708,0.01553918,0.51350189
-4.81140570,5.17730822,2.00520620,3.91070386,0.00122308,0.32065771,0.35273938,0.25793637,0.01579318,0.50998703
-4.80540270,5.10212203,1.96130428,3.85052271,0.00119033,0.31645377,0.34666335,0.25610463,0.01600609,0.50539364
-4.79939970,5.01512943,1.91209259,3.78207024,0.00115404,0.31135060,0.33939709,0.25352393,0.01618001,0.50001444
-4.79339670,4.91859575,1.85873020,3.70686385,0.00111462,0.30552431,0.33114751,0.25032297,0.01631794,0.49416910
-4.78739370,4.81495438,1.80245449,3.62652745,0.00107254,0.29916259,0.32214431,0.24664286,0.01642366,0.48819396
-4.78139070,4.70672924,1.74454944,3.54273717,0.00102833,0.29245921,0.31263424,0.24263250,0.01650159,0.48243121
-4.77538769,4.59645683,1.68631335,3.45716759,0.00098250,0.28560843,0.30287499,0.23844372,0.01655660,0.47721795
-4.76938469,4.48661118,1.62902705,3.37144089,0.00093560,0.27879966,0.29312889,0.23422646,0.01659385,0.47287564
-4.76338169,4.37953457,1.57392371,3.28708103,0.00088819,0.27221243,0.28365669,0.23012413,0.01661860,0.46970032
-4.75737869,4.27737711,1.52216103,3.20547502,0.00084081,0.26601201,0.27471160,0.22626941,0.01663605,0.46795392
-4.75137569,4.18204700,1.47479663,3.12784259,0.00079398,0.26034573,0.26653380,0.22278053,0.01665117,0.46785709
-4.74537269,4.09517341,1.43276721,3.05521528,0.00074820,0.25534016,0.25934556,0.21975827,0.01666859,0.46958375
-4.73936968,4.01808271,1.39687193,2.98842541,0.00070393,0.25109926,0.25334711,0.21728385,0.01669249,0.47325752
-4.73336668,3.95178828,1.36776021,2.92810482,0.00066160,0.24770344,0.24871336,0.21541751,0.01672653,0.47895010
-4.72736368,3.89699353,1.34592400,2.87469266,0.00062156,0.24520962,0.24559153,0.21419818,0.01677390,0.48668164
-4.72136068,3.85410689,1.33169459,2.82845124,0.00058415,0.24365218,0.24409967,0.21364381,0.01683724,0.49642293
-4.71535768,3.82326715,1.32524355,2.78948837,0.00054964,0.24304469,0.24432613,0.21375264,0.01691880,0.50809920
-4.70935468,3.80437698,1.32658768,2.75778435,0.00051824,0.24338235,0.24632989,0.21450512,0.01702045,0.52159541
-4.70335168,3.79714242,1.33559739,2.73322189,0.00049012,0.24464487,0.25014162,0.21586636,0.01714384,0.53676248
-4.69734867,3.80111547,1.35200818,2.71561667,0.00046541,0.24679978,0.25576557,0.21778904,0.01729048,0.55342428
-4.69134567,3.81573754,1.37543468,2.70474690,0.00044419,0.24980583,0.26318192,0.22021659,0.01746189,0.57138494
-4.68534267,3.84038127,1.40538657,2.70037990,0.00042650,0.25361637,0.27234966,0.22308635,0.01765970,0.59043610
-4.67933967,3.87438848,1.44128602,2.70229447,0.00041235,0.25818260,0.28320987,0.22633283,0.01788574,0.61036373
-4.67333667,3.91710265,1.48248595,2.71029777,0.00040172,0.26345645,0.29568906,0.22989056,0.01814210,0.63095425
-4.66733367,3.96789453,1.52828856,2.72423598,0.00039458,0.26939301,0.30970272,0.23369677,0.01843120,0.65199967
-4.66133067,4.02618001,1.57796355,2.74399851,0.00039087,0.27595247,0.32515874,0.23769351,0.01875571,0.67330154
-4.65532766,4.09142994,1.63076566,2.76951568,0.00039051,0.28310143,0.34196062,0.24182936,0.01911857,0.69467368
-4.64932466,4.16317200,1.68595067,2.80075039,0.00039341,0.29081366,0.36001037,0.24606052,0.01952290,0.71594362
-4.64332166,4.24098514,1.74278989,2.83768454,0.00039949,0.29907025,0.37921107,0.25035149,0.01997185,0.73695272
