energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up
-5.63981991,0.47919900,0.00279948,0.02095783,0.14469356,0.04189956,0.18500086,0.12192730,0.00481356,0.27127591
-5.63381691,0.53696445,0.00327895,0.02290497,0.15880301,0.04741249,0.20638580,0.13809788,0.00542838,0.30360120
-5.62781391,0.60208752,0.00386149,0.02498661,0.17387425,0.05362429,0.23030194,0.15652440,0.00614854,0.34001930
-5.62181091,0.67434179,0.00455502,0.02717776,0.18974776,0.06053015,0.25663498,0.17718268,0.00697411,0.38038078
-5.61580790,0.75341295,0.00536777,0.02945153,0.20625006,0.06811739,0.28523894,0.20002059,0.00790441,0.42448428
-5.60980490,0.83888664,0.00630811,0.03177943,0.22319561,0.07636410,0.31593279,0.22495323,0.00893767,0.47207012
-5.60380190,0.93023822,0.00738423,0.03413177,0.24038918,0.08523783,0.34849791,0.25185873,0.01007079,0.52281489
-5.59779890,1.02682536,0.00860386,0.03647807,0.25762862,0.09469459,0.38267655,0.28057484,0.01129907,0.57632788
-5.59179590,1.12788395,0.00997399,0.03878753,0.27470809,0.10467809,0.41817147,0.31089674,0.01261597,0.63214940
-5.58579290,1.23252808,0.01150058,0.04102954,0.29142152,0.11511931,0.45464695,0.34257613,0.01401293,0.68975158
-5.57978989,1.33975453,0.01318831,0.04317422,0.30756622,0.12593663,0.49173131,0.37532186,0.01547926,0.74854171
-5.57378689,1.44845192,0.01504031,0.04519289,0.32294657,0.13703624,0.52902103,0.40880221,0.01700207,0.80786833
-5.56778389,1.55741471,0.01705799,0.04705864,0.33737760,0.14831320,0.56608628,0.44264887,0.01856628,0.86703006
-5.56178089,1.66536189,0.01924088,0.04874673,0.35068829,0.15965288,0.60247806,0.47646259,0.02015476,0.92528703
-5.55577789,1.77095982,0.02158651,0.05023505,0.36272463,0.17093296,0.63773646,0.50982034,0.02174847,0.98187464
-5.54977489,1.87284886,0.02409040,0.05150444,0.37335221,0.18202584,0.67140009,0.54228384,0.02332683,1.03601932
-5.54377189,1.96967272,0.02674603,0.05253898,0.38245833,0.19280133,0.70301620,0.57340923,0.02486798,1.08695566
-5.53776888,2.06010974,0.02954494,0.05332621,0.38995356,0.20312978,0.73215125,0.60275735,0.02634934,1.13394455
-5.53176588,2.14290481,0.03247684,0.05385728,0.39577276,0.21288519,0.75840143,0.62990458,0.02774803,1.17629132
-5.52576288,2.21690092,0.03552971,0.05412699,0.39987553,0.22194852,0.78140285,0.65445347,0.02904148,1.21336359
-5.51975988,2.28106892,0.03869003,0.05413378,0.40224613,0.23021078,0.80084100,0.67604308,0.03020801,1.24460786
-5.51375688,2.33453453,0.04194292,0.05387973,0.40289291,0.23757596,0.81645896,0.69435838,0.03122740,1.26956424
-5.50775388,2.37660135,0.04527234,0.05337039,0.40184736,0.24396358,0.82806425,0.70913851,0.03208149,1.28787887
-5.50175088,2.40676918,0.04866120,0.05261466,0.39916265,0.24931079,0.83553385,0.72018358,0.03275474,1.29931344
-5.49574787,2.42474672,0.05209152,0.05162459,0.39491207,0.25357385,0.83881742,0.72735963,0.03323464,1.30375152
-5.48974487,2.43045856,0.05554451,0.05041516,0.38918704,0.25672904,0.83793844,0.73060187,0.03351218,1.30120153
-5.48374187,2.42404596,0.05900059,0.04900405,0.38209515,0.25877287,0.83299336,0.72991593,0.03358209,1.29179623
-5.47773887,2.40586188,0.06243942,0.04741138,0.37375791,0.25972165,0.82414891,0.72537714,0.03344307,1.27578900
-5.47173587,2.37646041,0.06583987,0.04565943,0.36430868,0.25961033,0.81163767,0.71712820,0.03309781,1.25354702
-5.46573287,2.33658136,0.06917997,0.04377238,0.35389043,0.25849095,0.79575216,0.70537502,0.03255294,1.22554190
-5.45972986,2.28713082,0.07243685,0.04177600,0.34265365,0.25643043,0.77683790,0.69038143,0.03181888,1.19233804
-5.45372686,2.22915872,0.07558678,0.03969737,0.33075441,0.25350815,0.75528561,0.67246257,0.03090950,1.15457950
-5.44772386,2.16383420,0.07860516,0.03756460,0.31835246,0.24981325,0.73152308,0.65197770,0.02984177,1.11297583
-5.44172086,2.09242027,0.08146662,0.03540649,0.30560953,0.24544184,0.70600695,0.62932241,0.02863525,1.06828739
-5.43571786,2.01624830,0.08414527,0.03325227,0.29268787,0.24049430,0.67921485,0.60492065,0.02731158,1.02131084
-5.42971486,1.93669359,0.08661493,0.03113131,0.27974886,0.23507282,0.65163801,0.57921689,0.02589388,0.97286520
-5.42371186,1.85515260,0.08884960,0.02907279,0.26695188,0.22927910,0.62377468,0.55266853,0.02440616,0.92377881
-5.41770885,1.77302239,0.09082398,0.02710549,0.25445334,0.22321260,0.59612441,0.52573882,0.02287275,0.87487753
-5.41170585,1.69168265,0.09251413,0.02525743,0.24240582,0.21696908,0.56918313,0.49889035,0.02131771,0.82697427
-5.40570285,1.61248036,0.09389815,0.02355565,0.23095735,0.21063964,0.54343917,0.47257924,0.01976432,0.78086000
-5.39969985,1.53671699,0.09495704,0.02202594,0.22025072,0.20431021,0.51936985,0.44725004,0.01823461,0.73729599
-5.39369685,1.46563802,0.09567545,0.02069255,0.21042279,0.19806140,0.49743855,0.42333123,0.01674895,0.69700728
-5.38769385,1.40042415,0.09604249,0.01957792,0.20160379,0.19196862,0.47809196,0.40123143,0.01532575,0.66067705
-5.38169085,1.34218378,0.09605243,0.01870240,0.19391639,0.18610245,0.46175721,0.38133612,0.01398122,0.62894163
-5.37568784,1.29194616,0.09570532,0.01808399,0.18747471,0.18052907,0.44883866,0.36400473,0.01272917,0.60238582
-5.36968484,1.25065445,0.09500737,0.01773795,0.18238299,0.17531072,0.43971393,0.34956817,0.01158096,0.58153832
-5.36368184,1.21915836,0.09397125,0.01767658,0.17873406,0.17050600,0.43472914,0.33832647,0.01054542,0.56686689
-5.35767884,1.19820578,0.09261599,0.01790880,0.17660748,0.16616994,0.43419313,0.33054669,0.00962893,0.55877316
-5.35167584,1.18843317,0.09096678,0.01843986,0.17606743,0.16235379,0.43837056,0.32646074,0.00883544,0.55758688
-5.34567284,1.19035468,0.08905442,0.01927097,0.17716040,0.15910452,0.44747418,0.32626338,0.00816663,0.56355976
-5.33966983,1.20435017,0.08691455,0.02039899,0.17991265,0.15646391,0.46165621,0.33011006,0.00762203,0.57685882
-5.33366683,1.23065230,0.08458666,0.02181615,0.18432772,0.15446735,0.48099930,0.33811487,0.00719915,0.59755970
-5.32766383,1.26933348,0.08211287,0.02350979,0.19038395,0.15314237,0.50550745,0.35034844,0.00689371,0.62563994
-5.32166083,1.32029327,0.07953666,0.02546222,0.19803234,0.15250699,0.53509738,0.36683597,0.00669977,0.66097300
-5.31565783,1.38324712,0.07690140,0.02765064,0.20719475,0.15256799,0.56959097,0.38755536,0.00660995,0.70332310
-5.30965483,1.45771746,0.07424900,0.03004726,0.21776273,0.15331930,0.60870936,0.41243565,0.00661559,0.75234171
-5.30365183,1.54302796,0.07161854,0.03261943,0.22959717,0.15474050,0.65206923,0.44135572,0.00670697,0.80756599
-5.29764882,1.63830208,0.06904503,0.03533007,0.24252879,0.15679573,0.69918200,0.47414347,0.00687351,0.86841960
-5.29164582,1.74246646,0.06655835,0.03813817,0.25635972,0.15943310,0.74945621,0.51057554,0.00710396,0.93421647
-5.28564282,1.85425992,0.06418248,0.04099951,0.27086614,0.16258456,0.80220362,0.55037763,0.00738664,1.00416759
-5.27963982,1.97224835,0.06193497,0.04386746,0.28580205,0.16616658,0.85664897,0.59322556,0.00770966,1.07739102
-5.27363682,2.09484560,0.05982667,0.04669405,0.30090415,0.17008144,0.91194364,0.63874711,0.00806116,1.15292518
-5.26763382,2.22034009,0.05786187,0.04943100,0.31589757,0.17421922,0.96718281,0.68652465,0.00842957,1.22974511
-5.26163082,2.34692669,0.05603864,0.05203093,0.33050248,0.17846055,1.02142577,0.73609876,0.00880389,1.30678146
-5.25562781,2.47274294,0.05434954,0.05444852,0.34444121,0.18267982,1.07371875,0.78697259,0.00917389,1.38294164
-5.24962481,2.59590863,0.05278248,0.05664173,0.35744569,0.18674900,1.12311948,0.83861728,0.00953042,1.45713251
-5.24362181,2.71456740,0.05132184,0.05857291,0.36926482,0.19054165,1.16872256,0.89047816,0.00986565,1.52828389
-5.23761881,2.82692887,0.04994968,0.06020974,0.37967157,0.19393715,1.20968463,0.94198188,0.01017328,1.59537208
-5.23161581,2.93130996,0.04864701,0.06152612,0.38846940,0.19682486,1.24524824,0.99254431,0.01044871,1.65744256
-5.22561281,3.02617380,0.04739508,0.06250278,0.39549775,0.19910800,1.27476354,1.04157919,0.01068923,1.71363110
-5.21960980,3.11016494,0.04617658,0.06312768,0.40063638,0.20070718,1.29770669,1.08850744,0.01089410,1.76318252
-5.21360680,3.18213958,0.04497668,0.06339617,0.40380837,0.20156323,1.31369428,1.13276692,0.01106458,1.80546652
-5.20760380,3.24118991,0.04378393,0.06331091,0.40498150,0.20163939,1.32249323,1.17382263,0.01120392,1.83999002
-5.20160080,3.28666173,0.04259092,0.06288154,0.40416829,0.20092258,1.32402562,1.21117696,0.01131725,1.86640580
-5.19559780,3.31816512,0.04139468,0.06212415,0.40142433,0.19942385,1.31836845,1.24437997,0.01141143,1.88451709
-5.18959480,3.33557775,0.04019682,0.06106049,0.39684534,0.19717784,1.30574832,1.27303927,0.01149484,1.89427835
-5.18359180,3.33904131,0.03900343,0.05971718,0.39056290,0.19424142,1.28653152,1.29682934,0.01157702,1.89579210
-5.17758879,3.32895116,0.03782473,0.05812463,0.38273921,0.19069150,1.26120992,1.31549988,0.01166842,1.88930242
-5.17158579,3.30594017,0.03667448,0.05631605,0.37356101,0.18662217,1.23038347,1.32888298,0.01177998,1.87518520
-5.16558279,3.27085726,0.03556931,0.05432635,0.36323312,0.18214126,1.19474016,1.33689876,0.01192271,1.85393587
-5.15957979,3.22474179,0.03452778,0.05219117,0.35197173,0.17736652,1.15503436,1.33955913,0.01210731,1.82615499
-5.15357679,3.16879472,0.03356953,0.04994589,0.33999780,0.17242167,1.11206439,1.33696957,0.01234375,1.79253226
-5.14757379,3.10434751,0.03271431,0.04762483,0.32753084,0.16743230,1.06665040,1.32932856,0.01264090,1.75382952
-5.14157079,3.03282984,0.03198110,0.04526049,0.31478325,0.16252200,1.01961317,1.31692473,0.01300621,1.71086326
-5.13556778,2.95573702,0.03138726,0.04288303,0.30195538,0.15780884,0.97175469,1.30013152,0.01344539,1.66448695
-5.12956478,2.87459785,0.03094790,0.04051985,0.28923160,0.15340215,0.92384097,1.27939951,0.01396226,1.61557372
-5.12356178,2.79094375,0.03067533,0.03819527,0.27677712,0.14939997,0.87658754,1.25524649,0.01455859,1.56499964
-5.11755878,2.70627971,0.03057871,0.03593048,0.26473598,0.14588702,0.83064777,1.22824565,0.01523412,1.51362788
-5.11155578,2.62205750,0.03066394,0.03374345,0.25322984,0.14293339,0.78660417,1.19901204,0.01598652,1.46229392
-5.10555278,2.53965159,0.03093369,0.03164907,0.24235768,0.14059382,0.74496254,1.16818783,0.01681163,1.41179204
-5.09954977,2.46033803,0.03138766,0.02965928,0.23219637,0.13890761,0.70614876,1.13642685,0.01770365,1.36286319
-5.09354677,2.38527646,0.03202296,0.02778333,0.22280175,0.13789912,0.67050799,1.10437886,0.01865544,1.31618432
-5.08754377,2.31549544,0.03283463,0.02602799,0.21421031,0.13757871,0.63830597,1.07267406,0.01965886,1.27235933
-5.08154077,2.25188117,0.03381634,0.02439787,0.20644131,0.13794410,0.60973195,1.04190848,0.02070523,1.23191173
-5.07553777,2.19516952,0.03496100,0.02289568,0.19949907,0.13898201,0.58490302,1.01263064,0.02178570,1.19527898
-5.06953477,2.14594159,0.03626154,0.02152247,0.19337547,0.14066999,0.56386949,0.98532992,0.02289170,1.16280884
-5.06353177,2.10462248,0.03771154,0.02027792,0.18805240,0.14297828,0.54662091,0.96042707,0.02401538,1.13475747
-5.05752876,2.07148340,0.03930587,0.01916058,0.18350429,0.14587172,0.53309265,0.93826712,0.02514994,1.11128965
-5.05152576,2.04664673,0.04104121,0.01816801,0.17970032,0.14931153,0.52317272,0.91911474,0.02629003,1.09248088
-5.04552276,2.03009409,0.04291644,0.01729704,0.17660661,0.15325687,0.51670866,0.90315238,0.02743192,1.07832142
-5.03951976,2.02167688,0.04493282,0.01654389,0.17418808,0.15766627,0.51351451,0.89048086,0.02857376,1.06872220
-5.03351676,2.02112901,0.04709411,0.01590432,0.17241003,0.16249872,0.51337753,0.88112242,0.02971560,1.06352236
-5.02751376,2.02808145,0.04940639,0.01537380,0.17123947,0.16771449,0.51606483,0.87502597,0.03085942,1.06249821
-5.02151076,2.04207802,0.05187777,0.01494758,0.17064611,0.17327567,0.52132962,0.87207413,0.03200902,1.06537334
-5.01550775,2.06259171,0.05451791,0.01462083,0.17060303,0.17914640,0.52891713,0.87209172,0.03316978,1.07182937
-5.00950475,2.08904121,0.05733734,0.01438872,0.17108698,0.18529284,0.53857000,0.87485520,0.03434838,1.08151714
-5.00350175,2.12080663,0.06034669,0.01424653,0.17207844,0.19168287,0.55003310,0.88010264,0.03555246,1.09406764
-4.99749875,2.15724415,0.06355579,0.01418965,0.17356121,0.19828555,0.56305768,0.88754363,0.03679008,1.10910237
-4.99149575,2.19769868,0.06697263,0.01421370,0.17552181,0.20507042,0.57740469,0.89686891,0.03806933,1.12624272
-4.98549275,2.24151437,0.07060235,0.01431450,0.17794846,0.21200659,0.59284720,0.90775901,0.03939770,1.14511783
-4.97948974,2.28804237,0.07444617,0.01448810,0.18082991,0.21906177,0.60917193,0.91989188,0.04078156,1.16537077
-4.97348674,2.33664584,0.07850033,0.01473072,0.18415394,0.22620123,0.62617975,0.93294914,0.04222560,1.18666282
-4.96748374,2.38670214,0.08275517,0.01503874,0.18790574,0.23338670,0.64368531,0.94662077,0.04373230,1.20867575
-4.96148074,2.43760243,0.08719426,0.01540857,0.19206625,0.24057539,0.66151578,0.96060844,0.04530148,1.23111218
-4.95547774,2.48874914,0.09179372,0.01583662,0.19661042,0.24771906,0.67950883,0.97462729,0.04692981,1.25369417
-4.94947474,2.53955193,0.09652181,0.01631916,0.20150562,0.25476331,0.69751022,0.98840663,0.04861058,1.27616056
-4.94347174,2.58942274,0.10133864,0.01685222,0.20671028,0.26164712,0.71537091,1.00168963,0.05033345,1.29826314
-4.93746873,2.63777105,0.10619627,0.01743147,0.21217280,0.26830264,0.73294433,1.01423239,0.05208439,1.31976256
-4.93146573,2.68399989,0.11103914,0.01805217,0.21783090,0.27465542,0.75008375,1.02580277,0.05384577,1.34042413
-4.92546273,2.72750377,0.11580472,0.01870907,0.22361150,0.28062502,0.76664024,1.03617937,0.05559656,1.36001430
-4.91945973,2.76766900,0.12042459,0.01939637,0.22943111,0.28612606,0.78246128,1.04515081,0.05731276,1.37829817
-4.91345673,2.80387702,0.12482587,0.02010773,0.23519686,0.29106972,0.79739038,1.05251590,0.05896792,1.39503848
-4.90745373,2.83551112,0.12893284,0.02083629,0.24080812,0.29536567,0.81126766,1.05808447,0.06053384,1.40999621
-4.90145073,2.86196650,0.13266893,0.02157474,0.24615871,0.29892445,0.82393148,1.06167941,0.06198142,1.42293308
-4.89544772,2.88266350,0.13595887,0.02231543,0.25113956,0.30166008,0.83522112,1.06313945,0.06328153,1.43361575
-4.88944472,2.89706328,0.13873092,0.02305052,0.25564181,0.30349293,0.84498030,1.06232299,0.06440608,1.44182164
-4.88344172,2.90468547,0.14091927,0.02377212,0.25956016,0.30435273,0.85306140,1.05911239,0.06532892,1.44734587
-4.87743872,2.90512641,0.14246621,0.02447246,0.26279630,0.30418147,0.85933010,1.05341870,0.06602696,1.45000904
-4.87143572,2.89807719,0.14332429,0.02514409,0.26526229,0.30293613,0.86367015,1.04518629,0.06648101,1.44966518
-4.86543272,2.88334010,0.14345815,0.02578006,0.26688373,0.30059111,0.86598797,1.03439712,0.06667663,1.44620935
-4.85942971,2.86084239,0.14284602,0.02637404,0.26760246,0.29714010,0.86621677,1.02107425,0.06660483,1.43958430
-4.85342671,2.83064644,0.14148081,0.02692047,0.26737881,0.29259744,0.86432004,1.00528421,0.06626247,1.42978581
-4.84742371,2.79295535,0.13937070,0.02741468,0.26619314,0.28699867,0.86029403,0.98713804,0.06565257,1.41686610
-4.84142071,2.74811365,0.13653923,0.02785293,0.26404669,0.28040041,0.85416929,0.96679078,0.06478429,1.40093521
-4.83541771,2.69660272,0.13302485,0.02823243,0.26096167,0.27287945,0.84601103,0.94443928,0.06367269,1.38216022
-4.82941471,2.63903121,0.12887995,0.02855137,0.25698065,0.26453107,0.83591853,0.92031855,0.06233827,1.36076218
-4.82341171,2.57612071,0.12416944,0.02880887,0.25216520,0.25546666,0.82402347,0.89469651,0.06080628,1.33701119
-4.81740870,2.50868769,0.11896888,0.02900490,0.24659399,0.24581086,0.81048749,0.86786763,0.05910579,1.31121968
-4.81140570,2.43762230,0.11336236,0.02914025,0.24036042,0.23569815,0.79549909,0.84014570,0.05726872,1.28373452
-4.80540270,2.36386550,0.10744007,0.02921643,0.23356989,0.22526927,0.77927013,0.81185595,0.05532868,1.25492823
-4.79939970,2.28838544,0.10129583,0.02923559,0.22633693,0.21466747,0.76203206,0.78332718,0.05331980,1.22519005
-4.79339670,2.21215438,0.09502462,0.02920047,0.21878222,0.20403487,0.74403209,0.75488400,0.05127563,1.19491701
-4.78739370,2.13612717,0.08872013,0.02911433,0.21102975,0.19350909,0.72552939,0.72683983,0.04922803,1.16450579
-4.78139070,2.06122215,0.08247264,0.02898096,0.20320421,0.18322020,0.70679159,0.69949062,0.04720626,1.13434534
-4.77538769,1.98830509,0.07636708,0.02880461,0.19542857,0.17328820,0.68809126,0.67310980,0.04523616,1.10481075
-4.76938469,1.91817662,0.07048143,0.02859004,0.18782208,0.16382109,0.66970270,0.64794442,0.04333964,1.07625828
-4.76338169,1.85156311,0.06488561,0.02834253,0.18049860,0.15491351,0.65189874,0.62421252,0.04153426,1.04902167
-4.75737869,1.78911089,0.05964059,0.02806785,0.17356521,0.14664602,0.63494752,0.60210176,0.03983313,1.02340939
-4.75137569,1.73138337,0.05479796,0.02777233,0.16712117,0.13908489,0.61910909,0.58176902,0.03824498,0.99970274
-4.74537269,1.67886041,0.05039988,0.02746280,0.16125710,0.13228243,0.60463173,0.56334087,0.03677443,0.97815444
-4.73936968,1.63193924,0.04647922,0.02714660,0.15605428,0.12627763,0.59174795,0.54691467,0.03542245,0.95898741
-4.73336668,1.59093614,0.04305997,0.02683146,0.15158407,0.12109718,0.58066989,0.53255994,0.03418690,0.94239331
-4.72736368,1.55608816,0.04015789,0.02652543,0.14790729,0.11675648,0.57158445,0.52031977,0.03306320,0.92853077
-4.72136068,1.52755418,0.03778107,0.02623668,0.14507354,0.11326080,0.56464789,0.51021209,0.03204498,0.91752291
-4.71535768,1.50541494,0.03593072,0.02597333,0.14312048,0.11060625,0.55998029,0.50223062,0.03112478,0.90945415
-4.70935468,1.48967168,0.03460173,0.02574318,0.14207291,0.10878064,0.55765998,0.49634529,0.03029462,0.90436644
-4.70335168,1.48024343,0.03378334,0.02555340,0.14194184,0.10776404,0.55771810,0.49250222,0.02954659,0.90225486
-4.69734867,1.47696317,0.03345949,0.02541026,0.14272340,0.10752912,0.56013396,0.49062327,0.02887315,0.90306301
-4.69134567,1.47957332,0.03360925,0.02531880,0.14439789,0.10804118,0.56483110,0.49060529,0.02826752,0.90667861
-4.68534267,1.48772121,0.03420697,0.02528248,0.14692883,0.10925801,0.57167480,0.49231921,0.02772371,0.91292962
-4.67933967,1.50095530,0.03522242,0.02530295,0.15026229,0.11112949,0.58047118,0.49560937,0.02723661,0.92158147
-4.67333667,1.51872313,0.03662079,0.02537977,0.15432647,0.11359721,0.59096813,0.50029316,0.02680179,0.93233595
-4.66733367,1.54037170,0.03836273,0.02551029,0.15903183,0.11659407,0.60285848,0.50616143,0.02641535,0.94483211
-4.66133067,1.56515122,0.04040436,0.02568948,0.16427162,0.12004396,0.61578531,0.51297982,0.02607360,0.95864962
-4.65532766,1.59222284,0.04269738,0.02591001,0.16992312,0.12386183,0.62934960,0.52049119,0.02577276,0.97331479
-4.64932466,1.62067073,0.04518929,0.02616233,0.17584951,0.12795393,0.64311985,0.52841942,0.02550864,0.98830949
-4.64332166,1.64951871,0.04782376,0.02643487,0.18190240,0.13221859,0.65664375,0.53647453,0.02527638,1.00308272
