energy_ev,total_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.72386193,0.99583870,0.95500400,0.32819884,0.00814207,0.68290409,0.02353199,0.00004766
-5.71785893,0.97282772,0.92674291,0.32541003,0.00801923,0.66903555,0.02269914,0.00004610
-5.71185593,0.94755433,0.89644024,0.32160881,0.00786312,0.65351296,0.02179598,0.00004442
-5.70585293,0.92047310,0.86454139,0.31697596,0.00767618,0.63668778,0.02083275,0.00004264
-5.69984992,0.89217930,0.83161310,0.31174562,0.00746195,0.61901148,0.01982215,0.00004078
-5.69384692,0.86339177,0.79832695,0.30619925,0.00722492,0.60102308,0.01877889,0.00003887
-5.68784392,0.83493178,0.76543956,0.30065796,0.00697038,0.58333388,0.01771915,0.00003694
-5.68184092,0.80769887,0.73377043,0.29547349,0.00670423,0.56661001,0.01666002,0.00003501
-5.67583792,0.78264437,0.70417820,0.29101810,0.00643275,0.55155343,0.01561894,0.00003314
-5.66983492,0.76074380,0.67753632,0.28767369,0.00616236,0.53888204,0.01461322,0.00003135
-5.66383192,0.74296873,0.65470878,0.28582042,0.00589942,0.52930932,0.01365945,0.00002967
-5.65782891,0.73025908,0.63652662,0.28582529,0.00565000,0.52352428,0.01277315,0.00002815
-5.65182591,0.72349655,0.62376578,0.28803077,0.00541968,0.52217202,0.01196833,0.00002681
-5.64582291,0.72347976,0.61712679,0.29274405,0.00521334,0.52583551,0.01125720,0.00002568
-5.63981991,0.73090162,0.61721654,0.30022704,0.00503507,0.53501885,0.01064993,0.00002478
-5.63381691,0.74632938,0.62453247,0.31068739,0.00488800,0.55013234,0.01015450,0.00002414
-5.62781391,0.77018772,0.63944936,0.32427091,0.00477423,0.57147982,0.00977660,0.00002377
-5.62181091,0.80274509,0.66220889,0.34105548,0.00469482,0.59924828,0.00951958,0.00002368
-5.61580790,0.84410368,0.69291196,0.36104671,0.00464973,0.63350016,0.00938450,0.00002387
-5.60980490,0.89419299,0.73151409,0.38417555,0.00463790,0.67416840,0.00937021,0.00002435
-5.60380190,0.95276742,0.77782384,0.41029786,0.00465731,0.72105451,0.00947345,0.00002510
-5.59779890,1.01940776,0.83150445,0.43919615,0.00470506,0.77382974,0.00968902,0.00002613
-5.59179590,1.09352694,0.89207879,0.47058354,0.00477750,0.83203947,0.01000994,0.00002740
-5.58579290,1.17437985,0.95893775,0.50410978,0.00487037,0.89511091,0.01042770,0.00002891
-5.57978989,1.26107738,1.03135211,0.53936944,0.00497901,0.96236414,0.01093251,0.00003062
-5.57378689,1.35260458,1.10848786,0.57591196,0.00509846,1.03302629,0.01151348,0.00003252
-5.56778389,1.44784268,1.18942497,0.61325345,0.00522368,1.10624887,0.01215901,0.00003456
-5.56178089,1.54559465,1.27317933,0.65088994,0.00534973,1.18112783,0.01285699,0.00003672
-5.55577789,1.64461390,1.35872749,0.68831162,0.00547192,1.25672596,0.01359519,0.00003896
-5.54977489,1.74363545,1.44503381,0.72501770,0.00558599,1.33209721,0.01436155,0.00004124
-5.54377189,1.84140871,1.53107914,0.76053143,0.00568820,1.40631205,0.01514450,0.00004353
-5.53776888,1.93673106,1.61589035,0.79441455,0.00577551,1.47848327,0.01593333,0.00004580
-5.53176588,2.02848097,1.69856964,0.82628094,0.00584564,1.54779125,0.01671851,0.00004800
-5.52576288,2.11564966,1.77832252,0.85580847,0.00589715,1.61350776,0.01749199,0.00005011
-5.51975988,2.19736993,1.85448327,0.88274892,0.00592944,1.67501729,0.01824749,0.00005210
-5.51375688,2.27294091,1.92653668,0.90693522,0.00594282,1.73183496,0.01898075,0.00005395
-5.50775388,2.34184775,1.99413496,0.92828573,0.00593844,1.78362021,0.01968973,0.00005563
-5.50175088,2.40377488,2.05710873,0.94680526,0.00591824,1.83018529,0.02037472,0.00005714
-5.49574787,2.45861234,2.11547129,0.96258270,0.00588489,1.87149820,0.02103839,0.00005846
-5.48974487,2.50645440,2.16941560,0.97578517,0.00584170,1.90767963,0.02168574,0.00005959
-5.48374187,2.54759026,2.21930370,0.98664902,0.00579243,1.93899365,0.02232398,0.00006053
-5.47773887,2.58248697,2.26564861,0.99546782,0.00574123,1.96583269,0.02296228,0.00006130
-5.47173587,2.61176507,2.30908933,1.00257801,0.00569242,1.98869693,0.02361141,0.00006190
-5.46573287,2.63616777,2.35035960,1.00834262,0.00565036,2.00816910,0.02428335,0.00006237
-5.45972986,2.65652489,2.39025181,1.01313392,0.00561928,2.02488569,0.02499071,0.00006271
-5.45372686,2.67371319,2.42957743,1.01731582,0.00560309,2.03950581,0.02574623,0.00006296
-5.44772386,2.68861474,2.46912588,1.02122664,0.00560527,2.05267908,0.02656208,0.00006315
-5.44172086,2.70207524,2.50962353,1.02516332,0.00562870,2.06501421,0.02744921,0.00006330
-5.43571786,2.71486443,2.55169500,1.02936764,0.00567553,2.07704955,0.02841679,0.00006346
-5.42971486,2.72764018,2.59582853,1.03401518,0.00574710,2.08922727,0.02947149,0.00006364
-5.42371186,2.74091828,2.64234709,1.03920752,0.00584386,2.10187225,0.03061702,0.00006388
-5.41770885,2.75504914,2.69138678,1.04496803,0.00596535,2.11517676,0.03185367,0.00006419
-5.41170585,2.77020259,2.74288354,1.05124142,0.00611014,2.12919171,0.03317798,0.00006462
-5.40570285,2.78636140,2.79656872,1.05789695,0.00627591,2.14382467,0.03458255,0.00006516
-5.39969985,2.80332369,2.85197382,1.06473519,0.00645949,2.15884480,0.03605603,0.00006583
-5.39369685,2.82071386,2.90844398,1.07149774,0.00665693,2.17389426,0.03758325,0.00006665
-5.38769385,2.83800150,2.96515952,1.07787953,0.00686366,2.18850532,0.03914553,0.00006762
-5.38169085,2.85452680,3.02116427,1.08354285,0.00707460,2.20212226,0.04072108,0.00006872
-5.37568784,2.86953130,3.07539936,1.08813247,0.00728435,2.21412677,0.04228562,0.00006996
-5.36968484,2.88219212,3.12674054,1.09129103,0.00748733,2.22386544,0.04381305,0.00007133
-5.36368184,2.89165785,3.17403743,1.09267388,0.00767802,2.23067797,0.04527623,0.00007279
-5.35767884,2.89708438,3.21615268,1.09196278,0.00785107,2.23392465,0.04664775,0.00007434
-5.35167584,2.89766896,3.25199950,1.08887777,0.00800152,2.23301182,0.04790080,0.00007595
-5.34567284,2.89268094,3.28057589,1.08318687,0.00812493,2.22741429,0.04900995,0.00007759
-5.33966983,2.88148810,3.30099449,1.07471312,0.00821754,2.21669382,0.04995187,0.00007923
-5.33366683,2.86357761,3.31250717,1.06333910,0.00827635,2.20051308,0.05070600,0.00008083
-5.32766383,2.83857129,3.31452370,1.04900868,0.00829919,2.17864497,0.05125510,0.00008237
-5.32166083,2.80623489,3.30662454,1.03172635,0.00828482,2.15097709,0.05158566,0.00008381
-5.31565783,2.76648165,3.28856780,1.01155435,0.00823288,2.11751191,0.05168816,0.00008510
-5.30965483,2.71937074,3.26029070,0.98860806,0.00814390,2.07836297,0.05155727,0.00008622
-5.30365183,2.66510109,3.22190639,0.96304993,0.00801924,2.03374777,0.05119180,0.00008714
-5.29764882,2.60400163,3.17369668,0.93508262,0.00786105,1.98397818,0.05059460,0.00008782
-5.29164582,2.53651873,3.11610146,0.90494170,0.00767213,1.92944899,0.04977237,0.00008824
-5.28564282,2.46320172,3.04970569,0.87288823,0.00745586,1.87062553,0.04873531,0.00008836
-5.27963982,2.38468736,2.97522447,0.83920175,0.00721603,1.80803074,0.04749675,0.00008818
-5.27363682,2.30168385,2.89348679,0.80417381,0.00695678,1.74223251,0.04607272,0.00008768
-5.26763382,2.21495495,2.80541842,0.76810228,0.00668241,1.67383141,0.04448147,0.00008684
-5.26163082,2.12530453,2.71202402,0.73128638,0.00639729,1.60344922,0.04274302,0.00008567
-5.25562781,2.03356180,2.61436879,0.69402270,0.00610575,1.53171837,0.04087866,0.00008418
-5.24962481,1.94056724,2.51355958,0.65660188,0.00581195,1.45927222,0.03891054,0.00008236
-5.24362181,1.84715928,2.41072560,0.61930598,0.00551980,1.38673613,0.03686118,0.00008024
-5.23761881,1.75416169,2.30699872,0.58240639,0.00523288,1.31471929,0.03475311,0.00007784
-5.23161581,1.66237148,2.20349340,0.54616212,0.00495437,1.24380707,0.03260853,0.00007520
-5.22561281,1.57254753,2.10128669,0.51081830,0.00468703,1.17455392,0.03044894,0.00007234
-5.21960980,1.48539969,2.00139832,0.47660486,0.00443310,1.10747661,0.02829490,0.00006931
-5.21360680,1.40157877,1.90477163,0.44373525,0.00419436,1.04304807,0.02616578,0.00006614
-5.20760380,1.32166727,1.81225562,0.41240514,0.00397207,0.98169161,0.02407957,0.00006288
-5.20160080,1.24617144,1.72458907,0.38279118,0.00376698,0.92377592,0.02205271,0.00005957
-5.19559780,1.17551471,1.64238712,0.35504980,0.00357937,0.86961093,0.02010001,0.00005626
-5.18959480,1.11003294,1.56613116,0.32931606,0.00340909,0.81944468,0.01823457,0.00005299
-5.18359180,1.04997172,1.49616249,0.30570277,0.00325557,0.77346149,0.01646774,0.00004979
-5.17758879,0.99548605,1.43268029,0.28429974,0.00311789,0.73178164,0.01480918,0.00004670
-5.17158579,0.94664242,1.37574409,0.26517346,0.00299485,0.69446249,0.01326690,0.00004376
-5.16558279,0.90342351,1.32528083,0.24836712,0.00288504,0.66150136,0.01184741,0.00004100
-5.15957979,0.86573526,1.28109629,0.23390105,0.00278691,0.63283990,0.01055584,0.00003842
-5.15357679,0.83341624,1.24289050,0.22177366,0.00269885,0.60836999,0.00939621,0.00003606
-5.14757379,0.80624890,1.21027651,0.21196275,0.00261929,0.58794084,0.00837161,0.00003393
-5.14157079,0.78397237,1.18280167,0.20442728,0.00254680,0.57136721,0.00748456,0.00003203
-5.13556778,0.76629625,1.15997054,0.19910956,0.00248015,0.55843821,0.00673727,0.00003038
-5.12956478,0.75291479,1.14126838,0.19593764,0.00241841,0.54892653,0.00613199,0.00002898
-5.12356178,0.74352111,1.12618421,0.19482811,0.00236106,0.54259765,0.00567139,0.00002784
-5.11755878,0.73782062,1.11423254,0.19568895,0.00230801,0.53921871,0.00535887,0.00002695
-5.11155578,0.73554350,1.10497282,0.19842261,0.00225976,0.53856682,0.00519889,0.00002632
-5.10555278,0.73645555,1.09802597,0.20292912,0.00221738,0.54043646,0.00519732,0.00002596
-5.09954977,0.74036721,1.09308753,0.20910914,0.00218263,0.54464586,0.00536168,0.00002586
-5.09354677,0.74714055,1.08993687,0.21686705,0.00215796,0.55104224,0.00570129,0.00002605
-5.08754377,0.75669394,1.08844259,0.22611381,0.00214659,0.55950575,0.00622751,0.00002653
-5.08154077,0.76900447,1.08856396,0.23676969,0.00215248,0.56995213,0.00695366,0.00002730
-5.07553777,0.78410797,1.09034858,0.24876658,0.00218040,0.58233406,0.00789503,0.00002840
-5.06953477,0.80209671,1.09392667,0.26205006,0.00223589,0.59664122,0.00906865,0.00002983
-5.06353177,0.82311484,1.09950215,0.27658079,0.00232523,0.61289898,0.01049303,0.00003162
-5.05752876,0.84735158,1.10734112,0.29233536,0.00245545,0.63116580,0.01218764,0.00003379
-5.05152576,0.87503230,1.11775806,0.30930630,0.00263421,0.65152927,0.01417242,0.00003636
-5.04552276,0.90640745,1.13110006,0.32750123,0.00286977,0.67410076,0.01646705,0.00003935
-5.03951976,0.94173968,1.14772974,0.34694090,0.00317084,0.69900868,0.01909013,0.00004278
-5.03351676,0.98128903,1.16800696,0.36765619,0.00354645,0.72639031,0.02205833,0.00004667
-5.02751376,1.02529665,1.19226983,0.38968392,0.00400579,0.75638226,0.02538540,0.00005102
-5.02151076,1.07396716,1.22081544,0.41306155,0.00455799,0.78910965,0.02908121,0.00005585
-5.01550775,1.12745020,1.25388061,0.43782075,0.00521185,0.82467421,0.03315081,0.00006114
-5.00950475,1.18582154,1.29162317,0.46398022,0.00597561,0.86314149,0.03759351,0.00006689
-5.00350175,1.24906453,1.33410435,0.49153778,0.00685660,0.90452768,0.04240210,0.00007308
-4.99749875,1.31705256,1.38127274,0.52046217,0.00786091,0.94878646,0.04756228,0.00007967
-4.99149575,1.38953339,1.43295062,0.55068507,0.00899304,0.99579652,0.05305223,0.00008663
-4.98549275,1.46611628,1.48882325,0.58209356,0.01025552,1.04535035,0.05884246,0.00009390
-4.97948974,1.54626279,1.54843181,0.61452376,0.01164855,1.09714518,0.06489602,0.00010140
-4.97348674,1.62928226,1.61117081,0.64775597,0.01316967,1.15077653,0.07116891,0.00010908
-4.96748374,1.71433251,1.67629039,0.68151184,0.01481345,1.20573540,0.07761090,0.00011683
-4.96148074,1.80042663,1.74290406,0.71545401,0.01657122,1.26140929,0.08416664,0.00012455
-4.95547774,1.88644601,1.81000212,0.74918844,0.01843093,1.31708784,0.09077704,0.00013216
-4.94947474,1.97115976,1.87647073,0.78226968,0.02037703,1.37197307,0.09738094,0.00013954
-4.94347174,2.05325033,1.94111644,0.81420902,0.02239054,1.42519439,0.10391686,0.00014657
-4.93746873,2.13134464,2.00269554,0.84448550,0.02444914,1.47582797,0.11032503,0.00015314
-4.93146573,2.20404985,2.05994744,0.87255937,0.02652750,1.52292019,0.11654922,0.00015915
-4.92546273,2.26999258,2.11163084,0.89788765,0.02859764,1.56551414,0.12253871,0.00016450
-4.91945973,2.32786005,2.15656149,0.91994107,0.03062949,1.60267847,0.12824990,0.00016908
-4.91345673,2.37644140,2.19364978,0.93822177,0.03259156,1.63353714,0.13364776,0.00017282
-4.90745373,2.41466762,2.22193675,0.95228101,0.03445165,1.65729911,0.13870689,0.00017564
-4.90145073,2.44164810,2.24062679,0.96173590,0.03617771,1.67328644,0.14341213,0.00017749
-4.89544772,2.45670234,2.24911551,0.96628465,0.03773875,1.68095955,0.14775876,0.00017834
-4.88944472,2.45938521,2.24701155,0.96571931,0.03910567,1.67993864,0.15175209,0.00017816
-4.88344172,2.44950469,2.23415120,0.95993566,0.04025223,1.67001994,0.15540667,0.00017696
-4.87743872,2.42713127,2.21060514,0.94893955,0.04115583,1.65118645,0.15874495,0.00017476
-4.87143572,2.39259856,2.17667705,0.93284959,0.04179824,1.62361228,0.16179558,0.00017159
-4.86543272,2.34649523,2.13289412,0.91189592,0.04216625,1.58766070,0.16459139,0.00016752
-4.85942971,2.28964867,2.07999002,0.88641528,0.04225208,1.54387588,0.16716714,0.00016261
-4.85342671,2.22310126,2.01888116,0.85684259,0.04205372,1.49296884,0.16955729,0.00015696
-4.84742371,2.14808041,1.95063746,0.82369943,0.04157496,1.43579825,0.17179371,0.00015066
-4.84142071,2.06596388,1.87644901,0.78758010,0.04082537,1.37334702,0.17390374,0.00014382
-4.83541771,1.97824187,1.79759028,0.74913576,0.03981993,1.30669577,0.17590853,0.00013656
-4.82941471,1.88647768,1.71538338,0.70905752,0.03857861,1.23699428,0.17782186,0.00012901
-4.82341171,1.79226851,1.63116212,0.66805904,0.03712574,1.16543221,0.17964952,0.00012128
-4.81740870,1.69720790,1.54623811,0.62685948,0.03548925,1.09321007,0.18138937,0.00011350
-4.81140570,1.60285115,1.46187024,0.58616717,0.03369982,1.02151158,0.18303202,0.00010578
-4.80540270,1.51068467,1.37923855,0.54666476,0.03179000,0.95147825,0.18456208,0.00009825
-4.79939970,1.42210008,1.29942295,0.50899602,0.02979325,0.88418675,0.18596013,0.00009101
-4.79339670,1.33837327,1.22338720,0.47375461,0.02774304,0.82062966,0.18720503,0.00008416
-4.78739370,1.26064859,1.15196820,0.44147498,0.02567201,0.76169970,0.18827665,0.00007778
-4.78139070,1.18992789,1.08587009,0.41262523,0.02361118,0.70817762,0.18915870,0.00007197
-4.77538769,1.12706387,1.02566285,0.38760200,0.02158928,0.66072343,0.18984163,0.00006677
-4.76938469,1.07275716,0.97178450,0.36672707,0.01963222,0.61987082,0.19032521,0.00006227
-4.76338169,1.02755631,0.92454615,0.35024544,0.01776263,0.58602441,0.19062080,0.00005848
-4.75737869,0.99185982,0.88413908,0.33832469,0.01599965,0.55945930,0.19075299,0.00005546
-4.75137569,0.96591964,0.85064298,0.33105530,0.01435876,0.54032266,0.19076054,0.00005321
-4.74537269,0.94984531,0.82403462,0.32845179,0.01285175,0.52863685,0.19069642,0.00005174
-4.73936968,0.94360848,0.80419653,0.33045448,0.01148687,0.52430388,0.19062702,0.00005106
-4.73336668,0.94704727,0.79092502,0.33693170,0.01026899,0.52711092,0.19063045,0.00005115
-4.72736368,0.95987070,0.78393771,0.34768269,0.00919987,0.53673685,0.19079390,0.00005199
-4.72136068,0.98166310,0.78288027,0.36244087,0.00827853,0.55275971,0.19121028,0.00005355
-4.71535768,1.01188895,0.78733266,0.38087794,0.00750159,0.57466523,0.19197425,0.00005580
-4.70935468,1.04989853,0.79681511,0.40260867,0.00686368,0.60185648,0.19317777,0.00005868
-4.70335168,1.09493486,0.81079436,0.42719669,0.00635780,0.63366482,0.19490551,0.00006216
-4.69734867,1.14614263,0.82869025,0.45416135,0.00597576,0.66936217,0.19723020,0.00006618
-4.69134567,1.20257930,0.84988345,0.48298572,0.00570848,0.70817484,0.20020831,0.00007068
-4.68534267,1.26322905,0.87372421,0.51312584,0.00554635,0.74929869,0.20387630,0.00007563
-4.67933967,1.32701947,0.89954275,0.54402108,0.00547954,0.79191563,0.20824755,0.00008096
-4.67333667,1.39284121,0.92666094,0.57510557,0.00549823,0.83521110,0.21331027,0.00008663
-4.66733367,1.45957014,0.95440551,0.60582038,0.00559284,0.87839229,0.21902645,0.00009259
-4.66133067,1.52609169,0.98212231,0.63562620,0.00575421,0.92070642,0.22533207,0.00009882
-4.65532766,1.59132663,1.00919128,0.66401619,0.00597375,0.96145865,0.23213847,0.00010528
-4.64932466,1.65425739,1.03504169,0.69052839,0.00624357,1.00002891,0.23933490,0.00011196
-4.64332166,1.71395402,1.05916686,0.71475744,0.00655654,1.03588704,0.24679222,0.00011884
-4.63731866,1.76959867,1.08113798,0.73636495,0.00690638,1.06860549,0.25436748,0.00012592
-4.63131566,1.82050757,1.10061609,0.75508835,0.00728766,1.09786916,0.26190936,0.00013323
-4.62531266,1.86614960,1.11736201,0.77074748,0.00769590,1.12348192,0.26926400,0.00014077
-4.61930965,1.90616046,1.13124329,0.78324905,0.00812752,1.14536932,0.27628123,0.00014857
-4.61330665,1.94035197,1.14223829,0.79258841,0.00857987,1.16357764,0.28282061,0.00015669
-4.60730365,1.96871589,1.15043674,0.79884884,0.00905119,1.17826907,0.28875722,0.00016516
-4.60130065,1.99142211,1.15603695,0.80219811,0.00954065,1.18971339,0.29398690,0.00017403
-4.59529765,2.00881136,1.15933969,0.80288274,0.01004824,1.19827644,0.29843047,0.00018336
-4.58929465,2.02138247,1.16073888,0.80121992,0.01057482,1.20440590,0.30203707,0.00019322
-4.58329165,2.02977489,1.16070945,0.79758759,0.01112199,1.20861503,0.30478608,0.00020366
-4.57728864,2.03474696,1.15979272,0.79241288,0.01169204,1.21146494,0.30668781,0.00021474
-4.57128564,2.03715076,1.15857989,0.78615949,0.01228792,1.21354613,0.30778274,0.00022651
-4.56528264,2.03790437,1.15769391,0.77931417,0.01291307,1.21545988,0.30813941,0.00023903
-4.55927964,2.03796241,1.15777048,0.77237298,0.01357133,1.21780021,0.30785098,0.00025233
-4.55327664,2.03828577,1.15943852,0.76582745,0.01426676,1.22113666,0.30703068,0.00026645
-4.54727364,2.03981140,1.16330062,0.76015119,0.01500353,1.22599857,0.30580627,0.00028140
-4.54127064,2.04342291,1.16991400,0.75578711,0.01578563,1.23286099,0.30431388,0.00029718
-4.53526763,2.04992282,1.17977237,0.75313561,0.01661675,1.24213245,0.30269135,0.00031379
-4.52926463,2.06000699,1.19328910,0.75254394,0.01749996,1.25414478,0.30107148,0.00033119
-4.52326163,2.07424207,1.21078217,0.75429693,0.01843752,1.26914492,0.29957549,0.00034933
-4.51725863,2.09304633,1.23246123,0.75860934,0.01943059,1.28728884,0.29830701,0.00036812
-4.51125563,2.11667440,1.25841722,0.76561982,0.02047901,1.30863748,0.29734673,0.00038746
-4.50525263,2.14520647,1.28861483,0.77538677,0.02158108,1.33315471,0.29674824,0.00040723
-4.49924962,2.17854217,1.32288824,0.78788621,0.02273336,1.36070735,0.29653494,0.00042727
-4.49324662,2.21639944,1.36094034,0.80301158,0.02393051,1.39106718,0.29669843,0.00044739
-4.48724362,2.25831869,1.40234567,0.82057571,0.02516526,1.42391492,0.29719833,0.00046739
-4.48124062,2.30367206,1.44655721,0.84031488,0.02642832,1.45884626,0.29796352,0.00048705
-4.47523762,2.35167793,1.49291695,0.86189487,0.02770851,1.49537987,0.29889487,0.00050610
-4.46923462,2.40142025,1.54067022,0.88491905,0.02899287,1.53296728,0.29986921,0.00052429
-4.46323162,2.45187236,1.58898330,0.90893811,0.03026689,1.57100456,0.30074446,0.00054135
-4.45722861,2.50192449,1.63696400,0.93346137,0.03151480,1.60884564,0.30136560,0.00055700
-4.45122561,2.55041431,1.68368448,0.95796926,0.03271997,1.64581690,0.30157132,0.00057098
-4.44522261,2.59615944,1.72820567,0.98192656,0.03386532,1.68123275,0.30120087,0.00058302
-4.43921961,2.63799080,1.76960229,1.00479610,0.03493377,1.71441180,0.30010102,0.00059289
-4.43321661,2.67478570,1.80698766,1.02605224,0.03590877,1.74469306,0.29813258,0.00060039
-4.42721361,2.70549931,1.83953742,1.04519397,0.03677471,1.77145176,0.29517641,0.00060534
-4.42121061,2.72919361,1.86651109,1.06175690,0.03751743,1.79411414,0.29113844,0.00060761
-4.41520760,2.74506246,1.88727085,1.07532402,0.03812461,1.81217093,0.28595368,0.00060712
-4.40920460,2.75245216,1.90129676,1.08553467,0.03858609,1.82518878,0.27958890,0.00060385
-4.40320160,2.75087672,1.90819805,1.09209163,0.03889417,1.83281961,0.27204402,0.00059782
-4.39719860,2.74002744,1.90772003,1.09476621,0.03904376,1.83480737,0.26335209,0.00058910
-4.39119560,2.71977670,1.89974672,1.09340113,0.03903246,1.83099215,0.25357790,0.00057782
-4.38519260,2.69017597,1.88429914,1.08791141,0.03886059,1.82131172,0.24281544,0.00056416
-4.37918959,2.65144864,1.86152971,1.07828334,0.03853103,1.80580028,0.23118425,0.00054834
-4.37318659,2.60397793,1.83171319,1.06457169,0.03804907,1.78458496,0.21882491,0.00053061
-4.36718359,2.54829097,1.79523468,1.04689552,0.03742219,1.75788004,0.20589393,0.00051126
-4.36118059,2.48503963,1.75257546,1.02543274,0.03665973,1.72597929,0.19255830,0.00049060
-4.35517759,2.41497929,1.70429726,1.00041386,0.03577258,1.68924692,0.17898997,0.00046893
-4.34917459,2.33894617,1.65102568,0.97211505,0.03477288,1.64810718,0.16536042,0.00044658
-4.34317159,2.25783443,1.59343351,0.94085093,0.03367360,1.60303334,0.15183572,0.00042386
-4.33716858,2.17257356,1.53222431,0.90696717,0.03248829,1.55453609,0.13857212,0.00040106
-4.33116558,2.08410695,1.46811692,0.87083324,0.03123073,1.50315192,0.12571243,0.00037848
-4.32516258,1.99337208,1.40183121,0.83283523,0.02991471,1.44943156,0.11338321,0.00035635
-4.31915958,1.90128281,1.33407528,0.79336915,0.02855374,1.39392894,0.10169288,0.00033491
-4.31315658,1.80871414,1.26553441,0.75283448,0.02716088,1.33719073,0.09073073,0.00031435
-4.30715358,1.71648950,1.19686182,0.71162824,0.02574861,1.27974689,0.08056685,0.00029482
