energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,2.03392319,0.05635592,0.20697156,0.88578226,0.91478278,0.70473293,0.00000000
-5.99399700,1.90607555,0.05154650,0.19354747,0.86296906,0.84902676,0.66593627,0.00000000
-5.98799400,1.79104150,0.04690141,0.18209455,0.85050423,0.78767838,0.63125018,0.00000000
-5.98199100,1.68991463,0.04246906,0.17265565,0.84826140,0.73146170,0.60105363,0.00000000
-5.97598799,1.60356552,0.03828988,0.16524360,0.85601786,0.68099722,0.57566034,0.00000000
-5.96998499,1.53263278,0.03439620,0.15984212,0.87345286,0.63679770,0.55531289,0.00000000
-5.96398199,1.47752236,0.03081223,0.15640749,0.90014821,0.59926821,0.54017941,0.00000000
-5.95797899,1.43841507,0.02755440,0.15487084,0.93559187,0.56871011,0.53035340,0.00000000
-5.95197599,1.41528165,0.02463196,0.15514111,0.97918497,0.54532852,0.52585632,0.00000000
-5.94597299,1.40790494,0.02204773,0.15710863,1.03025262,0.52924262,0.52664297,0.00000000
-5.93996998,1.41590790,0.01979896,0.16064904,1.08805842,0.52049829,0.53260934,0.00000000
-5.93396698,1.43878626,0.01787833,0.16562769,1.15182259,0.51908221,0.54360255,0.00000000
-5.92796398,1.47594436,0.01627500,0.17190418,1.22074315,0.52493686,0.55943237,0.00000000
-5.92196098,1.52673262,0.01497561,0.17933698,1.29401945,0.53797553,0.57988380,0.00000000
-5.91595798,1.59048486,0.01396531,0.18778805,1.37087709,0.55809676,0.60473010,0.00000000
-5.90995498,1.66655400,0.01322862,0.19712705,1.45059307,0.58519743,0.63374550,0.00000000
-5.90395198,1.75434424,0.01275032,0.20723534,1.53251998,0.61918406,0.66671721,0.00000000
-5.89794897,1.85333836,0.01251610,0.21800927,1.61610772,0.65998164,0.70345584,0.00000000
-5.89194597,1.96311873,0.01251316,0.22936282,1.70092178,0.70753962,0.74380385,0.00000000
-5.88594297,2.08338082,0.01273059,0.24122938,1.78665650,0.76183482,0.78764149,0.00000000
-5.87993997,2.21393838,0.01315964,0.25356257,1.87314262,0.82287084,0.83488987,0.00000000
-5.87393697,2.35471971,0.01379382,0.26633608,1.96034810,0.89067411,0.88551082,0.00000000
-5.86793397,2.50575489,0.01462886,0.27954240,2.04837187,0.96528645,0.93950363,0.00000000
-5.86193097,2.66715412,0.01566247,0.29319051,2.13743039,1.04675444,0.99689845,0.00000000
-5.85592796,2.83907793,0.01689403,0.30730265,2.22783730,1.13511588,1.05774680,0.00000000
-5.84992496,3.02170023,0.01832410,0.32191012,2.31997667,1.23038375,1.12210933,0.00000000
