energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.77788894,0.34641160,0.03155801,0.06780396,0.00023158,0.01401898,0.05572978,0.20390334,0.07665730,0.00000000
-5.77188594,0.34090148,0.03437439,0.06729577,0.00020638,0.01538439,0.05585211,0.19532885,0.08000998,0.00000000
-5.76588294,0.33882321,0.03803824,0.06733017,0.00018553,0.01723855,0.05708858,0.18768563,0.08521432,0.00000000
-5.75987994,0.34053050,0.04263036,0.06798198,0.00016882,0.01961357,0.05950443,0.18111672,0.09240382,0.00000000
-5.75387694,0.34641451,0.04823520,0.06933044,0.00015601,0.02254168,0.06317148,0.17579002,0.10171932,0.00000000
-5.74787394,0.35689564,0.05493879,0.07145705,0.00014690,0.02605420,0.06816692,0.17189545,0.11330579,0.00000000
-5.74187094,0.37241330,0.06282636,0.07444302,0.00014130,0.03018035,0.07457144,0.16964134,0.12730809,0.00000000
-5.73586793,0.39341397,0.07197962,0.07836654,0.00013904,0.03494586,0.08246691,0.16925003,0.14386620,0.00000000
-5.72986493,0.42033812,0.08247381,0.08329993,0.00013999,0.04037142,0.09193360,0.17095320,0.16310969,0.00000000
-5.72386193,0.45360618,0.09437466,0.08930676,0.00014402,0.04647110,0.10304713,0.17498664,0.18515197,0.00000000
-5.71785893,0.49360427,0.10773520,0.09643902,0.00015106,0.05325067,0.11587509,0.18158491,0.21008432,0.00000000
-5.71185593,0.54066997,0.12259279,0.10473461,0.00016104,0.06070612,0.13047365,0.19097584,0.23797003,0.00000000
-5.70585293,0.59507862,0.13896623,0.11421500,0.00017394,0.06882218,0.14688409,0.20337495,0.26883894,0.00000000
-5.69984992,0.65703046,0.15685333,0.12488338,0.00018977,0.07757114,0.16512955,0.21897987,0.30268249,0.00000000
-5.69384692,0.72663915,0.17622881,0.13672329,0.00020856,0.08691202,0.18521188,0.23796483,0.33944964,0.00000000
-5.68784392,0.80392179,0.19704284,0.14969775,0.00023039,0.09679002,0.20710891,0.26047515,0.37904379,0.00000000
-5.68184092,0.88879069,0.21922014,0.16374897,0.00025537,0.10713640,0.23077211,0.28662198,0.42132081,0.00000000
-5.67583792,0.98104732,0.24265981,0.17879867,0.00028366,0.11786892,0.25612468,0.31647710,0.46608841,0.00000000
-5.66983492,1.08037821,0.26723588,0.19474894,0.00031546,0.12889263,0.28306026,0.35006802,0.51310674,0.00000000
-5.66383192,1.18635319,0.29279856,0.21148372,0.00035102,0.14010121,0.31144219,0.38737346,0.56209036,0.00000000
-5.65782891,1.29842581,0.31917614,0.22887063,0.00039064,0.15137870,0.34110334,0.42831922,0.61271136,0.00000000
-5.65182591,1.41593595,0.34617755,0.24676336,0.00043468,0.16260162,0.37184662,0.47277468,0.66460368,0.00000000
-5.64582291,1.53811467,0.37359542,0.26500427,0.00048356,0.17364145,0.40344611,0.52055008,0.71736835,0.00000000
-5.63981991,1.66409099,0.40120954,0.28342722,0.00053771,0.18436728,0.43564880,0.57139469,0.77057948,0.00000000
-5.63381691,1.79290069,0.42879061,0.30186054,0.00059764,0.19464860,0.46817700,0.62499607,0.82379083,0.00000000
-5.62781391,1.92349697,0.45610421,0.32013003,0.00066388,0.20435818,0.50073129,0.68098059,0.87654282,0.00000000
-5.62181091,2.05476273,0.48291469,0.33806181,0.00073695,0.21337478,0.53299419,0.73891540,0.92836957,0.00000000
-5.61580790,2.18552449,0.50898907,0.35548508,0.00081740,0.22158581,0.56463435,0.79831186,0.97880607,0.00000000
-5.60980490,2.31456781,0.53410075,0.37223468,0.00090571,0.22888959,0.59531129,0.85863058,1.02739519,0.00000000
-5.60380190,2.44065396,0.55803293,0.38815338,0.00100233,0.23519746,0.62468079,0.91928810,1.07369438,0.00000000
-5.59779890,2.56253783,0.58058171,0.40309396,0.00110760,0.24043537,0.65240067,0.97966509,1.11728217,0.00000000
-5.59179590,2.67898683,0.60155887,0.41692100,0.00122177,0.24454516,0.67813707,1.03911614,1.15776427,0.00000000
-5.58579290,2.78880064,0.62079428,0.42951253,0.00134489,0.24748539,0.70157105,1.09698068,1.19477934,0.00000000
-5.57978989,2.89083146,0.63813789,0.44076144,0.00147687,0.24923172,0.72240537,1.15259515,1.22800437,0.00000000
-5.57378689,2.98400451,0.65346145,0.45057678,0.00161738,0.24977698,0.74037139,1.20530585,1.25715970,0.00000000
-5.56778389,3.06733838,0.66665979,0.45888491,0.00176586,0.24913077,0.75523581,1.25448224,1.28201369,0.00000000
-5.56178089,3.13996472,0.67765193,0.46563061,0.00192150,0.24731886,0.76680702,1.29953037,1.30238688,0.00000000
-5.55577789,3.20114686,0.68638170,0.47077809,0.00208324,0.24438214,0.77494092,1.33990590,1.31815567,0.00000000
-5.54977489,3.25029670,0.69281827,0.47431189,0.00224973,0.24037552,0.77954584,1.37512647,1.32925542,0.00000000
-5.54377189,3.28698929,0.69695620,0.47623769,0.00241941,0.23536651,0.78058638,1.40478284,1.33568269,0.00000000
-5.53776888,3.31097456,0.69881534,0.47658294,0.00259047,0.22943365,0.77808594,1.42854862,1.33749665,0.00000000
-5.53176588,3.32218563,0.69844030,0.47539718,0.00276092,0.22266492,0.77212764,1.44618813,1.33481939,0.00000000
-5.52576288,3.32074316,0.69589961,0.47275215,0.00292861,0.21515595,0.76285360,1.45756216,1.32783490,0.00000000
-5.51975988,3.30695545,0.69128449,0.46874140,0.00309131,0.20700827,0.75046247,1.46263150,1.31678682,0.00000000
-5.51375688,3.28131399,0.68470731,0.46347947,0.00324672,0.19832751,0.73520510,1.46145793,1.30197458,0.00000000
-5.50775388,3.24448440,0.67629954,0.45710049,0.00339259,0.18922154,0.71737856,1.45420288,1.28374815,0.00000000
-5.50175088,3.19729289,0.66620943,0.44975625,0.00352674,0.17979875,0.69731859,1.44112358,1.26250135,0.00000000
-5.49574787,3.14070858,0.65459929,0.44161367,0.00364713,0.17016630,0.67539077,1.42256693,1.23866376,0.00000000
-5.48974487,3.07582214,0.64164247,0.43285168,0.00375194,0.16042849,0.65198063,1.39896134,1.21269170,0.00000000
-5.48374187,3.00382138,0.62752016,0.42365764,0.00383960,0.15068525,0.62748328,1.37080669,1.18505833,0.00000000
-5.47773887,2.92596489,0.61241807,0.41422341,0.00390882,0.14103073,0.60229272,1.33866283,1.15624334,0.00000000
-5.47173587,2.84355427,0.59652306,0.40474108,0.00395867,0.13155215,0.57679144,1.30313708,1.12672265,0.00000000
-5.46573287,2.75790633,0.58001990,0.39539871,0.00398856,0.12232879,0.55134071,1.26487094,1.09695852,0.00000000
-5.45972986,2.67032617,0.56308829,0.38637615,0.00399825,0.11343118,0.52627190,1.22452669,1.06739055,0.00000000
-5.45372686,2.58208197,0.54590018,0.37784102,0.00398789,0.10492062,0.50187918,1.18277418,1.03842786,0.00000000
-5.44772386,2.49438269,0.52861755,0.36994534,0.00395794,0.09684886,0.47841394,1.14027818,1.01044285,0.00000000
-5.44172086,2.40835908,0.51139077,0.36282260,0.00390922,0.08925808,0.45608104,1.09768685,0.98376680,0.00000000
-5.43571786,2.32504880,0.49435739,0.35658569,0.00384281,0.08218108,0.43503702,1.05562142,0.95868738,0.00000000
-5.42971486,2.24538578,0.47764167,0.35132555,0.00376006,0.07564173,0.41539020,1.01466756,0.93544804,0.00000000
-5.42371186,2.17019402,0.46135456,0.34711073,0.00366253,0.06965553,0.39720261,0.97536832,0.91424935,0.00000000
-5.41770885,2.10018546,0.44559422,0.34398779,0.00355192,0.06423037,0.38049363,0.93821901,0.89525175,0.00000000
-5.41170585,2.03596173,0.43044690,0.34198246,0.00343008,0.05936744,0.36524485,0.90366379,0.87857965,0.00000000
-5.40570285,1.97801886,0.41598812,0.34110137,0.00329890,0.05506207,0.35140610,0.87209388,0.86432630,0.00000000
-5.39969985,1.92675439,0.40228397,0.34133436,0.00316033,0.05130469,0.33890202,0.84384732,0.85255894,0.00000000
-5.39369685,1.88247584,0.38939239,0.34265706,0.00301629,0.04808169,0.32763904,0.81920979,0.84332378,0.00000000
-5.38769385,1.84540962,0.37736428,0.34503343,0.00286866,0.04537627,0.31751224,0.79841648,0.83665031,0.00000000
-5.38169085,1.81570943,0.36624424,0.34841838,0.00271923,0.04316903,0.30841176,0.78165439,0.83255448,0.00000000
-5.37568784,1.79346344,0.35607101,0.35275983,0.00256972,0.04143861,0.30022860,0.76906485,0.83104041,0.00000000
-5.36968484,1.77869939,0.34687729,0.35800049,0.00242170,0.04016201,0.29285936,0.76074605,0.83210048,0.00000000
-5.36368184,1.77138736,0.33868907,0.36407888,0.00227659,0.03931481,0.28620998,0.75675507,0.83571366,0.00000000
-5.35767884,1.77143989,0.33152455,0.37092977,0.00213567,0.03887126,0.28019824,0.75710952,0.84184205,0.00000000
-5.35167584,1.77870958,0.32539244,0.37848391,0.00200004,0.03880419,0.27475506,0.76178841,0.85042618,0.00000000
-5.34567284,1.79298446,0.32029011,0.38666714,0.00187064,0.03908484,0.26982465,0.77073243,0.86137900,0.00000000
-5.33966983,1.81398181,0.31620144,0.39539903,0.00174821,0.03968264,0.26536366,0.78384360,0.87457945,0.00000000
-5.33366683,1.84134110,0.31309475,0.40459117,0.00163331,0.04056488,0.26133946,0.80098451,0.88986596,0.00000000
-5.32766383,1.87461711,0.31092090,0.41414538,0.00152632,0.04169653,0.25772780,0.82197733,0.90703051,0.00000000
-5.32166083,1.91327415,0.30961187,0.42395201,0.00142744,0.04304003,0.25451010,0.84660296,0.92581407,0.00000000
-5.31565783,1.95668239,0.30907984,0.43388860,0.00133669,0.04455523,0.25167055,0.87460042,0.94590378,0.00000000
-5.30965483,2.00411729,0.30921721,0.44381918,0.00125394,0.04619945,0.24919332,0.90566707,0.96693251,0.00000000
-5.30365183,2.05476272,0.30989731,0.45359428,0.00117890,0.04792775,0.24706005,0.93945963,0.98848114,0.00000000
-5.29764882,2.10771847,0.31097625,0.46305189,0.00111116,0.04969334,0.24524782,0.97559642,1.01008379,0.00000000
-5.29164582,2.16201215,0.31229566,0.47201945,0.00105019,0.05144823,0.24372772,1.01366083,1.03123598,0.00000000
-5.28564282,2.21661561,0.31368638,0.48031679,0.00099535,0.05314396,0.24246404,1.05320616,1.05140561,0.00000000
-5.27963982,2.27046528,0.31497293,0.48776008,0.00094597,0.05473265,0.24141424,1.09376160,1.07004643,0.00000000
-5.27363682,2.32248588,0.31597864,0.49416654,0.00090130,0.05616794,0.24052955,1.13483944,1.08661339,0.00000000
-5.26763382,2.37161639,0.31653119,0.49935977,0.00086059,0.05740622,0.23975615,1.17594300,1.10057922,0.00000000
-5.26163082,2.41683719,0.31646829,0.50317546,0.00082309,0.05840771,0.23903687,1.21657518,1.11145160,0.00000000
-5.25562781,2.45719708,0.31564323,0.50546709,0.00078809,0.05913758,0.23831327,1.25624706,1.11878993,0.00000000
-5.24962481,2.49183878,0.31393007,0.50611142,0.00075491,0.05956695,0.23752780,1.29448639,1.12222088,0.00000000
-5.24362181,2.52002163,0.31122813,0.50501348,0.00072296,0.05967374,0.23662614,1.33084532,1.12145205,0.00000000
-5.23761881,2.54114047,0.30746558,0.50211059,0.00069171,0.05944331,0.23555927,1.36490723,1.11628292,0.00000000
-5.23161581,2.55473950,0.30260201,0.49737547,0.00066075,0.05886888,0.23428538,1.39629229,1.10661257,0.00000000
-5.22561281,2.56052072,0.29662974,0.49081798,0.00062973,0.05795164,0.23277127,1.42466152,1.09244372,0.00000000
-5.21960980,2.55834640,0.28957382,0.48248555,0.00059844,0.05670069,0.23099339,1.44971934,1.07388300,0.00000000
-5.21360680,2.54823563,0.28149088,0.47246217,0.00056675,0.05513262,0.22893822,1.47121445,1.05113730,0.00000000
-5.20760380,2.53035523,0.27246663,0.46086611,0.00053461,0.05327082,0.22660223,1.48893933,1.02450644,0.00000000
-5.20160080,2.50500566,0.26261236,0.44784622,0.00050207,0.05114471,0.22399121,1.50272844,0.99437255,0.00000000
-5.19559780,2.47260269,0.25206054,0.43357731,0.00046924,0.04878862,0.22111918,1.51245542,0.96118662,0.00000000
-5.18959480,2.43365598,0.24095966,0.41825453,0.00043630,0.04624065,0.21800687,1.51802969,0.92545293,0.00000000
-5.18359180,2.38874574,0.22946871,0.40208726,0.00040345,0.04354142,0.21467994,1.51939266,0.88771195,0.00000000
-5.17758879,2.33849863,0.21775143,0.38529255,0.00037094,0.04073279,0.21116705,1.51651417,0.84852271,0.00000000
-5.17158579,2.28356417,0.20597065,0.36808864,0.00033903,0.03785662,0.20749780,1.50938917,0.80844507,0.00000000
-5.16558279,2.22459272,0.19428287,0.35068862,0.00030795,0.03495361,0.20370083,1.49803522,0.76802298,0.00000000
-5.15957979,2.16221598,0.18283345,0.33329462,0.00027796,0.03206224,0.19980204,1.48249078,0.72776902,0.00000000
-5.15357679,2.09703079,0.17175244,0.31609265,0.00024928,0.02921793,0.19582315,1.46281454,0.68815108,0.00000000
-5.14757379,2.02958668,0.16115123,0.29924837,0.00022209,0.02645230,0.19178053,1.43908575,0.64958137,0.00000000
-5.14157079,1.96037734,0.15112015,0.28290380,0.00019654,0.02379265,0.18768453,1.41140540,0.61240819,0.00000000
-5.13556778,1.88983629,0.14172696,0.26717506,0.00017277,0.02126169,0.18353916,1.37989817,0.57691052,0.00000000
-5.12956478,1.81833618,0.13301640,0.25215128,0.00015083,0.01887735,0.17934224,1.34471481,0.54329557,0.00000000
-5.12356178,1.74619151,0.12501053,0.23789447,0.00013078,0.01665284,0.17508597,1.30603466,0.51169900,0.00000000
-5.11755878,1.67366425,0.11770996,0.22444038,0.00011260,0.01459689,0.17075781,1.26406798,0.48218783,0.00000000
-5.11155578,1.60097147,0.11109578,0.21180029,0.00009628,0.01271402,0.16634170,1.21905776,0.45476547,0.00000000
-5.10555278,1.52829445,0.10513207,0.19996346,0.00008175,0.01100499,0.16181948,1.17128063,0.42937879,0.00000000
-5.09954977,1.45578847,0.09976883,0.18890020,0.00006892,0.00946727,0.15717242,1.12104671,0.40592648,0.00000000
-5.09354677,1.38359252,0.09494525,0.17856540,0.00005770,0.00809563,0.15238286,1.06869813,0.38426856,0.00000000
-5.08754377,1.31183849,0.09059306,0.16890220,0.00004796,0.00688263,0.14743571,1.01460618,0.36423641,0.00000000
-5.08154077,1.24065912,0.08663987,0.15984587,0.00003958,0.00581922,0.14231993,0.95916704,0.34564288,0.00000000
-5.07553777,1.17019448,0.08301244,0.15132753,0.00003244,0.00489524,0.13702974,0.90279624,0.32829222,0.00000000
-5.06953477,1.10059666,0.07963962,0.14327771,0.00002639,0.00409992,0.13156562,0.84592195,0.31198927,0.00000000
-5.06353177,1.03203262,0.07645498,0.13562955,0.00002132,0.00342227,0.12593502,0.78897744,0.29654780,0.00000000
-5.05752876,0.96468511,0.07339904,0.12832160,0.00001710,0.00285155,0.12015275,0.73239298,0.28179758,0.00000000
-5.05152576,0.89875192,0.07042099,0.12130010,0.00001362,0.00237750,0.11424106,0.67658752,0.26759022,0.00000000
-5.04552276,0.83444358,0.06747995,0.11452074,0.00001077,0.00199065,0.10822941,0.62196056,0.25380345,0.00000000
-5.03951976,0.77197976,0.06454574,0.10794987,0.00000845,0.00168250,0.10215398,0.56888451,0.24034397,0.00000000
-5.03351676,0.71158486,0.06159915,0.10156510,0.00000659,0.00144571,0.09605687,0.51769787,0.22714883,0.00000000
-5.02751376,0.65348293,0.05863176,0.09535543,0.00000510,0.00127414,0.08998519,0.46869954,0.21418546,0.00000000
-5.02151076,0.59789237,0.05564539,0.08932086,0.00000392,0.00116295,0.08398992,0.42214436,0.20145042,0.00000000
-5.01550775,0.54502072,0.05265121,0.08347161,0.00000300,0.00110862,0.07812469,0.37824013,0.18896709,0.00000000
-5.00950475,0.49505972,0.04966854,0.07782693,0.00000228,0.00110887,0.07244452,0.33714613,0.17678252,0.00000000
-5.00350175,0.44818092,0.04672348,0.07241371,0.00000172,0.00116269,0.06700454,0.29897299,0.16496354,0.00000000
-4.99749875,0.40453205,0.04384741,0.06726482,0.00000130,0.00127016,0.06185877,0.26378405,0.15359247,0.00000000
-4.99149575,0.36423405,0.04107537,0.06241738,0.00000099,0.00143244,0.05705892,0.23159788,0.14276251,0.00000000
-4.98549275,0.32737904,0.03844452,0.05791098,0.00000077,0.00165150,0.05265333,0.20239180,0.13257314,0.00000000
-4.97948974,0.29402898,0.03599255,0.05378589,0.00000061,0.00193007,0.04868597,0.17610632,0.12312555,0.00000000
-4.97348674,0.26421521,0.03375623,0.05008138,0.00000052,0.00227134,0.04519560,0.15265003,0.11451831,0.00000000
-4.96748374,0.23793853,0.03177006,0.04683415,0.00000048,0.00267880,0.04221503,0.13190490,0.10684344,0.00000000
-4.96148074,0.21516986,0.03006508,0.04407690,0.00000049,0.00315593,0.03977044,0.11373169,0.10018286,0.00000000
-4.95547774,0.19585141,0.02866785,0.04183711,0.00000055,0.00370597,0.03788087,0.09797526,0.09460534,0.00000000
-4.94947474,0.17989807,0.02759953,0.04013600,0.00000067,0.00433162,0.03655781,0.08446960,0.09016397,0.00000000
-4.94347174,0.16719912,0.02687524,0.03898772,0.00000085,0.00503475,0.03580480,0.07304259,0.08689419,0.00000000
-4.93746873,0.15762010,0.02650352,0.03839879,0.00000112,0.00581607,0.03561726,0.06352010,0.08481234,0.00000000
-4.93146573,0.15100483,0.02648597,0.03836768,0.00000149,0.00667491,0.03598226,0.05572970,0.08391474,0.00000000
-4.92546273,0.14717752,0.02681712,0.03888473,0.00000198,0.00760889,0.03687856,0.04950378,0.08417734,0.00000000
-4.91945973,0.14594506,0.02748440,0.03993225,0.00000263,0.00861375,0.03827664,0.04468209,0.08555587,0.00000000
-4.91345673,0.14709954,0.02846830,0.04148488,0.00000348,0.00968317,0.04013897,0.04111380,0.08798650,0.00000000
-4.90745373,0.15042096,0.02974275,0.04351015,0.00000457,0.01080864,0.04242039,0.03865911,0.09138705,0.00000000
-4.90145073,0.15568032,0.03127563,0.04596938,0.00000596,0.01197945,0.04506870,0.03719048,0.09565869,0.00000000
-4.89544772,0.16264303,0.03302943,0.04881870,0.00000773,0.01318278,0.04802549,0.03659352,0.10068812,0.00000000
-4.88944472,0.17107280,0.03496212,0.05201036,0.00000996,0.01440376,0.05122711,0.03676763,0.10635024,0.00000000
-4.88344172,0.18073590,0.03702817,0.05549422,0.00001273,0.01562582,0.05460594,0.03762645,0.11251132,0.00000000
-4.87743872,0.19140579,0.03917973,0.05921942,0.00001616,0.01683096,0.05809186,0.03909817,0.11903245,0.00000000
-4.87143572,0.20286815,0.04136789,0.06313612,0.00002036,0.01800019,0.06161385,0.04112562,0.12577340,0.00000000
-4.86543272,0.21492600,0.04354411,0.06719734,0.00002547,0.01911407,0.06510182,0.04366633,0.13259670,0.00000000
-4.85942971,0.22740489,0.04566170,0.07136081,0.00003165,0.02015321,0.06848853,0.04669243,0.13937180,0.00000000
-4.85342671,0.24015789,0.04767729,0.07559062,0.00003903,0.02109895,0.07171150,0.05019035,0.14597924,0.00000000
-4.84742371,0.25307015,0.04955238,0.07985884,0.00004780,0.02193391,0.07471494,0.05416038,0.15231460,0.00000000
-4.84142071,0.26606279,0.05125470,0.08414678,0.00005811,0.02264262,0.07745157,0.05861596,0.15829222,0.00000000
-4.83541771,0.27909583,0.05275964,0.08844590,0.00007014,0.02321215,0.07988417,0.06358277,0.16384825,0.00000000
-4.82941471,0.29217003,0.05405134,0.09275840,0.00008406,0.02363254,0.08198697,0.06909744,0.16894326,0.00000000
-4.82341171,0.30532741,0.05512374,0.09709727,0.00010002,0.02389733,0.08374661,0.07520603,0.17356389,0.00000000
-4.81740870,0.31865032,0.05598129,0.10148586,0.00011817,0.02400383,0.08516271,0.08196220,0.17772376,0.00000000
-4.81140570,0.33225902,0.05663950,0.10595701,0.00013861,0.02395339,0.08624806,0.08942503,0.18146335,0.00000000
-4.80540270,0.34630793,0.05712517,0.11055163,0.00016142,0.02375149,0.08702827,0.09765674,0.18484890,0.00000000
-4.79939970,0.36098050,0.05747637,0.11531703,0.00018666,0.02340774,0.08754102,0.10672012,0.18797048,0.00000000
-4.79339670,0.37648308,0.05774213,0.12030475,0.00021431,0.02293575,0.08783489,0.11667606,0.19093902,0.00000000
-4.78739370,0.39303802,0.05798200,0.12556837,0.00024430,0.02235286,0.08796773,0.12758105,0.19388269,0.00000000
-4.78139070,0.41087634,0.05826522,0.13116116,0.00027652,0.02167986,0.08800481,0.13948487,0.19694266,0.00000000
-4.77538769,0.43023041,0.05866984,0.13713386,0.00031078,0.02094050,0.08801667,0.15242873,0.20026838,0.00000000
-4.76938469,0.45132694,0.05928164,0.14353265,0.00034683,0.02016110,0.08807688,0.16644365,0.20401269,0.00000000
-4.76338169,0.47438074,0.06019292,0.15039761,0.00038433,0.01936998,0.08825970,0.18154960,0.20832696,0.00000000
-4.75737869,0.49958951,0.06150115,0.15776151,0.00042291,0.01859693,0.08863782,0.19775505,0.21335629,0.00000000
-4.75137569,0.52712988,0.06330758,0.16564929,0.00046211,0.01787269,0.08928025,0.21505730,0.21923528,0.00000000
-4.74537269,0.55715486,0.06571574,0.17407816,0.00050144,0.01722838,0.09025040,0.23344331,0.22608420,0.00000000
-4.73936968,0.58979265,0.06882981,0.18305824,0.00054036,0.01669500,0.09160444,0.25289112,0.23400594,0.00000000
-4.73336668,0.62514675,0.07275294,0.19259390,0.00057829,0.01630287,0.09339002,0.27337161,0.24308367,0.00000000
-4.72736368,0.66329710,0.07758540,0.20268553,0.00061467,0.01608121,0.09564524,0.29485057,0.25337926,0.00000000
-4.72136068,0.70430190,0.08342264,0.21333160,0.00064891,0.01605758,0.09839809,0.31729069,0.26493262,0.00000000
-4.71535768,0.74819972,0.09035311,0.22453102,0.00068045,0.01625744,0.10166609,0.34065338,0.27776156,0.00000000
-4.70935468,0.79501146,0.09845596,0.23628538,0.00070879,0.01670366,0.10545635,0.36490015,0.29186253,0.00000000
-4.70335168,0.84474161,0.10779859,0.24860103,0.00073347,0.01741604,0.10976582,0.38999329,0.30721165,0.00000000
-4.69734867,0.89737852,0.11843403,0.26149058,0.00075408,0.01841083,0.11458175,0.41589570,0.32376633,0.00000000
-4.69134567,0.95289325,0.13039824,0.27497398,0.00077033,0.01970023,0.11988235,0.44256969,0.34146699,0.00000000
-4.68534267,1.01123678,0.14370743,0.28907858,0.00078200,0.02129190,0.12563751,0.46997484,0.36023896,0.00000000
-4.67933967,1.07233566,0.15835540,0.30383844,0.00078898,0.02318852,0.13180965,0.49806478,0.37999435,0.00000000
-4.67333667,1.13608599,0.17431123,0.31929265,0.00079123,0.02538734,0.13835447,0.52678309,0.40063376,0.00000000
-4.66733367,1.20234618,0.19151718,0.33548262,0.00078886,0.02787985,0.14522187,0.55605861,0.42204782,0.00000000
-4.66133067,1.27092890,0.20988727,0.35244863,0.00078204,0.03065149,0.15235668,0.58580036,0.44411851,0.00000000
-4.65532766,1.34159280,0.22930644,0.37022554,0.00077103,0.03368152,0.15969949,0.61589248,0.46672018,0.00000000
-4.64932466,1.41403467,0.24963059,0.38883806,0.00075616,0.03694305,0.16718742,0.64618970,0.48972036,0.00000000
-4.64332166,1.48788290,0.27068761,0.40829563,0.00073784,0.04040326,0.17475485,0.67651358,0.51298040,0.00000000
