energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,5.25034033,0.07733307,0.55102346,0.02093805,0.00000000,0.08168510,2.36191469,0.90800977,0.87516717
-5.99399700,5.31593666,0.07812627,0.54977743,0.02132734,0.00000000,0.08172395,2.40376085,0.92417087,0.88704828
-5.98799400,5.36969850,0.07867491,0.54809950,0.02165046,0.00000000,0.08160629,2.43912639,0.93861455,0.89787680
-5.98199100,5.41210995,0.07898312,0.54615745,0.02190953,0.00000000,0.08133587,2.46807210,0.95158201,0.90775002
-5.97598799,5.44394008,0.07905953,0.54411573,0.02210832,0.00000000,0.08091743,2.49083823,0.96338596,0.91678259
-5.96998499,5.46624462,0.07891741,0.54213159,0.02225214,0.00000000,0.08035694,2.50785117,0.97440688,0.92510544
-5.96398199,5.48036160,0.07857459,0.54035176,0.02234774,0.00000000,0.07966183,2.51972557,0.98508737,0.93286478
-5.95797899,5.48790055,0.07805345,0.53891002,0.02240308,0.00000000,0.07884131,2.52726113,0.99592478,0.94022121
-5.95197599,5.49072487,0.07738062,0.53792546,0.02242719,0.00000000,0.07790661,2.53143422,1.00746214,0.94734895
-5.94597299,5.49092741,0.07658676,0.53750174,0.02242989,0.00000000,0.07687130,2.53338388,1.02027762,0.95443502
-5.93996998,5.49079907,0.07570612,0.53772700,0.02242161,0.00000000,0.07575149,2.53439242,1.03497261,0.96167843
-5.93396698,5.49279053,0.07477606,0.53867459,0.02241311,0.00000000,0.07456599,2.53586084,1.05215862,0.96928904
-5.92796398,5.49946733,0.07383644,0.54040422,0.02241525,0.00000000,0.07333640,2.53927922,1.07244317,0.97748607
-5.92196098,5.51345839,0.07292896,0.54296351,0.02243875,0.00000000,0.07208705,2.54619282,1.09641480,0.98649597
-5.91595798,5.53739871,0.07209640,0.54638961,0.02249392,0.00000000,0.07084489,2.55816426,1.12462746,0.99654949
-5.90995498,5.57386660,0.07138174,0.55071068,0.02259043,0.00000000,0.06963913,2.57673265,1.15758447,1.00787782
-5.90395198,5.62531645,0.07082723,0.55594699,0.02273707,0.00000000,0.06850081,2.60337052,1.19572231,1.02070762
-5.89794897,5.69400815,0.07047343,0.56211156,0.02294150,0.00000000,0.06746222,2.63943941,1.23939457,1.03525490
-5.89194597,5.78193459,0.07035813,0.56920996,0.02321001,0.00000000,0.06655611,2.68614541,1.28885639,1.05171779
-5.88594297,5.89074891,0.07051524,0.57723949,0.02354732,0.00000000,0.06581484,2.74449562,1.34424979,1.07026829
-5.87993997,6.02169364,0.07097373,0.58618750,0.02395636,0.00000000,0.06526940,2.81525701,1.40559049,1.09104322
-5.87393697,6.17553409,0.07175652,0.59602904,0.02443808,0.00000000,0.06494833,2.89891881,1.47275659,1.11413475
-5.86793397,6.35249840,0.07287940,0.60672399,0.02499128,0.00000000,0.06487659,2.99565997,1.54547973,1.13958085
-5.86193097,6.55222711,0.07435010,0.61821384,0.02561250,0.00000000,0.06507452,3.10532288,1.62333933,1.16735619
-5.85592796,6.77373490,0.07616747,0.63041840,0.02629594,0.00000000,0.06555673,3.22739474,1.70576035,1.19736402
-5.84992496,7.01538693,0.07832079,0.64323285,0.02703346,0.00000000,0.06633119,3.36099765,1.79201504,1.22942957
-5.84392196,7.27489242,0.08078932,0.65652530,0.02781459,0.00000000,0.06739842,3.50488840,1.88122912,1.26329562
-5.83791896,7.54931702,0.08354215,0.67013518,0.02862668,0.00000000,0.06875087,3.65746869,1.97239254,1.29862051
-5.83191596,7.83511550,0.08653833,0.68387295,0.02945507,0.00000000,0.07037264,3.81680617,2.06437491,1.33497929
-5.82591296,8.12818526,0.08972729,0.69752101,0.03028342,0.00000000,0.07223930,3.98066634,2.15594545,1.37186798
-5.81990995,8.42394055,0.09304967,0.71083623,0.03109400,0.00000000,0.07431822,4.14655509,2.24579721,1.40871135
-5.81390695,8.71740627,0.09643846,0.72355403,0.03186818,0.00000000,0.07656900,4.31177094,2.33257502,1.44487402
-5.80790395,9.00332952,0.09982050,0.73539398,0.03258688,0.00000000,0.07894439,4.47346604,2.41490642,1.47967476
-5.80190095,9.27630603,0.10311828,0.74606686,0.03323111,0.00000000,0.08139140,4.62871432,2.49143482,1.51240359
-5.79589795,9.53091803,0.10625202,0.75528287,0.03378257,0.00000000,0.08385267,4.77458490,2.56085386,1.54234126
-5.78989495,9.76187940,0.10914191,0.76276080,0.03422416,0.00000000,0.08626815,4.90821860,2.62194189,1.56878029
-5.78389195,9.96418331,0.11171055,0.76823769,0.03454061,0.00000000,0.08857683,5.02690532,2.67359554,1.59104696
-5.77788894,10.13324761,0.11388530,0.77147874,0.03471898,0.00000000,0.09071870,5.12815963,2.71486126,1.60852341
-5.77188594,10.26505286,0.11560073,0.77228689,0.03474910,0.00000000,0.09263662,5.20979219,2.74496377,1.62066889
-5.76588294,10.35626812,0.11680073,0.77051179,0.03462401,0.00000000,0.09427825,5.26997455,2.76333063,1.62703946
-5.75987994,10.40435996,0.11744056,0.76605764,0.03434020,0.00000000,0.09559787,5.30729517,2.76961203,1.62730522
-5.75387694,10.40768077,0.11748837,0.75888970,0.03389784,0.00000000,0.09655794,5.32080454,2.76369517,1.62126445
-5.74787394,10.36553285,0.11692648,0.74903899,0.03330086,0.00000000,0.09713052,5.31004797,2.74571303,1.60885398
-5.74187094,10.27820612,0.11575203,0.73660512,0.03255683,0.00000000,0.09729834,5.27508471,2.71604694,1.59015543
-5.73586793,10.14698751,0.11397725,0.72175694,0.03167687,0.00000000,0.09705554,5.21649273,2.67532323,1.56539689
-5.72986493,9.97414172,0.11162912,0.70473108,0.03067533,0.00000000,0.09640811,5.13535888,2.62440391,1.53495004
