energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.54977489,1.57119860,0.46320064,0.33242370,0.00104605,0.23469953,0.84666883,0.00000000,0.57877679,0.29939366
-5.54377189,1.59804242,0.47363859,0.33179012,0.00098264,0.23835982,0.86038277,0.00000000,0.59452620,0.30594828
-5.53776888,1.62278964,0.48262269,0.33067295,0.00092572,0.24110597,0.87240718,0.00000000,0.60922743,0.31271158
-5.53176588,1.64501525,0.49008045,0.32901885,0.00087508,0.24292847,0.88257161,0.00000000,0.62271877,0.31953784
-5.52576288,1.66430296,0.49595702,0.32678422,0.00083041,0.24382918,0.89072280,0.00000000,0.63483850,0.32627026
-5.51975988,1.68024926,0.50021370,0.32393547,0.00079132,0.24382003,0.89672475,0.00000000,0.64542569,0.33274409
-5.51375688,1.69246829,0.50282632,0.32044907,0.00075734,0.24292148,0.90045888,0.00000000,0.65432150,0.33879033
-5.50775388,1.70059772,0.50378388,0.31631138,0.00072797,0.24116091,0.90182451,0.00000000,0.66137132,0.34423986
-5.50175088,1.70430618,0.50308754,0.31151839,0.00070272,0.23857123,0.90074010,0.00000000,0.66642756,0.34892800
-5.49574787,1.70330212,0.50075011,0.30607559,0.00068113,0.23518948,0.89714527,0.00000000,0.66935338,0.35269952
-5.48974487,1.69734428,0.49679621,0.29999784,0.00066278,0.23105588,0.89100369,0.00000000,0.67002713,0.35541379
-5.48374187,1.68625343,0.49126301,0.29330956,0.00064733,0.22621309,0.88230686,0.00000000,0.66834745,0.35695006
-5.47773887,1.66992481,0.48420148,0.28604498,0.00063452,0.22070581,0.87107866,0.00000000,0.66423870,0.35721261
-5.47173587,1.64834083,0.47567817,0.27824865,0.00062422,0.21458071,0.85738014,0.00000000,0.65765652,0.35613554
-5.46573287,1.62158303,0.46577705,0.26997609,0.00061641,0.20788663,0.84131450,0.00000000,0.64859313,0.35368701
-5.45972986,1.58984255,0.45460148,0.26129436,0.00061121,0.20067494,0.82303160,0.00000000,0.63708188,0.34987273
-5.45372686,1.55342829,0.44227578,0.25228268,0.00060887,0.19299998,0.80273158,0.00000000,0.62320091,0.34473837
-5.44772386,1.51277175,0.42894636,0.24303278,0.00060977,0.18491961,0.78066727,0.00000000,0.60707536,0.33837093
-5.44172086,1.46842808,0.41478202,0.23364904,0.00061445,0.17649550,0.75714474,0.00000000,0.58887802,0.33089866
-5.43571786,1.42107272,0.39997337,0.22424815,0.00062356,0.16779341,0.73252192,0.00000000,0.56882815,0.32248982
-5.42971486,1.37149329,0.38473105,0.21495833,0.00063784,0.15888308,0.70720494,0.00000000,0.54718842,0.31334994
-5.42371186,1.32057693,0.36928294,0.20591807,0.00065817,0.14983796,0.68164210,0.00000000,0.52425997,0.30371784
-5.41770885,1.26929304,0.35387016,0.19727429,0.00068545,0.14073450,0.65631560,0.00000000,0.50037586,0.29386042
-5.41170585,1.21867214,0.33874209,0.18917994,0.00072064,0.13165131,0.63173120,0.00000000,0.47589292,0.28406650
-5.40570285,1.16978149,0.32415051,0.18179125,0.00076472,0.12266783,0.60840613,0.00000000,0.45118256,0.27463982
-5.39969985,1.12369825,0.31034318,0.17526444,0.00081863,0.11386303,0.58685561,0.00000000,0.42662085,0.26589141
-5.39369685,1.08148140,0.29755696,0.16975226,0.00088322,0.10531379,0.56757868,0.00000000,0.40257824,0.25813183
-5.38769385,1.04414332,0.28601104,0.16540026,0.00095925,0.09709333,0.55104365,0.00000000,0.37940956,0.25166322
-5.38169085,1.01262221,0.27590035,0.16234311,0.00104733,0.08926961,0.53767401,0.00000000,0.35744443,0.24677169
-5.37568784,0.98775631,0.26738960,0.16070095,0.00114786,0.08190388,0.52783518,0.00000000,0.33697889,0.24372015
-5.36968484,0.97026105,0.26060818,0.16057596,0.00126100,0.07504936,0.52182275,0.00000000,0.31826813,0.24274188
-5.36368184,0.96070963,0.25564622,0.16204924,0.00138665,0.06875025,0.51985263,0.00000000,0.30152094,0.24403499
-5.35767884,0.95951794,0.25255196,0.16517823,0.00152440,0.06304089,0.52205350,0.00000000,0.28689585,0.24775789
-5.35167584,0.96693421,0.25133052,0.16999448,0.00167351,0.05794538,0.52846190,0.00000000,0.27449910,0.25402603
-5.34567284,0.98303360,0.25194425,0.17650219,0.00183290,0.05347738,0.53902004,0.00000000,0.26438440,0.26290977
-5.33966983,1.00771789,0.25431456,0.18467724,0.00200114,0.04964030,0.55357655,0.00000000,0.25655448,0.27443365
-5.33366683,1.04072022,0.25832521,0.19446698,0.00217646,0.04642774,0.57189000,0.00000000,0.25096407,0.28857692
-5.32766383,1.08161462,0.26382690,0.20579070,0.00235678,0.04382413,0.59363518,0.00000000,0.24752438,0.30527539
-5.32166083,1.12982996,0.27064299,0.21854077,0.00253972,0.04180569,0.61841186,0.00000000,0.24610852,0.32442449
-5.31565783,1.18466787,0.27857615,0.23258449,0.00272265,0.04034137,0.64575570,0.00000000,0.24655781,0.34588352
-5.30965483,1.24532405,0.28741563,0.24776655,0.00290276,0.03939409,0.67515111,0.00000000,0.24868866,0.36948087
-5.30365183,1.31091223,0.29694483,0.26391217,0.00307712,0.03892188,0.70604542,0.00000000,0.25229955,0.39502020
-5.29764882,1.38049012,0.30694897,0.28083074,0.00324275,0.03887910,0.73786410,0.00000000,0.25717819,0.42228724
-5.29164582,1.45308653,0.31722246,0.29831998,0.00339670,0.03921770,0.77002649,0.00000000,0.26310829,0.45105712
-5.28564282,1.52772874,0.32757570,0.31617047,0.00353612,0.03988831,0.80196148,0.00000000,0.26987596,0.48110187
-5.27963982,1.60346934,0.33784104,0.33417050,0.00365839,0.04084135,0.83312279,0.00000000,0.27727551,0.51219784
-5.27363682,1.67941169,0.34787767,0.35211110,0.00376115,0.04202802,0.86300330,0.00000000,0.28511448,0.54413277
-5.26763382,1.75473297,0.35757527,0.36979107,0.00384241,0.04340118,0.89114800,0.00000000,0.29321783,0.57671215
-5.26163082,1.82870420,0.36685617,0.38702188,0.00390057,0.04491607,0.91716514,0.00000000,0.30143131,0.60976452
-5.25562781,1.90070640,0.37567604,0.40363237,0.00393451,0.04653098,0.94073541,0.00000000,0.30962379,0.64314546
-5.24962481,1.97024218,0.38402310,0.41947289,0.00394363,0.04820776,0.96161855,0.00000000,0.31768874,0.67674005
-5.24362181,2.03694245,0.39191579,0.43441897,0.00392783,0.04991213,0.97965761,0.00000000,0.32554475,0.71046341
-5.23761881,2.10056780,0.39939909,0.44837412,0.00388754,0.05161394,0.99478038,0.00000000,0.33313514,0.74425940
-5.23161581,2.16100441,0.40653967,0.46127183,0.00382368,0.05328728,1.00699824,0.00000000,0.34042677,0.77809734
-5.22561281,2.21825482,0.41342004,0.47307655,0.00373766,0.05491038,1.01640237,0.00000000,0.34740806,0.81196684
-5.21960980,2.27242366,0.42013207,0.48378365,0.00363131,0.05646553,1.02315753,0.00000000,0.35408630,0.84587081
-5.21360680,2.32369915,0.42677013,0.49341832,0.00350679,0.05793872,1.02749369,0.00000000,0.36048449,0.87981722
-5.20760380,2.37233107,0.43342411,0.50203340,0.00336659,0.05931934,1.02969580,0.00000000,0.36663758,0.91380969
-5.20160080,2.41860629,0.44017288,0.50970626,0.00321336,0.06059966,1.03009214,0.00000000,0.37258847,0.94783765
-5.19559780,2.46282303,0.44707831,0.51653479,0.00304989,0.06177437,1.02904164,0.00000000,0.37838384,0.98186649
-5.18959480,2.50526508,0.45418022,0.52263272,0.00287901,0.06284003,1.02692068,0.00000000,0.38406992,1.01582838
-5.18359180,2.54617723,0.46149249,0.52812438,0.00270348,0.06379446,1.02410981,0.00000000,0.38968838,1.04961437
-5.17758879,2.58574331,0.46900060,0.53313918,0.00252597,0.06463628,1.02098081,0.00000000,0.39527256,1.08306819
-5.17158579,2.62406775,0.47666059,0.53780595,0.00234894,0.06536439,1.01788466,0.00000000,0.40084409,1.11598248
-5.16558279,2.66116173,0.48439960,0.54224745,0.00217462,0.06597758,1.01514053,0.00000000,0.40641012,1.14809762
-5.15957979,2.69693456,0.49211782,0.54657519,0.00200496,0.06647417,1.01302636,0.00000000,0.41196122,1.17910353
-5.15357679,2.73119069,0.49969186,0.55088483,0.00184160,0.06685182,1.01177101,0.00000000,0.41747006,1.20864441
-5.14757379,2.76363241,0.50697930,0.55525219,0.00168585,0.06710743,1.01154838,0.00000000,0.42289092,1.23632642
-5.14157079,2.79386808,0.51382405,0.55973019,0.00153872,0.06723716,1.01247329,0.00000000,0.42816008,1.26172799
-5.13556778,2.82142522,0.52006248,0.56434656,0.00140088,0.06723652,1.01459938,0.00000000,0.43319704,1.28441228
-5.12956478,2.84576784,0.52552968,0.56910263,0.00127271,0.06710061,1.01791873,0.00000000,0.43790650,1.30394130
-5.12356178,2.86631691,0.53006580,0.57397300,0.00115435,0.06682444,1.02236334,0.00000000,0.44218107,1.31989096
-5.11755878,2.88247287,0.53352197,0.57890611,0.00104568,0.06640322,1.02780797,0.00000000,0.44590456,1.33186633
-5.11155578,2.89363892,0.53576556,0.58382577,0.00094640,0.06583282,1.03407452,0.00000000,0.44895567,1.33951640
-5.10555278,2.89924407,0.53668461,0.58863334,0.00085608,0.06511008,1.04093750,0.00000000,0.45121203,1.34254744
-5.09954977,2.89876462,0.53619117,0.59321065,0.00077414,0.06423320,1.04813044,0.00000000,0.45255425,1.34073461
-5.09354677,2.89174338,0.53422349,0.59742348,0.00069996,0.06320208,1.05535317,0.00000000,0.45287004,1.33393096
-5.08754377,2.87780563,0.53074696,0.60112541,0.00063286,0.06201849,1.06227961,0.00000000,0.45205799,1.32207361
-5.08154077,2.85667151,0.52575402,0.60416209,0.00057217,0.06068630,1.06856600,0.00000000,0.45003108,1.30518681
-5.07553777,2.82816440,0.51926289,0.60637556,0.00051723,0.05921151,1.07385947,0.00000000,0.44671965,1.28338186
-5.06953477,2.79221546,0.51131549,0.60760882,0.00046740,0.05760223,1.07780663,0.00000000,0.44207382,1.25685388
-5.06353177,2.74886424,0.50197464,0.60771025,0.00042211,0.05586856,1.08006221,0.00000000,0.43606529,1.22587580
-5.05752876,2.69825602,0.49132077,0.60653805,0.00038085,0.05402244,1.08029755,0.00000000,0.42868835,1.19078991
-5.05152576,2.64063625,0.47944843,0.60396438,0.00034316,0.05207729,1.07820881,0.00000000,0.41996035,1.15199746
-5.04552276,2.57634272,0.46646273,0.59987935,0.00030865,0.05004780,1.07352472,0.00000000,0.40992137,1.10994689
-5.03951976,2.50579609,0.45247602,0.59419455,0.00027699,0.04794953,1.06601382,0.00000000,0.39863334,1.06512123
-5.03351676,2.42948962,0.43760479,0.58684632,0.00024792,0.04579855,1.05549097,0.00000000,0.38617854,1.01802535
-5.02751376,2.34797835,0.42196715,0.57779844,0.00022121,0.04361113,1.04182298,0.00000000,0.37265771,0.96917350
-5.02151076,2.26186866,0.40568080,0.56704442,0.00019668,0.04140338,1.02493330,0.00000000,0.35818771,0.91907772
-5.01550775,2.17180820,0.38886147,0.55460918,0.00017418,0.03919099,1.00480555,0.00000000,0.34289889,0.86823748
-5.00950475,2.07847688,0.37162205,0.54055015,0.00015359,0.03698898,0.98148575,0.00000000,0.32693233,0.81713077
-5.00350175,1.98257877,0.35407210,0.52495779,0.00013480,0.03481156,0.95508338,0.00000000,0.31043697,0.76620703
-4.99749875,1.88483508,0.33631775,0.50795544,0.00011772,0.03267198,0.92577087,0.00000000,0.29356674,0.71588177
-4.99149575,1.78597824,0.31846198,0.48969861,0.00010227,0.03058249,0.89378183,0.00000000,0.27647783,0.66653304
-4.98549275,1.68674676,0.30060501,0.47037353,0.00008835,0.02855433,0.85940779,0.00000000,0.25932602,0.61849954
-4.97948974,1.58788087,0.28284480,0.45019522,0.00007590,0.02659780,0.82299370,0.00000000,0.24226437,0.57208024
-4.97348674,1.49011856,0.26527746,0.42940487,0.00006481,0.02472234,0.78493216,0.00000000,0.22544106,0.52753531
-4.96748374,1.39419180,0.24799762,0.40826676,0.00005501,0.02293660,0.74565653,0.00000000,0.20899753,0.48508798
-4.96148074,1.30082278,0.23109851,0.38706461,0.00004640,0.02124860,0.70563318,0.00000000,0.19306700,0.44492717
-4.95547774,1.21071982,0.21467189,0.36609752,0.00003889,0.01966587,0.66535293,0.00000000,0.17777314,0.40721056
-4.94947474,1.12457282,0.19880768,0.34567545,0.00003238,0.01819549,0.62532199,0.00000000,0.16322916,0.37206781
-4.94347174,1.04304812,0.18359328,0.32611438,0.00002679,0.01684424,0.58605249,0.00000000,0.14953705,0.33960369
-4.93746873,0.96678261,0.16911278,0.30773112,0.00002202,0.01561863,0.54805290,0.00000000,0.13678706,0.30990091
-4.93146573,0.89637701,0.15544584,0.29083785,0.00001797,0.01452492,0.51181849,0.00000000,0.12505738,0.28302258
-4.92546273,0.83238843,0.14266651,0.27573638,0.00001457,0.01356909,0.47782193,0.00000000,0.11441389,0.25901398
-4.91945973,0.77532204,0.13084187,0.26271235,0.00001174,0.01275675,0.44650422,0.00000000,0.10491005,0.23790374
-4.91345673,0.72562216,0.12003071,0.25202909,0.00000939,0.01209303,0.41826620,0.00000000,0.09658678,0.21970430
-4.90745373,0.68366275,0.11028219,0.24392162,0.00000746,0.01158242,0.39346048,0.00000000,0.08947238,0.20441177
-4.90145073,0.64973753,0.10163453,0.23859048,0.00000588,0.01122854,0.37238419,0.00000000,0.08358239,0.19200506
-4.89544772,0.62405009,0.09411387,0.23619581,0.00000461,0.01103390,0.35527235,0.00000000,0.07891946,0.18244460
-4.88944472,0.60670412,0.08773327,0.23685155,0.00000359,0.01099967,0.34229226,0.00000000,0.07547316,0.17567063
-4.88344172,0.59769428,0.08249191,0.24062014,0.00000277,0.01112536,0.33353877,0.00000000,0.07321975,0.17160120
-4.87743872,0.59689809,0.07837447,0.24750778,0.00000213,0.01140858,0.32903058,0.00000000,0.07212196,0.17013020
-4.87143572,0.60406931,0.07535082,0.25746044,0.00000162,0.01184477,0.32870789,0.00000000,0.07212885,0.17112548
-4.86543272,0.61883328,0.07337598,0.27036101,0.00000123,0.01242699,0.33243126,0.00000000,0.07317569,0.17442731
-4.85942971,0.64068478,0.07239031,0.28602764,0.00000092,0.01314576,0.33998205,0.00000000,0.07518409,0.17984738
-4.85342671,0.66898888,0.07232007,0.30421366,0.00000069,0.01398891,0.35106446,0.00000000,0.07806224,0.18716852
-4.84742371,0.70298522,0.07307832,0.32460924,0.00000051,0.01494161,0.36530932,0.00000000,0.08170552,0.19614535
-4.84142071,0.74179605,0.07456606,0.34684487,0.00000037,0.01598641,0.38227983,0.00000000,0.08599739,0.20650583
-4.83541771,0.78443826,0.07667380,0.37049702,0.00000027,0.01710340,0.40147912,0.00000000,0.09081070,0.21795410
-4.82941471,0.82983952,0.07928337,0.39509570,0.00000020,0.01827046,0.42235984,0.00000000,0.09600935,0.23017428
-4.82341171,0.87685828,0.08227011,0.42013412,0.00000014,0.01946366,0.44433543,0.00000000,0.10145046,0.24283547
-4.81740870,0.92430749,0.08550522,0.44508019,0.00000010,0.02065772,0.46679321,0.00000000,0.10698682,0.25559782
-4.81140570,0.97098126,0.08885844,0.46938951,0.00000007,0.02182654,0.48910866,0.00000000,0.11246979,0.26811937
-4.80540270,1.01568394,0.09220079,0.49251967,0.00000005,0.02294385,0.51066082,0.00000000,0.11775241,0.28006366
-4.79939970,1.05726049,0.09540745,0.51394515,0.00000004,0.02398385,0.53084822,0.00000000,0.12269276,0.29110765
-4.79339670,1.09462717,0.09836057,0.53317253,0.00000003,0.02492195,0.54910475,0.00000000,0.12715734,0.30094977
-4.78739370,1.12680126,0.10095206,0.54975514,0.00000002,0.02573542,0.56491506,0.00000000,0.13102440,0.30931778
-4.78139070,1.15292871,0.10308610,0.56330678,0.00000001,0.02640406,0.57782873,0.00000000,0.13418709,0.31597595
-4.77538769,1.17230828,0.10468137,0.57351372,0.00000001,0.02691081,0.58747276,0.00000000,0.13655625,0.32073139
-4.76938469,1.18441136,0.10567290,0.58014450,0.00000001,0.02724224,0.59356170,0.00000000,0.13806277,0.32343916
-4.76338169,1.18889628,0.10601342,0.58305710,0.00000000,0.02738896,0.59590509,0.00000000,0.13865933,0.32400590
-4.75737869,1.18561653,0.10567426,0.58220294,0.00000000,0.02734586,0.59441185,0.00000000,0.13832146,0.32239185
-4.75137569,1.17462240,0.10464556,0.57762770,0.00000000,0.02711226,0.58909130,0.00000000,0.13704800,0.31861107
-4.74537269,1.15615597,0.10293600,0.56946878,0.00000000,0.02669181,0.58005087,0.00000000,0.13486064,0.31272988
-4.73936968,1.13063958,0.10057195,0.55794945,0.00000000,0.02609238,0.56749051,0.00000000,0.13180284,0.30486364
-4.73336668,1.09865833,0.09759602,0.54337000,0.00000000,0.02532569,0.55169416,0.00000000,0.12793805,0.29517191
-4.72736368,1.06093734,0.09406527,0.52609633,0.00000000,0.02440686,0.53301848,0.00000000,0.12334731,0.28385225
-4.72136068,1.01831492,0.09004896,0.50654636,0.00000000,0.02335387,0.51187961,0.00000000,0.11812636,0.27113304
-4.71535768,0.97171274,0.08562601,0.48517498,0.00000000,0.02218693,0.48873827,0.00000000,0.11238242,0.25726544
-4.70935468,0.92210440,0.08088239,0.46245817,0.00000000,0.02092778,0.46408416,0.00000000,0.10623072,0.24251509
-4.70335168,0.87048366,0.07590836,0.43887700,0.00000000,0.01959900,0.43842002,0.00000000,0.09979096,0.22715371
-4.69734867,0.81783381,0.07079581,0.41490215,0.00000000,0.01822333,0.41224629,0.00000000,0.09318388,0.21145101
-4.69134567,0.76509925,0.06563576,0.39097964,0.00000000,0.01682302,0.38604673,0.00000000,0.08652803,0.19566729
-4.68534267,0.71316028,0.06051609,0.36751825,0.00000000,0.01541923,0.36027572,0.00000000,0.07993682,0.18004682
-4.67933967,0.66281212,0.05551957,0.34487910,0.00000000,0.01403154,0.33534750,0.00000000,0.07351605,0.16481242
-4.67333667,0.61474850,0.05072230,0.32336774,0.00000000,0.01267755,0.31162762,0.00000000,0.06736183,0.15016110
-4.66733367,0.56955027,0.04619247,0.30322879,0.00000000,0.01137256,0.28942695,0.00000000,0.06155905,0.13626116
-4.66133067,0.52767904,0.04198952,0.28464343,0.00000000,0.01012943,0.26899795,0.00000000,0.05618035,0.12325038
-4.65532766,0.48947566,0.03816376,0.26772935,0.00000000,0.00895843,0.25053344,0.00000000,0.05128555,0.11123550
-4.64932466,0.45516308,0.03475616,0.25254324,0.00000000,0.00786731,0.23416743,0.00000000,0.04692153,0.10029285
-4.64332166,0.42485312,0.03179865,0.23908535,0.00000000,0.00686140,0.21997775,0.00000000,0.04312246,0.09046974
