energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.68784392,0.26988805,-0.28052015,0.22030092,-0.24266348,0.01863446,-0.01914759,0.00378951,-0.00249729,0.02432036,-0.02665643,0.08570176,-0.08959843,0.01739400,-0.01614650,0.17674898,-0.18485186,0.00000000,-0.00000000
-5.68184092,0.26038989,-0.27029172,0.20612569,-0.22921670,0.01818962,-0.01850919,0.00428352,-0.00288574,0.02265882,-0.02512145,0.08238544,-0.08613159,0.01763784,-0.01617147,0.17035706,-0.17799853,0.00000000,-0.00000000
-5.67583792,0.25142405,-0.26009150,0.19179778,-0.21518693,0.01788795,-0.01795938,0.00481225,-0.00331370,0.02096334,-0.02350844,0.07915371,-0.08261956,0.01798198,-0.01626743,0.16429837,-0.17114398,0.00000000,-0.00000000
-5.66983492,0.24330397,-0.25023909,0.17757194,-0.20083591,0.01776636,-0.01752808,0.00537367,-0.00378146,0.01926044,-0.02184481,0.07608648,-0.07914900,0.01844485,-0.01645400,0.15877971,-0.16450022,0.00000000,-0.00000000
-5.66383192,0.23633495,-0.24105741,0.16369047,-0.18642305,0.01786455,-0.01724908,0.00596516,-0.00428872,0.01757499,-0.02015747,0.07325882,-0.07580549,0.01904452,-0.01675110,0.15400223,-0.15828103,0.00000000,-0.00000000
-5.65782891,0.23080883,-0.23286532,0.15037824,-0.17219898,0.01822442,-0.01715943,0.00658357,-0.00483459,0.01592975,-0.01847213,0.07073927,-0.07267108,0.01979851,-0.01717856,0.15015787,-0.15269720,0.00000000,-0.00000000
-5.65182591,0.22699959,-0.22597131,0.13783881,-0.15839996,0.01888956,-0.01729881,0.00722528,-0.00541750,0.01434490,-0.01681267,0.06858858,-0.06982216,0.02072353,-0.01775573,0.14742652,-0.14795231,0.00000000,-0.00000000
-5.64582291,0.22516008,-0.22066811,0.12625153,-0.14524330,0.01990459,-0.01770907,0.00788633,-0.00603530,0.01283785,-0.01520069,0.06685882,-0.06732783,0.02183528,-0.01850120,0.14597378,-0.14423922,0.00000000,-0.00000000
-5.63981991,0.22551950,-0.21722841,0.11576982,-0.13292387,0.02131462,-0.01843358,0.00856248,-0.00668521,0.01142308,-0.01365516,0.06559296,-0.06524856,0.02314831,-0.01943251,0.14594930,-0.14173725,0.00000000,-0.00000000
-5.63381691,0.22828168,-0.21590155,0.10652026,-0.12161163,0.02316454,-0.01951670,0.00924939,-0.00736392,0.01011214,-0.01219221,0.06482478,-0.06363542,0.02467584,-0.02056590,0.14748559,-0.14060993,0.00000000,-0.00000000
-5.62781391,0.23362391,-0.21691108,0.09860268,-0.11145025,0.02549834,-0.02100320,0.00994271,-0.00806767,0.00891379,-0.01082504,0.06457896,-0.06252961,0.02642960,-0.02191614,0.15069717,-0.14100340,0.00000000,-0.00000000
-5.62181091,0.24169604,-0.22045305,0.09209088,-0.10255657,0.02835832,-0.02293758,0.01063818,-0.00879227,0.00783418,-0.00956400,0.06487159,-0.06196233,0.02841961,-0.02349629,0.15567999,-0.14304526,0.00000000,-0.00000000
-5.61580790,0.25261973,-0.22669485,0.08703399,-0.09502100,0.03178415,-0.02536331,0.01133180,-0.00953330,0.00687717,-0.00841668,0.06571063,-0.06195504,0.03065398,-0.02531751,0.16251093,-0.14684376,0.00000000,-0.00000000
-5.60980490,0.26648778,-0.23577441,0.08345822,-0.08890846,0.03581203,-0.02832209,0.01201984,-0.01028612,0.00604464,-0.00738820,0.06709663,-0.06251986,0.03313863,-0.02738886,0.17124723,-0.15248722,0.00000000,-0.00000000
-5.60380190,0.28336320,-0.24779948,0.08136887,-0.08425994,0.04047359,-0.03185289,0.01269895,-0.01104602,0.00533688,-0.00648150,0.06902333,-0.06366019,0.03587693,-0.02971706,0.18192596,-0.16004359,0.00000000,-0.00000000
-5.59779890,0.30327816,-0.26284706,0.08075257,-0.08109430,0.04579493,-0.03599104,0.01336617,-0.01180831,0.00475299,-0.00569765,0.07147836,-0.06537141,0.03886939,-0.03230619,0.19456332,-0.16956002,0.00000000,-0.00000000
-5.59179590,0.32623274,-0.28096259,0.08157953,-0.07941044,0.05179557,-0.04076713,0.01401892,-0.01256838,0.00429127,-0.00503630,0.07444380,-0.06764161,0.04211326,-0.03515746,0.20915385,-0.18106233,0.00000000,-0.00000000
-5.58579290,0.35219365,-0.30215912,0.08380579,-0.07918945,0.05848746,-0.04620603,0.01465496,-0.01332181,0.00394959,-0.00449602,0.07789676,-0.07045240,0.04560211,-0.03826886,0.22566959,-0.19455450,0.00000000,-0.00000000
-5.57978989,0.38109287,-0.32641628,0.08737544,-0.08039686,0.06587417,-0.05232577,0.01527233,-0.01406434,0.00372576,-0.00407469,0.08180980,-0.07377954,0.04932552,-0.04163483,0.24405930,-0.21001800,0.00000000,-0.00000000
-5.57378689,0.41282667,-0.35367923,0.09222277,-0.08298482,0.07395018,-0.05913662,0.01586920,-0.01479191,0.00361780,-0.00376986,0.08615143,-0.07759367,0.05326874,-0.04524596,0.26424783,-0.22741111,0.00000000,-0.00000000
-5.56778389,0.44725498,-0.38385773,0.09827429,-0.08689419,0.08270039,-0.06664014,0.01644384,-0.01550069,0.00362427,-0.00357911,0.09088645,-0.08186088,0.05741244,-0.04908872,0.28613587,-0.24666843,0.00000000,-0.00000000
-5.56178089,0.48420159,-0.41682545,0.10545077,-0.09205661,0.09209996,-0.07482854,0.01699441,-0.01618697,0.00374445,-0.00350032,0.09597647,-0.08654334,0.06173264,-0.05314520,0.30960004,-0.26770039,0.00000000,-0.00000000
-5.55577789,0.52345510,-0.45241981,0.11366914,-0.09839640,0.10211443,-0.08368421,0.01751886,-0.01684716,0.00397853,-0.00353192,0.10138033,-0.09159983,0.06620076,-0.05739303,0.33449374,-0.29039330,0.00000000,-0.00000000
-5.54977489,0.56477121,-0.49044256,0.12284443,-0.10583252,0.11270021,-0.09317952,0.01801481,-0.01747769,0.00432774,-0.00367311,0.10705476,-0.09698631,0.07078384,-0.06180531,0.36064862,-0.31460977,0.00000000,-0.00000000
-5.54377189,0.60787607,-0.53066128,0.13289161,-0.11428037,0.12380545,-0.10327702,0.01847946,-0.01807496,0.00479442,-0.00392402,0.11295504,-0.10265659,0.07544493,-0.06635080,0.38787692,-0.34018972,0.00000000,-0.00000000
-5.53776888,0.65247102,-0.57281204,0.14372738,-0.12365367,0.13537127,-0.11392999,0.01890950,-0.01863524,0.00538208,-0.00428582,0.11903589,-0.10856300,0.08014377,-0.07099419,0.41597459,-0.36695225,0.00000000,-0.00000000
-5.53176588,0.69823852,-0.61660325,0.15527187,-0.13386629,0.14733329,-0.12508335,0.01930110,-0.01915464,0.00609532,-0.00476080,0.12525243,-0.11465724,0.08483758,-0.07569662,0.44472528,-0.39469822,0.00000000,-0.00000000
-5.52576288,0.74484919,-0.66172080,0.16745021,-0.14483400,0.15962350,-0.13667499,0.01964994,-0.01962907,0.00693984,-0.00535237,0.13156127,-0.12089125,0.08948202,-0.08041633,0.47390500,-0.42321363,0.00000000,-0.00000000
-5.51975988,0.79196967,-0.70783443,0.18019378,-0.15647623,0.17217225,-0.14863742,0.01995125,-0.02005418,0.00792227,-0.00606509,0.13792168,-0.12721828,0.09403239,-0.08510952,0.50328722,-0.45227391,0.00000000,-0.00000000
-5.51375688,0.83927088,-0.75460511,0.19344131,-0.16871767,0.18491042,-0.16089970,0.02019993,-0.02042543,0.00905000,-0.00690457,0.14429676,-0.13359399,0.09844476,-0.08973137,0.53264842,-0.48164869,0.00000000,-0.00000000
-5.50775388,0.88643638,-0.80169317,0.20713938,-0.18148961,0.19777152,-0.17338965,0.02039069,-0.02073815,0.01033101,-0.00787737,0.15065455,-0.13997760,0.10267731,-0.09423716,0.56177358,-0.51110727,0.00000000,-0.00000000
-5.50175088,0.93317024,-0.84876692,0.22124256,-0.19473107,0.21069369,-0.18603607,0.02051826,-0.02098757,0.01177354,-0.00899084,0.15696901,-0.14633302,0.10669154,-0.09858351,0.59046134,-0.54042420,0.00000000,-0.00000000
-5.49574787,0.97920398,-0.89551110,0.23571293,-0.20838946,0.22362137,-0.19877099,0.02057762,-0.02116901,0.01338581,-0.01025295,0.16322077,-0.15262996,0.11045338,-0.10272959,0.61852868,-0.56938492,0.00000000,-0.00000000
-5.48974487,1.02430206,-0.94163497,0.25051896,-0.22242078,0.23650667,-0.21153180,0.02056415,-0.02127801,0.01517561,-0.01167199,0.16939757,-0.15884477,0.11393422,-0.10663832,0.64581461,-0.59779106,0.00000000,-0.00000000
-5.48374187,1.06826552,-0.98687921,0.26563376,-0.23678919,0.24931014,-0.22426305,0.02047398,-0.02131047,0.01714984,-0.01325627,0.17549437,-0.16496119,0.11711167,-0.11027749,0.67218274,-0.62546506,0.00000000,-0.00000000
-5.47773887,1.11093350,-1.03102145,0.28103273,-0.25146603,0.26200107,-0.23691784,0.02030409,-0.02126292,0.01931412,-0.01501377,0.18151300,-0.17097066,0.11997008,-0.11362070,0.69752248,-0.65225389,0.00000000,-0.00000000
-5.47173587,1.15218239,-1.07387976,0.29669067,-0.26642805,0.27455704,-0.24945876,0.02005261,-0.02113261,0.02167218,-0.01695170,0.18746138,-0.17687233,0.12250072,-0.11664804,0.72174880,-0.67803154,0.00000000,-0.00000000
-5.46573287,1.19192254,-1.11531395,0.31257844,-0.28165513,0.28696294,-0.26185815,0.01971891,-0.02091776,0.02422539,-0.01907609,0.19335233,-0.18267266,0.12470173,-0.11934659,0.74480042,-0.70270003,0.00000000,-0.00000000
-5.45972986,1.23009286,-1.15522443,0.32865949,-0.29712730,0.29920930,-0.27409769,0.01930375,-0.02061771,0.02697221,-0.02139119,0.19920197,-0.18838450,0.12657764,-0.12171053,0.76663669,-0.72618900,0.00000000,-0.00000000
-5.45372686,1.26665338,-1.19354854,0.34488635,-0.31282143,0.31129017,-0.28616737,0.01880934,-0.02023300,0.02990766,-0.02389905,0.20502780,-0.19402584,0.12813870,-0.12374102,0.78723320,-0.74845364,0.00000000,-0.00000000
-5.44772386,1.30157645,-1.23025460,0.36119733,-0.32870763,0.32320049,-0.29806380,0.01823938,-0.01976554,0.03302288,-0.02659891,0.21084659,-0.19961811,0.12939989,-0.12544568,0.80657654,-0.76947120,0.00000000,-0.00000000
-5.44172086,1.33483709,-1.26533393,0.37751386,-0.34474554,0.33493329,-0.30978789,0.01759897,-0.01921856,0.03630473,-0.02948674,0.21667207,-0.20518420,0.13037977,-0.12683784,0.82465848,-0.78923629,0.00000000,-0.00000000
-5.43571786,1.36640325,-1.29879137,0.39373859,-0.36088098,0.34647685,-0.32134216,0.01689454,-0.01859670,0.03973554,-0.03255470,0.22251286,-0.21074619,0.13109916,-0.12793552,0.84147013,-0.80775513,0.00000000,-0.00000000
-5.42971486,1.39622684,-1.33063488,0.40975458,-0.37704300,0.35781192,-0.33272774,0.01613369,-0.01790587,0.04329289,-0.03579081,0.22837042,-0.21632312,0.13157982,-0.12876018,0.85699646,-0.82503934,0.00000000,-0.00000000
-5.42371186,1.42423613,-1.36086512,0.42542584,-0.39314184,0.36890943,-0.34394130,0.01532503,-0.01715320,0.04694975,-0.03917860,0.23423751,-0.22192867,0.13184313,-0.12933541,0.87121172,-0.84109954,0.00000000,-0.00000000
-5.41770885,1.45033054,-1.38946554,0.44059921,-0.40906783,0.37972869,-0.35497208,0.01447791,-0.01634686,0.05067459,-0.04269693,0.24009706,-0.22756916,0.13190891,-0.12968554,0.88407621,-0.85593945,0.00000000,-0.00000000
-5.41170585,1.47437813,-1.41639415,0.45510786,-0.42469169,0.39021647,-0.36579934,0.01360224,-0.01549588,0.05443187,-0.04632004,0.24592174,-0.23324189,0.13179439,-0.12983425,0.89553470,-0.86955078,0.00000000,-0.00000000
-5.40570285,1.49621652,-1.44157740,0.46877626,-0.43986628,0.40030695,-0.37639038,0.01270818,-0.01460994,0.05818266,-0.05001768,0.25167421,-0.23893396,0.13151355,-0.12980337,0.90551681,-0.88190957,0.00000000,-0.00000000
-5.39969985,1.51565727,-1.46490702,0.48142649,-0.45442978,0.40992267,-0.38669928,0.01180592,-0.01369914,0.06188550,-0.05375549,0.25730816,-0.24462176,0.13107664,-0.12961187,0.91393948,-0.89297414,0.00000000,-0.00000000
-5.39369685,1.53249391,-1.48624027,0.49288578,-0.46821054,0.41897664,-0.39666670,0.01090544,-0.01277370,0.06549743,-0.05749564,0.26277011,-0.25027118,0.13049010,-0.12927505,0.92071153,-0.90268516,0.00000000,-0.00000000
-5.38769385,1.54651316,-1.50540380,0.50299472,-0.48103327,0.42737543,-0.40622063,0.01001626,-0.01184380,0.06897528,-0.06119759,0.26800190,-0.25583855,0.12975681,-0.12880415,0.92574007,-0.91096784,0.00000000,-0.00000000
-5.38169085,1.55750907,-1.52220117,0.51161606,-0.49272636,0.43502320,-0.41527828,0.00914730,-0.01091927,0.07227696,-0.06481914,0.27294383,-0.26127242,0.12887666,-0.12820618,0.92893848,-0.91773621,0.00000000,-0.00000000
-5.37568784,1.56529909,-1.53642386,0.51864329,-0.50313017,0.44182651,-0.42374904,0.00830672,-0.01000946,0.07536300,-0.06831760,0.27753823,-0.26651595,0.12784741,-0.12748419,0.93023556,-0.92289945,0.00000000,-0.00000000
-5.36968484,1.56974132,-1.54786506,0.52400872,-0.51210570,0.44769965,-0.43153840,0.00750177,-0.00912297,0.07819800,-0.07165114,0.28173337,-0.27151005,0.12666576,-0.12663782,0.92958512,-0.92636983,0.00000000,-0.00000000
-5.36368184,1.57075178,-1.55633583,0.52769036,-0.51954319,0.45257021,-0.43855270,0.00673879,-0.00826758,0.08075214,-0.07478021,0.28548728,-0.27619687,0.12532856,-0.12566419,0.92697551,-0.92807182,0.00000000,-0.00000000
-5.35767884,1.56832055,-1.56168228,0.52971736,-0.52537027,0.45638455,-0.44470437,0.00602313,-0.00745015,0.08300251,-0.07766899,0.28877157,-0.28052361,0.12383410,-0.12455890,0.92243833,-0.92795189,0.00000000,-0.00000000
-5.35167584,1.56252558,-1.56380304,0.53017320,-0.52955891,0.45911290,-0.44991756,0.00535925,-0.00667649,0.08493433,-0.08028689,0.29157462,-0.28444642,0.12218336,-0.12331737,0.91605563,-0.92598808,0.00000000,-0.00000000
-5.34567284,1.55354329,-1.56266560,0.52919668,-0.53213089,0.46075366,-0.45413363,0.00475070,-0.00595143,0.08654196,-0.08260984,0.29390434,-0.28793405,0.12038115,-0.12193604,0.90796502,-0.92219901,0.00000000,-0.00000000
