energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,2.43757392,0.02430884,0.16488474,0.01690970,1.35322354,0.81951983,0.40925226
-5.99399700,2.36846877,0.02340567,0.15962834,0.01639836,1.31577625,0.79863953,0.39683358
-5.98799400,2.29041042,0.02246546,0.15397856,0.01578876,1.27302856,0.77459008,0.38318189
-5.98199100,2.20482579,0.02151425,0.14803793,0.01509314,1.22576085,0.74780818,0.36854717
-5.97598799,2.11323807,0.02057905,0.14191117,0.01432508,1.17481354,0.71876669,0.35318970
-5.96998499,2.01722923,0.01968720,0.13570294,0.01349904,1.12106599,0.68796315,0.33737410
-5.96398199,1.91840202,0.01886581,0.12951566,0.01262994,1.06541497,0.65590799,0.32136340
-5.95797899,1.81834258,0.01814110,0.12344740,0.01173272,1.00875328,0.62311278,0.30541322
-5.95197599,1.71858470,0.01753782,0.11758996,0.01082196,0.95194944,0.59007900,0.28976641
-5.94597299,1.62057679,0.01707866,0.11202703,0.00991148,0.89582870,0.55728747,0.27464802
-5.93996998,1.52565248,0.01678367,0.10683259,0.00901408,0.84115625,0.52518890,0.26026093
-5.93396698,1.43500547,0.01666978,0.10206959,0.00814127,0.78862280,0.49419576,0.24678210
-5.92796398,1.34966935,0.01675030,0.09778882,0.00730312,0.73883300,0.46467566,0.23435956
-5.92196098,1.27050265,0.01703457,0.09402808,0.00650817,0.69229691,0.43694646,0.22311029
-5.91595798,1.19817956,0.01752761,0.09081168,0.00576336,0.64942460,0.41127307,0.21311881
-5.90995498,1.13318623,0.01822989,0.08815025,0.00507416,0.61052407,0.38786626,0.20443683
-5.90395198,1.07582268,0.01913718,0.08604089,0.00444459,0.57580217,0.36688310,0.19708361
-5.89794897,1.02621017,0.02024057,0.08446766,0.00387740,0.54536860,0.34842933,0.19104737
-5.89194597,0.98430341,0.02152649,0.08340246,0.00337423,0.51924266,0.33256323,0.18628743
-5.88594297,0.94990746,0.02297699,0.08280619,0.00293588,0.49736241,0.31930106,0.18273717
-5.87993997,0.92269839,0.02457006,0.08263024,0.00256246,0.47959590,0.30862361,0.18030773
-5.87393697,0.90224711,0.02628009,0.08281831,0.00225369,0.46575407,0.30048374,0.17889228
-5.86793397,0.88804550,0.02807851,0.08330837,0.00200905,0.45560473,0.29481457,0.17837076
-5.86193097,0.87953390,0.02993448,0.08403494,0.00182804,0.44888721,0.29153788,0.17861502
-5.85592796,0.87612894,0.03181571,0.08493132,0.00171035,0.44532706,0.29057244,0.17949400
-5.84992496,0.87725078,0.03368933,0.08593197,0.00165600,0.44465029,0.29184184,0.18087904
-5.84392196,0.88234862,0.03552288,0.08697483,0.00166544,0.44659660,0.29528149,0.18264880
-5.83791896,0.89092365,0.03728517,0.08800340,0.00173964,0.45093105,0.30084437,0.18469397
-5.83191596,0.90254843,0.03894723,0.08896878,0.00188013,0.45745380,0.30850537,0.18692126
-5.82591296,0.91688201,0.04048316,0.08983124,0.00208893,0.46600742,0.31826377,0.18925677
-5.81990995,0.93368011,0.04187083,0.09056155,0.00236854,0.47648158,0.33014393,0.19164838
-5.81390695,0.95280013,0.04309249,0.09114183,0.00272182,0.48881492,0.34419390,0.19406729
-5.80790395,0.97420065,0.04413519,0.09156598,0.00315180,0.50299396,0.36048219,0.19650845
-5.80190095,0.99793562,0.04499098,0.09183962,0.00366157,0.51904930,0.37909260,0.19899007
-5.79589795,1.02414363,0.04565693,0.09197965,0.00425401,0.53704921,0.40011762,0.20155200
-5.78989495,1.05303275,0.04613499,0.09201322,0.00493158,0.55709107,0.42365047,0.20425335
-5.78389195,1.08486197,0.04643152,0.09197653,0.00569608,0.57929103,0.44977646,0.20716930
-5.77788894,1.11992009,0.04655682,0.09191311,0.00654840,0.60377269,0.47856393,0.21038728
-5.77188594,1.15850349,0.04652440,0.09187200,0.00748828,0.63065526,0.51005547,0.21400285
-5.76588294,1.20089373,0.04635017,0.09190573,0.00851414,0.66004199,0.54425994,0.21811533
-5.75987994,1.24733664,0.04605163,0.09206823,0.00962285,0.69200964,0.58114563,0.22282357
-5.75387694,1.29802375,0.04564700,0.09241281,0.01080972,0.72659955,0.62063530,0.22822196
-5.74787394,1.35307735,0.04515444,0.09299025,0.01206833,0.76381096,0.66260323,0.23439695
-5.74187094,1.41254000,0.04459128,0.09384711,0.01339066,0.80359687,0.70687467,0.24142419
-5.73586793,1.47636900,0.04397346,0.09502424,0.01476714,0.84586303,0.75322774,0.24936650
-5.72986493,1.54443611,0.04331508,0.09655568,0.01618685,0.89046977,0.80139776,0.25827259
-5.72386193,1.61653249,0.04262810,0.09846783,0.01763781,0.93723690,0.85108386,0.26817672
-5.71785893,1.69237846,0.04192225,0.10077901,0.01910729,0.98595118,0.90195749,0.27909915
-5.71185593,1.77163720,0.04120507,0.10349929,0.02058227,1.03637599,0.95367240,0.29104726
-5.70585293,1.85393157,0.04048213,0.10663063,0.02204983,1.08826244,1.00587546,0.30401727
-5.69984992,1.93886265,0.03975734,0.11016730,0.02349768,1.14136124,1.05821781,0.31799630
-5.69384692,2.02602877,0.03903335,0.11409646,0.02491463,1.19543450,1.11036549,0.33296463
-5.68784392,2.11504342,0.03831201,0.11839886,0.02629103,1.25026646,1.16200909,0.34889782
-5.68184092,2.20555085,0.03759486,0.12304966,0.02761916,1.30567241,1.21287170,0.36576862
-5.67583792,2.29723801,0.03688350,0.12801920,0.02889355,1.36150513,1.26271467,0.38354833
-5.66983492,2.38984184,0.03618002,0.13327374,0.03011120,1.41765806,1.31134088,0.40220749
-5.66383192,2.48315120,0.03548722,0.13877614,0.03127163,1.47406496,1.35859524,0.42171589
-5.65782891,2.57700321,0.03480885,0.14448642,0.03237683,1.53069593,1.40436240,0.44204161
-5.65182591,2.67127387,0.03414960,0.15036210,0.03343109,1.58754969,1.44856189,0.46314939
-5.64582291,2.76586370,0.03351505,0.15635857,0.03444059,1.64464273,1.49114087,0.48499818
-5.63981991,2.86067910,0.03291152,0.16242912,0.03541298,1.70199573,1.53206519,0.50753814
-5.63381691,2.95561068,0.03234578,0.16852509,0.03635682,1.75961817,1.57130910,0.53070730
-5.62781391,3.05051022,0.03182474,0.17459582,0.03728086,1.81749209,1.60884457,0.55442802
-5.62181091,3.14516778,0.03135506,0.18058865,0.03819344,1.87555617,1.64463080,0.57860375
