energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,2.45014432,0.01289099,0.19744537,0.88202943,0.34714913,1.08964649,1.05293248,1.03428208,0.00000000
-5.99399700,2.26727525,0.01199464,0.18150720,0.82252091,0.32462614,1.01577053,0.96670654,0.96290243,0.00000000
-5.98799400,2.08995595,0.01108396,0.16595097,0.76313818,0.30233896,0.94223063,0.88466819,0.89302460,0.00000000
-5.98199100,1.91952574,0.01017200,0.15090105,0.70451063,0.28050389,0.86978235,0.80725740,0.82527651,0.00000000
-5.97598799,1.75711279,0.00927082,0.13646451,0.64720891,0.25931478,0.79910841,0.73480710,0.76020256,0.00000000
-5.96998499,1.60362296,0.00839127,0.12273015,0.59173624,0.23893980,0.73080845,0.66754292,0.69825641,0.00000000
-5.96398199,1.45973561,0.00754280,0.10976821,0.53852247,0.21951911,0.66539199,0.60558600,0.63979686,0.00000000
-5.95797899,1.32590607,0.00673335,0.09763056,0.48792057,0.20116358,0.60327449,0.54895836,0.58508667,0.00000000
-5.95197599,1.20237421,0.00596927,0.08635139,0.44020567,0.18395445,0.54477642,0.49759059,0.53429439,0.00000000
-5.94597299,1.08917830,0.00525536,0.07594827,0.39557636,0.16794392,0.49012509,0.45133137,0.48749865,0.00000000
-5.93996998,0.98617345,0.00459485,0.06642358,0.35415797,0.15315656,0.43945887,0.40995853,0.44469488,0.00000000
-5.93396698,0.89305357,0.00398959,0.05776614,0.31600760,0.13959142,0.39283358,0.37319111,0.40580380,0.00000000
-5.92796398,0.80937596,0.00344011,0.04995304,0.28112057,0.12722470,0.35023047,0.34070201,0.37068149,0.00000000
-5.92196098,0.73458757,0.00294580,0.04295156,0.24943781,0.11601297,0.31156547,0.31213091,0.33913051,0.00000000
-5.91595798,0.66805193,0.00250507,0.03672105,0.22085402,0.10589654,0.27669926,0.28709694,0.31091156,0.00000000
-5.90995498,0.60907590,0.00211554,0.03121483,0.19522612,0.09680316,0.24544773,0.26521088,0.28575537,0.00000000
-5.90395198,0.55693534,0.00177423,0.02638195,0.17238182,0.08865158,0.21759253,0.24608641,0.26337433,0.00000000
-5.89794897,0.51089903,0.00147769,0.02216885,0.15212783,0.08135513,0.19289119,0.22935036,0.24347348,0.00000000
-5.89194597,0.47025031,0.00122221,0.01852080,0.13425769,0.07482504,0.17108672,0.21465147,0.22576065,0.00000000
-5.88594297,0.43430567,0.00100391,0.01538319,0.11855884,0.06897338,0.15191634,0.20166779,0.20995529,0.00000000
-5.87993997,0.40243032,0.00081890,0.01270259,0.10481896,0.06371574,0.13511912,0.19011233,0.19579598,0.00000000
-5.87393697,0.37405014,0.00066337,0.01042767,0.09283125,0.05897329,0.12044248,0.17973707,0.18304633,0.00000000
-5.86793397,0.34866028,0.00053367,0.00850981,0.08239882,0.05467453,0.10764747,0.17033537,0.17149930,0.00000000
-5.86193097,0.32583011,0.00042636,0.00690365,0.07333806,0.05075642,0.09651275,0.16174257,0.16097987,0.00000000
-5.85592796,0.30520492,0.00033828,0.00556740,0.06548099,0.04716506,0.08683737,0.15383528,0.15134617,0.00000000
-5.84992496,0.28650460,0.00026655,0.00446302,0.05867668,0.04385595,0.07844232,0.14652908,0.14248906,0.00000000
-5.84392196,0.26951944,0.00020858,0.00355629,0.05279194,0.04079377,0.07117113,0.13977516,0.13433050,0.00000000
-5.83791896,0.25410383,0.00016209,0.00281672,0.04771109,0.03795187,0.06488941,0.13355584,0.12682067,0.00000000
-5.83191596,0.24016791,0.00012510,0.00221746,0.04333524,0.03531140,0.05948367,0.12787942,0.11993428,0.00000000
-5.82591296,0.22766801,0.00009589,0.00173510,0.03958104,0.03286026,0.05485952,0.12277437,0.11366615,0.00000000
-5.81990995,0.21659613,0.00007300,0.00134938,0.03637901,0.03059189,0.05093936,0.11828332,0.10802637,0.00000000
-5.81390695,0.20696911,0.00005520,0.00104298,0.03367169,0.02850397,0.04765978,0.11445694,0.10303519,0.00000000
-5.80790395,0.19881785,0.00004146,0.00080119,0.03141157,0.02659715,0.04496879,0.11134798,0.09871805,0.00000000
-5.80190095,0.19217703,0.00003093,0.00061167,0.02955904,0.02487376,0.04282304,0.10900568,0.09510071,0.00000000
-5.79589795,0.18707580,0.00002294,0.00046410,0.02808042,0.02333670,0.04118514,0.10747082,0.09220489,0.00000000
-5.78989495,0.18352955,0.00001692,0.00034997,0.02694607,0.02198841,0.04002113,0.10677135,0.09004439,0.00000000
-5.78389195,0.18153324,0.00001242,0.00026231,0.02612872,0.02083007,0.03929836,0.10691904,0.08862199,0.00000000
-5.77788894,0.18105638,0.00000911,0.00019546,0.02560210,0.01986098,0.03898357,0.10790696,0.08792703,0.00000000
-5.77188594,0.18203972,0.00000671,0.00014485,0.02533976,0.01907812,0.03904150,0.10970809,0.08793393,0.00000000
-5.76588294,0.18439389,0.00000500,0.00010686,0.02531424,0.01847600,0.03943387,0.11227490,0.08860151,0.00000000
-5.75987994,0.18799976,0.00000384,0.00007859,0.02549657,0.01804665,0.04011877,0.11554013,0.08987317,0.00000000
-5.75387694,0.19271070,0.00000312,0.00005781,0.02585598,0.01777981,0.04105056,0.11941843,0.09167798,0.00000000
-5.74787394,0.19835633,0.00000277,0.00004277,0.02635999,0.01766339,0.04218007,0.12380912,0.09393237,0.00000000
-5.74187094,0.20474792,0.00000273,0.00003217,0.02697465,0.01768391,0.04345528,0.12859972,0.09654270,0.00000000
-5.73586793,0.21168481,0.00000300,0.00002502,0.02766507,0.01782724,0.04482219,0.13367022,0.09940820,0.00000000
-5.72986493,0.21896197,0.00000360,0.00002062,0.02839611,0.01807931,0.04622608,0.13889793,0.10242446,0.00000000
-5.72386193,0.22637810,0.00000456,0.00001848,0.02913317,0.01842691,0.04761287,0.14416271,0.10548716,0.00000000
-5.71785893,0.23374411,0.00000594,0.00001832,0.02984309,0.01885856,0.04893062,0.14935236,0.10849594,0.00000000
-5.71185593,0.24089153,0.00000784,0.00002001,0.03049508,0.01936529,0.05013110,0.15436801,0.11135826,0.00000000
-5.70585293,0.24768056,0.00001037,0.00002355,0.03106166,0.01994142,0.05117128,0.15912920,0.11399298,0.00000000
-5.69984992,0.25400739,0.00001371,0.00002908,0.03151951,0.02058525,0.05201481,0.16357853,0.11633376,0.00000000
-5.69384692,0.25981050,0.00001803,0.00003685,0.03185021,0.02129967,0.05263321,0.16768565,0.11833179,0.00000000
-5.68784392,0.26507564,0.00002358,0.00004723,0.03204091,0.02209254,0.05300695,0.17145037,0.11995809,0.00000000
-5.68184092,0.26983920,0.00003064,0.00006072,0.03208476,0.02297709,0.05312613,0.17490474,0.12120496,0.00000000
-5.67583792,0.27418991,0.00003954,0.00007790,0.03198121,0.02397193,0.05299101,0.17811407,0.12208679,0.00000000
-5.66983492,0.27826860,0.00005066,0.00009952,0.03173606,0.02510102,0.05261205,0.18117671,0.12263992,0.00000000
-5.66383192,0.28226610,0.00006445,0.00012640,0.03136137,0.02639339,0.05200969,0.18422254,0.12292180,0.00000000
-5.65782891,0.28641915,0.00008142,0.00015952,0.03087507,0.02788263,0.05121381,0.18741032,0.12300928,0.00000000
-5.65182591,0.29100455,0.00010211,0.00019997,0.03030049,0.02960620,0.05026281,0.19092376,0.12299619,0.00000000
-5.64582291,0.29633155,0.00012713,0.00024893,0.02966561,0.03160452,0.04920243,0.19496659,0.12299024,0.00000000
-5.63981991,0.30273276,0.00015716,0.00030771,0.02900225,0.03391986,0.04808438,0.19975654,0.12310936,0.00000000
-5.63381691,0.31055378,0.00019289,0.00037770,0.02834506,0.03659509,0.04696465,0.20551862,0.12347762,0.00000000
-5.62781391,0.32014187,0.00023504,0.00046035,0.02773046,0.03967219,0.04590177,0.21247775,0.12422085,0.00000000
-5.62181091,0.33183389,0.00028435,0.00055713,0.02719550,0.04319073,0.04495495,0.22085098,0.12546210,0.00000000
-5.61580790,0.34594403,0.00034153,0.00066952,0.02677674,0.04718615,0.04418223,0.23083947,0.12731712,0.00000000
-5.60980490,0.36275146,0.00040726,0.00079895,0.02650903,0.05168805,0.04363857,0.24262066,0.12988992,0.00000000
-5.60380190,0.38248848,0.00048216,0.00094675,0.02642446,0.05671843,0.04337410,0.25634063,0.13326870,0.00000000
-5.59779890,0.40532937,0.00056674,0.00111411,0.02655132,0.06228998,0.04343251,0.27210704,0.13752210,0.00000000
-5.59179590,0.43138048,0.00066137,0.00130201,0.02691312,0.06840447,0.04384961,0.28998294,0.14269606,0.00000000
-5.58579290,0.46067186,0.00076628,0.00151116,0.02752785,0.07505127,0.04465211,0.30998155,0.14881124,0.00000000
-5.57978989,0.49315074,0.00088145,0.00174200,0.02840728,0.08220611,0.04585670,0.33206240,0.15586125,0.00000000
-5.57378689,0.52867733,0.00100667,0.00199457,0.02955651,0.08983014,0.04746944,0.35612893,0.16381157,0.00000000
-5.56778389,0.56702309,0.00114144,0.00226854,0.03097370,0.09786936,0.04948546,0.38202780,0.17259947,0.00000000
-5.56178089,0.60787191,0.00128497,0.00256318,0.03265000,0.10625446,0.05188908,0.40955010,0.18213467,0.00000000
-5.55577789,0.65082417,0.00143619,0.00287732,0.03456972,0.11490113,0.05465416,0.43843448,0.19230103,0.00000000
