energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,0.63392182,0.00618674,0.00000000,0.50041626,0.27940667,0.31984835,0.00000000
-5.99399700,0.57860283,0.00566211,0.00000000,0.45743743,0.25453744,0.29146959,0.00000000
-5.98799400,0.52477594,0.00515415,0.00000000,0.41536235,0.23045198,0.26390545,0.00000000
-5.98199100,0.47295904,0.00467003,0.00000000,0.37466550,0.20736786,0.23740575,0.00000000
-5.97598799,0.42360123,0.00421618,0.00000000,0.33575873,0.18547274,0.21218467,0.00000000
-5.96998499,0.37707688,0.00379829,0.00000000,0.29898695,0.16492190,0.18841788,0.00000000
-5.96398199,0.33368300,0.00342131,0.00000000,0.26462699,0.14583726,0.16624129,0.00000000
-5.95797899,0.29363994,0.00308948,0.00000000,0.23288909,0.12830774,0.14575152,0.00000000
-5.95197599,0.25709484,0.00280638,0.00000000,0.20392086,0.11239089,0.12700777,0.00000000
-5.94597299,0.22412754,0.00257505,0.00000000,0.17781325,0.09811545,0.11003492,0.00000000
-5.93996998,0.19475825,0.00239802,0.00000000,0.15460801,0.08548473,0.09482764,0.00000000
-5.93396698,0.16895656,0.00227743,0.00000000,0.13430625,0.07448041,0.08135504,0.00000000
-5.92796398,0.14665120,0.00221510,0.00000000,0.11687752,0.06506671,0.06956587,0.00000000
-5.92196098,0.12773991,0.00221260,0.00000000,0.10226897,0.05719449,0.05939368,0.00000000
-5.91595798,0.11209914,0.00227132,0.00000000,0.09041420,0.05080529,0.05076199,0.00000000
-5.90995498,0.09959296,0.00239245,0.00000000,0.08124137,0.04583487,0.04358910,0.00000000
-5.90395198,0.09008096,0.00257706,0.00000000,0.07468030,0.04221647,0.03779234,0.00000000
-5.89794897,0.08342494,0.00282601,0.00000000,0.07066831,0.03988336,0.03329175,0.00000000
-5.89194597,0.07949409,0.00313998,0.00000000,0.06915452,0.03877087,0.03001302,0.00000000
-5.88594297,0.07816860,0.00351937,0.00000000,0.07010272,0.03881773,0.02788962,0.00000000
-5.87993997,0.07934183,0.00396425,0.00000000,0.07349244,0.03996685,0.02686415,0.00000000
-5.87393697,0.08292092,0.00447430,0.00000000,0.07931849,0.04216555,0.02688882,0.00000000
-5.86793397,0.08882597,0.00504874,0.00000000,0.08758886,0.04536527,0.02792522,0.00000000
-5.86193097,0.09698803,0.00568626,0.00000000,0.09832111,0.04952088,0.02994332,0.00000000
-5.85592796,0.10734607,0.00638500,0.00000000,0.11153752,0.05458977,0.03291982,0.00000000
-5.84992496,0.11984307,0.00714251,0.00000000,0.12725901,0.06053064,0.03683597,0.00000000
-5.84392196,0.13442152,0.00795581,0.00000000,0.14549824,0.06730234,0.04167492,0.00000000
-5.83791896,0.15101872,0.00882141,0.00000000,0.16625216,0.07486263,0.04741873,0.00000000
-5.83191596,0.16956193,0.00973543,0.00000000,0.18949422,0.08316712,0.05404524,0.00000000
-5.82591296,0.18996380,0.01069371,0.00000000,0.21516680,0.09216845,0.06152490,0.00000000
-5.81990995,0.21211832,0.01169204,0.00000000,0.24317412,0.10181571,0.06981766,0.00000000
-5.81390695,0.23589747,0.01272633,0.00000000,0.27337605,0.11205423,0.07887022,0.00000000
-5.80790395,0.26114893,0.01379288,0.00000000,0.30558322,0.12282574,0.08861369,0.00000000
-5.80190095,0.28769484,0.01488862,0.00000000,0.33955386,0.13406888,0.09896178,0.00000000
-5.79589795,0.31533195,0.01601139,0.00000000,0.37499252,0.14572015,0.10980982,0.00000000
-5.78989495,0.34383305,0.01716017,0.00000000,0.41155109,0.15771513,0.12103448,0.00000000
-5.78389195,0.37294985,0.01833533,0.00000000,0.44883219,0.16998996,0.13249449,0.00000000
-5.77788894,0.40241712,0.01953879,0.00000000,0.48639500,0.18248299,0.14403223,0.00000000
-5.77188594,0.43195803,0.02077411,0.00000000,0.52376335,0.19513654,0.15547626,0.00000000
-5.76588294,0.46129039,0.02204656,0.00000000,0.56043614,0.20789856,0.16664482,0.00000000
-5.75987994,0.49013371,0.02336306,0.00000000,0.59589937,0.22072412,0.17734992,0.00000000
-5.75387694,0.51821646,0.02473199,0.00000000,0.62963974,0.23357665,0.18740230,0.00000000
-5.74787394,0.54528347,0.02616294,0.00000000,0.66115889,0.24642867,0.19661659,0.00000000
-5.74187094,0.57110289,0.02766638,0.00000000,0.68998804,0.25926217,0.20481691,0.00000000
-5.73586793,0.59547244,0.02925312,0.00000000,0.71570199,0.27206831,0.21184230,0.00000000
-5.72986493,0.61822468,0.03093388,0.00000000,0.73793217,0.28484665,0.21755195,0.00000000
-5.72386193,0.63923087,0.03271860,0.00000000,0.75637784,0.29760379,0.22182991,0.00000000
-5.71785893,0.65840345,0.03461592,0.00000000,0.77081510,0.31035153,0.22458901,0.00000000
-5.71185593,0.67569694,0.03663251,0.00000000,0.78110314,0.32310478,0.22577392,0.00000000
-5.70585293,0.69110729,0.03877257,0.00000000,0.78718753,0.33587923,0.22536301,0.00000000
-5.69984992,0.70466984,0.04103735,0.00000000,0.78910037,0.34868899,0.22336914,0.00000000
-5.69384692,0.71645617,0.04342481,0.00000000,0.78695738,0.36154463,0.21983913,0.00000000
-5.68784392,0.72657003,0.04592952,0.00000000,0.78095212,0.37445149,0.21485207,0.00000000
-5.68184092,0.73514278,0.04854260,0.00000000,0.77134772,0.38740884,0.20851652,0.00000000
-5.67583792,0.74232880,0.05125204,0.00000000,0.75846656,0.40040977,0.20096673,0.00000000
-5.66983492,0.74830106,0.05404315,0.00000000,0.74267853,0.41344207,0.19235803,0.00000000
-5.66383192,0.75324732,0.05689920,0.00000000,0.72438852,0.42649018,0.18286175,0.00000000
-5.65782891,0.75736720,0.05980233,0.00000000,0.70402365,0.43953804,0.17265966,0.00000000
-5.65182591,0.76087014,0.06273455,0.00000000,0.68202099,0.45257288,0.16193847,0.00000000
-5.64582291,0.76397445,0.06567886,0.00000000,0.65881619,0.46558965,0.15088436,0.00000000
-5.63981991,0.76690715,0.06862043,0.00000000,0.63483351,0.47859576,0.13967799,0.00000000
-5.63381691,0.76990456,0.07154773,0.00000000,0.61047747,0.49161597,0.12848994,0.00000000
-5.62781391,0.77321321,0.07445356,0.00000000,0.58612640,0.50469673,0.11747690,0.00000000
-5.62181091,0.77709067,0.07733592,0.00000000,0.56212776,0.51790991,0.10677871,0.00000000
-5.61580790,0.78180600,0.08019860,0.00000000,0.53879534,0.53135524,0.09651611,0.00000000
-5.60980490,0.78763927,0.08305151,0.00000000,0.51640797,0.54516134,0.08678942,0.00000000
-5.60380190,0.79487990,0.08591067,0.00000000,0.49520951,0.55948497,0.07767808,0.00000000
-5.59779890,0.80382357,0.08879782,0.00000000,0.47541000,0.57450843,0.06924080,0.00000000
-5.59179590,0.81476754,0.09173969,0.00000000,0.45718729,0.59043510,0.06151650,0.00000000
-5.58579290,0.82800458,0.09476699,0.00000000,0.44068927,0.60748333,0.05452569,0.00000000
-5.57978989,0.84381553,0.09791303,0.00000000,0.42603614,0.62587887,0.04827229,0.00000000
-5.57378689,0.86246112,0.10121230,0.00000000,0.41332265,0.64584640,0.04274577,0.00000000
-5.56778389,0.88417343,0.10469880,0.00000000,0.40262020,0.66760068,0.03792338,0.00000000
-5.56178089,0.90914774,0.10840445,0.00000000,0.39397877,0.69133783,0.03377254,0.00000000
-5.55577789,0.93753541,0.11235762,0.00000000,0.38742858,0.71722760,0.03025307,0.00000000
-5.54977489,0.96943856,0.11658184,0.00000000,0.38298178,0.74540709,0.02731945,0.00000000
-5.54377189,1.00490713,0.12109478,0.00000000,0.38063402,0.77597653,0.02492278,0.00000000
-5.53776888,1.04393890,0.12590770,0.00000000,0.38036620,0.80899762,0.02301267,0.00000000
-5.53176588,1.08648269,0.13102528,0.00000000,0.38214645,0.84449465,0.02153884,0.00000000
-5.52576288,1.13244496,0.13644588,0.00000000,0.38593239,0.88245843,0.02045245,0.00000000
-5.51975988,1.18169953,0.14216226,0.00000000,0.39167369,0.92285304,0.01970733,0.00000000
-5.51375688,1.23410003,0.14816272,0.00000000,0.39931496,0.96562483,0.01926086,0.00000000
-5.50775388,1.28949444,0.15443249,0.00000000,0.40879877,1.01071330,0.01907477,0.00000000
-5.50175088,1.34774070,0.16095546,0.00000000,0.42006876,1.05806293,0.01911564,0.00000000
-5.49574787,1.40872239,0.16771586,0.00000000,0.43307248,1.10763521,0.01935531,0.00000000
-5.48974487,1.47236327,0.17470006,0.00000000,0.44776394,1.15941979,0.01977111,0.00000000
-5.48374187,1.53863955,0.18189809,0.00000000,0.46410542,1.21344381,0.02034591,0.00000000
-5.47773887,1.60758857,0.18930497,0.00000000,0.48206836,1.26977859,0.02106802,0.00000000
-5.47173587,1.67931322,0.19692156,0.00000000,0.50163326,1.32854267,0.02193104,0.00000000
-5.46573287,1.75398104,0.20475501,0.00000000,0.52278829,1.38990084,0.02293343,0.00000000
-5.45972986,1.83181782,0.21281860,0.00000000,0.54552664,1.45405858,0.02407802,0.00000000
-5.45372686,1.91309542,0.22113110,0.00000000,0.56984258,1.52125208,0.02537140,0.00000000
-5.44772386,1.99811422,0.22971550,0.00000000,0.59572647,1.59173380,0.02682313,0.00000000
-5.44172086,2.08718074,0.23859736,0.00000000,0.62315879,1.66575431,0.02844491,0.00000000
-5.43571786,2.18058149,0.24780271,0.00000000,0.65210360,1.74354112,0.03024955,0.00000000
-5.42971486,2.27855430,0.25735567,0.00000000,0.68250172,1.82527550,0.03225001,0.00000000
-5.42371186,2.38125859,0.26727597,0.00000000,0.71426416,1.91106866,0.03445826,0.00000000
-5.41770885,2.48874642,0.27757650,0.00000000,0.74726607,2.00093846,0.03688430,0.00000000
-5.41170585,2.60093577,0.28826098,0.00000000,0.78134183,2.09478819,0.03953505,0.00000000
-5.40570285,2.71758794,0.29932204,0.00000000,0.81628151,2.19238865,0.04241350,0.00000000
-5.39969985,2.83829047,0.31073974,0.00000000,0.85182915,2.29336486,0.04551787,0.00000000
-5.39369685,2.96244691,0.32248073,0.00000000,0.88768308,2.39718838,0.04884103,0.00000000
-5.38769385,3.08927446,0.33449809,0.00000000,0.92349840,2.50317605,0.05237014,0.00000000
-5.38169085,3.21781012,0.34673193,0.00000000,0.95889179,2.61049570,0.05608652,0.00000000
-5.37568784,3.34692553,0.35911081,0.00000000,0.99344836,2.71817899,0.05996583,0.00000000
-5.36968484,3.47535043,0.37155394,0.00000000,1.02673062,2.82514121,0.06397858,0.00000000
-5.36368184,3.60170412,0.38397408,0.00000000,1.05828906,2.93020763,0.06809094,0.00000000
-5.35767884,3.72453390,0.39628106,0.00000000,1.08767411,3.03214545,0.07226579,0.00000000
-5.35167584,3.84235921,0.40838592,0.00000000,1.11444894,3.12970044,0.07646412,0.00000000
-5.34567284,3.95371983,0.42020522,0.00000000,1.13820262,3.22163678,0.08064663,0.00000000
-5.33966983,4.05722624,0.43166564,0.00000000,1.15856311,3.30677864,0.08477540,0.00000000
-5.33366683,4.15161010,0.44270844,0.00000000,1.17520952,3.38405181,0.08881580,0.00000000
-5.32766383,4.23577275,0.45329366,0.00000000,1.18788317,3.45252372,0.09273828,0.00000000
-5.32166083,4.30882953,0.46340373,0.00000000,1.19639694,3.51143999,0.09652007,0.00000000
-5.31565783,4.37014790,0.47304636,0.00000000,1.20064243,3.56025594,0.10014676,0.00000000
-5.30965483,4.41937744,0.48225642,0.00000000,1.20059477,3.59866154,0.10361351,0.00000000
-5.30365183,4.45647010,0.49109659,0.00000000,1.19631467,3.62659838,0.10692587,0.00000000
-5.29764882,4.48168936,0.49965674,0.00000000,1.18794767,3.64426771,0.11010023,0.00000000
-5.29164582,4.49560738,0.50805173,0.00000000,1.17572049,3.65212867,0.11316362,0.00000000
-5.28564282,4.49908963,0.51641784,0.00000000,1.15993474,3.65088650,0.11615298,0.00000000
-5.27963982,4.49326713,0.52490762,0.00000000,1.14095786,3.64147050,0.11911389,0.00000000
