energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-3.18459230,5.31047120,0.00176210,0.05673542,0.46836517,4.71562230,0.23612239,1.13882905,0.01458183,0.16009437
-3.17858929,5.30845843,0.00176112,0.05775779,0.46533911,4.70795980,0.23715753,1.14222228,0.01463911,0.16052257
-3.17258629,5.29179557,0.00175218,0.05854801,0.46130249,4.68599425,0.23764639,1.14331568,0.01464271,0.16055667
-3.16658329,5.26102564,0.00173518,0.05909853,0.45636341,4.65051797,0.23758399,1.14194863,0.01458998,0.16016775
-3.16058029,5.21713334,0.00171025,0.05940803,0.45066756,4.60274988,0.23698183,1.13802682,0.01447938,0.15933890
-3.15457729,5.16152894,0.00167772,0.05948156,0.44439572,4.54430640,0.23586856,1.13153126,0.01431064,0.15806639
-3.14857429,5.09601287,0.00163810,0.05933048,0.43775955,4.47715468,0.23428975,1.12252367,0.01408480,0.15636016
-3.14257129,5.02272175,0.00159211,0.05897212,0.43099572,4.40354957,0.23230676,1.11114800,0.01380427,0.15424372
-3.13656828,4.94405753,0.00154061,0.05842911,0.42435852,4.32595651,0.22999485,1.09762755,0.01347283,0.15175348
-3.13056528,4.86260234,0.00148464,0.05772858,0.41811111,4.24696318,0.22744039,1.08225802,0.01309546,0.14893744
-3.12456228,4.78102237,0.00142532,0.05690108,0.41251588,4.16918350,0.22473748,1.06539655,0.01267828,0.14585339
-3.11855928,4.70196492,0.00136391,0.05597936,0.40782424,4.09515791,0.22198393,1.04744737,0.01222836,0.14256670
-3.11255628,4.62795302,0.00130171,0.05499710,0.40426623,4.02725431,0.21927706,1.02884481,0.01175344,0.13914772
-3.10655328,4.56128261,0.00124009,0.05398751,0.40204047,3.96757377,0.21670923,1.01003450,0.01126174,0.13566914
-3.10055028,4.50392694,0.00118044,0.05298203,0.40130503,3.91786556,0.21436362,0.99145379,0.01076169,0.13220313
-3.09454727,4.45745291,0.00112414,0.05200912,0.40216943,3.87945515,0.21231029,0.97351251,0.01026160,0.12881876
-3.08854427,4.42295331,0.00107259,0.05109312,0.40468849,3.85318882,0.21060285,0.95657507,0.00976947,0.12557949
-3.08254127,4.40099863,0.00102715,0.05025344,0.40885816,3.83939735,0.20927577,0.94094477,0.00929271,0.12254115
-3.07653827,4.39161065,0.00098916,0.04950385,0.41461369,3.83788078,0.20834279,0.92685137,0.00883793,0.11975031
-3.07053527,4.39425959,0.00095991,0.04885212,0.42183036,3.84791521,0.20779611,0.91444226,0.00841076,0.11724311
-3.06453227,4.40788494,0.00094067,0.04829991,0.43032668,3.86828132,0.20760674,0.90377788,0.00801576,0.11504476
-3.05852926,4.43093930,0.00093266,0.04784297,0.43987009,3.89731372,0.20772588,0.89483142,0.00765627,0.11316954
-3.05252626,4.46145327,0.00093703,0.04747155,0.45018497,3.93296890,0.20808717,0.88749276,0.00733444,0.11162131
-3.04652326,4.49711832,0.00095492,0.04717106,0.46096255,3.97290883,0.20860984,0.88157637,0.00705120,0.11039454
-3.04052026,4.53538388,0.00098739,0.04692298,0.47187245,4.01459648,0.20920252,0.87683258,0.00680631,0.10947575
-3.03451726,4.57356414,0.00103542,0.04670583,0.48257518,4.05539903,0.20976747,0.87296158,0.00659851,0.10884522
-3.02851426,4.60894946,0.00109992,0.04649634,0.49273521,4.09269404,0.21020509,0.86962932,0.00642555,0.10847890
-3.02251126,4.63891740,0.00118168,0.04627054,0.50203396,4.12397397,0.21041844,0.86648451,0.00628442,0.10835038
-3.01650825,4.66103814,0.00128136,0.04600496,0.51018204,4.14694432,0.21031750,0.86317563,0.00617147,0.10843283
-3.01050525,4.67316982,0.00139943,0.04567767,0.51693038,4.15961123,0.20982310,0.85936730,0.00608258,0.10870081
-3.00450225,4.67353956,0.00153617,0.04526929,0.52207958,4.16035481,0.20887012,0.85475515,0.00601337,0.10913173
-2.99849925,4.66080685,0.00169159,0.04476373,0.52548724,4.14798540,0.20741007,0.84907847,0.00595931,0.10970714
-2.99249625,4.63410720,0.00186538,0.04414892,0.52707279,4.12178058,0.20541274,0.84213025,0.00591592,0.11041347
-2.98649325,4.59307455,0.00205690,0.04341718,0.52681988,4.08150205,0.20286698,0.83376422,0.00587890,0.11124252
-2.98049025,4.53784246,0.00226513,0.04256546,0.52477605,4.02739235,0.19978064,0.82389873,0.00584428,0.11219142
-2.97448724,4.46902481,0.00248861,0.04159540,0.52105001,3.96015228,0.19617960,0.81251748,0.00580847,0.11326229
-2.96848424,4.38767803,0.00272546,0.04051315,0.51580652,3.88090104,0.19210606,0.79966735,0.00576839,0.11446149
-2.96248124,4.29524735,0.00297333,0.03932899,0.50925938,3.79112165,0.18761628,0.78545352,0.00572154,0.11579865
-2.95647824,4.19350063,0.00322943,0.03805688,0.50166275,3.69259479,0.18277771,0.77003246,0.00566601,0.11728545
-2.95047524,4.08445318,0.00349056,0.03671386,0.49330140,3.58732487,0.17766596,0.75360312,0.00560051,0.11893428
-2.94447224,3.97028786,0.00375316,0.03531929,0.48448031,3.47746187,0.17236147,0.73639703,0.00552440,0.12075693
-2.93846923,3.85327391,0.00401334,0.03389416,0.47551410,3.36522282,0.16694633,0.71866767,0.00543764,0.12276322
-2.93246623,3.73568857,0.00426700,0.03246030,0.46671671,3.25281629,0.16150126,0.70067987,0.00534079,0.12495989
-2.92646323,3.61974418,0.00450993,0.03103965,0.45839189,3.14237296,0.15610281,0.68269950,0.00523494,0.12734957
-2.92046023,3.50752377,0.00473790,0.02965350,0.45082460,3.03588467,0.15082110,0.66498393,0.00512166,0.12993003
-2.91445723,3.40092670,0.00494680,0.02832190,0.44427371,2.93515377,0.14571791,0.64777370,0.00500292,0.13269376
-2.90845423,3.30162569,0.00513277,0.02706304,0.43896612,2.84175378,0.14084546,0.63128538,0.00488104,0.13562774
-2.90245123,3.21103555,0.00529231,0.02589280,0.43509236,2.75700175,0.13624554,0.61570598,0.00475856,0.13871353
-2.89644822,3.13029353,0.00542241,0.02482440,0.43280358,2.68194204,0.13194924,0.60118881,0.00463819,0.14192766
-2.89044522,3.06025026,0.00552067,0.02386807,0.43220993,2.61734061,0.12797717,0.58785088,0.00452267,0.14524213
-2.88444222,3.00147032,0.00558533,0.02303097,0.43338003,2.56368857,0.12434000,0.57577157,0.00441472,0.14862520
-2.87843922,2.95424057,0.00561541,0.02231707,0.43634152,2.52121338,0.12103932,0.56499262,0.00431690,0.15204221
-2.87243622,2.91858485,0.00561067,0.02172721,0.44108227,2.48989594,0.11806879,0.55551910,0.00423156,0.15545646
-2.86643322,2.89428317,0.00557169,0.02125920,0.44755221,2.46949183,0.11541530,0.54732137,0.00416074,0.15883016
-2.86043022,2.88089394,0.00549980,0.02090804,0.45566551,2.45955513,0.11306033,0.54033761,0.00410610,0.16212530
-2.85442721,2.87777783,0.00539705,0.02066616,0.46530303,2.45946338,0.11098115,0.53447700,0.00406886,0.16530441
-2.84842421,2.88412237,0.00526613,0.02052373,0.47631487,2.46844260,0.10915205,0.52962322,0.00404977,0.16833129
-2.84242121,2.89896650,0.00511032,0.02046905,0.48852304,2.48559164,0.10754538,0.52563836,0.00404910,0.17117160
-2.83641821,2.92122485,0.00493332,0.02048888,0.50172427,2.50990546,0.10613252,0.52236698,0.00406657,0.17379333
-2.83041521,2.94971153,0.00473917,0.02056892,0.51569290,2.54029722,0.10488462,0.51964031,0.00410148,0.17616719
-2.82441221,2.98316379,0.00453213,0.02069417,0.53018406,2.57561937,0.10377326,0.51728074,0.00415262,0.17826697
-2.81840920,3.02026569,0.00431657,0.02084943,0.54493719,2.61468401,0.10277099,0.51510626,0.00421842,0.18006975
-2.81240620,3.05967231,0.00409683,0.02101962,0.55967992,2.65628297,0.10185172,0.51293508,0.00429700,0.18155623
-2.80640320,3.10003456,0.00387716,0.02119031,0.57413245,2.69920793,0.10099110,0.51059032,0.00438622,0.18271096
-2.80040020,3.14002495,0.00366164,0.02134797,0.58801248,2.74227089,0.10016681,0.50790464,0.00448383,0.18352263
-2.79439720,3.17836411,0.00345409,0.02148041,0.60104054,2.78432508,0.09935888,0.50472480,0.00458754,0.18398442
-2.78839420,3.21384768,0.00325810,0.02157705,0.61294581,2.82428614,0.09854995,0.50091612,0.00469514,0.18409433
-2.78239120,3.24537315,0.00307696,0.02162914,0.62347220,2.86115323,0.09772559,0.49636649,0.00480463,0.18385553
-2.77638819,3.27196559,0.00291370,0.02162999,0.63238444,2.89402950,0.09687455,0.49099006,0.00491424,0.18327676
-2.77038519,3.29280127,0.00277109,0.02157508,0.63947417,2.92214097,0.09598904,0.48473016,0.00502259,0.18237253
-2.76438219,3.30722804,0.00265171,0.02146214,0.64456541,2.94485306,0.09506498,0.47756159,0.00512872,0.18116337
-2.75837919,3.31478122,0.00255798,0.02129111,0.64751951,2.96168371,0.09410212,0.46949183,0.00523212,0.17967587
-2.75237619,3.31519383,0.00249218,0.02106407,0.64823905,2.97231211,0.09310411,0.46056130,0.00533273,0.17794245
-2.74637319,3.30840027,0.00245652,0.02078510,0.64667049,2.97658232,0.09207844,0.45084240,0.00543098,0.17600105
-2.74037019,3.29453284,0.00245316,0.02046007,0.64280556,2.97450111,0.09103620,0.44043742,0.00552770,0.17389448
-2.73436718,3.27391074,0.00248423,0.02009637,0.63668096,2.96622985,0.08999172,0.42947519,0.00562404,0.17166944
-2.72836418,3.24702168,0.00255181,0.01970258,0.62837672,2.95207046,0.08896197,0.41810676,0.00572145,0.16937545
-2.72236118,3.21449678,0.00265793,0.01928815,0.61801283,2.93244584,0.08796586,0.40650002,0.00582149,0.16706337
-2.71635818,3.17707968,0.00280448,0.01886302,0.60574468,2.90787566,0.08702335,0.39483360,0.00592579,0.16478385
-2.71035518,3.13559134,0.00299318,0.01843726,0.59175727,2.87894862,0.08615449,0.38329024,0.00603585,0.16258561
-2.70435218,3.09089215,0.00322546,0.01802064,0.57625851,2.84629256,0.08537835,0.37204998,0.00615296,0.16051368
-2.69834917,3.04384339,0.00350232,0.01762238,0.55947206,2.81054405,0.08471197,0.36128338,0.00627807,0.15860770
-2.69234617,2.99526993,0.00382426,0.01725077,0.54162991,2.77231907,0.08416938,0.35114514,0.00641170,0.15690030
-2.68634317,2.94592633,0.00419111,0.01691294,0.52296517,2.73218643,0.08376067,0.34176846,0.00655383,0.15541579
-2.68034017,2.89646804,0.00460190,0.01661466,0.50370536,2.69064547,0.08349136,0.33326039,0.00670389,0.15416908
-2.67433717,2.84742925,0.00505474,0.01636021,0.48406655,2.64810920,0.08336185,0.32569837,0.00686074,0.15316509
-2.66833417,2.79920879,0.00554672,0.01615235,0.46424854,2.60489388,0.08336727,0.31912828,0.00702266,0.15239845
-2.66233117,2.75206457,0.00607385,0.01599237,0.44443130,2.56121563,0.08349757,0.31356396,0.00718741,0.15185390
-2.65632816,2.70611707,0.00663098,0.01588016,0.42477278,2.51719412,0.08373799,0.30898835,0.00735236,0.15150695
-2.65032516,2.66136147,0.00721186,0.01581444,0.40540809,2.47286322,0.08406982,0.30535628,0.00751455,0.15132525
-2.64432216,2.61768790,0.00780913,0.01579305,0.38644986,2.42818778,0.08447146,0.30259856,0.00767089,0.15127023
-2.63831916,2.57490844,0.00841448,0.01581324,0.36798998,2.38308561,0.08491974,0.30062752,0.00781832,0.15129922
-2.63231616,2.53278955,0.00901877,0.01587206,0.35010210,2.33745343,0.08539151,0.29934343,0.00795398,0.15136790
-2.62631316,2.49108794,0.00961221,0.01596681,0.33284498,2.29119497,0.08586525,0.29864180,0.00807541,0.15143283
-2.62031016,2.44958800,0.01018468,0.01609539,0.31626633,2.24424989,0.08632286,0.29842092,0.00818072,0.15145420
-2.61430715,2.40813851,0.01072591,0.01625678,0.30040670,2.19662160,0.08675134,0.29858944,0.00826880,0.15139844
-2.60830415,2.36668671,0.01122586,0.01645138,0.28530348,2.14840234,0.08714434,0.29907365,0.00833942,0.15124069
-2.60230115,2.32530767,0.01167499,0.01668139,0.27099443,2.09979405,0.08750354,0.29982387,0.00839337,0.15096695
-2.59629815,2.28422713,0.01206458,0.01695104,0.25752070,2.05112368,0.08783966,0.30081976,0.00843254,0.15057582
-2.59029515,2.24383645,0.01238706,0.01726675,0.24492913,2.00285183,0.08817313,0.30207427,0.00845992,0.15007970
-2.58429215,2.20469850,0.01263619,0.01763727,0.23327371,1.95557400,0.08853428,0.30363581,0.00847964,0.14950538
-2.57828914,2.16754379,0.01280739,0.01807356,0.22261600,1.91001406,0.08896306,0.30558861,0.00849683,0.14889389
-2.57228614,2.13325659,0.01289780,0.01858868,0.21302472,1.86700977,0.08950823,0.30805114,0.00851754,0.14829972
-2.56628314,2.10285130,0.01290646,0.01919747,0.20457425,1.82749085,0.09022600,0.31117253,0.00854854,0.14778927
-2.56028014,2.07743970,0.01283431,0.01991615,0.19734235,1.79245009,0.09117824,0.31512715,0.00859715,0.14743860
-2.55427714,2.05819026,0.01268414,0.02076180,0.19140702,1.76290854,0.09243016,0.32010753,0.00867092,0.14733062
-2.54827414,2.04628096,0.01246052,0.02175177,0.18684281,1.73987621,0.09404770,0.32631582,0.00877740,0.14755169
-2.54227114,2.04284766,0.01216958,0.02290293,0.18371658,1.72430958,0.09609453,0.33395428,0.00892380,0.14818783
-2.53626813,2.04893003,0.01181884,0.02423103,0.18208312,1.71706795,0.09862900,0.34321505,0.00911671,0.14932075
-2.53026513,2.06541753,0.01141688,0.02574986,0.18198068,1.71887020,0.10170091,0.35426980,0.00936175,0.15102373
-2.52426213,2.09299782,0.01097311,0.02747058,0.18342661,1.73025416,0.10534851,0.36725971,0.00966332,0.15335760
-2.51825913,2.13211014,0.01049737,0.02940098,0.18641361,1.75154037,0.10959564,0.38228624,0.01002434,0.15636711
-2.51225613,2.18290594,0.00999968,0.03154487,0.19090637,1.78280196,0.11444930,0.39940318,0.01044599,0.16007769
-2.50625313,2.24521886,0.00948988,0.03390159,0.19683925,1.82384244,0.11989765,0.41861042,0.01092759,0.16449286
-2.50025013,2.31854585,0.00897739,0.03646560,0.20411483,1.87418255,0.12590875,0.43984975,0.01146646,0.16959246
-2.49424712,2.40204073,0.00847093,0.03922625,0.21260358,1.93305732,0.13242990,0.46300299,0.01205791,0.17533175
-2.48824412,2.49452098,0.00797833,0.04216771,0.22214490,1.99942375,0.13938778,0.48789257,0.01269525,0.18164153
-2.48224112,2.59448799,0.00750638,0.04526905,0.23254923,2.07197945,0.14668948,0.51428457,0.01336991,0.18842915
-2.47623812,2.70016034,0.00706074,0.04850451,0.24360159,2.14919162,0.15422419,0.54189424,0.01407160,0.19558066
-2.47023512,2.80951912,0.00664585,0.05184391,0.25506616,2.22933586,0.16186581,0.57039362,0.01478858,0.20296370
-2.46423212,2.92036368,0.00626498,0.05525319,0.26669199,2.31054318,0.16947612,0.59942114,0.01550791,0.21043142
-2.45822911,3.03037572,0.00592026,0.05869511,0.27821952,2.39085376,0.17690862,0.62859255,0.01621587,0.21782682
-2.45222611,3.13718916,0.00561271,0.06213002,0.28938778,2.46827525,0.18401273,0.65751295,0.01689828,0.22498777
-2.44622311,3.23846291,0.00534241,0.06551668,0.29994185,2.54084346,0.19063839,0.68578918,0.01754092,0.23175218
-2.44022011,3.33195368,0.00510862,0.06881314,0.30964041,2.60668283,0.19664059,0.71304209,0.01812999,0.23796330
-2.43421711,3.41558567,0.00490985,0.07197764,0.31826300,2.66406437,0.20188400,0.73891818,0.01865244,0.24347478
-2.42821411,3.48751432,0.00474408,0.07496945,0.32561665,2.71145871,0.20624715,0.76310012,0.01909641,0.24815538
-2.42221111,3.54618159,0.00460883,0.07774972,0.33154166,2.74758201,0.20962634,0.78531552,0.01945156,0.25189313
-2.41620810,3.59036054,0.00450131,0.08028220,0.33591621,2.77143314,0.21193880,0.80534398,0.01970938,0.25459864
-2.41020510,3.61918764,0.00441851,0.08253394,0.33865959,2.78232054,0.21312522,0.82302176,0.01986337,0.25620764
-2.40420210,3.63218174,0.00435731,0.08447586,0.33973395,2.77987807,0.21315142,0.83824428,0.01990930,0.25668253
-2.39819910,3.62924918,0.00431452,0.08608326,0.33914449,2.76406929,0.21200917,0.85096620,0.01984524,0.25601289
-2.39219610,3.61067552,0.00428695,0.08733617,0.33693808,2.73518046,0.20971610,0.86119934,0.01967162,0.25421505
-2.38619310,3.57710446,0.00427148,0.08821966,0.33320033,2.69380282,0.20631472,0.86900855,0.01939119,0.25133069
-2.38019010,3.52950540,0.00426503,0.08872401,0.32805147,2.64080528,0.20187067,0.87450584,0.01900890,0.24742467
-2.37418709,3.46913144,0.00426462,0.08884478,0.32164096,2.57729900,0.19647024,0.87784304,0.01853172,0.24258201
-2.36818409,3.39746992,0.00426736,0.08858283,0.31414135,2.50459555,0.19021724,0.87920355,0.01796847,0.23690449
-2.36218109,3.31618781,0.00427052,0.08794421,0.30574154,2.42416069,0.18322950,0.87879332,0.01732947,0.23050670
-2.35617809,3.22707431,0.00427147,0.08693993,0.29663980,2.33756563,0.17563504,0.87683172,0.01662633,0.22351198
-2.35017509,3.13198301,0.00426775,0.08558577,0.28703689,2.24643795,0.16756802,0.87354246,0.01587159,0.21604829
-2.34417209,3.03277586,0.00425709,0.08390186,0.27712948,2.15241382,0.15916485,0.86914504,0.01507841,0.20824418
-2.33816908,2.93127085,0.00423742,0.08191233,0.26710424,2.05709344,0.15056036,0.86384697,0.01426026,0.20022511
-2.33216608,2.82919504,0.00420690,0.07964474,0.25713275,1.96200087,0.14188430,0.85783701,0.01343058,0.19211008
-2.32616308,2.72814428,0.00416401,0.07712963,0.24736739,1.86854959,0.13325826,0.85127960,0.01260254,0.18400884
-2.32016008,2.62955063,0.00410750,0.07439986,0.23793836,1.77801446,0.12479310,0.84431066,0.01178874,0.17601963
-2.31415708,2.53465788,0.00403647,0.07149002,0.22895180,1.69151060,0.11658693,0.83703475,0.01100101,0.16822754
-2.30815408,2.44450557,0.00395042,0.06843575,0.22048903,1.60997944,0.10872365,0.82952376,0.01025023,0.16070351
-2.30215108,2.35992140,0.00384920,0.06527315,0.21260684,1.53418173,0.10127220,0.82181695,0.00954615,0.15350392
-2.29614807,2.28152155,0.00373309,0.06203809,0.20533874,1.46469729,0.09428628,0.81392241,0.00889733,0.14667078
-2.29014507,2.20971848,0.00360272,0.05876566,0.19869698,1.40193089,0.08780471,0.80581980,0.00831105,0.14023244
-2.28414207,2.14473530,0.00345914,0.05548959,0.19267519,1.34612359,0.08185227,0.79746428,0.00779328,0.13420472
-2.27813907,2.08662583,0.00330372,0.05224181,0.18725149,1.29736871,0.07644093,0.78879141,0.00734875,0.12859247
-2.27213607,2.03529933,0.00313816,0.04905207,0.18239181,1.25563150,0.07157149,0.77972290,0.00698093,0.12339134
-2.26613307,1.99054867,0.00296441,0.04594762,0.17805342,1.22077164,0.06723541,0.77017305,0.00669215,0.11858978
-2.26013007,1.95208089,0.00278462,0.04295304,0.17418830,1.19256750,0.06341683,0.76005551,0.00648372,0.11417113
-2.25412706,1.91954892,0.00260109,0.04009014,0.17074639,1.17074123,0.06009467,0.74929028,0.00635601,0.11011565
-2.24812406,1.89258314,0.00241621,0.03737800,0.16767855,1.15498364,0.05724473,0.73781057,0.00630862,0.10640257
-2.24212106,1.87082170,0.00223236,0.03483303,0.16493910,1.14497813,0.05484159,0.72556932,0.00634053,0.10301188
-2.23611806,1.85393850,0.00205188,0.03246914,0.16248800,1.14042248,0.05286046,0.71254509,0.00645021,0.09992593
-2.23011506,1.84166754,0.00187703,0.03029799,0.16029252,1.14104804,0.05127868,0.69874706,0.00663577,0.09713076
-2.22411206,1.83382285,0.00170990,0.02832923,0.15832842,1.14663523,0.05007697,0.68421889,0.00689508,0.09461705
-2.21810905,1.83031303,0.00155241,0.02657077,0.15658068,1.15702505,0.04924036,0.66904130,0.00722589,0.09238075
-2.21210605,1.83114973,0.00140626,0.02502906,0.15504370,1.17212584,0.04875868,0.65333306,0.00762587,0.09042334
-2.20610305,1.83644957,0.00127289,0.02370931,0.15372110,1.19191511,0.04862679,0.63725046,0.00809268,0.08875164
-2.20010005,1.84642918,0.00115352,0.02261569,0.15262506,1.21643622,0.04884429,0.62098499,0.00862397,0.08737737
-2.19409705,1.86139351,0.00104912,0.02175147,0.15177523,1.24578990,0.04941504,0.60475947,0.00921736,0.08631626
-2.18809405,1.88171744,0.00096040,0.02111910,0.15119737,1.28012093,0.05034618,0.58882244,0.00987040,0.08558696
-2.18209105,1.90782157,0.00088781,0.02072016,0.15092157,1.31960039,0.05164703,0.57344120,0.01058047,0.08520964
-2.17608804,1.94014281,0.00083161,0.02055532,0.15098032,1.36440419,0.05332766,0.55889356,0.01134471,0.08520444
-2.17008504,1.97910117,0.00079180,0.02062418,0.15140633,1.41468884,0.05539735,0.54545861,0.01215984,0.08558983
-2.16408204,2.02506391,0.00076821,0.02092503,0.15223019,1.47056546,0.05786292,0.53340685,0.01302208,0.08638089
-2.15807904,2.07830896,0.00076046,0.02145464,0.15347813,1.53207328,0.06072715,0.52299003,0.01392701,0.08758771
-2.15207604,2.13898905,0.00076797,0.02220795,0.15516964,1.59915408,0.06398711,0.51443114,0.01486939,0.08921386
-2.14607304,2.20709860,0.00079002,0.02317778,0.15731538,1.67162877,0.06763281,0.50791483,0.01584316,0.09125510
-2.14007004,2.28244498,0.00082571,0.02435456,0.15991524,1.74917756,0.07164595,0.50357884,0.01684126,0.09369834
-2.13406703,2.36462585,0.00087396,0.02572610,0.16295678,1.83132492,0.07599902,0.50150663,0.01785569,0.09652096
-2.12806403,2.45301402,0.00093358,0.02727742,0.16641405,1.91743041,0.08065476,0.50172173,0.01887745,0.09969046
-2.12206103,2.54675099,0.00100319,0.02899063,0.17024690,2.00668612,0.08556595,0.50418396,0.01989662,0.10316458
-2.11605803,2.64474989,0.00108130,0.03084500,0.17440087,2.09812146,0.09067564,0.50878774,0.02090249,0.10689175
-2.11005503,2.74570831,0.00116630,0.03281700,0.17880769,2.19061528,0.09591790,0.51536279,0.02188371,0.11081203
-2.10405203,2.84813087,0.00125645,0.03488065,0.18338629,2.28291535,0.10121882,0.52367706,0.02282846,0.11485835
-2.09804902,2.95036110,0.00134994,0.03700785,0.18804453,2.37366473,0.10649808,0.53344198,0.02372477,0.11895823
-2.09204602,3.05062162,0.00144489,0.03916889,0.19268140,2.46143408,0.11167076,0.54431987,0.02456071,0.12303561
-2.08604302,3.14706137,0.00153941,0.04133313,0.19718977,2.54475903,0.11664950,0.55593334,0.02532477,0.12701308
-2.08004002,3.23780819,0.00163161,0.04346971,0.20145945,2.62218107,0.12134686,0.56787628,0.02600612,0.13081412
-2.07403702,3.32102484,0.00171965,0.04554843,0.20538067,2.69229057,0.12567789,0.57972616,0.02659494,0.13436547
-2.06803402,3.39496636,0.00180182,0.04754058,0.20884762,2.75377024,0.12956261,0.59105725,0.02708273,0.13759947
-2.06203102,3.45803667,0.00187653,0.04941992,0.21176204,2.80543742,0.13292865,0.60145411,0.02746255,0.14045628
-2.05602801,3.50884217,0.00194243,0.05116360,0.21403674,2.84628359,0.13571354,0.61052517,0.02772931,0.14288587
-2.05002501,3.54624049,0.00199840,0.05275301,0.21559883,2.87550950,0.13786696,0.61791557,0.02787994,0.14484977
-2.04402201,3.56938230,0.00204363,0.05417458,0.21639263,2.89255479,0.13935257,0.62331907,0.02791355,0.14632251
-2.03801901,3.57774492,0.00207769,0.05542048,0.21638203,2.89712088,0.14014949,0.62648843,0.02783153,0.14729261
-2.03201601,3.57115626,0.00210051,0.05648911,0.21555235,2.88918632,0.14025336,0.62724396,0.02763759,0.14776317
-2.02601301,3.54980837,0.00211246,0.05738542,0.21391154,2.86901409,0.13967694,0.62547984,0.02733776,0.14775202
-2.02001001,3.51426002,0.00211436,0.05812105,0.21149069,2.83715064,0.13845012,0.62116817,0.02694028,0.14729139
-2.01400700,3.46542833,0.00210748,0.05871416,0.20834389,2.79441668,0.13661953,0.61436029,0.02645551,0.14642710
-2.00800400,3.40456968,0.00209357,0.05918908,0.20454734,2.74189010,0.13424759,0.60518571,0.02589573,0.14521739
-2.00200100,3.33325054,0.00207484,0.05957566,0.20019786,2.68088150,0.13141112,0.59384837,0.02527487,0.14373126
-1.99599800,3.25330926,0.00205395,0.05990844,0.19541079,2.61290341,0.12819947,0.58062059,0.02460829,0.14204656
-1.98999500,3.16681006,0.00203399,0.06022552,0.19031728,2.53963383,0.12471238,0.56583478,0.02391239,0.14024775
-1.98399200,3.07599070,0.00201842,0.06056732,0.18506127,2.46287553,0.12105743,0.54987341,0.02320429,0.13842341
-1.97798899,2.98320543,0.00201104,0.06097513,0.17979597,2.38451225,0.11734736,0.53315733,0.02250145,0.13666370
-1.97198599,2.89086507,0.00201594,0.06148957,0.17468014,2.30646309,0.11369715,0.51613314,0.02182123,0.13505769
-1.96598299,2.80137597,0.00203739,0.06214907,0.16987421,2.23063636,0.11022116,0.49925981,0.02118051,0.13369078
-1.95997999,2.71707968,0.00207984,0.06298823,0.16553630,2.15888439,0.10703018,0.48299514,0.02059525,0.13264217
-1.95397699,2.64019504,0.00214774,0.06403639,0.16181834,2.09296028,0.10422867,0.46778242,0.02008011,0.13198259
-1.94797399,2.57276440,0.00224550,0.06531623,0.15886231,2.03447800,0.10191215,0.45403784,0.01964807,0.13177220
-1.94197099,2.51660540,0.00237735,0.06684266,0.15679663,1.98487672,0.10016489,0.44213883,0.01931006,0.13205893
-1.93596798,2.47326962,0.00254725,0.06862185,0.15573302,1.94539040,0.09905790,0.43241392,0.01907470,0.13287708
-1.92996498,2.44400925,0.00275872,0.07065068,0.15576362,1.91702330,0.09864730,0.42513427,0.01894806,0.13424643
-1.92396198,2.42975261,0.00301476,0.07291640,0.15695862,1.90053211,0.09897314,0.42050717,0.01893345,0.13617172
-1.91795898,2.43108909,0.00331768,0.07539671,0.15936445,1.89641502,0.10005869,0.41867164,0.01903141,0.13864264
-1.91195598,2.44826388,0.00366895,0.07806021,0.16300248,1.90490798,0.10191022,0.41969634,0.01923964,0.14163424
-1.90595298,2.48118257,0.00406913,0.08086716,0.16786835,1.92598819,0.10451721,0.42357968,0.01955314,0.14510779
-1.89994997,2.52942534,0.00451769,0.08377059,0.17393200,1.95938461,0.10785318,0.43025236,0.01996437,0.14901205
-1.89394697,2.59227033,0.00501295,0.08671778,0.18113823,2.00459515,0.11187684,0.43958187,0.02046355,0.15328488
-1.88794397,2.66872529,0.00555200,0.08965190,0.18940797,2.06090988,0.11653378,0.45137925,0.02103899,0.15785521
-1.88194097,2.75756671,0.00613061,0.09251393,0.19864016,2.12743972,0.12175846,0.46540747,0.02167756,0.16264518
-1.87593797,2.85738485,0.00674329,0.09524465,0.20871417,2.20314932,0.12747659,0.48139145,0.02236517,0.16757258
-1.86993497,2.96663351,0.00738325,0.09778680,0.21949274,2.28689346,0.13360768,0.49902920,0.02308731,0.17255324
-1.86393197,3.08368266,0.00804254,0.10008710,0.23082533,2.37745537,0.14006773,0.51800388,0.02382964,0.17750357
-1.85792896,3.20687214,0.00871211,0.10209825,0.24255178,2.47358590,0.14677204,0.53799615,0.02457852,0.18234294
-1.85192596,3.33456460,0.00938204,0.10378077,0.25450624,2.57404197,0.15363785,0.55869656,0.02532157,0.18699602
-1.84592296,3.46519571,0.01004172,0.10510458,0.26652106,2.67762303,0.16058691,0.57981742,0.02604819,0.19139481
-1.83991996,3.59731966,0.01068010,0.10605026,0.27843075,2.78320396,0.16754775,0.60110380,0.02674991,0.19548041
-1.83391696,3.72964828,0.01128604,0.10661002,0.29007567,2.88976329,0.17445758,0.62234304,0.02742078,0.19920448
-1.82791396,3.86108208,0.01184853,0.10678821,0.30130543,2.99640539,0.18126380,0.64337260,0.02805756,0.20253021
-1.82191096,3.99073190,0.01235711,0.10660146,0.31198183,3.10237587,0.18792493,0.66408579,0.02865980,0.20543295
